"plh0206i05","year","education","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2016","no degree/no degree yet","27","","",""
"7 Strongly agree","2016","lower secondary degree","3","","",""
"7 Strongly agree","2016","secondary school degree","1","","",""
"7 Strongly agree","2016","college entrance qualification","1","","",""
"7 Strongly agree","2016","Other degree","111","0.0566499982619709","0.0472974938025088","0.066002502721433"
"7 Strongly agree","2016","no degree/no degree yet","82","0.0428253579926694","0.0328232435283567","0.0528274724569822"
"1 Strongly disagree","2017","lower secondary degree","11","","",""
"1 Strongly disagree","2017","secondary school degree","3","","",""
"1 Strongly disagree","2017","college entrance qualification","6","","",""
"1 Strongly disagree","2017","Other degree","1019","0.699439373738578","0.675716722600134","0.723162024877023"
"1 Strongly disagree","2017","no degree/no degree yet","885","0.692307249642133","0.666669996777015","0.717944502507251"
"2 on scale 1-7 ","2017","lower secondary degree","1","","",""
"2 on scale 1-7 ","2017","secondary school degree","1","","",""
"2 on scale 1-7 ","2017","college entrance qualification","2","","",""
"2 on scale 1-7 ","2017","Other degree","138","0.100237296348965","0.0846990928089765","0.115775499888953"
"2 on scale 1-7 ","2017","no degree/no degree yet","111","0.0814285173670089","0.06623675500868","0.0966202797253378"
"3 on scale 1-7 ","2017","lower secondary degree","1","","",""
"3 on scale 1-7 ","2017","secondary school degree","","","",""
"3 on scale 1-7 ","2017","college entrance qualification","","","",""
"3 on scale 1-7 ","2017","Other degree","79","0.0520705774600182","0.040575647240637","0.0635655076793995"
"3 on scale 1-7 ","2017","no degree/no degree yet","52","0.0530834771735775","0.0406297615599639","0.0655371927871911"
"4 on scale 1-7","2017","lower secondary degree","1","","",""
"4 on scale 1-7","2017","secondary school degree","2","","",""
"4 on scale 1-7","2017","college entrance qualification","","","",""
"4 on scale 1-7","2017","Other degree","74","0.0575323260141799","0.0454844264499341","0.0695802255784258"
"4 on scale 1-7","2017","no degree/no degree yet","89","0.0765608321477394","0.0617911590325158","0.0913305052629631"
"5 on scale 1-7","2017","lower secondary degree","2","","",""
"5 on scale 1-7","2017","secondary school degree","","","",""
"5 on scale 1-7","2017","college entrance qualification","","","",""
"5 on scale 1-7","2017","Other degree","37","0.0264884428077235","0.0181799755967252","0.0347969100187218"
"5 on scale 1-7","2017","no degree/no degree yet","23","","",""
"6 on scale 1-7","2017","lower secondary degree","","","",""
"6 on scale 1-7","2017","secondary school degree","","","",""
"6 on scale 1-7","2017","college entrance qualification","1","","",""
"6 on scale 1-7","2017","Other degree","15","","",""
"6 on scale 1-7","2017","no degree/no degree yet","12","","",""
"7 Strongly agree","2017","lower secondary degree","1","","",""
"7 Strongly agree","2017","secondary school degree","","","",""
"7 Strongly agree","2017","college entrance qualification","1","","",""
"7 Strongly agree","2017","Other degree","73","0.0536297867428139","0.0419736211992455","0.0652859522863824"
"7 Strongly agree","2017","no degree/no degree yet","73","0.0631828293686177","0.0496686284497956","0.0766970302874398"
"1 Strongly disagree","2018","lower secondary degree","5","","",""
"1 Strongly disagree","2018","secondary school degree","2","","",""
"1 Strongly disagree","2018","college entrance qualification","1","","",""
"1 Strongly disagree","2018","Other degree","110","0.651371510772884","0.581365729506145","0.721377292039623"
"1 Strongly disagree","2018","no degree/no degree yet","105","0.652910506919241","0.582380061101328","0.723440952737153"
"2 on scale 1-7 ","2018","lower secondary degree","3","","",""
"2 on scale 1-7 ","2018","secondary school degree","1","","",""
"2 on scale 1-7 ","2018","college entrance qualification","1","","",""
"2 on scale 1-7 ","2018","Other degree","15","","",""
"2 on scale 1-7 ","2018","no degree/no degree yet","13","","",""
"3 on scale 1-7 ","2018","lower secondary degree","3","","",""
"3 on scale 1-7 ","2018","secondary school degree","","","",""
"3 on scale 1-7 ","2018","college entrance qualification","1","","",""
"3 on scale 1-7 ","2018","Other degree","10","","",""
"3 on scale 1-7 ","2018","no degree/no degree yet","13","","",""
"4 on scale 1-7","2018","lower secondary degree","","","",""
"4 on scale 1-7","2018","secondary school degree","1","","",""
"4 on scale 1-7","2018","college entrance qualification","","","",""
"4 on scale 1-7","2018","Other degree","15","","",""
"4 on scale 1-7","2018","no degree/no degree yet","21","","",""
"5 on scale 1-7","2018","lower secondary degree","2","","",""
"5 on scale 1-7","2018","secondary school degree","","","",""
"5 on scale 1-7","2018","college entrance qualification","","","",""
"5 on scale 1-7","2018","Other degree","10","","",""
"5 on scale 1-7","2018","no degree/no degree yet","6","","",""
"6 on scale 1-7","2018","lower secondary degree","1","","",""
"6 on scale 1-7","2018","secondary school degree","","","",""
"6 on scale 1-7","2018","college entrance qualification","","","",""
"6 on scale 1-7","2018","Other degree","1","","",""
"6 on scale 1-7","2018","no degree/no degree yet","2","","",""
"7 Strongly agree","2018","lower secondary degree","2","","",""
"7 Strongly agree","2018","secondary school degree","","","",""
"7 Strongly agree","2018","college entrance qualification","","","",""
"7 Strongly agree","2018","Other degree","17","","",""
"7 Strongly agree","2018","no degree/no degree yet","15","","",""
"1 Strongly disagree","2019","lower secondary degree","3","","",""
"1 Strongly disagree","2019","secondary school degree","1","","",""
"1 Strongly disagree","2019","college entrance qualification","1","","",""
"1 Strongly disagree","2019","Other degree","43","0.491509267284088","0.38705789948755","0.595960635080626"
"1 Strongly disagree","2019","no degree/no degree yet","73","0.606705900027063","0.52549982580103","0.687911974253096"
"2 on scale 1-7 ","2019","lower secondary degree","","","",""
"2 on scale 1-7 ","2019","secondary school degree","","","",""
"2 on scale 1-7 ","2019","college entrance qualification","","","",""
"2 on scale 1-7 ","2019","Other degree","17","","",""
"2 on scale 1-7 ","2019","no degree/no degree yet","16","","",""
"3 on scale 1-7 ","2019","lower secondary degree","1","","",""
"3 on scale 1-7 ","2019","secondary school degree","1","","",""
"3 on scale 1-7 ","2019","college entrance qualification","","","",""
"3 on scale 1-7 ","2019","Other degree","11","","",""
"3 on scale 1-7 ","2019","no degree/no degree yet","11","","",""
"4 on scale 1-7","2019","lower secondary degree","1","","",""
"4 on scale 1-7","2019","secondary school degree","","","",""
"4 on scale 1-7","2019","college entrance qualification","","","",""
"4 on scale 1-7","2019","Other degree","5","","",""
"4 on scale 1-7","2019","no degree/no degree yet","19","","",""
"5 on scale 1-7","2019","lower secondary degree","1","","",""
"5 on scale 1-7","2019","secondary school degree","1","","",""
"5 on scale 1-7","2019","college entrance qualification","","","",""
"5 on scale 1-7","2019","Other degree","2","","",""
"5 on scale 1-7","2019","no degree/no degree yet","5","","",""
"6 on scale 1-7","2019","lower secondary degree","","","",""
"6 on scale 1-7","2019","secondary school degree","1","","",""
"6 on scale 1-7","2019","college entrance qualification","","","",""
"6 on scale 1-7","2019","Other degree","4","","",""
"6 on scale 1-7","2019","no degree/no degree yet","3","","",""
"7 Strongly agree","2019","lower secondary degree","1","","",""
"7 Strongly agree","2019","secondary school degree","1","","",""
"7 Strongly agree","2019","college entrance qualification","","","",""
"7 Strongly agree","2019","Other degree","6","","",""
"7 Strongly agree","2019","no degree/no degree yet","12","","",""
