"plh0206i05","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"2 on scale 1-7 ","2014","direct migration background","East Germany","","","","","2"
"2 on scale 1-7 ","2014","no migration background","West Germany","","","","","2"
"3 on scale 1-7 ","2014","indirect migration background","East Germany","","","","","3"
"3 on scale 1-7 ","2014","indirect migration background","West Germany","","","","","3"
"3 on scale 1-7 ","2014","direct migration background","West Germany","","","","","3"
"3 on scale 1-7 ","2014","no migration background","East Germany","","","","","3"
"3 on scale 1-7 ","2014","direct migration background","East Germany","","","","","3"
"3 on scale 1-7 ","2014","no migration background","West Germany","","","","","3"
"4 on scale 1-7","2014","indirect migration background","East Germany","","","","","4"
"4 on scale 1-7","2014","direct migration background","West Germany","","","","","4"
"4 on scale 1-7","2014","indirect migration background","West Germany","","","","","4"
"4 on scale 1-7","2014","direct migration background","East Germany","","","","","4"
"4 on scale 1-7","2014","no migration background","East Germany","","","","","4"
"4 on scale 1-7","2014","no migration background","West Germany","","","","","4"
"5 on scale 1-7","2014","direct migration background","West Germany","","","","","5"
"5 on scale 1-7","2014","no migration background","East Germany","","","","","5"
"5 on scale 1-7","2014","no migration background","West Germany","","","","","5"
"5 on scale 1-7","2014","indirect migration background","East Germany","","","","","5"
"5 on scale 1-7","2014","direct migration background","East Germany","","","","","5"
"5 on scale 1-7","2014","indirect migration background","West Germany","","","","","5"
"6 on scale 1-7","2014","indirect migration background","East Germany","","","","","6"
"6 on scale 1-7","2014","no migration background","East Germany","","","","","6"
"6 on scale 1-7","2014","no migration background","West Germany","","","","","6"
"6 on scale 1-7","2014","indirect migration background","West Germany","","","","","6"
"6 on scale 1-7","2014","direct migration background","West Germany","","","","","6"
"6 on scale 1-7","2014","direct migration background","East Germany","","","","","6"
"7 Strongly agree","2014","indirect migration background","East Germany","","","","","7"
"7 Strongly agree","2014","no migration background","West Germany","","","","","7"
"7 Strongly agree","2014","no migration background","East Germany","","","","","7"
"7 Strongly agree","2014","direct migration background","West Germany","","","","","7"
"7 Strongly agree","2014","direct migration background","East Germany","","","","","7"
"7 Strongly agree","2014","indirect migration background","West Germany","","","","","7"
"1 Strongly disagree","2015","no migration background","East Germany","1104","0.220927534383124","0.20930184493976","0.232553223826489","1"
"1 Strongly disagree","2015","direct migration background","West Germany","1781","0.315817544212332","0.303358145272043","0.328276943152622","1"
"1 Strongly disagree","2015","direct migration background","East Germany","118","0.244222139449086","0.203376732761178","0.285067546136994","1"
"1 Strongly disagree","2015","indirect migration background","West Germany","405","0.236511365208179","0.215551700942546","0.257471029473813","1"
"1 Strongly disagree","2015","indirect migration background","East Germany","16","","","","1"
"1 Strongly disagree","2015","no migration background","West Germany","3597","0.244971455484612","0.237939774915768","0.252003136053456","1"
"2 on scale 1-7 ","2015","indirect migration background","East Germany","21","","","","2"
"2 on scale 1-7 ","2015","indirect migration background","West Germany","394","0.260703455506687","0.239049374458341","0.282357536555033","2"
"2 on scale 1-7 ","2015","direct migration background","West Germany","1224","0.221503560040626","0.210373137035584","0.232633983045668","2"
"2 on scale 1-7 ","2015","direct migration background","East Germany","84","0.199131857511297","0.161165012658236","0.237098702364359","2"
"2 on scale 1-7 ","2015","no migration background","East Germany","1257","0.244498003647378","0.232454292425271","0.256541714869486","2"
"2 on scale 1-7 ","2015","no migration background","West Germany","3824","0.251430185648787","0.244336947025005","0.258523424272569","2"
"3 on scale 1-7 ","2015","indirect migration background","East Germany","23","","","","3"
"3 on scale 1-7 ","2015","direct migration background","West Germany","719","0.14151498229076","0.132172536860873","0.150857427720647","3"
"3 on scale 1-7 ","2015","indirect migration background","West Germany","238","0.158744656123674","0.140719854187443","0.176769458059905","3"
"3 on scale 1-7 ","2015","no migration background","East Germany","867","0.18623526319111","0.175326255232603","0.197144271149617","3"
"3 on scale 1-7 ","2015","direct migration background","East Germany","65","0.172789843419885","0.13684631889659","0.208733367943181","3"
"3 on scale 1-7 ","2015","no migration background","West Germany","2339","0.166128628759772","0.160043195847104","0.172214061672439","3"
"4 on scale 1-7","2015","indirect migration background","East Germany","20","","","","4"
"4 on scale 1-7","2015","direct migration background","West Germany","702","0.14792819154545","0.138412144702307","0.157444238388594","4"
"4 on scale 1-7","2015","indirect migration background","West Germany","231","0.158835586006434","0.140806596893027","0.176864575119842","4"
"4 on scale 1-7","2015","no migration background","East Germany","760","0.140884288559117","0.131135245710928","0.150633331407307","4"
"4 on scale 1-7","2015","direct migration background","East Germany","66","0.141187531088746","0.108081968806883","0.174293093370609","4"
"4 on scale 1-7","2015","no migration background","West Germany","2221","0.161223003483135","0.155210484418922","0.167235522547348","4"
"5 on scale 1-7","2015","direct migration background","West Germany","382","0.0689216656710915","0.0621317560764097","0.0757115752657733","5"
"5 on scale 1-7","2015","no migration background","East Germany","424","0.0984331185872422","0.0900852719060191","0.106780965268465","5"
"5 on scale 1-7","2015","no migration background","West Germany","1206","0.0871996871108694","0.0825868824868614","0.0918124917348773","5"
"5 on scale 1-7","2015","indirect migration background","East Germany","12","","","","5"
"5 on scale 1-7","2015","indirect migration background","West Germany","112","0.0742313481352203","0.0613012465965184","0.0871614496739221","5"
"5 on scale 1-7","2015","direct migration background","East Germany","46","0.150557730842983","0.116558265285018","0.184557196400948","5"
"6 on scale 1-7","2015","indirect migration background","West Germany","93","0.055525264125529","0.0442299707559275","0.0668205574951304","6"
"6 on scale 1-7","2015","indirect migration background","East Germany","4","","","","6"
"6 on scale 1-7","2015","no migration background","East Germany","262","0.0595169745461553","0.0528871693029227","0.0661467797893879","6"
"6 on scale 1-7","2015","direct migration background","East Germany","26","","","","6"
"6 on scale 1-7","2015","direct migration background","West Germany","256","0.0503245232737755","0.0444648898789363","0.0561841566686147","6"
"6 on scale 1-7","2015","no migration background","West Germany","718","0.0545968944884315","0.0508822933333513","0.0583114956435117","6"
"7 Strongly agree","2015","indirect migration background","East Germany","9","","","","7"
"7 Strongly agree","2015","no migration background","West Germany","465","0.0344501450243929","0.0314681797226758","0.03743211032611","7"
"7 Strongly agree","2015","no migration background","East Germany","218","0.0495048170858727","0.0434262172076515","0.0555834169640939","7"
"7 Strongly agree","2015","direct migration background","West Germany","283","0.0539895329659642","0.0479320004351842","0.0600470654967442","7"
"7 Strongly agree","2015","direct migration background","East Germany","20","","","","7"
"7 Strongly agree","2015","indirect migration background","West Germany","106","0.055448324894276","0.0441604002222069","0.0667362495663452","7"
"1 Strongly disagree","2016","indirect migration background","West Germany","","","","","1"
"1 Strongly disagree","2016","no migration background","East Germany","","","","","1"
"1 Strongly disagree","2016","direct migration background","West Germany","2474","0.563664504054521","0.547416954983457","0.579912053125586","1"
"1 Strongly disagree","2016","direct migration background","East Germany","498","0.646584792391292","0.611907752296217","0.681261832486367","1"
"1 Strongly disagree","2016","indirect migration background","East Germany","","","","","1"
"1 Strongly disagree","2016","no migration background","West Germany","2","","","","1"
"2 on scale 1-7 ","2016","indirect migration background","East Germany","","","","","2"
"2 on scale 1-7 ","2016","indirect migration background","West Germany","5","","","","2"
"2 on scale 1-7 ","2016","direct migration background","West Germany","362","0.170329452787955","0.158013586816592","0.182645318759318","2"
"2 on scale 1-7 ","2016","direct migration background","East Germany","76","0.122351427524415","0.0985802055898616","0.146122649458968","2"
"2 on scale 1-7 ","2016","no migration background","East Germany","2","","","","2"
"2 on scale 1-7 ","2016","no migration background","West Germany","2","","","","2"
"3 on scale 1-7 ","2016","indirect migration background","East Germany","","","","","3"
"3 on scale 1-7 ","2016","indirect migration background","West Germany","3","","","","3"
"3 on scale 1-7 ","2016","direct migration background","West Germany","216","0.0666697754638927","0.0584973794539379","0.0748421714738475","3"
"3 on scale 1-7 ","2016","direct migration background","East Germany","38","0.0612964833708853","0.0438957054997177","0.0786972612420529","3"
"3 on scale 1-7 ","2016","no migration background","East Germany","","","","","3"
"3 on scale 1-7 ","2016","no migration background","West Germany","2","","","","3"
"4 on scale 1-7","2016","indirect migration background","East Germany","","","","","4"
"4 on scale 1-7","2016","indirect migration background","West Germany","1","","","","4"
"4 on scale 1-7","2016","direct migration background","West Germany","200","0.0709121309427851","0.062502907258944","0.0793213546266262","4"
"4 on scale 1-7","2016","no migration background","East Germany","","","","","4"
"4 on scale 1-7","2016","direct migration background","East Germany","36","0.0649082480872573","0.0470366364724198","0.0827798597020947","4"
"4 on scale 1-7","2016","no migration background","West Germany","1","","","","4"
"5 on scale 1-7","2016","no migration background","East Germany","1","","","","5"
"5 on scale 1-7","2016","direct migration background","West Germany","104","0.0469008068466166","0.0399741057087667","0.0538275079844666","5"
"5 on scale 1-7","2016","indirect migration background","East Germany","","","","","5"
"5 on scale 1-7","2016","no migration background","West Germany","1","","","","5"
"5 on scale 1-7","2016","indirect migration background","West Germany","3","","","","5"
"5 on scale 1-7","2016","direct migration background","East Germany","24","","","","5"
"6 on scale 1-7","2016","indirect migration background","East Germany","","","","","6"
"6 on scale 1-7","2016","direct migration background","West Germany","63","0.0316848018977885","0.0259462658504274","0.0374233379451496","6"
"6 on scale 1-7","2016","no migration background","East Germany","","","","","6"
"6 on scale 1-7","2016","indirect migration background","West Germany","5","","","","6"
"6 on scale 1-7","2016","no migration background","West Germany","","","","","6"
"6 on scale 1-7","2016","direct migration background","East Germany","10","","","","6"
"7 Strongly agree","2016","indirect migration background","East Germany","","","","","7"
"7 Strongly agree","2016","no migration background","West Germany","3","","","","7"
"7 Strongly agree","2016","no migration background","East Germany","","","","","7"
"7 Strongly agree","2016","direct migration background","West Germany","160","0.049838528006441","0.0427092007030678","0.0569678553098143","7"
"7 Strongly agree","2016","direct migration background","East Germany","48","0.0496382261445473","0.0338824693892561","0.0653939828998384","7"
"7 Strongly agree","2016","indirect migration background","West Germany","1","","","","7"
"1 Strongly disagree","2017","no migration background","East Germany","","","","","1"
"1 Strongly disagree","2017","direct migration background","West Germany","1832","0.691030786841847","0.673238954139802","0.708822619543893","1"
"1 Strongly disagree","2017","direct migration background","East Germany","185","0.674831609115613","0.618109899174987","0.731553319056239","1"
"1 Strongly disagree","2017","indirect migration background","West Germany","","","","","1"
"1 Strongly disagree","2017","indirect migration background","East Germany","","","","","1"
"1 Strongly disagree","2017","no migration background","West Germany","","","","","1"
"2 on scale 1-7 ","2017","indirect migration background","West Germany","","","","","2"
"2 on scale 1-7 ","2017","direct migration background","East Germany","24","","","","2"
"2 on scale 1-7 ","2017","indirect migration background","East Germany","","","","","2"
"2 on scale 1-7 ","2017","direct migration background","West Germany","245","0.0968003984243866","0.0854150893286957","0.108185707520077","2"
"2 on scale 1-7 ","2017","no migration background","East Germany","","","","","2"
"2 on scale 1-7 ","2017","no migration background","West Germany","","","","","2"
"3 on scale 1-7 ","2017","indirect migration background","West Germany","","","","","3"
"3 on scale 1-7 ","2017","indirect migration background","East Germany","","","","","3"
"3 on scale 1-7 ","2017","direct migration background","West Germany","134","0.0545913961237409","0.0458438496137048","0.063338942633777","3"
"3 on scale 1-7 ","2017","direct migration background","East Germany","8","","","","3"
"3 on scale 1-7 ","2017","no migration background","East Germany","","","","","3"
"3 on scale 1-7 ","2017","no migration background","West Germany","","","","","3"
"4 on scale 1-7","2017","direct migration background","West Germany","154","0.0571252349000949","0.0481889832504518","0.0660614865497381","4"
"4 on scale 1-7","2017","direct migration background","East Germany","21","","","","4"
"4 on scale 1-7","2017","no migration background","East Germany","","","","","4"
"4 on scale 1-7","2017","no migration background","West Germany","","","","","4"
"4 on scale 1-7","2017","indirect migration background","West Germany","","","","","4"
"4 on scale 1-7","2017","indirect migration background","East Germany","","","","","4"
"5 on scale 1-7","2017","no migration background","East Germany","","","","","5"
"5 on scale 1-7","2017","direct migration background","West Germany","58","0.0294638802099682","0.0229526176820368","0.0359751427378997","5"
"5 on scale 1-7","2017","indirect migration background","East Germany","","","","","5"
"5 on scale 1-7","2017","no migration background","West Germany","","","","","5"
"5 on scale 1-7","2017","indirect migration background","West Germany","","","","","5"
"5 on scale 1-7","2017","direct migration background","East Germany","6","","","","5"
"6 on scale 1-7","2017","direct migration background","West Germany","27","","","","6"
"6 on scale 1-7","2017","indirect migration background","West Germany","","","","","6"
"6 on scale 1-7","2017","indirect migration background","East Germany","","","","","6"
"6 on scale 1-7","2017","direct migration background","East Germany","2","","","","6"
"6 on scale 1-7","2017","no migration background","East Germany","","","","","6"
"6 on scale 1-7","2017","no migration background","West Germany","","","","","6"
"7 Strongly agree","2017","no migration background","West Germany","","","","","7"
"7 Strongly agree","2017","no migration background","East Germany","","","","","7"
"7 Strongly agree","2017","direct migration background","West Germany","141","0.0587549273777011","0.0496999391655754","0.0678099155898268","7"
"7 Strongly agree","2017","direct migration background","East Germany","16","","","","7"
"7 Strongly agree","2017","indirect migration background","West Germany","","","","","7"
"7 Strongly agree","2017","indirect migration background","East Germany","","","","","7"
"1 Strongly disagree","2018","indirect migration background","West Germany","","","","","1"
"1 Strongly disagree","2018","indirect migration background","East Germany","","","","","1"
"1 Strongly disagree","2018","no migration background","East Germany","","","","","1"
"1 Strongly disagree","2018","direct migration background","West Germany","218","0.637227259128439","0.588170437852218","0.686284080404661","1"
"1 Strongly disagree","2018","direct migration background","East Germany","31","0.671378635278495","0.539861691850605","0.802895578706385","1"
"1 Strongly disagree","2018","no migration background","West Germany","","","","","1"
"2 on scale 1-7 ","2018","indirect migration background","East Germany","","","","","2"
"2 on scale 1-7 ","2018","indirect migration background","West Germany","","","","","2"
"2 on scale 1-7 ","2018","direct migration background","West Germany","34","0.0751511427010413","0.0482520219568197","0.102050263445263","2"
"2 on scale 1-7 ","2018","no migration background","East Germany","","","","","2"
"2 on scale 1-7 ","2018","direct migration background","East Germany","4","","","","2"
"2 on scale 1-7 ","2018","no migration background","West Germany","","","","","2"
"3 on scale 1-7 ","2018","indirect migration background","West Germany","","","","","3"
"3 on scale 1-7 ","2018","indirect migration background","East Germany","","","","","3"
"3 on scale 1-7 ","2018","direct migration background","West Germany","25","","","","3"
"3 on scale 1-7 ","2018","direct migration background","East Germany","3","","","","3"
"3 on scale 1-7 ","2018","no migration background","East Germany","","","","","3"
"3 on scale 1-7 ","2018","no migration background","West Germany","","","","","3"
"4 on scale 1-7","2018","direct migration background","East Germany","3","","","","4"
"4 on scale 1-7","2018","direct migration background","West Germany","35","0.0590426080500908","0.0349932962170748","0.0830919198831069","4"
"4 on scale 1-7","2018","no migration background","East Germany","","","","","4"
"4 on scale 1-7","2018","no migration background","West Germany","","","","","4"
"4 on scale 1-7","2018","indirect migration background","East Germany","","","","","4"
"4 on scale 1-7","2018","indirect migration background","West Germany","","","","","4"
"5 on scale 1-7","2018","indirect migration background","East Germany","","","","","5"
"5 on scale 1-7","2018","indirect migration background","West Germany","","","","","5"
"5 on scale 1-7","2018","direct migration background","East Germany","3","","","","5"
"5 on scale 1-7","2018","direct migration background","West Germany","16","","","","5"
"5 on scale 1-7","2018","no migration background","East Germany","","","","","5"
"5 on scale 1-7","2018","no migration background","West Germany","","","","","5"
"6 on scale 1-7","2018","no migration background","East Germany","","","","","6"
"6 on scale 1-7","2018","indirect migration background","West Germany","","","","","6"
"6 on scale 1-7","2018","no migration background","West Germany","","","","","6"
"6 on scale 1-7","2018","direct migration background","West Germany","4","","","","6"
"6 on scale 1-7","2018","direct migration background","East Germany","","","","","6"
"6 on scale 1-7","2018","indirect migration background","East Germany","","","","","6"
"7 Strongly agree","2018","indirect migration background","East Germany","","","","","7"
"7 Strongly agree","2018","no migration background","West Germany","","","","","7"
"7 Strongly agree","2018","no migration background","East Germany","","","","","7"
"7 Strongly agree","2018","direct migration background","West Germany","37","0.115506435657489","0.0828938421143878","0.14811902920059","7"
"7 Strongly agree","2018","direct migration background","East Germany","5","","","","7"
"7 Strongly agree","2018","indirect migration background","West Germany","","","","","7"
"1 Strongly disagree","2019","indirect migration background","West Germany","","","","","1"
"1 Strongly disagree","2019","indirect migration background","East Germany","","","","","1"
"1 Strongly disagree","2019","direct migration background","West Germany","125","0.550605197372246","0.489189131049152","0.61202126369534","1"
"1 Strongly disagree","2019","direct migration background","East Germany","12","","","","1"
"1 Strongly disagree","2019","no migration background","East Germany","","","","","1"
"1 Strongly disagree","2019","no migration background","West Germany","","","","","1"
"2 on scale 1-7 ","2019","indirect migration background","West Germany","","","","","2"
"2 on scale 1-7 ","2019","direct migration background","West Germany","37","0.0978834563881945","0.0611946322951419","0.134572280481247","2"
"2 on scale 1-7 ","2019","indirect migration background","East Germany","","","","","2"
"2 on scale 1-7 ","2019","no migration background","East Germany","","","","","2"
"2 on scale 1-7 ","2019","direct migration background","East Germany","3","","","","2"
"2 on scale 1-7 ","2019","no migration background","West Germany","","","","","2"
"3 on scale 1-7 ","2019","direct migration background","East Germany","3","","","","3"
"3 on scale 1-7 ","2019","indirect migration background","West Germany","","","","","3"
"3 on scale 1-7 ","2019","indirect migration background","East Germany","","","","","3"
"3 on scale 1-7 ","2019","no migration background","East Germany","","","","","3"
"3 on scale 1-7 ","2019","direct migration background","West Germany","26","","","","3"
"3 on scale 1-7 ","2019","no migration background","West Germany","","","","","3"
"4 on scale 1-7","2019","direct migration background","West Germany","26","","","","4"
"4 on scale 1-7","2019","indirect migration background","East Germany","","","","","4"
"4 on scale 1-7","2019","no migration background","East Germany","","","","","4"
"4 on scale 1-7","2019","direct migration background","East Germany","3","","","","4"
"4 on scale 1-7","2019","indirect migration background","West Germany","","","","","4"
"4 on scale 1-7","2019","no migration background","West Germany","","","","","4"
"5 on scale 1-7","2019","no migration background","West Germany","","","","","5"
"5 on scale 1-7","2019","indirect migration background","West Germany","","","","","5"
"5 on scale 1-7","2019","direct migration background","East Germany","2","","","","5"
"5 on scale 1-7","2019","direct migration background","West Germany","10","","","","5"
"5 on scale 1-7","2019","indirect migration background","East Germany","","","","","5"
"5 on scale 1-7","2019","no migration background","East Germany","","","","","5"
"6 on scale 1-7","2019","no migration background","East Germany","","","","","6"
"6 on scale 1-7","2019","direct migration background","West Germany","8","","","","6"
"6 on scale 1-7","2019","indirect migration background","West Germany","","","","","6"
"6 on scale 1-7","2019","no migration background","West Germany","","","","","6"
"6 on scale 1-7","2019","indirect migration background","East Germany","","","","","6"
"6 on scale 1-7","2019","direct migration background","East Germany","","","","","6"
"7 Strongly agree","2019","no migration background","West Germany","","","","","7"
"7 Strongly agree","2019","no migration background","East Germany","","","","","7"
"7 Strongly agree","2019","direct migration background","West Germany","20","","","","7"
"7 Strongly agree","2019","direct migration background","East Germany","","","","","7"
"7 Strongly agree","2019","indirect migration background","West Germany","","","","","7"
"7 Strongly agree","2019","indirect migration background","East Germany","","","","","7"
