"plh0206i05","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2018","Employed","East Germany","","","",""
"7 Strongly agree","2018","Not Employed","West Germany","37","0.115506435657489","0.0828938421143878","0.14811902920059"
"7 Strongly agree","2018","Not Employed","East Germany","5","","",""
"7 Strongly agree","2018","Employed","West Germany","","","",""
"7 Strongly agree","2018","Employed","East Germany","","","",""
"1 Strongly disagree","2019","Not Employed","West Germany","125","0.550605197372246","0.489189131049152","0.61202126369534"
"1 Strongly disagree","2019","Not Employed","East Germany","12","","",""
"1 Strongly disagree","2019","Employed","West Germany","","","",""
"1 Strongly disagree","2019","Employed","East Germany","","","",""
"2 on scale 1-7 ","2019","Not Employed","West Germany","37","0.0978834563881945","0.0611946322951419","0.134572280481247"
"2 on scale 1-7 ","2019","Not Employed","East Germany","3","","",""
"2 on scale 1-7 ","2019","Employed","West Germany","","","",""
"2 on scale 1-7 ","2019","Employed","East Germany","","","",""
"3 on scale 1-7 ","2019","Not Employed","West Germany","26","","",""
"3 on scale 1-7 ","2019","Not Employed","East Germany","3","","",""
"3 on scale 1-7 ","2019","Employed","West Germany","","","",""
"3 on scale 1-7 ","2019","Employed","East Germany","","","",""
"4 on scale 1-7","2019","Not Employed","West Germany","26","","",""
"4 on scale 1-7","2019","Not Employed","East Germany","3","","",""
"4 on scale 1-7","2019","Employed","West Germany","","","",""
"4 on scale 1-7","2019","Employed","East Germany","","","",""
"5 on scale 1-7","2019","Not Employed","West Germany","10","","",""
"5 on scale 1-7","2019","Not Employed","East Germany","2","","",""
"5 on scale 1-7","2019","Employed","West Germany","","","",""
"5 on scale 1-7","2019","Employed","East Germany","","","",""
"6 on scale 1-7","2019","Not Employed","West Germany","8","","",""
"6 on scale 1-7","2019","Not Employed","East Germany","","","",""
"6 on scale 1-7","2019","Employed","West Germany","","","",""
"6 on scale 1-7","2019","Employed","East Germany","","","",""
"7 Strongly agree","2019","Not Employed","West Germany","20","","",""
"7 Strongly agree","2019","Not Employed","East Germany","","","",""
"7 Strongly agree","2019","Employed","West Germany","","","",""
"7 Strongly agree","2019","Employed","East Germany","","","",""
