"plh0206i05","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2009","Not Employed","middle vocational","","","",""
"2 on scale 1-7 ","2009","Not Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2009","Not Employed","higher vocational","","","",""
"2 on scale 1-7 ","2009","Not Employed","higher education","","","",""
"2 on scale 1-7 ","2009","Employed","in school","","","",""
"2 on scale 1-7 ","2009","Employed","inadequately","","","",""
"2 on scale 1-7 ","2009","Employed","general elemantary","","","",""
"2 on scale 1-7 ","2009","Employed","middle vocational","","","",""
"2 on scale 1-7 ","2009","Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2009","Employed","higher vocational","","","",""
"2 on scale 1-7 ","2009","Employed","higher education","","","",""
"3 on scale 1-7 ","2009","Not Employed","in school","","","",""
"3 on scale 1-7 ","2009","Not Employed","inadequately","","","",""
"3 on scale 1-7 ","2009","Not Employed","general elemantary","","","",""
"3 on scale 1-7 ","2009","Not Employed","middle vocational","","","",""
"3 on scale 1-7 ","2009","Not Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2009","Not Employed","higher vocational","","","",""
"3 on scale 1-7 ","2009","Not Employed","higher education","","","",""
"3 on scale 1-7 ","2009","Employed","in school","","","",""
"3 on scale 1-7 ","2009","Employed","inadequately","","","",""
"3 on scale 1-7 ","2009","Employed","general elemantary","","","",""
"3 on scale 1-7 ","2009","Employed","middle vocational","","","",""
"3 on scale 1-7 ","2009","Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2009","Employed","higher vocational","","","",""
"3 on scale 1-7 ","2009","Employed","higher education","","","",""
"4 on scale 1-7","2009","Not Employed","in school","","","",""
"4 on scale 1-7","2009","Not Employed","inadequately","","","",""
"4 on scale 1-7","2009","Not Employed","general elemantary","","","",""
"4 on scale 1-7","2009","Not Employed","middle vocational","","","",""
"4 on scale 1-7","2009","Not Employed","vocational + Abi","","","",""
"4 on scale 1-7","2009","Not Employed","higher vocational","","","",""
"4 on scale 1-7","2009","Not Employed","higher education","","","",""
"4 on scale 1-7","2009","Employed","in school","","","",""
"4 on scale 1-7","2009","Employed","inadequately","","","",""
"4 on scale 1-7","2009","Employed","general elemantary","","","",""
"4 on scale 1-7","2009","Employed","middle vocational","","","",""
"4 on scale 1-7","2009","Employed","vocational + Abi","","","",""
"4 on scale 1-7","2009","Employed","higher vocational","","","",""
"4 on scale 1-7","2009","Employed","higher education","","","",""
"5 on scale 1-7","2009","Not Employed","in school","","","",""
"5 on scale 1-7","2009","Not Employed","inadequately","","","",""
"5 on scale 1-7","2009","Not Employed","general elemantary","","","",""
"5 on scale 1-7","2009","Not Employed","middle vocational","","","",""
"5 on scale 1-7","2009","Not Employed","vocational + Abi","","","",""
"5 on scale 1-7","2009","Not Employed","higher vocational","","","",""
"5 on scale 1-7","2009","Not Employed","higher education","","","",""
"5 on scale 1-7","2009","Employed","in school","","","",""
"5 on scale 1-7","2009","Employed","inadequately","","","",""
"5 on scale 1-7","2009","Employed","general elemantary","","","",""
"5 on scale 1-7","2009","Employed","middle vocational","","","",""
"5 on scale 1-7","2009","Employed","vocational + Abi","","","",""
"5 on scale 1-7","2009","Employed","higher vocational","","","",""
"5 on scale 1-7","2009","Employed","higher education","","","",""
"6 on scale 1-7","2009","Not Employed","in school","","","",""
"6 on scale 1-7","2009","Not Employed","inadequately","","","",""
"6 on scale 1-7","2009","Not Employed","general elemantary","","","",""
"6 on scale 1-7","2009","Not Employed","middle vocational","","","",""
"6 on scale 1-7","2009","Not Employed","vocational + Abi","","","",""
"6 on scale 1-7","2009","Not Employed","higher vocational","","","",""
"6 on scale 1-7","2009","Not Employed","higher education","","","",""
"6 on scale 1-7","2009","Employed","in school","","","",""
"6 on scale 1-7","2009","Employed","inadequately","","","",""
"6 on scale 1-7","2009","Employed","general elemantary","","","",""
"6 on scale 1-7","2009","Employed","middle vocational","","","",""
"6 on scale 1-7","2009","Employed","vocational + Abi","","","",""
"6 on scale 1-7","2009","Employed","higher vocational","","","",""
"6 on scale 1-7","2009","Employed","higher education","","","",""
"7 Strongly agree","2009","Not Employed","in school","","","",""
"7 Strongly agree","2009","Not Employed","inadequately","","","",""
"7 Strongly agree","2009","Not Employed","general elemantary","","","",""
"7 Strongly agree","2009","Not Employed","middle vocational","","","",""
"7 Strongly agree","2009","Not Employed","vocational + Abi","","","",""
"7 Strongly agree","2009","Not Employed","higher vocational","","","",""
"7 Strongly agree","2009","Not Employed","higher education","","","",""
"7 Strongly agree","2009","Employed","in school","","","",""
"7 Strongly agree","2009","Employed","inadequately","","","",""
"7 Strongly agree","2009","Employed","general elemantary","","","",""
"7 Strongly agree","2009","Employed","middle vocational","","","",""
"7 Strongly agree","2009","Employed","vocational + Abi","","","",""
"7 Strongly agree","2009","Employed","higher vocational","","","",""
"7 Strongly agree","2009","Employed","higher education","","","",""
"1 Strongly disagree","2010","Not Employed","in school","28","","",""
"1 Strongly disagree","2010","Not Employed","inadequately","21","","",""
"1 Strongly disagree","2010","Not Employed","general elemantary","199","0.241667003393242","0.214300278941086","0.269033727845398"
"1 Strongly disagree","2010","Not Employed","middle vocational","749","0.238227132337297","0.223626133168089","0.252828131506504"
"1 Strongly disagree","2010","Not Employed","vocational + Abi","51","0.287820490387432","0.228264260815406","0.347376719959458"
"1 Strongly disagree","2010","Not Employed","higher vocational","106","0.272539504393939","0.229012928638583","0.316066080149295"
"1 Strongly disagree","2010","Not Employed","higher education","275","0.273071089598425","0.246474708770774","0.299667470426076"
"1 Strongly disagree","2010","Employed","in school","4","","",""
"1 Strongly disagree","2010","Employed","inadequately","9","","",""
"1 Strongly disagree","2010","Employed","general elemantary","107","0.164175180217409","0.136353335805142","0.191997024629675"
"1 Strongly disagree","2010","Employed","middle vocational","826","0.165400828221657","0.155142331441228","0.175659325002086"
"1 Strongly disagree","2010","Employed","vocational + Abi","124","0.183777556607921","0.155467929525969","0.212087183689873"
"1 Strongly disagree","2010","Employed","higher vocational","142","0.160649778445966","0.136021683123481","0.185277873768451"
"1 Strongly disagree","2010","Employed","higher education","577","0.199637690647609","0.184703267261329","0.21457211403389"
"2 on scale 1-7 ","2010","Not Employed","in school","36","0.201253366667618","0.147282889477631","0.255223843857604"
"2 on scale 1-7 ","2010","Not Employed","inadequately","21","","",""
"2 on scale 1-7 ","2010","Not Employed","general elemantary","174","0.163490893606698","0.139849869568266","0.187131917645129"
"2 on scale 1-7 ","2010","Not Employed","middle vocational","674","0.194616244485832","0.181046702428963","0.208185786542701"
"2 on scale 1-7 ","2010","Not Employed","vocational + Abi","58","0.219554031891175","0.165102044797223","0.274006018985127"
"2 on scale 1-7 ","2010","Not Employed","higher vocational","95","0.238135942104109","0.196498285255401","0.279773598952817"
"2 on scale 1-7 ","2010","Not Employed","higher education","279","0.257731124829801","0.231621371418584","0.283840878241018"
"2 on scale 1-7 ","2010","Employed","in school","12","","",""
"2 on scale 1-7 ","2010","Employed","inadequately","6","","",""
"2 on scale 1-7 ","2010","Employed","general elemantary","128","0.187061418958518","0.157773027886872","0.216349810030164"
"2 on scale 1-7 ","2010","Employed","middle vocational","1029","0.195844141881023","0.18488689821471","0.206801385547336"
"2 on scale 1-7 ","2010","Employed","vocational + Abi","195","0.254318942715844","0.222487995977374","0.286149889454313"
"2 on scale 1-7 ","2010","Employed","higher vocational","208","0.246673793927185","0.217762189033133","0.275585398821236"
"2 on scale 1-7 ","2010","Employed","higher education","798","0.260553358507917","0.244154046284815","0.276952670731019"
"3 on scale 1-7 ","2010","Not Employed","in school","39","0.185650235089452","0.133310273452964","0.23799019672594"
"3 on scale 1-7 ","2010","Not Employed","inadequately","7","","",""
"3 on scale 1-7 ","2010","Not Employed","general elemantary","160","0.18083623312294","0.156231862664329","0.205440603581552"
"3 on scale 1-7 ","2010","Not Employed","middle vocational","558","0.169607827585061","0.156744930828329","0.182470724341793"
"3 on scale 1-7 ","2010","Not Employed","vocational + Abi","35","0.146776986015747","0.100225680288532","0.193328291742961"
"3 on scale 1-7 ","2010","Not Employed","higher vocational","79","0.207812968839737","0.168149996961282","0.247475940718193"
"3 on scale 1-7 ","2010","Not Employed","higher education","190","0.166971938743627","0.144708601186109","0.189235276301144"
"3 on scale 1-7 ","2010","Employed","in school","12","","",""
"3 on scale 1-7 ","2010","Employed","inadequately","10","","",""
"3 on scale 1-7 ","2010","Employed","general elemantary","118","0.155661361019782","0.128432888493676","0.182889833545887"
"3 on scale 1-7 ","2010","Employed","middle vocational","938","0.192012439240955","0.181137097031986","0.202887781449924"
"3 on scale 1-7 ","2010","Employed","vocational + Abi","154","0.199678830649115","0.170458723073387","0.228898938224844"
"3 on scale 1-7 ","2010","Employed","higher vocational","182","0.185765034292104","0.159680924719827","0.211849143864381"
"3 on scale 1-7 ","2010","Employed","higher education","558","0.225702485340362","0.210083745910493","0.241321224770231"
"4 on scale 1-7","2010","Not Employed","in school","47","0.202789704510289","0.148665744921005","0.256913664099572"
"4 on scale 1-7","2010","Not Employed","inadequately","13","","",""
"4 on scale 1-7","2010","Not Employed","general elemantary","174","0.150463043497097","0.127607569974107","0.173318517020087"
"4 on scale 1-7","2010","Not Employed","middle vocational","613","0.18987141075937","0.176428881742629","0.20331393977611"
"4 on scale 1-7","2010","Not Employed","vocational + Abi","34","0.137193104685149","0.0919351889439327","0.182451020426366"
"4 on scale 1-7","2010","Not Employed","higher vocational","50","0.116205866311556","0.0848784449784044","0.147533287644707"
"4 on scale 1-7","2010","Not Employed","higher education","172","0.145801601431986","0.124734769326622","0.16686843353735"
"4 on scale 1-7","2010","Employed","in school","12","","",""
"4 on scale 1-7","2010","Employed","inadequately","4","","",""
"4 on scale 1-7","2010","Employed","general elemantary","137","0.191812085623673","0.162240902908892","0.221383268338455"
"4 on scale 1-7","2010","Employed","middle vocational","991","0.185173343131471","0.17444833179886","0.195898354464082"
"4 on scale 1-7","2010","Employed","vocational + Abi","120","0.146787489639407","0.120919851630346","0.172655127648467"
"4 on scale 1-7","2010","Employed","higher vocational","164","0.171794689253533","0.146496290811697","0.19709308769537"
"4 on scale 1-7","2010","Employed","higher education","450","0.169650197951506","0.155627499180222","0.183672896722791"
"5 on scale 1-7","2010","Not Employed","in school","32","0.141149745452321","0.0942814742223733","0.188018016682269"
"5 on scale 1-7","2010","Not Employed","inadequately","9","","",""
"5 on scale 1-7","2010","Not Employed","general elemantary","100","0.110897023926116","0.0908236607598122","0.130970387092419"
"5 on scale 1-7","2010","Not Employed","middle vocational","315","0.0936532493481956","0.0836674501024634","0.103639048593928"
"5 on scale 1-7","2010","Not Employed","vocational + Abi","26","","",""
"5 on scale 1-7","2010","Not Employed","higher vocational","40","0.0809768402517304","0.0543095611901939","0.107644119313267"
"5 on scale 1-7","2010","Not Employed","higher education","93","0.085171311909602","0.0685082324004924","0.101834391418712"
"5 on scale 1-7","2010","Employed","in school","9","","",""
"5 on scale 1-7","2010","Employed","inadequately","8","","",""
"5 on scale 1-7","2010","Employed","general elemantary","84","0.135713657219825","0.109991041048233","0.161436273391417"
"5 on scale 1-7","2010","Employed","middle vocational","621","0.122513546743683","0.11346063725114","0.131566456236226"
"5 on scale 1-7","2010","Employed","vocational + Abi","62","0.111586407967751","0.0885721545058692","0.134600661429633"
"5 on scale 1-7","2010","Employed","higher vocational","83","0.12938422660763","0.10687435134535","0.151894101869911"
"5 on scale 1-7","2010","Employed","higher education","228","0.0906064668336511","0.0798819087716616","0.101331024895641"
"6 on scale 1-7","2010","Not Employed","in school","14","","",""
"6 on scale 1-7","2010","Not Employed","inadequately","6","","",""
"6 on scale 1-7","2010","Not Employed","general elemantary","63","0.064998608940661","0.0492391129582073","0.0807581049231147"
"6 on scale 1-7","2010","Not Employed","middle vocational","185","0.0527286372263299","0.0450685327616893","0.0603887416909706"
"6 on scale 1-7","2010","Not Employed","vocational + Abi","11","","",""
"6 on scale 1-7","2010","Not Employed","higher vocational","15","","",""
"6 on scale 1-7","2010","Not Employed","higher education","53","0.0627736700187404","0.0482942985154669","0.0772530415220139"
"6 on scale 1-7","2010","Employed","in school","6","","",""
"6 on scale 1-7","2010","Employed","inadequately","4","","",""
"6 on scale 1-7","2010","Employed","general elemantary","54","0.0856846556695372","0.0646626539573184","0.106706657381756"
"6 on scale 1-7","2010","Employed","middle vocational","373","0.0827648674424821","0.0751574146814588","0.0903723202035054"
"6 on scale 1-7","2010","Employed","vocational + Abi","42","0.0709015967833178","0.0521411787803201","0.0896620147863155"
"6 on scale 1-7","2010","Employed","higher vocational","42","0.0575431497920023","0.0419243841402547","0.0731619154437498"
"6 on scale 1-7","2010","Employed","higher education","96","0.0363057893163994","0.0293173299752051","0.0432942486575936"
"7 Strongly agree","2010","Not Employed","in school","16","","",""
"7 Strongly agree","2010","Not Employed","inadequately","11","","",""
"7 Strongly agree","2010","Not Employed","general elemantary","70","0.0876471935132465","0.0695698513799689","0.105724535646524"
"7 Strongly agree","2010","Not Employed","middle vocational","176","0.0612954982579148","0.0530739624085687","0.0695170341072609"
"7 Strongly agree","2010","Not Employed","vocational + Abi","7","","",""
"7 Strongly agree","2010","Not Employed","higher vocational","17","","",""
"7 Strongly agree","2010","Not Employed","higher education","16","","",""
"7 Strongly agree","2010","Employed","in school","2","","",""
"7 Strongly agree","2010","Employed","inadequately","7","","",""
"7 Strongly agree","2010","Employed","general elemantary","53","0.0798916412912563","0.0595285037450766","0.100254778837436"
"7 Strongly agree","2010","Employed","middle vocational","261","0.0562908333387291","0.0499270726769211","0.062654594000537"
"7 Strongly agree","2010","Employed","vocational + Abi","22","","",""
"7 Strongly agree","2010","Employed","higher vocational","33","0.0481893276815789","0.0338255103207937","0.0625531450423641"
"7 Strongly agree","2010","Employed","higher education","45","0.0175440114025547","0.0126389451378498","0.0224490776672597"
"1 Strongly disagree","2011","Not Employed","in school","","","",""
"1 Strongly disagree","2011","Not Employed","inadequately","","","",""
"1 Strongly disagree","2011","Not Employed","general elemantary","","","",""
"1 Strongly disagree","2011","Not Employed","middle vocational","","","",""
"1 Strongly disagree","2011","Not Employed","vocational + Abi","","","",""
"1 Strongly disagree","2011","Not Employed","higher vocational","","","",""
"1 Strongly disagree","2011","Not Employed","higher education","","","",""
"1 Strongly disagree","2011","Employed","in school","","","",""
"1 Strongly disagree","2011","Employed","inadequately","","","",""
"1 Strongly disagree","2011","Employed","general elemantary","","","",""
"1 Strongly disagree","2011","Employed","middle vocational","","","",""
"1 Strongly disagree","2011","Employed","vocational + Abi","","","",""
"1 Strongly disagree","2011","Employed","higher vocational","","","",""
"1 Strongly disagree","2011","Employed","higher education","","","",""
"2 on scale 1-7 ","2011","Not Employed","in school","","","",""
"2 on scale 1-7 ","2011","Not Employed","inadequately","","","",""
"2 on scale 1-7 ","2011","Not Employed","general elemantary","","","",""
"2 on scale 1-7 ","2011","Not Employed","middle vocational","","","",""
"2 on scale 1-7 ","2011","Not Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2011","Not Employed","higher vocational","","","",""
"2 on scale 1-7 ","2011","Not Employed","higher education","","","",""
"2 on scale 1-7 ","2011","Employed","in school","","","",""
"2 on scale 1-7 ","2011","Employed","inadequately","","","",""
"2 on scale 1-7 ","2011","Employed","general elemantary","","","",""
"2 on scale 1-7 ","2011","Employed","middle vocational","","","",""
"2 on scale 1-7 ","2011","Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2011","Employed","higher vocational","","","",""
"2 on scale 1-7 ","2011","Employed","higher education","","","",""
"3 on scale 1-7 ","2011","Not Employed","in school","","","",""
"3 on scale 1-7 ","2011","Not Employed","inadequately","","","",""
"3 on scale 1-7 ","2011","Not Employed","general elemantary","","","",""
"3 on scale 1-7 ","2011","Not Employed","middle vocational","","","",""
"3 on scale 1-7 ","2011","Not Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2011","Not Employed","higher vocational","","","",""
"3 on scale 1-7 ","2011","Not Employed","higher education","","","",""
"3 on scale 1-7 ","2011","Employed","in school","","","",""
"3 on scale 1-7 ","2011","Employed","inadequately","","","",""
"3 on scale 1-7 ","2011","Employed","general elemantary","","","",""
"3 on scale 1-7 ","2011","Employed","middle vocational","","","",""
"3 on scale 1-7 ","2011","Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2011","Employed","higher vocational","","","",""
"3 on scale 1-7 ","2011","Employed","higher education","","","",""
"4 on scale 1-7","2011","Not Employed","in school","","","",""
"4 on scale 1-7","2011","Not Employed","inadequately","","","",""
"4 on scale 1-7","2011","Not Employed","general elemantary","","","",""
"4 on scale 1-7","2011","Not Employed","middle vocational","","","",""
"4 on scale 1-7","2011","Not Employed","vocational + Abi","","","",""
"4 on scale 1-7","2011","Not Employed","higher vocational","","","",""
"4 on scale 1-7","2011","Not Employed","higher education","","","",""
"4 on scale 1-7","2011","Employed","in school","","","",""
"4 on scale 1-7","2011","Employed","inadequately","","","",""
"4 on scale 1-7","2011","Employed","general elemantary","","","",""
"4 on scale 1-7","2011","Employed","middle vocational","","","",""
"4 on scale 1-7","2011","Employed","vocational + Abi","","","",""
"4 on scale 1-7","2011","Employed","higher vocational","","","",""
"4 on scale 1-7","2011","Employed","higher education","","","",""
"5 on scale 1-7","2011","Not Employed","in school","","","",""
"5 on scale 1-7","2011","Not Employed","inadequately","","","",""
"5 on scale 1-7","2011","Not Employed","general elemantary","","","",""
"5 on scale 1-7","2011","Not Employed","middle vocational","","","",""
"5 on scale 1-7","2011","Not Employed","vocational + Abi","","","",""
"5 on scale 1-7","2011","Not Employed","higher vocational","","","",""
"5 on scale 1-7","2011","Not Employed","higher education","","","",""
"5 on scale 1-7","2011","Employed","in school","","","",""
"5 on scale 1-7","2011","Employed","inadequately","","","",""
"5 on scale 1-7","2011","Employed","general elemantary","","","",""
"5 on scale 1-7","2011","Employed","middle vocational","","","",""
"5 on scale 1-7","2011","Employed","vocational + Abi","","","",""
"5 on scale 1-7","2011","Employed","higher vocational","","","",""
"5 on scale 1-7","2011","Employed","higher education","","","",""
"6 on scale 1-7","2011","Not Employed","in school","","","",""
"6 on scale 1-7","2011","Not Employed","inadequately","","","",""
"6 on scale 1-7","2011","Not Employed","general elemantary","","","",""
"6 on scale 1-7","2011","Not Employed","middle vocational","","","",""
"6 on scale 1-7","2011","Not Employed","vocational + Abi","","","",""
"6 on scale 1-7","2011","Not Employed","higher vocational","","","",""
"6 on scale 1-7","2011","Not Employed","higher education","","","",""
"6 on scale 1-7","2011","Employed","in school","","","",""
"6 on scale 1-7","2011","Employed","inadequately","","","",""
"6 on scale 1-7","2011","Employed","general elemantary","","","",""
"6 on scale 1-7","2011","Employed","middle vocational","","","",""
"6 on scale 1-7","2011","Employed","vocational + Abi","","","",""
"6 on scale 1-7","2011","Employed","higher vocational","","","",""
"6 on scale 1-7","2011","Employed","higher education","","","",""
"7 Strongly agree","2011","Not Employed","in school","","","",""
"7 Strongly agree","2011","Not Employed","inadequately","","","",""
"7 Strongly agree","2011","Not Employed","general elemantary","","","",""
"7 Strongly agree","2011","Not Employed","middle vocational","","","",""
"7 Strongly agree","2011","Not Employed","vocational + Abi","","","",""
"7 Strongly agree","2011","Not Employed","higher vocational","","","",""
"7 Strongly agree","2011","Not Employed","higher education","","","",""
"7 Strongly agree","2011","Employed","in school","","","",""
"7 Strongly agree","2011","Employed","inadequately","","","",""
"7 Strongly agree","2011","Employed","general elemantary","","","",""
"7 Strongly agree","2011","Employed","middle vocational","","","",""
"7 Strongly agree","2011","Employed","vocational + Abi","","","",""
"7 Strongly agree","2011","Employed","higher vocational","","","",""
"7 Strongly agree","2011","Employed","higher education","","","",""
"1 Strongly disagree","2012","Not Employed","in school","","","",""
"1 Strongly disagree","2012","Not Employed","inadequately","","","",""
"1 Strongly disagree","2012","Not Employed","general elemantary","","","",""
"1 Strongly disagree","2012","Not Employed","middle vocational","","","",""
"1 Strongly disagree","2012","Not Employed","vocational + Abi","","","",""
"1 Strongly disagree","2012","Not Employed","higher vocational","","","",""
"1 Strongly disagree","2012","Not Employed","higher education","","","",""
"1 Strongly disagree","2012","Employed","in school","","","",""
"1 Strongly disagree","2012","Employed","inadequately","","","",""
"1 Strongly disagree","2012","Employed","general elemantary","","","",""
"1 Strongly disagree","2012","Employed","middle vocational","","","",""
"1 Strongly disagree","2012","Employed","vocational + Abi","","","",""
"1 Strongly disagree","2012","Employed","higher vocational","","","",""
"1 Strongly disagree","2012","Employed","higher education","","","",""
"2 on scale 1-7 ","2012","Not Employed","in school","","","",""
"2 on scale 1-7 ","2012","Not Employed","inadequately","","","",""
"2 on scale 1-7 ","2012","Not Employed","general elemantary","","","",""
"2 on scale 1-7 ","2012","Not Employed","middle vocational","","","",""
"2 on scale 1-7 ","2012","Not Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2012","Not Employed","higher vocational","","","",""
"2 on scale 1-7 ","2012","Not Employed","higher education","","","",""
"2 on scale 1-7 ","2012","Employed","in school","","","",""
"2 on scale 1-7 ","2012","Employed","inadequately","","","",""
"2 on scale 1-7 ","2012","Employed","general elemantary","","","",""
"2 on scale 1-7 ","2012","Employed","middle vocational","","","",""
"2 on scale 1-7 ","2012","Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2012","Employed","higher vocational","","","",""
"2 on scale 1-7 ","2012","Employed","higher education","","","",""
"3 on scale 1-7 ","2012","Not Employed","in school","","","",""
"3 on scale 1-7 ","2012","Not Employed","inadequately","","","",""
"3 on scale 1-7 ","2012","Not Employed","general elemantary","","","",""
"3 on scale 1-7 ","2012","Not Employed","middle vocational","","","",""
"3 on scale 1-7 ","2012","Not Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2012","Not Employed","higher vocational","","","",""
"3 on scale 1-7 ","2012","Not Employed","higher education","","","",""
"3 on scale 1-7 ","2012","Employed","in school","","","",""
"3 on scale 1-7 ","2012","Employed","inadequately","","","",""
"3 on scale 1-7 ","2012","Employed","general elemantary","","","",""
"3 on scale 1-7 ","2012","Employed","middle vocational","","","",""
"3 on scale 1-7 ","2012","Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2012","Employed","higher vocational","","","",""
"3 on scale 1-7 ","2012","Employed","higher education","","","",""
"4 on scale 1-7","2012","Not Employed","in school","","","",""
"4 on scale 1-7","2012","Not Employed","inadequately","","","",""
"4 on scale 1-7","2012","Not Employed","general elemantary","","","",""
"4 on scale 1-7","2012","Not Employed","middle vocational","","","",""
"4 on scale 1-7","2012","Not Employed","vocational + Abi","","","",""
"4 on scale 1-7","2012","Not Employed","higher vocational","","","",""
"4 on scale 1-7","2012","Not Employed","higher education","","","",""
"4 on scale 1-7","2012","Employed","in school","","","",""
"4 on scale 1-7","2012","Employed","inadequately","","","",""
"4 on scale 1-7","2012","Employed","general elemantary","","","",""
"4 on scale 1-7","2012","Employed","middle vocational","","","",""
"4 on scale 1-7","2012","Employed","vocational + Abi","","","",""
"4 on scale 1-7","2012","Employed","higher vocational","","","",""
"4 on scale 1-7","2012","Employed","higher education","","","",""
"5 on scale 1-7","2012","Not Employed","in school","","","",""
"5 on scale 1-7","2012","Not Employed","inadequately","","","",""
"5 on scale 1-7","2012","Not Employed","general elemantary","","","",""
"5 on scale 1-7","2012","Not Employed","middle vocational","","","",""
"5 on scale 1-7","2012","Not Employed","vocational + Abi","","","",""
"5 on scale 1-7","2012","Not Employed","higher vocational","","","",""
"5 on scale 1-7","2012","Not Employed","higher education","","","",""
"5 on scale 1-7","2012","Employed","in school","","","",""
"5 on scale 1-7","2012","Employed","inadequately","","","",""
"5 on scale 1-7","2012","Employed","general elemantary","","","",""
"5 on scale 1-7","2012","Employed","middle vocational","","","",""
"5 on scale 1-7","2012","Employed","vocational + Abi","","","",""
"5 on scale 1-7","2012","Employed","higher vocational","","","",""
"5 on scale 1-7","2012","Employed","higher education","","","",""
"6 on scale 1-7","2012","Not Employed","in school","","","",""
"6 on scale 1-7","2012","Not Employed","inadequately","","","",""
"6 on scale 1-7","2012","Not Employed","general elemantary","","","",""
"6 on scale 1-7","2012","Not Employed","middle vocational","","","",""
"6 on scale 1-7","2012","Not Employed","vocational + Abi","","","",""
"6 on scale 1-7","2012","Not Employed","higher vocational","","","",""
"6 on scale 1-7","2012","Not Employed","higher education","","","",""
"6 on scale 1-7","2012","Employed","in school","","","",""
"6 on scale 1-7","2012","Employed","inadequately","","","",""
"6 on scale 1-7","2012","Employed","general elemantary","","","",""
"6 on scale 1-7","2012","Employed","middle vocational","","","",""
"6 on scale 1-7","2012","Employed","vocational + Abi","","","",""
"6 on scale 1-7","2012","Employed","higher vocational","","","",""
"6 on scale 1-7","2012","Employed","higher education","","","",""
"7 Strongly agree","2012","Not Employed","in school","","","",""
"7 Strongly agree","2012","Not Employed","inadequately","","","",""
"7 Strongly agree","2012","Not Employed","general elemantary","","","",""
"7 Strongly agree","2012","Not Employed","middle vocational","","","",""
"7 Strongly agree","2012","Not Employed","vocational + Abi","","","",""
"7 Strongly agree","2012","Not Employed","higher vocational","","","",""
"7 Strongly agree","2012","Not Employed","higher education","","","",""
"7 Strongly agree","2012","Employed","in school","","","",""
"7 Strongly agree","2012","Employed","inadequately","","","",""
"7 Strongly agree","2012","Employed","general elemantary","","","",""
"7 Strongly agree","2012","Employed","middle vocational","","","",""
"7 Strongly agree","2012","Employed","vocational + Abi","","","",""
"7 Strongly agree","2012","Employed","higher vocational","","","",""
"7 Strongly agree","2012","Employed","higher education","","","",""
"1 Strongly disagree","2013","Not Employed","in school","","","",""
"1 Strongly disagree","2013","Not Employed","inadequately","","","",""
"1 Strongly disagree","2013","Not Employed","general elemantary","","","",""
"1 Strongly disagree","2013","Not Employed","middle vocational","","","",""
"1 Strongly disagree","2013","Not Employed","vocational + Abi","","","",""
"1 Strongly disagree","2013","Not Employed","higher vocational","","","",""
"1 Strongly disagree","2013","Not Employed","higher education","","","",""
"1 Strongly disagree","2013","Employed","in school","","","",""
"1 Strongly disagree","2013","Employed","inadequately","","","",""
"1 Strongly disagree","2013","Employed","general elemantary","","","",""
"1 Strongly disagree","2013","Employed","middle vocational","","","",""
"1 Strongly disagree","2013","Employed","vocational + Abi","","","",""
"1 Strongly disagree","2013","Employed","higher vocational","","","",""
"1 Strongly disagree","2013","Employed","higher education","","","",""
"2 on scale 1-7 ","2013","Not Employed","in school","","","",""
"2 on scale 1-7 ","2013","Not Employed","inadequately","","","",""
"2 on scale 1-7 ","2013","Not Employed","general elemantary","","","",""
"2 on scale 1-7 ","2013","Not Employed","middle vocational","","","",""
"2 on scale 1-7 ","2013","Not Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2013","Not Employed","higher vocational","","","",""
"2 on scale 1-7 ","2013","Not Employed","higher education","","","",""
"2 on scale 1-7 ","2013","Employed","in school","","","",""
"2 on scale 1-7 ","2013","Employed","inadequately","","","",""
"2 on scale 1-7 ","2013","Employed","general elemantary","","","",""
"2 on scale 1-7 ","2013","Employed","middle vocational","","","",""
"2 on scale 1-7 ","2013","Employed","vocational + Abi","","","",""
"2 on scale 1-7 ","2013","Employed","higher vocational","","","",""
"2 on scale 1-7 ","2013","Employed","higher education","","","",""
"3 on scale 1-7 ","2013","Not Employed","in school","","","",""
"3 on scale 1-7 ","2013","Not Employed","inadequately","","","",""
"3 on scale 1-7 ","2013","Not Employed","general elemantary","","","",""
"3 on scale 1-7 ","2013","Not Employed","middle vocational","","","",""
"3 on scale 1-7 ","2013","Not Employed","vocational + Abi","","","",""
"3 on scale 1-7 ","2013","Not Employed","higher vocational","","","",""
"3 on scale 1-7 ","2013","Not Employed","higher education","","","",""
"3 on scale 1-7 ","2013","Employed","in school","","","",""
"3 on scale 1-7 ","2013","Employed","inadequately","","","",""
"3 on scale 1-7 ","2013","Employed","general elemantary","","","",""
"3 on scale 1-7 ","2013","Employed","middle vocational","","","",""
