"plh0206i05","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"6 on scale 1-7","2008","Not Employed","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2008","Employed","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2008","Not Employed","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2008","Employed","1-pers.-HH","","","","","6"
"7 Strongly agree","2008","Not Employed","1-pers.-HH","","","","","7"
"7 Strongly agree","2008","Not Employed","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2008","Not Employed","Single parent ","","","","","7"
"7 Strongly agree","2008","Not Employed","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2008","Not Employed","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2008","Not Employed","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2008","Employed","1-pers.-HH","","","","","7"
"7 Strongly agree","2008","Employed","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2008","Employed","Single parent ","","","","","7"
"7 Strongly agree","2008","Employed","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2008","Employed","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2008","Employed","Couple + C. LE and GT 16","","","","","7"
"1 Strongly disagree","2009","Not Employed","Single parent ","","","","","1"
"1 Strongly disagree","2009","Not Employed","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2009","Not Employed","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2009","Not Employed","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2009","Employed","1-pers.-HH","","","","","1"
"1 Strongly disagree","2009","Employed","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2009","Employed","Single parent ","","","","","1"
"1 Strongly disagree","2009","Not Employed","1-pers.-HH","","","","","1"
"1 Strongly disagree","2009","Not Employed","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2009","Employed","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2009","Employed","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2009","Employed","Couple + C. LE and GT 16","","","","","1"
"2 on scale 1-7 ","2009","Not Employed","Single parent ","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2009","Employed","Single parent ","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2009","Employed","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2009","Employed","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2009","Employed","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2009","Employed","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2009","Employed","Couple + C. LE and GT 16","","","","","2"
"3 on scale 1-7 ","2009","Not Employed","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","Single parent ","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2009","Employed","Single parent ","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2009","Employed","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2009","Employed","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2009","Employed","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2009","Employed","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2009","Employed","Couple + C. LE and GT 16","","","","","3"
"4 on scale 1-7","2009","Not Employed","1-pers.-HH","","","","","4"
"4 on scale 1-7","2009","Not Employed","Single parent ","","","","","4"
"4 on scale 1-7","2009","Not Employed","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2009","Not Employed","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2009","Not Employed","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2009","Employed","1-pers.-HH","","","","","4"
"4 on scale 1-7","2009","Employed","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2009","Employed","Single parent ","","","","","4"
"4 on scale 1-7","2009","Employed","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2009","Not Employed","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2009","Employed","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2009","Employed","Couple + C. LE and GT 16","","","","","4"
"5 on scale 1-7","2009","Not Employed","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2009","Not Employed","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2009","Not Employed","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2009","Employed","1-pers.-HH","","","","","5"
"5 on scale 1-7","2009","Employed","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2009","Not Employed","1-pers.-HH","","","","","5"
"5 on scale 1-7","2009","Not Employed","Single parent ","","","","","5"
"5 on scale 1-7","2009","Not Employed","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2009","Employed","Single parent ","","","","","5"
"5 on scale 1-7","2009","Employed","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2009","Employed","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2009","Employed","Couple + C. LE and GT 16","","","","","5"
"6 on scale 1-7","2009","Not Employed","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2009","Not Employed","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2009","Not Employed","Single parent ","","","","","6"
"6 on scale 1-7","2009","Not Employed","1-pers.-HH","","","","","6"
"6 on scale 1-7","2009","Employed","Single parent ","","","","","6"
"6 on scale 1-7","2009","Employed","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2009","Not Employed","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2009","Not Employed","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2009","Employed","1-pers.-HH","","","","","6"
"6 on scale 1-7","2009","Employed","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2009","Employed","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2009","Employed","Couple + C. LE and GT 16","","","","","6"
"7 Strongly agree","2009","Not Employed","1-pers.-HH","","","","","7"
"7 Strongly agree","2009","Not Employed","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2009","Not Employed","Single parent ","","","","","7"
"7 Strongly agree","2009","Not Employed","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2009","Not Employed","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2009","Not Employed","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2009","Employed","1-pers.-HH","","","","","7"
"7 Strongly agree","2009","Employed","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2009","Employed","Single parent ","","","","","7"
"7 Strongly agree","2009","Employed","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2009","Employed","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2009","Employed","Couple + C. LE and GT 16","","","","","7"
"1 Strongly disagree","2010","Not Employed","1-pers.-HH","400","0.29918457199305","0.275051732454371","0.323317411531729","1"
"1 Strongly disagree","2010","Not Employed","(Married) couple without C. ","740","0.235116241034606","0.220351494153551","0.249880987915661","1"
"1 Strongly disagree","2010","Not Employed","Single parent ","42","0.150233251128448","0.106968885034359","0.193497617222537","1"
"1 Strongly disagree","2010","Not Employed","Couple + C. LE 16 ","64","0.193752343693759","0.153802794452931","0.233701892934587","1"
"1 Strongly disagree","2010","Not Employed","Couple + C. GT 16 ","124","0.186962100479837","0.158640709080509","0.215283491879164","1"
"1 Strongly disagree","2010","Not Employed","Couple + C. LE and GT 16","50","0.175335221766747","0.129978723724495","0.220691719808998","1"
"1 Strongly disagree","2010","Employed","1-pers.-HH","280","0.204573798409881","0.183111159548864","0.226036437270897","1"
"1 Strongly disagree","2010","Employed","(Married) couple without C. ","608","0.185528247316712","0.171933937694442","0.199122556938982","1"
"1 Strongly disagree","2010","Employed","Single parent ","137","0.206400862214667","0.174620384952094","0.238181339477239","1"
"1 Strongly disagree","2010","Employed","Couple + C. LE 16 ","319","0.165272360209753","0.149648415585915","0.180896304833591","1"
"1 Strongly disagree","2010","Employed","Couple + C. GT 16 ","303","0.122636944595493","0.108594174548739","0.136679714642248","1"
"1 Strongly disagree","2010","Employed","Couple + C. LE and GT 16","137","0.159122072461311","0.133335712924989","0.184908431997633","1"
"2 on scale 1-7 ","2010","Not Employed","1-pers.-HH","287","0.203160242747816","0.181955067804487","0.224365417691146","2"
"2 on scale 1-7 ","2010","Not Employed","(Married) couple without C. ","697","0.202966717908024","0.188963185064284","0.216970250751764","2"
"2 on scale 1-7 ","2010","Not Employed","Couple + C. LE 16 ","102","0.272941949668187","0.22791486208845","0.317969037247924","2"
"2 on scale 1-7 ","2010","Not Employed","Single parent ","50","0.207635317323392","0.158520717112251","0.256749917534533","2"
"2 on scale 1-7 ","2010","Employed","Couple + C. GT 16 ","482","0.213437269314096","0.195896272804062","0.23097826582413","2"
"2 on scale 1-7 ","2010","Employed","Couple + C. LE and GT 16","188","0.246115831509635","0.215750331897817","0.276481331121452","2"
"2 on scale 1-7 ","2010","Not Employed","Couple + C. GT 16 ","134","0.170087800129598","0.142795819280978","0.197379780978218","2"
"2 on scale 1-7 ","2010","Not Employed","Couple + C. LE and GT 16","57","0.179754959274603","0.133953590606457","0.22555632794275","2"
"2 on scale 1-7 ","2010","Employed","1-pers.-HH","316","0.222007575257793","0.199895487560971","0.244119662954614","2"
"2 on scale 1-7 ","2010","Employed","(Married) couple without C. ","757","0.215893932696103","0.201505226369357","0.23028263902285","2"
"2 on scale 1-7 ","2010","Employed","Single parent ","143","0.212487276366835","0.180365517155274","0.244609035578396","2"
"2 on scale 1-7 ","2010","Employed","Couple + C. LE 16 ","498","0.223161067750002","0.205646763654174","0.240675371845831","2"
"3 on scale 1-7 ","2010","Not Employed","1-pers.-HH","235","0.167850235791784","0.148153297422339","0.187547174161228","3"
"3 on scale 1-7 ","2010","Not Employed","(Married) couple without C. ","560","0.176089752906586","0.162828212722726","0.189351293090446","3"
"3 on scale 1-7 ","2010","Not Employed","Couple + C. LE 16 ","60","0.134818347716619","0.100297431073226","0.169339264360012","3"
"3 on scale 1-7 ","2010","Not Employed","Single parent ","49","0.173077257257724","0.127268351722385","0.218886162793064","3"
"3 on scale 1-7 ","2010","Not Employed","Couple + C. GT 16 ","116","0.166372366824151","0.139319764402585","0.193424969245717","3"
"3 on scale 1-7 ","2010","Employed","Single parent ","100","0.172574320266677","0.142901648595764","0.202246991937591","3"
"3 on scale 1-7 ","2010","Employed","Couple + C. LE and GT 16","155","0.182135933195164","0.154927926516165","0.209343939874163","3"
"3 on scale 1-7 ","2010","Employed","(Married) couple without C. ","622","0.207980670356336","0.193787039693819","0.222174301018853","3"
"3 on scale 1-7 ","2010","Not Employed","Couple + C. LE and GT 16","45","0.170971572970279","0.126064693870641","0.215878452069916","3"
"3 on scale 1-7 ","2010","Employed","1-pers.-HH","249","0.1869714906009","0.166227192260963","0.207715788940837","3"
"3 on scale 1-7 ","2010","Employed","Couple + C. LE 16 ","429","0.172224512258611","0.156341899694938","0.188107124822284","3"
"3 on scale 1-7 ","2010","Employed","Couple + C. GT 16 ","417","0.21180205456458","0.194310227079863","0.229293882049297","3"
"4 on scale 1-7","2010","Not Employed","1-pers.-HH","210","0.148931926806232","0.130168461244865","0.1676953923676","4"
"4 on scale 1-7","2010","Not Employed","Single parent ","51","0.140709001489685","0.0986045012227817","0.182813501756589","4"
"4 on scale 1-7","2010","Not Employed","Couple + C. LE and GT 16","54","0.237957643983656","0.187164441626619","0.288750846340692","4"
"4 on scale 1-7","2010","Employed","1-pers.-HH","239","0.16695732176334","0.147114906802535","0.186799736724144","4"
"4 on scale 1-7","2010","Employed","(Married) couple without C. ","559","0.175533699372131","0.162229742445661","0.1888376562986","4"
"4 on scale 1-7","2010","Employed","Single parent ","122","0.185607547463457","0.155078113387113","0.216136981539801","4"
"4 on scale 1-7","2010","Employed","Couple + C. LE 16 ","418","0.17676974243036","0.160723150591012","0.192816334269708","4"
"4 on scale 1-7","2010","Not Employed","(Married) couple without C. ","559","0.171680775623756","0.158551321342176","0.184810229905337","4"
"4 on scale 1-7","2010","Not Employed","Couple + C. LE 16 ","57","0.15179453469729","0.115525769540419","0.18806329985416","4"
"4 on scale 1-7","2010","Not Employed","Couple + C. GT 16 ","155","0.211777776708034","0.182098936103959","0.24145661731211","4"
"4 on scale 1-7","2010","Employed","Couple + C. GT 16 ","405","0.188850011444315","0.172094351306389","0.205605671582241","4"
"4 on scale 1-7","2010","Employed","Couple + C. LE and GT 16","135","0.183734145523016","0.156433740140009","0.211034550906023","4"
"5 on scale 1-7","2010","Not Employed","1-pers.-HH","118","0.0856360751932994","0.0708883539558733","0.100383796430726","5"
"5 on scale 1-7","2010","Not Employed","(Married) couple without C. ","302","0.101263923871509","0.0907605110567111","0.111767336686306","5"
"5 on scale 1-7","2010","Employed","1-pers.-HH","146","0.123412238102445","0.105912361636252","0.140912114568638","5"
"5 on scale 1-7","2010","Employed","(Married) couple without C. ","292","0.102541621724339","0.0919326969044797","0.113150546544198","5"
"5 on scale 1-7","2010","Not Employed","Single parent ","30","0.104411264355671","0.0673836753925681","0.141438853318773","5"
"5 on scale 1-7","2010","Not Employed","Couple + C. LE 16 ","44","0.12841669086517","0.0946009148458721","0.162232466884468","5"
"5 on scale 1-7","2010","Not Employed","Couple + C. GT 16 ","96","0.124758878605692","0.100754968617915","0.14876278859347","5"
"5 on scale 1-7","2010","Not Employed","Couple + C. LE and GT 16","30","0.121996124243568","0.0829581348054834","0.161034113681653","5"
"5 on scale 1-7","2010","Employed","Single parent ","66","0.109073107865797","0.0845946561034487","0.133551559628146","5"
"5 on scale 1-7","2010","Employed","Couple + C. LE 16 ","251","0.122646197305137","0.108847674225618","0.136444720384657","5"
"5 on scale 1-7","2010","Employed","Couple + C. GT 16 ","253","0.127940059179346","0.1136402943888","0.142239823969892","5"
"5 on scale 1-7","2010","Employed","Couple + C. LE and GT 16","88","0.126636470788695","0.103192278782637","0.150080662794753","5"
"6 on scale 1-7","2010","Not Employed","Single parent ","16","","","","6"
"6 on scale 1-7","2010","Not Employed","Couple + C. LE 16 ","27","","","","6"
"6 on scale 1-7","2010","Not Employed","Couple + C. GT 16 ","58","0.0674714866441585","0.0492504282068676","0.0856925450814493","6"
"6 on scale 1-7","2010","Not Employed","1-pers.-HH","66","0.0444479701796514","0.0335864619149883","0.0553094784443145","6"
"6 on scale 1-7","2010","Not Employed","Couple + C. LE and GT 16","18","","","","6"
"6 on scale 1-7","2010","Employed","Single parent ","33","0.0778183446985259","0.0567828223247438","0.0988538670723079","6"
"6 on scale 1-7","2010","Not Employed","(Married) couple without C. ","171","0.0591031111792823","0.0508927330503216","0.067313489308243","6"
"6 on scale 1-7","2010","Employed","1-pers.-HH","73","0.0532138153380496","0.0412712858481539","0.0651563448279453","6"
"6 on scale 1-7","2010","Employed","(Married) couple without C. ","179","0.0679548426888113","0.0591536241335438","0.0767560612440789","6"
"6 on scale 1-7","2010","Employed","Couple + C. LE 16 ","137","0.075636067918024","0.0645135235576937","0.0867586122783543","6"
"6 on scale 1-7","2010","Employed","Couple + C. LE and GT 16","54","0.0832461443202241","0.0637716235001179","0.10272066514033","6"
"6 on scale 1-7","2010","Employed","Couple + C. GT 16 ","150","0.0821736264648263","0.0704165607649477","0.0939306921647049","6"
"7 Strongly agree","2010","Not Employed","1-pers.-HH","67","0.0507889772881672","0.0392171186078254","0.0623608359685089","7"
"7 Strongly agree","2010","Not Employed","(Married) couple without C. ","140","0.0537794774762367","0.0459254676159442","0.0616334873365292","7"
"7 Strongly agree","2010","Not Employed","Single parent ","24","","","","7"
"7 Strongly agree","2010","Not Employed","Couple + C. LE 16 ","22","","","","7"
"7 Strongly agree","2010","Not Employed","Couple + C. GT 16 ","45","0.0725695906085289","0.0537244056689539","0.091414775548104","7"
"7 Strongly agree","2010","Not Employed","Couple + C. LE and GT 16","16","","","","7"
"7 Strongly agree","2010","Employed","1-pers.-HH","54","0.0428637605275932","0.0320869516187033","0.0536405694364832","7"
"7 Strongly agree","2010","Employed","(Married) couple without C. ","124","0.0445669858455681","0.0373505812203189","0.0517833904708173","7"
"7 Strongly agree","2010","Employed","Single parent ","22","","","","7"
"7 Strongly agree","2010","Employed","Couple + C. LE 16 ","119","0.0642900521281122","0.0539728796354825","0.074607224620742","7"
"7 Strongly agree","2010","Employed","Couple + C. GT 16 ","86","0.0531600344373436","0.0435553440620449","0.0627647248126422","7"
"7 Strongly agree","2010","Employed","Couple + C. LE and GT 16","16","","","","7"
"1 Strongly disagree","2011","Not Employed","1-pers.-HH","","","","","1"
"1 Strongly disagree","2011","Not Employed","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2011","Not Employed","Single parent ","","","","","1"
"1 Strongly disagree","2011","Not Employed","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2011","Not Employed","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2011","Not Employed","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2011","Employed","1-pers.-HH","","","","","1"
"1 Strongly disagree","2011","Employed","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2011","Employed","Single parent ","","","","","1"
"1 Strongly disagree","2011","Employed","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2011","Employed","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2011","Employed","Couple + C. LE and GT 16","","","","","1"
"2 on scale 1-7 ","2011","Not Employed","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2011","Employed","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","Single parent ","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2011","Employed","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2011","Employed","Single parent ","","","","","2"
"2 on scale 1-7 ","2011","Employed","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2011","Employed","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2011","Employed","Couple + C. LE and GT 16","","","","","2"
"3 on scale 1-7 ","2011","Not Employed","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","Single parent ","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2011","Employed","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2011","Employed","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2011","Employed","Single parent ","","","","","3"
"3 on scale 1-7 ","2011","Employed","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2011","Employed","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2011","Employed","Couple + C. LE and GT 16","","","","","3"
"4 on scale 1-7","2011","Not Employed","1-pers.-HH","","","","","4"
"4 on scale 1-7","2011","Employed","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2011","Not Employed","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2011","Not Employed","Single parent ","","","","","4"
"4 on scale 1-7","2011","Not Employed","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2011","Not Employed","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2011","Not Employed","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2011","Employed","1-pers.-HH","","","","","4"
"4 on scale 1-7","2011","Employed","Single parent ","","","","","4"
"4 on scale 1-7","2011","Employed","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2011","Employed","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2011","Employed","Couple + C. LE and GT 16","","","","","4"
"5 on scale 1-7","2011","Not Employed","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2011","Not Employed","Single parent ","","","","","5"
"5 on scale 1-7","2011","Not Employed","1-pers.-HH","","","","","5"
"5 on scale 1-7","2011","Not Employed","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2011","Employed","1-pers.-HH","","","","","5"
"5 on scale 1-7","2011","Not Employed","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2011","Not Employed","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2011","Employed","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2011","Employed","Single parent ","","","","","5"
"5 on scale 1-7","2011","Employed","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2011","Employed","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2011","Employed","Couple + C. LE and GT 16","","","","","5"
"6 on scale 1-7","2011","Not Employed","1-pers.-HH","","","","","6"
"6 on scale 1-7","2011","Not Employed","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2011","Not Employed","Single parent ","","","","","6"
"6 on scale 1-7","2011","Not Employed","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2011","Not Employed","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2011","Employed","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2011","Employed","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2011","Not Employed","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2011","Employed","1-pers.-HH","","","","","6"
"6 on scale 1-7","2011","Employed","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2011","Employed","Single parent ","","","","","6"
"6 on scale 1-7","2011","Employed","Couple + C. LE 16 ","","","","","6"
"7 Strongly agree","2011","Not Employed","1-pers.-HH","","","","","7"
"7 Strongly agree","2011","Not Employed","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2011","Employed","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2011","Employed","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2011","Not Employed","Single parent ","","","","","7"
"7 Strongly agree","2011","Not Employed","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2011","Not Employed","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2011","Not Employed","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2011","Employed","1-pers.-HH","","","","","7"
"7 Strongly agree","2011","Employed","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2011","Employed","Single parent ","","","","","7"
"7 Strongly agree","2011","Employed","Couple + C. LE 16 ","","","","","7"
"1 Strongly disagree","2012","Not Employed","1-pers.-HH","","","","","1"
"1 Strongly disagree","2012","Not Employed","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2012","Not Employed","Single parent ","","","","","1"
"1 Strongly disagree","2012","Not Employed","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2012","Not Employed","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2012","Not Employed","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2012","Employed","1-pers.-HH","","","","","1"
"1 Strongly disagree","2012","Employed","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2012","Employed","Single parent ","","","","","1"
"1 Strongly disagree","2012","Employed","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2012","Employed","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2012","Employed","Couple + C. LE and GT 16","","","","","1"
"2 on scale 1-7 ","2012","Not Employed","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2012","Not Employed","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2012","Not Employed","Single parent ","","","","","2"
"2 on scale 1-7 ","2012","Not Employed","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2012","Not Employed","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2012","Not Employed","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2012","Employed","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2012","Employed","Single parent ","","","","","2"
"2 on scale 1-7 ","2012","Employed","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2012","Employed","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2012","Employed","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2012","Employed","Couple + C. LE and GT 16","","","","","2"
"3 on scale 1-7 ","2012","Not Employed","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","Single parent ","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2012","Employed","Single parent ","","","","","3"
"3 on scale 1-7 ","2012","Employed","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2012","Employed","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2012","Employed","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2012","Employed","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2012","Employed","Couple + C. LE and GT 16","","","","","3"
"4 on scale 1-7","2012","Not Employed","1-pers.-HH","","","","","4"
"4 on scale 1-7","2012","Not Employed","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2012","Not Employed","Single parent ","","","","","4"
"4 on scale 1-7","2012","Not Employed","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2012","Not Employed","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2012","Not Employed","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2012","Employed","1-pers.-HH","","","","","4"
"4 on scale 1-7","2012","Employed","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2012","Employed","Single parent ","","","","","4"
"4 on scale 1-7","2012","Employed","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2012","Employed","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2012","Employed","Couple + C. LE and GT 16","","","","","4"
"5 on scale 1-7","2012","Not Employed","1-pers.-HH","","","","","5"
"5 on scale 1-7","2012","Not Employed","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2012","Not Employed","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2012","Employed","1-pers.-HH","","","","","5"
"5 on scale 1-7","2012","Employed","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2012","Not Employed","Single parent ","","","","","5"
"5 on scale 1-7","2012","Not Employed","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2012","Not Employed","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2012","Employed","Single parent ","","","","","5"
"5 on scale 1-7","2012","Employed","Couple + C. LE 16 ","","","","","5"
