"plh0206i05","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"4 on scale 1-7","2007","Not Working","middle vocational","","","","","4"
"4 on scale 1-7","2007","Not Working","vocational + Abi","","","","","4"
"4 on scale 1-7","2007","Not Working","higher vocational","","","","","4"
"4 on scale 1-7","2007","Not Working","higher education","","","","","4"
"4 on scale 1-7","2007","Part Time","in school","","","","","4"
"4 on scale 1-7","2007","Part Time","inadequately","","","","","4"
"4 on scale 1-7","2007","Part Time","general elemantary","","","","","4"
"4 on scale 1-7","2007","Part Time","middle vocational","","","","","4"
"4 on scale 1-7","2007","Part Time","vocational + Abi","","","","","4"
"4 on scale 1-7","2007","Full Time","in school","","","","","4"
"4 on scale 1-7","2007","Full Time","inadequately","","","","","4"
"4 on scale 1-7","2007","Full Time","general elemantary","","","","","4"
"4 on scale 1-7","2007","Full Time","middle vocational","","","","","4"
"4 on scale 1-7","2007","Full Time","vocational + Abi","","","","","4"
"4 on scale 1-7","2007","Full Time","higher vocational","","","","","4"
"4 on scale 1-7","2007","Full Time","higher education","","","","","4"
"5 on scale 1-7","2007","Not Working","in school","","","","","5"
"5 on scale 1-7","2007","Not Working","inadequately","","","","","5"
"5 on scale 1-7","2007","Not Working","general elemantary","","","","","5"
"5 on scale 1-7","2007","Not Working","vocational + Abi","","","","","5"
"5 on scale 1-7","2007","Not Working","higher vocational","","","","","5"
"5 on scale 1-7","2007","Not Working","middle vocational","","","","","5"
"5 on scale 1-7","2007","Part Time","general elemantary","","","","","5"
"5 on scale 1-7","2007","Part Time","middle vocational","","","","","5"
"5 on scale 1-7","2007","Part Time","in school","","","","","5"
"5 on scale 1-7","2007","Part Time","inadequately","","","","","5"
"5 on scale 1-7","2007","Part Time","vocational + Abi","","","","","5"
"5 on scale 1-7","2007","Part Time","higher vocational","","","","","5"
"5 on scale 1-7","2007","Part Time","higher education","","","","","5"
"5 on scale 1-7","2007","Not Working","higher education","","","","","5"
"5 on scale 1-7","2007","Full Time","general elemantary","","","","","5"
"5 on scale 1-7","2007","Full Time","middle vocational","","","","","5"
"5 on scale 1-7","2007","Full Time","vocational + Abi","","","","","5"
"5 on scale 1-7","2007","Full Time","higher vocational","","","","","5"
"5 on scale 1-7","2007","Full Time","higher education","","","","","5"
"5 on scale 1-7","2007","Full Time","inadequately","","","","","5"
"5 on scale 1-7","2007","Full Time","in school","","","","","5"
"6 on scale 1-7","2007","Not Working","general elemantary","","","","","6"
"6 on scale 1-7","2007","Not Working","inadequately","","","","","6"
"6 on scale 1-7","2007","Not Working","in school","","","","","6"
"6 on scale 1-7","2007","Part Time","higher education","","","","","6"
"6 on scale 1-7","2007","Not Working","middle vocational","","","","","6"
"6 on scale 1-7","2007","Not Working","higher education","","","","","6"
"6 on scale 1-7","2007","Part Time","general elemantary","","","","","6"
"6 on scale 1-7","2007","Part Time","middle vocational","","","","","6"
"6 on scale 1-7","2007","Part Time","vocational + Abi","","","","","6"
"6 on scale 1-7","2007","Part Time","higher vocational","","","","","6"
"6 on scale 1-7","2007","Not Working","vocational + Abi","","","","","6"
"6 on scale 1-7","2007","Not Working","higher vocational","","","","","6"
"6 on scale 1-7","2007","Full Time","general elemantary","","","","","6"
"6 on scale 1-7","2007","Full Time","middle vocational","","","","","6"
"6 on scale 1-7","2007","Full Time","vocational + Abi","","","","","6"
"6 on scale 1-7","2007","Part Time","in school","","","","","6"
"6 on scale 1-7","2007","Part Time","inadequately","","","","","6"
"6 on scale 1-7","2007","Full Time","in school","","","","","6"
"6 on scale 1-7","2007","Full Time","inadequately","","","","","6"
"6 on scale 1-7","2007","Full Time","higher vocational","","","","","6"
"6 on scale 1-7","2007","Full Time","higher education","","","","","6"
"7 Strongly agree","2007","Not Working","higher education","","","","","7"
"7 Strongly agree","2007","Not Working","in school","","","","","7"
"7 Strongly agree","2007","Part Time","in school","","","","","7"
"7 Strongly agree","2007","Part Time","inadequately","","","","","7"
"7 Strongly agree","2007","Part Time","general elemantary","","","","","7"
"7 Strongly agree","2007","Part Time","middle vocational","","","","","7"
"7 Strongly agree","2007","Not Working","inadequately","","","","","7"
"7 Strongly agree","2007","Not Working","general elemantary","","","","","7"
"7 Strongly agree","2007","Not Working","middle vocational","","","","","7"
"7 Strongly agree","2007","Not Working","vocational + Abi","","","","","7"
"7 Strongly agree","2007","Not Working","higher vocational","","","","","7"
"7 Strongly agree","2007","Full Time","in school","","","","","7"
"7 Strongly agree","2007","Full Time","inadequately","","","","","7"
"7 Strongly agree","2007","Full Time","general elemantary","","","","","7"
"7 Strongly agree","2007","Full Time","middle vocational","","","","","7"
"7 Strongly agree","2007","Full Time","vocational + Abi","","","","","7"
"7 Strongly agree","2007","Full Time","higher vocational","","","","","7"
"7 Strongly agree","2007","Full Time","higher education","","","","","7"
"7 Strongly agree","2007","Part Time","vocational + Abi","","","","","7"
"7 Strongly agree","2007","Part Time","higher vocational","","","","","7"
"7 Strongly agree","2007","Part Time","higher education","","","","","7"
"1 Strongly disagree","2008","Full Time","in school","","","","","1"
"1 Strongly disagree","2008","Full Time","inadequately","","","","","1"
"1 Strongly disagree","2008","Full Time","general elemantary","","","","","1"
"1 Strongly disagree","2008","Full Time","middle vocational","","","","","1"
"1 Strongly disagree","2008","Full Time","vocational + Abi","","","","","1"
"1 Strongly disagree","2008","Full Time","higher vocational","","","","","1"
"1 Strongly disagree","2008","Full Time","higher education","","","","","1"
"1 Strongly disagree","2008","Part Time","in school","","","","","1"
"1 Strongly disagree","2008","Part Time","inadequately","","","","","1"
"1 Strongly disagree","2008","Part Time","general elemantary","","","","","1"
"1 Strongly disagree","2008","Part Time","middle vocational","","","","","1"
"1 Strongly disagree","2008","Part Time","vocational + Abi","","","","","1"
"1 Strongly disagree","2008","Part Time","higher vocational","","","","","1"
"1 Strongly disagree","2008","Part Time","higher education","","","","","1"
"1 Strongly disagree","2008","Not Working","in school","","","","","1"
"1 Strongly disagree","2008","Not Working","inadequately","","","","","1"
"1 Strongly disagree","2008","Not Working","general elemantary","","","","","1"
"1 Strongly disagree","2008","Not Working","middle vocational","","","","","1"
"1 Strongly disagree","2008","Not Working","vocational + Abi","","","","","1"
"1 Strongly disagree","2008","Not Working","higher vocational","","","","","1"
"1 Strongly disagree","2008","Not Working","higher education","","","","","1"
"2 on scale 1-7 ","2008","Part Time","general elemantary","","","","","2"
"2 on scale 1-7 ","2008","Part Time","middle vocational","","","","","2"
"2 on scale 1-7 ","2008","Part Time","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2008","Not Working","inadequately","","","","","2"
"2 on scale 1-7 ","2008","Not Working","general elemantary","","","","","2"
"2 on scale 1-7 ","2008","Not Working","middle vocational","","","","","2"
"2 on scale 1-7 ","2008","Not Working","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2008","Not Working","higher vocational","","","","","2"
"2 on scale 1-7 ","2008","Not Working","higher education","","","","","2"
"2 on scale 1-7 ","2008","Not Working","in school","","","","","2"
"2 on scale 1-7 ","2008","Full Time","general elemantary","","","","","2"
"2 on scale 1-7 ","2008","Part Time","in school","","","","","2"
"2 on scale 1-7 ","2008","Part Time","inadequately","","","","","2"
"2 on scale 1-7 ","2008","Part Time","higher vocational","","","","","2"
"2 on scale 1-7 ","2008","Part Time","higher education","","","","","2"
"2 on scale 1-7 ","2008","Full Time","in school","","","","","2"
"2 on scale 1-7 ","2008","Full Time","inadequately","","","","","2"
"2 on scale 1-7 ","2008","Full Time","middle vocational","","","","","2"
"2 on scale 1-7 ","2008","Full Time","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2008","Full Time","higher vocational","","","","","2"
"2 on scale 1-7 ","2008","Full Time","higher education","","","","","2"
"3 on scale 1-7 ","2008","Not Working","in school","","","","","3"
"3 on scale 1-7 ","2008","Not Working","inadequately","","","","","3"
"3 on scale 1-7 ","2008","Not Working","general elemantary","","","","","3"
"3 on scale 1-7 ","2008","Not Working","middle vocational","","","","","3"
"3 on scale 1-7 ","2008","Part Time","in school","","","","","3"
"3 on scale 1-7 ","2008","Part Time","inadequately","","","","","3"
"3 on scale 1-7 ","2008","Part Time","general elemantary","","","","","3"
"3 on scale 1-7 ","2008","Part Time","middle vocational","","","","","3"
"3 on scale 1-7 ","2008","Part Time","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2008","Part Time","higher vocational","","","","","3"
"3 on scale 1-7 ","2008","Part Time","higher education","","","","","3"
"3 on scale 1-7 ","2008","Not Working","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2008","Not Working","higher vocational","","","","","3"
"3 on scale 1-7 ","2008","Not Working","higher education","","","","","3"
"3 on scale 1-7 ","2008","Full Time","general elemantary","","","","","3"
"3 on scale 1-7 ","2008","Full Time","middle vocational","","","","","3"
"3 on scale 1-7 ","2008","Full Time","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2008","Full Time","higher vocational","","","","","3"
"3 on scale 1-7 ","2008","Full Time","higher education","","","","","3"
"3 on scale 1-7 ","2008","Full Time","in school","","","","","3"
"3 on scale 1-7 ","2008","Full Time","inadequately","","","","","3"
"4 on scale 1-7","2008","Full Time","in school","","","","","4"
"4 on scale 1-7","2008","Full Time","inadequately","","","","","4"
"4 on scale 1-7","2008","Full Time","general elemantary","","","","","4"
"4 on scale 1-7","2008","Full Time","middle vocational","","","","","4"
"4 on scale 1-7","2008","Full Time","vocational + Abi","","","","","4"
"4 on scale 1-7","2008","Full Time","higher vocational","","","","","4"
"4 on scale 1-7","2008","Full Time","higher education","","","","","4"
"4 on scale 1-7","2008","Part Time","in school","","","","","4"
"4 on scale 1-7","2008","Part Time","inadequately","","","","","4"
"4 on scale 1-7","2008","Part Time","general elemantary","","","","","4"
"4 on scale 1-7","2008","Part Time","middle vocational","","","","","4"
"4 on scale 1-7","2008","Part Time","vocational + Abi","","","","","4"
"4 on scale 1-7","2008","Part Time","higher vocational","","","","","4"
"4 on scale 1-7","2008","Part Time","higher education","","","","","4"
"4 on scale 1-7","2008","Not Working","in school","","","","","4"
"4 on scale 1-7","2008","Not Working","inadequately","","","","","4"
"4 on scale 1-7","2008","Not Working","general elemantary","","","","","4"
"4 on scale 1-7","2008","Not Working","middle vocational","","","","","4"
"4 on scale 1-7","2008","Not Working","vocational + Abi","","","","","4"
"4 on scale 1-7","2008","Not Working","higher vocational","","","","","4"
"4 on scale 1-7","2008","Not Working","higher education","","","","","4"
"5 on scale 1-7","2008","Not Working","general elemantary","","","","","5"
"5 on scale 1-7","2008","Part Time","inadequately","","","","","5"
"5 on scale 1-7","2008","Part Time","general elemantary","","","","","5"
"5 on scale 1-7","2008","Not Working","inadequately","","","","","5"
"5 on scale 1-7","2008","Not Working","middle vocational","","","","","5"
"5 on scale 1-7","2008","Not Working","vocational + Abi","","","","","5"
"5 on scale 1-7","2008","Not Working","higher vocational","","","","","5"
"5 on scale 1-7","2008","Part Time","middle vocational","","","","","5"
"5 on scale 1-7","2008","Not Working","in school","","","","","5"
"5 on scale 1-7","2008","Part Time","in school","","","","","5"
"5 on scale 1-7","2008","Part Time","vocational + Abi","","","","","5"
"5 on scale 1-7","2008","Part Time","higher vocational","","","","","5"
"5 on scale 1-7","2008","Part Time","higher education","","","","","5"
"5 on scale 1-7","2008","Not Working","higher education","","","","","5"
"5 on scale 1-7","2008","Full Time","inadequately","","","","","5"
"5 on scale 1-7","2008","Full Time","general elemantary","","","","","5"
"5 on scale 1-7","2008","Full Time","middle vocational","","","","","5"
"5 on scale 1-7","2008","Full Time","vocational + Abi","","","","","5"
"5 on scale 1-7","2008","Full Time","higher vocational","","","","","5"
"5 on scale 1-7","2008","Full Time","higher education","","","","","5"
"5 on scale 1-7","2008","Full Time","in school","","","","","5"
"6 on scale 1-7","2008","Not Working","in school","","","","","6"
"6 on scale 1-7","2008","Not Working","inadequately","","","","","6"
"6 on scale 1-7","2008","Part Time","inadequately","","","","","6"
"6 on scale 1-7","2008","Part Time","general elemantary","","","","","6"
"6 on scale 1-7","2008","Part Time","middle vocational","","","","","6"
"6 on scale 1-7","2008","Part Time","vocational + Abi","","","","","6"
"6 on scale 1-7","2008","Part Time","higher vocational","","","","","6"
"6 on scale 1-7","2008","Part Time","higher education","","","","","6"
"6 on scale 1-7","2008","Not Working","general elemantary","","","","","6"
"6 on scale 1-7","2008","Not Working","middle vocational","","","","","6"
"6 on scale 1-7","2008","Not Working","vocational + Abi","","","","","6"
"6 on scale 1-7","2008","Not Working","higher vocational","","","","","6"
"6 on scale 1-7","2008","Not Working","higher education","","","","","6"
"6 on scale 1-7","2008","Full Time","inadequately","","","","","6"
"6 on scale 1-7","2008","Full Time","general elemantary","","","","","6"
"6 on scale 1-7","2008","Full Time","middle vocational","","","","","6"
"6 on scale 1-7","2008","Full Time","vocational + Abi","","","","","6"
"6 on scale 1-7","2008","Part Time","in school","","","","","6"
"6 on scale 1-7","2008","Full Time","in school","","","","","6"
"6 on scale 1-7","2008","Full Time","higher vocational","","","","","6"
"6 on scale 1-7","2008","Full Time","higher education","","","","","6"
"7 Strongly agree","2008","Part Time","in school","","","","","7"
"7 Strongly agree","2008","Part Time","general elemantary","","","","","7"
"7 Strongly agree","2008","Part Time","inadequately","","","","","7"
"7 Strongly agree","2008","Not Working","inadequately","","","","","7"
"7 Strongly agree","2008","Not Working","general elemantary","","","","","7"
"7 Strongly agree","2008","Not Working","middle vocational","","","","","7"
"7 Strongly agree","2008","Not Working","vocational + Abi","","","","","7"
"7 Strongly agree","2008","Not Working","higher vocational","","","","","7"
"7 Strongly agree","2008","Not Working","higher education","","","","","7"
"7 Strongly agree","2008","Not Working","in school","","","","","7"
"7 Strongly agree","2008","Part Time","middle vocational","","","","","7"
"7 Strongly agree","2008","Part Time","vocational + Abi","","","","","7"
"7 Strongly agree","2008","Part Time","higher vocational","","","","","7"
"7 Strongly agree","2008","Part Time","higher education","","","","","7"
"7 Strongly agree","2008","Full Time","in school","","","","","7"
"7 Strongly agree","2008","Full Time","inadequately","","","","","7"
"7 Strongly agree","2008","Full Time","general elemantary","","","","","7"
"7 Strongly agree","2008","Full Time","middle vocational","","","","","7"
"7 Strongly agree","2008","Full Time","vocational + Abi","","","","","7"
"7 Strongly agree","2008","Full Time","higher vocational","","","","","7"
"7 Strongly agree","2008","Full Time","higher education","","","","","7"
"1 Strongly disagree","2009","Part Time","general elemantary","","","","","1"
"1 Strongly disagree","2009","Part Time","middle vocational","","","","","1"
"1 Strongly disagree","2009","Part Time","vocational + Abi","","","","","1"
"1 Strongly disagree","2009","Part Time","higher vocational","","","","","1"
"1 Strongly disagree","2009","Part Time","higher education","","","","","1"
"1 Strongly disagree","2009","Not Working","in school","","","","","1"
"1 Strongly disagree","2009","Not Working","inadequately","","","","","1"
"1 Strongly disagree","2009","Not Working","general elemantary","","","","","1"
"1 Strongly disagree","2009","Not Working","middle vocational","","","","","1"
"1 Strongly disagree","2009","Not Working","vocational + Abi","","","","","1"
"1 Strongly disagree","2009","Not Working","higher vocational","","","","","1"
"1 Strongly disagree","2009","Not Working","higher education","","","","","1"
"1 Strongly disagree","2009","Full Time","in school","","","","","1"
"1 Strongly disagree","2009","Full Time","inadequately","","","","","1"
"1 Strongly disagree","2009","Full Time","general elemantary","","","","","1"
"1 Strongly disagree","2009","Full Time","middle vocational","","","","","1"
"1 Strongly disagree","2009","Full Time","vocational + Abi","","","","","1"
"1 Strongly disagree","2009","Full Time","higher vocational","","","","","1"
"1 Strongly disagree","2009","Full Time","higher education","","","","","1"
"1 Strongly disagree","2009","Part Time","in school","","","","","1"
"1 Strongly disagree","2009","Part Time","inadequately","","","","","1"
"2 on scale 1-7 ","2009","Not Working","higher education","","","","","2"
"2 on scale 1-7 ","2009","Part Time","inadequately","","","","","2"
"2 on scale 1-7 ","2009","Part Time","general elemantary","","","","","2"
"2 on scale 1-7 ","2009","Part Time","middle vocational","","","","","2"
"2 on scale 1-7 ","2009","Part Time","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2009","Not Working","in school","","","","","2"
"2 on scale 1-7 ","2009","Not Working","inadequately","","","","","2"
"2 on scale 1-7 ","2009","Not Working","general elemantary","","","","","2"
"2 on scale 1-7 ","2009","Not Working","middle vocational","","","","","2"
"2 on scale 1-7 ","2009","Not Working","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2009","Not Working","higher vocational","","","","","2"
"2 on scale 1-7 ","2009","Full Time","inadequately","","","","","2"
"2 on scale 1-7 ","2009","Full Time","general elemantary","","","","","2"
"2 on scale 1-7 ","2009","Part Time","in school","","","","","2"
"2 on scale 1-7 ","2009","Part Time","higher vocational","","","","","2"
"2 on scale 1-7 ","2009","Part Time","higher education","","","","","2"
"2 on scale 1-7 ","2009","Full Time","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2009","Full Time","higher vocational","","","","","2"
"2 on scale 1-7 ","2009","Full Time","in school","","","","","2"
"2 on scale 1-7 ","2009","Full Time","middle vocational","","","","","2"
"2 on scale 1-7 ","2009","Full Time","higher education","","","","","2"
"3 on scale 1-7 ","2009","Not Working","in school","","","","","3"
"3 on scale 1-7 ","2009","Not Working","middle vocational","","","","","3"
"3 on scale 1-7 ","2009","Not Working","higher education","","","","","3"
"3 on scale 1-7 ","2009","Not Working","inadequately","","","","","3"
"3 on scale 1-7 ","2009","Not Working","general elemantary","","","","","3"
"3 on scale 1-7 ","2009","Part Time","in school","","","","","3"
"3 on scale 1-7 ","2009","Part Time","inadequately","","","","","3"
"3 on scale 1-7 ","2009","Part Time","general elemantary","","","","","3"
"3 on scale 1-7 ","2009","Part Time","middle vocational","","","","","3"
"3 on scale 1-7 ","2009","Part Time","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2009","Part Time","higher vocational","","","","","3"
"3 on scale 1-7 ","2009","Part Time","higher education","","","","","3"
"3 on scale 1-7 ","2009","Not Working","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2009","Not Working","higher vocational","","","","","3"
"3 on scale 1-7 ","2009","Full Time","in school","","","","","3"
"3 on scale 1-7 ","2009","Full Time","inadequately","","","","","3"
"3 on scale 1-7 ","2009","Full Time","general elemantary","","","","","3"
"3 on scale 1-7 ","2009","Full Time","middle vocational","","","","","3"
"3 on scale 1-7 ","2009","Full Time","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2009","Full Time","higher vocational","","","","","3"
"3 on scale 1-7 ","2009","Full Time","higher education","","","","","3"
"4 on scale 1-7","2009","Full Time","in school","","","","","4"
"4 on scale 1-7","2009","Full Time","inadequately","","","","","4"
"4 on scale 1-7","2009","Full Time","general elemantary","","","","","4"
"4 on scale 1-7","2009","Full Time","middle vocational","","","","","4"
"4 on scale 1-7","2009","Full Time","vocational + Abi","","","","","4"
"4 on scale 1-7","2009","Full Time","higher vocational","","","","","4"
"4 on scale 1-7","2009","Full Time","higher education","","","","","4"
"4 on scale 1-7","2009","Part Time","in school","","","","","4"
"4 on scale 1-7","2009","Part Time","inadequately","","","","","4"
"4 on scale 1-7","2009","Part Time","general elemantary","","","","","4"
"4 on scale 1-7","2009","Part Time","middle vocational","","","","","4"
"4 on scale 1-7","2009","Part Time","vocational + Abi","","","","","4"
"4 on scale 1-7","2009","Part Time","higher vocational","","","","","4"
"4 on scale 1-7","2009","Part Time","higher education","","","","","4"
"4 on scale 1-7","2009","Not Working","in school","","","","","4"
"4 on scale 1-7","2009","Not Working","inadequately","","","","","4"
"4 on scale 1-7","2009","Not Working","general elemantary","","","","","4"
"4 on scale 1-7","2009","Not Working","middle vocational","","","","","4"
"4 on scale 1-7","2009","Not Working","vocational + Abi","","","","","4"
"4 on scale 1-7","2009","Not Working","higher vocational","","","","","4"
"4 on scale 1-7","2009","Not Working","higher education","","","","","4"
"5 on scale 1-7","2009","Part Time","general elemantary","","","","","5"
"5 on scale 1-7","2009","Part Time","inadequately","","","","","5"
"5 on scale 1-7","2009","Not Working","in school","","","","","5"
"5 on scale 1-7","2009","Not Working","inadequately","","","","","5"
"5 on scale 1-7","2009","Not Working","general elemantary","","","","","5"
"5 on scale 1-7","2009","Not Working","middle vocational","","","","","5"
"5 on scale 1-7","2009","Not Working","vocational + Abi","","","","","5"
"5 on scale 1-7","2009","Not Working","higher vocational","","","","","5"
"5 on scale 1-7","2009","Not Working","higher education","","","","","5"
"5 on scale 1-7","2009","Part Time","in school","","","","","5"
"5 on scale 1-7","2009","Part Time","middle vocational","","","","","5"
"5 on scale 1-7","2009","Part Time","vocational + Abi","","","","","5"
"5 on scale 1-7","2009","Part Time","higher vocational","","","","","5"
"5 on scale 1-7","2009","Part Time","higher education","","","","","5"
"5 on scale 1-7","2009","Full Time","inadequately","","","","","5"
"5 on scale 1-7","2009","Full Time","general elemantary","","","","","5"
"5 on scale 1-7","2009","Full Time","middle vocational","","","","","5"
"5 on scale 1-7","2009","Full Time","vocational + Abi","","","","","5"
"5 on scale 1-7","2009","Full Time","higher vocational","","","","","5"
"5 on scale 1-7","2009","Full Time","higher education","","","","","5"
"5 on scale 1-7","2009","Full Time","in school","","","","","5"
"6 on scale 1-7","2009","Not Working","higher education","","","","","6"
"6 on scale 1-7","2009","Not Working","in school","","","","","6"
"6 on scale 1-7","2009","Not Working","inadequately","","","","","6"
"6 on scale 1-7","2009","Part Time","inadequately","","","","","6"
"6 on scale 1-7","2009","Part Time","general elemantary","","","","","6"
"6 on scale 1-7","2009","Part Time","middle vocational","","","","","6"
"6 on scale 1-7","2009","Part Time","vocational + Abi","","","","","6"
"6 on scale 1-7","2009","Part Time","higher vocational","","","","","6"
"6 on scale 1-7","2009","Part Time","higher education","","","","","6"
"6 on scale 1-7","2009","Not Working","general elemantary","","","","","6"
"6 on scale 1-7","2009","Not Working","middle vocational","","","","","6"
"6 on scale 1-7","2009","Not Working","vocational + Abi","","","","","6"
"6 on scale 1-7","2009","Not Working","higher vocational","","","","","6"
"6 on scale 1-7","2009","Full Time","inadequately","","","","","6"
"6 on scale 1-7","2009","Full Time","general elemantary","","","","","6"
"6 on scale 1-7","2009","Full Time","middle vocational","","","","","6"
"6 on scale 1-7","2009","Part Time","in school","","","","","6"
"6 on scale 1-7","2009","Full Time","in school","","","","","6"
"6 on scale 1-7","2009","Full Time","higher education","","","","","6"
"6 on scale 1-7","2009","Full Time","vocational + Abi","","","","","6"
"6 on scale 1-7","2009","Full Time","higher vocational","","","","","6"
"7 Strongly agree","2009","Not Working","higher education","","","","","7"
"7 Strongly agree","2009","Part Time","in school","","","","","7"
"7 Strongly agree","2009","Part Time","inadequately","","","","","7"
"7 Strongly agree","2009","Part Time","general elemantary","","","","","7"
"7 Strongly agree","2009","Not Working","in school","","","","","7"
"7 Strongly agree","2009","Not Working","inadequately","","","","","7"
"7 Strongly agree","2009","Not Working","general elemantary","","","","","7"
"7 Strongly agree","2009","Not Working","middle vocational","","","","","7"
"7 Strongly agree","2009","Not Working","vocational + Abi","","","","","7"
"7 Strongly agree","2009","Not Working","higher vocational","","","","","7"
"7 Strongly agree","2009","Part Time","middle vocational","","","","","7"
"7 Strongly agree","2009","Part Time","vocational + Abi","","","","","7"
"7 Strongly agree","2009","Part Time","higher vocational","","","","","7"
"7 Strongly agree","2009","Part Time","higher education","","","","","7"
"7 Strongly agree","2009","Full Time","in school","","","","","7"
"7 Strongly agree","2009","Full Time","inadequately","","","","","7"
"7 Strongly agree","2009","Full Time","general elemantary","","","","","7"
"7 Strongly agree","2009","Full Time","middle vocational","","","","","7"
"7 Strongly agree","2009","Full Time","vocational + Abi","","","","","7"
"7 Strongly agree","2009","Full Time","higher vocational","","","","","7"
"7 Strongly agree","2009","Full Time","higher education","","","","","7"
"1 Strongly disagree","2010","Not Working","in school","28","","","","1"
"1 Strongly disagree","2010","Not Working","inadequately","21","","","","1"
"1 Strongly disagree","2010","Not Working","general elemantary","199","0.241667003393242","0.214300278941086","0.269033727845398","1"
"1 Strongly disagree","2010","Not Working","middle vocational","749","0.238227132337297","0.223626133168089","0.252828131506504","1"
"1 Strongly disagree","2010","Not Working","vocational + Abi","51","0.287820490387432","0.228264260815406","0.347376719959458","1"
"1 Strongly disagree","2010","Not Working","higher vocational","106","0.272539504393939","0.229012928638583","0.316066080149295","1"
"1 Strongly disagree","2010","Not Working","higher education","275","0.273071089598425","0.246474708770774","0.299667470426076","1"
"1 Strongly disagree","2010","Part Time","general elemantary","67","0.228769141905836","0.183923105909622","0.27361517790205","1"
"1 Strongly disagree","2010","Part Time","middle vocational","345","0.168545001166069","0.152280408289983","0.184809594042155","1"
"1 Strongly disagree","2010","Part Time","vocational + Abi","47","0.149566143905635","0.106867152851282","0.192265134959988","1"
"1 Strongly disagree","2010","Part Time","higher vocational","53","0.158923276309699","0.115233128595531","0.202613424023868","1"
"1 Strongly disagree","2010","Part Time","higher education","181","0.222485432522752","0.193860615355028","0.251110249690476","1"
"1 Strongly disagree","2010","Full Time","in school","","","","","1"
"1 Strongly disagree","2010","Full Time","inadequately","6","","","","1"
"1 Strongly disagree","2010","Full Time","general elemantary","40","0.105205233662822","0.0727825275331151","0.137627939792529","1"
"1 Strongly disagree","2010","Full Time","middle vocational","481","0.163469959752227","0.150246110938545","0.176693808565909","1"
"1 Strongly disagree","2010","Full Time","vocational + Abi","77","0.199685484924754","0.162790833160571","0.236580136688937","1"
"1 Strongly disagree","2010","Full Time","higher vocational","89","0.161359431786369","0.131549892123912","0.191168971448825","1"
"1 Strongly disagree","2010","Full Time","higher education","396","0.190435948549978","0.172968261696866","0.20790363540309","1"
"1 Strongly disagree","2010","Part Time","in school","4","","","","1"
"1 Strongly disagree","2010","Part Time","inadequately","3","","","","1"
"2 on scale 1-7 ","2010","Part Time","general elemantary","69","0.201297975887729","0.158487974976238","0.24410797679922","2"
"2 on scale 1-7 ","2010","Part Time","middle vocational","434","0.212026502176484","0.194267573455016","0.229785430897953","2"
"2 on scale 1-7 ","2010","Part Time","vocational + Abi","69","0.222243446626299","0.17246778798572","0.272019105266878","2"
"2 on scale 1-7 ","2010","Part Time","higher vocational","76","0.278228127489091","0.224676528332049","0.331779726646133","2"
"2 on scale 1-7 ","2010","Not Working","in school","36","0.201253366667618","0.147282889477631","0.255223843857604","2"
"2 on scale 1-7 ","2010","Not Working","inadequately","21","","","","2"
"2 on scale 1-7 ","2010","Not Working","general elemantary","174","0.163490893606698","0.139849869568266","0.187131917645129","2"
"2 on scale 1-7 ","2010","Not Working","middle vocational","674","0.194616244485832","0.181046702428963","0.208185786542701","2"
"2 on scale 1-7 ","2010","Not Working","vocational + Abi","58","0.219554031891175","0.165102044797223","0.274006018985127","2"
"2 on scale 1-7 ","2010","Not Working","higher vocational","95","0.238135942104109","0.196498285255401","0.279773598952817","2"
"2 on scale 1-7 ","2010","Not Working","higher education","279","0.257731124829801","0.231621371418584","0.283840878241018","2"
"2 on scale 1-7 ","2010","Full Time","general elemantary","59","0.174064399124274","0.133996465979763","0.214132332268786","2"
"2 on scale 1-7 ","2010","Full Time","middle vocational","595","0.185906390425272","0.17199461818162","0.199818162668924","2"
"2 on scale 1-7 ","2010","Part Time","in school","12","","","","2"
"2 on scale 1-7 ","2010","Part Time","inadequately","5","","","","2"
"2 on scale 1-7 ","2010","Part Time","higher education","211","0.227070884164131","0.19823799098125","0.255903777347013","2"
"2 on scale 1-7 ","2010","Full Time","higher vocational","132","0.233703848656919","0.199411169802995","0.267996527510844","2"
"2 on scale 1-7 ","2010","Full Time","in school","","","","","2"
"2 on scale 1-7 ","2010","Full Time","inadequately","1","","","","2"
"2 on scale 1-7 ","2010","Full Time","higher education","587","0.274038152558277","0.254195590948589","0.293880714167965","2"
"2 on scale 1-7 ","2010","Full Time","vocational + Abi","126","0.269233693444194","0.228296903718615","0.310170483169774","2"
"3 on scale 1-7 ","2010","Part Time","in school","12","","","","3"
"3 on scale 1-7 ","2010","Part Time","inadequately","3","","","","3"
