"plh0206i05","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"5 on scale 1-7","2017","Not Employed","Rural Area","11","","","","5"
"5 on scale 1-7","2017","Employed","Urban Area","","","","","5"
"5 on scale 1-7","2017","Employed","Rural Area","","","","","5"
"6 on scale 1-7","2017","Not Employed","Urban Area","22","","","","6"
"6 on scale 1-7","2017","Not Employed","Rural Area","7","","","","6"
"6 on scale 1-7","2017","Employed","Rural Area","","","","","6"
"6 on scale 1-7","2017","Employed","Urban Area","","","","","6"
"7 Strongly agree","2017","Not Employed","Urban Area","125","0.0695433724153993","0.0586089263462284","0.0804778184845701","7"
"7 Strongly agree","2017","Not Employed","Rural Area","32","0.032602340780429","0.0200909808524371","0.0451137007084209","7"
"7 Strongly agree","2017","Employed","Urban Area","","","","","7"
"7 Strongly agree","2017","Employed","Rural Area","","","","","7"
"1 Strongly disagree","2018","Employed","Rural Area","","","","","1"
"1 Strongly disagree","2018","Not Employed","Urban Area","155","0.630141199938758","0.571795731266371","0.688486668611146","1"
"1 Strongly disagree","2018","Not Employed","Rural Area","94","0.665299150857114","0.59101107092836","0.739587230785868","1"
"1 Strongly disagree","2018","Employed","Urban Area","","","","","1"
"2 on scale 1-7 ","2018","Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2018","Not Employed","Urban Area","21","","","","2"
"2 on scale 1-7 ","2018","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2018","Not Employed","Rural Area","17","","","","2"
"3 on scale 1-7 ","2018","Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2018","Not Employed","Urban Area","19","","","","3"
"3 on scale 1-7 ","2018","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2018","Not Employed","Rural Area","9","","","","3"
"4 on scale 1-7","2018","Employed","Rural Area","","","","","4"
"4 on scale 1-7","2018","Not Employed","Urban Area","25","","","","4"
"4 on scale 1-7","2018","Not Employed","Rural Area","13","","","","4"
"4 on scale 1-7","2018","Employed","Urban Area","","","","","4"
"5 on scale 1-7","2018","Not Employed","Rural Area","3","","","","5"
"5 on scale 1-7","2018","Employed","Rural Area","","","","","5"
"5 on scale 1-7","2018","Not Employed","Urban Area","16","","","","5"
"5 on scale 1-7","2018","Employed","Urban Area","","","","","5"
"6 on scale 1-7","2018","Employed","Rural Area","","","","","6"
"6 on scale 1-7","2018","Not Employed","Urban Area","2","","","","6"
"6 on scale 1-7","2018","Employed","Urban Area","","","","","6"
"6 on scale 1-7","2018","Not Employed","Rural Area","2","","","","6"
"7 Strongly agree","2018","Not Employed","Urban Area","25","","","","7"
"7 Strongly agree","2018","Not Employed","Rural Area","17","","","","7"
"7 Strongly agree","2018","Employed","Urban Area","","","","","7"
"7 Strongly agree","2018","Employed","Rural Area","","","","","7"
"1 Strongly disagree","2019","Employed","Rural Area","","","","","1"
"1 Strongly disagree","2019","Not Employed","Rural Area","56","0.54350785321764","0.446365868744595","0.640649837690686","1"
"1 Strongly disagree","2019","Employed","Urban Area","","","","","1"
"1 Strongly disagree","2019","Not Employed","Urban Area","80","0.508395929524728","0.43346539973116","0.583326459318296","1"
"2 on scale 1-7 ","2019","Employed","Rural Area","","","","","2"
"2 on scale 1-7 ","2019","Employed","Urban Area","","","","","2"
"2 on scale 1-7 ","2019","Not Employed","Urban Area","22","","","","2"
"2 on scale 1-7 ","2019","Not Employed","Rural Area","18","","","","2"
"3 on scale 1-7 ","2019","Not Employed","Urban Area","22","","","","3"
"3 on scale 1-7 ","2019","Employed","Rural Area","","","","","3"
"3 on scale 1-7 ","2019","Employed","Urban Area","","","","","3"
"3 on scale 1-7 ","2019","Not Employed","Rural Area","7","","","","3"
"4 on scale 1-7","2019","Employed","Rural Area","","","","","4"
"4 on scale 1-7","2019","Not Employed","Rural Area","10","","","","4"
"4 on scale 1-7","2019","Employed","Urban Area","","","","","4"
"4 on scale 1-7","2019","Not Employed","Urban Area","17","","","","4"
"5 on scale 1-7","2019","Employed","Rural Area","","","","","5"
"5 on scale 1-7","2019","Not Employed","Urban Area","7","","","","5"
"5 on scale 1-7","2019","Not Employed","Rural Area","5","","","","5"
"5 on scale 1-7","2019","Employed","Urban Area","","","","","5"
"6 on scale 1-7","2019","Employed","Rural Area","","","","","6"
"6 on scale 1-7","2019","Not Employed","Urban Area","6","","","","6"
"6 on scale 1-7","2019","Not Employed","Rural Area","2","","","","6"
"6 on scale 1-7","2019","Employed","Urban Area","","","","","6"
"7 Strongly agree","2019","Not Employed","Urban Area","17","","","","7"
"7 Strongly agree","2019","Not Employed","Rural Area","3","","","","7"
"7 Strongly agree","2019","Employed","Urban Area","","","","","7"
"7 Strongly agree","2019","Employed","Rural Area","","","","","7"
