"plh0206i05","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2010","Other degree","West Germany","137","0.223669500147791","0.192303441364065","0.255035558931518"
"3 on scale 1-7 ","2010","Other degree","East Germany","6","","",""
"3 on scale 1-7 ","2010","no degree/no degree yet","West Germany","62","0.164198164681377","0.126348678240782","0.202047651121971"
"3 on scale 1-7 ","2010","no degree/no degree yet","East Germany","8","","",""
"4 on scale 1-7","2010","lower secondary degree","West Germany","789","0.170401736859525","0.159155997943729","0.18164747577532"
"4 on scale 1-7","2010","lower secondary degree","East Germany","214","0.178791320157234","0.155734979503196","0.201847660811273"
"4 on scale 1-7","2010","secondary school degree","West Germany","584","0.187429317831357","0.173873962757253","0.200984672905461"
"4 on scale 1-7","2010","secondary school degree","East Germany","390","0.188686711105342","0.170886544912585","0.2064868772981"
"4 on scale 1-7","2010","college entrance qualification","West Germany","598","0.170742861225107","0.158515503152105","0.182970219298108"
"4 on scale 1-7","2010","college entrance qualification","East Germany","186","0.177402600532486","0.15398209311017","0.200823107954802"
"4 on scale 1-7","2010","Other degree","West Germany","104","0.142702868153317","0.116375025093635","0.169030711213"
"4 on scale 1-7","2010","Other degree","East Germany","6","","",""
"4 on scale 1-7","2010","no degree/no degree yet","West Germany","73","0.144004856494239","0.10813345033159","0.179876262656888"
"4 on scale 1-7","2010","no degree/no degree yet","East Germany","4","","",""
"5 on scale 1-7","2010","lower secondary degree","West Germany","525","0.121577272513771","0.111802761261118","0.131351783766423"
"5 on scale 1-7","2010","lower secondary degree","East Germany","125","0.110939471298807","0.0920421994929098","0.129836743104705"
"5 on scale 1-7","2010","secondary school degree","West Germany","305","0.0989813239318939","0.0886083069899231","0.109354340873865"
"5 on scale 1-7","2010","secondary school degree","East Germany","202","0.10455356166284","0.0906332702299388","0.11847385309574"
"5 on scale 1-7","2010","college entrance qualification","West Germany","308","0.101032507833953","0.0912394277966873","0.110825587871219"
"5 on scale 1-7","2010","college entrance qualification","East Germany","96","0.0943530438472734","0.076431308217255","0.112274779477292"
"5 on scale 1-7","2010","Other degree","West Germany","60","0.0904475045925846","0.0688578634520313","0.112037145733138"
"5 on scale 1-7","2010","Other degree","East Germany","5","","",""
"5 on scale 1-7","2010","no degree/no degree yet","West Germany","55","0.1792072354251","0.140022338250917","0.218392132599284"
"5 on scale 1-7","2010","no degree/no degree yet","East Germany","5","","",""
"6 on scale 1-7","2010","lower secondary degree","West Germany","272","0.0712573968470469","0.0635629087648577","0.078951884929236"
"6 on scale 1-7","2010","lower secondary degree","East Germany","91","0.0885051207401417","0.0714147409038717","0.105595500576412"
"6 on scale 1-7","2010","secondary school degree","West Germany","166","0.0619616149117511","0.0535876096237961","0.0703356201997061"
"6 on scale 1-7","2010","secondary school degree","East Germany","132","0.0713401505992671","0.0596302165101341","0.0830500846884001"
"6 on scale 1-7","2010","college entrance qualification","West Germany","158","0.0425105459501984","0.0359546495114411","0.0490664423889558"
"6 on scale 1-7","2010","college entrance qualification","East Germany","53","0.0584661878811647","0.0440817467736362","0.0728506289886932"
"6 on scale 1-7","2010","Other degree","West Germany","41","0.0666552254461898","0.0478805950927087","0.085429855799671"
"6 on scale 1-7","2010","Other degree","East Germany","2","","",""
"6 on scale 1-7","2010","no degree/no degree yet","West Germany","25","","",""
"6 on scale 1-7","2010","no degree/no degree yet","East Germany","5","","",""
"7 Strongly agree","2010","lower secondary degree","West Germany","282","0.0749892285350504","0.0671117013816489","0.0828667556884518"
"7 Strongly agree","2010","lower secondary degree","East Germany","75","0.0740235693495218","0.0582701303144396","0.089777008384604"
"7 Strongly agree","2010","secondary school degree","West Germany","114","0.0404554499008671","0.0336118808958013","0.0472990189059329"
"7 Strongly agree","2010","secondary school degree","East Germany","91","0.0623435735209512","0.051343975391183","0.0733431716507195"
"7 Strongly agree","2010","college entrance qualification","West Germany","68","0.0162777914358728","0.0121658140121209","0.0203897688596247"
"7 Strongly agree","2010","college entrance qualification","East Germany","17","","",""
"7 Strongly agree","2010","Other degree","West Germany","45","0.0672594429677682","0.0484060157949737","0.0861128701405627"
"7 Strongly agree","2010","Other degree","East Germany","2","","",""
"7 Strongly agree","2010","no degree/no degree yet","West Germany","27","","",""
"7 Strongly agree","2010","no degree/no degree yet","East Germany","4","","",""
"1 Strongly disagree","2011","lower secondary degree","West Germany","","","",""
"1 Strongly disagree","2011","lower secondary degree","East Germany","","","",""
"1 Strongly disagree","2011","secondary school degree","West Germany","","","",""
"1 Strongly disagree","2011","secondary school degree","East Germany","","","",""
"1 Strongly disagree","2011","college entrance qualification","West Germany","","","",""
"1 Strongly disagree","2011","college entrance qualification","East Germany","","","",""
"1 Strongly disagree","2011","Other degree","West Germany","","","",""
"1 Strongly disagree","2011","Other degree","East Germany","","","",""
"1 Strongly disagree","2011","no degree/no degree yet","West Germany","","","",""
"1 Strongly disagree","2011","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2011","lower secondary degree","West Germany","","","",""
"2 on scale 1-7 ","2011","lower secondary degree","East Germany","","","",""
"2 on scale 1-7 ","2011","secondary school degree","West Germany","","","",""
"2 on scale 1-7 ","2011","secondary school degree","East Germany","","","",""
"2 on scale 1-7 ","2011","college entrance qualification","West Germany","","","",""
"2 on scale 1-7 ","2011","college entrance qualification","East Germany","","","",""
"2 on scale 1-7 ","2011","Other degree","West Germany","","","",""
"2 on scale 1-7 ","2011","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2011","no degree/no degree yet","West Germany","","","",""
"2 on scale 1-7 ","2011","no degree/no degree yet","East Germany","","","",""
"3 on scale 1-7 ","2011","lower secondary degree","West Germany","","","",""
"3 on scale 1-7 ","2011","lower secondary degree","East Germany","","","",""
"3 on scale 1-7 ","2011","secondary school degree","West Germany","","","",""
"3 on scale 1-7 ","2011","secondary school degree","East Germany","","","",""
"3 on scale 1-7 ","2011","college entrance qualification","West Germany","","","",""
"3 on scale 1-7 ","2011","college entrance qualification","East Germany","","","",""
"3 on scale 1-7 ","2011","Other degree","West Germany","","","",""
"3 on scale 1-7 ","2011","Other degree","East Germany","","","",""
"3 on scale 1-7 ","2011","no degree/no degree yet","West Germany","","","",""
"3 on scale 1-7 ","2011","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2011","lower secondary degree","West Germany","","","",""
"4 on scale 1-7","2011","lower secondary degree","East Germany","","","",""
"4 on scale 1-7","2011","secondary school degree","West Germany","","","",""
"4 on scale 1-7","2011","secondary school degree","East Germany","","","",""
"4 on scale 1-7","2011","college entrance qualification","West Germany","","","",""
"4 on scale 1-7","2011","college entrance qualification","East Germany","","","",""
"4 on scale 1-7","2011","Other degree","West Germany","","","",""
"4 on scale 1-7","2011","Other degree","East Germany","","","",""
"4 on scale 1-7","2011","no degree/no degree yet","West Germany","","","",""
"4 on scale 1-7","2011","no degree/no degree yet","East Germany","","","",""
"5 on scale 1-7","2011","lower secondary degree","West Germany","","","",""
"5 on scale 1-7","2011","lower secondary degree","East Germany","","","",""
"5 on scale 1-7","2011","secondary school degree","West Germany","","","",""
"5 on scale 1-7","2011","secondary school degree","East Germany","","","",""
"5 on scale 1-7","2011","college entrance qualification","West Germany","","","",""
"5 on scale 1-7","2011","college entrance qualification","East Germany","","","",""
"5 on scale 1-7","2011","Other degree","West Germany","","","",""
"5 on scale 1-7","2011","Other degree","East Germany","","","",""
"5 on scale 1-7","2011","no degree/no degree yet","West Germany","","","",""
"5 on scale 1-7","2011","no degree/no degree yet","East Germany","","","",""
"6 on scale 1-7","2011","lower secondary degree","West Germany","","","",""
"6 on scale 1-7","2011","lower secondary degree","East Germany","","","",""
"6 on scale 1-7","2011","secondary school degree","West Germany","","","",""
"6 on scale 1-7","2011","secondary school degree","East Germany","","","",""
"6 on scale 1-7","2011","college entrance qualification","West Germany","","","",""
"6 on scale 1-7","2011","college entrance qualification","East Germany","","","",""
"6 on scale 1-7","2011","Other degree","West Germany","","","",""
"6 on scale 1-7","2011","Other degree","East Germany","","","",""
"6 on scale 1-7","2011","no degree/no degree yet","West Germany","","","",""
"6 on scale 1-7","2011","no degree/no degree yet","East Germany","","","",""
"7 Strongly agree","2011","lower secondary degree","West Germany","","","",""
"7 Strongly agree","2011","lower secondary degree","East Germany","","","",""
"7 Strongly agree","2011","secondary school degree","West Germany","","","",""
"7 Strongly agree","2011","secondary school degree","East Germany","","","",""
"7 Strongly agree","2011","college entrance qualification","West Germany","","","",""
"7 Strongly agree","2011","college entrance qualification","East Germany","","","",""
"7 Strongly agree","2011","Other degree","West Germany","","","",""
"7 Strongly agree","2011","Other degree","East Germany","","","",""
"7 Strongly agree","2011","no degree/no degree yet","West Germany","","","",""
"7 Strongly agree","2011","no degree/no degree yet","East Germany","","","",""
"1 Strongly disagree","2012","lower secondary degree","West Germany","","","",""
"1 Strongly disagree","2012","lower secondary degree","East Germany","","","",""
"1 Strongly disagree","2012","secondary school degree","West Germany","","","",""
"1 Strongly disagree","2012","secondary school degree","East Germany","","","",""
"1 Strongly disagree","2012","college entrance qualification","West Germany","","","",""
"1 Strongly disagree","2012","college entrance qualification","East Germany","","","",""
"1 Strongly disagree","2012","Other degree","West Germany","","","",""
"1 Strongly disagree","2012","Other degree","East Germany","","","",""
"1 Strongly disagree","2012","no degree/no degree yet","West Germany","","","",""
"1 Strongly disagree","2012","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2012","lower secondary degree","West Germany","","","",""
"2 on scale 1-7 ","2012","lower secondary degree","East Germany","","","",""
"2 on scale 1-7 ","2012","secondary school degree","West Germany","","","",""
"2 on scale 1-7 ","2012","secondary school degree","East Germany","","","",""
"2 on scale 1-7 ","2012","college entrance qualification","West Germany","","","",""
"2 on scale 1-7 ","2012","college entrance qualification","East Germany","","","",""
"2 on scale 1-7 ","2012","Other degree","West Germany","","","",""
"2 on scale 1-7 ","2012","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2012","no degree/no degree yet","West Germany","","","",""
"2 on scale 1-7 ","2012","no degree/no degree yet","East Germany","","","",""
"3 on scale 1-7 ","2012","lower secondary degree","West Germany","","","",""
"3 on scale 1-7 ","2012","lower secondary degree","East Germany","","","",""
"3 on scale 1-7 ","2012","secondary school degree","West Germany","","","",""
"3 on scale 1-7 ","2012","secondary school degree","East Germany","","","",""
"3 on scale 1-7 ","2012","college entrance qualification","West Germany","","","",""
"3 on scale 1-7 ","2012","college entrance qualification","East Germany","","","",""
"3 on scale 1-7 ","2012","Other degree","West Germany","","","",""
"3 on scale 1-7 ","2012","Other degree","East Germany","","","",""
"3 on scale 1-7 ","2012","no degree/no degree yet","West Germany","","","",""
"3 on scale 1-7 ","2012","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2012","lower secondary degree","West Germany","","","",""
"4 on scale 1-7","2012","lower secondary degree","East Germany","","","",""
"4 on scale 1-7","2012","secondary school degree","West Germany","","","",""
"4 on scale 1-7","2012","secondary school degree","East Germany","","","",""
"4 on scale 1-7","2012","college entrance qualification","West Germany","","","",""
"4 on scale 1-7","2012","college entrance qualification","East Germany","","","",""
"4 on scale 1-7","2012","Other degree","West Germany","","","",""
"4 on scale 1-7","2012","Other degree","East Germany","","","",""
"4 on scale 1-7","2012","no degree/no degree yet","West Germany","","","",""
"4 on scale 1-7","2012","no degree/no degree yet","East Germany","","","",""
"5 on scale 1-7","2012","lower secondary degree","West Germany","","","",""
"5 on scale 1-7","2012","lower secondary degree","East Germany","","","",""
"5 on scale 1-7","2012","secondary school degree","West Germany","","","",""
"5 on scale 1-7","2012","secondary school degree","East Germany","","","",""
"5 on scale 1-7","2012","college entrance qualification","West Germany","","","",""
"5 on scale 1-7","2012","college entrance qualification","East Germany","","","",""
"5 on scale 1-7","2012","Other degree","West Germany","","","",""
"5 on scale 1-7","2012","Other degree","East Germany","","","",""
"5 on scale 1-7","2012","no degree/no degree yet","West Germany","","","",""
"5 on scale 1-7","2012","no degree/no degree yet","East Germany","","","",""
"6 on scale 1-7","2012","lower secondary degree","West Germany","","","",""
"6 on scale 1-7","2012","lower secondary degree","East Germany","","","",""
"6 on scale 1-7","2012","secondary school degree","West Germany","","","",""
"6 on scale 1-7","2012","secondary school degree","East Germany","","","",""
"6 on scale 1-7","2012","college entrance qualification","West Germany","","","",""
"6 on scale 1-7","2012","college entrance qualification","East Germany","","","",""
"6 on scale 1-7","2012","Other degree","West Germany","","","",""
"6 on scale 1-7","2012","Other degree","East Germany","","","",""
"6 on scale 1-7","2012","no degree/no degree yet","West Germany","","","",""
"6 on scale 1-7","2012","no degree/no degree yet","East Germany","","","",""
"7 Strongly agree","2012","lower secondary degree","West Germany","","","",""
"7 Strongly agree","2012","lower secondary degree","East Germany","","","",""
"7 Strongly agree","2012","secondary school degree","West Germany","","","",""
"7 Strongly agree","2012","secondary school degree","East Germany","","","",""
"7 Strongly agree","2012","college entrance qualification","West Germany","","","",""
"7 Strongly agree","2012","college entrance qualification","East Germany","","","",""
"7 Strongly agree","2012","Other degree","West Germany","","","",""
"7 Strongly agree","2012","Other degree","East Germany","","","",""
"7 Strongly agree","2012","no degree/no degree yet","West Germany","","","",""
"7 Strongly agree","2012","no degree/no degree yet","East Germany","","","",""
"1 Strongly disagree","2013","lower secondary degree","West Germany","","","",""
"1 Strongly disagree","2013","lower secondary degree","East Germany","","","",""
"1 Strongly disagree","2013","secondary school degree","West Germany","","","",""
"1 Strongly disagree","2013","secondary school degree","East Germany","","","",""
"1 Strongly disagree","2013","college entrance qualification","West Germany","","","",""
"1 Strongly disagree","2013","college entrance qualification","East Germany","","","",""
"1 Strongly disagree","2013","Other degree","West Germany","","","",""
"1 Strongly disagree","2013","Other degree","East Germany","","","",""
"1 Strongly disagree","2013","no degree/no degree yet","West Germany","","","",""
"1 Strongly disagree","2013","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2013","lower secondary degree","West Germany","","","",""
"2 on scale 1-7 ","2013","lower secondary degree","East Germany","","","",""
"2 on scale 1-7 ","2013","secondary school degree","West Germany","","","",""
"2 on scale 1-7 ","2013","secondary school degree","East Germany","","","",""
"2 on scale 1-7 ","2013","college entrance qualification","West Germany","","","",""
"2 on scale 1-7 ","2013","college entrance qualification","East Germany","","","",""
"2 on scale 1-7 ","2013","Other degree","West Germany","","","",""
"2 on scale 1-7 ","2013","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2013","no degree/no degree yet","West Germany","","","",""
"2 on scale 1-7 ","2013","no degree/no degree yet","East Germany","","","",""
"3 on scale 1-7 ","2013","lower secondary degree","West Germany","","","",""
"3 on scale 1-7 ","2013","lower secondary degree","East Germany","","","",""
"3 on scale 1-7 ","2013","secondary school degree","West Germany","","","",""
"3 on scale 1-7 ","2013","secondary school degree","East Germany","","","",""
"3 on scale 1-7 ","2013","college entrance qualification","West Germany","","","",""
"3 on scale 1-7 ","2013","college entrance qualification","East Germany","","","",""
"3 on scale 1-7 ","2013","Other degree","West Germany","","","",""
"3 on scale 1-7 ","2013","Other degree","East Germany","","","",""
"3 on scale 1-7 ","2013","no degree/no degree yet","West Germany","","","",""
"3 on scale 1-7 ","2013","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2013","lower secondary degree","West Germany","","","",""
"4 on scale 1-7","2013","lower secondary degree","East Germany","","","",""
"4 on scale 1-7","2013","secondary school degree","West Germany","","","",""
"4 on scale 1-7","2013","secondary school degree","East Germany","","","",""
"4 on scale 1-7","2013","college entrance qualification","West Germany","","","",""
"4 on scale 1-7","2013","college entrance qualification","East Germany","","","",""
"4 on scale 1-7","2013","Other degree","West Germany","","","",""
"4 on scale 1-7","2013","Other degree","East Germany","","","",""
"4 on scale 1-7","2013","no degree/no degree yet","West Germany","","","",""
"4 on scale 1-7","2013","no degree/no degree yet","East Germany","","","",""
"5 on scale 1-7","2013","lower secondary degree","West Germany","","","",""
"5 on scale 1-7","2013","lower secondary degree","East Germany","","","",""
"5 on scale 1-7","2013","secondary school degree","West Germany","","","",""
"5 on scale 1-7","2013","secondary school degree","East Germany","","","",""
"5 on scale 1-7","2013","college entrance qualification","West Germany","","","",""
"5 on scale 1-7","2013","college entrance qualification","East Germany","","","",""
"5 on scale 1-7","2013","Other degree","West Germany","","","",""
"5 on scale 1-7","2013","Other degree","East Germany","","","",""
"5 on scale 1-7","2013","no degree/no degree yet","West Germany","","","",""
"5 on scale 1-7","2013","no degree/no degree yet","East Germany","","","",""
"6 on scale 1-7","2013","lower secondary degree","West Germany","","","",""
"6 on scale 1-7","2013","lower secondary degree","East Germany","","","",""
"6 on scale 1-7","2013","secondary school degree","West Germany","","","",""
"6 on scale 1-7","2013","secondary school degree","East Germany","","","",""
"6 on scale 1-7","2013","college entrance qualification","West Germany","","","",""
"6 on scale 1-7","2013","college entrance qualification","East Germany","","","",""
"6 on scale 1-7","2013","Other degree","West Germany","","","",""
"6 on scale 1-7","2013","Other degree","East Germany","","","",""
"6 on scale 1-7","2013","no degree/no degree yet","West Germany","","","",""
"6 on scale 1-7","2013","no degree/no degree yet","East Germany","","","",""
"7 Strongly agree","2013","lower secondary degree","West Germany","","","",""
"7 Strongly agree","2013","lower secondary degree","East Germany","","","",""
"7 Strongly agree","2013","secondary school degree","West Germany","","","",""
"7 Strongly agree","2013","secondary school degree","East Germany","","","",""
"7 Strongly agree","2013","college entrance qualification","West Germany","","","",""
"7 Strongly agree","2013","college entrance qualification","East Germany","","","",""
"7 Strongly agree","2013","Other degree","West Germany","","","",""
"7 Strongly agree","2013","Other degree","East Germany","","","",""
"7 Strongly agree","2013","no degree/no degree yet","West Germany","","","",""
"7 Strongly agree","2013","no degree/no degree yet","East Germany","","","",""
"1 Strongly disagree","2014","lower secondary degree","West Germany","","","",""
"1 Strongly disagree","2014","lower secondary degree","East Germany","","","",""
"1 Strongly disagree","2014","secondary school degree","West Germany","","","",""
"1 Strongly disagree","2014","secondary school degree","East Germany","","","",""
"1 Strongly disagree","2014","college entrance qualification","West Germany","","","",""
"1 Strongly disagree","2014","college entrance qualification","East Germany","","","",""
"1 Strongly disagree","2014","Other degree","West Germany","","","",""
"1 Strongly disagree","2014","Other degree","East Germany","","","",""
"1 Strongly disagree","2014","no degree/no degree yet","West Germany","","","",""
"1 Strongly disagree","2014","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2014","lower secondary degree","West Germany","","","",""
"2 on scale 1-7 ","2014","lower secondary degree","East Germany","","","",""
"2 on scale 1-7 ","2014","secondary school degree","West Germany","","","",""
"2 on scale 1-7 ","2014","secondary school degree","East Germany","","","",""
"2 on scale 1-7 ","2014","college entrance qualification","West Germany","","","",""
"2 on scale 1-7 ","2014","college entrance qualification","East Germany","","","",""
"2 on scale 1-7 ","2014","Other degree","West Germany","","","",""
"2 on scale 1-7 ","2014","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2014","no degree/no degree yet","West Germany","","","",""
"2 on scale 1-7 ","2014","no degree/no degree yet","East Germany","","","",""
"3 on scale 1-7 ","2014","lower secondary degree","West Germany","","","",""
"3 on scale 1-7 ","2014","lower secondary degree","East Germany","","","",""
"3 on scale 1-7 ","2014","secondary school degree","West Germany","","","",""
"3 on scale 1-7 ","2014","secondary school degree","East Germany","","","",""
"3 on scale 1-7 ","2014","college entrance qualification","West Germany","","","",""
"3 on scale 1-7 ","2014","college entrance qualification","East Germany","","","",""
"3 on scale 1-7 ","2014","Other degree","West Germany","","","",""
"3 on scale 1-7 ","2014","Other degree","East Germany","","","",""
"3 on scale 1-7 ","2014","no degree/no degree yet","West Germany","","","",""
"3 on scale 1-7 ","2014","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2014","lower secondary degree","West Germany","","","",""
"4 on scale 1-7","2014","lower secondary degree","East Germany","","","",""
"4 on scale 1-7","2014","secondary school degree","West Germany","","","",""
"4 on scale 1-7","2014","secondary school degree","East Germany","","","",""
"4 on scale 1-7","2014","college entrance qualification","West Germany","","","",""
"4 on scale 1-7","2014","college entrance qualification","East Germany","","","",""
"4 on scale 1-7","2014","Other degree","West Germany","","","",""
"4 on scale 1-7","2014","Other degree","East Germany","","","",""
"4 on scale 1-7","2014","no degree/no degree yet","West Germany","","","",""
"4 on scale 1-7","2014","no degree/no degree yet","East Germany","","","",""
"5 on scale 1-7","2014","lower secondary degree","West Germany","","","",""
"5 on scale 1-7","2014","lower secondary degree","East Germany","","","",""
"5 on scale 1-7","2014","secondary school degree","West Germany","","","",""
"5 on scale 1-7","2014","secondary school degree","East Germany","","","",""
"5 on scale 1-7","2014","college entrance qualification","West Germany","","","",""
"5 on scale 1-7","2014","college entrance qualification","East Germany","","","",""
"5 on scale 1-7","2014","Other degree","West Germany","","","",""
"5 on scale 1-7","2014","Other degree","East Germany","","","",""
"5 on scale 1-7","2014","no degree/no degree yet","West Germany","","","",""
"5 on scale 1-7","2014","no degree/no degree yet","East Germany","","","",""
"6 on scale 1-7","2014","lower secondary degree","West Germany","","","",""
"6 on scale 1-7","2014","lower secondary degree","East Germany","","","",""
"6 on scale 1-7","2014","secondary school degree","West Germany","","","",""
"6 on scale 1-7","2014","secondary school degree","East Germany","","","",""
"6 on scale 1-7","2014","college entrance qualification","West Germany","","","",""
"6 on scale 1-7","2014","college entrance qualification","East Germany","","","",""
"6 on scale 1-7","2014","Other degree","West Germany","","","",""
"6 on scale 1-7","2014","Other degree","East Germany","","","",""
"6 on scale 1-7","2014","no degree/no degree yet","West Germany","","","",""
"6 on scale 1-7","2014","no degree/no degree yet","East Germany","","","",""
"7 Strongly agree","2014","lower secondary degree","West Germany","","","",""
"7 Strongly agree","2014","lower secondary degree","East Germany","","","",""
"7 Strongly agree","2014","secondary school degree","West Germany","","","",""
"7 Strongly agree","2014","secondary school degree","East Germany","","","",""
"7 Strongly agree","2014","college entrance qualification","West Germany","","","",""
"7 Strongly agree","2014","college entrance qualification","East Germany","","","",""
"7 Strongly agree","2014","Other degree","West Germany","","","",""
"7 Strongly agree","2014","Other degree","East Germany","","","",""
"7 Strongly agree","2014","no degree/no degree yet","West Germany","","","",""
"7 Strongly agree","2014","no degree/no degree yet","East Germany","","","",""
"1 Strongly disagree","2015","lower secondary degree","West Germany","1303","0.241129907540782","0.229571927833404","0.25268788724816"
"1 Strongly disagree","2015","lower secondary degree","East Germany","244","0.225580893822896","0.20116806635143","0.249993721294363"
"1 Strongly disagree","2015","secondary school degree","West Germany","1279","0.25530621584314","0.243038534004451","0.267573897681828"
"1 Strongly disagree","2015","secondary school degree","East Germany","518","0.202912535570689","0.186635170801028","0.219189900340351"
"1 Strongly disagree","2015","college entrance qualification","West Germany","1515","0.247473244238976","0.236467321280715","0.258479167197238"
"1 Strongly disagree","2015","college entrance qualification","East Germany","312","0.237788630757149","0.214717043521405","0.260860217992893"
"1 Strongly disagree","2015","Other degree","West Germany","1264","0.331806787144474","0.316499806040316","0.347113768248632"
"1 Strongly disagree","2015","Other degree","East Germany","108","0.249406858869824","0.205498200518342","0.293315517221305"
"1 Strongly disagree","2015","no degree/no degree yet","West Germany","239","0.263257571768296","0.233386340144064","0.293128803392527"
"1 Strongly disagree","2015","no degree/no degree yet","East Germany","30","0.311499135033137","0.22794118917366","0.395057080892613"
"2 on scale 1-7 ","2015","lower secondary degree","West Germany","1114","0.208204302305013","0.19723386126462","0.219174743345406"
"2 on scale 1-7 ","2015","lower secondary degree","East Germany","237","0.221161752470953","0.196920361138031","0.245403143803875"
"2 on scale 1-7 ","2015","secondary school degree","West Germany","1256","0.247870860917343","0.235722941840671","0.260018779994016"
"2 on scale 1-7 ","2015","secondary school degree","East Germany","597","0.238979049862381","0.221718489582238","0.256239610142523"
"2 on scale 1-7 ","2015","college entrance qualification","West Germany","1863","0.302984053021726","0.291263918071827","0.314704187971624"
"2 on scale 1-7 ","2015","college entrance qualification","East Germany","401","0.284191352456744","0.259748712039002","0.308633992874486"
"2 on scale 1-7 ","2015","Other degree","West Germany","837","0.222896084653986","0.209366431851591","0.23642573745638"
"2 on scale 1-7 ","2015","Other degree","East Germany","75","0.212647452871689","0.171122572877558","0.254172332865821"
"2 on scale 1-7 ","2015","no degree/no degree yet","West Germany","180","0.212539925867518","0.18479143379632","0.240288417938715"
"2 on scale 1-7 ","2015","no degree/no degree yet","East Germany","16","","",""
"3 on scale 1-7 ","2015","lower secondary degree","West Germany","776","0.150665112089847","0.140999741718734","0.160330482460961"
"3 on scale 1-7 ","2015","lower secondary degree","East Germany","182","0.16451768320368","0.142862901032962","0.186172465374397"
"3 on scale 1-7 ","2015","secondary school degree","West Germany","798","0.16782581470087","0.157311536906819","0.178340092494921"
"3 on scale 1-7 ","2015","secondary school degree","East Germany","428","0.198468961105352","0.182326002314935","0.21461191989577"
"3 on scale 1-7 ","2015","college entrance qualification","West Germany","980","0.17176867567377","0.162149249204298","0.181388102143242"
"3 on scale 1-7 ","2015","college entrance qualification","East Germany","245","0.200950585710966","0.179234793573385","0.222666377848547"
"3 on scale 1-7 ","2015","Other degree","West Germany","475","0.141870727986722","0.13052797066731","0.153213485306133"
"3 on scale 1-7 ","2015","Other degree","East Germany","52","0.114844129080617","0.0824878962745614","0.147200361886672"
"3 on scale 1-7 ","2015","no degree/no degree yet","West Germany","125","0.161959696140489","0.136971161876212","0.186948230404765"
"3 on scale 1-7 ","2015","no degree/no degree yet","East Germany","21","","",""
"4 on scale 1-7","2015","lower secondary degree","West Germany","907","0.175831929611549","0.165546334302147","0.18611752492095"
"4 on scale 1-7","2015","lower secondary degree","East Germany","176","0.13733151324483","0.11722735170042","0.15743567478924"
"4 on scale 1-7","2015","secondary school degree","West Germany","711","0.153929762702867","0.143776457191282","0.164083068214451"
"4 on scale 1-7","2015","secondary school degree","East Germany","377","0.162483550924113","0.147552924093918","0.177414177754308"
"4 on scale 1-7","2015","college entrance qualification","West Germany","818","0.150623012722299","0.141500861241087","0.15974516420351"
"4 on scale 1-7","2015","college entrance qualification","East Germany","181","0.112080834000139","0.0949847512526305","0.129176916747647"
"4 on scale 1-7","2015","Other degree","West Germany","471","0.138018528095688","0.126805741810163","0.149231314381212"
"4 on scale 1-7","2015","Other degree","East Germany","66","0.169331013097603","0.131270387131214","0.207391639063991"
"4 on scale 1-7","2015","no degree/no degree yet","West Germany","122","0.158168230341984","0.133418120152817","0.182918340531152"
"4 on scale 1-7","2015","no degree/no degree yet","East Germany","25","","",""
"5 on scale 1-7","2015","lower secondary degree","West Germany","485","0.0916142127460443","0.0838196947977813","0.0994087306943072"
"5 on scale 1-7","2015","lower secondary degree","East Germany","122","0.102743627566299","0.0850093043622522","0.120477950770345"
"5 on scale 1-7","2015","secondary school degree","West Germany","405","0.0860985595951069","0.0782064961266416","0.0939906230635722"
"5 on scale 1-7","2015","secondary school degree","East Germany","185","0.0825697875887988","0.0714300805335523","0.0937094946440453"
"5 on scale 1-7","2015","college entrance qualification","West Germany","434","0.0790807291926147","0.0721982091814407","0.0859632492037886"
"5 on scale 1-7","2015","college entrance qualification","East Germany","107","0.108702273026897","0.0918338326170038","0.125570713436789"
"5 on scale 1-7","2015","Other degree","West Germany","247","0.0606675561695765","0.0529071617397208","0.0684279505994322"
"5 on scale 1-7","2015","Other degree","East Germany","33","0.151937233001926","0.115508859573888","0.188365606429963"
"5 on scale 1-7","2015","no degree/no degree yet","West Germany","66","0.0922875176984309","0.072656153077242","0.11191888231962"
"5 on scale 1-7","2015","no degree/no degree yet","East Germany","15","","",""
"6 on scale 1-7","2015","lower secondary degree","West Germany","351","0.0720337294971957","0.0650480812280185","0.0790193777663728"
"6 on scale 1-7","2015","lower secondary degree","East Germany","73","0.0687499276625861","0.0539708211776568","0.0835290341475154"
"6 on scale 1-7","2015","secondary school degree","West Germany","256","0.0593242324638357","0.0526779470471035","0.0659705178805679"
