"plh0206i05","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2014","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2014","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2014","no migration background","Urban Area","","","",""
"4 on scale 1-7","2014","no migration background","Rural Area","","","",""
"4 on scale 1-7","2014","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2014","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2014","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2014","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2014","no migration background","Urban Area","","","",""
"5 on scale 1-7","2014","no migration background","Rural Area","","","",""
"5 on scale 1-7","2014","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2014","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2014","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2014","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2014","no migration background","Urban Area","","","",""
"6 on scale 1-7","2014","no migration background","Rural Area","","","",""
"6 on scale 1-7","2014","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2014","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2014","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2014","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2014","no migration background","Urban Area","","","",""
"7 Strongly agree","2014","no migration background","Rural Area","","","",""
"7 Strongly agree","2014","direct migration background","Urban Area","","","",""
"7 Strongly agree","2014","direct migration background","Rural Area","","","",""
"7 Strongly agree","2014","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2014","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2015","no migration background","Urban Area","3069","0.252325711329731","0.244529016990884","0.260122405668577"
"1 Strongly disagree","2015","no migration background","Rural Area","1632","0.215988917129069","0.206574858566949","0.225402975691189"
"1 Strongly disagree","2015","direct migration background","Urban Area","1427","0.310945535202071","0.29712327125546","0.324767799148681"
"1 Strongly disagree","2015","direct migration background","Rural Area","472","0.316337077835499","0.292515330423392","0.340158825247605"
"1 Strongly disagree","2015","indirect migration background","Urban Area","345","0.237598717369757","0.215077861540069","0.260119573199445"
"1 Strongly disagree","2015","indirect migration background","Rural Area","76","0.220211263062425","0.174230196904105","0.266192329220745"
"2 on scale 1-7 ","2015","no migration background","Urban Area","3226","0.254607140016611","0.24678723576099","0.262427044272233"
"2 on scale 1-7 ","2015","no migration background","Rural Area","1855","0.241028847310207","0.231244154227769","0.250813540392645"
"2 on scale 1-7 ","2015","direct migration background","Urban Area","979","0.223541659199422","0.211100852033229","0.235982466365615"
"2 on scale 1-7 ","2015","direct migration background","Rural Area","329","0.208503009091404","0.187693666977405","0.229312351205403"
"2 on scale 1-7 ","2015","indirect migration background","Urban Area","339","0.262522430573086","0.239239982048739","0.285804879097433"
"2 on scale 1-7 ","2015","indirect migration background","Rural Area","76","0.238432892129916","0.191149571727121","0.28571621253271"
"3 on scale 1-7 ","2015","no migration background","Urban Area","1945","0.166066241300282","0.159386187076087","0.172746295524477"
"3 on scale 1-7 ","2015","no migration background","Rural Area","1261","0.178581554840257","0.169819608555301","0.187343501125213"
"3 on scale 1-7 ","2015","direct migration background","Urban Area","578","0.142377829454653","0.131943142432137","0.152812516477168"
"3 on scale 1-7 ","2015","direct migration background","Rural Area","206","0.14596608570592","0.127880145436214","0.164052025975626"
"3 on scale 1-7 ","2015","indirect migration background","Urban Area","204","0.15085264677776","0.131914432212296","0.169790861343224"
"3 on scale 1-7 ","2015","indirect migration background","Rural Area","57","0.210702280874199","0.165451525181196","0.255953036567202"
"4 on scale 1-7","2015","no migration background","Urban Area","1784","0.157207238962227","0.150673373304575","0.163741104619879"
"4 on scale 1-7","2015","no migration background","Rural Area","1197","0.156521731255161","0.148209371490985","0.164834091019336"
"4 on scale 1-7","2015","direct migration background","Urban Area","570","0.146632779186154","0.136069621689741","0.157195936682567"
"4 on scale 1-7","2015","direct migration background","Rural Area","198","0.151070400395155","0.132726018585434","0.169414782204875"
"4 on scale 1-7","2015","indirect migration background","Urban Area","204","0.15898603138848","0.139637316541261","0.178334746235699"
"4 on scale 1-7","2015","indirect migration background","Rural Area","47","0.174099332996075","0.132023448323036","0.216175217669114"
"5 on scale 1-7","2015","no migration background","Urban Area","958","0.0849109207069925","0.0799072699016383","0.0899145715123468"
"5 on scale 1-7","2015","no migration background","Rural Area","672","0.0985198976366261","0.0917021627440177","0.105337632529235"
"5 on scale 1-7","2015","direct migration background","Urban Area","309","0.0699596421018484","0.0623426250024308","0.077576659201266"
"5 on scale 1-7","2015","direct migration background","Rural Area","119","0.0850294625348679","0.0707416473300699","0.0993172777396659"
"5 on scale 1-7","2015","indirect migration background","Urban Area","102","0.0806601252613638","0.0662509697000331","0.0950692808226946"
"5 on scale 1-7","2015","indirect migration background","Rural Area","22","","",""
"6 on scale 1-7","2015","no migration background","Urban Area","558","0.0518052314624994","0.0478268253001359","0.055783637624863"
"6 on scale 1-7","2015","no migration background","Rural Area","422","0.0630183333635667","0.0574593027668046","0.0685773639603288"
"6 on scale 1-7","2015","direct migration background","Urban Area","211","0.0514520418746162","0.044855122175572","0.0580489615736604"
"6 on scale 1-7","2015","direct migration background","Rural Area","71","0.0446872777734156","0.0341034617229141","0.055271093823917"
"6 on scale 1-7","2015","indirect migration background","Urban Area","83","0.0530339334159467","0.0411758319191328","0.0648920349127606"
"6 on scale 1-7","2015","indirect migration background","Rural Area","14","","",""
"7 Strongly agree","2015","no migration background","Urban Area","382","0.0330775162216574","0.0298672887471406","0.0362877436961742"
"7 Strongly agree","2015","no migration background","Rural Area","301","0.0463407184651137","0.0415314606164751","0.0511499763137524"
"7 Strongly agree","2015","direct migration background","Urban Area","234","0.0550905129812367","0.0482774287756881","0.0619035971867852"
"7 Strongly agree","2015","direct migration background","Rural Area","69","0.0484066866637399","0.0374126818686256","0.0594006914588543"
"7 Strongly agree","2015","indirect migration background","Urban Area","95","0.0563461152136067","0.0441447229119138","0.0685475075152997"
"7 Strongly agree","2015","indirect migration background","Rural Area","20","","",""
"1 Strongly disagree","2016","no migration background","Urban Area","1","","",""
"1 Strongly disagree","2016","no migration background","Rural Area","1","","",""
"1 Strongly disagree","2016","direct migration background","Urban Area","2063","0.543214587466054","0.525320873170277","0.561108301761831"
"1 Strongly disagree","2016","direct migration background","Rural Area","909","0.658021882661387","0.632546817393308","0.683496947929466"
"1 Strongly disagree","2016","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2016","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2016","no migration background","Urban Area","4","","",""
"2 on scale 1-7 ","2016","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2016","direct migration background","Urban Area","305","0.182778307741333","0.168895064181968","0.196661551300697"
"2 on scale 1-7 ","2016","direct migration background","Rural Area","133","0.114182185213688","0.0971029917178705","0.131261378709505"
"2 on scale 1-7 ","2016","indirect migration background","Urban Area","4","","",""
"2 on scale 1-7 ","2016","indirect migration background","Rural Area","1","","",""
"3 on scale 1-7 ","2016","no migration background","Urban Area","2","","",""
"3 on scale 1-7 ","2016","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2016","direct migration background","Urban Area","187","0.0686492599589572","0.0595661779439431","0.0777323419739712"
"3 on scale 1-7 ","2016","direct migration background","Rural Area","67","0.0589083384015393","0.0462638772105044","0.0715527995925742"
"3 on scale 1-7 ","2016","indirect migration background","Urban Area","2","","",""
"3 on scale 1-7 ","2016","indirect migration background","Rural Area","1","","",""
"4 on scale 1-7","2016","no migration background","Urban Area","","","",""
"4 on scale 1-7","2016","no migration background","Rural Area","1","","",""
"4 on scale 1-7","2016","direct migration background","Urban Area","162","0.075744453877869","0.0662399352614764","0.0852489724942616"
"4 on scale 1-7","2016","direct migration background","Rural Area","74","0.0556435530344913","0.0433331752732109","0.0679539307957717"
"4 on scale 1-7","2016","indirect migration background","Urban Area","1","","",""
"4 on scale 1-7","2016","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2016","no migration background","Urban Area","2","","",""
"5 on scale 1-7","2016","no migration background","Rural Area","","","",""
"5 on scale 1-7","2016","direct migration background","Urban Area","75","0.0435104617345838","0.0361822901106411","0.0508386333585265"
"5 on scale 1-7","2016","direct migration background","Rural Area","53","0.054931022446581","0.0426951040007212","0.0671669408924407"
"5 on scale 1-7","2016","indirect migration background","Urban Area","1","","",""
"5 on scale 1-7","2016","indirect migration background","Rural Area","2","","",""
"6 on scale 1-7","2016","no migration background","Urban Area","","","",""
"6 on scale 1-7","2016","no migration background","Rural Area","","","",""
"6 on scale 1-7","2016","direct migration background","Urban Area","47","0.0322296873851683","0.0258855457821979","0.0385738289881386"
"6 on scale 1-7","2016","direct migration background","Rural Area","26","","",""
"6 on scale 1-7","2016","indirect migration background","Urban Area","5","","",""
"6 on scale 1-7","2016","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2016","no migration background","Urban Area","1","","",""
"7 Strongly agree","2016","no migration background","Rural Area","2","","",""
"7 Strongly agree","2016","direct migration background","Urban Area","138","0.0538732418360354","0.0457632598155964","0.0619832238564743"
"7 Strongly agree","2016","direct migration background","Rural Area","70","0.0395789462035487","0.0291086509654096","0.0500492414416878"
"7 Strongly agree","2016","indirect migration background","Urban Area","1","","",""
"7 Strongly agree","2016","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2017","no migration background","Urban Area","","","",""
"1 Strongly disagree","2017","no migration background","Rural Area","","","",""
"1 Strongly disagree","2017","direct migration background","Urban Area","1419","0.655344710890074","0.634915658625337","0.67577376315481"
"1 Strongly disagree","2017","direct migration background","Rural Area","598","0.781715736023602","0.752614378246544","0.81081709380066"
"1 Strongly disagree","2017","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2017","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2017","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2017","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2017","direct migration background","Urban Area","208","0.10152994600385","0.0885471053345682","0.114512786673131"
"2 on scale 1-7 ","2017","direct migration background","Rural Area","61","0.0691764067795541","0.0512995853557978","0.0870532282033104"
"2 on scale 1-7 ","2017","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2017","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2017","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2017","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2017","direct migration background","Urban Area","114","0.0511291808656251","0.0416611686563626","0.0605971930748877"
"3 on scale 1-7 ","2017","direct migration background","Rural Area","28","","",""
"3 on scale 1-7 ","2017","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2017","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2017","no migration background","Urban Area","","","",""
"4 on scale 1-7","2017","no migration background","Rural Area","","","",""
"4 on scale 1-7","2017","direct migration background","Urban Area","138","0.0756482361204837","0.0642814186384327","0.0870150536025347"
"4 on scale 1-7","2017","direct migration background","Rural Area","37","0.0395040078407699","0.0257811056295906","0.0532269100519493"
"4 on scale 1-7","2017","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2017","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2017","no migration background","Urban Area","","","",""
"5 on scale 1-7","2017","no migration background","Rural Area","","","",""
"5 on scale 1-7","2017","direct migration background","Urban Area","53","0.0344711608432439","0.0266290779997681","0.0423132436867198"
"5 on scale 1-7","2017","direct migration background","Rural Area","11","","",""
"5 on scale 1-7","2017","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2017","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2017","no migration background","Urban Area","","","",""
"6 on scale 1-7","2017","no migration background","Rural Area","","","",""
"6 on scale 1-7","2017","direct migration background","Urban Area","22","","",""
"6 on scale 1-7","2017","direct migration background","Rural Area","7","","",""
"6 on scale 1-7","2017","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2017","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2017","no migration background","Urban Area","","","",""
"7 Strongly agree","2017","no migration background","Rural Area","","","",""
"7 Strongly agree","2017","direct migration background","Urban Area","125","0.0695433724153993","0.0586089263462284","0.0804778184845701"
"7 Strongly agree","2017","direct migration background","Rural Area","32","0.032602340780429","0.0200909808524371","0.0451137007084209"
"7 Strongly agree","2017","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2017","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2018","no migration background","Urban Area","","","",""
"1 Strongly disagree","2018","no migration background","Rural Area","","","",""
"1 Strongly disagree","2018","direct migration background","Urban Area","155","0.630141199938758","0.571795731266371","0.688486668611146"
"1 Strongly disagree","2018","direct migration background","Rural Area","94","0.665299150857114","0.59101107092836","0.739587230785868"
"1 Strongly disagree","2018","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2018","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2018","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2018","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2018","direct migration background","Urban Area","21","","",""
"2 on scale 1-7 ","2018","direct migration background","Rural Area","17","","",""
"2 on scale 1-7 ","2018","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2018","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2018","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2018","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2018","direct migration background","Urban Area","19","","",""
"3 on scale 1-7 ","2018","direct migration background","Rural Area","9","","",""
"3 on scale 1-7 ","2018","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2018","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2018","no migration background","Urban Area","","","",""
"4 on scale 1-7","2018","no migration background","Rural Area","","","",""
"4 on scale 1-7","2018","direct migration background","Urban Area","25","","",""
"4 on scale 1-7","2018","direct migration background","Rural Area","13","","",""
"4 on scale 1-7","2018","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2018","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2018","no migration background","Urban Area","","","",""
"5 on scale 1-7","2018","no migration background","Rural Area","","","",""
"5 on scale 1-7","2018","direct migration background","Urban Area","16","","",""
"5 on scale 1-7","2018","direct migration background","Rural Area","3","","",""
"5 on scale 1-7","2018","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2018","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2018","no migration background","Urban Area","","","",""
"6 on scale 1-7","2018","no migration background","Rural Area","","","",""
"6 on scale 1-7","2018","direct migration background","Urban Area","2","","",""
"6 on scale 1-7","2018","direct migration background","Rural Area","2","","",""
"6 on scale 1-7","2018","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2018","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2018","no migration background","Urban Area","","","",""
"7 Strongly agree","2018","no migration background","Rural Area","","","",""
"7 Strongly agree","2018","direct migration background","Urban Area","25","","",""
"7 Strongly agree","2018","direct migration background","Rural Area","17","","",""
"7 Strongly agree","2018","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2018","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2019","no migration background","Urban Area","","","",""
"1 Strongly disagree","2019","no migration background","Rural Area","","","",""
"1 Strongly disagree","2019","direct migration background","Urban Area","80","0.508395929524728","0.43346539973116","0.583326459318296"
"1 Strongly disagree","2019","direct migration background","Rural Area","56","0.54350785321764","0.446365868744595","0.640649837690686"
"1 Strongly disagree","2019","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2019","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2019","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2019","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2019","direct migration background","Urban Area","22","","",""
"2 on scale 1-7 ","2019","direct migration background","Rural Area","18","","",""
"2 on scale 1-7 ","2019","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2019","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2019","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2019","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2019","direct migration background","Urban Area","22","","",""
"3 on scale 1-7 ","2019","direct migration background","Rural Area","7","","",""
"3 on scale 1-7 ","2019","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2019","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2019","no migration background","Urban Area","","","",""
"4 on scale 1-7","2019","no migration background","Rural Area","","","",""
"4 on scale 1-7","2019","direct migration background","Urban Area","17","","",""
"4 on scale 1-7","2019","direct migration background","Rural Area","10","","",""
"4 on scale 1-7","2019","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2019","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2019","no migration background","Urban Area","","","",""
"5 on scale 1-7","2019","no migration background","Rural Area","","","",""
"5 on scale 1-7","2019","direct migration background","Urban Area","7","","",""
"5 on scale 1-7","2019","direct migration background","Rural Area","5","","",""
"5 on scale 1-7","2019","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2019","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2019","no migration background","Urban Area","","","",""
"6 on scale 1-7","2019","no migration background","Rural Area","","","",""
"6 on scale 1-7","2019","direct migration background","Urban Area","6","","",""
"6 on scale 1-7","2019","direct migration background","Rural Area","2","","",""
"6 on scale 1-7","2019","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2019","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2019","no migration background","Urban Area","","","",""
"7 Strongly agree","2019","no migration background","Rural Area","","","",""
"7 Strongly agree","2019","direct migration background","Urban Area","17","","",""
"7 Strongly agree","2019","direct migration background","Rural Area","3","","",""
"7 Strongly agree","2019","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2019","indirect migration background","Rural Area","","","",""
