"pld0045","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Rarely","2006","college entrance qualification","Couple + C. GT 16 ","","","",""
"Rarely","2006","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Rarely","2006","Other degree","1-pers.-HH","","","",""
"Rarely","2006","Other degree","(Married) couple without C. ","","","",""
"Rarely","2006","Other degree","Single parent ","","","",""
"Rarely","2006","Other degree","Couple + C. LE 16 ","","","",""
"Rarely","2006","Other degree","Couple + C. GT 16 ","","","",""
"Rarely","2006","Other degree","Couple + C. LE and GT 16","","","",""
"Rarely","2006","no degree/no degree yet","1-pers.-HH","","","",""
"Rarely","2006","no degree/no degree yet","(Married) couple without C. ","","","",""
"Rarely","2006","no degree/no degree yet","Single parent ","","","",""
"Rarely","2006","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Rarely","2006","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Rarely","2006","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Never","2006","lower secondary degree","1-pers.-HH","","","",""
"Never","2006","lower secondary degree","(Married) couple without C. ","","","",""
"Never","2006","lower secondary degree","Single parent ","","","",""
"Never","2006","lower secondary degree","Couple + C. LE 16 ","","","",""
"Never","2006","lower secondary degree","Couple + C. GT 16 ","","","",""
"Never","2006","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Never","2006","secondary school degree","1-pers.-HH","","","",""
"Never","2006","secondary school degree","(Married) couple without C. ","","","",""
"Never","2006","secondary school degree","Single parent ","","","",""
"Never","2006","secondary school degree","Couple + C. LE 16 ","","","",""
"Never","2006","secondary school degree","Couple + C. GT 16 ","","","",""
"Never","2006","secondary school degree","Couple + C. LE and GT 16","","","",""
"Never","2006","college entrance qualification","1-pers.-HH","","","",""
"Never","2006","college entrance qualification","(Married) couple without C. ","","","",""
"Never","2006","college entrance qualification","Single parent ","","","",""
"Never","2006","college entrance qualification","Couple + C. LE 16 ","","","",""
"Never","2006","college entrance qualification","Couple + C. GT 16 ","","","",""
"Never","2006","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","2006","Other degree","1-pers.-HH","","","",""
"Never","2006","Other degree","(Married) couple without C. ","","","",""
"Never","2006","Other degree","Single parent ","","","",""
"Never","2006","Other degree","Couple + C. LE 16 ","","","",""
"Never","2006","Other degree","Couple + C. GT 16 ","","","",""
"Never","2006","Other degree","Couple + C. LE and GT 16","","","",""
"Never","2006","no degree/no degree yet","1-pers.-HH","","","",""
"Never","2006","no degree/no degree yet","(Married) couple without C. ","","","",""
"Never","2006","no degree/no degree yet","Single parent ","","","",""
"Never","2006","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Never","2006","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Never","2006","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Very often","2007","lower secondary degree","1-pers.-HH","","","",""
"Very often","2007","lower secondary degree","(Married) couple without C. ","","","",""
"Very often","2007","lower secondary degree","Single parent ","","","",""
"Very often","2007","lower secondary degree","Couple + C. LE 16 ","","","",""
"Very often","2007","lower secondary degree","Couple + C. GT 16 ","","","",""
"Very often","2007","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Very often","2007","secondary school degree","1-pers.-HH","","","",""
"Very often","2007","secondary school degree","(Married) couple without C. ","","","",""
"Very often","2007","secondary school degree","Single parent ","","","",""
"Very often","2007","secondary school degree","Couple + C. LE 16 ","","","",""
"Very often","2007","secondary school degree","Couple + C. GT 16 ","","","",""
"Very often","2007","secondary school degree","Couple + C. LE and GT 16","","","",""
"Very often","2007","college entrance qualification","1-pers.-HH","","","",""
"Very often","2007","college entrance qualification","(Married) couple without C. ","","","",""
"Very often","2007","college entrance qualification","Single parent ","","","",""
"Very often","2007","college entrance qualification","Couple + C. LE 16 ","","","",""
"Very often","2007","college entrance qualification","Couple + C. GT 16 ","","","",""
"Very often","2007","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Very often","2007","Other degree","1-pers.-HH","","","",""
"Very often","2007","Other degree","(Married) couple without C. ","","","",""
"Very often","2007","Other degree","Single parent ","","","",""
"Very often","2007","Other degree","Couple + C. LE 16 ","","","",""
"Very often","2007","Other degree","Couple + C. GT 16 ","","","",""
"Very often","2007","Other degree","Couple + C. LE and GT 16","","","",""
"Very often","2007","no degree/no degree yet","1-pers.-HH","","","",""
"Very often","2007","no degree/no degree yet","(Married) couple without C. ","","","",""
"Very often","2007","no degree/no degree yet","Single parent ","","","",""
"Very often","2007","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Very often","2007","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Very often","2007","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Often","2007","lower secondary degree","1-pers.-HH","","","",""
"Often","2007","lower secondary degree","(Married) couple without C. ","","","",""
"Often","2007","lower secondary degree","Single parent ","","","",""
"Often","2007","lower secondary degree","Couple + C. LE 16 ","","","",""
"Often","2007","lower secondary degree","Couple + C. GT 16 ","","","",""
"Often","2007","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Often","2007","secondary school degree","1-pers.-HH","","","",""
"Often","2007","secondary school degree","(Married) couple without C. ","","","",""
"Often","2007","secondary school degree","Single parent ","","","",""
"Often","2007","secondary school degree","Couple + C. LE 16 ","","","",""
"Often","2007","secondary school degree","Couple + C. GT 16 ","","","",""
"Often","2007","secondary school degree","Couple + C. LE and GT 16","","","",""
"Often","2007","college entrance qualification","1-pers.-HH","","","",""
"Often","2007","college entrance qualification","(Married) couple without C. ","","","",""
"Often","2007","college entrance qualification","Single parent ","","","",""
"Often","2007","college entrance qualification","Couple + C. LE 16 ","","","",""
"Often","2007","college entrance qualification","Couple + C. GT 16 ","","","",""
"Often","2007","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Often","2007","Other degree","1-pers.-HH","","","",""
"Often","2007","Other degree","(Married) couple without C. ","","","",""
"Often","2007","Other degree","Single parent ","","","",""
"Often","2007","Other degree","Couple + C. LE 16 ","","","",""
"Often","2007","Other degree","Couple + C. GT 16 ","","","",""
"Often","2007","Other degree","Couple + C. LE and GT 16","","","",""
"Often","2007","no degree/no degree yet","1-pers.-HH","","","",""
"Often","2007","no degree/no degree yet","(Married) couple without C. ","","","",""
"Often","2007","no degree/no degree yet","Single parent ","","","",""
"Often","2007","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Often","2007","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Often","2007","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Sometimes","2007","lower secondary degree","1-pers.-HH","","","",""
"Sometimes","2007","lower secondary degree","(Married) couple without C. ","","","",""
"Sometimes","2007","lower secondary degree","Single parent ","","","",""
"Sometimes","2007","lower secondary degree","Couple + C. LE 16 ","","","",""
"Sometimes","2007","lower secondary degree","Couple + C. GT 16 ","","","",""
"Sometimes","2007","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2007","secondary school degree","1-pers.-HH","","","",""
"Sometimes","2007","secondary school degree","(Married) couple without C. ","","","",""
"Sometimes","2007","secondary school degree","Single parent ","","","",""
"Sometimes","2007","secondary school degree","Couple + C. LE 16 ","","","",""
"Sometimes","2007","secondary school degree","Couple + C. GT 16 ","","","",""
"Sometimes","2007","secondary school degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2007","college entrance qualification","1-pers.-HH","","","",""
"Sometimes","2007","college entrance qualification","(Married) couple without C. ","","","",""
"Sometimes","2007","college entrance qualification","Single parent ","","","",""
"Sometimes","2007","college entrance qualification","Couple + C. LE 16 ","","","",""
"Sometimes","2007","college entrance qualification","Couple + C. GT 16 ","","","",""
"Sometimes","2007","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Sometimes","2007","Other degree","1-pers.-HH","","","",""
"Sometimes","2007","Other degree","(Married) couple without C. ","","","",""
"Sometimes","2007","Other degree","Single parent ","","","",""
"Sometimes","2007","Other degree","Couple + C. LE 16 ","","","",""
"Sometimes","2007","Other degree","Couple + C. GT 16 ","","","",""
"Sometimes","2007","Other degree","Couple + C. LE and GT 16","","","",""
"Sometimes","2007","no degree/no degree yet","1-pers.-HH","","","",""
"Sometimes","2007","no degree/no degree yet","(Married) couple without C. ","","","",""
"Sometimes","2007","no degree/no degree yet","Single parent ","","","",""
"Sometimes","2007","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Sometimes","2007","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Sometimes","2007","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Rarely","2007","lower secondary degree","1-pers.-HH","","","",""
"Rarely","2007","lower secondary degree","(Married) couple without C. ","","","",""
"Rarely","2007","lower secondary degree","Single parent ","","","",""
"Rarely","2007","lower secondary degree","Couple + C. LE 16 ","","","",""
"Rarely","2007","lower secondary degree","Couple + C. GT 16 ","","","",""
"Rarely","2007","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Rarely","2007","secondary school degree","1-pers.-HH","","","",""
"Rarely","2007","secondary school degree","(Married) couple without C. ","","","",""
"Rarely","2007","secondary school degree","Single parent ","","","",""
"Rarely","2007","secondary school degree","Couple + C. LE 16 ","","","",""
"Rarely","2007","secondary school degree","Couple + C. GT 16 ","","","",""
"Rarely","2007","secondary school degree","Couple + C. LE and GT 16","","","",""
"Rarely","2007","college entrance qualification","1-pers.-HH","","","",""
"Rarely","2007","college entrance qualification","(Married) couple without C. ","","","",""
"Rarely","2007","college entrance qualification","Single parent ","","","",""
"Rarely","2007","college entrance qualification","Couple + C. LE 16 ","","","",""
"Rarely","2007","college entrance qualification","Couple + C. GT 16 ","","","",""
"Rarely","2007","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Rarely","2007","Other degree","1-pers.-HH","","","",""
"Rarely","2007","Other degree","(Married) couple without C. ","","","",""
"Rarely","2007","Other degree","Single parent ","","","",""
"Rarely","2007","Other degree","Couple + C. LE 16 ","","","",""
"Rarely","2007","Other degree","Couple + C. GT 16 ","","","",""
"Rarely","2007","Other degree","Couple + C. LE and GT 16","","","",""
"Rarely","2007","no degree/no degree yet","1-pers.-HH","","","",""
"Rarely","2007","no degree/no degree yet","(Married) couple without C. ","","","",""
"Rarely","2007","no degree/no degree yet","Single parent ","","","",""
"Rarely","2007","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Rarely","2007","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Rarely","2007","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Never","2007","lower secondary degree","1-pers.-HH","","","",""
"Never","2007","lower secondary degree","(Married) couple without C. ","","","",""
"Never","2007","lower secondary degree","Single parent ","","","",""
"Never","2007","lower secondary degree","Couple + C. LE 16 ","","","",""
"Never","2007","lower secondary degree","Couple + C. GT 16 ","","","",""
"Never","2007","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Never","2007","secondary school degree","1-pers.-HH","","","",""
"Never","2007","secondary school degree","(Married) couple without C. ","","","",""
"Never","2007","secondary school degree","Single parent ","","","",""
"Never","2007","secondary school degree","Couple + C. LE 16 ","","","",""
"Never","2007","secondary school degree","Couple + C. GT 16 ","","","",""
"Never","2007","secondary school degree","Couple + C. LE and GT 16","","","",""
"Never","2007","college entrance qualification","1-pers.-HH","","","",""
"Never","2007","college entrance qualification","(Married) couple without C. ","","","",""
"Never","2007","college entrance qualification","Single parent ","","","",""
"Never","2007","college entrance qualification","Couple + C. LE 16 ","","","",""
"Never","2007","college entrance qualification","Couple + C. GT 16 ","","","",""
"Never","2007","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Never","2007","Other degree","1-pers.-HH","","","",""
"Never","2007","Other degree","(Married) couple without C. ","","","",""
"Never","2007","Other degree","Single parent ","","","",""
"Never","2007","Other degree","Couple + C. LE 16 ","","","",""
"Never","2007","Other degree","Couple + C. GT 16 ","","","",""
"Never","2007","Other degree","Couple + C. LE and GT 16","","","",""
"Never","2007","no degree/no degree yet","1-pers.-HH","","","",""
"Never","2007","no degree/no degree yet","(Married) couple without C. ","","","",""
"Never","2007","no degree/no degree yet","Single parent ","","","",""
"Never","2007","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Never","2007","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Never","2007","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Very often","2008","lower secondary degree","1-pers.-HH","63","0.0529098534235149","0.0404503370031262","0.0653693698439036"
"Very often","2008","lower secondary degree","(Married) couple without C. ","111","0.0428619700828487","0.0354218883235877","0.0503020518421096"
"Very often","2008","lower secondary degree","Single parent ","15","","",""
"Very often","2008","lower secondary degree","Couple + C. LE 16 ","46","0.0552633859194729","0.0385501714005466","0.0719766004383993"
"Very often","2008","lower secondary degree","Couple + C. GT 16 ","39","0.0456129931654155","0.0320866145915994","0.0591393717392315"
"Very often","2008","lower secondary degree","Couple + C. LE and GT 16","18","","",""
"Very often","2008","secondary school degree","1-pers.-HH","37","0.0395910128809448","0.0259415213400814","0.0532405044218082"
"Very often","2008","secondary school degree","(Married) couple without C. ","86","0.0460713703200974","0.0367112648974133","0.0554314757427816"
"Very often","2008","secondary school degree","Single parent ","21","","",""
"Very often","2008","secondary school degree","Couple + C. LE 16 ","80","0.066585845787539","0.052120346767157","0.081051344807921"
"Very often","2008","secondary school degree","Couple + C. GT 16 ","61","0.0569393283609287","0.0428626977850061","0.0710159589368513"
"Very often","2008","secondary school degree","Couple + C. LE and GT 16","18","","",""
"Very often","2008","college entrance qualification","1-pers.-HH","50","0.0547506305356187","0.0392083073954048","0.0702929536758327"
"Very often","2008","college entrance qualification","(Married) couple without C. ","81","0.0400100810678371","0.0309234296773492","0.0490967324583251"
"Very often","2008","college entrance qualification","Single parent ","17","","",""
"Very often","2008","college entrance qualification","Couple + C. LE 16 ","74","0.0775947343007897","0.0617487929791181","0.0934406756224613"
"Very often","2008","college entrance qualification","Couple + C. GT 16 ","57","0.0839361493639954","0.065150649502609","0.102721649225382"
"Very often","2008","college entrance qualification","Couple + C. LE and GT 16","21","","",""
"Very often","2008","Other degree","1-pers.-HH","6","","",""
"Very often","2008","Other degree","(Married) couple without C. ","10","","",""
"Very often","2008","Other degree","Single parent ","1","","",""
"Very often","2008","Other degree","Couple + C. LE 16 ","8","","",""
"Very often","2008","Other degree","Couple + C. GT 16 ","10","","",""
"Very often","2008","Other degree","Couple + C. LE and GT 16","","","",""
"Very often","2008","no degree/no degree yet","1-pers.-HH","2","","",""
"Very often","2008","no degree/no degree yet","(Married) couple without C. ","2","","",""
"Very often","2008","no degree/no degree yet","Single parent ","7","","",""
"Very often","2008","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Very often","2008","no degree/no degree yet","Couple + C. GT 16 ","9","","",""
"Very often","2008","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"Often","2008","lower secondary degree","1-pers.-HH","76","0.0688594593095336","0.0547657058416652","0.0829532127774019"
"Often","2008","lower secondary degree","(Married) couple without C. ","200","0.0746655093582624","0.0650102543485271","0.0843207643679977"
"Often","2008","lower secondary degree","Single parent ","30","0.0953387378005411","0.0629583350867807","0.127719140514302"
"Often","2008","lower secondary degree","Couple + C. LE 16 ","82","0.118005259573687","0.0944075664618126","0.141602952685562"
"Often","2008","lower secondary degree","Couple + C. GT 16 ","71","0.0730621733305326","0.0561909494253827","0.0899333972356825"
"Often","2008","lower secondary degree","Couple + C. LE and GT 16","27","","",""
"Often","2008","secondary school degree","1-pers.-HH","57","0.0706249298676169","0.0526914494135836","0.0885584103216503"
"Often","2008","secondary school degree","(Married) couple without C. ","152","0.085266466125019","0.0727971204120417","0.0977358118379963"
"Often","2008","secondary school degree","Single parent ","31","0.0897867124827859","0.0599646030835","0.119608821882072"
"Often","2008","secondary school degree","Couple + C. LE 16 ","107","0.108039780448399","0.0900274519749941","0.126052108921803"
"Often","2008","secondary school degree","Couple + C. GT 16 ","98","0.0940297643708628","0.07629961619815","0.111759912543576"
"Often","2008","secondary school degree","Couple + C. LE and GT 16","48","0.145772329823771","0.110928623465611","0.180616036181931"
"Often","2008","college entrance qualification","1-pers.-HH","80","0.0851259367971089","0.0660599282537769","0.104191945340441"
"Often","2008","college entrance qualification","(Married) couple without C. ","169","0.113292132020358","0.0985969161323291","0.127987347908387"
"Often","2008","college entrance qualification","Single parent ","41","0.16957760490291","0.121080261659191","0.218074948146629"
"Often","2008","college entrance qualification","Couple + C. LE 16 ","126","0.0879162499735214","0.0711439365999379","0.104688563347105"
"Often","2008","college entrance qualification","Couple + C. GT 16 ","101","0.107815086830161","0.0868038040353754","0.128826369624947"
"Often","2008","college entrance qualification","Couple + C. LE and GT 16","39","0.143195383437445","0.101871706534244","0.184519060340645"
"Often","2008","Other degree","1-pers.-HH","7","","",""
"Often","2008","Other degree","(Married) couple without C. ","24","","",""
"Often","2008","Other degree","Single parent ","","","",""
"Often","2008","Other degree","Couple + C. LE 16 ","9","","",""
"Often","2008","Other degree","Couple + C. GT 16 ","11","","",""
"Often","2008","Other degree","Couple + C. LE and GT 16","10","","",""
"Often","2008","no degree/no degree yet","1-pers.-HH","3","","",""
"Often","2008","no degree/no degree yet","(Married) couple without C. ","7","","",""
"Often","2008","no degree/no degree yet","Single parent ","8","","",""
"Often","2008","no degree/no degree yet","Couple + C. LE 16 ","1","","",""
"Often","2008","no degree/no degree yet","Couple + C. GT 16 ","15","","",""
"Often","2008","no degree/no degree yet","Couple + C. LE and GT 16","12","","",""
"Sometimes","2008","lower secondary degree","1-pers.-HH","80","0.0630190136923949","0.0494939774247155","0.0765440499600742"
"Sometimes","2008","lower secondary degree","(Married) couple without C. ","235","0.081636322762728","0.0715785128447537","0.0916941326807024"
"Sometimes","2008","lower secondary degree","Single parent ","29","","",""
"Sometimes","2008","lower secondary degree","Couple + C. LE 16 ","93","0.135037603135035","0.11003922442694","0.16003598184313"
"Sometimes","2008","lower secondary degree","Couple + C. GT 16 ","81","0.0909888170100173","0.0723441936114543","0.10963344040858"
"Sometimes","2008","lower secondary degree","Couple + C. LE and GT 16","35","0.122276559264751","0.082981050718488","0.161572067811014"
"Sometimes","2008","secondary school degree","1-pers.-HH","72","0.107880311554494","0.0861646673364097","0.129595955772578"
"Sometimes","2008","secondary school degree","(Married) couple without C. ","191","0.10994150993893","0.0959746957344105","0.123908324143449"
"Sometimes","2008","secondary school degree","Single parent ","34","0.0893369639545836","0.0595822905720549","0.119091637337112"
"Sometimes","2008","secondary school degree","Couple + C. LE 16 ","137","0.131609643580201","0.111993816642147","0.151225470518255"
"Sometimes","2008","secondary school degree","Couple + C. GT 16 ","127","0.106169789902899","0.0874564752620688","0.124883104543729"
"Sometimes","2008","secondary school degree","Couple + C. LE and GT 16","55","0.177500720526763","0.139772371305314","0.215229069748211"
"Sometimes","2008","college entrance qualification","1-pers.-HH","86","0.0794814541114648","0.0610016507053004","0.0979612575176291"
"Sometimes","2008","college entrance qualification","(Married) couple without C. ","188","0.0995613097950031","0.0856791132379538","0.113443506352052"
"Sometimes","2008","college entrance qualification","Single parent ","23","","",""
"Sometimes","2008","college entrance qualification","Couple + C. LE 16 ","162","0.159043723180223","0.137382348892336","0.18070509746811"
"Sometimes","2008","college entrance qualification","Couple + C. GT 16 ","91","0.0957762819907898","0.0758396268694365","0.115712937112143"
"Sometimes","2008","college entrance qualification","Couple + C. LE and GT 16","40","0.112838440676581","0.0755114098189832","0.150165471534179"
"Sometimes","2008","Other degree","1-pers.-HH","4","","",""
"Sometimes","2008","Other degree","(Married) couple without C. ","28","","",""
"Sometimes","2008","Other degree","Single parent ","7","","",""
"Sometimes","2008","Other degree","Couple + C. LE 16 ","24","","",""
"Sometimes","2008","Other degree","Couple + C. GT 16 ","21","","",""
"Sometimes","2008","Other degree","Couple + C. LE and GT 16","7","","",""
"Sometimes","2008","no degree/no degree yet","1-pers.-HH","4","","",""
"Sometimes","2008","no degree/no degree yet","(Married) couple without C. ","5","","",""
"Sometimes","2008","no degree/no degree yet","Single parent ","7","","",""
"Sometimes","2008","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"Sometimes","2008","no degree/no degree yet","Couple + C. GT 16 ","20","","",""
"Sometimes","2008","no degree/no degree yet","Couple + C. LE and GT 16","15","","",""
"Rarely","2008","lower secondary degree","1-pers.-HH","175","0.136954744943964","0.117819123327231","0.156090366560697"
"Rarely","2008","lower secondary degree","(Married) couple without C. ","432","0.15502292151772","0.141728336669629","0.168317506365811"
"Rarely","2008","lower secondary degree","Single parent ","46","0.150992481748628","0.111516041884956","0.190468921612301"
"Rarely","2008","lower secondary degree","Couple + C. LE 16 ","137","0.178789319051481","0.150761845674535","0.206816792428427"
"Rarely","2008","lower secondary degree","Couple + C. GT 16 ","161","0.175590412916491","0.150924516123596","0.200256309709387"
"Rarely","2008","lower secondary degree","Couple + C. LE and GT 16","54","0.174222689111068","0.128726367033501","0.219719011188636"
"Rarely","2008","secondary school degree","1-pers.-HH","116","0.152192100016988","0.127048072456233","0.177336127577742"
"Rarely","2008","secondary school degree","(Married) couple without C. ","325","0.171599377914996","0.154765456462283","0.188433299367708"
"Rarely","2008","secondary school degree","Single parent ","67","0.151698939650759","0.114276937807059","0.189120941494459"
"Rarely","2008","secondary school degree","Couple + C. LE 16 ","245","0.210663986806808","0.187003080425927","0.234324893187688"
"Rarely","2008","secondary school degree","Couple + C. GT 16 ","218","0.220614402533737","0.195425117255101","0.245803687812373"
"Rarely","2008","secondary school degree","Couple + C. LE and GT 16","97","0.236951218427377","0.194965111755626","0.278937325099129"
"Rarely","2008","college entrance qualification","1-pers.-HH","141","0.1717731339458","0.146003962787896","0.197542305103704"
"Rarely","2008","college entrance qualification","(Married) couple without C. ","326","0.203651731788427","0.184980138084159","0.222323325492695"
"Rarely","2008","college entrance qualification","Single parent ","38","0.198228752290621","0.146706749631168","0.249750754950073"
"Rarely","2008","college entrance qualification","Couple + C. LE 16 ","226","0.200195862391238","0.176495204397348","0.223896520385129"
"Rarely","2008","college entrance qualification","Couple + C. GT 16 ","146","0.20360400964292","0.176324091824951","0.230883927460889"
"Rarely","2008","college entrance qualification","Couple + C. LE and GT 16","53","0.265486497160117","0.213389263783218","0.317583730537016"
"Rarely","2008","Other degree","1-pers.-HH","8","","",""
"Rarely","2008","Other degree","(Married) couple without C. ","48","0.137030837798932","0.100532112569669","0.173529563028195"
"Rarely","2008","Other degree","Single parent ","3","","",""
"Rarely","2008","Other degree","Couple + C. LE 16 ","32","0.195130386699301","0.138631172540602","0.251629600858"
"Rarely","2008","Other degree","Couple + C. GT 16 ","24","","",""
"Rarely","2008","Other degree","Couple + C. LE and GT 16","15","","",""
"Rarely","2008","no degree/no degree yet","1-pers.-HH","3","","",""
"Rarely","2008","no degree/no degree yet","(Married) couple without C. ","12","","",""
"Rarely","2008","no degree/no degree yet","Single parent ","13","","",""
"Rarely","2008","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Rarely","2008","no degree/no degree yet","Couple + C. GT 16 ","34","0.211980467538792","0.153085438418374","0.27087549665921"
"Rarely","2008","no degree/no degree yet","Couple + C. LE and GT 16","36","0.247319981939544","0.176604440868367","0.31803552301072"
"Never","2008","lower secondary degree","1-pers.-HH","846","0.678256928630593","0.65225599339359","0.704257863867595"
"Never","2008","lower secondary degree","(Married) couple without C. ","1869","0.645813276278441","0.628245209204136","0.663381343352746"
"Never","2008","lower secondary degree","Single parent ","196","0.600290533902972","0.546282606159065","0.654298461646879"
"Never","2008","lower secondary degree","Couple + C. LE 16 ","360","0.512904432320324","0.476344011679263","0.549464852961385"
"Never","2008","lower secondary degree","Couple + C. GT 16 ","562","0.614745603577543","0.583195810832561","0.646295396322525"
"Never","2008","lower secondary degree","Couple + C. LE and GT 16","133","0.521449058786507","0.461530343700946","0.581367773872068"
"Never","2008","secondary school degree","1-pers.-HH","502","0.629711645679957","0.595910536720947","0.663512754638967"
"Never","2008","secondary school degree","(Married) couple without C. ","1173","0.587121275700959","0.565138506767158","0.609104044634759"
"Never","2008","secondary school degree","Single parent ","200","0.607395526992521","0.556453742453824","0.658337311531218"
"Never","2008","secondary school degree","Couple + C. LE 16 ","572","0.483100743377054","0.454105478832155","0.512096007921952"
"Never","2008","secondary school degree","Couple + C. GT 16 ","537","0.522246714831573","0.491903441747924","0.552589987915222"
"Never","2008","secondary school degree","Couple + C. LE and GT 16","176","0.410477360652224","0.36190437170978","0.459050349594667"
"Never","2008","college entrance qualification","1-pers.-HH","466","0.608868844610008","0.575528410145256","0.64220927907476"
"Never","2008","college entrance qualification","(Married) couple without C. ","1023","0.543484745328375","0.520390320992823","0.566579169663927"
"Never","2008","college entrance qualification","Single parent ","111","0.480826164403872","0.416255594760765","0.545396734046979"
"Never","2008","college entrance qualification","Couple + C. LE 16 ","507","0.475249430154228","0.445670783913722","0.504828076394734"
"Never","2008","college entrance qualification","Couple + C. GT 16 ","442","0.508868472172134","0.475000667898443","0.542736276445824"
"Never","2008","college entrance qualification","Couple + C. LE and GT 16","123","0.424608758141282","0.366295185804002","0.482922330478562"
"Never","2008","Other degree","1-pers.-HH","66","0.772111124567578","0.685926684895708","0.858295564239447"
"Never","2008","Other degree","(Married) couple without C. ","231","0.65199486283286","0.601437336593202","0.702552389072517"
"Never","2008","Other degree","Single parent ","41","0.788066103114767","0.676988127825609","0.899144078403925"
"Never","2008","Other degree","Couple + C. LE 16 ","116","0.54132878930611","0.470289518956265","0.612368059655954"
"Never","2008","Other degree","Couple + C. GT 16 ","104","0.596383550874314","0.52263204585512","0.670135055893509"
"Never","2008","Other degree","Couple + C. LE and GT 16","29","","",""
"Never","2008","no degree/no degree yet","1-pers.-HH","20","","",""
"Never","2008","no degree/no degree yet","(Married) couple without C. ","52","0.730261547140975","0.631767170209618","0.828755924072332"
"Never","2008","no degree/no degree yet","Single parent ","33","0.377813343250191","0.2625761618846","0.493050524615782"
"Never","2008","no degree/no degree yet","Couple + C. LE 16 ","20","","",""
"Never","2008","no degree/no degree yet","Couple + C. GT 16 ","107","0.591990384682452","0.521170575507573","0.662810193857331"
"Never","2008","no degree/no degree yet","Couple + C. LE and GT 16","74","0.454704967703796","0.373091713998681","0.536318221408911"
"Very often","2009","lower secondary degree","1-pers.-HH","","","",""
"Very often","2009","lower secondary degree","(Married) couple without C. ","","","",""
"Very often","2009","lower secondary degree","Single parent ","","","",""
"Very often","2009","lower secondary degree","Couple + C. LE 16 ","","","",""
"Very often","2009","lower secondary degree","Couple + C. GT 16 ","","","",""
"Very often","2009","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Very often","2009","secondary school degree","1-pers.-HH","","","",""
"Very often","2009","secondary school degree","(Married) couple without C. ","","","",""
"Very often","2009","secondary school degree","Single parent ","","","",""
"Very often","2009","secondary school degree","Couple + C. LE 16 ","","","",""
"Very often","2009","secondary school degree","Couple + C. GT 16 ","","","",""
"Very often","2009","secondary school degree","Couple + C. LE and GT 16","","","",""
"Very often","2009","college entrance qualification","1-pers.-HH","","","",""
"Very often","2009","college entrance qualification","(Married) couple without C. ","","","",""
"Very often","2009","college entrance qualification","Single parent ","","","",""
"Very often","2009","college entrance qualification","Couple + C. LE 16 ","","","",""
"Very often","2009","college entrance qualification","Couple + C. GT 16 ","","","",""
"Very often","2009","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Very often","2009","Other degree","1-pers.-HH","","","",""
"Very often","2009","Other degree","(Married) couple without C. ","","","",""
"Very often","2009","Other degree","Single parent ","","","",""
"Very often","2009","Other degree","Couple + C. LE 16 ","","","",""
"Very often","2009","Other degree","Couple + C. GT 16 ","","","",""
"Very often","2009","Other degree","Couple + C. LE and GT 16","","","",""
"Very often","2009","no degree/no degree yet","1-pers.-HH","","","",""
"Very often","2009","no degree/no degree yet","(Married) couple without C. ","","","",""
"Very often","2009","no degree/no degree yet","Single parent ","","","",""
