"pld0045","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2017","vocational + Abi","Male","","","","","4"
"Rarely","2017","vocational + Abi","Female","","","","","4"
"Rarely","2017","higher vocational","Male","","","","","4"
"Rarely","2017","higher vocational","Female","","","","","4"
"Rarely","2017","higher education","Male","","","","","4"
"Rarely","2017","higher education","Female","","","","","4"
"Rarely","2017","in school","Female","","","","","4"
"Rarely","2017","inadequately","Male","","","","","4"
"Rarely","2017","inadequately","Female","","","","","4"
"Rarely","2017","general elemantary","Male","","","","","4"
"Sometimes","2017","vocational + Abi","Male","","","","","3"
"Sometimes","2017","vocational + Abi","Female","","","","","3"
"Sometimes","2017","higher vocational","Male","","","","","3"
"Sometimes","2017","higher vocational","Female","","","","","3"
"Sometimes","2017","higher education","Male","","","","","3"
"Sometimes","2017","higher education","Female","","","","","3"
"Sometimes","2017","inadequately","Female","","","","","3"
"Sometimes","2017","general elemantary","Male","","","","","3"
"Sometimes","2017","general elemantary","Female","","","","","3"
"Sometimes","2017","in school","Male","","","","","3"
"Sometimes","2017","in school","Female","","","","","3"
"Sometimes","2017","inadequately","Male","","","","","3"
"Sometimes","2017","middle vocational","Male","","","","","3"
"Sometimes","2017","middle vocational","Female","","","","","3"
"Very often","2017","general elemantary","Male","","","","","1"
"Very often","2017","general elemantary","Female","","","","","1"
"Very often","2017","middle vocational","Male","","","","","1"
"Very often","2017","middle vocational","Female","","","","","1"
"Very often","2017","vocational + Abi","Male","","","","","1"
"Very often","2017","vocational + Abi","Female","","","","","1"
"Very often","2017","higher vocational","Male","","","","","1"
"Very often","2017","higher vocational","Female","","","","","1"
"Very often","2017","higher education","Male","","","","","1"
"Very often","2017","higher education","Female","","","","","1"
"Very often","2017","in school","Female","","","","","1"
"Very often","2017","inadequately","Male","","","","","1"
"Very often","2017","inadequately","Female","","","","","1"
"Very often","2017","in school","Male","","","","","1"
"Never","2018","in school","Male","89","0.590836304559107","0.513926732019364","0.66774587709885","5"
"Never","2018","in school","Female","97","0.509406786551172","0.436778545155618","0.582035027946726","5"
"Never","2018","inadequately","Male","138","0.695045217199088","0.631713053421395","0.75837738097678","5"
"Never","2018","inadequately","Female","177","0.654459270653035","0.598558650247472","0.710359891058599","5"
"Never","2018","general elemantary","Male","638","0.597946661373898","0.568388075260504","0.627505247487291","5"
"Never","2018","general elemantary","Female","1008","0.617379840044172","0.593587263440597","0.641172416647746","5"
"Never","2018","middle vocational","Male","2943","0.566474732295291","0.552946805789244","0.580002658801338","5"
"Never","2018","middle vocational","Female","3597","0.579634178508258","0.567450000439883","0.591818356576634","5"
"Never","2018","vocational + Abi","Male","420","0.492347387229875","0.45748527657586","0.52720949788389","5"
"Never","2018","vocational + Abi","Female","670","0.529992143198172","0.503077789411818","0.556906496984526","5"
"Never","2018","higher vocational","Male","452","0.484540287854211","0.451502119384713","0.51757845632371","5"
"Never","2018","higher vocational","Female","288","0.533199092360319","0.492206771781679","0.574191412938959","5"
"Never","2018","higher education","Male","1568","0.517117460061434","0.49965863265735","0.534576287465518","5"
"Never","2018","higher education","Female","1566","0.505693921622806","0.488314125831796","0.523073717413817","5"
"Often","2018","vocational + Abi","Female","153","0.106795391891821","0.0901402469474565","0.123450536836187","2"
"Often","2018","higher vocational","Male","105","0.114147214824824","0.0931255508091558","0.135168878840493","2"
"Often","2018","higher vocational","Female","70","0.104714494525802","0.0795564932479063","0.129872495803698","2"
"Often","2018","higher education","Male","345","0.0976939831454181","0.0873208356133578","0.108067130677478","2"
"Often","2018","higher education","Female","356","0.108624748747988","0.0978079809851315","0.119441516510845","2"
"Often","2018","inadequately","Female","25","","","","2"
"Often","2018","general elemantary","Male","92","0.0879620099885739","0.0708868557971566","0.105037164179991","2"
"Often","2018","general elemantary","Female","138","0.0794275335069111","0.0661903417935737","0.0926647252202486","2"
"Often","2018","middle vocational","Male","464","0.0864985369701407","0.0788250499863132","0.0941720239539683","2"
"Often","2018","vocational + Abi","Male","75","0.0915981270769212","0.0714832745581781","0.111712979595664","2"
"Often","2018","in school","Male","23","","","","2"
"Often","2018","in school","Female","21","","","","2"
"Often","2018","inadequately","Male","22","","","","2"
"Often","2018","middle vocational","Female","670","0.101216055935131","0.0937711724813511","0.108660939388911","2"
"Rarely","2018","in school","Male","22","","","","4"
"Rarely","2018","in school","Female","27","","","","4"
"Rarely","2018","inadequately","Male","24","","","","4"
"Rarely","2018","inadequately","Female","33","0.109902987713717","0.0731367564914559","0.146669218935979","4"
"Rarely","2018","general elemantary","Male","152","0.160081716978147","0.137976235346861","0.182187198609433","4"
"Rarely","2018","general elemantary","Female","188","0.120963188674321","0.105000300387539","0.136926076961102","4"
"Rarely","2018","middle vocational","Male","885","0.183956141327815","0.173379503037711","0.194532779617918","4"
"Rarely","2018","middle vocational","Female","962","0.155778849060241","0.1468275121106","0.164730186009882","4"
"Rarely","2018","vocational + Abi","Male","135","0.191341221344982","0.163911495367847","0.218770947322118","4"
"Rarely","2018","vocational + Abi","Female","222","0.179425842929866","0.15873405124639","0.200117634613343","4"
"Rarely","2018","higher vocational","Male","169","0.204518012115636","0.177853440547954","0.231182583683318","4"
"Rarely","2018","higher vocational","Female","101","0.179630720569591","0.148088885372046","0.211172555767135","4"
"Rarely","2018","higher education","Male","672","0.21854566469127","0.204107146649069","0.232984182733472","4"
"Rarely","2018","higher education","Female","574","0.176719788749833","0.163460529650916","0.18997904784875","4"
"Sometimes","2018","vocational + Abi","Male","99","0.144418021331479","0.119906173336987","0.16892986932597","3"
"Sometimes","2018","vocational + Abi","Female","162","0.113681657820611","0.096564299186697","0.130799016454525","3"
"Sometimes","2018","higher vocational","Male","108","0.147435197324132","0.123997338133073","0.170873056515191","3"
"Sometimes","2018","higher vocational","Female","66","0.110652701606292","0.0848771087124554","0.136428294500128","3"
"Sometimes","2018","higher education","Male","378","0.111711630607452","0.100705721977854","0.12271753923705","3"
"Sometimes","2018","higher education","Female","406","0.120660072189857","0.109337032902414","0.1319831114773","3"
"Sometimes","2018","in school","Male","12","","","","3"
"Sometimes","2018","general elemantary","Female","148","0.113336084325544","0.0978177555366625","0.128854413114425","3"
"Sometimes","2018","general elemantary","Male","108","0.0932035479327288","0.0756775915768396","0.110729504288618","3"
"Sometimes","2018","inadequately","Female","25","","","","3"
"Sometimes","2018","middle vocational","Male","539","0.107774662889172","0.0993096159864743","0.11623970979187","3"
"Sometimes","2018","middle vocational","Female","617","0.09484277581273","0.0876105881860433","0.102074963439417","3"
"Sometimes","2018","in school","Female","23","","","","3"
"Sometimes","2018","inadequately","Male","12","","","","3"
"Very often","2018","higher education","Male","184","0.0549312614944254","0.046970745767267","0.0628917772215838","1"
"Very often","2018","higher education","Female","277","0.0883014686895165","0.0784383918125577","0.0981645455664754","1"
"Very often","2018","general elemantary","Male","67","0.0608060637266529","0.0463994576102357","0.0752126698430702","1"
"Very often","2018","general elemantary","Female","121","0.0688933534490528","0.0564948374800617","0.081291869418044","1"
"Very often","2018","middle vocational","Male","324","0.0552959265175816","0.0490567363937746","0.0615351166413887","1"
"Very often","2018","middle vocational","Female","459","0.0685281406836399","0.0622918709763985","0.0747644103908814","1"
"Very often","2018","vocational + Abi","Male","61","0.0802952430167428","0.0613454849267907","0.0992450011066949","1"
"Very often","2018","vocational + Abi","Female","114","0.0701049641595288","0.0563364196563031","0.0838735086627545","1"
"Very often","2018","higher vocational","Male","45","0.0493592878811963","0.0350391796326557","0.0636793961297369","1"
"Very often","2018","higher vocational","Female","44","0.0718029909379962","0.0505909084315429","0.0930150734444495","1"
"Very often","2018","in school","Male","11","","","","1"
"Very often","2018","in school","Female","14","","","","1"
"Very often","2018","inadequately","Male","7","","","","1"
"Very often","2018","inadequately","Female","18","","","","1"
