"pld0045","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Never","2006","secondary school degree","in school","","","",""
"Never","2006","secondary school degree","inadequately","","","",""
"Never","2006","secondary school degree","general elemantary","","","",""
"Never","2006","secondary school degree","middle vocational","","","",""
"Never","2006","secondary school degree","vocational + Abi","","","",""
"Never","2006","secondary school degree","higher vocational","","","",""
"Never","2006","secondary school degree","higher education","","","",""
"Never","2006","college entrance qualification","in school","","","",""
"Never","2006","college entrance qualification","inadequately","","","",""
"Never","2006","college entrance qualification","general elemantary","","","",""
"Never","2006","college entrance qualification","middle vocational","","","",""
"Never","2006","college entrance qualification","vocational + Abi","","","",""
"Never","2006","college entrance qualification","higher vocational","","","",""
"Never","2006","college entrance qualification","higher education","","","",""
"Never","2006","Other degree","in school","","","",""
"Never","2006","Other degree","inadequately","","","",""
"Never","2006","Other degree","general elemantary","","","",""
"Never","2006","Other degree","middle vocational","","","",""
"Never","2006","Other degree","vocational + Abi","","","",""
"Never","2006","Other degree","higher vocational","","","",""
"Never","2006","Other degree","higher education","","","",""
"Never","2006","no degree/no degree yet","in school","","","",""
"Never","2006","no degree/no degree yet","inadequately","","","",""
"Never","2006","no degree/no degree yet","general elemantary","","","",""
"Never","2006","no degree/no degree yet","middle vocational","","","",""
"Never","2006","no degree/no degree yet","vocational + Abi","","","",""
"Never","2006","no degree/no degree yet","higher vocational","","","",""
"Never","2006","no degree/no degree yet","higher education","","","",""
"Very often","2007","lower secondary degree","in school","","","",""
"Very often","2007","lower secondary degree","inadequately","","","",""
"Very often","2007","lower secondary degree","general elemantary","","","",""
"Very often","2007","lower secondary degree","middle vocational","","","",""
"Very often","2007","lower secondary degree","vocational + Abi","","","",""
"Very often","2007","lower secondary degree","higher vocational","","","",""
"Very often","2007","lower secondary degree","higher education","","","",""
"Very often","2007","secondary school degree","in school","","","",""
"Very often","2007","secondary school degree","inadequately","","","",""
"Very often","2007","secondary school degree","general elemantary","","","",""
"Very often","2007","secondary school degree","middle vocational","","","",""
"Very often","2007","secondary school degree","vocational + Abi","","","",""
"Very often","2007","secondary school degree","higher vocational","","","",""
"Very often","2007","secondary school degree","higher education","","","",""
"Very often","2007","college entrance qualification","in school","","","",""
"Very often","2007","college entrance qualification","inadequately","","","",""
"Very often","2007","college entrance qualification","general elemantary","","","",""
"Very often","2007","college entrance qualification","middle vocational","","","",""
"Very often","2007","college entrance qualification","vocational + Abi","","","",""
"Very often","2007","college entrance qualification","higher vocational","","","",""
"Very often","2007","college entrance qualification","higher education","","","",""
"Very often","2007","Other degree","in school","","","",""
"Very often","2007","Other degree","inadequately","","","",""
"Very often","2007","Other degree","general elemantary","","","",""
"Very often","2007","Other degree","middle vocational","","","",""
"Very often","2007","Other degree","vocational + Abi","","","",""
"Very often","2007","Other degree","higher vocational","","","",""
"Very often","2007","Other degree","higher education","","","",""
"Very often","2007","no degree/no degree yet","in school","","","",""
"Very often","2007","no degree/no degree yet","inadequately","","","",""
"Very often","2007","no degree/no degree yet","general elemantary","","","",""
"Very often","2007","no degree/no degree yet","middle vocational","","","",""
"Very often","2007","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2007","no degree/no degree yet","higher vocational","","","",""
"Very often","2007","no degree/no degree yet","higher education","","","",""
"Often","2007","lower secondary degree","in school","","","",""
"Often","2007","lower secondary degree","inadequately","","","",""
"Often","2007","lower secondary degree","general elemantary","","","",""
"Often","2007","lower secondary degree","middle vocational","","","",""
"Often","2007","lower secondary degree","vocational + Abi","","","",""
"Often","2007","lower secondary degree","higher vocational","","","",""
"Often","2007","lower secondary degree","higher education","","","",""
"Often","2007","secondary school degree","in school","","","",""
"Often","2007","secondary school degree","inadequately","","","",""
"Often","2007","secondary school degree","general elemantary","","","",""
"Often","2007","secondary school degree","middle vocational","","","",""
"Often","2007","secondary school degree","vocational + Abi","","","",""
"Often","2007","secondary school degree","higher vocational","","","",""
"Often","2007","secondary school degree","higher education","","","",""
"Often","2007","college entrance qualification","in school","","","",""
"Often","2007","college entrance qualification","inadequately","","","",""
"Often","2007","college entrance qualification","general elemantary","","","",""
"Often","2007","college entrance qualification","middle vocational","","","",""
"Often","2007","college entrance qualification","vocational + Abi","","","",""
"Often","2007","college entrance qualification","higher vocational","","","",""
"Often","2007","college entrance qualification","higher education","","","",""
"Often","2007","Other degree","in school","","","",""
"Often","2007","Other degree","inadequately","","","",""
"Often","2007","Other degree","general elemantary","","","",""
"Often","2007","Other degree","middle vocational","","","",""
"Often","2007","Other degree","vocational + Abi","","","",""
"Often","2007","Other degree","higher vocational","","","",""
"Often","2007","Other degree","higher education","","","",""
"Often","2007","no degree/no degree yet","in school","","","",""
"Often","2007","no degree/no degree yet","inadequately","","","",""
"Often","2007","no degree/no degree yet","general elemantary","","","",""
"Often","2007","no degree/no degree yet","middle vocational","","","",""
"Often","2007","no degree/no degree yet","vocational + Abi","","","",""
"Often","2007","no degree/no degree yet","higher vocational","","","",""
"Often","2007","no degree/no degree yet","higher education","","","",""
"Sometimes","2007","lower secondary degree","in school","","","",""
"Sometimes","2007","lower secondary degree","inadequately","","","",""
"Sometimes","2007","lower secondary degree","general elemantary","","","",""
"Sometimes","2007","lower secondary degree","middle vocational","","","",""
"Sometimes","2007","lower secondary degree","vocational + Abi","","","",""
"Sometimes","2007","lower secondary degree","higher vocational","","","",""
"Sometimes","2007","lower secondary degree","higher education","","","",""
"Sometimes","2007","secondary school degree","in school","","","",""
"Sometimes","2007","secondary school degree","inadequately","","","",""
"Sometimes","2007","secondary school degree","general elemantary","","","",""
"Sometimes","2007","secondary school degree","middle vocational","","","",""
"Sometimes","2007","secondary school degree","vocational + Abi","","","",""
"Sometimes","2007","secondary school degree","higher vocational","","","",""
"Sometimes","2007","secondary school degree","higher education","","","",""
"Sometimes","2007","college entrance qualification","in school","","","",""
"Sometimes","2007","college entrance qualification","inadequately","","","",""
"Sometimes","2007","college entrance qualification","general elemantary","","","",""
"Sometimes","2007","college entrance qualification","middle vocational","","","",""
"Sometimes","2007","college entrance qualification","vocational + Abi","","","",""
"Sometimes","2007","college entrance qualification","higher vocational","","","",""
"Sometimes","2007","college entrance qualification","higher education","","","",""
"Sometimes","2007","Other degree","in school","","","",""
"Sometimes","2007","Other degree","inadequately","","","",""
"Sometimes","2007","Other degree","general elemantary","","","",""
"Sometimes","2007","Other degree","middle vocational","","","",""
"Sometimes","2007","Other degree","vocational + Abi","","","",""
"Sometimes","2007","Other degree","higher vocational","","","",""
"Sometimes","2007","Other degree","higher education","","","",""
"Sometimes","2007","no degree/no degree yet","in school","","","",""
"Sometimes","2007","no degree/no degree yet","inadequately","","","",""
"Sometimes","2007","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2007","no degree/no degree yet","middle vocational","","","",""
"Sometimes","2007","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2007","no degree/no degree yet","higher vocational","","","",""
"Sometimes","2007","no degree/no degree yet","higher education","","","",""
"Rarely","2007","lower secondary degree","in school","","","",""
"Rarely","2007","lower secondary degree","inadequately","","","",""
"Rarely","2007","lower secondary degree","general elemantary","","","",""
"Rarely","2007","lower secondary degree","middle vocational","","","",""
"Rarely","2007","lower secondary degree","vocational + Abi","","","",""
"Rarely","2007","lower secondary degree","higher vocational","","","",""
"Rarely","2007","lower secondary degree","higher education","","","",""
"Rarely","2007","secondary school degree","in school","","","",""
"Rarely","2007","secondary school degree","inadequately","","","",""
"Rarely","2007","secondary school degree","general elemantary","","","",""
"Rarely","2007","secondary school degree","middle vocational","","","",""
"Rarely","2007","secondary school degree","vocational + Abi","","","",""
"Rarely","2007","secondary school degree","higher vocational","","","",""
"Rarely","2007","secondary school degree","higher education","","","",""
"Rarely","2007","college entrance qualification","in school","","","",""
"Rarely","2007","college entrance qualification","inadequately","","","",""
"Rarely","2007","college entrance qualification","general elemantary","","","",""
"Rarely","2007","college entrance qualification","middle vocational","","","",""
"Rarely","2007","college entrance qualification","vocational + Abi","","","",""
"Rarely","2007","college entrance qualification","higher vocational","","","",""
"Rarely","2007","college entrance qualification","higher education","","","",""
"Rarely","2007","Other degree","in school","","","",""
"Rarely","2007","Other degree","inadequately","","","",""
"Rarely","2007","Other degree","general elemantary","","","",""
"Rarely","2007","Other degree","middle vocational","","","",""
"Rarely","2007","Other degree","vocational + Abi","","","",""
"Rarely","2007","Other degree","higher vocational","","","",""
"Rarely","2007","Other degree","higher education","","","",""
"Rarely","2007","no degree/no degree yet","in school","","","",""
"Rarely","2007","no degree/no degree yet","inadequately","","","",""
"Rarely","2007","no degree/no degree yet","general elemantary","","","",""
"Rarely","2007","no degree/no degree yet","middle vocational","","","",""
"Rarely","2007","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2007","no degree/no degree yet","higher vocational","","","",""
"Rarely","2007","no degree/no degree yet","higher education","","","",""
"Never","2007","lower secondary degree","in school","","","",""
"Never","2007","lower secondary degree","inadequately","","","",""
"Never","2007","lower secondary degree","general elemantary","","","",""
"Never","2007","lower secondary degree","middle vocational","","","",""
"Never","2007","lower secondary degree","vocational + Abi","","","",""
"Never","2007","lower secondary degree","higher vocational","","","",""
"Never","2007","lower secondary degree","higher education","","","",""
"Never","2007","secondary school degree","in school","","","",""
"Never","2007","secondary school degree","inadequately","","","",""
"Never","2007","secondary school degree","general elemantary","","","",""
"Never","2007","secondary school degree","middle vocational","","","",""
"Never","2007","secondary school degree","vocational + Abi","","","",""
"Never","2007","secondary school degree","higher vocational","","","",""
"Never","2007","secondary school degree","higher education","","","",""
"Never","2007","college entrance qualification","in school","","","",""
"Never","2007","college entrance qualification","inadequately","","","",""
"Never","2007","college entrance qualification","general elemantary","","","",""
"Never","2007","college entrance qualification","middle vocational","","","",""
"Never","2007","college entrance qualification","vocational + Abi","","","",""
"Never","2007","college entrance qualification","higher vocational","","","",""
"Never","2007","college entrance qualification","higher education","","","",""
"Never","2007","Other degree","in school","","","",""
"Never","2007","Other degree","inadequately","","","",""
"Never","2007","Other degree","general elemantary","","","",""
"Never","2007","Other degree","middle vocational","","","",""
"Never","2007","Other degree","vocational + Abi","","","",""
"Never","2007","Other degree","higher vocational","","","",""
"Never","2007","Other degree","higher education","","","",""
"Never","2007","no degree/no degree yet","in school","","","",""
"Never","2007","no degree/no degree yet","inadequately","","","",""
"Never","2007","no degree/no degree yet","general elemantary","","","",""
"Never","2007","no degree/no degree yet","middle vocational","","","",""
"Never","2007","no degree/no degree yet","vocational + Abi","","","",""
"Never","2007","no degree/no degree yet","higher vocational","","","",""
"Never","2007","no degree/no degree yet","higher education","","","",""
"Very often","2008","lower secondary degree","in school","","","",""
"Very often","2008","lower secondary degree","inadequately","","","",""
"Very often","2008","lower secondary degree","general elemantary","58","0.0595583446273147","0.0466634383279805","0.0724532509266488"
"Very often","2008","lower secondary degree","middle vocational","210","0.0442508450241824","0.0382759893535898","0.050225700694775"
"Very often","2008","lower secondary degree","vocational + Abi","1","","",""
"Very often","2008","lower secondary degree","higher vocational","29","","",""
"Very often","2008","lower secondary degree","higher education","9","","",""
"Very often","2008","secondary school degree","in school","","","",""
"Very often","2008","secondary school degree","inadequately","","","",""
"Very often","2008","secondary school degree","general elemantary","24","","",""
"Very often","2008","secondary school degree","middle vocational","212","0.0470091938290804","0.0404442019518582","0.0535741857063025"
"Very often","2008","secondary school degree","vocational + Abi","1","","",""
"Very often","2008","secondary school degree","higher vocational","36","0.0605063584208165","0.0417693466723551","0.0792433701692779"
"Very often","2008","secondary school degree","higher education","34","0.0585126828499428","0.0398868622266396","0.0771385034732461"
"Very often","2008","college entrance qualification","in school","","","",""
"Very often","2008","college entrance qualification","inadequately","","","",""
"Very often","2008","college entrance qualification","general elemantary","","","",""
"Very often","2008","college entrance qualification","middle vocational","65","0.0727403171614299","0.0532345597459717","0.0922460745768881"
"Very often","2008","college entrance qualification","vocational + Abi","50","0.0644859399291401","0.0487509002164266","0.0802209796418537"
"Very often","2008","college entrance qualification","higher vocational","16","","",""
"Very often","2008","college entrance qualification","higher education","177","0.0551138496186233","0.0471997638927607","0.0630279353444859"
"Very often","2008","Other degree","in school","","","",""
"Very often","2008","Other degree","inadequately","","","",""
"Very often","2008","Other degree","general elemantary","5","","",""
"Very often","2008","Other degree","middle vocational","11","","",""
"Very often","2008","Other degree","vocational + Abi","3","","",""
"Very often","2008","Other degree","higher vocational","4","","",""
"Very often","2008","Other degree","higher education","12","","",""
"Very often","2008","no degree/no degree yet","in school","18","","",""
"Very often","2008","no degree/no degree yet","inadequately","6","","",""
"Very often","2008","no degree/no degree yet","general elemantary","","","",""
"Very often","2008","no degree/no degree yet","middle vocational","2","","",""
"Very often","2008","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2008","no degree/no degree yet","higher vocational","","","",""
"Very often","2008","no degree/no degree yet","higher education","","","",""
"Often","2008","lower secondary degree","in school","","","",""
"Often","2008","lower secondary degree","inadequately","","","",""
"Often","2008","lower secondary degree","general elemantary","91","0.0802910744474214","0.0654850047888864","0.0950971441059565"
"Often","2008","lower secondary degree","middle vocational","361","0.080277619794149","0.0723831985917355","0.0881720409965626"
"Often","2008","lower secondary degree","vocational + Abi","3","","",""
"Often","2008","lower secondary degree","higher vocational","34","0.086264227162407","0.0593497695627715","0.113178684762042"
"Often","2008","lower secondary degree","higher education","11","","",""
"Often","2008","secondary school degree","in school","","","",""
"Often","2008","secondary school degree","inadequately","","","",""
"Often","2008","secondary school degree","general elemantary","44","0.0843873260348462","0.0595462694859833","0.109228382583709"
"Often","2008","secondary school degree","middle vocational","364","0.0971102325007748","0.0879258851893781","0.106294579812172"
"Often","2008","secondary school degree","vocational + Abi","2","","",""
"Often","2008","secondary school degree","higher vocational","45","0.0802534236969876","0.0589023965329923","0.101604450860983"
"Often","2008","secondary school degree","higher education","49","0.0684335085545689","0.0483968865084516","0.0884701306006862"
"Often","2008","college entrance qualification","in school","","","",""
"Often","2008","college entrance qualification","inadequately","","","",""
"Often","2008","college entrance qualification","general elemantary","","","",""
"Often","2008","college entrance qualification","middle vocational","73","0.0950277746494236","0.0730026974242029","0.117052851874644"
"Often","2008","college entrance qualification","vocational + Abi","100","0.0966613189653112","0.0777308301329777","0.115591807797645"
"Often","2008","college entrance qualification","higher vocational","46","0.115071998627508","0.0798323466293308","0.150311650625685"
"Often","2008","college entrance qualification","higher education","351","0.111619218702551","0.100698538196993","0.122539899208108"
"Often","2008","Other degree","in school","","","",""
"Often","2008","Other degree","inadequately","2","","",""
"Often","2008","Other degree","general elemantary","12","","",""
"Often","2008","Other degree","middle vocational","20","","",""
"Often","2008","Other degree","vocational + Abi","11","","",""
"Often","2008","Other degree","higher vocational","3","","",""
"Often","2008","Other degree","higher education","18","","",""
"Often","2008","no degree/no degree yet","in school","33","0.0892204855045425","0.0594833140873251","0.11895765692176"
"Often","2008","no degree/no degree yet","inadequately","10","","",""
"Often","2008","no degree/no degree yet","general elemantary","","","",""
"Often","2008","no degree/no degree yet","middle vocational","5","","",""
"Often","2008","no degree/no degree yet","vocational + Abi","","","",""
"Often","2008","no degree/no degree yet","higher vocational","","","",""
"Often","2008","no degree/no degree yet","higher education","","","",""
"Sometimes","2008","lower secondary degree","in school","","","",""
"Sometimes","2008","lower secondary degree","inadequately","","","",""
"Sometimes","2008","lower secondary degree","general elemantary","114","0.0800391781583486","0.0652543279298924","0.0948240283868047"
"Sometimes","2008","lower secondary degree","middle vocational","403","0.0875990739622616","0.0793854032194841","0.095812744705039"
"Sometimes","2008","lower secondary degree","vocational + Abi","2","","",""
"Sometimes","2008","lower secondary degree","higher vocational","35","0.0783618116194747","0.0525990500148524","0.104124573224097"
"Sometimes","2008","lower secondary degree","higher education","18","","",""
"Sometimes","2008","secondary school degree","in school","","","",""
"Sometimes","2008","secondary school degree","inadequately","","","",""
"Sometimes","2008","secondary school degree","general elemantary","46","0.116347227236466","0.0876926243593006","0.145001830113631"
"Sometimes","2008","secondary school degree","middle vocational","432","0.115154828427979","0.105253963062422","0.125055693793537"
"Sometimes","2008","secondary school degree","vocational + Abi","","","",""
"Sometimes","2008","secondary school degree","higher vocational","79","0.13192665078568","0.105331810971954","0.158521490599406"
"Sometimes","2008","secondary school degree","higher education","67","0.111246850410125","0.0862941465719186","0.136199554248331"
"Sometimes","2008","college entrance qualification","in school","","","",""
"Sometimes","2008","college entrance qualification","inadequately","","","",""
"Sometimes","2008","college entrance qualification","general elemantary","","","",""
"Sometimes","2008","college entrance qualification","middle vocational","62","0.0761189569410885","0.0562017251625794","0.0960361887195976"
"Sometimes","2008","college entrance qualification","vocational + Abi","107","0.116789178558788","0.0962139977980201","0.137364359319556"
"Sometimes","2008","college entrance qualification","higher vocational","34","0.143353274156783","0.104654473821312","0.182052074492254"
"Sometimes","2008","college entrance qualification","higher education","399","0.10776504999551","0.0970113177707889","0.11851878222023"
"Sometimes","2008","Other degree","in school","","","",""
"Sometimes","2008","Other degree","inadequately","6","","",""
"Sometimes","2008","Other degree","general elemantary","18","","",""
"Sometimes","2008","Other degree","middle vocational","33","0.118078033242538","0.0825543412945594","0.153601725190517"
"Sometimes","2008","Other degree","vocational + Abi","10","","",""
"Sometimes","2008","Other degree","higher vocational","7","","",""
"Sometimes","2008","Other degree","higher education","17","","",""
"Sometimes","2008","no degree/no degree yet","in school","35","0.13004502238937","0.0949572341026911","0.16513281067605"
"Sometimes","2008","no degree/no degree yet","inadequately","14","","",""
"Sometimes","2008","no degree/no degree yet","general elemantary","","","",""
"Sometimes","2008","no degree/no degree yet","middle vocational","4","","",""
"Sometimes","2008","no degree/no degree yet","vocational + Abi","","","",""
"Sometimes","2008","no degree/no degree yet","higher vocational","","","",""
"Sometimes","2008","no degree/no degree yet","higher education","","","",""
"Rarely","2008","lower secondary degree","in school","","","",""
"Rarely","2008","lower secondary degree","inadequately","","","",""
"Rarely","2008","lower secondary degree","general elemantary","198","0.146331045073547","0.127073809909181","0.165588280237913"
"Rarely","2008","lower secondary degree","middle vocational","714","0.157861124152785","0.147267998422579","0.168454249882992"
"Rarely","2008","lower secondary degree","vocational + Abi","3","","",""
"Rarely","2008","lower secondary degree","higher vocational","75","0.156010280044698","0.121224228450829","0.190796331638566"
"Rarely","2008","lower secondary degree","higher education","36","0.173150527504409","0.117408008041708","0.22889304696711"
"Rarely","2008","secondary school degree","in school","","","",""
"Rarely","2008","secondary school degree","inadequately","","","",""
"Rarely","2008","secondary school degree","general elemantary","89","0.168159535379844","0.13473569692961","0.201583373830079"
"Rarely","2008","secondary school degree","middle vocational","710","0.179956375679874","0.168041197722481","0.191871553637267"
"Rarely","2008","secondary school degree","vocational + Abi","3","","",""
"Rarely","2008","secondary school degree","higher vocational","153","0.22141385518272","0.188784489504798","0.254043220860641"
"Rarely","2008","secondary school degree","higher education","130","0.202377547246965","0.170494265063964","0.234260829429966"
"Rarely","2008","college entrance qualification","in school","","","",""
"Rarely","2008","college entrance qualification","inadequately","","","",""
"Rarely","2008","college entrance qualification","general elemantary","","","",""
"Rarely","2008","college entrance qualification","middle vocational","120","0.194790960762238","0.165046009908332","0.224535911616144"
"Rarely","2008","college entrance qualification","vocational + Abi","171","0.181514043377679","0.15682121156379","0.206206875191568"
"Rarely","2008","college entrance qualification","higher vocational","48","0.157565945649804","0.117332062392472","0.197799828907136"
"Rarely","2008","college entrance qualification","higher education","602","0.205455568955077","0.191443615439673","0.219467522470481"
"Rarely","2008","Other degree","in school","","","",""
"Rarely","2008","Other degree","inadequately","6","","",""
"Rarely","2008","Other degree","general elemantary","32","0.0956183231790556","0.0588708927349858","0.132365753623125"
"Rarely","2008","Other degree","middle vocational","40","0.129350202912313","0.0924079167050623","0.166292489119564"
"Rarely","2008","Other degree","vocational + Abi","19","","",""
"Rarely","2008","Other degree","higher vocational","4","","",""
"Rarely","2008","Other degree","higher education","34","0.237277144880473","0.174781547465878","0.299772742295068"
"Rarely","2008","no degree/no degree yet","in school","80","0.251943987355457","0.206656336206046","0.297231638504868"
"Rarely","2008","no degree/no degree yet","inadequately","18","","",""
"Rarely","2008","no degree/no degree yet","general elemantary","","","",""
"Rarely","2008","no degree/no degree yet","middle vocational","4","","",""
"Rarely","2008","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2008","no degree/no degree yet","higher vocational","1","","",""
"Rarely","2008","no degree/no degree yet","higher education","2","","",""
"Never","2008","lower secondary degree","in school","","","",""
"Never","2008","lower secondary degree","inadequately","","","",""
"Never","2008","lower secondary degree","general elemantary","833","0.633780357693368","0.607530850309613","0.660029865077124"
"Never","2008","lower secondary degree","middle vocational","2863","0.630011337066622","0.615984393039837","0.644038281093406"
"Never","2008","lower secondary degree","vocational + Abi","8","","",""
"Never","2008","lower secondary degree","higher vocational","245","0.600365881043664","0.553409001217897","0.64732276086943"
"Never","2008","lower secondary degree","higher education","103","0.609065882842789","0.537179706985419","0.680952058700158"
"Never","2008","secondary school degree","in school","","","",""
"Never","2008","secondary school degree","inadequately","","","",""
"Never","2008","secondary school degree","general elemantary","278","0.578353575017656","0.534222299874205","0.622484850161107"
"Never","2008","secondary school degree","middle vocational","2275","0.560769369562292","0.54537588689488","0.576162852229703"
"Never","2008","secondary school degree","vocational + Abi","25","","",""
"Never","2008","secondary school degree","higher vocational","309","0.505899711913796","0.466608749364845","0.545190674462748"
"Never","2008","secondary school degree","higher education","330","0.559429410938398","0.520032372893909","0.598826448982887"
"Never","2008","college entrance qualification","in school","","","",""
"Never","2008","college entrance qualification","inadequately","","","",""
"Never","2008","college entrance qualification","general elemantary","","","",""
"Never","2008","college entrance qualification","middle vocational","361","0.56132199048582","0.524052496572814","0.598591484398826"
"Never","2008","college entrance qualification","vocational + Abi","508","0.540549519169082","0.508623316626468","0.572475721711695"
"Never","2008","college entrance qualification","higher vocational","171","0.554479145800478","0.499592152444561","0.609366139156395"
"Never","2008","college entrance qualification","higher education","1665","0.520046312728239","0.502720192962612","0.537372432493866"
"Never","2008","Other degree","in school","","","",""
"Never","2008","Other degree","inadequately","24","","",""
"Never","2008","Other degree","general elemantary","179","0.729716772960627","0.674220061430191","0.785213484491064"
"Never","2008","Other degree","middle vocational","213","0.642732498672377","0.589981541286304","0.695483456058451"
"Never","2008","Other degree","vocational + Abi","68","0.51258405785272","0.419597747832983","0.605570367872457"
"Never","2008","Other degree","higher vocational","31","0.664927728478043","0.532765754109511","0.797089702846576"
"Never","2008","Other degree","higher education","97","0.520505174169619","0.447114212587355","0.593896135751883"
"Never","2008","no degree/no degree yet","in school","187","0.473847145415908","0.421759366603779","0.525934924228036"
"Never","2008","no degree/no degree yet","inadequately","95","0.666328405075051","0.589045426033148","0.743611384116954"
"Never","2008","no degree/no degree yet","general elemantary","","","",""
"Never","2008","no degree/no degree yet","middle vocational","27","","",""
"Never","2008","no degree/no degree yet","vocational + Abi","","","",""
"Never","2008","no degree/no degree yet","higher vocational","1","","",""
"Never","2008","no degree/no degree yet","higher education","2","","",""
"Very often","2009","lower secondary degree","in school","","","",""
"Very often","2009","lower secondary degree","inadequately","","","",""
"Very often","2009","lower secondary degree","general elemantary","","","",""
"Very often","2009","lower secondary degree","middle vocational","","","",""
"Very often","2009","lower secondary degree","vocational + Abi","","","",""
"Very often","2009","lower secondary degree","higher vocational","","","",""
"Very often","2009","lower secondary degree","higher education","","","",""
"Very often","2009","secondary school degree","in school","","","",""
"Very often","2009","secondary school degree","inadequately","","","",""
"Very often","2009","secondary school degree","general elemantary","","","",""
"Very often","2009","secondary school degree","middle vocational","","","",""
"Very often","2009","secondary school degree","vocational + Abi","","","",""
"Very often","2009","secondary school degree","higher vocational","","","",""
"Very often","2009","secondary school degree","higher education","","","",""
"Very often","2009","college entrance qualification","in school","","","",""
"Very often","2009","college entrance qualification","inadequately","","","",""
"Very often","2009","college entrance qualification","general elemantary","","","",""
"Very often","2009","college entrance qualification","middle vocational","","","",""
"Very often","2009","college entrance qualification","vocational + Abi","","","",""
"Very often","2009","college entrance qualification","higher vocational","","","",""
"Very often","2009","college entrance qualification","higher education","","","",""
"Very often","2009","Other degree","in school","","","",""
"Very often","2009","Other degree","inadequately","","","",""
"Very often","2009","Other degree","general elemantary","","","",""
"Very often","2009","Other degree","middle vocational","","","",""
"Very often","2009","Other degree","vocational + Abi","","","",""
"Very often","2009","Other degree","higher vocational","","","",""
"Very often","2009","Other degree","higher education","","","",""
"Very often","2009","no degree/no degree yet","in school","","","",""
"Very often","2009","no degree/no degree yet","inadequately","","","",""
"Very often","2009","no degree/no degree yet","general elemantary","","","",""
"Very often","2009","no degree/no degree yet","middle vocational","","","",""
"Very often","2009","no degree/no degree yet","vocational + Abi","","","",""
"Very often","2009","no degree/no degree yet","higher vocational","","","",""
"Very often","2009","no degree/no degree yet","higher education","","","",""
"Often","2009","lower secondary degree","in school","","","",""
"Often","2009","lower secondary degree","inadequately","","","",""
"Often","2009","lower secondary degree","general elemantary","","","",""
"Often","2009","lower secondary degree","middle vocational","","","",""
"Often","2009","lower secondary degree","vocational + Abi","","","",""
"Often","2009","lower secondary degree","higher vocational","","","",""
"Often","2009","lower secondary degree","higher education","","","",""
"Often","2009","secondary school degree","in school","","","",""
"Often","2009","secondary school degree","inadequately","","","",""
"Often","2009","secondary school degree","general elemantary","","","",""
"Often","2009","secondary school degree","middle vocational","","","",""
"Often","2009","secondary school degree","vocational + Abi","","","",""
"Often","2009","secondary school degree","higher vocational","","","",""
"Often","2009","secondary school degree","higher education","","","",""
"Often","2009","college entrance qualification","in school","","","",""
"Often","2009","college entrance qualification","inadequately","","","",""
"Often","2009","college entrance qualification","general elemantary","","","",""
"Often","2009","college entrance qualification","middle vocational","","","",""
"Often","2009","college entrance qualification","vocational + Abi","","","",""
"Often","2009","college entrance qualification","higher vocational","","","",""
"Often","2009","college entrance qualification","higher education","","","",""
"Often","2009","Other degree","in school","","","",""
"Often","2009","Other degree","inadequately","","","",""
"Often","2009","Other degree","general elemantary","","","",""
"Often","2009","Other degree","middle vocational","","","",""
"Often","2009","Other degree","vocational + Abi","","","",""
"Often","2009","Other degree","higher vocational","","","",""
"Often","2009","Other degree","higher education","","","",""
"Often","2009","no degree/no degree yet","in school","","","",""
"Often","2009","no degree/no degree yet","inadequately","","","",""
"Often","2009","no degree/no degree yet","general elemantary","","","",""
"Often","2009","no degree/no degree yet","middle vocational","","","",""
"Often","2009","no degree/no degree yet","vocational + Abi","","","",""
"Often","2009","no degree/no degree yet","higher vocational","","","",""
"Often","2009","no degree/no degree yet","higher education","","","",""
"Sometimes","2009","lower secondary degree","in school","","","",""
"Sometimes","2009","lower secondary degree","inadequately","","","",""
"Sometimes","2009","lower secondary degree","general elemantary","","","",""
"Sometimes","2009","lower secondary degree","middle vocational","","","",""
"Sometimes","2009","lower secondary degree","vocational + Abi","","","",""
"Sometimes","2009","lower secondary degree","higher vocational","","","",""
"Sometimes","2009","lower secondary degree","higher education","","","",""
"Sometimes","2009","secondary school degree","in school","","","",""
"Sometimes","2009","secondary school degree","inadequately","","","",""
"Sometimes","2009","secondary school degree","general elemantary","","","",""
"Sometimes","2009","secondary school degree","middle vocational","","","",""
"Sometimes","2009","secondary school degree","vocational + Abi","","","",""
"Sometimes","2009","secondary school degree","higher vocational","","","",""
"Sometimes","2009","secondary school degree","higher education","","","",""
"Sometimes","2009","college entrance qualification","in school","","","",""
"Sometimes","2009","college entrance qualification","inadequately","","","",""
"Sometimes","2009","college entrance qualification","general elemantary","","","",""
"Sometimes","2009","college entrance qualification","middle vocational","","","",""
"Sometimes","2009","college entrance qualification","vocational + Abi","","","",""
"Sometimes","2009","college entrance qualification","higher vocational","","","",""
"Sometimes","2009","college entrance qualification","higher education","","","",""
"Sometimes","2009","Other degree","in school","","","",""
"Sometimes","2009","Other degree","inadequately","","","",""
"Sometimes","2009","Other degree","general elemantary","","","",""
