"pld0045","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Never","2008","no degree/no degree yet","direct migration background","73","0.604950420525168","0.516369364481406","0.69353147656893"
"Never","2008","no degree/no degree yet","indirect migration background","34","0.614548690354962","0.491398417791597","0.737698962918326"
"Very often","2009","lower secondary degree","no migration background","","","",""
"Very often","2009","lower secondary degree","direct migration background","","","",""
"Very often","2009","lower secondary degree","indirect migration background","","","",""
"Very often","2009","secondary school degree","no migration background","","","",""
"Very often","2009","secondary school degree","direct migration background","","","",""
"Very often","2009","secondary school degree","indirect migration background","","","",""
"Very often","2009","college entrance qualification","no migration background","","","",""
"Very often","2009","college entrance qualification","direct migration background","","","",""
"Very often","2009","college entrance qualification","indirect migration background","","","",""
"Very often","2009","Other degree","no migration background","","","",""
"Very often","2009","Other degree","direct migration background","","","",""
"Very often","2009","Other degree","indirect migration background","","","",""
"Very often","2009","no degree/no degree yet","no migration background","","","",""
"Very often","2009","no degree/no degree yet","direct migration background","","","",""
"Very often","2009","no degree/no degree yet","indirect migration background","","","",""
"Often","2009","lower secondary degree","no migration background","","","",""
"Often","2009","lower secondary degree","direct migration background","","","",""
"Often","2009","lower secondary degree","indirect migration background","","","",""
"Often","2009","secondary school degree","no migration background","","","",""
"Often","2009","secondary school degree","direct migration background","","","",""
"Often","2009","secondary school degree","indirect migration background","","","",""
"Often","2009","college entrance qualification","no migration background","","","",""
"Often","2009","college entrance qualification","direct migration background","","","",""
"Often","2009","college entrance qualification","indirect migration background","","","",""
"Often","2009","Other degree","no migration background","","","",""
"Often","2009","Other degree","direct migration background","","","",""
"Often","2009","Other degree","indirect migration background","","","",""
"Often","2009","no degree/no degree yet","no migration background","","","",""
"Often","2009","no degree/no degree yet","direct migration background","","","",""
"Often","2009","no degree/no degree yet","indirect migration background","","","",""
"Sometimes","2009","lower secondary degree","no migration background","","","",""
"Sometimes","2009","lower secondary degree","direct migration background","","","",""
"Sometimes","2009","lower secondary degree","indirect migration background","","","",""
"Sometimes","2009","secondary school degree","no migration background","","","",""
"Sometimes","2009","secondary school degree","direct migration background","","","",""
"Sometimes","2009","secondary school degree","indirect migration background","","","",""
"Sometimes","2009","college entrance qualification","no migration background","","","",""
"Sometimes","2009","college entrance qualification","direct migration background","","","",""
"Sometimes","2009","college entrance qualification","indirect migration background","","","",""
"Sometimes","2009","Other degree","no migration background","","","",""
"Sometimes","2009","Other degree","direct migration background","","","",""
"Sometimes","2009","Other degree","indirect migration background","","","",""
"Sometimes","2009","no degree/no degree yet","no migration background","","","",""
"Sometimes","2009","no degree/no degree yet","direct migration background","","","",""
"Sometimes","2009","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2009","lower secondary degree","no migration background","","","",""
"Rarely","2009","lower secondary degree","direct migration background","","","",""
"Rarely","2009","lower secondary degree","indirect migration background","","","",""
"Rarely","2009","secondary school degree","no migration background","","","",""
"Rarely","2009","secondary school degree","direct migration background","","","",""
"Rarely","2009","secondary school degree","indirect migration background","","","",""
"Rarely","2009","college entrance qualification","no migration background","","","",""
"Rarely","2009","college entrance qualification","direct migration background","","","",""
"Rarely","2009","college entrance qualification","indirect migration background","","","",""
"Rarely","2009","Other degree","no migration background","","","",""
"Rarely","2009","Other degree","direct migration background","","","",""
"Rarely","2009","Other degree","indirect migration background","","","",""
"Rarely","2009","no degree/no degree yet","no migration background","","","",""
"Rarely","2009","no degree/no degree yet","direct migration background","","","",""
"Rarely","2009","no degree/no degree yet","indirect migration background","","","",""
"Never","2009","lower secondary degree","no migration background","","","",""
"Never","2009","lower secondary degree","direct migration background","","","",""
"Never","2009","lower secondary degree","indirect migration background","","","",""
"Never","2009","secondary school degree","no migration background","","","",""
"Never","2009","secondary school degree","direct migration background","","","",""
"Never","2009","secondary school degree","indirect migration background","","","",""
"Never","2009","college entrance qualification","no migration background","","","",""
"Never","2009","college entrance qualification","direct migration background","","","",""
"Never","2009","college entrance qualification","indirect migration background","","","",""
"Never","2009","Other degree","no migration background","","","",""
"Never","2009","Other degree","direct migration background","","","",""
"Never","2009","Other degree","indirect migration background","","","",""
"Never","2009","no degree/no degree yet","no migration background","","","",""
"Never","2009","no degree/no degree yet","direct migration background","","","",""
"Never","2009","no degree/no degree yet","indirect migration background","","","",""
"Very often","2010","lower secondary degree","no migration background","","","",""
"Very often","2010","lower secondary degree","direct migration background","","","",""
"Very often","2010","lower secondary degree","indirect migration background","","","",""
"Very often","2010","secondary school degree","no migration background","","","",""
"Very often","2010","secondary school degree","direct migration background","","","",""
"Very often","2010","secondary school degree","indirect migration background","","","",""
"Very often","2010","college entrance qualification","no migration background","","","",""
"Very often","2010","college entrance qualification","direct migration background","","","",""
"Very often","2010","college entrance qualification","indirect migration background","","","",""
"Very often","2010","Other degree","no migration background","","","",""
"Very often","2010","Other degree","direct migration background","","","",""
"Very often","2010","Other degree","indirect migration background","","","",""
"Very often","2010","no degree/no degree yet","no migration background","","","",""
"Very often","2010","no degree/no degree yet","direct migration background","","","",""
"Very often","2010","no degree/no degree yet","indirect migration background","","","",""
"Often","2010","lower secondary degree","no migration background","","","",""
"Often","2010","lower secondary degree","direct migration background","","","",""
"Often","2010","lower secondary degree","indirect migration background","","","",""
"Often","2010","secondary school degree","no migration background","","","",""
"Often","2010","secondary school degree","direct migration background","","","",""
"Often","2010","secondary school degree","indirect migration background","","","",""
"Often","2010","college entrance qualification","no migration background","","","",""
"Often","2010","college entrance qualification","direct migration background","","","",""
"Often","2010","college entrance qualification","indirect migration background","","","",""
"Often","2010","Other degree","no migration background","","","",""
"Often","2010","Other degree","direct migration background","","","",""
"Often","2010","Other degree","indirect migration background","","","",""
"Often","2010","no degree/no degree yet","no migration background","","","",""
"Often","2010","no degree/no degree yet","direct migration background","","","",""
"Often","2010","no degree/no degree yet","indirect migration background","","","",""
"Sometimes","2010","lower secondary degree","no migration background","","","",""
"Sometimes","2010","lower secondary degree","direct migration background","","","",""
"Sometimes","2010","lower secondary degree","indirect migration background","","","",""
"Sometimes","2010","secondary school degree","no migration background","","","",""
"Sometimes","2010","secondary school degree","direct migration background","","","",""
"Sometimes","2010","secondary school degree","indirect migration background","","","",""
"Sometimes","2010","college entrance qualification","no migration background","","","",""
"Sometimes","2010","college entrance qualification","direct migration background","","","",""
"Sometimes","2010","college entrance qualification","indirect migration background","","","",""
"Sometimes","2010","Other degree","no migration background","","","",""
"Sometimes","2010","Other degree","direct migration background","","","",""
"Sometimes","2010","Other degree","indirect migration background","","","",""
"Sometimes","2010","no degree/no degree yet","no migration background","","","",""
"Sometimes","2010","no degree/no degree yet","direct migration background","","","",""
"Sometimes","2010","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2010","lower secondary degree","no migration background","","","",""
"Rarely","2010","lower secondary degree","direct migration background","","","",""
"Rarely","2010","lower secondary degree","indirect migration background","","","",""
"Rarely","2010","secondary school degree","no migration background","","","",""
"Rarely","2010","secondary school degree","direct migration background","","","",""
"Rarely","2010","secondary school degree","indirect migration background","","","",""
"Rarely","2010","college entrance qualification","no migration background","","","",""
"Rarely","2010","college entrance qualification","direct migration background","","","",""
"Rarely","2010","college entrance qualification","indirect migration background","","","",""
"Rarely","2010","Other degree","no migration background","","","",""
"Rarely","2010","Other degree","direct migration background","","","",""
"Rarely","2010","Other degree","indirect migration background","","","",""
"Rarely","2010","no degree/no degree yet","no migration background","","","",""
"Rarely","2010","no degree/no degree yet","direct migration background","","","",""
"Rarely","2010","no degree/no degree yet","indirect migration background","","","",""
"Never","2010","lower secondary degree","no migration background","","","",""
"Never","2010","lower secondary degree","direct migration background","","","",""
"Never","2010","lower secondary degree","indirect migration background","","","",""
"Never","2010","secondary school degree","no migration background","","","",""
"Never","2010","secondary school degree","direct migration background","","","",""
"Never","2010","secondary school degree","indirect migration background","","","",""
"Never","2010","college entrance qualification","no migration background","","","",""
"Never","2010","college entrance qualification","direct migration background","","","",""
"Never","2010","college entrance qualification","indirect migration background","","","",""
"Never","2010","Other degree","no migration background","","","",""
"Never","2010","Other degree","direct migration background","","","",""
"Never","2010","Other degree","indirect migration background","","","",""
"Never","2010","no degree/no degree yet","no migration background","","","",""
"Never","2010","no degree/no degree yet","direct migration background","","","",""
"Never","2010","no degree/no degree yet","indirect migration background","","","",""
"Very often","2011","lower secondary degree","no migration background","","","",""
"Very often","2011","lower secondary degree","direct migration background","","","",""
"Very often","2011","lower secondary degree","indirect migration background","","","",""
"Very often","2011","secondary school degree","no migration background","","","",""
"Very often","2011","secondary school degree","direct migration background","","","",""
"Very often","2011","secondary school degree","indirect migration background","","","",""
"Very often","2011","college entrance qualification","no migration background","","","",""
"Very often","2011","college entrance qualification","direct migration background","","","",""
"Very often","2011","college entrance qualification","indirect migration background","","","",""
"Very often","2011","Other degree","no migration background","","","",""
"Very often","2011","Other degree","direct migration background","","","",""
"Very often","2011","Other degree","indirect migration background","","","",""
"Very often","2011","no degree/no degree yet","no migration background","","","",""
"Very often","2011","no degree/no degree yet","direct migration background","","","",""
"Very often","2011","no degree/no degree yet","indirect migration background","","","",""
"Often","2011","lower secondary degree","no migration background","","","",""
"Often","2011","lower secondary degree","direct migration background","","","",""
"Often","2011","lower secondary degree","indirect migration background","","","",""
"Often","2011","secondary school degree","no migration background","","","",""
"Often","2011","secondary school degree","direct migration background","","","",""
"Often","2011","secondary school degree","indirect migration background","","","",""
"Often","2011","college entrance qualification","no migration background","","","",""
"Often","2011","college entrance qualification","direct migration background","","","",""
"Often","2011","college entrance qualification","indirect migration background","","","",""
"Often","2011","Other degree","no migration background","","","",""
"Often","2011","Other degree","direct migration background","","","",""
"Often","2011","Other degree","indirect migration background","","","",""
"Often","2011","no degree/no degree yet","no migration background","","","",""
"Often","2011","no degree/no degree yet","direct migration background","","","",""
"Often","2011","no degree/no degree yet","indirect migration background","","","",""
"Sometimes","2011","lower secondary degree","no migration background","","","",""
"Sometimes","2011","lower secondary degree","direct migration background","","","",""
"Sometimes","2011","lower secondary degree","indirect migration background","","","",""
"Sometimes","2011","secondary school degree","no migration background","","","",""
"Sometimes","2011","secondary school degree","direct migration background","","","",""
"Sometimes","2011","secondary school degree","indirect migration background","","","",""
"Sometimes","2011","college entrance qualification","no migration background","","","",""
"Sometimes","2011","college entrance qualification","direct migration background","","","",""
"Sometimes","2011","college entrance qualification","indirect migration background","","","",""
"Sometimes","2011","Other degree","no migration background","","","",""
"Sometimes","2011","Other degree","direct migration background","","","",""
"Sometimes","2011","Other degree","indirect migration background","","","",""
"Sometimes","2011","no degree/no degree yet","no migration background","","","",""
"Sometimes","2011","no degree/no degree yet","direct migration background","","","",""
"Sometimes","2011","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2011","lower secondary degree","no migration background","","","",""
"Rarely","2011","lower secondary degree","direct migration background","","","",""
"Rarely","2011","lower secondary degree","indirect migration background","","","",""
"Rarely","2011","secondary school degree","no migration background","","","",""
"Rarely","2011","secondary school degree","direct migration background","","","",""
"Rarely","2011","secondary school degree","indirect migration background","","","",""
"Rarely","2011","college entrance qualification","no migration background","","","",""
"Rarely","2011","college entrance qualification","direct migration background","","","",""
"Rarely","2011","college entrance qualification","indirect migration background","","","",""
"Rarely","2011","Other degree","no migration background","","","",""
"Rarely","2011","Other degree","direct migration background","","","",""
"Rarely","2011","Other degree","indirect migration background","","","",""
"Rarely","2011","no degree/no degree yet","no migration background","","","",""
"Rarely","2011","no degree/no degree yet","direct migration background","","","",""
"Rarely","2011","no degree/no degree yet","indirect migration background","","","",""
"Never","2011","lower secondary degree","no migration background","","","",""
"Never","2011","lower secondary degree","direct migration background","","","",""
"Never","2011","lower secondary degree","indirect migration background","","","",""
"Never","2011","secondary school degree","no migration background","","","",""
"Never","2011","secondary school degree","direct migration background","","","",""
"Never","2011","secondary school degree","indirect migration background","","","",""
"Never","2011","college entrance qualification","no migration background","","","",""
"Never","2011","college entrance qualification","direct migration background","","","",""
"Never","2011","college entrance qualification","indirect migration background","","","",""
"Never","2011","Other degree","no migration background","","","",""
"Never","2011","Other degree","direct migration background","","","",""
"Never","2011","Other degree","indirect migration background","","","",""
"Never","2011","no degree/no degree yet","no migration background","","","",""
"Never","2011","no degree/no degree yet","direct migration background","","","",""
"Never","2011","no degree/no degree yet","indirect migration background","","","",""
"Very often","2012","lower secondary degree","no migration background","","","",""
"Very often","2012","lower secondary degree","direct migration background","","","",""
"Very often","2012","lower secondary degree","indirect migration background","","","",""
"Very often","2012","secondary school degree","no migration background","","","",""
"Very often","2012","secondary school degree","direct migration background","","","",""
"Very often","2012","secondary school degree","indirect migration background","","","",""
"Very often","2012","college entrance qualification","no migration background","","","",""
"Very often","2012","college entrance qualification","direct migration background","","","",""
"Very often","2012","college entrance qualification","indirect migration background","","","",""
"Very often","2012","Other degree","no migration background","","","",""
"Very often","2012","Other degree","direct migration background","","","",""
"Very often","2012","Other degree","indirect migration background","","","",""
"Very often","2012","no degree/no degree yet","no migration background","","","",""
"Very often","2012","no degree/no degree yet","direct migration background","","","",""
"Very often","2012","no degree/no degree yet","indirect migration background","","","",""
"Often","2012","lower secondary degree","no migration background","","","",""
"Often","2012","lower secondary degree","direct migration background","","","",""
"Often","2012","lower secondary degree","indirect migration background","","","",""
"Often","2012","secondary school degree","no migration background","","","",""
"Often","2012","secondary school degree","direct migration background","","","",""
"Often","2012","secondary school degree","indirect migration background","","","",""
"Often","2012","college entrance qualification","no migration background","","","",""
"Often","2012","college entrance qualification","direct migration background","","","",""
"Often","2012","college entrance qualification","indirect migration background","","","",""
"Often","2012","Other degree","no migration background","","","",""
"Often","2012","Other degree","direct migration background","","","",""
"Often","2012","Other degree","indirect migration background","","","",""
"Often","2012","no degree/no degree yet","no migration background","","","",""
"Often","2012","no degree/no degree yet","direct migration background","","","",""
"Often","2012","no degree/no degree yet","indirect migration background","","","",""
"Sometimes","2012","lower secondary degree","no migration background","","","",""
"Sometimes","2012","lower secondary degree","direct migration background","","","",""
"Sometimes","2012","lower secondary degree","indirect migration background","","","",""
"Sometimes","2012","secondary school degree","no migration background","","","",""
"Sometimes","2012","secondary school degree","direct migration background","","","",""
"Sometimes","2012","secondary school degree","indirect migration background","","","",""
"Sometimes","2012","college entrance qualification","no migration background","","","",""
"Sometimes","2012","college entrance qualification","direct migration background","","","",""
"Sometimes","2012","college entrance qualification","indirect migration background","","","",""
"Sometimes","2012","Other degree","no migration background","","","",""
"Sometimes","2012","Other degree","direct migration background","","","",""
"Sometimes","2012","Other degree","indirect migration background","","","",""
"Sometimes","2012","no degree/no degree yet","no migration background","","","",""
"Sometimes","2012","no degree/no degree yet","direct migration background","","","",""
"Sometimes","2012","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2012","lower secondary degree","no migration background","","","",""
"Rarely","2012","lower secondary degree","direct migration background","","","",""
"Rarely","2012","lower secondary degree","indirect migration background","","","",""
"Rarely","2012","secondary school degree","no migration background","","","",""
"Rarely","2012","secondary school degree","direct migration background","","","",""
"Rarely","2012","secondary school degree","indirect migration background","","","",""
"Rarely","2012","college entrance qualification","no migration background","","","",""
"Rarely","2012","college entrance qualification","direct migration background","","","",""
"Rarely","2012","college entrance qualification","indirect migration background","","","",""
"Rarely","2012","Other degree","no migration background","","","",""
"Rarely","2012","Other degree","direct migration background","","","",""
"Rarely","2012","Other degree","indirect migration background","","","",""
"Rarely","2012","no degree/no degree yet","no migration background","","","",""
"Rarely","2012","no degree/no degree yet","direct migration background","","","",""
"Rarely","2012","no degree/no degree yet","indirect migration background","","","",""
"Never","2012","lower secondary degree","no migration background","","","",""
"Never","2012","lower secondary degree","direct migration background","","","",""
"Never","2012","lower secondary degree","indirect migration background","","","",""
"Never","2012","secondary school degree","no migration background","","","",""
"Never","2012","secondary school degree","direct migration background","","","",""
"Never","2012","secondary school degree","indirect migration background","","","",""
"Never","2012","college entrance qualification","no migration background","","","",""
"Never","2012","college entrance qualification","direct migration background","","","",""
"Never","2012","college entrance qualification","indirect migration background","","","",""
"Never","2012","Other degree","no migration background","","","",""
"Never","2012","Other degree","direct migration background","","","",""
"Never","2012","Other degree","indirect migration background","","","",""
"Never","2012","no degree/no degree yet","no migration background","","","",""
"Never","2012","no degree/no degree yet","direct migration background","","","",""
"Never","2012","no degree/no degree yet","indirect migration background","","","",""
"Very often","2013","lower secondary degree","no migration background","370","0.046945213504822","0.0417536941769038","0.0521367328327402"
"Very often","2013","lower secondary degree","direct migration background","20","","",""
"Very often","2013","lower secondary degree","indirect migration background","18","","",""
"Very often","2013","secondary school degree","no migration background","470","0.0546704017415309","0.0494521827330025","0.0598886207500593"
"Very often","2013","secondary school degree","direct migration background","19","","",""
"Very often","2013","secondary school degree","indirect migration background","26","","",""
"Very often","2013","college entrance qualification","no migration background","506","0.0629830493002494","0.0571682562176652","0.0687978423828336"
"Very often","2013","college entrance qualification","direct migration background","22","","",""
"Very often","2013","college entrance qualification","indirect migration background","36","0.0724350285843071","0.0454712717323511","0.0993987854362631"
"Very often","2013","Other degree","no migration background","15","","",""
"Very often","2013","Other degree","direct migration background","71","0.04399859801856","0.0331304955104412","0.0548667005266788"
"Very often","2013","Other degree","indirect migration background","2","","",""
"Very often","2013","no degree/no degree yet","no migration background","49","0.0933865102893689","0.0684966991598398","0.118276321418898"
"Very often","2013","no degree/no degree yet","direct migration background","10","","",""
"Very often","2013","no degree/no degree yet","indirect migration background","12","","",""
"Often","2013","lower secondary degree","no migration background","576","0.0827160057431886","0.075955385092669","0.0894766263937082"
"Often","2013","lower secondary degree","direct migration background","45","0.0655393115193703","0.0423630975812757","0.0887155254574649"
"Often","2013","lower secondary degree","indirect migration background","26","","",""
"Often","2013","secondary school degree","no migration background","860","0.10049173667749","0.0935905734996213","0.107392899855359"
"Often","2013","secondary school degree","direct migration background","37","0.12789884704682","0.0879882066800638","0.167809487413577"
"Often","2013","secondary school degree","indirect migration background","27","","",""
"Often","2013","college entrance qualification","no migration background","899","0.116761854964511","0.109075187357646","0.124448522571375"
"Often","2013","college entrance qualification","direct migration background","48","0.116972870251597","0.0816493377960521","0.152296402707142"
"Often","2013","college entrance qualification","indirect migration background","42","0.0989020020354344","0.0678476502536349","0.129956353817234"
"Often","2013","Other degree","no migration background","10","","",""
"Often","2013","Other degree","direct migration background","125","0.0739460555188287","0.0600791137588952","0.0878129972787623"
"Often","2013","Other degree","indirect migration background","3","","",""
"Often","2013","no degree/no degree yet","no migration background","54","0.0839617021261779","0.0602389062470127","0.107684498005343"
"Often","2013","no degree/no degree yet","direct migration background","16","","",""
"Often","2013","no degree/no degree yet","indirect migration background","6","","",""
"Sometimes","2013","lower secondary degree","no migration background","632","0.0936485030533343","0.0864979665087853","0.100799039597883"
"Sometimes","2013","lower secondary degree","direct migration background","38","0.0793571243761364","0.0540437760568719","0.104670472695401"
"Sometimes","2013","lower secondary degree","indirect migration background","28","","",""
"Sometimes","2013","secondary school degree","no migration background","844","0.108171174738146","0.101041806160999","0.115300543315292"
"Sometimes","2013","secondary school degree","direct migration background","25","","",""
"Sometimes","2013","secondary school degree","indirect migration background","39","0.158239621993752","0.117009302385885","0.199469941601619"
"Sometimes","2013","college entrance qualification","no migration background","844","0.110465315378999","0.102962174312708","0.117968456445289"
"Sometimes","2013","college entrance qualification","direct migration background","45","0.120316565546861","0.0845596168723062","0.156073514221415"
"Sometimes","2013","college entrance qualification","indirect migration background","39","0.14033205320663","0.104201241263883","0.176462865149377"
"Sometimes","2013","Other degree","no migration background","18","","",""
"Sometimes","2013","Other degree","direct migration background","157","0.10090911343684","0.084947674697933","0.116870552175748"
"Sometimes","2013","Other degree","indirect migration background","2","","",""
"Sometimes","2013","no degree/no degree yet","no migration background","52","0.109962780408489","0.0832022091727728","0.136723351644205"
"Sometimes","2013","no degree/no degree yet","direct migration background","15","","",""
"Sometimes","2013","no degree/no degree yet","indirect migration background","7","","",""
"Rarely","2013","lower secondary degree","no migration background","1089","0.17362641012287","0.164329556566335","0.182923263679404"
"Rarely","2013","lower secondary degree","direct migration background","74","0.140494738766822","0.107951158041192","0.173038319492452"
"Rarely","2013","lower secondary degree","indirect migration background","50","0.146483214763976","0.105067130096935","0.187899299431016"
"Rarely","2013","secondary school degree","no migration background","1340","0.182133079333343","0.173273965571038","0.190992193095649"
"Rarely","2013","secondary school degree","direct migration background","44","0.189606211595091","0.14276304094596","0.236449382244222"
"Rarely","2013","secondary school degree","indirect migration background","52","0.152525568252318","0.111909351198332","0.193141785306303"
"Rarely","2013","college entrance qualification","no migration background","1325","0.203144921798434","0.193514587625408","0.212775255971459"
"Rarely","2013","college entrance qualification","direct migration background","48","0.206696982954294","0.162190717617714","0.251203248290874"
"Rarely","2013","college entrance qualification","indirect migration background","61","0.157599564245023","0.119696815019535","0.195502313470511"
"Rarely","2013","Other degree","no migration background","43","0.187020271168485","0.132980028221764","0.241060514115207"
"Rarely","2013","Other degree","direct migration background","187","0.134692404849696","0.11660143483894","0.152783374860452"
"Rarely","2013","Other degree","indirect migration background","4","","",""
"Rarely","2013","no degree/no degree yet","no migration background","83","0.145595608717921","0.115425677958752","0.17576553947709"
"Rarely","2013","no degree/no degree yet","direct migration background","25","","",""
"Rarely","2013","no degree/no degree yet","indirect migration background","20","","",""
"Never","2013","lower secondary degree","no migration background","3710","0.603063867575785","0.591055558603352","0.615072176548218"
"Never","2013","lower secondary degree","direct migration background","261","0.650026497911197","0.605358740602724","0.69469425521967"
"Never","2013","lower secondary degree","indirect migration background","158","0.634105286253737","0.57768596855602","0.690524603951454"
"Never","2013","secondary school degree","no migration background","3777","0.55453360750949","0.54312517571714","0.565942039301839"
"Never","2013","secondary school degree","direct migration background","144","0.563505187587183","0.504238527516796","0.62277184765757"
"Never","2013","secondary school degree","indirect migration background","157","0.571610484590345","0.515707582649173","0.627513386531518"
"Never","2013","college entrance qualification","no migration background","3131","0.506644858557807","0.494677994732852","0.518611722382763"
"Never","2013","college entrance qualification","direct migration background","155","0.496853792397176","0.441900219081147","0.551807365713205"
"Never","2013","college entrance qualification","indirect migration background","177","0.530731351928605","0.478817643189749","0.582645060667462"
"Never","2013","Other degree","no migration background","114","0.601657018865428","0.533809156132638","0.669504881598219"
"Never","2013","Other degree","direct migration background","828","0.646453828176075","0.621120230589912","0.671787425762238"
"Never","2013","Other degree","indirect migration background","19","","",""
"Never","2013","no degree/no degree yet","no migration background","287","0.567093398458043","0.524710286690016","0.60947651022607"
"Never","2013","no degree/no degree yet","direct migration background","102","0.637764923009931","0.565084237254496","0.710445608765367"
"Never","2013","no degree/no degree yet","indirect migration background","66","0.606292989588775","0.515403335843796","0.697182643333755"
"Very often","2014","lower secondary degree","no migration background","","","",""
"Very often","2014","lower secondary degree","direct migration background","","","",""
"Very often","2014","lower secondary degree","indirect migration background","","","",""
"Very often","2014","secondary school degree","no migration background","","","",""
"Very often","2014","secondary school degree","direct migration background","","","",""
"Very often","2014","secondary school degree","indirect migration background","","","",""
"Very often","2014","college entrance qualification","no migration background","","","",""
"Very often","2014","college entrance qualification","direct migration background","","","",""
"Very often","2014","college entrance qualification","indirect migration background","","","",""
"Very often","2014","Other degree","no migration background","","","",""
"Very often","2014","Other degree","direct migration background","","","",""
"Very often","2014","Other degree","indirect migration background","","","",""
"Very often","2014","no degree/no degree yet","no migration background","","","",""
"Very often","2014","no degree/no degree yet","direct migration background","","","",""
"Very often","2014","no degree/no degree yet","indirect migration background","","","",""
"Often","2014","lower secondary degree","no migration background","","","",""
"Often","2014","lower secondary degree","direct migration background","","","",""
"Often","2014","lower secondary degree","indirect migration background","","","",""
"Often","2014","secondary school degree","no migration background","","","",""
"Often","2014","secondary school degree","direct migration background","","","",""
"Often","2014","secondary school degree","indirect migration background","","","",""
"Often","2014","college entrance qualification","no migration background","","","",""
"Often","2014","college entrance qualification","direct migration background","","","",""
"Often","2014","college entrance qualification","indirect migration background","","","",""
"Often","2014","Other degree","no migration background","","","",""
"Often","2014","Other degree","direct migration background","","","",""
"Often","2014","Other degree","indirect migration background","","","",""
"Often","2014","no degree/no degree yet","no migration background","","","",""
"Often","2014","no degree/no degree yet","direct migration background","","","",""
"Often","2014","no degree/no degree yet","indirect migration background","","","",""
"Sometimes","2014","lower secondary degree","no migration background","","","",""
"Sometimes","2014","lower secondary degree","direct migration background","","","",""
"Sometimes","2014","lower secondary degree","indirect migration background","","","",""
"Sometimes","2014","secondary school degree","no migration background","","","",""
"Sometimes","2014","secondary school degree","direct migration background","","","",""
"Sometimes","2014","secondary school degree","indirect migration background","","","",""
"Sometimes","2014","college entrance qualification","no migration background","","","",""
"Sometimes","2014","college entrance qualification","direct migration background","","","",""
"Sometimes","2014","college entrance qualification","indirect migration background","","","",""
"Sometimes","2014","Other degree","no migration background","","","",""
"Sometimes","2014","Other degree","direct migration background","","","",""
"Sometimes","2014","Other degree","indirect migration background","","","",""
"Sometimes","2014","no degree/no degree yet","no migration background","","","",""
"Sometimes","2014","no degree/no degree yet","direct migration background","","","",""
"Sometimes","2014","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2014","lower secondary degree","no migration background","","","",""
"Rarely","2014","lower secondary degree","direct migration background","","","",""
"Rarely","2014","lower secondary degree","indirect migration background","","","",""
"Rarely","2014","secondary school degree","no migration background","","","",""
"Rarely","2014","secondary school degree","direct migration background","","","",""
"Rarely","2014","secondary school degree","indirect migration background","","","",""
"Rarely","2014","college entrance qualification","no migration background","","","",""
"Rarely","2014","college entrance qualification","direct migration background","","","",""
"Rarely","2014","college entrance qualification","indirect migration background","","","",""
"Rarely","2014","Other degree","no migration background","","","",""
"Rarely","2014","Other degree","direct migration background","","","",""
"Rarely","2014","Other degree","indirect migration background","","","",""
"Rarely","2014","no degree/no degree yet","no migration background","","","",""
"Rarely","2014","no degree/no degree yet","direct migration background","","","",""
"Rarely","2014","no degree/no degree yet","indirect migration background","","","",""
"Never","2014","lower secondary degree","no migration background","","","",""
"Never","2014","lower secondary degree","direct migration background","","","",""
"Never","2014","lower secondary degree","indirect migration background","","","",""
"Never","2014","secondary school degree","no migration background","","","",""
"Never","2014","secondary school degree","direct migration background","","","",""
"Never","2014","secondary school degree","indirect migration background","","","",""
"Never","2014","college entrance qualification","no migration background","","","",""
"Never","2014","college entrance qualification","direct migration background","","","",""
"Never","2014","college entrance qualification","indirect migration background","","","",""
"Never","2014","Other degree","no migration background","","","",""
"Never","2014","Other degree","direct migration background","","","",""
"Never","2014","Other degree","indirect migration background","","","",""
"Never","2014","no degree/no degree yet","no migration background","","","",""
"Never","2014","no degree/no degree yet","direct migration background","","","",""
"Never","2014","no degree/no degree yet","indirect migration background","","","",""
"Very often","2015","lower secondary degree","no migration background","","","",""
"Very often","2015","lower secondary degree","direct migration background","","","",""
"Very often","2015","lower secondary degree","indirect migration background","","","",""
"Very often","2015","secondary school degree","no migration background","","","",""
"Very often","2015","secondary school degree","direct migration background","","","",""
"Very often","2015","secondary school degree","indirect migration background","","","",""
"Very often","2015","college entrance qualification","no migration background","","","",""
"Very often","2015","college entrance qualification","direct migration background","","","",""
"Very often","2015","college entrance qualification","indirect migration background","","","",""
"Very often","2015","Other degree","no migration background","","","",""
"Very often","2015","Other degree","direct migration background","","","",""
"Very often","2015","Other degree","indirect migration background","","","",""
"Very often","2015","no degree/no degree yet","no migration background","","","",""
"Very often","2015","no degree/no degree yet","direct migration background","","","",""
"Very often","2015","no degree/no degree yet","indirect migration background","","","",""
"Often","2015","lower secondary degree","no migration background","","","",""
"Often","2015","lower secondary degree","direct migration background","","","",""
"Often","2015","lower secondary degree","indirect migration background","","","",""
"Often","2015","secondary school degree","no migration background","","","",""
"Often","2015","secondary school degree","direct migration background","","","",""
"Often","2015","secondary school degree","indirect migration background","","","",""
"Often","2015","college entrance qualification","no migration background","","","",""
"Often","2015","college entrance qualification","direct migration background","","","",""
"Often","2015","college entrance qualification","indirect migration background","","","",""
