"pld0045","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Often","2007","(1b) general elementary school","Female","","","",""
"Often","2007","(1c) basic vocational qualification","Male","","","",""
"Often","2007","(1c) basic vocational qualification","Female","","","",""
"Often","2007","(2b) intermediate general qualification","Male","","","",""
"Often","2007","(2b) intermediate general qualification","Female","","","",""
"Often","2007","(2a) intermediate vocational","Male","","","",""
"Often","2007","(2a) intermediate vocational","Female","","","",""
"Often","2007","(2c_gen) general maturity certificate","Male","","","",""
"Often","2007","(2c_gen) general maturity certificate","Female","","","",""
"Often","2007","(2c_voc) vocational maturity certificate","Male","","","",""
"Often","2007","(2c_voc) vocational maturity certificate","Female","","","",""
"Often","2007","(3a) lower tertiary education","Male","","","",""
"Often","2007","(3a) lower tertiary education","Female","","","",""
"Often","2007","(3b) higher tertiary education","Male","","","",""
"Often","2007","(3b) higher tertiary education","Female","","","",""
"Sometimes","2007","(0) in school","Male","","","",""
"Sometimes","2007","(0) in school","Female","","","",""
"Sometimes","2007","(1a) inadequately completed","Male","","","",""
"Sometimes","2007","(1a) inadequately completed","Female","","","",""
"Sometimes","2007","(1b) general elementary school","Male","","","",""
"Sometimes","2007","(1b) general elementary school","Female","","","",""
"Sometimes","2007","(1c) basic vocational qualification","Male","","","",""
"Sometimes","2007","(1c) basic vocational qualification","Female","","","",""
"Sometimes","2007","(2b) intermediate general qualification","Male","","","",""
"Sometimes","2007","(2b) intermediate general qualification","Female","","","",""
"Sometimes","2007","(2a) intermediate vocational","Male","","","",""
"Sometimes","2007","(2a) intermediate vocational","Female","","","",""
"Sometimes","2007","(2c_gen) general maturity certificate","Male","","","",""
"Sometimes","2007","(2c_gen) general maturity certificate","Female","","","",""
"Sometimes","2007","(2c_voc) vocational maturity certificate","Male","","","",""
"Sometimes","2007","(2c_voc) vocational maturity certificate","Female","","","",""
"Sometimes","2007","(3a) lower tertiary education","Male","","","",""
"Sometimes","2007","(3a) lower tertiary education","Female","","","",""
"Sometimes","2007","(3b) higher tertiary education","Male","","","",""
"Sometimes","2007","(3b) higher tertiary education","Female","","","",""
"Rarely","2007","(0) in school","Male","","","",""
"Rarely","2007","(0) in school","Female","","","",""
"Rarely","2007","(1a) inadequately completed","Male","","","",""
"Rarely","2007","(1a) inadequately completed","Female","","","",""
"Rarely","2007","(1b) general elementary school","Male","","","",""
"Rarely","2007","(1b) general elementary school","Female","","","",""
"Rarely","2007","(1c) basic vocational qualification","Male","","","",""
"Rarely","2007","(1c) basic vocational qualification","Female","","","",""
"Rarely","2007","(2b) intermediate general qualification","Male","","","",""
"Rarely","2007","(2b) intermediate general qualification","Female","","","",""
"Rarely","2007","(2a) intermediate vocational","Male","","","",""
"Rarely","2007","(2a) intermediate vocational","Female","","","",""
"Rarely","2007","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","2007","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","2007","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","2007","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","2007","(3a) lower tertiary education","Male","","","",""
"Rarely","2007","(3a) lower tertiary education","Female","","","",""
"Rarely","2007","(3b) higher tertiary education","Male","","","",""
"Rarely","2007","(3b) higher tertiary education","Female","","","",""
"Never","2007","(0) in school","Male","","","",""
"Never","2007","(0) in school","Female","","","",""
"Never","2007","(1a) inadequately completed","Male","","","",""
"Never","2007","(1a) inadequately completed","Female","","","",""
"Never","2007","(1b) general elementary school","Male","","","",""
"Never","2007","(1b) general elementary school","Female","","","",""
"Never","2007","(1c) basic vocational qualification","Male","","","",""
"Never","2007","(1c) basic vocational qualification","Female","","","",""
"Never","2007","(2b) intermediate general qualification","Male","","","",""
"Never","2007","(2b) intermediate general qualification","Female","","","",""
"Never","2007","(2a) intermediate vocational","Male","","","",""
"Never","2007","(2a) intermediate vocational","Female","","","",""
"Never","2007","(2c_gen) general maturity certificate","Male","","","",""
"Never","2007","(2c_gen) general maturity certificate","Female","","","",""
"Never","2007","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","2007","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","2007","(3a) lower tertiary education","Male","","","",""
"Never","2007","(3a) lower tertiary education","Female","","","",""
"Never","2007","(3b) higher tertiary education","Male","","","",""
"Never","2007","(3b) higher tertiary education","Female","","","",""
"Very often","2008","(0) in school","Male","9","","",""
"Very often","2008","(0) in school","Female","9","","",""
"Very often","2008","(1a) inadequately completed","Male","4","","",""
"Very often","2008","(1a) inadequately completed","Female","4","","",""
"Very often","2008","(1b) general elementary school","Male","19","","",""
"Very often","2008","(1b) general elementary school","Female","43","0.0514438874340313","0.0384836070604691","0.0644041678075936"
"Very often","2008","(1c) basic vocational qualification","Male","135","0.0437077781144906","0.0361687816180014","0.0512467746109798"
"Very often","2008","(1c) basic vocational qualification","Female","110","0.0483014579759794","0.0397433195292888","0.0568595964226699"
"Very often","2008","(2b) intermediate general qualification","Male","9","","",""
"Very often","2008","(2b) intermediate general qualification","Female","16","","",""
"Very often","2008","(2a) intermediate vocational","Male","86","0.0419417623783954","0.0330854110529115","0.0507981137038792"
"Very often","2008","(2a) intermediate vocational","Female","162","0.0539413499353916","0.0453533795404733","0.06252932033031"
"Very often","2008","(2c_gen) general maturity certificate","Male","30","0.081144745199336","0.0521204030781886","0.110169087320483"
"Very often","2008","(2c_gen) general maturity certificate","Female","39","0.0614984289087639","0.0378663270337101","0.0851305307838178"
"Very often","2008","(2c_voc) vocational maturity certificate","Male","29","","",""
"Very often","2008","(2c_voc) vocational maturity certificate","Female","47","0.0550093691700479","0.0392982937339833","0.0707204446061126"
"Very often","2008","(3a) lower tertiary education","Male","41","0.0488644949666202","0.0346368931370085","0.0630920967962318"
"Very often","2008","(3a) lower tertiary education","Female","55","0.0641127226995048","0.046697654606412","0.0815277907925975"
"Very often","2008","(3b) higher tertiary education","Male","66","0.0484314683896394","0.0372182412974596","0.0596446954818192"
"Very often","2008","(3b) higher tertiary education","Female","72","0.0639259672078148","0.0497196999143782","0.0781322345012514"
"Often","2008","(0) in school","Male","18","","",""
"Often","2008","(0) in school","Female","15","","",""
"Often","2008","(1a) inadequately completed","Male","6","","",""
"Often","2008","(1a) inadequately completed","Female","9","","",""
"Often","2008","(1b) general elementary school","Male","35","0.124085952321105","0.0939585817071707","0.154213322935039"
"Often","2008","(1b) general elementary school","Female","70","0.0570861046173707","0.0434742526877867","0.0706979565469547"
"Often","2008","(1c) basic vocational qualification","Male","243","0.0927648429609935","0.0820671406711724","0.103462545250815"
"Often","2008","(1c) basic vocational qualification","Female","173","0.0672533299647368","0.0572559030985632","0.0772507568309104"
"Often","2008","(2b) intermediate general qualification","Male","21","","",""
"Often","2008","(2b) intermediate general qualification","Female","23","","",""
"Often","2008","(2a) intermediate vocational","Male","171","0.0855927980372092","0.0732326413908465","0.0979529546835718"
"Often","2008","(2a) intermediate vocational","Female","239","0.101834477360303","0.0903371681327275","0.113331786587878"
"Often","2008","(2c_gen) general maturity certificate","Male","30","0.0710072712334284","0.0437070477948667","0.0983074946719902"
"Often","2008","(2c_gen) general maturity certificate","Female","43","0.0953601688145681","0.0664683956720509","0.124251941957085"
"Often","2008","(2c_voc) vocational maturity certificate","Male","58","0.0741690194187461","0.0537552427454378","0.0945827960920544"
"Often","2008","(2c_voc) vocational maturity certificate","Female","105","0.123810812313105","0.101114669188496","0.146506955437715"
"Often","2008","(3a) lower tertiary education","Male","77","0.0924039847955896","0.0732920155156612","0.111515954075518"
"Often","2008","(3a) lower tertiary education","Female","79","0.128292330696432","0.104516972105926","0.152067689286937"
"Often","2008","(3b) higher tertiary education","Male","135","0.0969646788632762","0.0815083654993252","0.112420992227227"
"Often","2008","(3b) higher tertiary education","Female","142","0.109104207210133","0.0909982940971102","0.127210120323156"
"Sometimes","2008","(0) in school","Male","18","","",""
"Sometimes","2008","(0) in school","Female","17","","",""
"Sometimes","2008","(1a) inadequately completed","Male","9","","",""
"Sometimes","2008","(1a) inadequately completed","Female","9","","",""
"Sometimes","2008","(1b) general elementary school","Male","54","0.0959723664692199","0.0690549651281155","0.122889767810324"
"Sometimes","2008","(1b) general elementary school","Female","84","0.0739598845875667","0.058605620489897","0.0893141486852364"
"Sometimes","2008","(1c) basic vocational qualification","Male","250","0.0901104743018144","0.0795515218167948","0.100669426786834"
"Sometimes","2008","(1c) basic vocational qualification","Female","218","0.0868600146667079","0.0756184150000657","0.0981016143333501"
"Sometimes","2008","(2b) intermediate general qualification","Male","24","","",""
"Sometimes","2008","(2b) intermediate general qualification","Female","22","","",""
"Sometimes","2008","(2a) intermediate vocational","Male","230","0.123057291961925","0.10854370259623","0.137570881327621"
"Sometimes","2008","(2a) intermediate vocational","Female","282","0.112909837762608","0.100878321126638","0.124941354398578"
"Sometimes","2008","(2c_gen) general maturity certificate","Male","24","","",""
"Sometimes","2008","(2c_gen) general maturity certificate","Female","43","0.110896899946409","0.0800089842814761","0.141784815611341"
"Sometimes","2008","(2c_voc) vocational maturity certificate","Male","74","0.128119554607316","0.102083065892963","0.154156043321669"
"Sometimes","2008","(2c_voc) vocational maturity certificate","Female","83","0.115036305969169","0.0930499112356059","0.137022700702733"
"Sometimes","2008","(3a) lower tertiary education","Male","111","0.123829321819368","0.10209130586413","0.145567337774607"
"Sometimes","2008","(3a) lower tertiary education","Female","90","0.0980237525934516","0.076883775734525","0.119163729452378"
"Sometimes","2008","(3b) higher tertiary education","Male","161","0.0873793548673183","0.0726292086618268","0.10212950107281"
"Sometimes","2008","(3b) higher tertiary education","Female","143","0.122681487487732","0.103628881233272","0.141734093742192"
"Rarely","2008","(0) in school","Male","38","0.282289461389341","0.215021872427363","0.349557050351319"
"Rarely","2008","(0) in school","Female","42","0.218378144070409","0.158682572852201","0.278073715288617"
"Rarely","2008","(1a) inadequately completed","Male","13","","",""
"Rarely","2008","(1a) inadequately completed","Female","10","","",""
"Rarely","2008","(1b) general elementary school","Male","61","0.111740735614026","0.08295052704414","0.140530944183913"
"Rarely","2008","(1b) general elementary school","Female","175","0.146979486080112","0.126205296349918","0.167753675810307"
"Rarely","2008","(1c) basic vocational qualification","Male","483","0.17129406904892","0.157400614281382","0.185187523816459"
"Rarely","2008","(1c) basic vocational qualification","Female","338","0.139857139797748","0.126012645353805","0.153701634241691"
"Rarely","2008","(2b) intermediate general qualification","Male","41","0.17516452479838","0.12139895906969","0.228930090527069"
"Rarely","2008","(2b) intermediate general qualification","Female","48","0.163058022925736","0.120613626912609","0.205502418938862"
"Rarely","2008","(2a) intermediate vocational","Male","398","0.211343984605485","0.193306569516201","0.229381399694769"
"Rarely","2008","(2a) intermediate vocational","Female","468","0.165538991545634","0.151409589612691","0.179668393478578"
"Rarely","2008","(2c_gen) general maturity certificate","Male","60","0.161890665341808","0.122737229813777","0.201044100869839"
"Rarely","2008","(2c_gen) general maturity certificate","Female","67","0.200190516000718","0.160829358444202","0.239551673557235"
"Rarely","2008","(2c_voc) vocational maturity certificate","Male","116","0.180200796787777","0.15025896712031","0.210142626455244"
"Rarely","2008","(2c_voc) vocational maturity certificate","Female","130","0.156575679276211","0.131534254080027","0.181617104472396"
"Rarely","2008","(3a) lower tertiary education","Male","199","0.20181371380122","0.175326195696467","0.228301231905973"
"Rarely","2008","(3a) lower tertiary education","Female","142","0.162720320825863","0.136478288490189","0.188962353161537"
"Rarely","2008","(3b) higher tertiary education","Male","272","0.23520035872928","0.213046999428201","0.25735371803036"
"Rarely","2008","(3b) higher tertiary education","Female","195","0.201790824930093","0.178483346304995","0.225098303555192"
"Never","2008","(0) in school","Male","89","0.488104259413913","0.41340248390092","0.562806034926905"
"Never","2008","(0) in school","Female","101","0.466461586527759","0.394379065295265","0.538544107760253"
"Never","2008","(1a) inadequately completed","Male","46","0.608246788557201","0.499917227195183","0.71657634991922"
"Never","2008","(1a) inadequately completed","Female","74","0.659251986514058","0.569024772376124","0.749479200651993"
"Never","2008","(1b) general elementary school","Male","291","0.603301466129077","0.5585953786858","0.648007553572354"
"Never","2008","(1b) general elementary school","Female","744","0.670530637280919","0.642954538590861","0.698106735970977"
"Never","2008","(1c) basic vocational qualification","Male","1714","0.602122835573781","0.58407372019713","0.620171950950432"
"Never","2008","(1c) basic vocational qualification","Female","1572","0.657728057594828","0.638789001958729","0.676667113230928"
"Never","2008","(2b) intermediate general qualification","Male","97","0.539961987235603","0.469464127949725","0.610459846521481"
"Never","2008","(2b) intermediate general qualification","Female","182","0.602214018979776","0.545979658067202","0.658448379892349"
"Never","2008","(2a) intermediate vocational","Male","1083","0.538064163016985","0.516037768900128","0.560090557133842"
"Never","2008","(2a) intermediate vocational","Female","1507","0.565775343396063","0.546932351933323","0.584618334858804"
"Never","2008","(2c_gen) general maturity certificate","Male","196","0.627832299883158","0.576451625604487","0.679212974161829"
"Never","2008","(2c_gen) general maturity certificate","Female","205","0.532053986329541","0.482971272831884","0.581136699827198"
"Never","2008","(2c_voc) vocational maturity certificate","Male","356","0.553855901413892","0.515131723557665","0.592580079270118"
"Never","2008","(2c_voc) vocational maturity certificate","Female","444","0.549567833271466","0.515283225811433","0.583852440731499"
"Never","2008","(3a) lower tertiary education","Male","454","0.533088484617202","0.500163108737066","0.566013860497337"
"Never","2008","(3a) lower tertiary education","Female","394","0.546850873184749","0.511459588826613","0.582242157542885"
"Never","2008","(3b) higher tertiary education","Male","774","0.532024139150486","0.505961153892149","0.558087124408822"
"Never","2008","(3b) higher tertiary education","Female","587","0.502497513164227","0.473460575291644","0.53153445103681"
"Very often","2009","(0) in school","Male","","","",""
"Very often","2009","(0) in school","Female","","","",""
"Very often","2009","(1a) inadequately completed","Male","","","",""
"Very often","2009","(1a) inadequately completed","Female","","","",""
"Very often","2009","(1b) general elementary school","Male","","","",""
"Very often","2009","(1b) general elementary school","Female","","","",""
"Very often","2009","(1c) basic vocational qualification","Male","","","",""
"Very often","2009","(1c) basic vocational qualification","Female","","","",""
"Very often","2009","(2b) intermediate general qualification","Male","","","",""
"Very often","2009","(2b) intermediate general qualification","Female","","","",""
"Very often","2009","(2a) intermediate vocational","Male","","","",""
"Very often","2009","(2a) intermediate vocational","Female","","","",""
"Very often","2009","(2c_gen) general maturity certificate","Male","","","",""
"Very often","2009","(2c_gen) general maturity certificate","Female","","","",""
"Very often","2009","(2c_voc) vocational maturity certificate","Male","","","",""
"Very often","2009","(2c_voc) vocational maturity certificate","Female","","","",""
"Very often","2009","(3a) lower tertiary education","Male","","","",""
"Very often","2009","(3a) lower tertiary education","Female","","","",""
"Very often","2009","(3b) higher tertiary education","Male","","","",""
"Very often","2009","(3b) higher tertiary education","Female","","","",""
"Often","2009","(0) in school","Male","","","",""
"Often","2009","(0) in school","Female","","","",""
"Often","2009","(1a) inadequately completed","Male","","","",""
"Often","2009","(1a) inadequately completed","Female","","","",""
"Often","2009","(1b) general elementary school","Male","","","",""
"Often","2009","(1b) general elementary school","Female","","","",""
"Often","2009","(1c) basic vocational qualification","Male","","","",""
"Often","2009","(1c) basic vocational qualification","Female","","","",""
"Often","2009","(2b) intermediate general qualification","Male","","","",""
"Often","2009","(2b) intermediate general qualification","Female","","","",""
"Often","2009","(2a) intermediate vocational","Male","","","",""
"Often","2009","(2a) intermediate vocational","Female","","","",""
"Often","2009","(2c_gen) general maturity certificate","Male","","","",""
"Often","2009","(2c_gen) general maturity certificate","Female","","","",""
"Often","2009","(2c_voc) vocational maturity certificate","Male","","","",""
"Often","2009","(2c_voc) vocational maturity certificate","Female","","","",""
"Often","2009","(3a) lower tertiary education","Male","","","",""
"Often","2009","(3a) lower tertiary education","Female","","","",""
"Often","2009","(3b) higher tertiary education","Male","","","",""
"Often","2009","(3b) higher tertiary education","Female","","","",""
"Sometimes","2009","(0) in school","Male","","","",""
"Sometimes","2009","(0) in school","Female","","","",""
"Sometimes","2009","(1a) inadequately completed","Male","","","",""
"Sometimes","2009","(1a) inadequately completed","Female","","","",""
"Sometimes","2009","(1b) general elementary school","Male","","","",""
"Sometimes","2009","(1b) general elementary school","Female","","","",""
"Sometimes","2009","(1c) basic vocational qualification","Male","","","",""
"Sometimes","2009","(1c) basic vocational qualification","Female","","","",""
"Sometimes","2009","(2b) intermediate general qualification","Male","","","",""
"Sometimes","2009","(2b) intermediate general qualification","Female","","","",""
"Sometimes","2009","(2a) intermediate vocational","Male","","","",""
"Sometimes","2009","(2a) intermediate vocational","Female","","","",""
"Sometimes","2009","(2c_gen) general maturity certificate","Male","","","",""
"Sometimes","2009","(2c_gen) general maturity certificate","Female","","","",""
"Sometimes","2009","(2c_voc) vocational maturity certificate","Male","","","",""
"Sometimes","2009","(2c_voc) vocational maturity certificate","Female","","","",""
"Sometimes","2009","(3a) lower tertiary education","Male","","","",""
"Sometimes","2009","(3a) lower tertiary education","Female","","","",""
"Sometimes","2009","(3b) higher tertiary education","Male","","","",""
"Sometimes","2009","(3b) higher tertiary education","Female","","","",""
"Rarely","2009","(0) in school","Male","","","",""
"Rarely","2009","(0) in school","Female","","","",""
"Rarely","2009","(1a) inadequately completed","Male","","","",""
"Rarely","2009","(1a) inadequately completed","Female","","","",""
"Rarely","2009","(1b) general elementary school","Male","","","",""
"Rarely","2009","(1b) general elementary school","Female","","","",""
"Rarely","2009","(1c) basic vocational qualification","Male","","","",""
"Rarely","2009","(1c) basic vocational qualification","Female","","","",""
"Rarely","2009","(2b) intermediate general qualification","Male","","","",""
"Rarely","2009","(2b) intermediate general qualification","Female","","","",""
"Rarely","2009","(2a) intermediate vocational","Male","","","",""
"Rarely","2009","(2a) intermediate vocational","Female","","","",""
"Rarely","2009","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","2009","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","2009","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","2009","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","2009","(3a) lower tertiary education","Male","","","",""
"Rarely","2009","(3a) lower tertiary education","Female","","","",""
"Rarely","2009","(3b) higher tertiary education","Male","","","",""
"Rarely","2009","(3b) higher tertiary education","Female","","","",""
"Never","2009","(0) in school","Male","","","",""
"Never","2009","(0) in school","Female","","","",""
"Never","2009","(1a) inadequately completed","Male","","","",""
"Never","2009","(1a) inadequately completed","Female","","","",""
"Never","2009","(1b) general elementary school","Male","","","",""
"Never","2009","(1b) general elementary school","Female","","","",""
"Never","2009","(1c) basic vocational qualification","Male","","","",""
"Never","2009","(1c) basic vocational qualification","Female","","","",""
"Never","2009","(2b) intermediate general qualification","Male","","","",""
"Never","2009","(2b) intermediate general qualification","Female","","","",""
"Never","2009","(2a) intermediate vocational","Male","","","",""
"Never","2009","(2a) intermediate vocational","Female","","","",""
"Never","2009","(2c_gen) general maturity certificate","Male","","","",""
"Never","2009","(2c_gen) general maturity certificate","Female","","","",""
"Never","2009","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","2009","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","2009","(3a) lower tertiary education","Male","","","",""
"Never","2009","(3a) lower tertiary education","Female","","","",""
"Never","2009","(3b) higher tertiary education","Male","","","",""
"Never","2009","(3b) higher tertiary education","Female","","","",""
"Very often","2010","(0) in school","Male","","","",""
"Very often","2010","(0) in school","Female","","","",""
"Very often","2010","(1a) inadequately completed","Male","","","",""
"Very often","2010","(1a) inadequately completed","Female","","","",""
"Very often","2010","(1b) general elementary school","Male","","","",""
"Very often","2010","(1b) general elementary school","Female","","","",""
"Very often","2010","(1c) basic vocational qualification","Male","","","",""
"Very often","2010","(1c) basic vocational qualification","Female","","","",""
"Very often","2010","(2b) intermediate general qualification","Male","","","",""
"Very often","2010","(2b) intermediate general qualification","Female","","","",""
"Very often","2010","(2a) intermediate vocational","Male","","","",""
"Very often","2010","(2a) intermediate vocational","Female","","","",""
"Very often","2010","(2c_gen) general maturity certificate","Male","","","",""
"Very often","2010","(2c_gen) general maturity certificate","Female","","","",""
"Very often","2010","(2c_voc) vocational maturity certificate","Male","","","",""
"Very often","2010","(2c_voc) vocational maturity certificate","Female","","","",""
"Very often","2010","(3a) lower tertiary education","Male","","","",""
"Very often","2010","(3a) lower tertiary education","Female","","","",""
"Very often","2010","(3b) higher tertiary education","Male","","","",""
"Very often","2010","(3b) higher tertiary education","Female","","","",""
"Often","2010","(0) in school","Male","","","",""
"Often","2010","(0) in school","Female","","","",""
"Often","2010","(1a) inadequately completed","Male","","","",""
"Often","2010","(1a) inadequately completed","Female","","","",""
"Often","2010","(1b) general elementary school","Male","","","",""
"Often","2010","(1b) general elementary school","Female","","","",""
"Often","2010","(1c) basic vocational qualification","Male","","","",""
"Often","2010","(1c) basic vocational qualification","Female","","","",""
"Often","2010","(2b) intermediate general qualification","Male","","","",""
"Often","2010","(2b) intermediate general qualification","Female","","","",""
"Often","2010","(2a) intermediate vocational","Male","","","",""
"Often","2010","(2a) intermediate vocational","Female","","","",""
"Often","2010","(2c_gen) general maturity certificate","Male","","","",""
"Often","2010","(2c_gen) general maturity certificate","Female","","","",""
"Often","2010","(2c_voc) vocational maturity certificate","Male","","","",""
"Often","2010","(2c_voc) vocational maturity certificate","Female","","","",""
"Often","2010","(3a) lower tertiary education","Male","","","",""
"Often","2010","(3a) lower tertiary education","Female","","","",""
"Often","2010","(3b) higher tertiary education","Male","","","",""
"Often","2010","(3b) higher tertiary education","Female","","","",""
"Sometimes","2010","(0) in school","Male","","","",""
"Sometimes","2010","(0) in school","Female","","","",""
"Sometimes","2010","(1a) inadequately completed","Male","","","",""
"Sometimes","2010","(1a) inadequately completed","Female","","","",""
"Sometimes","2010","(1b) general elementary school","Male","","","",""
"Sometimes","2010","(1b) general elementary school","Female","","","",""
"Sometimes","2010","(1c) basic vocational qualification","Male","","","",""
"Sometimes","2010","(1c) basic vocational qualification","Female","","","",""
"Sometimes","2010","(2b) intermediate general qualification","Male","","","",""
"Sometimes","2010","(2b) intermediate general qualification","Female","","","",""
"Sometimes","2010","(2a) intermediate vocational","Male","","","",""
"Sometimes","2010","(2a) intermediate vocational","Female","","","",""
"Sometimes","2010","(2c_gen) general maturity certificate","Male","","","",""
"Sometimes","2010","(2c_gen) general maturity certificate","Female","","","",""
"Sometimes","2010","(2c_voc) vocational maturity certificate","Male","","","",""
"Sometimes","2010","(2c_voc) vocational maturity certificate","Female","","","",""
"Sometimes","2010","(3a) lower tertiary education","Male","","","",""
"Sometimes","2010","(3a) lower tertiary education","Female","","","",""
"Sometimes","2010","(3b) higher tertiary education","Male","","","",""
"Sometimes","2010","(3b) higher tertiary education","Female","","","",""
"Rarely","2010","(0) in school","Male","","","",""
"Rarely","2010","(0) in school","Female","","","",""
"Rarely","2010","(1a) inadequately completed","Male","","","",""
"Rarely","2010","(1a) inadequately completed","Female","","","",""
"Rarely","2010","(1b) general elementary school","Male","","","",""
"Rarely","2010","(1b) general elementary school","Female","","","",""
"Rarely","2010","(1c) basic vocational qualification","Male","","","",""
"Rarely","2010","(1c) basic vocational qualification","Female","","","",""
"Rarely","2010","(2b) intermediate general qualification","Male","","","",""
"Rarely","2010","(2b) intermediate general qualification","Female","","","",""
"Rarely","2010","(2a) intermediate vocational","Male","","","",""
"Rarely","2010","(2a) intermediate vocational","Female","","","",""
"Rarely","2010","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","2010","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","2010","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","2010","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","2010","(3a) lower tertiary education","Male","","","",""
"Rarely","2010","(3a) lower tertiary education","Female","","","",""
"Rarely","2010","(3b) higher tertiary education","Male","","","",""
"Rarely","2010","(3b) higher tertiary education","Female","","","",""
"Never","2010","(0) in school","Male","","","",""
"Never","2010","(0) in school","Female","","","",""
"Never","2010","(1a) inadequately completed","Male","","","",""
"Never","2010","(1a) inadequately completed","Female","","","",""
"Never","2010","(1b) general elementary school","Male","","","",""
"Never","2010","(1b) general elementary school","Female","","","",""
"Never","2010","(1c) basic vocational qualification","Male","","","",""
"Never","2010","(1c) basic vocational qualification","Female","","","",""
"Never","2010","(2b) intermediate general qualification","Male","","","",""
"Never","2010","(2b) intermediate general qualification","Female","","","",""
"Never","2010","(2a) intermediate vocational","Male","","","",""
"Never","2010","(2a) intermediate vocational","Female","","","",""
"Never","2010","(2c_gen) general maturity certificate","Male","","","",""
"Never","2010","(2c_gen) general maturity certificate","Female","","","",""
"Never","2010","(2c_voc) vocational maturity certificate","Male","","","",""
"Never","2010","(2c_voc) vocational maturity certificate","Female","","","",""
"Never","2010","(3a) lower tertiary education","Male","","","",""
"Never","2010","(3a) lower tertiary education","Female","","","",""
"Never","2010","(3b) higher tertiary education","Male","","","",""
"Never","2010","(3b) higher tertiary education","Female","","","",""
"Very often","2011","(0) in school","Male","","","",""
"Very often","2011","(0) in school","Female","","","",""
"Very often","2011","(1a) inadequately completed","Male","","","",""
"Very often","2011","(1a) inadequately completed","Female","","","",""
"Very often","2011","(1b) general elementary school","Male","","","",""
"Very often","2011","(1b) general elementary school","Female","","","",""
"Very often","2011","(1c) basic vocational qualification","Male","","","",""
"Very often","2011","(1c) basic vocational qualification","Female","","","",""
"Very often","2011","(2b) intermediate general qualification","Male","","","",""
"Very often","2011","(2b) intermediate general qualification","Female","","","",""
"Very often","2011","(2a) intermediate vocational","Male","","","",""
"Very often","2011","(2a) intermediate vocational","Female","","","",""
"Very often","2011","(2c_gen) general maturity certificate","Male","","","",""
"Very often","2011","(2c_gen) general maturity certificate","Female","","","",""
"Very often","2011","(2c_voc) vocational maturity certificate","Male","","","",""
"Very often","2011","(2c_voc) vocational maturity certificate","Female","","","",""
"Very often","2011","(3a) lower tertiary education","Male","","","",""
"Very often","2011","(3a) lower tertiary education","Female","","","",""
"Very often","2011","(3b) higher tertiary education","Male","","","",""
"Very often","2011","(3b) higher tertiary education","Female","","","",""
"Often","2011","(0) in school","Male","","","",""
"Often","2011","(0) in school","Female","","","",""
"Often","2011","(1a) inadequately completed","Male","","","",""
"Often","2011","(1a) inadequately completed","Female","","","",""
"Often","2011","(1b) general elementary school","Male","","","",""
"Often","2011","(1b) general elementary school","Female","","","",""
"Often","2011","(1c) basic vocational qualification","Male","","","",""
"Often","2011","(1c) basic vocational qualification","Female","","","",""
"Often","2011","(2b) intermediate general qualification","Male","","","",""
"Often","2011","(2b) intermediate general qualification","Female","","","",""
"Often","2011","(2a) intermediate vocational","Male","","","",""
"Often","2011","(2a) intermediate vocational","Female","","","",""
"Often","2011","(2c_gen) general maturity certificate","Male","","","",""
"Often","2011","(2c_gen) general maturity certificate","Female","","","",""
"Often","2011","(2c_voc) vocational maturity certificate","Male","","","",""
"Often","2011","(2c_voc) vocational maturity certificate","Female","","","",""
"Often","2011","(3a) lower tertiary education","Male","","","",""
"Often","2011","(3a) lower tertiary education","Female","","","",""
"Often","2011","(3b) higher tertiary education","Male","","","",""
"Often","2011","(3b) higher tertiary education","Female","","","",""
"Sometimes","2011","(0) in school","Male","","","",""
"Sometimes","2011","(0) in school","Female","","","",""
"Sometimes","2011","(1a) inadequately completed","Male","","","",""
"Sometimes","2011","(1a) inadequately completed","Female","","","",""
"Sometimes","2011","(1b) general elementary school","Male","","","",""
"Sometimes","2011","(1b) general elementary school","Female","","","",""
"Sometimes","2011","(1c) basic vocational qualification","Male","","","",""
"Sometimes","2011","(1c) basic vocational qualification","Female","","","",""
"Sometimes","2011","(2b) intermediate general qualification","Male","","","",""
"Sometimes","2011","(2b) intermediate general qualification","Female","","","",""
"Sometimes","2011","(2a) intermediate vocational","Male","","","",""
"Sometimes","2011","(2a) intermediate vocational","Female","","","",""
"Sometimes","2011","(2c_gen) general maturity certificate","Male","","","",""
"Sometimes","2011","(2c_gen) general maturity certificate","Female","","","",""
