"pld0045","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Rarely","2006","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2006","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2006","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2006","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2006","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2006","no migration background","(0) in school","","","",""
"Never","2006","no migration background","(1a) inadequately completed","","","",""
"Never","2006","no migration background","(1b) general elementary school","","","",""
"Never","2006","no migration background","(1c) basic vocational qualification","","","",""
"Never","2006","no migration background","(2b) intermediate general qualification","","","",""
"Never","2006","no migration background","(2a) intermediate vocational","","","",""
"Never","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2006","no migration background","(3a) lower tertiary education","","","",""
"Never","2006","no migration background","(3b) higher tertiary education","","","",""
"Never","2006","direct migration background","(0) in school","","","",""
"Never","2006","direct migration background","(1a) inadequately completed","","","",""
"Never","2006","direct migration background","(1b) general elementary school","","","",""
"Never","2006","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2006","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2006","direct migration background","(2a) intermediate vocational","","","",""
"Never","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2006","direct migration background","(3a) lower tertiary education","","","",""
"Never","2006","direct migration background","(3b) higher tertiary education","","","",""
"Never","2006","indirect migration background","(0) in school","","","",""
"Never","2006","indirect migration background","(1a) inadequately completed","","","",""
"Never","2006","indirect migration background","(1b) general elementary school","","","",""
"Never","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","2006","indirect migration background","(2a) intermediate vocational","","","",""
"Never","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2006","indirect migration background","(3a) lower tertiary education","","","",""
"Never","2006","indirect migration background","(3b) higher tertiary education","","","",""
"Very often","2007","no migration background","(0) in school","","","",""
"Very often","2007","no migration background","(1a) inadequately completed","","","",""
"Very often","2007","no migration background","(1b) general elementary school","","","",""
"Very often","2007","no migration background","(1c) basic vocational qualification","","","",""
"Very often","2007","no migration background","(2b) intermediate general qualification","","","",""
"Very often","2007","no migration background","(2a) intermediate vocational","","","",""
"Very often","2007","no migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2007","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2007","no migration background","(3a) lower tertiary education","","","",""
"Very often","2007","no migration background","(3b) higher tertiary education","","","",""
"Very often","2007","direct migration background","(0) in school","","","",""
"Very often","2007","direct migration background","(1a) inadequately completed","","","",""
"Very often","2007","direct migration background","(1b) general elementary school","","","",""
"Very often","2007","direct migration background","(1c) basic vocational qualification","","","",""
"Very often","2007","direct migration background","(2b) intermediate general qualification","","","",""
"Very often","2007","direct migration background","(2a) intermediate vocational","","","",""
"Very often","2007","direct migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2007","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2007","direct migration background","(3a) lower tertiary education","","","",""
"Very often","2007","direct migration background","(3b) higher tertiary education","","","",""
"Very often","2007","indirect migration background","(0) in school","","","",""
"Very often","2007","indirect migration background","(1a) inadequately completed","","","",""
"Very often","2007","indirect migration background","(1b) general elementary school","","","",""
"Very often","2007","indirect migration background","(1c) basic vocational qualification","","","",""
"Very often","2007","indirect migration background","(2b) intermediate general qualification","","","",""
"Very often","2007","indirect migration background","(2a) intermediate vocational","","","",""
"Very often","2007","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2007","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2007","indirect migration background","(3a) lower tertiary education","","","",""
"Very often","2007","indirect migration background","(3b) higher tertiary education","","","",""
"Often","2007","no migration background","(0) in school","","","",""
"Often","2007","no migration background","(1a) inadequately completed","","","",""
"Often","2007","no migration background","(1b) general elementary school","","","",""
"Often","2007","no migration background","(1c) basic vocational qualification","","","",""
"Often","2007","no migration background","(2b) intermediate general qualification","","","",""
"Often","2007","no migration background","(2a) intermediate vocational","","","",""
"Often","2007","no migration background","(2c_gen) general maturity certificate","","","",""
"Often","2007","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2007","no migration background","(3a) lower tertiary education","","","",""
"Often","2007","no migration background","(3b) higher tertiary education","","","",""
"Often","2007","direct migration background","(0) in school","","","",""
"Often","2007","direct migration background","(1a) inadequately completed","","","",""
"Often","2007","direct migration background","(1b) general elementary school","","","",""
"Often","2007","direct migration background","(1c) basic vocational qualification","","","",""
"Often","2007","direct migration background","(2b) intermediate general qualification","","","",""
"Often","2007","direct migration background","(2a) intermediate vocational","","","",""
"Often","2007","direct migration background","(2c_gen) general maturity certificate","","","",""
"Often","2007","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2007","direct migration background","(3a) lower tertiary education","","","",""
"Often","2007","direct migration background","(3b) higher tertiary education","","","",""
"Often","2007","indirect migration background","(0) in school","","","",""
"Often","2007","indirect migration background","(1a) inadequately completed","","","",""
"Often","2007","indirect migration background","(1b) general elementary school","","","",""
"Often","2007","indirect migration background","(1c) basic vocational qualification","","","",""
"Often","2007","indirect migration background","(2b) intermediate general qualification","","","",""
"Often","2007","indirect migration background","(2a) intermediate vocational","","","",""
"Often","2007","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Often","2007","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2007","indirect migration background","(3a) lower tertiary education","","","",""
"Often","2007","indirect migration background","(3b) higher tertiary education","","","",""
"Sometimes","2007","no migration background","(0) in school","","","",""
"Sometimes","2007","no migration background","(1a) inadequately completed","","","",""
"Sometimes","2007","no migration background","(1b) general elementary school","","","",""
"Sometimes","2007","no migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2007","no migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2007","no migration background","(2a) intermediate vocational","","","",""
"Sometimes","2007","no migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2007","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2007","no migration background","(3a) lower tertiary education","","","",""
"Sometimes","2007","no migration background","(3b) higher tertiary education","","","",""
"Sometimes","2007","direct migration background","(0) in school","","","",""
"Sometimes","2007","direct migration background","(1a) inadequately completed","","","",""
"Sometimes","2007","direct migration background","(1b) general elementary school","","","",""
"Sometimes","2007","direct migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2007","direct migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2007","direct migration background","(2a) intermediate vocational","","","",""
"Sometimes","2007","direct migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2007","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2007","direct migration background","(3a) lower tertiary education","","","",""
"Sometimes","2007","direct migration background","(3b) higher tertiary education","","","",""
"Sometimes","2007","indirect migration background","(0) in school","","","",""
"Sometimes","2007","indirect migration background","(1a) inadequately completed","","","",""
"Sometimes","2007","indirect migration background","(1b) general elementary school","","","",""
"Sometimes","2007","indirect migration background","(1c) basic vocational qualification","","","",""
"Sometimes","2007","indirect migration background","(2b) intermediate general qualification","","","",""
"Sometimes","2007","indirect migration background","(2a) intermediate vocational","","","",""
"Sometimes","2007","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Sometimes","2007","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2007","indirect migration background","(3a) lower tertiary education","","","",""
"Sometimes","2007","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2007","no migration background","(0) in school","","","",""
"Rarely","2007","no migration background","(1a) inadequately completed","","","",""
"Rarely","2007","no migration background","(1b) general elementary school","","","",""
"Rarely","2007","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","2007","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","2007","no migration background","(2a) intermediate vocational","","","",""
"Rarely","2007","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2007","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2007","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2007","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2007","direct migration background","(0) in school","","","",""
"Rarely","2007","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2007","direct migration background","(1b) general elementary school","","","",""
"Rarely","2007","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2007","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2007","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2007","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2007","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2007","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2007","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2007","indirect migration background","(0) in school","","","",""
"Rarely","2007","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2007","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2007","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2007","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2007","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2007","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2007","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2007","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2007","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2007","no migration background","(0) in school","","","",""
"Never","2007","no migration background","(1a) inadequately completed","","","",""
"Never","2007","no migration background","(1b) general elementary school","","","",""
"Never","2007","no migration background","(1c) basic vocational qualification","","","",""
"Never","2007","no migration background","(2b) intermediate general qualification","","","",""
"Never","2007","no migration background","(2a) intermediate vocational","","","",""
"Never","2007","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2007","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2007","no migration background","(3a) lower tertiary education","","","",""
"Never","2007","no migration background","(3b) higher tertiary education","","","",""
"Never","2007","direct migration background","(0) in school","","","",""
"Never","2007","direct migration background","(1a) inadequately completed","","","",""
"Never","2007","direct migration background","(1b) general elementary school","","","",""
"Never","2007","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2007","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2007","direct migration background","(2a) intermediate vocational","","","",""
"Never","2007","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2007","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2007","direct migration background","(3a) lower tertiary education","","","",""
"Never","2007","direct migration background","(3b) higher tertiary education","","","",""
"Never","2007","indirect migration background","(0) in school","","","",""
"Never","2007","indirect migration background","(1a) inadequately completed","","","",""
"Never","2007","indirect migration background","(1b) general elementary school","","","",""
"Never","2007","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","2007","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","2007","indirect migration background","(2a) intermediate vocational","","","",""
"Never","2007","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","2007","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2007","indirect migration background","(3a) lower tertiary education","","","",""
"Never","2007","indirect migration background","(3b) higher tertiary education","","","",""
"Very often","2008","no migration background","(0) in school","15","","",""
"Very often","2008","no migration background","(1a) inadequately completed","4","","",""
"Very often","2008","no migration background","(1b) general elementary school","42","0.0473547812267731","0.0347108838209217","0.0599986786326245"
"Very often","2008","no migration background","(1c) basic vocational qualification","219","0.0469581855233651","0.0408354895146738","0.0530808815320564"
"Very often","2008","no migration background","(2b) intermediate general qualification","20","","",""
"Very often","2008","no migration background","(2a) intermediate vocational","232","0.0486656928554455","0.0422854809465127","0.0550459047643784"
"Very often","2008","no migration background","(2c_gen) general maturity certificate","56","0.068616902152374","0.04767896908118","0.089554835223568"
"Very often","2008","no migration background","(2c_voc) vocational maturity certificate","59","0.0567375346297237","0.0433727508736448","0.0701023183858027"
"Very often","2008","no migration background","(3a) lower tertiary education","91","0.0560439769036954","0.0445750125530927","0.0675129412542981"
"Very often","2008","no migration background","(3b) higher tertiary education","116","0.0484347780447332","0.0395562462866347","0.0573133098028316"
"Very often","2008","direct migration background","(0) in school","","","",""
"Very often","2008","direct migration background","(1a) inadequately completed","3","","",""
"Very often","2008","direct migration background","(1b) general elementary school","18","","",""
"Very often","2008","direct migration background","(1c) basic vocational qualification","17","","",""
"Very often","2008","direct migration background","(2b) intermediate general qualification","1","","",""
"Very often","2008","direct migration background","(2a) intermediate vocational","7","","",""
"Very often","2008","direct migration background","(2c_gen) general maturity certificate","7","","",""
"Very often","2008","direct migration background","(2c_voc) vocational maturity certificate","13","","",""
"Very often","2008","direct migration background","(3a) lower tertiary education","3","","",""
"Very often","2008","direct migration background","(3b) higher tertiary education","17","","",""
"Very often","2008","indirect migration background","(0) in school","3","","",""
"Very often","2008","indirect migration background","(1a) inadequately completed","1","","",""
"Very often","2008","indirect migration background","(1b) general elementary school","2","","",""
"Very often","2008","indirect migration background","(1c) basic vocational qualification","9","","",""
"Very often","2008","indirect migration background","(2b) intermediate general qualification","4","","",""
"Very often","2008","indirect migration background","(2a) intermediate vocational","9","","",""
"Very often","2008","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"Very often","2008","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"Very often","2008","indirect migration background","(3a) lower tertiary education","2","","",""
"Very often","2008","indirect migration background","(3b) higher tertiary education","5","","",""
"Often","2008","no migration background","(0) in school","27","","",""
"Often","2008","no migration background","(1a) inadequately completed","6","","",""
"Often","2008","no migration background","(1b) general elementary school","84","0.0863499525010554","0.0696292529983534","0.103070652003757"
"Often","2008","no migration background","(1c) basic vocational qualification","366","0.0805564769030576","0.0726797855709342","0.0884331682351809"
"Often","2008","no migration background","(2b) intermediate general qualification","32","0.0820760105818925","0.0547646266358314","0.109387394527954"
"Often","2008","no migration background","(2a) intermediate vocational","385","0.0927124735933107","0.0841124701941963","0.101312476992425"
"Often","2008","no migration background","(2c_gen) general maturity certificate","59","0.109833826520508","0.0839363362746891","0.135731316766326"
"Often","2008","no migration background","(2c_voc) vocational maturity certificate","136","0.0989554260798639","0.0817048591051085","0.116205993054619"
"Often","2008","no migration background","(3a) lower tertiary education","147","0.105445286258008","0.0901308544460661","0.12075971806995"
"Often","2008","no migration background","(3b) higher tertiary education","246","0.100796149699921","0.088345435465937","0.113246863933905"
"Often","2008","direct migration background","(0) in school","","","",""
"Often","2008","direct migration background","(1a) inadequately completed","9","","",""
"Often","2008","direct migration background","(1b) general elementary school","15","","",""
"Often","2008","direct migration background","(1c) basic vocational qualification","34","0.0701174977799024","0.0481069899907078","0.0921280055690969"
"Often","2008","direct migration background","(2b) intermediate general qualification","5","","",""
"Often","2008","direct migration background","(2a) intermediate vocational","10","","",""
"Often","2008","direct migration background","(2c_gen) general maturity certificate","8","","",""
"Often","2008","direct migration background","(2c_voc) vocational maturity certificate","22","","",""
"Often","2008","direct migration background","(3a) lower tertiary education","5","","",""
"Often","2008","direct migration background","(3b) higher tertiary education","29","","",""
"Often","2008","indirect migration background","(0) in school","6","","",""
"Often","2008","indirect migration background","(1a) inadequately completed","","","",""
"Often","2008","indirect migration background","(1b) general elementary school","6","","",""
"Often","2008","indirect migration background","(1c) basic vocational qualification","16","","",""
"Often","2008","indirect migration background","(2b) intermediate general qualification","7","","",""
"Often","2008","indirect migration background","(2a) intermediate vocational","15","","",""
"Often","2008","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"Often","2008","indirect migration background","(2c_voc) vocational maturity certificate","5","","",""
"Often","2008","indirect migration background","(3a) lower tertiary education","4","","",""
"Often","2008","indirect migration background","(3b) higher tertiary education","2","","",""
"Sometimes","2008","no migration background","(0) in school","28","","",""
"Sometimes","2008","no migration background","(1a) inadequately completed","3","","",""
"Sometimes","2008","no migration background","(1b) general elementary school","89","0.0890678062134626","0.0721112812655328","0.106024331161392"
"Sometimes","2008","no migration background","(1c) basic vocational qualification","397","0.085950034778918","0.0778378270622676","0.0940622424955685"
"Sometimes","2008","no migration background","(2b) intermediate general qualification","34","0.116833633683203","0.0848713772915018","0.148795890074905"
"Sometimes","2008","no migration background","(2a) intermediate vocational","489","0.121360432893861","0.111677631914659","0.131043233873063"
"Sometimes","2008","no migration background","(2c_gen) general maturity certificate","54","0.0814238409585068","0.0587728370581429","0.104074844858871"
"Sometimes","2008","no migration background","(2c_voc) vocational maturity certificate","130","0.124632947615376","0.10555103245737","0.143714862773382"
"Sometimes","2008","no migration background","(3a) lower tertiary education","187","0.112106203659515","0.0963743758981414","0.127838031420888"
"Sometimes","2008","no migration background","(3b) higher tertiary education","274","0.1060230229298","0.093290734345291","0.118755311514309"
"Sometimes","2008","direct migration background","(0) in school","","","",""
"Sometimes","2008","direct migration background","(1a) inadequately completed","15","","",""
"Sometimes","2008","direct migration background","(1b) general elementary school","39","0.061280737413284","0.0375981125193041","0.0849633623072639"
"Sometimes","2008","direct migration background","(1c) basic vocational qualification","58","0.101389282360029","0.0753706394298495","0.127407925290208"
"Sometimes","2008","direct migration background","(2b) intermediate general qualification","7","","",""
"Sometimes","2008","direct migration background","(2a) intermediate vocational","11","","",""
"Sometimes","2008","direct migration background","(2c_gen) general maturity certificate","9","","",""
"Sometimes","2008","direct migration background","(2c_voc) vocational maturity certificate","21","","",""
"Sometimes","2008","direct migration background","(3a) lower tertiary education","11","","",""
"Sometimes","2008","direct migration background","(3b) higher tertiary education","18","","",""
"Sometimes","2008","indirect migration background","(0) in school","7","","",""
"Sometimes","2008","indirect migration background","(1a) inadequately completed","","","",""
"Sometimes","2008","indirect migration background","(1b) general elementary school","10","","",""
"Sometimes","2008","indirect migration background","(1c) basic vocational qualification","13","","",""
"Sometimes","2008","indirect migration background","(2b) intermediate general qualification","5","","",""
"Sometimes","2008","indirect migration background","(2a) intermediate vocational","12","","",""
"Sometimes","2008","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"Sometimes","2008","indirect migration background","(2c_voc) vocational maturity certificate","6","","",""
"Sometimes","2008","indirect migration background","(3a) lower tertiary education","3","","",""
"Sometimes","2008","indirect migration background","(3b) higher tertiary education","12","","",""
"Rarely","2008","no migration background","(0) in school","68","0.270921001509573","0.22011873877886","0.321723264240286"
"Rarely","2008","no migration background","(1a) inadequately completed","9","","",""
"Rarely","2008","no migration background","(1b) general elementary school","166","0.144488618753946","0.123558910943839","0.165418326564052"
"Rarely","2008","no migration background","(1c) basic vocational qualification","737","0.161981810791707","0.151318528336833","0.172645093246582"
"Rarely","2008","no migration background","(2b) intermediate general qualification","78","0.174984736159687","0.137178512127442","0.212790960191932"
"Rarely","2008","no migration background","(2a) intermediate vocational","817","0.189280597062281","0.177664896690574","0.200896297433988"
"Rarely","2008","no migration background","(2c_gen) general maturity certificate","101","0.180521518778536","0.148665804764544","0.212377232792527"
"Rarely","2008","no migration background","(2c_voc) vocational maturity certificate","202","0.173200638791322","0.151338872858783","0.195062404723862"
"Rarely","2008","no migration background","(3a) lower tertiary education","321","0.182593826271411","0.163329853726965","0.201857798815857"
"Rarely","2008","no migration background","(3b) higher tertiary education","414","0.224766202168855","0.207502852471461","0.242029551866248"
"Rarely","2008","direct migration background","(0) in school","3","","",""
"Rarely","2008","direct migration background","(1a) inadequately completed","14","","",""
"Rarely","2008","direct migration background","(1b) general elementary school","56","0.126704640036942","0.0938590690419498","0.159550211031933"
"Rarely","2008","direct migration background","(1c) basic vocational qualification","68","0.133491902935794","0.104175100918917","0.162808704952671"
"Rarely","2008","direct migration background","(2b) intermediate general qualification","2","","",""
"Rarely","2008","direct migration background","(2a) intermediate vocational","33","0.15786466593513","0.0961299997484586","0.219599332121802"
"Rarely","2008","direct migration background","(2c_gen) general maturity certificate","14","","",""
"Rarely","2008","direct migration background","(2c_voc) vocational maturity certificate","36","0.149915833419458","0.104751335622133","0.195080331216783"
"Rarely","2008","direct migration background","(3a) lower tertiary education","18","","",""
"Rarely","2008","direct migration background","(3b) higher tertiary education","46","0.225839719924083","0.172828872555311","0.278850567292855"
"Rarely","2008","indirect migration background","(0) in school","9","","",""
"Rarely","2008","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2008","indirect migration background","(1b) general elementary school","14","","",""
"Rarely","2008","indirect migration background","(1c) basic vocational qualification","16","","",""
"Rarely","2008","indirect migration background","(2b) intermediate general qualification","9","","",""
"Rarely","2008","indirect migration background","(2a) intermediate vocational","16","","",""
"Rarely","2008","indirect migration background","(2c_gen) general maturity certificate","12","","",""
"Rarely","2008","indirect migration background","(2c_voc) vocational maturity certificate","8","","",""
"Rarely","2008","indirect migration background","(3a) lower tertiary education","2","","",""
"Rarely","2008","indirect migration background","(3b) higher tertiary education","7","","",""
"Never","2008","no migration background","(0) in school","156","0.464863223962702","0.407850811336202","0.521875636589203"
"Never","2008","no migration background","(1a) inadequately completed","48","0.632377260754635","0.519426703759424","0.745327817749845"
"Never","2008","no migration background","(1b) general elementary school","703","0.632738841304763","0.604042059381037","0.66143562322849"
"Never","2008","no migration background","(1c) basic vocational qualification","2867","0.624553492002952","0.610538594660286","0.638568389345618"
"Never","2008","no migration background","(2b) intermediate general qualification","224","0.575339283947516","0.526156253303136","0.624522314591897"
"Never","2008","no migration background","(2a) intermediate vocational","2446","0.547980803595102","0.533223120485029","0.562738486705175"
"Never","2008","no migration background","(2c_gen) general maturity certificate","290","0.559603911590076","0.518487408177175","0.600720415002977"
"Never","2008","no migration background","(2c_voc) vocational maturity certificate","624","0.546473452883714","0.517712960260747","0.575233945506681"
"Never","2008","no migration background","(3a) lower tertiary education","799","0.54381070690737","0.518974785883148","0.568646627931593"
"Never","2008","no migration background","(3b) higher tertiary education","1196","0.519979847156691","0.499318139780273","0.540641554533109"
"Never","2008","direct migration background","(0) in school","6","","",""
"Never","2008","direct migration background","(1a) inadequately completed","66","0.603350494859098","0.510658015864506","0.69604297385369"
"Never","2008","direct migration background","(1b) general elementary school","266","0.681577125636076","0.635576937000443","0.727577314271709"
"Never","2008","direct migration background","(1c) basic vocational qualification","340","0.662620693789699","0.621864413781893","0.703376973797504"
"Never","2008","direct migration background","(2b) intermediate general qualification","16","","",""
"Never","2008","direct migration background","(2a) intermediate vocational","73","0.638869001001347","0.557542144788579","0.720195857214115"
"Never","2008","direct migration background","(2c_gen) general maturity certificate","63","0.652258954881475","0.559378270504228","0.745139639258721"
"Never","2008","direct migration background","(2c_voc) vocational maturity certificate","148","0.569502879951211","0.506859445841752","0.63214631406067"
"Never","2008","direct migration background","(3a) lower tertiary education","36","0.489404347626673","0.374731887755993","0.604076807497354"
"Never","2008","direct migration background","(3b) higher tertiary education","129","0.541226829733658","0.478052912787795","0.604400746679522"
"Never","2008","indirect migration background","(0) in school","28","","",""
"Never","2008","indirect migration background","(1a) inadequately completed","6","","",""
"Never","2008","indirect migration background","(1b) general elementary school","66","0.705443529037542","0.615192852905132","0.795694205169952"
"Never","2008","indirect migration background","(1c) basic vocational qualification","79","0.593665884299941","0.510195010417119","0.677136758182763"
"Never","2008","indirect migration background","(2b) intermediate general qualification","39","0.569754071066295","0.448454236833184","0.691053905299406"
"Never","2008","indirect migration background","(2a) intermediate vocational","71","0.605861835023646","0.519503039114088","0.692220630933203"
"Never","2008","indirect migration background","(2c_gen) general maturity certificate","48","0.57920701211511","0.468214815261233","0.690199208968987"
"Never","2008","indirect migration background","(2c_voc) vocational maturity certificate","28","","",""
"Never","2008","indirect migration background","(3a) lower tertiary education","13","","",""
"Never","2008","indirect migration background","(3b) higher tertiary education","36","0.416520741792785","0.293809804337715","0.539231679247854"
"Very often","2009","no migration background","(0) in school","","","",""
"Very often","2009","no migration background","(1a) inadequately completed","","","",""
"Very often","2009","no migration background","(1b) general elementary school","","","",""
"Very often","2009","no migration background","(1c) basic vocational qualification","","","",""
"Very often","2009","no migration background","(2b) intermediate general qualification","","","",""
"Very often","2009","no migration background","(2a) intermediate vocational","","","",""
"Very often","2009","no migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2009","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2009","no migration background","(3a) lower tertiary education","","","",""
"Very often","2009","no migration background","(3b) higher tertiary education","","","",""
"Very often","2009","direct migration background","(0) in school","","","",""
"Very often","2009","direct migration background","(1a) inadequately completed","","","",""
"Very often","2009","direct migration background","(1b) general elementary school","","","",""
"Very often","2009","direct migration background","(1c) basic vocational qualification","","","",""
"Very often","2009","direct migration background","(2b) intermediate general qualification","","","",""
"Very often","2009","direct migration background","(2a) intermediate vocational","","","",""
"Very often","2009","direct migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2009","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2009","direct migration background","(3a) lower tertiary education","","","",""
"Very often","2009","direct migration background","(3b) higher tertiary education","","","",""
"Very often","2009","indirect migration background","(0) in school","","","",""
"Very often","2009","indirect migration background","(1a) inadequately completed","","","",""
"Very often","2009","indirect migration background","(1b) general elementary school","","","",""
"Very often","2009","indirect migration background","(1c) basic vocational qualification","","","",""
"Very often","2009","indirect migration background","(2b) intermediate general qualification","","","",""
"Very often","2009","indirect migration background","(2a) intermediate vocational","","","",""
"Very often","2009","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Very often","2009","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very often","2009","indirect migration background","(3a) lower tertiary education","","","",""
"Very often","2009","indirect migration background","(3b) higher tertiary education","","","",""
"Often","2009","no migration background","(0) in school","","","",""
"Often","2009","no migration background","(1a) inadequately completed","","","",""
"Often","2009","no migration background","(1b) general elementary school","","","",""
"Often","2009","no migration background","(1c) basic vocational qualification","","","",""
"Often","2009","no migration background","(2b) intermediate general qualification","","","",""
"Often","2009","no migration background","(2a) intermediate vocational","","","",""
"Often","2009","no migration background","(2c_gen) general maturity certificate","","","",""
"Often","2009","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2009","no migration background","(3a) lower tertiary education","","","",""
"Often","2009","no migration background","(3b) higher tertiary education","","","",""
"Often","2009","direct migration background","(0) in school","","","",""
"Often","2009","direct migration background","(1a) inadequately completed","","","",""
"Often","2009","direct migration background","(1b) general elementary school","","","",""
"Often","2009","direct migration background","(1c) basic vocational qualification","","","",""
"Often","2009","direct migration background","(2b) intermediate general qualification","","","",""
"Often","2009","direct migration background","(2a) intermediate vocational","","","",""
"Often","2009","direct migration background","(2c_gen) general maturity certificate","","","",""
"Often","2009","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2009","direct migration background","(3a) lower tertiary education","","","",""
"Often","2009","direct migration background","(3b) higher tertiary education","","","",""
"Often","2009","indirect migration background","(0) in school","","","",""
"Often","2009","indirect migration background","(1a) inadequately completed","","","",""
"Often","2009","indirect migration background","(1b) general elementary school","","","",""
"Often","2009","indirect migration background","(1c) basic vocational qualification","","","",""
"Often","2009","indirect migration background","(2b) intermediate general qualification","","","",""
"Often","2009","indirect migration background","(2a) intermediate vocational","","","",""
"Often","2009","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Often","2009","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Often","2009","indirect migration background","(3a) lower tertiary education","","","",""
