"pld0045","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Rarely","2006","North Rhine-Westphalia","no migration background","","","",""
"Rarely","2006","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","2006","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","2006","Hesse","no migration background","","","",""
"Rarely","2006","Hesse","direct migration background","","","",""
"Rarely","2006","Hesse","indirect migration background","","","",""
"Rarely","2006","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","2006","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","2006","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","2006","Baden-Württemberg","no migration background","","","",""
"Rarely","2006","Baden-Württemberg","direct migration background","","","",""
"Rarely","2006","Baden-Württemberg","indirect migration background","","","",""
"Rarely","2006","Bavaria","no migration background","","","",""
"Rarely","2006","Bavaria","direct migration background","","","",""
"Rarely","2006","Bavaria","indirect migration background","","","",""
"Rarely","2006","Berlin","no migration background","","","",""
"Rarely","2006","Berlin","direct migration background","","","",""
"Rarely","2006","Berlin","indirect migration background","","","",""
"Rarely","2006","Brandenburg","no migration background","","","",""
"Rarely","2006","Brandenburg","direct migration background","","","",""
"Rarely","2006","Brandenburg","indirect migration background","","","",""
"Rarely","2006","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","2006","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","2006","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","2006","Saxony","no migration background","","","",""
"Rarely","2006","Saxony","direct migration background","","","",""
"Rarely","2006","Saxony","indirect migration background","","","",""
"Rarely","2006","Saxony-Anhalt","no migration background","","","",""
"Rarely","2006","Saxony-Anhalt","direct migration background","","","",""
"Rarely","2006","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","2006","Thuringia","no migration background","","","",""
"Rarely","2006","Thuringia","direct migration background","","","",""
"Rarely","2006","Thuringia","indirect migration background","","","",""
"Never","2006","Schleswig-Holstein","no migration background","","","",""
"Never","2006","Schleswig-Holstein","direct migration background","","","",""
"Never","2006","Schleswig-Holstein","indirect migration background","","","",""
"Never","2006","Hamburg","no migration background","","","",""
"Never","2006","Hamburg","direct migration background","","","",""
"Never","2006","Hamburg","indirect migration background","","","",""
"Never","2006","Lower Saxony","no migration background","","","",""
"Never","2006","Lower Saxony","direct migration background","","","",""
"Never","2006","Lower Saxony","indirect migration background","","","",""
"Never","2006","Bremen","no migration background","","","",""
"Never","2006","Bremen","direct migration background","","","",""
"Never","2006","Bremen","indirect migration background","","","",""
"Never","2006","North Rhine-Westphalia","no migration background","","","",""
"Never","2006","North Rhine-Westphalia","direct migration background","","","",""
"Never","2006","North Rhine-Westphalia","indirect migration background","","","",""
"Never","2006","Hesse","no migration background","","","",""
"Never","2006","Hesse","direct migration background","","","",""
"Never","2006","Hesse","indirect migration background","","","",""
"Never","2006","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","2006","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","2006","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","2006","Baden-Württemberg","no migration background","","","",""
"Never","2006","Baden-Württemberg","direct migration background","","","",""
"Never","2006","Baden-Württemberg","indirect migration background","","","",""
"Never","2006","Bavaria","no migration background","","","",""
"Never","2006","Bavaria","direct migration background","","","",""
"Never","2006","Bavaria","indirect migration background","","","",""
"Never","2006","Berlin","no migration background","","","",""
"Never","2006","Berlin","direct migration background","","","",""
"Never","2006","Berlin","indirect migration background","","","",""
"Never","2006","Brandenburg","no migration background","","","",""
"Never","2006","Brandenburg","direct migration background","","","",""
"Never","2006","Brandenburg","indirect migration background","","","",""
"Never","2006","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","2006","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","2006","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","2006","Saxony","no migration background","","","",""
"Never","2006","Saxony","direct migration background","","","",""
"Never","2006","Saxony","indirect migration background","","","",""
"Never","2006","Saxony-Anhalt","no migration background","","","",""
"Never","2006","Saxony-Anhalt","direct migration background","","","",""
"Never","2006","Saxony-Anhalt","indirect migration background","","","",""
"Never","2006","Thuringia","no migration background","","","",""
"Never","2006","Thuringia","direct migration background","","","",""
"Never","2006","Thuringia","indirect migration background","","","",""
"Very often","2007","Schleswig-Holstein","no migration background","","","",""
"Very often","2007","Schleswig-Holstein","direct migration background","","","",""
"Very often","2007","Schleswig-Holstein","indirect migration background","","","",""
"Very often","2007","Hamburg","no migration background","","","",""
"Very often","2007","Hamburg","direct migration background","","","",""
"Very often","2007","Hamburg","indirect migration background","","","",""
"Very often","2007","Lower Saxony","no migration background","","","",""
"Very often","2007","Lower Saxony","direct migration background","","","",""
"Very often","2007","Lower Saxony","indirect migration background","","","",""
"Very often","2007","Bremen","no migration background","","","",""
"Very often","2007","Bremen","direct migration background","","","",""
"Very often","2007","Bremen","indirect migration background","","","",""
"Very often","2007","North Rhine-Westphalia","no migration background","","","",""
"Very often","2007","North Rhine-Westphalia","direct migration background","","","",""
"Very often","2007","North Rhine-Westphalia","indirect migration background","","","",""
"Very often","2007","Hesse","no migration background","","","",""
"Very often","2007","Hesse","direct migration background","","","",""
"Very often","2007","Hesse","indirect migration background","","","",""
"Very often","2007","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Very often","2007","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Very often","2007","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Very often","2007","Baden-Württemberg","no migration background","","","",""
"Very often","2007","Baden-Württemberg","direct migration background","","","",""
"Very often","2007","Baden-Württemberg","indirect migration background","","","",""
"Very often","2007","Bavaria","no migration background","","","",""
"Very often","2007","Bavaria","direct migration background","","","",""
"Very often","2007","Bavaria","indirect migration background","","","",""
"Very often","2007","Berlin","no migration background","","","",""
"Very often","2007","Berlin","direct migration background","","","",""
"Very often","2007","Berlin","indirect migration background","","","",""
"Very often","2007","Brandenburg","no migration background","","","",""
"Very often","2007","Brandenburg","direct migration background","","","",""
"Very often","2007","Brandenburg","indirect migration background","","","",""
"Very often","2007","Mecklenburg-Western Pomerania","no migration background","","","",""
"Very often","2007","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very often","2007","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very often","2007","Saxony","no migration background","","","",""
"Very often","2007","Saxony","direct migration background","","","",""
"Very often","2007","Saxony","indirect migration background","","","",""
"Very often","2007","Saxony-Anhalt","no migration background","","","",""
"Very often","2007","Saxony-Anhalt","direct migration background","","","",""
"Very often","2007","Saxony-Anhalt","indirect migration background","","","",""
"Very often","2007","Thuringia","no migration background","","","",""
"Very often","2007","Thuringia","direct migration background","","","",""
"Very often","2007","Thuringia","indirect migration background","","","",""
"Often","2007","Schleswig-Holstein","no migration background","","","",""
"Often","2007","Schleswig-Holstein","direct migration background","","","",""
"Often","2007","Schleswig-Holstein","indirect migration background","","","",""
"Often","2007","Hamburg","no migration background","","","",""
"Often","2007","Hamburg","direct migration background","","","",""
"Often","2007","Hamburg","indirect migration background","","","",""
"Often","2007","Lower Saxony","no migration background","","","",""
"Often","2007","Lower Saxony","direct migration background","","","",""
"Often","2007","Lower Saxony","indirect migration background","","","",""
"Often","2007","Bremen","no migration background","","","",""
"Often","2007","Bremen","direct migration background","","","",""
"Often","2007","Bremen","indirect migration background","","","",""
"Often","2007","North Rhine-Westphalia","no migration background","","","",""
"Often","2007","North Rhine-Westphalia","direct migration background","","","",""
"Often","2007","North Rhine-Westphalia","indirect migration background","","","",""
"Often","2007","Hesse","no migration background","","","",""
"Often","2007","Hesse","direct migration background","","","",""
"Often","2007","Hesse","indirect migration background","","","",""
"Often","2007","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Often","2007","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Often","2007","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Often","2007","Baden-Württemberg","no migration background","","","",""
"Often","2007","Baden-Württemberg","direct migration background","","","",""
"Often","2007","Baden-Württemberg","indirect migration background","","","",""
"Often","2007","Bavaria","no migration background","","","",""
"Often","2007","Bavaria","direct migration background","","","",""
"Often","2007","Bavaria","indirect migration background","","","",""
"Often","2007","Berlin","no migration background","","","",""
"Often","2007","Berlin","direct migration background","","","",""
"Often","2007","Berlin","indirect migration background","","","",""
"Often","2007","Brandenburg","no migration background","","","",""
"Often","2007","Brandenburg","direct migration background","","","",""
"Often","2007","Brandenburg","indirect migration background","","","",""
"Often","2007","Mecklenburg-Western Pomerania","no migration background","","","",""
"Often","2007","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Often","2007","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Often","2007","Saxony","no migration background","","","",""
"Often","2007","Saxony","direct migration background","","","",""
"Often","2007","Saxony","indirect migration background","","","",""
"Often","2007","Saxony-Anhalt","no migration background","","","",""
"Often","2007","Saxony-Anhalt","direct migration background","","","",""
"Often","2007","Saxony-Anhalt","indirect migration background","","","",""
"Often","2007","Thuringia","no migration background","","","",""
"Often","2007","Thuringia","direct migration background","","","",""
"Often","2007","Thuringia","indirect migration background","","","",""
"Sometimes","2007","Schleswig-Holstein","no migration background","","","",""
"Sometimes","2007","Schleswig-Holstein","direct migration background","","","",""
"Sometimes","2007","Schleswig-Holstein","indirect migration background","","","",""
"Sometimes","2007","Hamburg","no migration background","","","",""
"Sometimes","2007","Hamburg","direct migration background","","","",""
"Sometimes","2007","Hamburg","indirect migration background","","","",""
"Sometimes","2007","Lower Saxony","no migration background","","","",""
"Sometimes","2007","Lower Saxony","direct migration background","","","",""
"Sometimes","2007","Lower Saxony","indirect migration background","","","",""
"Sometimes","2007","Bremen","no migration background","","","",""
"Sometimes","2007","Bremen","direct migration background","","","",""
"Sometimes","2007","Bremen","indirect migration background","","","",""
"Sometimes","2007","North Rhine-Westphalia","no migration background","","","",""
"Sometimes","2007","North Rhine-Westphalia","direct migration background","","","",""
"Sometimes","2007","North Rhine-Westphalia","indirect migration background","","","",""
"Sometimes","2007","Hesse","no migration background","","","",""
"Sometimes","2007","Hesse","direct migration background","","","",""
"Sometimes","2007","Hesse","indirect migration background","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Sometimes","2007","Baden-Württemberg","no migration background","","","",""
"Sometimes","2007","Baden-Württemberg","direct migration background","","","",""
"Sometimes","2007","Baden-Württemberg","indirect migration background","","","",""
"Sometimes","2007","Bavaria","no migration background","","","",""
"Sometimes","2007","Bavaria","direct migration background","","","",""
"Sometimes","2007","Bavaria","indirect migration background","","","",""
"Sometimes","2007","Berlin","no migration background","","","",""
"Sometimes","2007","Berlin","direct migration background","","","",""
"Sometimes","2007","Berlin","indirect migration background","","","",""
"Sometimes","2007","Brandenburg","no migration background","","","",""
"Sometimes","2007","Brandenburg","direct migration background","","","",""
"Sometimes","2007","Brandenburg","indirect migration background","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","no migration background","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Sometimes","2007","Saxony","no migration background","","","",""
"Sometimes","2007","Saxony","direct migration background","","","",""
"Sometimes","2007","Saxony","indirect migration background","","","",""
"Sometimes","2007","Saxony-Anhalt","no migration background","","","",""
"Sometimes","2007","Saxony-Anhalt","direct migration background","","","",""
"Sometimes","2007","Saxony-Anhalt","indirect migration background","","","",""
"Sometimes","2007","Thuringia","no migration background","","","",""
"Sometimes","2007","Thuringia","direct migration background","","","",""
"Sometimes","2007","Thuringia","indirect migration background","","","",""
"Rarely","2007","Schleswig-Holstein","no migration background","","","",""
"Rarely","2007","Schleswig-Holstein","direct migration background","","","",""
"Rarely","2007","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","2007","Hamburg","no migration background","","","",""
"Rarely","2007","Hamburg","direct migration background","","","",""
"Rarely","2007","Hamburg","indirect migration background","","","",""
"Rarely","2007","Lower Saxony","no migration background","","","",""
"Rarely","2007","Lower Saxony","direct migration background","","","",""
"Rarely","2007","Lower Saxony","indirect migration background","","","",""
"Rarely","2007","Bremen","no migration background","","","",""
"Rarely","2007","Bremen","direct migration background","","","",""
"Rarely","2007","Bremen","indirect migration background","","","",""
"Rarely","2007","North Rhine-Westphalia","no migration background","","","",""
"Rarely","2007","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","2007","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","2007","Hesse","no migration background","","","",""
"Rarely","2007","Hesse","direct migration background","","","",""
"Rarely","2007","Hesse","indirect migration background","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","2007","Baden-Württemberg","no migration background","","","",""
"Rarely","2007","Baden-Württemberg","direct migration background","","","",""
"Rarely","2007","Baden-Württemberg","indirect migration background","","","",""
"Rarely","2007","Bavaria","no migration background","","","",""
"Rarely","2007","Bavaria","direct migration background","","","",""
"Rarely","2007","Bavaria","indirect migration background","","","",""
"Rarely","2007","Berlin","no migration background","","","",""
"Rarely","2007","Berlin","direct migration background","","","",""
"Rarely","2007","Berlin","indirect migration background","","","",""
"Rarely","2007","Brandenburg","no migration background","","","",""
"Rarely","2007","Brandenburg","direct migration background","","","",""
"Rarely","2007","Brandenburg","indirect migration background","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","2007","Saxony","no migration background","","","",""
"Rarely","2007","Saxony","direct migration background","","","",""
"Rarely","2007","Saxony","indirect migration background","","","",""
"Rarely","2007","Saxony-Anhalt","no migration background","","","",""
"Rarely","2007","Saxony-Anhalt","direct migration background","","","",""
"Rarely","2007","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","2007","Thuringia","no migration background","","","",""
"Rarely","2007","Thuringia","direct migration background","","","",""
"Rarely","2007","Thuringia","indirect migration background","","","",""
"Never","2007","Schleswig-Holstein","no migration background","","","",""
"Never","2007","Schleswig-Holstein","direct migration background","","","",""
"Never","2007","Schleswig-Holstein","indirect migration background","","","",""
"Never","2007","Hamburg","no migration background","","","",""
"Never","2007","Hamburg","direct migration background","","","",""
"Never","2007","Hamburg","indirect migration background","","","",""
"Never","2007","Lower Saxony","no migration background","","","",""
"Never","2007","Lower Saxony","direct migration background","","","",""
"Never","2007","Lower Saxony","indirect migration background","","","",""
"Never","2007","Bremen","no migration background","","","",""
"Never","2007","Bremen","direct migration background","","","",""
"Never","2007","Bremen","indirect migration background","","","",""
"Never","2007","North Rhine-Westphalia","no migration background","","","",""
"Never","2007","North Rhine-Westphalia","direct migration background","","","",""
"Never","2007","North Rhine-Westphalia","indirect migration background","","","",""
"Never","2007","Hesse","no migration background","","","",""
"Never","2007","Hesse","direct migration background","","","",""
"Never","2007","Hesse","indirect migration background","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","2007","Baden-Württemberg","no migration background","","","",""
"Never","2007","Baden-Württemberg","direct migration background","","","",""
"Never","2007","Baden-Württemberg","indirect migration background","","","",""
"Never","2007","Bavaria","no migration background","","","",""
"Never","2007","Bavaria","direct migration background","","","",""
"Never","2007","Bavaria","indirect migration background","","","",""
"Never","2007","Berlin","no migration background","","","",""
"Never","2007","Berlin","direct migration background","","","",""
"Never","2007","Berlin","indirect migration background","","","",""
"Never","2007","Brandenburg","no migration background","","","",""
"Never","2007","Brandenburg","direct migration background","","","",""
"Never","2007","Brandenburg","indirect migration background","","","",""
"Never","2007","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","2007","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","2007","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","2007","Saxony","no migration background","","","",""
"Never","2007","Saxony","direct migration background","","","",""
"Never","2007","Saxony","indirect migration background","","","",""
"Never","2007","Saxony-Anhalt","no migration background","","","",""
"Never","2007","Saxony-Anhalt","direct migration background","","","",""
"Never","2007","Saxony-Anhalt","indirect migration background","","","",""
"Never","2007","Thuringia","no migration background","","","",""
"Never","2007","Thuringia","direct migration background","","","",""
"Never","2007","Thuringia","indirect migration background","","","",""
"Very often","2008","Schleswig-Holstein","no migration background","16","","",""
"Very often","2008","Schleswig-Holstein","direct migration background","4","","",""
"Very often","2008","Schleswig-Holstein","indirect migration background","","","",""
"Very often","2008","Hamburg","no migration background","10","","",""
"Very often","2008","Hamburg","direct migration background","","","",""
"Very often","2008","Hamburg","indirect migration background","1","","",""
"Very often","2008","Lower Saxony","no migration background","92","0.0544045395575648","0.0430947608347392","0.0657143182803904"
"Very often","2008","Lower Saxony","direct migration background","5","","",""
"Very often","2008","Lower Saxony","indirect migration background","5","","",""
"Very often","2008","Bremen","no migration background","2","","",""
"Very often","2008","Bremen","direct migration background","1","","",""
"Very often","2008","Bremen","indirect migration background","","","",""
"Very often","2008","North Rhine-Westphalia","no migration background","122","0.0362679124299012","0.0297984179001114","0.0427374069596909"
"Very often","2008","North Rhine-Westphalia","direct migration background","13","","",""
"Very often","2008","North Rhine-Westphalia","indirect migration background","13","","",""
"Very often","2008","Hesse","no migration background","66","0.0548100795038913","0.0411015816681595","0.0685185773396232"
"Very often","2008","Hesse","direct migration background","11","","",""
"Very often","2008","Hesse","indirect migration background","2","","",""
"Very often","2008","Rhineland-Palatinate,Saarland","no migration background","55","0.0588044608487012","0.043485508738246","0.0741234129591564"
"Very often","2008","Rhineland-Palatinate,Saarland","direct migration background","1","","",""
"Very often","2008","Rhineland-Palatinate,Saarland","indirect migration background","7","","",""
"Very often","2008","Baden-Württemberg","no migration background","115","0.0610100299458125","0.0497960399992249","0.0722240198924002"
"Very often","2008","Baden-Württemberg","direct migration background","23","","",""
"Very often","2008","Baden-Württemberg","indirect migration background","9","","",""
"Very often","2008","Bavaria","no migration background","184","0.0792819035366384","0.0683115530077661","0.0902522540655108"
"Very often","2008","Bavaria","direct migration background","23","","",""
"Very often","2008","Bavaria","indirect migration background","7","","",""
"Very often","2008","Berlin","no migration background","15","","",""
"Very often","2008","Berlin","direct migration background","5","","",""
"Very often","2008","Berlin","indirect migration background","2","","",""
"Very often","2008","Brandenburg","no migration background","48","0.049946965735563","0.0348236363897628","0.0650702950813632"
"Very often","2008","Brandenburg","direct migration background","","","",""
"Very often","2008","Brandenburg","indirect migration background","","","",""
"Very often","2008","Mecklenburg-Western Pomerania","no migration background","20","","",""
"Very often","2008","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very often","2008","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very often","2008","Saxony","no migration background","54","0.0328772988366575","0.0235267147222759","0.0422278829510392"
"Very often","2008","Saxony","direct migration background","1","","",""
"Very often","2008","Saxony","indirect migration background","2","","",""
"Very often","2008","Saxony-Anhalt","no migration background","37","0.0463042073324216","0.0316965797850831","0.06091183487976"
"Very often","2008","Saxony-Anhalt","direct migration background","","","",""
"Very often","2008","Saxony-Anhalt","indirect migration background","","","",""
"Very often","2008","Thuringia","no migration background","43","0.0391410789835916","0.0261191745521304","0.0521629834150527"
"Very often","2008","Thuringia","direct migration background","1","","",""
"Very often","2008","Thuringia","indirect migration background","","","",""
"Often","2008","Schleswig-Holstein","no migration background","45","0.087267419113177","0.0625048522645844","0.11202998596177"
"Often","2008","Schleswig-Holstein","direct migration background","5","","",""
"Often","2008","Schleswig-Holstein","indirect migration background","1","","",""
"Often","2008","Hamburg","no migration background","18","","",""
"Often","2008","Hamburg","direct migration background","","","",""
"Often","2008","Hamburg","indirect migration background","1","","",""
"Often","2008","Lower Saxony","no migration background","153","0.110060172407828","0.0944546157362311","0.125665729079426"
"Often","2008","Lower Saxony","direct migration background","11","","",""
"Often","2008","Lower Saxony","indirect migration background","7","","",""
"Often","2008","Bremen","no migration background","11","","",""
"Often","2008","Bremen","direct migration background","","","",""
"Often","2008","Bremen","indirect migration background","","","",""
"Often","2008","North Rhine-Westphalia","no migration background","252","0.085820901841433","0.0761282393176826","0.0955135643651834"
"Often","2008","North Rhine-Westphalia","direct migration background","34","0.0645081263191677","0.0432088491817773","0.085807403456558"
"Often","2008","North Rhine-Westphalia","indirect migration background","17","","",""
"Often","2008","Hesse","no migration background","114","0.0973068991606767","0.079456744259103","0.11515705406225"
"Often","2008","Hesse","direct migration background","14","","",""
"Often","2008","Hesse","indirect migration background","7","","",""
"Often","2008","Rhineland-Palatinate,Saarland","no migration background","74","0.0765779486321178","0.0592624111421574","0.0938934861220781"
"Often","2008","Rhineland-Palatinate,Saarland","direct migration background","6","","",""
"Often","2008","Rhineland-Palatinate,Saarland","indirect migration background","4","","",""
"Often","2008","Baden-Württemberg","no migration background","171","0.0927778970730929","0.0791851216958416","0.106370672450344"
"Often","2008","Baden-Württemberg","direct migration background","31","0.0884135479914148","0.061704305762797","0.115122790220033"
"Often","2008","Baden-Württemberg","indirect migration background","16","","",""
"Often","2008","Bavaria","no migration background","280","0.111248811356201","0.0984812510606511","0.124016371651751"
"Often","2008","Bavaria","direct migration background","28","","",""
"Often","2008","Bavaria","indirect migration background","14","","",""
"Often","2008","Berlin","no migration background","53","0.0815143077264211","0.0603650210247967","0.102663594428046"
"Often","2008","Berlin","direct migration background","3","","",""
"Often","2008","Berlin","indirect migration background","2","","",""
"Often","2008","Brandenburg","no migration background","64","0.07364495613686","0.0555115591490808","0.0917783531246393"
"Often","2008","Brandenburg","direct migration background","3","","",""
"Often","2008","Brandenburg","indirect migration background","","","",""
"Often","2008","Mecklenburg-Western Pomerania","no migration background","34","0.0498894694229103","0.030412607709502","0.0693663311363186"
"Often","2008","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Often","2008","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Often","2008","Saxony","no migration background","104","0.0638125617250043","0.0509956208039734","0.0766295026460352"
"Often","2008","Saxony","direct migration background","2","","",""
"Often","2008","Saxony","indirect migration background","2","","",""
"Often","2008","Saxony-Anhalt","no migration background","70","0.0922467462810301","0.0721315644756272","0.112361928086433"
"Often","2008","Saxony-Anhalt","direct migration background","2","","",""
"Often","2008","Saxony-Anhalt","indirect migration background","1","","",""
"Often","2008","Thuringia","no migration background","74","0.103240260101314","0.0828092005423078","0.12367131966032"
"Often","2008","Thuringia","direct migration background","","","",""
"Often","2008","Thuringia","indirect migration background","","","",""
"Sometimes","2008","Schleswig-Holstein","no migration background","52","0.128362127018974","0.0990137346418951","0.157710519396054"
"Sometimes","2008","Schleswig-Holstein","direct migration background","5","","",""
"Sometimes","2008","Schleswig-Holstein","indirect migration background","3","","",""
"Sometimes","2008","Hamburg","no migration background","18","","",""
"Sometimes","2008","Hamburg","direct migration background","5","","",""
"Sometimes","2008","Hamburg","indirect migration background","","","",""
"Sometimes","2008","Lower Saxony","no migration background","205","0.12321999713135","0.106830343922654","0.139609650340047"
"Sometimes","2008","Lower Saxony","direct migration background","31","0.155949905110061","0.0974986417687187","0.214401168451403"
"Sometimes","2008","Lower Saxony","indirect migration background","6","","",""
"Sometimes","2008","Bremen","no migration background","7","","",""
"Sometimes","2008","Bremen","direct migration background","","","",""
"Sometimes","2008","Bremen","indirect migration background","","","",""
"Sometimes","2008","North Rhine-Westphalia","no migration background","269","0.0872894601641001","0.077522074235332","0.0970568460928681"
"Sometimes","2008","North Rhine-Westphalia","direct migration background","40","0.0547740327518941","0.0350455892902978","0.0745024762134904"
"Sometimes","2008","North Rhine-Westphalia","indirect migration background","12","","",""
"Sometimes","2008","Hesse","no migration background","122","0.112454076482769","0.0934265151966242","0.131481637768915"
"Sometimes","2008","Hesse","direct migration background","13","","",""
"Sometimes","2008","Hesse","indirect migration background","10","","",""
"Sometimes","2008","Rhineland-Palatinate,Saarland","no migration background","73","0.0801192385277787","0.062441847581741","0.0977966294738165"
"Sometimes","2008","Rhineland-Palatinate,Saarland","direct migration background","12","","",""
"Sometimes","2008","Rhineland-Palatinate,Saarland","indirect migration background","6","","",""
"Sometimes","2008","Baden-Württemberg","no migration background","196","0.129760221052376","0.114016067360937","0.145504374743816"
"Sometimes","2008","Baden-Württemberg","direct migration background","38","0.103146821757128","0.0745319484523987","0.131761695061857"
"Sometimes","2008","Baden-Württemberg","indirect migration background","14","","",""
"Sometimes","2008","Bavaria","no migration background","293","0.115759197717988","0.102768479573242","0.128749915862734"
"Sometimes","2008","Bavaria","direct migration background","39","0.144884290941298","0.104373363644091","0.185395218238505"
"Sometimes","2008","Bavaria","indirect migration background","25","","",""
"Sometimes","2008","Berlin","no migration background","50","0.0703890471980533","0.050617267453543","0.0901608269425636"
"Sometimes","2008","Berlin","direct migration background","1","","",""
"Sometimes","2008","Berlin","indirect migration background","","","",""
"Sometimes","2008","Brandenburg","no migration background","106","0.137286815959651","0.113394042563377","0.161179589355926"
"Sometimes","2008","Brandenburg","direct migration background","1","","",""
"Sometimes","2008","Brandenburg","indirect migration background","2","","",""
"Sometimes","2008","Mecklenburg-Western Pomerania","no migration background","43","0.0627358283207289","0.0410429940431527","0.0844286625983052"
"Sometimes","2008","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Sometimes","2008","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Sometimes","2008","Saxony","no migration background","125","0.0820635426608707","0.0676712053772399","0.0964558799445015"
"Sometimes","2008","Saxony","direct migration background","1","","",""
"Sometimes","2008","Saxony","indirect migration background","","","",""
"Sometimes","2008","Saxony-Anhalt","no migration background","86","0.115293137554659","0.093092474077076","0.137493801032242"
"Sometimes","2008","Saxony-Anhalt","direct migration background","2","","",""
"Sometimes","2008","Saxony-Anhalt","indirect migration background","1","","",""
"Sometimes","2008","Thuringia","no migration background","76","0.0963539220374356","0.0765403774670727","0.116167466607799"
"Sometimes","2008","Thuringia","direct migration background","3","","",""
"Sometimes","2008","Thuringia","indirect migration background","3","","",""
"Rarely","2008","Schleswig-Holstein","no migration background","87","0.198466109023963","0.163471435921399","0.233460782126528"
"Rarely","2008","Schleswig-Holstein","direct migration background","10","","",""
"Rarely","2008","Schleswig-Holstein","indirect migration background","3","","",""
"Rarely","2008","Hamburg","no migration background","47","0.199076640294842","0.149579088551784","0.248574192037899"
"Rarely","2008","Hamburg","direct migration background","4","","",""
"Rarely","2008","Hamburg","indirect migration background","","","",""
"Rarely","2008","Lower Saxony","no migration background","296","0.197510186273393","0.177658456142399","0.217361916404386"
"Rarely","2008","Lower Saxony","direct migration background","20","","",""
"Rarely","2008","Lower Saxony","indirect migration background","9","","",""
"Rarely","2008","Bremen","no migration background","17","","",""
"Rarely","2008","Bremen","direct migration background","","","",""
"Rarely","2008","Bremen","indirect migration background","","","",""
"Rarely","2008","North Rhine-Westphalia","no migration background","457","0.149213815458083","0.136884310388387","0.161543320527779"
"Rarely","2008","North Rhine-Westphalia","direct migration background","67","0.14896425843809","0.118093124615593","0.179835392260588"
"Rarely","2008","North Rhine-Westphalia","indirect migration background","21","","",""
"Rarely","2008","Hesse","no migration background","166","0.169215318939372","0.146633226057707","0.191797411821036"
"Rarely","2008","Hesse","direct migration background","23","","",""
"Rarely","2008","Hesse","indirect migration background","7","","",""
