"pld0045","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Often","2017","66 and older","Urban Area","","","","","2"
"Often","2017","35-65 y.","Rural Area","","","","","2"
"Often","2017","66 and older","Rural Area","","","","","2"
"Rarely","2017","16-34 y.","Urban Area","","","","","4"
"Rarely","2017","16-34 y.","Rural Area","","","","","4"
"Rarely","2017","35-65 y.","Urban Area","","","","","4"
"Rarely","2017","35-65 y.","Rural Area","","","","","4"
"Rarely","2017","66 and older","Rural Area","","","","","4"
"Rarely","2017","66 and older","Urban Area","","","","","4"
"Sometimes","2017","16-34 y.","Urban Area","","","","","3"
"Sometimes","2017","35-65 y.","Urban Area","","","","","3"
"Sometimes","2017","35-65 y.","Rural Area","","","","","3"
"Sometimes","2017","66 and older","Rural Area","","","","","3"
"Sometimes","2017","16-34 y.","Rural Area","","","","","3"
"Sometimes","2017","66 and older","Urban Area","","","","","3"
"Very often","2017","16-34 y.","Urban Area","","","","","1"
"Very often","2017","16-34 y.","Rural Area","","","","","1"
"Very often","2017","35-65 y.","Urban Area","","","","","1"
"Very often","2017","35-65 y.","Rural Area","","","","","1"
"Very often","2017","66 and older","Urban Area","","","","","1"
"Very often","2017","66 and older","Rural Area","","","","","1"
"Never","2018","16-34 y.","Urban Area","2325","0.559019957675698","0.543857300389702","0.574182614961695","5"
"Never","2018","16-34 y.","Rural Area","953","0.520273203089831","0.497660099455201","0.542886306724462","5"
"Never","2018","35-65 y.","Urban Area","5021","0.545398799395828","0.535306469446657","0.555491129344999","5"
"Never","2018","35-65 y.","Rural Area","2562","0.463429192949126","0.449971108705141","0.476887277193111","5"
"Never","2018","66 and older","Urban Area","2138","0.65766393710113","0.641174926534138","0.674152947668123","5"
"Never","2018","66 and older","Rural Area","1099","0.58732253332949","0.564936922682284","0.609708143976697","5"
"Often","2018","16-34 y.","Urban Area","422","0.0988291588152217","0.0897153836595195","0.107942933970924","2"
"Often","2018","35-65 y.","Urban Area","978","0.0990255168271676","0.0929714269084339","0.105079606745901","2"
"Often","2018","16-34 y.","Rural Area","236","0.119328848036471","0.104655572790174","0.134002123282768","2"
"Often","2018","66 and older","Urban Area","188","0.0585820690400054","0.0504211354721446","0.0667430026078661","2"
"Often","2018","66 and older","Rural Area","133","0.0718924145523434","0.0601470653804157","0.083637763724271","2"
"Often","2018","35-65 y.","Rural Area","683","0.131710641150588","0.122583795635496","0.14083748666568","2"
"Rarely","2018","16-34 y.","Urban Area","667","0.170189885245158","0.158713412493373","0.181666357996942","4"
"Rarely","2018","35-65 y.","Urban Area","1554","0.166180279877546","0.158635529306254","0.173725030448838","4"
"Rarely","2018","16-34 y.","Rural Area","323","0.164874836334597","0.148079046617306","0.181670626051888","4"
"Rarely","2018","66 and older","Urban Area","477","0.159466818680374","0.146744131388913","0.172189505971836","4"
"Rarely","2018","66 and older","Rural Area","343","0.192641797021568","0.174709594802717","0.21057399924042","4"
"Rarely","2018","35-65 y.","Rural Area","944","0.198380881034815","0.187618410659831","0.209143351409799","4"
"Sometimes","2018","16-34 y.","Urban Area","386","0.102173221846447","0.0929237482638222","0.111422695429072","3"
"Sometimes","2018","35-65 y.","Urban Area","1076","0.117400457663448","0.110876129361857","0.123924785965039","3"
"Sometimes","2018","16-34 y.","Rural Area","218","0.125915919899262","0.110899569924472","0.140932269874052","3"
"Sometimes","2018","35-65 y.","Rural Area","686","0.132825115505484","0.123665621663963","0.141984609347005","3"
"Sometimes","2018","66 and older","Urban Area","257","0.0821230923870771","0.072582153244995","0.0916640315291592","3"
"Sometimes","2018","66 and older","Rural Area","190","0.0996404195769634","0.0860212381585552","0.113259600995372","3"
"Very often","2018","16-34 y.","Urban Area","319","0.0697877764174752","0.0620068215434068","0.0775687312915437","1"
"Very often","2018","16-34 y.","Rural Area","145","0.0696071926398386","0.0580883807413253","0.0811260045383518","1"
"Very often","2018","35-65 y.","Urban Area","722","0.0719949462360105","0.0667559843485123","0.0772339081235086","1"
"Very often","2018","35-65 y.","Rural Area","399","0.0736541693599864","0.0666045888964722","0.0807037498235005","1"
"Very often","2018","66 and older","Urban Area","121","0.0421640827914129","0.0351804218783694","0.0491477437044564","1"
"Very often","2018","66 and older","Rural Area","93","0.0485028355196344","0.0387346803540946","0.0582709906851741","1"
