"pld0045","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Rarely","2008","66 and older","lower secondary degree","355","0.138938410082856","0.12569168227513","0.152185137890582"
"Rarely","2008","66 and older","secondary school degree","101","0.151675181744305","0.124929885316244","0.178420478172366"
"Rarely","2008","66 and older","college entrance qualification","110","0.169004990472791","0.141782279410868","0.196227701534714"
"Rarely","2008","66 and older","Other degree","21","","",""
"Rarely","2008","66 and older","no degree/no degree yet","10","","",""
"Never","2008","16-34 y.","lower secondary degree","390","0.541055081798487","0.503322917869435","0.57878724572754"
"Never","2008","16-34 y.","secondary school degree","696","0.547662770871158","0.520544079458662","0.574781462283654"
"Never","2008","16-34 y.","college entrance qualification","766","0.537229709532016","0.511449736856414","0.563009682207617"
"Never","2008","16-34 y.","Other degree","75","0.604101420192167","0.515863759128177","0.692339081256158"
"Never","2008","16-34 y.","no degree/no degree yet","213","0.503467638444805","0.453909010747342","0.553026266142269"
"Never","2008","35-65 y.","lower secondary degree","1823","0.593767499971518","0.576665336683494","0.610869663259542"
"Never","2008","35-65 y.","secondary school degree","2044","0.534686330944088","0.518726101801135","0.550646560087042"
"Never","2008","35-65 y.","college entrance qualification","1457","0.496600182091715","0.478591213045297","0.514609151138132"
"Never","2008","35-65 y.","Other degree","385","0.602670281118115","0.564089655439893","0.641250906796336"
"Never","2008","35-65 y.","no degree/no degree yet","65","0.636418005689662","0.541180619832244","0.731655391547081"
"Never","2008","66 and older","lower secondary degree","1839","0.695091228193962","0.677459852278129","0.712722604109795"
"Never","2008","66 and older","secondary school degree","477","0.688737016253908","0.65421473250171","0.723259300006105"
"Never","2008","66 and older","college entrance qualification","482","0.653125445084363","0.618550068035447","0.68770082213328"
"Never","2008","66 and older","Other degree","152","0.734283659474255","0.673520389800363","0.795046929148147"
"Never","2008","66 and older","no degree/no degree yet","34","0.616071295618204","0.487540402565862","0.744602188670546"
"Very often","2009","16-34 y.","lower secondary degree","","","",""
"Very often","2009","16-34 y.","secondary school degree","","","",""
"Very often","2009","16-34 y.","college entrance qualification","","","",""
"Very often","2009","16-34 y.","Other degree","","","",""
"Very often","2009","16-34 y.","no degree/no degree yet","","","",""
"Very often","2009","35-65 y.","lower secondary degree","","","",""
"Very often","2009","35-65 y.","secondary school degree","","","",""
"Very often","2009","35-65 y.","college entrance qualification","","","",""
"Very often","2009","35-65 y.","Other degree","","","",""
"Very often","2009","35-65 y.","no degree/no degree yet","","","",""
"Very often","2009","66 and older","lower secondary degree","","","",""
"Very often","2009","66 and older","secondary school degree","","","",""
"Very often","2009","66 and older","college entrance qualification","","","",""
"Very often","2009","66 and older","Other degree","","","",""
"Very often","2009","66 and older","no degree/no degree yet","","","",""
"Often","2009","16-34 y.","lower secondary degree","","","",""
"Often","2009","16-34 y.","secondary school degree","","","",""
"Often","2009","16-34 y.","college entrance qualification","","","",""
"Often","2009","16-34 y.","Other degree","","","",""
"Often","2009","16-34 y.","no degree/no degree yet","","","",""
"Often","2009","35-65 y.","lower secondary degree","","","",""
"Often","2009","35-65 y.","secondary school degree","","","",""
"Often","2009","35-65 y.","college entrance qualification","","","",""
"Often","2009","35-65 y.","Other degree","","","",""
"Often","2009","35-65 y.","no degree/no degree yet","","","",""
"Often","2009","66 and older","lower secondary degree","","","",""
"Often","2009","66 and older","secondary school degree","","","",""
"Often","2009","66 and older","college entrance qualification","","","",""
"Often","2009","66 and older","Other degree","","","",""
"Often","2009","66 and older","no degree/no degree yet","","","",""
"Sometimes","2009","16-34 y.","lower secondary degree","","","",""
"Sometimes","2009","16-34 y.","secondary school degree","","","",""
"Sometimes","2009","16-34 y.","college entrance qualification","","","",""
"Sometimes","2009","16-34 y.","Other degree","","","",""
"Sometimes","2009","16-34 y.","no degree/no degree yet","","","",""
"Sometimes","2009","35-65 y.","lower secondary degree","","","",""
"Sometimes","2009","35-65 y.","secondary school degree","","","",""
"Sometimes","2009","35-65 y.","college entrance qualification","","","",""
"Sometimes","2009","35-65 y.","Other degree","","","",""
"Sometimes","2009","35-65 y.","no degree/no degree yet","","","",""
"Sometimes","2009","66 and older","lower secondary degree","","","",""
"Sometimes","2009","66 and older","secondary school degree","","","",""
"Sometimes","2009","66 and older","college entrance qualification","","","",""
"Sometimes","2009","66 and older","Other degree","","","",""
"Sometimes","2009","66 and older","no degree/no degree yet","","","",""
"Rarely","2009","16-34 y.","lower secondary degree","","","",""
"Rarely","2009","16-34 y.","secondary school degree","","","",""
"Rarely","2009","16-34 y.","college entrance qualification","","","",""
"Rarely","2009","16-34 y.","Other degree","","","",""
"Rarely","2009","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2009","35-65 y.","lower secondary degree","","","",""
"Rarely","2009","35-65 y.","secondary school degree","","","",""
"Rarely","2009","35-65 y.","college entrance qualification","","","",""
"Rarely","2009","35-65 y.","Other degree","","","",""
"Rarely","2009","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2009","66 and older","lower secondary degree","","","",""
"Rarely","2009","66 and older","secondary school degree","","","",""
"Rarely","2009","66 and older","college entrance qualification","","","",""
"Rarely","2009","66 and older","Other degree","","","",""
"Rarely","2009","66 and older","no degree/no degree yet","","","",""
"Never","2009","16-34 y.","lower secondary degree","","","",""
"Never","2009","16-34 y.","secondary school degree","","","",""
"Never","2009","16-34 y.","college entrance qualification","","","",""
"Never","2009","16-34 y.","Other degree","","","",""
"Never","2009","16-34 y.","no degree/no degree yet","","","",""
"Never","2009","35-65 y.","lower secondary degree","","","",""
"Never","2009","35-65 y.","secondary school degree","","","",""
"Never","2009","35-65 y.","college entrance qualification","","","",""
"Never","2009","35-65 y.","Other degree","","","",""
"Never","2009","35-65 y.","no degree/no degree yet","","","",""
"Never","2009","66 and older","lower secondary degree","","","",""
"Never","2009","66 and older","secondary school degree","","","",""
"Never","2009","66 and older","college entrance qualification","","","",""
"Never","2009","66 and older","Other degree","","","",""
"Never","2009","66 and older","no degree/no degree yet","","","",""
"Very often","2010","16-34 y.","lower secondary degree","","","",""
"Very often","2010","16-34 y.","secondary school degree","","","",""
"Very often","2010","16-34 y.","college entrance qualification","","","",""
"Very often","2010","16-34 y.","Other degree","","","",""
"Very often","2010","16-34 y.","no degree/no degree yet","","","",""
"Very often","2010","35-65 y.","lower secondary degree","","","",""
"Very often","2010","35-65 y.","secondary school degree","","","",""
"Very often","2010","35-65 y.","college entrance qualification","","","",""
"Very often","2010","35-65 y.","Other degree","","","",""
"Very often","2010","35-65 y.","no degree/no degree yet","","","",""
"Very often","2010","66 and older","lower secondary degree","","","",""
"Very often","2010","66 and older","secondary school degree","","","",""
"Very often","2010","66 and older","college entrance qualification","","","",""
"Very often","2010","66 and older","Other degree","","","",""
"Very often","2010","66 and older","no degree/no degree yet","","","",""
"Often","2010","16-34 y.","lower secondary degree","","","",""
"Often","2010","16-34 y.","secondary school degree","","","",""
"Often","2010","16-34 y.","college entrance qualification","","","",""
"Often","2010","16-34 y.","Other degree","","","",""
"Often","2010","16-34 y.","no degree/no degree yet","","","",""
"Often","2010","35-65 y.","lower secondary degree","","","",""
"Often","2010","35-65 y.","secondary school degree","","","",""
"Often","2010","35-65 y.","college entrance qualification","","","",""
"Often","2010","35-65 y.","Other degree","","","",""
"Often","2010","35-65 y.","no degree/no degree yet","","","",""
"Often","2010","66 and older","lower secondary degree","","","",""
"Often","2010","66 and older","secondary school degree","","","",""
"Often","2010","66 and older","college entrance qualification","","","",""
"Often","2010","66 and older","Other degree","","","",""
"Often","2010","66 and older","no degree/no degree yet","","","",""
"Sometimes","2010","16-34 y.","lower secondary degree","","","",""
"Sometimes","2010","16-34 y.","secondary school degree","","","",""
"Sometimes","2010","16-34 y.","college entrance qualification","","","",""
"Sometimes","2010","16-34 y.","Other degree","","","",""
"Sometimes","2010","16-34 y.","no degree/no degree yet","","","",""
"Sometimes","2010","35-65 y.","lower secondary degree","","","",""
"Sometimes","2010","35-65 y.","secondary school degree","","","",""
"Sometimes","2010","35-65 y.","college entrance qualification","","","",""
"Sometimes","2010","35-65 y.","Other degree","","","",""
"Sometimes","2010","35-65 y.","no degree/no degree yet","","","",""
"Sometimes","2010","66 and older","lower secondary degree","","","",""
"Sometimes","2010","66 and older","secondary school degree","","","",""
"Sometimes","2010","66 and older","college entrance qualification","","","",""
"Sometimes","2010","66 and older","Other degree","","","",""
"Sometimes","2010","66 and older","no degree/no degree yet","","","",""
"Rarely","2010","16-34 y.","lower secondary degree","","","",""
"Rarely","2010","16-34 y.","secondary school degree","","","",""
"Rarely","2010","16-34 y.","college entrance qualification","","","",""
"Rarely","2010","16-34 y.","Other degree","","","",""
"Rarely","2010","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2010","35-65 y.","lower secondary degree","","","",""
"Rarely","2010","35-65 y.","secondary school degree","","","",""
"Rarely","2010","35-65 y.","college entrance qualification","","","",""
"Rarely","2010","35-65 y.","Other degree","","","",""
"Rarely","2010","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2010","66 and older","lower secondary degree","","","",""
"Rarely","2010","66 and older","secondary school degree","","","",""
"Rarely","2010","66 and older","college entrance qualification","","","",""
"Rarely","2010","66 and older","Other degree","","","",""
"Rarely","2010","66 and older","no degree/no degree yet","","","",""
"Never","2010","16-34 y.","lower secondary degree","","","",""
"Never","2010","16-34 y.","secondary school degree","","","",""
"Never","2010","16-34 y.","college entrance qualification","","","",""
"Never","2010","16-34 y.","Other degree","","","",""
"Never","2010","16-34 y.","no degree/no degree yet","","","",""
"Never","2010","35-65 y.","lower secondary degree","","","",""
"Never","2010","35-65 y.","secondary school degree","","","",""
"Never","2010","35-65 y.","college entrance qualification","","","",""
"Never","2010","35-65 y.","Other degree","","","",""
"Never","2010","35-65 y.","no degree/no degree yet","","","",""
"Never","2010","66 and older","lower secondary degree","","","",""
"Never","2010","66 and older","secondary school degree","","","",""
"Never","2010","66 and older","college entrance qualification","","","",""
"Never","2010","66 and older","Other degree","","","",""
"Never","2010","66 and older","no degree/no degree yet","","","",""
"Very often","2011","16-34 y.","lower secondary degree","","","",""
"Very often","2011","16-34 y.","secondary school degree","","","",""
"Very often","2011","16-34 y.","college entrance qualification","","","",""
"Very often","2011","16-34 y.","Other degree","","","",""
"Very often","2011","16-34 y.","no degree/no degree yet","","","",""
"Very often","2011","35-65 y.","lower secondary degree","","","",""
"Very often","2011","35-65 y.","secondary school degree","","","",""
"Very often","2011","35-65 y.","college entrance qualification","","","",""
"Very often","2011","35-65 y.","Other degree","","","",""
"Very often","2011","35-65 y.","no degree/no degree yet","","","",""
"Very often","2011","66 and older","lower secondary degree","","","",""
"Very often","2011","66 and older","secondary school degree","","","",""
"Very often","2011","66 and older","college entrance qualification","","","",""
"Very often","2011","66 and older","Other degree","","","",""
"Very often","2011","66 and older","no degree/no degree yet","","","",""
"Often","2011","16-34 y.","lower secondary degree","","","",""
"Often","2011","16-34 y.","secondary school degree","","","",""
"Often","2011","16-34 y.","college entrance qualification","","","",""
"Often","2011","16-34 y.","Other degree","","","",""
"Often","2011","16-34 y.","no degree/no degree yet","","","",""
"Often","2011","35-65 y.","lower secondary degree","","","",""
"Often","2011","35-65 y.","secondary school degree","","","",""
"Often","2011","35-65 y.","college entrance qualification","","","",""
"Often","2011","35-65 y.","Other degree","","","",""
"Often","2011","35-65 y.","no degree/no degree yet","","","",""
"Often","2011","66 and older","lower secondary degree","","","",""
"Often","2011","66 and older","secondary school degree","","","",""
"Often","2011","66 and older","college entrance qualification","","","",""
"Often","2011","66 and older","Other degree","","","",""
"Often","2011","66 and older","no degree/no degree yet","","","",""
"Sometimes","2011","16-34 y.","lower secondary degree","","","",""
"Sometimes","2011","16-34 y.","secondary school degree","","","",""
"Sometimes","2011","16-34 y.","college entrance qualification","","","",""
"Sometimes","2011","16-34 y.","Other degree","","","",""
"Sometimes","2011","16-34 y.","no degree/no degree yet","","","",""
"Sometimes","2011","35-65 y.","lower secondary degree","","","",""
"Sometimes","2011","35-65 y.","secondary school degree","","","",""
"Sometimes","2011","35-65 y.","college entrance qualification","","","",""
"Sometimes","2011","35-65 y.","Other degree","","","",""
"Sometimes","2011","35-65 y.","no degree/no degree yet","","","",""
"Sometimes","2011","66 and older","lower secondary degree","","","",""
"Sometimes","2011","66 and older","secondary school degree","","","",""
"Sometimes","2011","66 and older","college entrance qualification","","","",""
"Sometimes","2011","66 and older","Other degree","","","",""
"Sometimes","2011","66 and older","no degree/no degree yet","","","",""
"Rarely","2011","16-34 y.","lower secondary degree","","","",""
"Rarely","2011","16-34 y.","secondary school degree","","","",""
"Rarely","2011","16-34 y.","college entrance qualification","","","",""
"Rarely","2011","16-34 y.","Other degree","","","",""
"Rarely","2011","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2011","35-65 y.","lower secondary degree","","","",""
"Rarely","2011","35-65 y.","secondary school degree","","","",""
"Rarely","2011","35-65 y.","college entrance qualification","","","",""
"Rarely","2011","35-65 y.","Other degree","","","",""
"Rarely","2011","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2011","66 and older","lower secondary degree","","","",""
"Rarely","2011","66 and older","secondary school degree","","","",""
"Rarely","2011","66 and older","college entrance qualification","","","",""
"Rarely","2011","66 and older","Other degree","","","",""
"Rarely","2011","66 and older","no degree/no degree yet","","","",""
"Never","2011","16-34 y.","lower secondary degree","","","",""
"Never","2011","16-34 y.","secondary school degree","","","",""
"Never","2011","16-34 y.","college entrance qualification","","","",""
"Never","2011","16-34 y.","Other degree","","","",""
"Never","2011","16-34 y.","no degree/no degree yet","","","",""
"Never","2011","35-65 y.","lower secondary degree","","","",""
"Never","2011","35-65 y.","secondary school degree","","","",""
"Never","2011","35-65 y.","college entrance qualification","","","",""
"Never","2011","35-65 y.","Other degree","","","",""
"Never","2011","35-65 y.","no degree/no degree yet","","","",""
"Never","2011","66 and older","lower secondary degree","","","",""
"Never","2011","66 and older","secondary school degree","","","",""
"Never","2011","66 and older","college entrance qualification","","","",""
"Never","2011","66 and older","Other degree","","","",""
"Never","2011","66 and older","no degree/no degree yet","","","",""
"Very often","2012","16-34 y.","lower secondary degree","","","",""
"Very often","2012","16-34 y.","secondary school degree","","","",""
"Very often","2012","16-34 y.","college entrance qualification","","","",""
"Very often","2012","16-34 y.","Other degree","","","",""
"Very often","2012","16-34 y.","no degree/no degree yet","","","",""
"Very often","2012","35-65 y.","lower secondary degree","","","",""
"Very often","2012","35-65 y.","secondary school degree","","","",""
"Very often","2012","35-65 y.","college entrance qualification","","","",""
"Very often","2012","35-65 y.","Other degree","","","",""
"Very often","2012","35-65 y.","no degree/no degree yet","","","",""
"Very often","2012","66 and older","lower secondary degree","","","",""
"Very often","2012","66 and older","secondary school degree","","","",""
"Very often","2012","66 and older","college entrance qualification","","","",""
"Very often","2012","66 and older","Other degree","","","",""
"Very often","2012","66 and older","no degree/no degree yet","","","",""
"Often","2012","16-34 y.","lower secondary degree","","","",""
"Often","2012","16-34 y.","secondary school degree","","","",""
"Often","2012","16-34 y.","college entrance qualification","","","",""
"Often","2012","16-34 y.","Other degree","","","",""
"Often","2012","16-34 y.","no degree/no degree yet","","","",""
"Often","2012","35-65 y.","lower secondary degree","","","",""
"Often","2012","35-65 y.","secondary school degree","","","",""
"Often","2012","35-65 y.","college entrance qualification","","","",""
"Often","2012","35-65 y.","Other degree","","","",""
"Often","2012","35-65 y.","no degree/no degree yet","","","",""
"Often","2012","66 and older","lower secondary degree","","","",""
"Often","2012","66 and older","secondary school degree","","","",""
"Often","2012","66 and older","college entrance qualification","","","",""
"Often","2012","66 and older","Other degree","","","",""
"Often","2012","66 and older","no degree/no degree yet","","","",""
"Sometimes","2012","16-34 y.","lower secondary degree","","","",""
"Sometimes","2012","16-34 y.","secondary school degree","","","",""
"Sometimes","2012","16-34 y.","college entrance qualification","","","",""
"Sometimes","2012","16-34 y.","Other degree","","","",""
"Sometimes","2012","16-34 y.","no degree/no degree yet","","","",""
"Sometimes","2012","35-65 y.","lower secondary degree","","","",""
"Sometimes","2012","35-65 y.","secondary school degree","","","",""
"Sometimes","2012","35-65 y.","college entrance qualification","","","",""
"Sometimes","2012","35-65 y.","Other degree","","","",""
"Sometimes","2012","35-65 y.","no degree/no degree yet","","","",""
"Sometimes","2012","66 and older","lower secondary degree","","","",""
"Sometimes","2012","66 and older","secondary school degree","","","",""
"Sometimes","2012","66 and older","college entrance qualification","","","",""
"Sometimes","2012","66 and older","Other degree","","","",""
"Sometimes","2012","66 and older","no degree/no degree yet","","","",""
"Rarely","2012","16-34 y.","lower secondary degree","","","",""
"Rarely","2012","16-34 y.","secondary school degree","","","",""
"Rarely","2012","16-34 y.","college entrance qualification","","","",""
"Rarely","2012","16-34 y.","Other degree","","","",""
"Rarely","2012","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2012","35-65 y.","lower secondary degree","","","",""
"Rarely","2012","35-65 y.","secondary school degree","","","",""
"Rarely","2012","35-65 y.","college entrance qualification","","","",""
"Rarely","2012","35-65 y.","Other degree","","","",""
"Rarely","2012","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2012","66 and older","lower secondary degree","","","",""
"Rarely","2012","66 and older","secondary school degree","","","",""
"Rarely","2012","66 and older","college entrance qualification","","","",""
"Rarely","2012","66 and older","Other degree","","","",""
"Rarely","2012","66 and older","no degree/no degree yet","","","",""
"Never","2012","16-34 y.","lower secondary degree","","","",""
"Never","2012","16-34 y.","secondary school degree","","","",""
"Never","2012","16-34 y.","college entrance qualification","","","",""
"Never","2012","16-34 y.","Other degree","","","",""
"Never","2012","16-34 y.","no degree/no degree yet","","","",""
"Never","2012","35-65 y.","lower secondary degree","","","",""
"Never","2012","35-65 y.","secondary school degree","","","",""
"Never","2012","35-65 y.","college entrance qualification","","","",""
"Never","2012","35-65 y.","Other degree","","","",""
"Never","2012","35-65 y.","no degree/no degree yet","","","",""
"Never","2012","66 and older","lower secondary degree","","","",""
"Never","2012","66 and older","secondary school degree","","","",""
"Never","2012","66 and older","college entrance qualification","","","",""
"Never","2012","66 and older","Other degree","","","",""
"Never","2012","66 and older","no degree/no degree yet","","","",""
"Very often","2013","16-34 y.","lower secondary degree","64","0.0615280422596071","0.0456153656674884","0.0774407188517258"
"Very often","2013","16-34 y.","secondary school degree","117","0.0612736027612572","0.0494141070573596","0.0731330984651547"
"Very often","2013","16-34 y.","college entrance qualification","152","0.0750107029978591","0.0627841962732605","0.0872372097224577"
"Very often","2013","16-34 y.","Other degree","15","","",""
"Very often","2013","16-34 y.","no degree/no degree yet","48","0.0769754744665729","0.0545763290720008","0.099374619861145"
"Very often","2013","35-65 y.","lower secondary degree","259","0.0615124329796651","0.0536276044987652","0.0693972614605651"
"Very often","2013","35-65 y.","secondary school degree","360","0.0579502015200128","0.0516509347480542","0.0642494682919714"
"Very often","2013","35-65 y.","college entrance qualification","372","0.064524932754396","0.0574488877027531","0.0716009778060389"
"Very often","2013","35-65 y.","Other degree","60","0.0400952009627799","0.0285175457076622","0.0516728562178975"
"Very often","2013","35-65 y.","no degree/no degree yet","15","","",""
"Very often","2013","66 and older","lower secondary degree","85","0.0322514210413066","0.0255275863155104","0.0389752557671027"
"Very often","2013","66 and older","secondary school degree","38","0.0359193998713012","0.0244144092746631","0.0474243904679394"
"Very often","2013","66 and older","college entrance qualification","40","0.0365267150536183","0.0246844515343962","0.0483689785728404"
"Very often","2013","66 and older","Other degree","13","","",""
"Very often","2013","66 and older","no degree/no degree yet","8","","",""
"Often","2013","16-34 y.","lower secondary degree","100","0.0995532013541278","0.0797263987730393","0.119380003935216"
"Often","2013","16-34 y.","secondary school degree","192","0.101905951260139","0.0869463271407308","0.116865575379548"
"Often","2013","16-34 y.","college entrance qualification","193","0.0981676832929285","0.0843568594010901","0.111978507184767"
"Often","2013","16-34 y.","Other degree","27","","",""
"Often","2013","16-34 y.","no degree/no degree yet","47","0.0526501622354148","0.0338827803793827","0.0714175440914468"
"Often","2013","35-65 y.","lower secondary degree","377","0.0945509681667266","0.0849489719436381","0.104152964389815"
"Often","2013","35-65 y.","secondary school degree","668","0.112538599719074","0.104018374298772","0.121058825139375"
"Often","2013","35-65 y.","college entrance qualification","718","0.137082436881082","0.127176711978323","0.14698816178384"
"Often","2013","35-65 y.","Other degree","102","0.0813925106460296","0.0652557057464783","0.0975293155455809"
"Often","2013","35-65 y.","no degree/no degree yet","25","","",""
"Often","2013","66 and older","lower secondary degree","170","0.0641754931490117","0.0548484680487637","0.0735025182492596"
"Often","2013","66 and older","secondary school degree","64","0.0562823772659766","0.0420337735121356","0.0705309810198177"
"Often","2013","66 and older","college entrance qualification","78","0.0804157740075773","0.0632495034249591","0.0975820445901954"
"Often","2013","66 and older","Other degree","9","","",""
"Often","2013","66 and older","no degree/no degree yet","4","","",""
"Sometimes","2013","16-34 y.","lower secondary degree","79","0.0753518497415447","0.0578722594262589","0.0928314400568305"
"Sometimes","2013","16-34 y.","secondary school degree","168","0.109459622366275","0.094020813915227","0.124898430817323"
"Sometimes","2013","16-34 y.","college entrance qualification","187","0.0865879976265206","0.0735342676535152","0.0996417275995259"
"Sometimes","2013","16-34 y.","Other degree","25","","",""
"Sometimes","2013","16-34 y.","no degree/no degree yet","54","0.122539088825436","0.0949841244489645","0.150094053201907"
"Sometimes","2013","35-65 y.","lower secondary degree","379","0.103091563200975","0.093112675081561","0.113070451320388"
"Sometimes","2013","35-65 y.","secondary school degree","653","0.117050889196931","0.108383649834972","0.125718128558891"
"Sometimes","2013","35-65 y.","college entrance qualification","651","0.127979634194458","0.118358097362502","0.137601171026414"
"Sometimes","2013","35-65 y.","Other degree","137","0.116740106302591","0.0977898698867829","0.135690342718399"
"Sometimes","2013","35-65 y.","no degree/no degree yet","14","","",""
"Sometimes","2013","66 and older","lower secondary degree","240","0.0863128856067669","0.075624849819291","0.0970009213942428"
"Sometimes","2013","66 and older","secondary school degree","87","0.0737737059670808","0.057612475884036","0.0899349360501256"
"Sometimes","2013","66 and older","college entrance qualification","90","0.106627210250425","0.0871440250984709","0.126110395402378"
"Sometimes","2013","66 and older","Other degree","15","","",""
"Sometimes","2013","66 and older","no degree/no degree yet","6","","",""
"Rarely","2013","16-34 y.","lower secondary degree","135","0.175602148619828","0.150406277610999","0.200798019628657"
"Rarely","2013","16-34 y.","secondary school degree","274","0.173847476811968","0.155107272940248","0.192587680683687"
"Rarely","2013","16-34 y.","college entrance qualification","349","0.209719536799357","0.190822988267805","0.228616085330908"
"Rarely","2013","16-34 y.","Other degree","33","0.116009768051244","0.0755791312226622","0.156440404879825"
"Rarely","2013","16-34 y.","no degree/no degree yet","88","0.163416815816155","0.132346077122259","0.194487554510052"
"Rarely","2013","35-65 y.","lower secondary degree","672","0.195161613250694","0.18215548365763","0.208167742843758"
"Rarely","2013","35-65 y.","secondary school degree","989","0.187510908389185","0.176987713017069","0.198034103761301"
"Rarely","2013","35-65 y.","college entrance qualification","898","0.203822788485693","0.192220545907772","0.215425031063613"
"Rarely","2013","35-65 y.","Other degree","164","0.151187599620545","0.130046660356558","0.172328538884533"
"Rarely","2013","35-65 y.","no degree/no degree yet","27","","",""
"Rarely","2013","66 and older","lower secondary degree","406","0.146504466314628","0.133046253549355","0.159962679079901"
"Rarely","2013","66 and older","secondary school degree","173","0.16933952146323","0.146151910877337","0.192527132049123"
"Rarely","2013","66 and older","college entrance qualification","187","0.179755683732855","0.15551624806348","0.203995119402229"
"Rarely","2013","66 and older","Other degree","37","0.135073604769107","0.0930390885692244","0.17710812096899"
"Rarely","2013","66 and older","no degree/no degree yet","13","","",""
"Never","2013","16-34 y.","lower secondary degree","498","0.587964758024892","0.555370667490526","0.620558848559259"
"Never","2013","16-34 y.","secondary school degree","820","0.553513346800361","0.528930720013135","0.578095973587587"
"Never","2013","16-34 y.","college entrance qualification","902","0.530514079283335","0.507349086837415","0.553679071729256"
"Never","2013","16-34 y.","Other degree","141","0.54820275752341","0.485370601036592","0.611034914010229"
"Never","2013","16-34 y.","no degree/no degree yet","307","0.584418458656422","0.543005264528149","0.625831652784694"
"Never","2013","35-65 y.","lower secondary degree","1880","0.54568342240194","0.529343642262404","0.562023202541475"
"Never","2013","35-65 y.","secondary school degree","2615","0.524949401174797","0.511486016566293","0.538412785783301"
"Never","2013","35-65 y.","college entrance qualification","1992","0.466590207684372","0.452221788069501","0.480958627299242"
"Never","2013","35-65 y.","Other degree","640","0.610584582468054","0.581807959762878","0.63936120517323"
"Never","2013","35-65 y.","no degree/no degree yet","107","0.589760290142809","0.519448884845772","0.660071695439846"
"Never","2013","66 and older","lower secondary degree","1751","0.670755733888287","0.652870169945981","0.688641297830593"
"Never","2013","66 and older","secondary school degree","643","0.664684995432411","0.635497321126669","0.693872669738154"
"Never","2013","66 and older","college entrance qualification","569","0.596674616955525","0.565707117899605","0.627642116011445"
"Never","2013","66 and older","Other degree","180","0.728370319366802","0.673669231386364","0.78307140734724"
"Never","2013","66 and older","no degree/no degree yet","41","0.59709798464653","0.483804648574806","0.710391320718255"
"Very often","2014","16-34 y.","lower secondary degree","","","",""
"Very often","2014","16-34 y.","secondary school degree","","","",""
"Very often","2014","16-34 y.","college entrance qualification","","","",""
"Very often","2014","16-34 y.","Other degree","","","",""
"Very often","2014","16-34 y.","no degree/no degree yet","","","",""
"Very often","2014","35-65 y.","lower secondary degree","","","",""
"Very often","2014","35-65 y.","secondary school degree","","","",""
"Very often","2014","35-65 y.","college entrance qualification","","","",""
"Very often","2014","35-65 y.","Other degree","","","",""
"Very often","2014","35-65 y.","no degree/no degree yet","","","",""
"Very often","2014","66 and older","lower secondary degree","","","",""
"Very often","2014","66 and older","secondary school degree","","","",""
"Very often","2014","66 and older","college entrance qualification","","","",""
"Very often","2014","66 and older","Other degree","","","",""
"Very often","2014","66 and older","no degree/no degree yet","","","",""
"Often","2014","16-34 y.","lower secondary degree","","","",""
"Often","2014","16-34 y.","secondary school degree","","","",""
"Often","2014","16-34 y.","college entrance qualification","","","",""
"Often","2014","16-34 y.","Other degree","","","",""
"Often","2014","16-34 y.","no degree/no degree yet","","","",""
"Often","2014","35-65 y.","lower secondary degree","","","",""
"Often","2014","35-65 y.","secondary school degree","","","",""
"Often","2014","35-65 y.","college entrance qualification","","","",""
"Often","2014","35-65 y.","Other degree","","","",""
"Often","2014","35-65 y.","no degree/no degree yet","","","",""
"Often","2014","66 and older","lower secondary degree","","","",""
"Often","2014","66 and older","secondary school degree","","","",""
"Often","2014","66 and older","college entrance qualification","","","",""
"Often","2014","66 and older","Other degree","","","",""
"Often","2014","66 and older","no degree/no degree yet","","","",""
"Sometimes","2014","16-34 y.","lower secondary degree","","","",""
"Sometimes","2014","16-34 y.","secondary school degree","","","",""
"Sometimes","2014","16-34 y.","college entrance qualification","","","",""
"Sometimes","2014","16-34 y.","Other degree","","","",""
"Sometimes","2014","16-34 y.","no degree/no degree yet","","","",""
"Sometimes","2014","35-65 y.","lower secondary degree","","","",""
"Sometimes","2014","35-65 y.","secondary school degree","","","",""
"Sometimes","2014","35-65 y.","college entrance qualification","","","",""
"Sometimes","2014","35-65 y.","Other degree","","","",""
"Sometimes","2014","35-65 y.","no degree/no degree yet","","","",""
"Sometimes","2014","66 and older","lower secondary degree","","","",""
"Sometimes","2014","66 and older","secondary school degree","","","",""
"Sometimes","2014","66 and older","college entrance qualification","","","",""
"Sometimes","2014","66 and older","Other degree","","","",""
"Sometimes","2014","66 and older","no degree/no degree yet","","","",""
"Rarely","2014","16-34 y.","lower secondary degree","","","",""
"Rarely","2014","16-34 y.","secondary school degree","","","",""
"Rarely","2014","16-34 y.","college entrance qualification","","","",""
"Rarely","2014","16-34 y.","Other degree","","","",""
"Rarely","2014","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2014","35-65 y.","lower secondary degree","","","",""
"Rarely","2014","35-65 y.","secondary school degree","","","",""
