"pld0045","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Never","2018","Employed","indirect migration background","698","0.545949448208494","0.518884653673133","0.573014242743855","5"
"Often","2018","Not Employed","no migration background","512","0.0726355799280257","0.066323704308245","0.0789474555478064","2"
"Often","2018","Not Employed","indirect migration background","52","0.118028143301357","0.08640986289909","0.149646423703624","2"
"Often","2018","Not Employed","direct migration background","108","0.0709336657861554","0.0572142217447949","0.0846531098275158","2"
"Often","2018","Employed","direct migration background","272","0.0906643427673117","0.0805058326793912","0.100822852855232","2"
"Often","2018","Employed","indirect migration background","138","0.103235077227613","0.0866953110918501","0.119774843363376","2"
"Often","2018","Employed","no migration background","1558","0.112886442263986","0.107456815502155","0.118316069025818","2"
"Rarely","2018","Not Employed","no migration background","1055","0.165703656120634","0.156661235000685","0.174746077240584","4"
"Rarely","2018","Not Employed","indirect migration background","59","0.113867734730119","0.082738552568647","0.144996916891591","4"
"Rarely","2018","Not Employed","direct migration background","156","0.130150486811613","0.112168738704586","0.14813223491864","4"
"Rarely","2018","Employed","direct migration background","424","0.158013537940406","0.145108795243928","0.170918280636884","4"
"Rarely","2018","Employed","indirect migration background","226","0.188430748574984","0.167173106336728","0.20968839081324","4"
"Rarely","2018","Employed","no migration background","2388","0.18501488815666","0.178352381564141","0.191677394749179","4"
"Sometimes","2018","Not Employed","no migration background","608","0.0942501680628083","0.0871445197119766","0.10135581641364","3"
"Sometimes","2018","Not Employed","indirect migration background","30","0.0929157990072925","0.0644655101833102","0.121366087831275","3"
"Sometimes","2018","Not Employed","direct migration background","118","0.092936806086557","0.0774200978932482","0.108453514279866","3"
"Sometimes","2018","Employed","no migration background","1621","0.125881871909318","0.120190379838022","0.131573363980613","3"
"Sometimes","2018","Employed","direct migration background","303","0.0981483792027534","0.0876224908797812","0.108674267525726","3"
"Sometimes","2018","Employed","indirect migration background","133","0.0942754125456236","0.0783909064949369","0.11015991859631","3"
"Very often","2018","Not Employed","no migration background","347","0.0504308143612556","0.0451088763656382","0.0557527523568731","1"
"Very often","2018","Not Employed","direct migration background","65","0.0429589819591006","0.0321227269887951","0.0537952369294061","1"
"Very often","2018","Not Employed","indirect migration background","30","0.0667221058707945","0.0422676244637114","0.0911765872778776","1"
"Very often","2018","Employed","no migration background","1054","0.0733198626601915","0.0688475184216027","0.0777922068987803","1"
"Very often","2018","Employed","direct migration background","198","0.0711465154303509","0.0620515705513618","0.0802414603093401","1"
"Very often","2018","Employed","indirect migration background","105","0.0681093134432859","0.0544143098100784","0.0818043170764933","1"
