"pld0045","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Never","2013","16-34 y.","no migration background","2282","0.547219944770941","0.532449958638717","0.561989930903165","5"
"Never","2013","16-34 y.","direct migration background","337","0.549540193590301","0.50946136757097","0.589619019609632","5"
"Never","2013","16-34 y.","indirect migration background","360","0.539768694229347","0.50148185440241","0.578055534056285","5"
"Never","2013","35-65 y.","indirect migration background","259","0.587421445981813","0.545067621179438","0.629775270784187","5"
"Never","2013","66 and older","no migration background","2954","0.655109460156201","0.641377732541734","0.668841187770668","5"
"Never","2013","66 and older","direct migration background","246","0.69637294185744","0.649456389816766","0.743289493898115","5"
"Never","2013","35-65 y.","no migration background","6080","0.509803363602398","0.501104305146591","0.518502422058205","5"
"Never","2013","35-65 y.","direct migration background","958","0.608337586755622","0.58501034617705","0.631664827334195","5"
"Never","2013","66 and older","indirect migration background","3","","","","5"
"Often","2013","16-34 y.","no migration background","491","0.0985817200423156","0.0897363325953562","0.107427107489275","2"
"Often","2013","16-34 y.","direct migration background","73","0.119836301761691","0.0936747703365286","0.145997833186852","2"
"Often","2013","16-34 y.","indirect migration background","56","0.0785544532510269","0.0578874342105021","0.0992214722915517","2"
"Often","2013","35-65 y.","no migration background","1668","0.11605787295316","0.110484283741319","0.121631462165002","2"
"Often","2013","35-65 y.","direct migration background","180","0.0905346498502574","0.0768215516144056","0.104247748086109","2"
"Often","2013","66 and older","direct migration background","21","","","","2"
"Often","2013","35-65 y.","indirect migration background","54","0.0675433607590443","0.0459524944679909","0.0891342270500977","2"
"Often","2013","66 and older","indirect migration background","","","","","2"
"Often","2013","66 and older","no migration background","305","0.0656920242310762","0.0585350582336538","0.0728489902284986","2"
"Rarely","2013","16-34 y.","no migration background","796","0.192895652293262","0.181187683734832","0.204603620851691","4"
"Rarely","2013","16-34 y.","direct migration background","82","0.175699454988558","0.145043472570355","0.206355437406761","4"
"Rarely","2013","16-34 y.","indirect migration background","111","0.185301394330032","0.155454755733985","0.215148032926078","4"
"Rarely","2013","35-65 y.","no migration background","2409","0.195539379698044","0.188637692869515","0.202441066526573","4"
"Rarely","2013","66 and older","direct migration background","54","0.132930982364012","0.098291224377001","0.167570740351023","4"
"Rarely","2013","35-65 y.","direct migration background","259","0.153596019367431","0.136364882813516","0.170827155921347","4"
"Rarely","2013","35-65 y.","indirect migration background","97","0.14950062270271","0.118822914455352","0.180178330950069","4"
"Rarely","2013","66 and older","no migration background","767","0.15807422543415","0.147535331410985","0.168613119457315","4"
"Rarely","2013","66 and older","indirect migration background","1","","","","4"
"Sometimes","2013","16-34 y.","no migration background","440","0.0949233423110581","0.0862260377676528","0.103620646854463","3"
"Sometimes","2013","16-34 y.","indirect migration background","66","0.125762934546709","0.100291785579173","0.151234083514245","3"
"Sometimes","2013","35-65 y.","direct migration background","193","0.101576887542558","0.0871400189357308","0.116013756149386","3"
"Sometimes","2013","66 and older","indirect migration background","1","","","","3"
"Sometimes","2013","35-65 y.","indirect migration background","61","0.1413015022932","0.111333475159219","0.17126952942718","3"
"Sometimes","2013","66 and older","direct migration background","26","","","","3"
"Sometimes","2013","35-65 y.","no migration background","1592","0.11640129709729","0.110820552053507","0.121982042141073","3"
"Sometimes","2013","16-34 y.","direct migration background","67","0.0937314351389271","0.0702535848428604","0.117209285434994","3"
"Sometimes","2013","66 and older","no migration background","415","0.0873708757613088","0.0792133564598121","0.0955283950628054","3"
"Very often","2013","16-34 y.","indirect migration background","58","0.0706125236428853","0.0509338025131954","0.0902912447725753","1"
"Very often","2013","16-34 y.","no migration background","354","0.0663793405824235","0.0589925263364744","0.0737661548283726","1"
"Very often","2013","16-34 y.","direct migration background","33","0.0611926145205237","0.0418851613100686","0.0805000677309789","1"
"Very often","2013","66 and older","no migration background","162","0.0337534144172644","0.0285362989895575","0.0389705298449713","1"
"Very often","2013","35-65 y.","indirect migration background","48","0.0542330682632331","0.034748599814429","0.0737175367120371","1"
"Very often","2013","66 and older","direct migration background","22","","","","1"
"Very often","2013","35-65 y.","direct migration background","92","0.0459548564841304","0.0359482858585557","0.0559614271097051","1"
"Very often","2013","66 and older","indirect migration background","","","","","1"
"Very often","2013","35-65 y.","no migration background","937","0.0621980866491075","0.0579953729343728","0.0664008003638422","1"
"Never","2014","16-34 y.","no migration background","","","","","5"
"Never","2014","16-34 y.","direct migration background","","","","","5"
"Never","2014","16-34 y.","indirect migration background","","","","","5"
"Never","2014","35-65 y.","indirect migration background","","","","","5"
"Never","2014","66 and older","no migration background","","","","","5"
"Never","2014","66 and older","direct migration background","","","","","5"
"Never","2014","66 and older","indirect migration background","","","","","5"
"Never","2014","35-65 y.","no migration background","","","","","5"
"Never","2014","35-65 y.","direct migration background","","","","","5"
"Often","2014","16-34 y.","no migration background","","","","","2"
"Often","2014","16-34 y.","direct migration background","","","","","2"
"Often","2014","16-34 y.","indirect migration background","","","","","2"
"Often","2014","35-65 y.","no migration background","","","","","2"
"Often","2014","35-65 y.","direct migration background","","","","","2"
"Often","2014","66 and older","direct migration background","","","","","2"
"Often","2014","35-65 y.","indirect migration background","","","","","2"
"Often","2014","66 and older","no migration background","","","","","2"
"Often","2014","66 and older","indirect migration background","","","","","2"
"Rarely","2014","16-34 y.","no migration background","","","","","4"
"Rarely","2014","35-65 y.","no migration background","","","","","4"
"Rarely","2014","16-34 y.","direct migration background","","","","","4"
"Rarely","2014","16-34 y.","indirect migration background","","","","","4"
"Rarely","2014","35-65 y.","direct migration background","","","","","4"
"Rarely","2014","35-65 y.","indirect migration background","","","","","4"
"Rarely","2014","66 and older","no migration background","","","","","4"
"Rarely","2014","66 and older","direct migration background","","","","","4"
"Rarely","2014","66 and older","indirect migration background","","","","","4"
"Sometimes","2014","66 and older","direct migration background","","","","","3"
"Sometimes","2014","66 and older","no migration background","","","","","3"
"Sometimes","2014","16-34 y.","no migration background","","","","","3"
"Sometimes","2014","16-34 y.","direct migration background","","","","","3"
"Sometimes","2014","16-34 y.","indirect migration background","","","","","3"
"Sometimes","2014","35-65 y.","no migration background","","","","","3"
"Sometimes","2014","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2014","66 and older","indirect migration background","","","","","3"
"Sometimes","2014","35-65 y.","direct migration background","","","","","3"
"Very often","2014","16-34 y.","no migration background","","","","","1"
"Very often","2014","16-34 y.","direct migration background","","","","","1"
"Very often","2014","16-34 y.","indirect migration background","","","","","1"
"Very often","2014","35-65 y.","no migration background","","","","","1"
"Very often","2014","66 and older","direct migration background","","","","","1"
"Very often","2014","66 and older","indirect migration background","","","","","1"
"Very often","2014","66 and older","no migration background","","","","","1"
"Very often","2014","35-65 y.","direct migration background","","","","","1"
"Very often","2014","35-65 y.","indirect migration background","","","","","1"
"Never","2015","16-34 y.","no migration background","","","","","5"
"Never","2015","16-34 y.","direct migration background","","","","","5"
"Never","2015","16-34 y.","indirect migration background","","","","","5"
"Never","2015","35-65 y.","no migration background","","","","","5"
"Never","2015","35-65 y.","direct migration background","","","","","5"
"Never","2015","35-65 y.","indirect migration background","","","","","5"
"Never","2015","66 and older","no migration background","","","","","5"
"Never","2015","66 and older","direct migration background","","","","","5"
"Never","2015","66 and older","indirect migration background","","","","","5"
"Often","2015","16-34 y.","no migration background","","","","","2"
"Often","2015","16-34 y.","direct migration background","","","","","2"
"Often","2015","16-34 y.","indirect migration background","","","","","2"
"Often","2015","35-65 y.","no migration background","","","","","2"
"Often","2015","35-65 y.","direct migration background","","","","","2"
"Often","2015","66 and older","direct migration background","","","","","2"
"Often","2015","66 and older","no migration background","","","","","2"
"Often","2015","35-65 y.","indirect migration background","","","","","2"
"Often","2015","66 and older","indirect migration background","","","","","2"
"Rarely","2015","16-34 y.","no migration background","","","","","4"
"Rarely","2015","35-65 y.","no migration background","","","","","4"
"Rarely","2015","16-34 y.","direct migration background","","","","","4"
"Rarely","2015","16-34 y.","indirect migration background","","","","","4"
"Rarely","2015","35-65 y.","direct migration background","","","","","4"
"Rarely","2015","35-65 y.","indirect migration background","","","","","4"
"Rarely","2015","66 and older","no migration background","","","","","4"
"Rarely","2015","66 and older","indirect migration background","","","","","4"
"Rarely","2015","66 and older","direct migration background","","","","","4"
"Sometimes","2015","66 and older","no migration background","","","","","3"
"Sometimes","2015","16-34 y.","indirect migration background","","","","","3"
"Sometimes","2015","35-65 y.","direct migration background","","","","","3"
"Sometimes","2015","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2015","66 and older","direct migration background","","","","","3"
"Sometimes","2015","66 and older","indirect migration background","","","","","3"
"Sometimes","2015","16-34 y.","no migration background","","","","","3"
"Sometimes","2015","16-34 y.","direct migration background","","","","","3"
"Sometimes","2015","35-65 y.","no migration background","","","","","3"
"Very often","2015","16-34 y.","no migration background","","","","","1"
"Very often","2015","16-34 y.","direct migration background","","","","","1"
"Very often","2015","16-34 y.","indirect migration background","","","","","1"
"Very often","2015","66 and older","no migration background","","","","","1"
"Very often","2015","66 and older","direct migration background","","","","","1"
"Very often","2015","35-65 y.","indirect migration background","","","","","1"
"Very often","2015","35-65 y.","direct migration background","","","","","1"
"Very often","2015","35-65 y.","no migration background","","","","","1"
"Very often","2015","66 and older","indirect migration background","","","","","1"
"Never","2016","16-34 y.","no migration background","","","","","5"
"Never","2016","16-34 y.","direct migration background","","","","","5"
"Never","2016","16-34 y.","indirect migration background","","","","","5"
"Never","2016","35-65 y.","indirect migration background","","","","","5"
"Never","2016","66 and older","no migration background","","","","","5"
"Never","2016","66 and older","direct migration background","","","","","5"
"Never","2016","35-65 y.","no migration background","","","","","5"
"Never","2016","35-65 y.","direct migration background","","","","","5"
"Never","2016","66 and older","indirect migration background","","","","","5"
"Often","2016","16-34 y.","no migration background","","","","","2"
"Often","2016","16-34 y.","direct migration background","","","","","2"
"Often","2016","16-34 y.","indirect migration background","","","","","2"
"Often","2016","35-65 y.","no migration background","","","","","2"
"Often","2016","35-65 y.","direct migration background","","","","","2"
"Often","2016","35-65 y.","indirect migration background","","","","","2"
"Often","2016","66 and older","no migration background","","","","","2"
"Often","2016","66 and older","direct migration background","","","","","2"
"Often","2016","66 and older","indirect migration background","","","","","2"
"Rarely","2016","16-34 y.","indirect migration background","","","","","4"
"Rarely","2016","16-34 y.","no migration background","","","","","4"
"Rarely","2016","16-34 y.","direct migration background","","","","","4"
"Rarely","2016","35-65 y.","no migration background","","","","","4"
"Rarely","2016","35-65 y.","direct migration background","","","","","4"
"Rarely","2016","35-65 y.","indirect migration background","","","","","4"
"Rarely","2016","66 and older","no migration background","","","","","4"
"Rarely","2016","66 and older","direct migration background","","","","","4"
"Rarely","2016","66 and older","indirect migration background","","","","","4"
"Sometimes","2016","16-34 y.","indirect migration background","","","","","3"
"Sometimes","2016","66 and older","direct migration background","","","","","3"
"Sometimes","2016","16-34 y.","no migration background","","","","","3"
"Sometimes","2016","16-34 y.","direct migration background","","","","","3"
"Sometimes","2016","35-65 y.","no migration background","","","","","3"
"Sometimes","2016","35-65 y.","direct migration background","","","","","3"
"Sometimes","2016","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2016","66 and older","no migration background","","","","","3"
"Sometimes","2016","66 and older","indirect migration background","","","","","3"
"Very often","2016","16-34 y.","indirect migration background","","","","","1"
"Very often","2016","16-34 y.","no migration background","","","","","1"
"Very often","2016","16-34 y.","direct migration background","","","","","1"
"Very often","2016","66 and older","no migration background","","","","","1"
"Very often","2016","35-65 y.","indirect migration background","","","","","1"
"Very often","2016","35-65 y.","direct migration background","","","","","1"
"Very often","2016","35-65 y.","no migration background","","","","","1"
"Very often","2016","66 and older","direct migration background","","","","","1"
"Very often","2016","66 and older","indirect migration background","","","","","1"
"Never","2017","16-34 y.","no migration background","","","","","5"
"Never","2017","16-34 y.","direct migration background","","","","","5"
"Never","2017","16-34 y.","indirect migration background","","","","","5"
"Never","2017","35-65 y.","indirect migration background","","","","","5"
"Never","2017","66 and older","no migration background","","","","","5"
"Never","2017","66 and older","direct migration background","","","","","5"
"Never","2017","66 and older","indirect migration background","","","","","5"
"Never","2017","35-65 y.","no migration background","","","","","5"
"Never","2017","35-65 y.","direct migration background","","","","","5"
"Often","2017","35-65 y.","indirect migration background","","","","","2"
"Often","2017","66 and older","no migration background","","","","","2"
"Often","2017","66 and older","direct migration background","","","","","2"
"Often","2017","16-34 y.","no migration background","","","","","2"
"Often","2017","16-34 y.","direct migration background","","","","","2"
"Often","2017","16-34 y.","indirect migration background","","","","","2"
"Often","2017","35-65 y.","no migration background","","","","","2"
"Often","2017","35-65 y.","direct migration background","","","","","2"
"Often","2017","66 and older","indirect migration background","","","","","2"
"Rarely","2017","16-34 y.","indirect migration background","","","","","4"
"Rarely","2017","16-34 y.","no migration background","","","","","4"
"Rarely","2017","16-34 y.","direct migration background","","","","","4"
"Rarely","2017","35-65 y.","no migration background","","","","","4"
"Rarely","2017","66 and older","no migration background","","","","","4"
"Rarely","2017","35-65 y.","direct migration background","","","","","4"
"Rarely","2017","35-65 y.","indirect migration background","","","","","4"
"Rarely","2017","66 and older","direct migration background","","","","","4"
"Rarely","2017","66 and older","indirect migration background","","","","","4"
"Sometimes","2017","16-34 y.","no migration background","","","","","3"
"Sometimes","2017","16-34 y.","direct migration background","","","","","3"
"Sometimes","2017","66 and older","no migration background","","","","","3"
"Sometimes","2017","16-34 y.","indirect migration background","","","","","3"
"Sometimes","2017","35-65 y.","direct migration background","","","","","3"
"Sometimes","2017","35-65 y.","indirect migration background","","","","","3"
"Sometimes","2017","66 and older","direct migration background","","","","","3"
"Sometimes","2017","66 and older","indirect migration background","","","","","3"
"Sometimes","2017","35-65 y.","no migration background","","","","","3"
"Very often","2017","16-34 y.","no migration background","","","","","1"
"Very often","2017","16-34 y.","direct migration background","","","","","1"
"Very often","2017","16-34 y.","indirect migration background","","","","","1"
"Very often","2017","35-65 y.","no migration background","","","","","1"
"Very often","2017","66 and older","direct migration background","","","","","1"
"Very often","2017","66 and older","indirect migration background","","","","","1"
"Very often","2017","35-65 y.","indirect migration background","","","","","1"
"Very often","2017","35-65 y.","direct migration background","","","","","1"
"Very often","2017","66 and older","no migration background","","","","","1"
"Never","2018","16-34 y.","no migration background","2081","0.531424717584437","0.515880606073665","0.54696882909521","5"
"Never","2018","16-34 y.","direct migration background","653","0.59141201807335","0.561888972694769","0.620935063451931","5"
"Never","2018","16-34 y.","indirect migration background","544","0.58522253901778","0.554217640065153","0.616227437970406","5"
"Never","2018","35-65 y.","no migration background","5392","0.49732286037049","0.487983900941651","0.50666181979933","5"
"Never","2018","35-65 y.","direct migration background","1818","0.610269209712615","0.592531690720841","0.628006728704389","5"
"Never","2018","35-65 y.","indirect migration background","373","0.522608269172306","0.485867816630861","0.559348721713752","5"
"Never","2018","66 and older","no migration background","2928","0.637329477965312","0.623396686318942","0.651262269611681","5"
"Never","2018","66 and older","direct migration background","299","0.622321602177097","0.577277638835371","0.667365565518824","5"
"Never","2018","66 and older","indirect migration background","10","","","","5"
"Often","2018","16-34 y.","no migration background","453","0.10801647056477","0.0983475331522675","0.117685407977272","2"
"Often","2018","16-34 y.","direct migration background","108","0.108342661464831","0.0896757687589969","0.127009554170665","2"
"Often","2018","16-34 y.","indirect migration background","97","0.0846442928037562","0.0671274427993308","0.102161142808181","2"
"Often","2018","35-65 y.","no migration background","1332","0.114804670723118","0.108850325027181","0.120759016419055","2"
"Often","2018","35-65 y.","direct migration background","240","0.080286918691754","0.0704037009845145","0.0901701363989935","2"
"Often","2018","35-65 y.","indirect migration background","89","0.141781202240613","0.116122939064875","0.167439465416351","2"
"Often","2018","66 and older","no migration background","285","0.0617960353504907","0.0548180677396514","0.06877400296133","2"
"Often","2018","66 and older","direct migration background","32","0.068556412448218","0.0450779092896261","0.09203491560681","2"
"Often","2018","66 and older","indirect migration background","4","","","","2"
"Rarely","2018","16-34 y.","indirect migration background","168","0.173280360043706","0.149461771498608","0.197098948588804","4"
"Rarely","2018","16-34 y.","no migration background","705","0.178386621498087","0.166461296282747","0.190311946713427","4"
"Rarely","2018","16-34 y.","direct migration background","117","0.116964316121889","0.0976629029679608","0.136265729275817","4"
"Rarely","2018","35-65 y.","no migration background","1989","0.184644610764675","0.177397306396715","0.191891915132635","4"
"Rarely","2018","66 and older","no migration background","749","0.165928646964229","0.155147566202032","0.176709727726426","4"
"Rarely","2018","35-65 y.","direct migration background","394","0.144352203862739","0.131569903679541","0.157134504045937","4"
"Rarely","2018","35-65 y.","indirect migration background","115","0.167076612454708","0.139636917715277","0.194516307194139","4"
"Rarely","2018","66 and older","indirect migration background","2","","","","4"
"Rarely","2018","66 and older","direct migration background","69","0.203136916027336","0.165755618935124","0.240518213119547","4"
"Sometimes","2018","16-34 y.","no migration background","406","0.110383825528513","0.100622486520813","0.120145164536214","3"
"Sometimes","2018","16-34 y.","direct migration background","112","0.108517503688935","0.0898373865709523","0.127197620806918","3"
"Sometimes","2018","35-65 y.","direct migration background","277","0.0995786907457848","0.0886879887842999","0.11046939270727","3"
"Sometimes","2018","35-65 y.","indirect migration background","75","0.0812405340337785","0.0611446916977303","0.101336376369827","3"
"Sometimes","2018","66 and older","no migration background","413","0.0897203304697143","0.0814383755017754","0.0980022854376533","3"
"Sometimes","2018","66 and older","indirect migration background","2","","","","3"
"Sometimes","2018","16-34 y.","indirect migration background","86","0.100805518088495","0.081858922143961","0.119752114033029","3"
"Sometimes","2018","35-65 y.","no migration background","1410","0.129842758543622","0.123564453023457","0.136121064063786","3"
"Sometimes","2018","66 and older","direct migration background","32","0.0713404095615633","0.0474257524283084","0.0952550666948183","3"
"Very often","2018","16-34 y.","no migration background","314","0.0717883648241926","0.0637474423531628","0.0798292872952224","1"
"Very often","2018","16-34 y.","direct migration background","75","0.0747635006509953","0.0589675968707024","0.0905594044312881","1"
"Very often","2018","16-34 y.","indirect migration background","75","0.0560472900462635","0.0415724207096752","0.0705221593828518","1"
"Very often","2018","66 and older","no migration background","199","0.0452255092502544","0.0392034898900343","0.0512475286104744","1"
"Very often","2018","35-65 y.","direct migration background","175","0.0655129769871066","0.0565138560179991","0.074512097956214","1"
"Very often","2018","35-65 y.","indirect migration background","58","0.0872933820985938","0.0665310957466612","0.108055668450526","1"
"Very often","2018","66 and older","direct migration background","13","","","","1"
"Very often","2018","66 and older","indirect migration background","2","","","","1"
"Very often","2018","35-65 y.","no migration background","888","0.0733850995980952","0.0685144342248903","0.0782557649713001","1"
