"pld0045","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Sometimes","2018","indirect migration background","Urban Area","128","0.0962621017288922","0.0807172738319502","0.111806929625834"
"Sometimes","2018","indirect migration background","Rural Area","35","0.081173036192834","0.0511094198214911","0.111236652564177"
"Rarely","2018","no migration background","Urban Area","2051","0.170836478038922","0.164097784440732","0.177575171637112"
"Rarely","2018","no migration background","Rural Area","1392","0.191595193407885","0.182724343721324","0.200466043094446"
"Rarely","2018","direct migration background","Urban Area","428","0.146079781568215","0.134002085187631","0.158157477948799"
"Rarely","2018","direct migration background","Rural Area","152","0.160664946999429","0.139244458636346","0.182085435362513"
"Rarely","2018","indirect migration background","Urban Area","219","0.158373967420764","0.139132487172203","0.177615447669325"
"Rarely","2018","indirect migration background","Rural Area","66","0.248150568373911","0.200601552261331","0.29569958448649"
"Never","2018","no migration background","Urban Area","6613","0.567031675085591","0.558160175553774","0.575903174617408"
"Never","2018","no migration background","Rural Area","3788","0.500815024700027","0.489544921332262","0.512085128067792"
"Never","2018","direct migration background","Urban Area","2092","0.615267199155514","0.598629552657513","0.631904845653516"
"Never","2018","direct migration background","Rural Area","678","0.580215542589057","0.551427709461066","0.609003375717047"
"Never","2018","indirect migration background","Urban Area","779","0.579149771569276","0.55313043437818","0.605169108760373"
"Never","2018","indirect migration background","Rural Area","148","0.451091339745329","0.396314024086276","0.505868655404382"
