"pld0043","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Often","2007","Baden-Württemberg","no migration background","","","",""
"Often","2007","Baden-Württemberg","direct migration background","","","",""
"Often","2007","Baden-Württemberg","indirect migration background","","","",""
"Often","2007","Bavaria","no migration background","","","",""
"Often","2007","Bavaria","direct migration background","","","",""
"Often","2007","Bavaria","indirect migration background","","","",""
"Often","2007","Berlin","no migration background","","","",""
"Often","2007","Berlin","direct migration background","","","",""
"Often","2007","Berlin","indirect migration background","","","",""
"Often","2007","Brandenburg","no migration background","","","",""
"Often","2007","Brandenburg","direct migration background","","","",""
"Often","2007","Brandenburg","indirect migration background","","","",""
"Often","2007","Mecklenburg-Western Pomerania","no migration background","","","",""
"Often","2007","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Often","2007","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Often","2007","Saxony","no migration background","","","",""
"Often","2007","Saxony","direct migration background","","","",""
"Often","2007","Saxony","indirect migration background","","","",""
"Often","2007","Saxony-Anhalt","no migration background","","","",""
"Often","2007","Saxony-Anhalt","direct migration background","","","",""
"Often","2007","Saxony-Anhalt","indirect migration background","","","",""
"Often","2007","Thuringia","no migration background","","","",""
"Often","2007","Thuringia","direct migration background","","","",""
"Often","2007","Thuringia","indirect migration background","","","",""
"Sometimes","2007","Schleswig-Holstein","no migration background","","","",""
"Sometimes","2007","Schleswig-Holstein","direct migration background","","","",""
"Sometimes","2007","Schleswig-Holstein","indirect migration background","","","",""
"Sometimes","2007","Hamburg","no migration background","","","",""
"Sometimes","2007","Hamburg","direct migration background","","","",""
"Sometimes","2007","Hamburg","indirect migration background","","","",""
"Sometimes","2007","Lower Saxony","no migration background","","","",""
"Sometimes","2007","Lower Saxony","direct migration background","","","",""
"Sometimes","2007","Lower Saxony","indirect migration background","","","",""
"Sometimes","2007","Bremen","no migration background","","","",""
"Sometimes","2007","Bremen","direct migration background","","","",""
"Sometimes","2007","Bremen","indirect migration background","","","",""
"Sometimes","2007","North Rhine-Westphalia","no migration background","","","",""
"Sometimes","2007","North Rhine-Westphalia","direct migration background","","","",""
"Sometimes","2007","North Rhine-Westphalia","indirect migration background","","","",""
"Sometimes","2007","Hesse","no migration background","","","",""
"Sometimes","2007","Hesse","direct migration background","","","",""
"Sometimes","2007","Hesse","indirect migration background","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Sometimes","2007","Baden-Württemberg","no migration background","","","",""
"Sometimes","2007","Baden-Württemberg","direct migration background","","","",""
"Sometimes","2007","Baden-Württemberg","indirect migration background","","","",""
"Sometimes","2007","Bavaria","no migration background","","","",""
"Sometimes","2007","Bavaria","direct migration background","","","",""
"Sometimes","2007","Bavaria","indirect migration background","","","",""
"Sometimes","2007","Berlin","no migration background","","","",""
"Sometimes","2007","Berlin","direct migration background","","","",""
"Sometimes","2007","Berlin","indirect migration background","","","",""
"Sometimes","2007","Brandenburg","no migration background","","","",""
"Sometimes","2007","Brandenburg","direct migration background","","","",""
"Sometimes","2007","Brandenburg","indirect migration background","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","no migration background","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Sometimes","2007","Saxony","no migration background","","","",""
"Sometimes","2007","Saxony","direct migration background","","","",""
"Sometimes","2007","Saxony","indirect migration background","","","",""
"Sometimes","2007","Saxony-Anhalt","no migration background","","","",""
"Sometimes","2007","Saxony-Anhalt","direct migration background","","","",""
"Sometimes","2007","Saxony-Anhalt","indirect migration background","","","",""
"Sometimes","2007","Thuringia","no migration background","","","",""
"Sometimes","2007","Thuringia","direct migration background","","","",""
"Sometimes","2007","Thuringia","indirect migration background","","","",""
"Rarely","2007","Schleswig-Holstein","no migration background","","","",""
"Rarely","2007","Schleswig-Holstein","direct migration background","","","",""
"Rarely","2007","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","2007","Hamburg","no migration background","","","",""
"Rarely","2007","Hamburg","direct migration background","","","",""
"Rarely","2007","Hamburg","indirect migration background","","","",""
"Rarely","2007","Lower Saxony","no migration background","","","",""
"Rarely","2007","Lower Saxony","direct migration background","","","",""
"Rarely","2007","Lower Saxony","indirect migration background","","","",""
"Rarely","2007","Bremen","no migration background","","","",""
"Rarely","2007","Bremen","direct migration background","","","",""
"Rarely","2007","Bremen","indirect migration background","","","",""
"Rarely","2007","North Rhine-Westphalia","no migration background","","","",""
"Rarely","2007","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","2007","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","2007","Hesse","no migration background","","","",""
"Rarely","2007","Hesse","direct migration background","","","",""
"Rarely","2007","Hesse","indirect migration background","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","2007","Baden-Württemberg","no migration background","","","",""
"Rarely","2007","Baden-Württemberg","direct migration background","","","",""
"Rarely","2007","Baden-Württemberg","indirect migration background","","","",""
"Rarely","2007","Bavaria","no migration background","","","",""
"Rarely","2007","Bavaria","direct migration background","","","",""
"Rarely","2007","Bavaria","indirect migration background","","","",""
"Rarely","2007","Berlin","no migration background","","","",""
"Rarely","2007","Berlin","direct migration background","","","",""
"Rarely","2007","Berlin","indirect migration background","","","",""
"Rarely","2007","Brandenburg","no migration background","","","",""
"Rarely","2007","Brandenburg","direct migration background","","","",""
"Rarely","2007","Brandenburg","indirect migration background","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","2007","Saxony","no migration background","","","",""
"Rarely","2007","Saxony","direct migration background","","","",""
"Rarely","2007","Saxony","indirect migration background","","","",""
"Rarely","2007","Saxony-Anhalt","no migration background","","","",""
"Rarely","2007","Saxony-Anhalt","direct migration background","","","",""
"Rarely","2007","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","2007","Thuringia","no migration background","","","",""
"Rarely","2007","Thuringia","direct migration background","","","",""
"Rarely","2007","Thuringia","indirect migration background","","","",""
"Never","2007","Schleswig-Holstein","no migration background","","","",""
"Never","2007","Schleswig-Holstein","direct migration background","","","",""
"Never","2007","Schleswig-Holstein","indirect migration background","","","",""
"Never","2007","Hamburg","no migration background","","","",""
"Never","2007","Hamburg","direct migration background","","","",""
"Never","2007","Hamburg","indirect migration background","","","",""
"Never","2007","Lower Saxony","no migration background","","","",""
"Never","2007","Lower Saxony","direct migration background","","","",""
"Never","2007","Lower Saxony","indirect migration background","","","",""
"Never","2007","Bremen","no migration background","","","",""
"Never","2007","Bremen","direct migration background","","","",""
"Never","2007","Bremen","indirect migration background","","","",""
"Never","2007","North Rhine-Westphalia","no migration background","","","",""
"Never","2007","North Rhine-Westphalia","direct migration background","","","",""
"Never","2007","North Rhine-Westphalia","indirect migration background","","","",""
"Never","2007","Hesse","no migration background","","","",""
"Never","2007","Hesse","direct migration background","","","",""
"Never","2007","Hesse","indirect migration background","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","2007","Baden-Württemberg","no migration background","","","",""
"Never","2007","Baden-Württemberg","direct migration background","","","",""
"Never","2007","Baden-Württemberg","indirect migration background","","","",""
"Never","2007","Bavaria","no migration background","","","",""
"Never","2007","Bavaria","direct migration background","","","",""
"Never","2007","Bavaria","indirect migration background","","","",""
"Never","2007","Berlin","no migration background","","","",""
"Never","2007","Berlin","direct migration background","","","",""
"Never","2007","Berlin","indirect migration background","","","",""
"Never","2007","Brandenburg","no migration background","","","",""
"Never","2007","Brandenburg","direct migration background","","","",""
"Never","2007","Brandenburg","indirect migration background","","","",""
"Never","2007","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","2007","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","2007","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","2007","Saxony","no migration background","","","",""
"Never","2007","Saxony","direct migration background","","","",""
"Never","2007","Saxony","indirect migration background","","","",""
"Never","2007","Saxony-Anhalt","no migration background","","","",""
"Never","2007","Saxony-Anhalt","direct migration background","","","",""
"Never","2007","Saxony-Anhalt","indirect migration background","","","",""
"Never","2007","Thuringia","no migration background","","","",""
"Never","2007","Thuringia","direct migration background","","","",""
"Never","2007","Thuringia","indirect migration background","","","",""
"Very often","2008","Schleswig-Holstein","no migration background","12","","",""
"Very often","2008","Schleswig-Holstein","direct migration background","1","","",""
"Very often","2008","Schleswig-Holstein","indirect migration background","","","",""
"Very often","2008","Hamburg","no migration background","9","","",""
"Very often","2008","Hamburg","direct migration background","1","","",""
"Very often","2008","Hamburg","indirect migration background","1","","",""
"Very often","2008","Lower Saxony","no migration background","56","0.0341860013273776","0.0251225137564708","0.0432494888982845"
"Very often","2008","Lower Saxony","direct migration background","7","","",""
"Very often","2008","Lower Saxony","indirect migration background","1","","",""
"Very often","2008","Bremen","no migration background","4","","",""
"Very often","2008","Bremen","direct migration background","3","","",""
"Very often","2008","Bremen","indirect migration background","","","",""
"Very often","2008","North Rhine-Westphalia","no migration background","79","0.0204779858114137","0.0155777841657132","0.0253781874571141"
"Very often","2008","North Rhine-Westphalia","direct migration background","15","","",""
"Very often","2008","North Rhine-Westphalia","indirect migration background","15","","",""
"Very often","2008","Hesse","no migration background","43","0.0441313691217202","0.0317554329045714","0.0565073053388689"
"Very often","2008","Hesse","direct migration background","2","","",""
"Very often","2008","Hesse","indirect migration background","5","","",""
"Very often","2008","Rhineland-Palatinate,Saarland","no migration background","34","0.0366159907174759","0.0242905977351925","0.0489413836997593"
"Very often","2008","Rhineland-Palatinate,Saarland","direct migration background","2","","",""
"Very often","2008","Rhineland-Palatinate,Saarland","indirect migration background","3","","",""
"Very often","2008","Baden-Württemberg","no migration background","66","0.0302614977353766","0.0222446095670601","0.0382783859036931"
"Very often","2008","Baden-Württemberg","direct migration background","9","","",""
"Very often","2008","Baden-Württemberg","indirect migration background","9","","",""
"Very often","2008","Bavaria","no migration background","70","0.0357513237301939","0.028207518129534","0.0432951293308539"
"Very often","2008","Bavaria","direct migration background","12","","",""
"Very often","2008","Bavaria","indirect migration background","10","","",""
"Very often","2008","Berlin","no migration background","28","","",""
"Very often","2008","Berlin","direct migration background","2","","",""
"Very often","2008","Berlin","indirect migration background","","","",""
"Very often","2008","Brandenburg","no migration background","32","0.036198803377149","0.0232311985307311","0.0491664082235669"
"Very often","2008","Brandenburg","direct migration background","","","",""
"Very often","2008","Brandenburg","indirect migration background","","","",""
"Very often","2008","Mecklenburg-Western Pomerania","no migration background","15","","",""
"Very often","2008","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very often","2008","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very often","2008","Saxony","no migration background","29","","",""
"Very often","2008","Saxony","direct migration background","1","","",""
"Very often","2008","Saxony","indirect migration background","1","","",""
"Very often","2008","Saxony-Anhalt","no migration background","15","","",""
"Very often","2008","Saxony-Anhalt","direct migration background","","","",""
"Very often","2008","Saxony-Anhalt","indirect migration background","","","",""
"Very often","2008","Thuringia","no migration background","19","","",""
"Very often","2008","Thuringia","direct migration background","1","","",""
"Very often","2008","Thuringia","indirect migration background","1","","",""
"Often","2008","Schleswig-Holstein","no migration background","89","0.214225195135976","0.178298807511772","0.250151582760181"
"Often","2008","Schleswig-Holstein","direct migration background","4","","",""
"Often","2008","Schleswig-Holstein","indirect migration background","1","","",""
"Often","2008","Hamburg","no migration background","45","0.181110703741978","0.13346805631197","0.228753351171986"
"Often","2008","Hamburg","direct migration background","2","","",""
"Often","2008","Hamburg","indirect migration background","4","","",""
"Often","2008","Lower Saxony","no migration background","250","0.15448687229257","0.136459583717829","0.172514160867312"
"Often","2008","Lower Saxony","direct migration background","36","0.303326135463326","0.229014109968497","0.377638160958156"
"Often","2008","Lower Saxony","indirect migration background","13","","",""
"Often","2008","Bremen","no migration background","15","","",""
"Often","2008","Bremen","direct migration background","","","",""
"Often","2008","Bremen","indirect migration background","","","",""
"Often","2008","North Rhine-Westphalia","no migration background","520","0.162721509928591","0.149950634098178","0.175492385759005"
"Often","2008","North Rhine-Westphalia","direct migration background","54","0.0903504138024984","0.0655182109875684","0.115182616617428"
"Often","2008","North Rhine-Westphalia","indirect migration background","54","0.297074482894463","0.235992069133088","0.358156896655837"
"Often","2008","Hesse","no migration background","182","0.16645430085249","0.144009411170701","0.188899190534279"
"Often","2008","Hesse","direct migration background","19","","",""
"Often","2008","Hesse","indirect migration background","13","","",""
"Often","2008","Rhineland-Palatinate,Saarland","no migration background","125","0.120776665169116","0.0993917868369091","0.142161543501324"
"Often","2008","Rhineland-Palatinate,Saarland","direct migration background","28","","",""
"Often","2008","Rhineland-Palatinate,Saarland","indirect migration background","13","","",""
"Often","2008","Baden-Württemberg","no migration background","315","0.152908574366962","0.136065771754781","0.169751376979143"
"Often","2008","Baden-Württemberg","direct migration background","51","0.11708422897546","0.0868002469148303","0.147368211036091"
"Often","2008","Baden-Württemberg","indirect migration background","39","0.176315771524698","0.120173831750834","0.232457711298562"
"Often","2008","Bavaria","no migration background","331","0.134618022307702","0.120750290772621","0.148485753842783"
"Often","2008","Bavaria","direct migration background","45","0.144474636724938","0.104080917092867","0.184868356357008"
"Often","2008","Bavaria","indirect migration background","27","","",""
"Often","2008","Berlin","no migration background","114","0.17078178445414","0.141649518459518","0.199914050448762"
"Often","2008","Berlin","direct migration background","11","","",""
"Often","2008","Berlin","indirect migration background","6","","",""
"Often","2008","Brandenburg","no migration background","115","0.148376790989335","0.123697898745637","0.173055683233033"
"Often","2008","Brandenburg","direct migration background","1","","",""
"Often","2008","Brandenburg","indirect migration background","1","","",""
"Often","2008","Mecklenburg-Western Pomerania","no migration background","58","0.110288539046389","0.0823235691391956","0.138253508953583"
"Often","2008","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Often","2008","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Often","2008","Saxony","no migration background","211","0.15922714975609","0.140026811165425","0.178427488346755"
"Often","2008","Saxony","direct migration background","2","","",""
"Often","2008","Saxony","indirect migration background","4","","",""
"Often","2008","Saxony-Anhalt","no migration background","117","0.131887247635807","0.108381123375016","0.155393371896597"
"Often","2008","Saxony-Anhalt","direct migration background","3","","",""
"Often","2008","Saxony-Anhalt","indirect migration background","2","","",""
"Often","2008","Thuringia","no migration background","102","0.122847704091903","0.100818713379016","0.144876694804789"
"Often","2008","Thuringia","direct migration background","2","","",""
"Often","2008","Thuringia","indirect migration background","3","","",""
"Sometimes","2008","Schleswig-Holstein","no migration background","139","0.264264364972714","0.225653509341008","0.30287522060442"
"Sometimes","2008","Schleswig-Holstein","direct migration background","12","","",""
"Sometimes","2008","Schleswig-Holstein","indirect migration background","5","","",""
"Sometimes","2008","Hamburg","no migration background","92","0.361667720292194","0.30222625482145","0.421109185762937"
"Sometimes","2008","Hamburg","direct migration background","10","","",""
"Sometimes","2008","Hamburg","indirect migration background","3","","",""
"Sometimes","2008","Lower Saxony","no migration background","547","0.355966092890335","0.332083409282107","0.379848776498563"
"Sometimes","2008","Lower Saxony","direct migration background","44","0.236069888148763","0.167420521434251","0.304719254863275"
"Sometimes","2008","Lower Saxony","indirect migration background","22","","",""
"Sometimes","2008","Bremen","no migration background","50","0.405928504660297","0.320183870792655","0.49167313852794"
"Sometimes","2008","Bremen","direct migration background","2","","",""
"Sometimes","2008","Bremen","indirect migration background","4","","",""
"Sometimes","2008","North Rhine-Westphalia","no migration background","1110","0.335391832693438","0.319056713386151","0.351726952000725"
"Sometimes","2008","North Rhine-Westphalia","direct migration background","141","0.265477306415462","0.227227484200908","0.303727128630016"
"Sometimes","2008","North Rhine-Westphalia","indirect migration background","66","0.246707245463491","0.18908347015344","0.304331020773542"
"Sometimes","2008","Hesse","no migration background","379","0.348221429226143","0.319514744290874","0.376928114161412"
"Sometimes","2008","Hesse","direct migration background","61","0.337131204935032","0.267684546493789","0.406577863376276"
"Sometimes","2008","Hesse","indirect migration background","31","0.519054541568024","0.400300596408627","0.637808486727421"
"Sometimes","2008","Rhineland-Palatinate,Saarland","no migration background","285","0.351559834487924","0.320226959678269","0.382892709297579"
"Sometimes","2008","Rhineland-Palatinate,Saarland","direct migration background","43","0.328174510475091","0.249259558145197","0.407089462804985"
"Sometimes","2008","Rhineland-Palatinate,Saarland","indirect migration background","22","","",""
"Sometimes","2008","Baden-Württemberg","no migration background","625","0.354927760282407","0.332535008962092","0.377320511602723"
"Sometimes","2008","Baden-Württemberg","direct migration background","140","0.346640929852768","0.301815957992593","0.391465901712943"
"Sometimes","2008","Baden-Württemberg","indirect migration background","80","0.523055242596248","0.449473634111498","0.596636851080998"
"Sometimes","2008","Bavaria","no migration background","792","0.322170881533797","0.303184021327551","0.341157741740043"
"Sometimes","2008","Bavaria","direct migration background","89","0.306112259087993","0.253159747354071","0.359064770821916"
"Sometimes","2008","Bavaria","indirect migration background","39","0.318308809274765","0.237924477521352","0.398693141028178"
"Sometimes","2008","Berlin","no migration background","225","0.356543474488472","0.319463884161127","0.393623064815817"
"Sometimes","2008","Berlin","direct migration background","16","","",""
"Sometimes","2008","Berlin","indirect migration background","10","","",""
"Sometimes","2008","Brandenburg","no migration background","264","0.31560442316922","0.283338502034653","0.347870344303788"
"Sometimes","2008","Brandenburg","direct migration background","3","","",""
"Sometimes","2008","Brandenburg","indirect migration background","5","","",""
"Sometimes","2008","Mecklenburg-Western Pomerania","no migration background","162","0.330140454351341","0.288158193813407","0.372122714889274"
"Sometimes","2008","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Sometimes","2008","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Sometimes","2008","Saxony","no migration background","499","0.348109526206577","0.323111468940363","0.373107583472791"
"Sometimes","2008","Saxony","direct migration background","5","","",""
"Sometimes","2008","Saxony","indirect migration background","3","","",""
"Sometimes","2008","Saxony-Anhalt","no migration background","282","0.347049594216996","0.313980109666416","0.380119078767575"
"Sometimes","2008","Saxony-Anhalt","direct migration background","2","","",""
"Sometimes","2008","Saxony-Anhalt","indirect migration background","2","","",""
"Sometimes","2008","Thuringia","no migration background","269","0.297002065568383","0.266337957643629","0.327666173493137"
"Sometimes","2008","Thuringia","direct migration background","7","","",""
"Sometimes","2008","Thuringia","indirect migration background","2","","",""
"Rarely","2008","Schleswig-Holstein","no migration background","165","0.328718625159423","0.287585312870008","0.369851937448838"
"Rarely","2008","Schleswig-Holstein","direct migration background","17","","",""
"Rarely","2008","Schleswig-Holstein","indirect migration background","2","","",""
"Rarely","2008","Hamburg","no migration background","59","0.210759550782385","0.160303932782736","0.261215168782034"
"Rarely","2008","Hamburg","direct migration background","7","","",""
"Rarely","2008","Hamburg","indirect migration background","","","",""
"Rarely","2008","Lower Saxony","no migration background","434","0.286437510261963","0.263887050842226","0.3089879696817"
"Rarely","2008","Lower Saxony","direct migration background","33","0.230007702165842","0.16197718009447","0.298038224237215"
"Rarely","2008","Lower Saxony","indirect migration background","8","","",""
"Rarely","2008","Bremen","no migration background","42","0.338427982413989","0.255808111003542","0.421047853824436"
"Rarely","2008","Bremen","direct migration background","2","","",""
"Rarely","2008","Bremen","indirect migration background","","","",""
"Rarely","2008","North Rhine-Westphalia","no migration background","949","0.288324734288649","0.272651987439603","0.303997481137696"
"Rarely","2008","North Rhine-Westphalia","direct migration background","144","0.312661855411289","0.272507211031676","0.352816499790903"
"Rarely","2008","North Rhine-Westphalia","indirect migration background","50","0.231507276323995","0.175126498411812","0.287888054236178"
"Rarely","2008","Hesse","no migration background","304","0.287510751582731","0.260238470788441","0.31478303237702"
"Rarely","2008","Hesse","direct migration background","46","0.275284155267599","0.209667728634813","0.340900581900386"
"Rarely","2008","Hesse","indirect migration background","13","","",""
"Rarely","2008","Rhineland-Palatinate,Saarland","no migration background","252","0.266163109256501","0.237160346861908","0.295165871651093"
"Rarely","2008","Rhineland-Palatinate,Saarland","direct migration background","28","","",""
"Rarely","2008","Rhineland-Palatinate,Saarland","indirect migration background","8","","",""
"Rarely","2008","Baden-Württemberg","no migration background","529","0.305674456712495","0.284114670883895","0.327234242541096"
"Rarely","2008","Baden-Württemberg","direct migration background","137","0.317653318554265","0.273801926642108","0.361504710466422"
"Rarely","2008","Baden-Württemberg","indirect migration background","34","0.137309912023627","0.0866061940307249","0.188013630016528"
"Rarely","2008","Bavaria","no migration background","738","0.301155782731827","0.282516221255151","0.319795344208502"
"Rarely","2008","Bavaria","direct migration background","78","0.285550747703593","0.233655338545774","0.337446156861411"
"Rarely","2008","Bavaria","indirect migration background","37","0.351169238049238","0.268797698224617","0.433540777873859"
"Rarely","2008","Berlin","no migration background","168","0.262606446293325","0.228540423243514","0.296672469343136"
"Rarely","2008","Berlin","direct migration background","12","","",""
"Rarely","2008","Berlin","indirect migration background","7","","",""
"Rarely","2008","Brandenburg","no migration background","226","0.312810674796759","0.280622384076798","0.34499896551672"
"Rarely","2008","Brandenburg","direct migration background","5","","",""
"Rarely","2008","Brandenburg","indirect migration background","4","","",""
"Rarely","2008","Mecklenburg-Western Pomerania","no migration background","165","0.340431440029853","0.298128614544549","0.382734265515158"
"Rarely","2008","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"Rarely","2008","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","2008","Saxony","no migration background","429","0.320445902793903","0.295958069141646","0.344933736446161"
"Rarely","2008","Saxony","direct migration background","5","","",""
"Rarely","2008","Saxony","indirect migration background","1","","",""
"Rarely","2008","Saxony-Anhalt","no migration background","249","0.301297699561592","0.269423774178044","0.333171624945139"
"Rarely","2008","Saxony-Anhalt","direct migration background","5","","",""
"Rarely","2008","Saxony-Anhalt","indirect migration background","3","","",""
"Rarely","2008","Thuringia","no migration background","281","0.340092963228563","0.308301261280532","0.371884665176594"
"Rarely","2008","Thuringia","direct migration background","5","","",""
"Rarely","2008","Thuringia","indirect migration background","1","","",""
"Never","2008","Schleswig-Holstein","no migration background","96","0.167189795650085","0.134515432580149","0.199864158720022"
"Never","2008","Schleswig-Holstein","direct migration background","12","","",""
"Never","2008","Schleswig-Holstein","indirect migration background","","","",""
"Never","2008","Hamburg","no migration background","46","0.202793518965735","0.15305146935468","0.25253556857679"
"Never","2008","Hamburg","direct migration background","2","","",""
"Never","2008","Hamburg","indirect migration background","","","",""
"Never","2008","Lower Saxony","no migration background","257","0.168923523227754","0.150234353701206","0.187612692754302"
"Never","2008","Lower Saxony","direct migration background","27","","",""
"Never","2008","Lower Saxony","indirect migration background","4","","",""
"Never","2008","Bremen","no migration background","15","","",""
"Never","2008","Bremen","direct migration background","1","","",""
"Never","2008","Bremen","indirect migration background","","","",""
"Never","2008","North Rhine-Westphalia","no migration background","551","0.193083937277907","0.179427088958027","0.206740785597787"
"Never","2008","North Rhine-Westphalia","direct migration background","158","0.281247403242737","0.242302817859895","0.32019198862558"
"Never","2008","North Rhine-Westphalia","indirect migration background","30","0.172095196803239","0.121640286688743","0.222550106917735"
"Never","2008","Hesse","no migration background","150","0.153682149216916","0.1319509486307","0.175413349803132"
"Never","2008","Hesse","direct migration background","50","0.277914255331806","0.212104861956501","0.343723648707111"
"Never","2008","Hesse","indirect migration background","6","","",""
"Never","2008","Rhineland-Palatinate,Saarland","no migration background","196","0.224884400368983","0.197485788015168","0.252283012722798"
"Never","2008","Rhineland-Palatinate,Saarland","direct migration background","35","0.233728241520048","0.162602690747797","0.3048537922923"
"Never","2008","Rhineland-Palatinate,Saarland","indirect migration background","3","","",""
"Never","2008","Baden-Württemberg","no migration background","219","0.156227710902759","0.139236475360816","0.173218946444702"
"Never","2008","Baden-Württemberg","direct migration background","96","0.207051158629542","0.168886132871535","0.245216184387549"
"Never","2008","Baden-Württemberg","indirect migration background","15","","",""
"Never","2008","Bavaria","no migration background","396","0.20630398969648","0.189862891947201","0.22274508744576"
"Never","2008","Bavaria","direct migration background","67","0.230651625958691","0.182252070036677","0.279051181880706"
"Never","2008","Bavaria","indirect migration background","16","","",""
"Never","2008","Berlin","no migration background","106","0.179736552201763","0.150012093192287","0.209461011211239"
"Never","2008","Berlin","direct migration background","8","","",""
"Never","2008","Berlin","indirect migration background","4","","",""
"Never","2008","Brandenburg","no migration background","160","0.187009307667537","0.159938991490648","0.214079623844426"
"Never","2008","Brandenburg","direct migration background","4","","",""
"Never","2008","Brandenburg","indirect migration background","1","","",""
"Never","2008","Mecklenburg-Western Pomerania","no migration background","82","0.194756577943014","0.159402930044448","0.23011022584158"
"Never","2008","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Never","2008","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","2008","Saxony","no migration background","227","0.15781169131719","0.13868080114504","0.17694258148934"
"Never","2008","Saxony","direct migration background","10","","",""
"Never","2008","Saxony","indirect migration background","1","","",""
"Never","2008","Saxony-Anhalt","no migration background","133","0.195515244153463","0.167964027685593","0.223066460621334"
"Never","2008","Saxony-Anhalt","direct migration background","2","","",""
"Never","2008","Saxony-Anhalt","indirect migration background","","","",""
"Never","2008","Thuringia","no migration background","182","0.22340263212379","0.195450452698199","0.251354811549381"
"Never","2008","Thuringia","direct migration background","2","","",""
"Never","2008","Thuringia","indirect migration background","2","","",""
"Very often","2009","Schleswig-Holstein","no migration background","","","",""
"Very often","2009","Schleswig-Holstein","direct migration background","","","",""
"Very often","2009","Schleswig-Holstein","indirect migration background","","","",""
"Very often","2009","Hamburg","no migration background","","","",""
"Very often","2009","Hamburg","direct migration background","","","",""
"Very often","2009","Hamburg","indirect migration background","","","",""
"Very often","2009","Lower Saxony","no migration background","","","",""
"Very often","2009","Lower Saxony","direct migration background","","","",""
"Very often","2009","Lower Saxony","indirect migration background","","","",""
"Very often","2009","Bremen","no migration background","","","",""
"Very often","2009","Bremen","direct migration background","","","",""
"Very often","2009","Bremen","indirect migration background","","","",""
"Very often","2009","North Rhine-Westphalia","no migration background","","","",""
"Very often","2009","North Rhine-Westphalia","direct migration background","","","",""
"Very often","2009","North Rhine-Westphalia","indirect migration background","","","",""
"Very often","2009","Hesse","no migration background","","","",""
"Very often","2009","Hesse","direct migration background","","","",""
"Very often","2009","Hesse","indirect migration background","","","",""
"Very often","2009","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Very often","2009","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Very often","2009","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Very often","2009","Baden-Württemberg","no migration background","","","",""
"Very often","2009","Baden-Württemberg","direct migration background","","","",""
"Very often","2009","Baden-Württemberg","indirect migration background","","","",""
"Very often","2009","Bavaria","no migration background","","","",""
"Very often","2009","Bavaria","direct migration background","","","",""
"Very often","2009","Bavaria","indirect migration background","","","",""
"Very often","2009","Berlin","no migration background","","","",""
"Very often","2009","Berlin","direct migration background","","","",""
"Very often","2009","Berlin","indirect migration background","","","",""
"Very often","2009","Brandenburg","no migration background","","","",""
"Very often","2009","Brandenburg","direct migration background","","","",""
"Very often","2009","Brandenburg","indirect migration background","","","",""
"Very often","2009","Mecklenburg-Western Pomerania","no migration background","","","",""
"Very often","2009","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very often","2009","Mecklenburg-Western Pomerania","indirect migration background","","","",""
