"pld0043","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Never","2018","Employed","direct migration background","564","0.161015197973763","0.148018052874408","0.174012343073118","5"
"Never","2018","Employed","indirect migration background","140","0.107997866695666","0.091171093842225","0.124824639549107","5"
"Often","2018","Not Employed","no migration background","834","0.120255200102996","0.112355307595601","0.128155092610391","2"
"Often","2018","Not Employed","indirect migration background","95","0.260927888486385","0.21800007961087","0.303855697361899","2"
"Often","2018","Not Employed","direct migration background","187","0.116049483364243","0.0989071757248922","0.133191791003595","2"
"Often","2018","Employed","direct migration background","506","0.180212207010009","0.166620302597214","0.193804111422804","2"
"Often","2018","Employed","indirect migration background","286","0.229901992494808","0.207090449378002","0.252713535611613","2"
"Often","2018","Employed","no migration background","2408","0.18884919992731","0.18214002932281","0.195558370531809","2"
"Rarely","2018","Not Employed","no migration background","2015","0.315320460099423","0.304035224090177","0.326605696108669","4"
"Rarely","2018","Not Employed","indirect migration background","114","0.27175859306607","0.228271098089263","0.315246088042877","4"
"Rarely","2018","Not Employed","direct migration background","320","0.276711086887973","0.252766746029734","0.300655427746212","4"
"Rarely","2018","Employed","direct migration background","840","0.283369009849448","0.267433665444914","0.299304354253982","4"
"Rarely","2018","Employed","indirect migration background","342","0.221801220473487","0.199277634494858","0.244324806452117","4"
"Rarely","2018","Employed","no migration background","3937","0.298459107393193","0.290615255697602","0.306302959088784","4"
"Sometimes","2018","Not Employed","no migration background","1987","0.287581721680694","0.276588143695106","0.298575299666281","3"
"Sometimes","2018","Not Employed","indirect migration background","116","0.308613126732406","0.263458440724399","0.353767812740413","3"
"Sometimes","2018","Not Employed","direct migration background","372","0.261464691386814","0.237945311960508","0.284984070813119","3"
"Sometimes","2018","Employed","no migration background","5030","0.384071224568655","0.3757338062415","0.392408642895811","3"
"Sometimes","2018","Employed","direct migration background","1013","0.329938979748296","0.313312072426576","0.346565887070016","3"
"Sometimes","2018","Employed","indirect migration background","450","0.348609150424339","0.322774623383862","0.374443677464816","3"
"Very often","2018","Not Employed","no migration background","183","0.0239079882123103","0.0201976987671932","0.0276182776574273","1"
"Very often","2018","Not Employed","direct migration background","58","0.039501468828375","0.0290761660468198","0.0499267716099302","1"
"Very often","2018","Not Employed","indirect migration background","25","","","","1"
"Very often","2018","Employed","no migration background","484","0.036600238658681","0.0333813519895184","0.0398191253278436","1"
"Very often","2018","Employed","direct migration background","149","0.0454646054184843","0.0380979523568451","0.0528312584801235","1"
"Very often","2018","Employed","indirect migration background","89","0.0916897699117001","0.0760443277480594","0.107335212075341","1"
