"pld0043","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2017","16-34 y.","Rural Area","","","","","4"
"Rarely","2017","35-65 y.","Urban Area","","","","","4"
"Rarely","2017","35-65 y.","Rural Area","","","","","4"
"Rarely","2017","66 and older","Rural Area","","","","","4"
"Rarely","2017","66 and older","Urban Area","","","","","4"
"Sometimes","2017","16-34 y.","Urban Area","","","","","3"
"Sometimes","2017","35-65 y.","Urban Area","","","","","3"
"Sometimes","2017","35-65 y.","Rural Area","","","","","3"
"Sometimes","2017","66 and older","Rural Area","","","","","3"
"Sometimes","2017","16-34 y.","Rural Area","","","","","3"
"Sometimes","2017","66 and older","Urban Area","","","","","3"
"Very often","2017","16-34 y.","Urban Area","","","","","1"
"Very often","2017","16-34 y.","Rural Area","","","","","1"
"Very often","2017","35-65 y.","Urban Area","","","","","1"
"Very often","2017","35-65 y.","Rural Area","","","","","1"
"Very often","2017","66 and older","Urban Area","","","","","1"
"Very often","2017","66 and older","Rural Area","","","","","1"
"Never","2018","16-34 y.","Urban Area","365","0.0820299887880856","0.0736761441048186","0.0903838334713526","5"
"Never","2018","16-34 y.","Rural Area","218","0.100642688246232","0.0870791049707737","0.11420627152169","5"
"Never","2018","35-65 y.","Urban Area","1183","0.126498168887427","0.119762557634938","0.133233780139916","5"
"Never","2018","35-65 y.","Rural Area","809","0.145306620102176","0.135797429157206","0.154815811047147","5"
"Never","2018","66 and older","Urban Area","784","0.273519234411391","0.258018742533742","0.289019726289039","5"
"Never","2018","66 and older","Rural Area","508","0.260104739704514","0.240184208314342","0.280025271094685","5"
"Often","2018","16-34 y.","Urban Area","998","0.236000153113887","0.223073425379019","0.248926880848756","2"
"Often","2018","35-65 y.","Urban Area","1661","0.173887086986637","0.166207173003677","0.181567000969597","2"
"Often","2018","16-34 y.","Rural Area","369","0.2280697784959","0.209153309131962","0.246986247859839","2"
"Often","2018","66 and older","Urban Area","386","0.116179229315631","0.10503664751421","0.127321811117053","2"
"Often","2018","66 and older","Rural Area","164","0.0854708009163495","0.0727753146951193","0.0981662871375797","2"
"Often","2018","35-65 y.","Rural Area","738","0.155620958455879","0.145839616029399","0.165402300882358","2"
"Rarely","2018","16-34 y.","Urban Area","1002","0.24768362250167","0.234542431515256","0.260824813488083","4"
"Rarely","2018","35-65 y.","Urban Area","2678","0.291763190682156","0.282552175849713","0.3009742055146","4"
"Rarely","2018","16-34 y.","Rural Area","523","0.259416032853373","0.239655313574402","0.279176752132343","4"
"Rarely","2018","66 and older","Urban Area","1015","0.320344980113255","0.304119681084356","0.336570279142155","4"
"Rarely","2018","66 and older","Rural Area","639","0.35472826134091","0.333003206523856","0.376453316157964","4"
"Rarely","2018","35-65 y.","Rural Area","1711","0.318290246036174","0.305721061092028","0.330859430980321","4"
"Sometimes","2018","16-34 y.","Urban Area","1503","0.368577463415913","0.353891235921331","0.383263690910495","3"
"Sometimes","2018","35-65 y.","Urban Area","3454","0.367429915169298","0.357661039876648","0.377198790461948","3"
"Sometimes","2018","16-34 y.","Rural Area","697","0.36906451953845","0.347309433155903","0.390819605920997","3"
"Sometimes","2018","35-65 y.","Rural Area","1871","0.353498547362029","0.340599006076143","0.366398088647916","3"
"Sometimes","2018","66 and older","Urban Area","917","0.270667080015323","0.255217377876953","0.286116782153692","3"
"Sometimes","2018","66 and older","Rural Area","526","0.28703004219167","0.266488125847645","0.307571958535695","3"
"Very often","2018","16-34 y.","Urban Area","277","0.0657087721804444","0.0581658672277333","0.0732516771331556","1"
"Very often","2018","16-34 y.","Rural Area","83","0.0428069808660451","0.0336811114615967","0.0519328502704936","1"
"Very often","2018","35-65 y.","Urban Area","380","0.0404216382744813","0.0364309283303697","0.0444123482185929","1"
"Very often","2018","35-65 y.","Rural Area","147","0.0272836280437413","0.0228878083488305","0.0316794477386521","1"
"Very often","2018","66 and older","Urban Area","75","0.0192894761444","0.0145068094241456","0.0240721428646545","1"
"Very often","2018","66 and older","Rural Area","26","","","","1"
