"pld0043","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2018","no migration background","East Germany","1654","0.321401888462068","0.308516277848333","0.334287499075804","4"
"Rarely","2018","indirect migration background","West Germany","418","0.226643492686167","0.206045678934834","0.247241306437501","4"
"Rarely","2018","indirect migration background","East Germany","38","0.340956962344896","0.256841691928294","0.425072232761497","4"
"Rarely","2018","direct migration background","East Germany","86","0.317861618560881","0.268938542296927","0.366784694824834","4"
"Sometimes","2018","no migration background","West Germany","5371","0.354274430395224","0.346499890097202","0.362048970693246","3"
"Sometimes","2018","direct migration background","West Germany","1275","0.310914465133128","0.296685449822748","0.325143480443507","3"
"Sometimes","2018","no migration background","East Germany","1646","0.330459880180685","0.317481450711433","0.343438309649937","3"
"Sometimes","2018","direct migration background","East Germany","110","0.247746053898777","0.202389079227771","0.293103028569782","3"
"Sometimes","2018","indirect migration background","West Germany","532","0.344911064741599","0.321524667461585","0.368297462021613","3"
"Sometimes","2018","indirect migration background","East Germany","34","0.250114949825731","0.173266457960874","0.326963441690589","3"
"Very often","2018","no migration background","West Germany","537","0.0349391047894986","0.0319543128139699","0.0379238967650274","1"
"Very often","2018","no migration background","East Germany","130","0.0207844067600538","0.016848158833918","0.0247206546861897","1"
"Very often","2018","direct migration background","West Germany","183","0.0427753098443291","0.036554866425322","0.0489957532633363","1"
"Very often","2018","direct migration background","East Germany","24","","","","1"
"Very often","2018","indirect migration background","West Germany","107","0.0843184006448852","0.0706476282960962","0.0979891729936742","1"
"Very often","2018","indirect migration background","East Germany","7","","","","1"
