"ple0013","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2019","no migration background","higher education","5231","0.926319221061537","0.919487135113125","0.933151307009949"
"No","2019","direct migration background","in school","44","0.998212520481536","0.985870851961952","1.01055418900112"
"No","2019","direct migration background","inadequately","189","0.890741265071967","0.847932088213665","0.933550441930268"
"No","2019","direct migration background","general elemantary","567","0.929164558963167","0.908533264019369","0.949795853906966"
"No","2019","direct migration background","middle vocational","1166","0.941988965712932","0.928946229126412","0.955031702299451"
"No","2019","direct migration background","vocational + Abi","503","0.972675685630059","0.958690394673726","0.986660976586393"
"No","2019","direct migration background","higher vocational","71","0.972433739593439","0.935130103335061","1.00973737585182"
"No","2019","direct migration background","higher education","1026","0.953434514538276","0.940803543462618","0.966065485613933"
"No","2019","indirect migration background","in school","81","0.983768315180244","0.956417556301936","1.01111907405855"
"No","2019","indirect migration background","inadequately","34","0.821240208135618","0.700990007443231","0.941490408828004"
"No","2019","indirect migration background","general elemantary","226","0.945323043385827","0.916499894214866","0.974146192556789"
"No","2019","indirect migration background","middle vocational","601","0.897770378342048","0.874796682208344","0.920744074475753"
"No","2019","indirect migration background","vocational + Abi","136","0.959053701890535","0.926460073941743","0.991647329839326"
"No","2019","indirect migration background","higher vocational","69","0.802179692040165","0.712024918308817","0.892334465771513"
"No","2019","indirect migration background","higher education","308","0.899354871715634","0.867233427365093","0.931476316066174"
