"m11126","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Good","1999","general elemantary","Rural Area","269","0.307225135677925","0.274052642193046","0.340397629162805"
"Good","1999","middle vocational","Urban Area","1832","0.379840108519368","0.365425386902002","0.394254830136734"
"Good","1999","middle vocational","Rural Area","1088","0.404089207046143","0.385230706181765","0.422947707910521"
"Good","1999","vocational + Abi","Urban Area","196","0.4803777798857","0.430856139199466","0.529899420571934"
"Good","1999","vocational + Abi","Rural Area","57","0.478265376256242","0.388135995449785","0.568394757062699"
"Good","1999","higher vocational","Urban Area","218","0.406710823681718","0.364368089579875","0.44905355778356"
"Good","1999","higher vocational","Rural Area","125","0.40043664398814","0.345536709629161","0.455336578347119"
"Good","1999","higher education","Urban Area","601","0.469768130249514","0.442243524650242","0.497292735848785"
"Good","1999","higher education","Rural Area","310","0.430741769636958","0.39413734526547","0.467346194008446"
"Satisfactory","1999","in school","Urban Area","29","","",""
"Satisfactory","1999","in school","Rural Area","17","","",""
"Satisfactory","1999","inadequately","Urban Area","118","0.349792286588499","0.300112738931482","0.399471834245516"
"Satisfactory","1999","inadequately","Rural Area","21","","",""
"Satisfactory","1999","general elemantary","Urban Area","569","0.36143660035352","0.338666333964833","0.384206866742207"
"Satisfactory","1999","general elemantary","Rural Area","247","0.360312937585902","0.325792412269527","0.394833462902277"
"Satisfactory","1999","middle vocational","Urban Area","1416","0.338584500416244","0.324529698410385","0.352639302422102"
"Satisfactory","1999","middle vocational","Rural Area","939","0.365916831029525","0.347405305056015","0.384428357003035"
"Satisfactory","1999","vocational + Abi","Urban Area","100","0.260435675709008","0.216934807314135","0.303936544103881"
"Satisfactory","1999","vocational + Abi","Rural Area","32","0.191857083550535","0.120811008238826","0.262903158862243"
"Satisfactory","1999","higher vocational","Urban Area","165","0.312627183505532","0.272668390170555","0.35258597684051"
"Satisfactory","1999","higher vocational","Rural Area","126","0.363571014525413","0.309674959310704","0.417467069740122"
"Satisfactory","1999","higher education","Urban Area","380","0.292294561335204","0.267211355061925","0.317377767608482"
"Satisfactory","1999","higher education","Rural Area","248","0.357292397779252","0.321869096340075","0.392715699218429"
"Poor","1999","in school","Urban Area","6","","",""
"Poor","1999","in school","Rural Area","6","","",""
"Poor","1999","inadequately","Urban Area","68","0.195606615449747","0.154285458346019","0.236927772553475"
"Poor","1999","inadequately","Rural Area","11","","",""
"Poor","1999","general elemantary","Urban Area","293","0.206809367755181","0.187612784908585","0.226005950601778"
"Poor","1999","general elemantary","Rural Area","121","0.169723581608917","0.14273151545059","0.196715647767243"
"Poor","1999","middle vocational","Urban Area","572","0.158397816527354","0.147554003182084","0.169241629872623"
"Poor","1999","middle vocational","Rural Area","309","0.124701765853776","0.112005025372945","0.137398506334606"
"Poor","1999","vocational + Abi","Urban Area","37","0.0994157460576269","0.0697572260816411","0.129074266033613"
"Poor","1999","vocational + Abi","Rural Area","6","","",""
"Poor","1999","higher vocational","Urban Area","65","0.134291043624203","0.104900183274029","0.163681903974377"
"Poor","1999","higher vocational","Rural Area","31","0.15582489657931","0.115187856124911","0.196461937033709"
"Poor","1999","higher education","Urban Area","110","0.0955157410201945","0.0793056894330076","0.111725792607381"
"Poor","1999","higher education","Rural Area","73","0.0996070058600833","0.0774693605501826","0.121744651169984"
"Bad ","1999","in school","Urban Area","3","","",""
"Bad ","1999","in school","Rural Area","","","",""
"Bad ","1999","inadequately","Urban Area","32","0.0855284624791882","0.0563953497804791","0.114661575177897"
"Bad ","1999","inadequately","Rural Area","4","","",""
"Bad ","1999","general elemantary","Urban Area","90","0.0683493966566261","0.056389045982578","0.0803097473306743"
"Bad ","1999","general elemantary","Rural Area","42","0.0952592375324337","0.0741501571604226","0.116368317904445"
"Bad ","1999","middle vocational","Urban Area","149","0.0419366207434027","0.0359834567349482","0.0478897847518572"
"Bad ","1999","middle vocational","Rural Area","87","0.040985788888894","0.0333666290297312","0.0486049487480568"
"Bad ","1999","vocational + Abi","Urban Area","9","","",""
"Bad ","1999","vocational + Abi","Rural Area","1","","",""
"Bad ","1999","higher vocational","Urban Area","16","","",""
"Bad ","1999","higher vocational","Rural Area","8","","",""
"Bad ","1999","higher education","Urban Area","35","0.0364897297698606","0.0261487922663313","0.0468306672733898"
"Bad ","1999","higher education","Rural Area","20","","",""
"Very good","2000","in school","Urban Area","137","0.417191377886373","0.363499791972717","0.470882963800028"
"Very good","2000","in school","Rural Area","52","0.302186907707866","0.233956047620405","0.370417767795327"
"Very good","2000","inadequately","Urban Area","15","","",""
"Very good","2000","inadequately","Rural Area","5","","",""
"Very good","2000","general elemantary","Urban Area","247","0.0942919207189628","0.082651141339216","0.10593270009871"
"Very good","2000","general elemantary","Rural Area","101","0.0825331127245685","0.0666428468698345","0.0984233785793025"
"Very good","2000","middle vocational","Urban Area","859","0.10275220857955","0.0961357497885509","0.10936866737055"
"Very good","2000","middle vocational","Rural Area","435","0.0945851607543602","0.0862769715322579","0.102893349976462"
"Very good","2000","vocational + Abi","Urban Area","122","0.140039047874378","0.117045393178692","0.163032702570065"
"Very good","2000","vocational + Abi","Rural Area","41","0.156400633764364","0.111464199596627","0.201337067932101"
"Very good","2000","higher vocational","Urban Area","109","0.0830475708786285","0.0674989356357316","0.0985962061215253"
"Very good","2000","higher vocational","Rural Area","77","0.10990914049297","0.0864693288977934","0.133348952088148"
"Very good","2000","higher education","Urban Area","380","0.150802178951023","0.137177276612733","0.164427081289314"
"Very good","2000","higher education","Rural Area","113","0.099630672751775","0.0825850597664706","0.116676285737079"
"Good","2000","in school","Urban Area","129","0.417613570568046","0.363914284639972","0.47131285649612"
"Good","2000","in school","Rural Area","91","0.532835415295052","0.458703543798542","0.606967286791562"
"Good","2000","inadequately","Urban Area","99","0.278210067230055","0.229565860914649","0.32685427354546"
"Good","2000","inadequately","Rural Area","30","0.424233874248127","0.315250494462585","0.533217254033669"
"Good","2000","general elemantary","Urban Area","809","0.291963473237146","0.273852458310045","0.310074488164247"
"Good","2000","general elemantary","Rural Area","367","0.283998866804245","0.257959104842561","0.310038628765929"
"Good","2000","middle vocational","Urban Area","3219","0.378832095680134","0.368261445096788","0.38940274626348"
"Good","2000","middle vocational","Rural Area","1935","0.377144459499921","0.363384454109773","0.39090446489007"
"Good","2000","vocational + Abi","Urban Area","405","0.43611482173649","0.40325691991984","0.46897272355314"
"Good","2000","vocational + Abi","Rural Area","128","0.517425179498918","0.455606839519828","0.579243519478009"
"Good","2000","higher vocational","Urban Area","514","0.402674186243915","0.37504055598261","0.43030781650522"
"Good","2000","higher vocational","Rural Area","275","0.379036614543797","0.342679147516323","0.415394081571271"
"Good","2000","higher education","Urban Area","1251","0.44716622950185","0.428235953970765","0.466096505032935"
"Good","2000","higher education","Rural Area","539","0.429754910191443","0.401581011577267","0.457928808805619"
"Satisfactory","2000","in school","Urban Area","43","0.122003177682647","0.0863656449534884","0.157640710411806"
"Satisfactory","2000","in school","Rural Area","26","","",""
"Satisfactory","2000","inadequately","Urban Area","113","0.353466119680614","0.301573113387906","0.405359125973323"
"Satisfactory","2000","inadequately","Rural Area","22","","",""
"Satisfactory","2000","general elemantary","Urban Area","772","0.340532340331585","0.321655616193364","0.359409064469806"
"Satisfactory","2000","general elemantary","Rural Area","425","0.389219403601936","0.361064003143639","0.417374804060233"
"Satisfactory","2000","middle vocational","Urban Area","2737","0.349646626001126","0.339255485909699","0.360037766092552"
"Satisfactory","2000","middle vocational","Rural Area","1623","0.352371151827179","0.33880882087447","0.365933482779888"
"Satisfactory","2000","vocational + Abi","Urban Area","230","0.270326085183116","0.240898647242506","0.299753523123727"
"Satisfactory","2000","vocational + Abi","Rural Area","56","0.210205294032951","0.159798373737756","0.260612214328146"
"Satisfactory","2000","higher vocational","Urban Area","414","0.356205337991533","0.329223017076713","0.383187658906353"
"Satisfactory","2000","higher vocational","Rural Area","240","0.356494121709676","0.320600069851183","0.392388173568169"
"Satisfactory","2000","higher education","Urban Area","747","0.293056492448268","0.275726707123037","0.310386277773499"
"Satisfactory","2000","higher education","Rural Area","392","0.347750037331692","0.320645227125213","0.37485484753817"
"Poor","2000","in school","Urban Area","13","","",""
"Poor","2000","in school","Rural Area","4","","",""
"Poor","2000","inadequately","Urban Area","76","0.22841542794427","0.18284388051425","0.273986975374291"
"Poor","2000","inadequately","Rural Area","14","","",""
"Poor","2000","general elemantary","Urban Area","436","0.199012001919637","0.183108112958931","0.214915890880343"
"Poor","2000","general elemantary","Rural Area","188","0.174353291632063","0.152443711557448","0.196262871706677"
"Poor","2000","middle vocational","Urban Area","993","0.128525677897957","0.121232848076326","0.135818507719589"
"Poor","2000","middle vocational","Rural Area","610","0.13776769822292","0.127982786371535","0.147552610074305"
"Poor","2000","vocational + Abi","Urban Area","99","0.124563822643635","0.102683572980434","0.146444072306835"
"Poor","2000","vocational + Abi","Rural Area","25","","",""
"Poor","2000","higher vocational","Urban Area","134","0.119963170425708","0.101655638624438","0.138270702226978"
"Poor","2000","higher vocational","Rural Area","76","0.128816237219894","0.103711236920396","0.153921237519393"
"Poor","2000","higher education","Urban Area","225","0.0869023885713733","0.0761773314438305","0.097627445698916"
"Poor","2000","higher education","Rural Area","115","0.0993776174829182","0.0823512734373731","0.116403961528463"
"Bad ","2000","in school","Urban Area","2","","",""
"Bad ","2000","in school","Rural Area","1","","",""
"Bad ","2000","inadequately","Urban Area","23","","",""
"Bad ","2000","inadequately","Rural Area","8","","",""
"Bad ","2000","general elemantary","Urban Area","157","0.0742002637926687","0.0637599885759344","0.084640539009403"
"Bad ","2000","general elemantary","Rural Area","71","0.0698953252371879","0.0551717991520668","0.084618851322309"
"Bad ","2000","middle vocational","Urban Area","282","0.0402433918412327","0.0359608494124313","0.044525934270034"
"Bad ","2000","middle vocational","Rural Area","163","0.0381315296956199","0.0326943832515285","0.0435686761397114"
"Bad ","2000","vocational + Abi","Urban Area","19","","",""
"Bad ","2000","vocational + Abi","Rural Area","1","","",""
"Bad ","2000","higher vocational","Urban Area","39","0.0381097344602153","0.0273218538355274","0.0488976150849031"
"Bad ","2000","higher vocational","Rural Area","16","","",""
"Bad ","2000","higher education","Urban Area","47","0.0220727105274858","0.0164789190790679","0.0276665019759038"
"Bad ","2000","higher education","Rural Area","27","","",""
"Very good","2001","in school","Urban Area","152","0.418140767145318","0.366974444648861","0.469307089641775"
"Very good","2001","in school","Rural Area","68","0.358647998406201","0.290631567295887","0.426664429516515"
"Very good","2001","inadequately","Urban Area","18","","",""
"Very good","2001","inadequately","Rural Area","7","","",""
"Very good","2001","general elemantary","Urban Area","236","0.100123019617413","0.0873547620576443","0.112891277177182"
"Very good","2001","general elemantary","Rural Area","107","0.0963200729117182","0.0779791739670558","0.114660971856381"
"Very good","2001","middle vocational","Urban Area","719","0.0945962142618555","0.0878974469247011","0.10129498159901"
"Very good","2001","middle vocational","Rural Area","402","0.0961259590106801","0.087325937056469","0.104925980964891"
"Very good","2001","vocational + Abi","Urban Area","109","0.134881123227511","0.111821734804001","0.157940511651021"
"Very good","2001","vocational + Abi","Rural Area","35","0.151164229968023","0.105365808001317","0.196962651934729"
"Very good","2001","higher vocational","Urban Area","108","0.0925805445742837","0.0753023184746101","0.109858770673957"
"Very good","2001","higher vocational","Rural Area","48","0.0620370636211934","0.0427194651262564","0.0813546621161304"
"Very good","2001","higher education","Urban Area","318","0.140158821964069","0.126440535211636","0.153877108716502"
"Very good","2001","higher education","Rural Area","87","0.11058980649073","0.092064601093604","0.129115011887856"
"Good","2001","in school","Urban Area","148","0.432220854229281","0.380833464225679","0.483608244232883"
"Good","2001","in school","Rural Area","92","0.460989065012303","0.390296212327518","0.531681917697088"
"Good","2001","inadequately","Urban Area","67","0.256775072498851","0.202184568814735","0.311365576182967"
"Good","2001","inadequately","Rural Area","17","","",""
"Good","2001","general elemantary","Urban Area","715","0.303005598755305","0.283457115558756","0.322554081951854"
"Good","2001","general elemantary","Rural Area","303","0.269415552944474","0.241835096979597","0.296996008909351"
"Good","2001","middle vocational","Urban Area","2946","0.383664442008845","0.372533773465406","0.394795110552284"
"Good","2001","middle vocational","Rural Area","1721","0.373963927569422","0.359518713201948","0.388409141936895"
"Good","2001","vocational + Abi","Urban Area","367","0.392370369194462","0.359409255503551","0.425331482885373"
"Good","2001","vocational + Abi","Rural Area","116","0.480700499857364","0.416821162995957","0.54457983671877"
"Good","2001","higher vocational","Urban Area","444","0.382515786130452","0.353544161137126","0.411487411123778"
"Good","2001","higher vocational","Rural Area","236","0.365157035774219","0.32659964191778","0.403714429630657"
"Good","2001","higher education","Urban Area","1156","0.449585996581615","0.429928343672814","0.469243649490415"
"Good","2001","higher education","Rural Area","469","0.387684890572604","0.358905515628735","0.416464265516472"
"Satisfactory","2001","in school","Urban Area","42","0.110020849371958","0.077561381492595","0.14248031725132"
"Satisfactory","2001","in school","Rural Area","24","","",""
"Satisfactory","2001","inadequately","Urban Area","79","0.312034523524123","0.254136307345563","0.369932739702683"
"Satisfactory","2001","inadequately","Rural Area","22","","",""
"Satisfactory","2001","general elemantary","Urban Area","689","0.342070947502698","0.321890967974595","0.362250927030801"
"Satisfactory","2001","general elemantary","Rural Area","373","0.390659993020569","0.360329168641625","0.420990817399514"
"Satisfactory","2001","middle vocational","Urban Area","2447","0.342395961142402","0.331534620980712","0.353257301304092"
"Satisfactory","2001","middle vocational","Rural Area","1474","0.350734832148668","0.336488273923571","0.364981390373766"
"Satisfactory","2001","vocational + Abi","Urban Area","268","0.333312486878415","0.301490942283526","0.365134031473305"
"Satisfactory","2001","vocational + Abi","Rural Area","57","0.259782393027403","0.203716502852859","0.315848283201948"
"Satisfactory","2001","higher vocational","Urban Area","372","0.357237012590904","0.328671705402077","0.385802319779731"
"Satisfactory","2001","higher vocational","Rural Area","221","0.386728198757245","0.34772824447237","0.42572815304212"
"Satisfactory","2001","higher education","Urban Area","708","0.282995215124618","0.265194759830283","0.300795670418952"
"Satisfactory","2001","higher education","Rural Area","391","0.348568854227929","0.320421798016968","0.376715910438891"
"Poor","2001","in school","Urban Area","15","","",""
"Poor","2001","in school","Rural Area","5","","",""
"Poor","2001","inadequately","Urban Area","67","0.282112355224705","0.225875654944783","0.338349055504626"
"Poor","2001","inadequately","Rural Area","17","","",""
"Poor","2001","general elemantary","Urban Area","364","0.189461886783484","0.172792457021201","0.206131316545766"
"Poor","2001","general elemantary","Rural Area","160","0.179510834250438","0.15565269017937","0.203368978321507"
"Poor","2001","middle vocational","Urban Area","937","0.133124769005766","0.12534897774489","0.140900560266641"
"Poor","2001","middle vocational","Rural Area","554","0.142040951508261","0.131618988632129","0.152462914384393"
"Poor","2001","vocational + Abi","Urban Area","77","0.109541506402056","0.0884585991316721","0.13062441367244"
"Poor","2001","vocational + Abi","Rural Area","27","","",""
"Poor","2001","higher vocational","Urban Area","120","0.128892280832815","0.108917380106863","0.148867181558767"
"Poor","2001","higher vocational","Rural Area","76","0.153193931125893","0.124350465485141","0.182037396766646"
"Poor","2001","higher education","Urban Area","224","0.101432507804913","0.0895023971892753","0.11336261842055"
"Poor","2001","higher education","Rural Area","125","0.12030461149227","0.101088667392295","0.139520555592244"
"Bad ","2001","in school","Urban Area","","","",""
"Bad ","2001","in school","Rural Area","2","","",""
"Bad ","2001","inadequately","Urban Area","15","","",""
"Bad ","2001","inadequately","Rural Area","3","","",""
"Bad ","2001","general elemantary","Urban Area","119","0.0653385473411003","0.0548265559340647","0.0758505387481359"
"Bad ","2001","general elemantary","Rural Area","51","0.0640935468727998","0.0488678116693381","0.0793192820762614"
"Bad ","2001","middle vocational","Urban Area","283","0.0462186135811326","0.0414127687862431","0.0510244583760222"
"Bad ","2001","middle vocational","Rural Area","159","0.0371343297629688","0.031489119762762","0.0427795397631756"
"Bad ","2001","vocational + Abi","Urban Area","22","","",""
"Bad ","2001","vocational + Abi","Rural Area","","","",""
"Bad ","2001","higher vocational","Urban Area","37","0.0387743758715452","0.0272658334785453","0.0502829182645451"
"Bad ","2001","higher vocational","Rural Area","18","","",""
"Bad ","2001","higher education","Urban Area","54","0.0258274585247859","0.0195593094608589","0.0320956075887128"
"Bad ","2001","higher education","Rural Area","29","","",""
"Very good","2002","in school","Urban Area","170","0.393597179905354","0.347366951392289","0.439827408418418"
"Very good","2002","in school","Rural Area","58","0.357027600057141","0.288356445606312","0.42569875450797"
"Very good","2002","inadequately","Urban Area","14","","",""
"Very good","2002","inadequately","Rural Area","5","","",""
"Very good","2002","general elemantary","Urban Area","185","0.0787333721230836","0.0668465235097074","0.0906202207364598"
"Very good","2002","general elemantary","Rural Area","84","0.0937684409693674","0.0751826894959809","0.112354192442754"
"Very good","2002","middle vocational","Urban Area","675","0.0791915121456522","0.0730489001396361","0.0853341241516684"
"Very good","2002","middle vocational","Rural Area","354","0.0861357104752224","0.0776607141854824","0.0946107067649623"
"Very good","2002","vocational + Abi","Urban Area","109","0.127409401501486","0.10574566336595","0.149073139637022"
"Very good","2002","vocational + Abi","Rural Area","44","0.191724519514146","0.14459432575212","0.238854713276172"
"Very good","2002","higher vocational","Urban Area","92","0.0677295406328048","0.0530978953931319","0.0823611858724776"
"Very good","2002","higher vocational","Rural Area","41","0.0573747371173888","0.0390247653330991","0.0757247089016784"
"Very good","2002","higher education","Urban Area","380","0.110038447787091","0.099296151140287","0.120780744433894"
"Very good","2002","higher education","Rural Area","105","0.0647827982694256","0.0514282583697167","0.0781373381691346"
"Good","2002","in school","Urban Area","195","0.454052754794425","0.406938975639331","0.501166533949519"
"Good","2002","in school","Rural Area","96","0.421230758430896","0.350462249200273","0.49199926766152"
"Good","2002","inadequately","Urban Area","49","0.216906165346685","0.162569271953037","0.271243058740334"
"Good","2002","inadequately","Rural Area","23","","",""
"Good","2002","general elemantary","Urban Area","645","0.296108004387643","0.275958112388785","0.3162578963865"
"Good","2002","general elemantary","Rural Area","330","0.307603378196633","0.278179141379728","0.337027615013538"
"Good","2002","middle vocational","Urban Area","2975","0.379415327868404","0.368377412301108","0.390453243435701"
"Good","2002","middle vocational","Rural Area","1661","0.370607578850849","0.356018598284478","0.38519655941722"
"Good","2002","vocational + Abi","Urban Area","413","0.401972482775038","0.370116856996272","0.433828108553804"
"Good","2002","vocational + Abi","Rural Area","134","0.469451627328194","0.40970153071934","0.529201723937048"
"Good","2002","higher vocational","Urban Area","481","0.399657184153321","0.371135405371372","0.42817896293527"
"Good","2002","higher vocational","Rural Area","260","0.378477251474079","0.340207652253028","0.41674685069513"
"Good","2002","higher education","Urban Area","1601","0.461799790722687","0.444686320322558","0.478913261122815"
"Good","2002","higher education","Rural Area","573","0.405791631124933","0.379149819066369","0.432433443183497"
"Satisfactory","2002","in school","Urban Area","54","0.129132804424717","0.0973996166094134","0.16086599224002"
"Satisfactory","2002","in school","Rural Area","27","","",""
"Satisfactory","2002","inadequately","Urban Area","75","0.355678337017327","0.292563418166072","0.418793255868582"
"Satisfactory","2002","inadequately","Rural Area","20","","",""
"Satisfactory","2002","general elemantary","Urban Area","653","0.362234135983406","0.341020263295943","0.38344800867087"
"Satisfactory","2002","general elemantary","Rural Area","320","0.357157987601381","0.326607756744948","0.387708218457814"
"Satisfactory","2002","middle vocational","Urban Area","2526","0.357268329372923","0.346367959890908","0.368168698854939"
"Satisfactory","2002","middle vocational","Rural Area","1487","0.361185953234733","0.346676210986388","0.375695695483078"
"Satisfactory","2002","vocational + Abi","Urban Area","275","0.304191724274204","0.274300349681877","0.334083098866531"
"Satisfactory","2002","vocational + Abi","Rural Area","66","0.236363664186883","0.185499215275696","0.287228113098071"
"Satisfactory","2002","higher vocational","Urban Area","379","0.338439664915968","0.310887324632527","0.365992005199408"
"Satisfactory","2002","higher vocational","Rural Area","223","0.392279200114485","0.35375308659883","0.43080531363014"
"Satisfactory","2002","higher education","Urban Area","959","0.310967444834063","0.295077710928118","0.326857178740008"
"Satisfactory","2002","higher education","Rural Area","452","0.368740728572016","0.342564487915896","0.394916969228135"
"Poor","2002","in school","Urban Area","10","","",""
"Poor","2002","in school","Rural Area","5","","",""
"Poor","2002","inadequately","Urban Area","65","0.270612604481431","0.212038576309136","0.329186632653726"
"Poor","2002","inadequately","Rural Area","10","","",""
"Poor","2002","general elemantary","Urban Area","365","0.192162231843525","0.174772586309582","0.209551877377469"
"Poor","2002","general elemantary","Rural Area","159","0.184551070072429","0.159817383436161","0.209284756708696"
"Poor","2002","middle vocational","Urban Area","969","0.138567995434487","0.130708926862757","0.146427064006216"
"Poor","2002","middle vocational","Rural Area","557","0.140220200327072","0.129731879745497","0.150708520908646"
"Poor","2002","vocational + Abi","Urban Area","91","0.138566742180247","0.116119255864239","0.161014228496254"
"Poor","2002","vocational + Abi","Rural Area","21","","",""
"Poor","2002","higher vocational","Urban Area","148","0.156112460348591","0.134977851842643","0.177247068854539"
"Poor","2002","higher vocational","Rural Area","76","0.145162597318331","0.117367088269197","0.172958106367466"
"Poor","2002","higher education","Urban Area","278","0.0965109538788733","0.0863744301635078","0.106647477594239"
"Poor","2002","higher education","Rural Area","145","0.132591031753234","0.114191284209667","0.150990779296801"
"Bad ","2002","in school","Urban Area","","","",""
"Bad ","2002","in school","Rural Area","1","","",""
"Bad ","2002","inadequately","Urban Area","18","","",""
"Bad ","2002","inadequately","Rural Area","4","","",""
"Bad ","2002","general elemantary","Urban Area","124","0.0707622556623421","0.0594445370818842","0.0820799742427999"
"Bad ","2002","general elemantary","Rural Area","52","0.0569191231601903","0.042147243647822","0.0716910026725586"
"Bad ","2002","middle vocational","Urban Area","279","0.0455568351785339","0.0408135316272188","0.0503001387298489"
"Bad ","2002","middle vocational","Rural Area","151","0.0418505571121242","0.0358016865587792","0.0478994276654693"
"Bad ","2002","vocational + Abi","Urban Area","22","","",""
"Bad ","2002","vocational + Abi","Rural Area","3","","",""
"Bad ","2002","higher vocational","Urban Area","33","0.0380611499493152","0.0269195433096161","0.0492027565890143"
"Bad ","2002","higher vocational","Rural Area","17","","",""
"Bad ","2002","higher education","Urban Area","42","0.0206833627772864","0.0157978356174249","0.0255688899371478"
"Bad ","2002","higher education","Rural Area","30","0.028093810280391","0.0191286030684631","0.0370590174923189"
"Very good","2003","in school","Urban Area","154","0.37209038324315","0.325918261378736","0.418262505107563"
"Very good","2003","in school","Rural Area","60","0.331881317667814","0.265447739072412","0.398314896263216"
"Very good","2003","inadequately","Urban Area","11","","",""
"Very good","2003","inadequately","Rural Area","2","","",""
"Very good","2003","general elemantary","Urban Area","187","0.0936649001315605","0.0804662959234292","0.106863504339692"
"Very good","2003","general elemantary","Rural Area","62","0.0629979681551422","0.0470628275749777","0.0789331087353067"
"Very good","2003","middle vocational","Urban Area","645","0.0799638608847765","0.0736829935062512","0.0862447282633018"
"Very good","2003","middle vocational","Rural Area","300","0.0742598317528818","0.0661294444593941","0.0823902190463695"
"Very good","2003","vocational + Abi","Urban Area","106","0.10038230257997","0.0807056300440915","0.120058975115849"
"Very good","2003","vocational + Abi","Rural Area","32","0.139756304590649","0.0981663052145538","0.181346303966743"
"Very good","2003","higher vocational","Urban Area","91","0.0793364998274005","0.0632700360194079","0.0954029636353931"
"Very good","2003","higher vocational","Rural Area","41","0.0568617372209773","0.0383934182867209","0.0753300561552336"
"Very good","2003","higher education","Urban Area","383","0.113750689444724","0.102588161479493","0.124913217409956"
"Very good","2003","higher education","Rural Area","115","0.0802598438193456","0.0652161569593218","0.0953035306793693"
"Good","2003","in school","Urban Area","189","0.492061256177124","0.444305876870276","0.539816635483972"
"Good","2003","in school","Rural Area","104","0.543619672268959","0.473347969578701","0.613891374959218"
"Good","2003","inadequately","Urban Area","50","0.200319383790176","0.145927237542817","0.254711530037535"
"Good","2003","inadequately","Rural Area","15","","",""
"Good","2003","general elemantary","Urban Area","630","0.299027367620248","0.278287729756289","0.319767005484207"
"Good","2003","general elemantary","Rural Area","306","0.332117216997017","0.301227197623089","0.363007236370946"
"Good","2003","middle vocational","Urban Area","2933","0.389145733228338","0.377855699358384","0.400435767098291"
"Good","2003","middle vocational","Rural Area","1632","0.385795535821902","0.370700825517819","0.400890246125986"
"Good","2003","vocational + Abi","Urban Area","415","0.439221197164784","0.406725075920251","0.471717318409317"
"Good","2003","vocational + Abi","Rural Area","153","0.539171604022195","0.47938201306695","0.59896119497744"
"Good","2003","higher vocational","Urban Area","449","0.385232948502931","0.356302822643592","0.414163074362269"
"Good","2003","higher vocational","Rural Area","253","0.40114518931666","0.362057392941682","0.440232985691638"
"Good","2003","higher education","Urban Area","1534","0.476479536894031","0.458920667687253","0.494038406100809"
"Good","2003","higher education","Rural Area","545","0.392541030597067","0.365503093135002","0.419578968059132"
"Satisfactory","2003","in school","Urban Area","65","0.11262609679718","0.0824279782293826","0.142824215364977"
"Satisfactory","2003","in school","Rural Area","22","","",""
"Satisfactory","2003","inadequately","Urban Area","72","0.357230025169033","0.292109455435443","0.422350594902622"
"Satisfactory","2003","inadequately","Rural Area","23","","",""
"Satisfactory","2003","general elemantary","Urban Area","583","0.329924568047273","0.308625316399847","0.351223819694699"
"Satisfactory","2003","general elemantary","Rural Area","321","0.355546591214323","0.324151164963406","0.38694201746524"
"Satisfactory","2003","middle vocational","Urban Area","2332","0.34069506023094","0.329720266016895","0.351669854444985"
"Satisfactory","2003","middle vocational","Rural Area","1392","0.35967075448002","0.344789349660238","0.374552159299802"
"Satisfactory","2003","vocational + Abi","Urban Area","259","0.315066858917478","0.284649637579757","0.345484080255199"
"Satisfactory","2003","vocational + Abi","Rural Area","53","0.212217416349433","0.163173385225449","0.261261447473417"
"Satisfactory","2003","higher vocational","Urban Area","380","0.345407003467866","0.317139687997984","0.373674318937747"
"Satisfactory","2003","higher vocational","Rural Area","233","0.396603780226427","0.357590781019225","0.43561677943363"
"Satisfactory","2003","higher education","Urban Area","843","0.2727872038152","0.257128697235675","0.288445710394725"
"Satisfactory","2003","higher education","Rural Area","416","0.369146167977726","0.342426189100325","0.395866146855127"
"Poor","2003","in school","Urban Area","13","","",""
"Poor","2003","in school","Rural Area","7","","",""
"Poor","2003","inadequately","Urban Area","52","0.22861045436531","0.171541312618853","0.285679596111767"
"Poor","2003","inadequately","Rural Area","15","","",""
"Poor","2003","general elemantary","Urban Area","361","0.214845155860236","0.196239901617371","0.233450410103102"
"Poor","2003","general elemantary","Rural Area","146","0.172225143211777","0.14746080342478","0.196989482998774"
"Poor","2003","middle vocational","Urban Area","985","0.142927772909732","0.13482306576132","0.151032480058144"
"Poor","2003","middle vocational","Rural Area","514","0.135846252298989","0.125221739135974","0.146470765462004"
"Poor","2003","vocational + Abi","Urban Area","101","0.129730258777801","0.107729296814643","0.15173122074096"
"Poor","2003","vocational + Abi","Rural Area","27","","",""
"Poor","2003","higher vocational","Urban Area","127","0.140393205341374","0.119741482704984","0.161044927977763"
"Poor","2003","higher vocational","Rural Area","58","0.117472186164494","0.091794177088865","0.143150195240123"
"Poor","2003","higher education","Urban Area","294","0.110362383972949","0.0993463645900406","0.121378403355857"
"Poor","2003","higher education","Rural Area","146","0.129535793887362","0.110943074710161","0.148128513064562"
"Bad ","2003","in school","Urban Area","","","",""
"Bad ","2003","in school","Rural Area","","","",""
"Bad ","2003","inadequately","Urban Area","23","","",""
"Bad ","2003","inadequately","Rural Area","6","","",""
"Bad ","2003","general elemantary","Urban Area","111","0.0625380083406823","0.0515695894961994","0.0735064271851653"
"Bad ","2003","general elemantary","Rural Area","58","0.0771130804217404","0.0596161996290163","0.0946099612144646"
"Bad ","2003","middle vocational","Urban Area","269","0.0472675727462143","0.042353547010502","0.0521815984819266"
"Bad ","2003","middle vocational","Rural Area","157","0.0444276256462071","0.0380384026814005","0.0508168486110136"
"Bad ","2003","vocational + Abi","Urban Area","15","","",""
"Bad ","2003","vocational + Abi","Rural Area","2","","",""
