"m11126","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Poor","1996","indirect migration background","inadequately","2","","",""
"Poor","1996","indirect migration background","general elemantary","6","","",""
"Poor","1996","indirect migration background","middle vocational","15","","",""
"Poor","1996","indirect migration background","vocational + Abi","","","",""
"Poor","1996","indirect migration background","higher vocational","1","","",""
"Poor","1996","indirect migration background","higher education","1","","",""
"Bad ","1996","no migration background","in school","1","","",""
"Bad ","1996","no migration background","inadequately","3","","",""
"Bad ","1996","no migration background","general elemantary","87","0.0737046582605351","0.0604862258912995","0.0869230906297707"
"Bad ","1996","no migration background","middle vocational","171","0.0401037603854408","0.034911877553602","0.0452956432172797"
"Bad ","1996","no migration background","vocational + Abi","8","","",""
"Bad ","1996","no migration background","higher vocational","24","","",""
"Bad ","1996","no migration background","higher education","26","","",""
"Bad ","1996","direct migration background","in school","","","",""
"Bad ","1996","direct migration background","inadequately","33","0.0960286729025495","0.0678847369156822","0.124172608889417"
"Bad ","1996","direct migration background","general elemantary","51","0.100365405527593","0.0785527057251991","0.122178105329987"
"Bad ","1996","direct migration background","middle vocational","39","0.0521915967170895","0.0379430445799281","0.066440148854251"
"Bad ","1996","direct migration background","vocational + Abi","4","","",""
"Bad ","1996","direct migration background","higher vocational","1","","",""
"Bad ","1996","direct migration background","higher education","8","","",""
"Bad ","1996","indirect migration background","in school","","","",""
"Bad ","1996","indirect migration background","inadequately","","","",""
"Bad ","1996","indirect migration background","general elemantary","2","","",""
"Bad ","1996","indirect migration background","middle vocational","","","",""
"Bad ","1996","indirect migration background","vocational + Abi","","","",""
"Bad ","1996","indirect migration background","higher vocational","","","",""
"Bad ","1996","indirect migration background","higher education","","","",""
"Very good","1997","no migration background","in school","71","0.348524274263668","0.286123537588839","0.410925010938497"
"Very good","1997","no migration background","inadequately","2","","",""
"Very good","1997","no migration background","general elemantary","79","0.0473791248467158","0.0364479221087558","0.0583103275846758"
"Very good","1997","no migration background","middle vocational","405","0.0694717545769791","0.0626972391204296","0.0762462700335286"
"Very good","1997","no migration background","vocational + Abi","37","0.143024848793441","0.103989441545566","0.182060256041315"
"Very good","1997","no migration background","higher vocational","53","0.0709209616886749","0.0517956429100579","0.0900462804672919"
"Very good","1997","no migration background","higher education","130","0.0863851839307552","0.072497717624647","0.100272650236863"
"Very good","1997","direct migration background","in school","8","","",""
"Very good","1997","direct migration background","inadequately","19","","",""
"Very good","1997","direct migration background","general elemantary","64","0.0775091252447626","0.0576149557846239","0.0974032947049013"
"Very good","1997","direct migration background","middle vocational","95","0.134756921670621","0.112435962511938","0.157077880829304"
"Very good","1997","direct migration background","vocational + Abi","10","","",""
"Very good","1997","direct migration background","higher vocational","4","","",""
"Very good","1997","direct migration background","higher education","13","","",""
"Very good","1997","indirect migration background","in school","28","","",""
"Very good","1997","indirect migration background","inadequately","5","","",""
"Very good","1997","indirect migration background","general elemantary","52","0.285339656237238","0.22228082940148","0.348398483072995"
"Very good","1997","indirect migration background","middle vocational","49","0.207443524580574","0.151248463982938","0.26363858517821"
"Very good","1997","indirect migration background","vocational + Abi","3","","",""
"Very good","1997","indirect migration background","higher vocational","3","","",""
"Very good","1997","indirect migration background","higher education","2","","",""
"Good","1997","no migration background","in school","106","0.448624774762626","0.383493536856262","0.51375601266899"
"Good","1997","no migration background","inadequately","24","","",""
"Good","1997","no migration background","general elemantary","460","0.259764109738517","0.237201515815225","0.28232670366181"
"Good","1997","no migration background","middle vocational","2275","0.377477657874644","0.364561527464996","0.390393788284291"
"Good","1997","no migration background","vocational + Abi","165","0.532071322590379","0.476436897003699","0.587705748177058"
"Good","1997","no migration background","higher vocational","292","0.382919427577091","0.346701826472978","0.419137028681204"
"Good","1997","no migration background","higher education","760","0.46851030268505","0.443842593592031","0.49317801177807"
"Good","1997","direct migration background","in school","15","","",""
"Good","1997","direct migration background","inadequately","130","0.316561407573907","0.270807143832513","0.362315671315302"
"Good","1997","direct migration background","general elemantary","260","0.320295494825898","0.285581559895181","0.355009429756615"
"Good","1997","direct migration background","middle vocational","387","0.352578697239318","0.321347418085729","0.383809976392907"
"Good","1997","direct migration background","vocational + Abi","61","0.432011738112916","0.347825767307572","0.516197708918259"
"Good","1997","direct migration background","higher vocational","24","","",""
"Good","1997","direct migration background","higher education","97","0.495848895693274","0.423210300979804","0.568487490406743"
"Good","1997","indirect migration background","in school","29","","",""
"Good","1997","indirect migration background","inadequately","5","","",""
"Good","1997","indirect migration background","general elemantary","98","0.459392658180698","0.389802476110277","0.52898284025112"
"Good","1997","indirect migration background","middle vocational","108","0.482018314306406","0.412767949543516","0.551268679069297"
"Good","1997","indirect migration background","vocational + Abi","9","","",""
"Good","1997","indirect migration background","higher vocational","5","","",""
"Good","1997","indirect migration background","higher education","14","","",""
"Satisfactory","1997","no migration background","in school","35","0.164203472026899","0.115689645477973","0.212717298575825"
"Satisfactory","1997","no migration background","inadequately","15","","",""
"Satisfactory","1997","no migration background","general elemantary","557","0.395211869539175","0.370056482479976","0.420367256598375"
"Satisfactory","1997","no migration background","middle vocational","1889","0.370824672097056","0.357954644540172","0.38369469965394"
"Satisfactory","1997","no migration background","vocational + Abi","86","0.274368166572224","0.224618076042918","0.324118257101529"
"Satisfactory","1997","no migration background","higher vocational","249","0.38789447264392","0.351589593951921","0.424199351335918"
"Satisfactory","1997","no migration background","higher education","505","0.320532843955377","0.297463123981774","0.34360256392898"
"Satisfactory","1997","direct migration background","in school","5","","",""
"Satisfactory","1997","direct migration background","inadequately","137","0.345710654763227","0.298927000225502","0.392494309300952"
"Satisfactory","1997","direct migration background","general elemantary","212","0.322972130186135","0.288182152263989","0.357762108108281"
"Satisfactory","1997","direct migration background","middle vocational","254","0.304393224423878","0.274313930497791","0.334472518349965"
"Satisfactory","1997","direct migration background","vocational + Abi","39","0.270049974945278","0.194594474279102","0.345505475611455"
"Satisfactory","1997","direct migration background","higher vocational","19","","",""
"Satisfactory","1997","direct migration background","higher education","52","0.301815393821656","0.235124240954872","0.36850654668844"
"Satisfactory","1997","indirect migration background","in school","5","","",""
"Satisfactory","1997","indirect migration background","inadequately","3","","",""
"Satisfactory","1997","indirect migration background","general elemantary","29","","",""
"Satisfactory","1997","indirect migration background","middle vocational","31","0.22877134287463","0.170557605373114","0.286985080376147"
"Satisfactory","1997","indirect migration background","vocational + Abi","1","","",""
"Satisfactory","1997","indirect migration background","higher vocational","3","","",""
"Satisfactory","1997","indirect migration background","higher education","3","","",""
"Poor","1997","no migration background","in school","10","","",""
"Poor","1997","no migration background","inadequately","11","","",""
"Poor","1997","no migration background","general elemantary","276","0.229691976078455","0.208048874003785","0.251335078153125"
"Poor","1997","no migration background","middle vocational","640","0.135054030836293","0.125947402989725","0.144160658682861"
"Poor","1997","no migration background","vocational + Abi","17","","",""
"Poor","1997","no migration background","higher vocational","78","0.121542213949665","0.0971966934807327","0.145887734418597"
"Poor","1997","no migration background","higher education","152","0.106176055737945","0.0909474162200982","0.121404695255791"
"Poor","1997","direct migration background","in school","1","","",""
"Poor","1997","direct migration background","inadequately","80","0.213356557376915","0.173057508276907","0.253655606476923"
"Poor","1997","direct migration background","general elemantary","119","0.204657129359079","0.174640702615614","0.234673556102545"
"Poor","1997","direct migration background","middle vocational","126","0.156590731713345","0.132834888161656","0.180346575265033"
"Poor","1997","direct migration background","vocational + Abi","20","","",""
"Poor","1997","direct migration background","higher vocational","11","","",""
"Poor","1997","direct migration background","higher education","17","","",""
"Poor","1997","indirect migration background","in school","1","","",""
"Poor","1997","indirect migration background","inadequately","2","","",""
"Poor","1997","indirect migration background","general elemantary","17","","",""
"Poor","1997","indirect migration background","middle vocational","9","","",""
"Poor","1997","indirect migration background","vocational + Abi","1","","",""
"Poor","1997","indirect migration background","higher vocational","1","","",""
"Poor","1997","indirect migration background","higher education","","","",""
"Bad ","1997","no migration background","in school","2","","",""
"Bad ","1997","no migration background","inadequately","4","","",""
"Bad ","1997","no migration background","general elemantary","79","0.0679529197971363","0.0550038858012291","0.0809019537930435"
"Bad ","1997","no migration background","middle vocational","202","0.047171884615028","0.0415230583267274","0.0528207109033286"
"Bad ","1997","no migration background","vocational + Abi","4","","",""
"Bad ","1997","no migration background","higher vocational","20","","",""
"Bad ","1997","no migration background","higher education","25","","",""
"Bad ","1997","direct migration background","in school","","","",""
"Bad ","1997","direct migration background","inadequately","31","0.0656233182987188","0.0412652453377341","0.0899813912597034"
"Bad ","1997","direct migration background","general elemantary","39","0.0745661203841253","0.0550221936002256","0.094110047168025"
"Bad ","1997","direct migration background","middle vocational","37","0.0516804249528378","0.0372090884993711","0.0661517614063045"
"Bad ","1997","direct migration background","vocational + Abi","3","","",""
"Bad ","1997","direct migration background","higher vocational","","","",""
"Bad ","1997","direct migration background","higher education","3","","",""
"Bad ","1997","indirect migration background","in school","","","",""
"Bad ","1997","indirect migration background","inadequately","","","",""
"Bad ","1997","indirect migration background","general elemantary","1","","",""
"Bad ","1997","indirect migration background","middle vocational","3","","",""
"Bad ","1997","indirect migration background","vocational + Abi","1","","",""
"Bad ","1997","indirect migration background","higher vocational","","","",""
"Bad ","1997","indirect migration background","higher education","","","",""
"Very good","1998","no migration background","in school","76","0.368451444077199","0.307037438692651","0.429865449461747"
"Very good","1998","no migration background","inadequately","7","","",""
"Very good","1998","no migration background","general elemantary","135","0.0637910277481518","0.0521707207830637","0.07541133471324"
"Very good","1998","no migration background","middle vocational","524","0.0794181511851425","0.0725707500581155","0.0862655523121695"
"Very good","1998","no migration background","vocational + Abi","43","0.115882974041832","0.0825394764674883","0.149226471616177"
"Very good","1998","no migration background","higher vocational","73","0.102552321294648","0.0809125865948155","0.12419205599448"
"Very good","1998","no migration background","higher education","171","0.112827395149205","0.0980338060255283","0.127620984272882"
"Very good","1998","direct migration background","in school","12","","",""
"Very good","1998","direct migration background","inadequately","9","","",""
"Very good","1998","direct migration background","general elemantary","66","0.112193922193748","0.0880793885994947","0.136308455788002"
"Very good","1998","direct migration background","middle vocational","75","0.0924095887016258","0.0728831427055483","0.111936034697703"
"Very good","1998","direct migration background","vocational + Abi","11","","",""
"Very good","1998","direct migration background","higher vocational","8","","",""
"Very good","1998","direct migration background","higher education","20","","",""
"Very good","1998","indirect migration background","in school","31","0.508100975255218","0.387489364278087","0.628712586232349"
"Very good","1998","indirect migration background","inadequately","4","","",""
"Very good","1998","indirect migration background","general elemantary","67","0.328846396596122","0.263243580161879","0.394449213030364"
"Very good","1998","indirect migration background","middle vocational","54","0.239182623640976","0.181486920853251","0.2968783264287"
"Very good","1998","indirect migration background","vocational + Abi","1","","",""
"Very good","1998","indirect migration background","higher vocational","2","","",""
"Very good","1998","indirect migration background","higher education","5","","",""
"Good","1998","no migration background","in school","124","0.453226521442871","0.389848993388248","0.516604049497494"
"Good","1998","no migration background","inadequately","23","","",""
"Good","1998","no migration background","general elemantary","568","0.290411164994811","0.268825698302457","0.311996631687165"
"Good","1998","no migration background","middle vocational","2546","0.393318222743147","0.380947724582594","0.405688720903699"
"Good","1998","no migration background","vocational + Abi","200","0.559123383922937","0.507403347711688","0.610843420134187"
"Good","1998","no migration background","higher vocational","323","0.399732370787973","0.364791659898168","0.434673081677779"
"Good","1998","no migration background","higher education","855","0.46630139771932","0.442975218847354","0.489627576591286"
"Good","1998","direct migration background","in school","14","","",""
"Good","1998","direct migration background","inadequately","129","0.348500918517748","0.29961761741986","0.397384219615637"
"Good","1998","direct migration background","general elemantary","255","0.334990452663942","0.298927166399588","0.371053738928295"
"Good","1998","direct migration background","middle vocational","374","0.412722610760949","0.379527776255569","0.445917445266329"
"Good","1998","direct migration background","vocational + Abi","72","0.502439143961345","0.41931914529819","0.585559142624501"
"Good","1998","direct migration background","higher vocational","17","","",""
"Good","1998","direct migration background","higher education","92","0.473555192674998","0.402930072243858","0.544180313106138"
"Good","1998","indirect migration background","in school","26","","",""
"Good","1998","indirect migration background","inadequately","7","","",""
"Good","1998","indirect migration background","general elemantary","86","0.425337592711754","0.356299584024287","0.494375601399222"
"Good","1998","indirect migration background","middle vocational","102","0.413311625299671","0.346710587663827","0.479912662935516"
"Good","1998","indirect migration background","vocational + Abi","11","","",""
"Good","1998","indirect migration background","higher vocational","9","","",""
"Good","1998","indirect migration background","higher education","14","","",""
"Satisfactory","1998","no migration background","in school","28","","",""
"Satisfactory","1998","no migration background","inadequately","20","","",""
"Satisfactory","1998","no migration background","general elemantary","604","0.367886705332446","0.34495660734219","0.390816803322702"
"Satisfactory","1998","no migration background","middle vocational","1983","0.342074417042481","0.330060534971827","0.354088299113136"
"Satisfactory","1998","no migration background","vocational + Abi","85","0.262099996887291","0.216288052589859","0.307911941184724"
"Satisfactory","1998","no migration background","higher vocational","258","0.344992842399506","0.31108480289167","0.378900881907341"
"Satisfactory","1998","no migration background","higher education","524","0.288972780999451","0.267777762878384","0.310167799120519"
"Satisfactory","1998","direct migration background","in school","1","","",""
"Satisfactory","1998","direct migration background","inadequately","119","0.306096794496047","0.258816464784092","0.353377124208003"
"Satisfactory","1998","direct migration background","general elemantary","201","0.328196763316744","0.292319167164842","0.364074359468646"
"Satisfactory","1998","direct migration background","middle vocational","261","0.329874587286049","0.29817364216375","0.361575532408349"
"Satisfactory","1998","direct migration background","vocational + Abi","34","0.247069928518437","0.175368475423074","0.318771381613799"
"Satisfactory","1998","direct migration background","higher vocational","17","","",""
"Satisfactory","1998","direct migration background","higher education","54","0.262209749542452","0.199995717221596","0.324423781863307"
"Satisfactory","1998","indirect migration background","in school","6","","",""
"Satisfactory","1998","indirect migration background","inadequately","3","","",""
"Satisfactory","1998","indirect migration background","general elemantary","31","0.182204870810001","0.128301338066278","0.236108403553723"
"Satisfactory","1998","indirect migration background","middle vocational","35","0.257562838042898","0.198418946668057","0.31670672941774"
"Satisfactory","1998","indirect migration background","vocational + Abi","4","","",""
"Satisfactory","1998","indirect migration background","higher vocational","3","","",""
"Satisfactory","1998","indirect migration background","higher education","5","","",""
"Poor","1998","no migration background","in school","7","","",""
"Poor","1998","no migration background","inadequately","7","","",""
"Poor","1998","no migration background","general elemantary","285","0.197057817884518","0.178143513524562","0.215972122244475"
"Poor","1998","no migration background","middle vocational","728","0.142633846113612","0.133778018707874","0.15148967351935"
"Poor","1998","no migration background","vocational + Abi","22","","",""
"Poor","1998","no migration background","higher vocational","81","0.116358526937846","0.0934861253326081","0.139230928543085"
"Poor","1998","no migration background","higher education","163","0.102043362162218","0.0878892617391028","0.116197462585334"
"Poor","1998","direct migration background","in school","2","","",""
"Poor","1998","direct migration background","inadequately","83","0.215248560237351","0.173084944471929","0.257412176002774"
"Poor","1998","direct migration background","general elemantary","103","0.168073078152812","0.139501988067376","0.196644168238248"
"Poor","1998","direct migration background","middle vocational","107","0.130271099224512","0.107575809759171","0.152966388689852"
"Poor","1998","direct migration background","vocational + Abi","17","","",""
"Poor","1998","direct migration background","higher vocational","10","","",""
"Poor","1998","direct migration background","higher education","22","","",""
"Poor","1998","indirect migration background","in school","3","","",""
"Poor","1998","indirect migration background","inadequately","1","","",""
"Poor","1998","indirect migration background","general elemantary","11","","",""
"Poor","1998","indirect migration background","middle vocational","18","","",""
"Poor","1998","indirect migration background","vocational + Abi","3","","",""
"Poor","1998","indirect migration background","higher vocational","3","","",""
"Poor","1998","indirect migration background","higher education","","","",""
"Bad ","1998","no migration background","in school","2","","",""
"Bad ","1998","no migration background","inadequately","9","","",""
"Bad ","1998","no migration background","general elemantary","107","0.0808532840400723","0.0678906681027573","0.0938158999773873"
"Bad ","1998","no migration background","middle vocational","209","0.0425553629156178","0.0374436239926679","0.0476671018385677"
"Bad ","1998","no migration background","vocational + Abi","4","","",""
"Bad ","1998","no migration background","higher vocational","20","","",""
"Bad ","1998","no migration background","higher education","44","0.0298550639698053","0.0218973280314229","0.0378127999081877"
"Bad ","1998","direct migration background","in school","1","","",""
"Bad ","1998","direct migration background","inadequately","25","","",""
"Bad ","1998","direct migration background","general elemantary","33","0.0565457836727537","0.0388977764537562","0.0741937908917512"
"Bad ","1998","direct migration background","middle vocational","28","","",""
"Bad ","1998","direct migration background","vocational + Abi","5","","",""
"Bad ","1998","direct migration background","higher vocational","2","","",""
"Bad ","1998","direct migration background","higher education","4","","",""
"Bad ","1998","indirect migration background","in school","","","",""
"Bad ","1998","indirect migration background","inadequately","1","","",""
"Bad ","1998","indirect migration background","general elemantary","2","","",""
"Bad ","1998","indirect migration background","middle vocational","1","","",""
"Bad ","1998","indirect migration background","vocational + Abi","","","",""
"Bad ","1998","indirect migration background","higher vocational","","","",""
"Bad ","1998","indirect migration background","higher education","","","",""
"Very good","1999","no migration background","in school","60","0.297091798947591","0.238288900207266","0.355894697687915"
"Very good","1999","no migration background","inadequately","9","","",""
"Very good","1999","no migration background","general elemantary","123","0.0633066306579681","0.051549731037159","0.0750635302787772"
"Very good","1999","no migration background","middle vocational","426","0.0702736066936687","0.0637777518302115","0.0767694615571259"
"Very good","1999","no migration background","vocational + Abi","55","0.172819333057689","0.133599085276896","0.212039580838483"
"Very good","1999","no migration background","higher vocational","60","0.0904287822067332","0.0699444269714374","0.110913137442029"
"Very good","1999","no migration background","higher education","165","0.0962008514705328","0.0824211251157207","0.109980577825345"
"Very good","1999","direct migration background","in school","8","","",""
"Very good","1999","direct migration background","inadequately","12","","",""
"Very good","1999","direct migration background","general elemantary","65","0.101780933465529","0.0778259028876713","0.125735964043386"
"Very good","1999","direct migration background","middle vocational","75","0.0914784695650422","0.0713754357856474","0.111581503344437"
"Very good","1999","direct migration background","vocational + Abi","13","","",""
"Very good","1999","direct migration background","higher vocational","6","","",""
"Very good","1999","direct migration background","higher education","20","","",""
"Very good","1999","indirect migration background","in school","28","","",""
"Very good","1999","indirect migration background","inadequately","4","","",""
"Very good","1999","indirect migration background","general elemantary","52","0.225860844769554","0.166867987997071","0.284853701542037"
"Very good","1999","indirect migration background","middle vocational","63","0.239272389889891","0.182637934653638","0.295906845126145"
"Very good","1999","indirect migration background","vocational + Abi","3","","",""
"Very good","1999","indirect migration background","higher vocational","3","","",""
"Very good","1999","indirect migration background","higher education","4","","",""
"Good","1999","no migration background","in school","127","0.528552697506445","0.464318718866443","0.592786676146447"
"Good","1999","no migration background","inadequately","20","","",""
"Good","1999","no migration background","general elemantary","538","0.277983712935383","0.256353905143152","0.299613520727613"
"Good","1999","no migration background","middle vocational","2461","0.380751665247548","0.36841164306183","0.393091687433265"
"Good","1999","no migration background","vocational + Abi","177","0.478746455855416","0.426927187196465","0.530565724514367"
"Good","1999","no migration background","higher vocational","314","0.400803058054994","0.365800409274727","0.435805706835262"
"Good","1999","no migration background","higher education","814","0.462930577454886","0.439628839249961","0.486232315659811"
"Good","1999","direct migration background","in school","12","","",""
"Good","1999","direct migration background","inadequately","115","0.338926044729857","0.288538205233758","0.389313884225957"
"Good","1999","direct migration background","general elemantary","218","0.275634678088525","0.240233465881209","0.311035890295841"
"Good","1999","direct migration background","middle vocational","358","0.435838269516935","0.401260335794651","0.470416203239218"
"Good","1999","direct migration background","vocational + Abi","64","0.484244702813986","0.398004945880551","0.57048445974742"
"Good","1999","direct migration background","higher vocational","20","","",""
"Good","1999","direct migration background","higher education","82","0.438132361823217","0.365850641664222","0.510414081982212"
"Good","1999","indirect migration background","in school","25","","",""
"Good","1999","indirect migration background","inadequately","10","","",""
"Good","1999","indirect migration background","general elemantary","95","0.510599835658589","0.440075041494136","0.581124629823042"
"Good","1999","indirect migration background","middle vocational","101","0.465830942596551","0.399613352014381","0.532048533178721"
"Good","1999","indirect migration background","vocational + Abi","12","","",""
"Good","1999","indirect migration background","higher vocational","9","","",""
"Good","1999","indirect migration background","higher education","15","","",""
"Satisfactory","1999","no migration background","in school","35","0.13388208454551","0.0900639542507194","0.1777002148403"
"Satisfactory","1999","no migration background","inadequately","22","","",""
"Satisfactory","1999","no migration background","general elemantary","589","0.373150781007267","0.349800440968047","0.396501121046488"
"Satisfactory","1999","no migration background","middle vocational","2094","0.359150428264206","0.346958318760852","0.37134253776756"
"Satisfactory","1999","no migration background","vocational + Abi","90","0.236615930307728","0.192529237659417","0.28070262295604"
"Satisfactory","1999","no migration background","higher vocational","274","0.339235846283963","0.30541965365862","0.373052038909305"
"Satisfactory","1999","no migration background","higher education","561","0.305526133488975","0.283999936656299","0.327052330321651"
"Satisfactory","1999","direct migration background","in school","2","","",""
"Satisfactory","1999","direct migration background","inadequately","115","0.367030399857912","0.315721738201441","0.418339061514382"
"Satisfactory","1999","direct migration background","general elemantary","189","0.350694093196519","0.312888045115606","0.388500141277432"
"Satisfactory","1999","direct migration background","middle vocational","224","0.268825375913216","0.237909594250187","0.299741157576244"
"Satisfactory","1999","direct migration background","vocational + Abi","37","0.298735205494648","0.219751508582972","0.377718902406323"
"Satisfactory","1999","direct migration background","higher vocational","14","","",""
"Satisfactory","1999","direct migration background","higher education","60","0.347335747994371","0.27797265378206","0.416698842206683"
"Satisfactory","1999","indirect migration background","in school","9","","",""
"Satisfactory","1999","indirect migration background","inadequately","2","","",""
"Satisfactory","1999","indirect migration background","general elemantary","38","0.205766173498455","0.148732595605234","0.262799751391675"
"Satisfactory","1999","indirect migration background","middle vocational","37","0.204704271912845","0.151143402002146","0.258265141823543"
"Satisfactory","1999","indirect migration background","vocational + Abi","5","","",""
"Satisfactory","1999","indirect migration background","higher vocational","3","","",""
"Satisfactory","1999","indirect migration background","higher education","7","","",""
"Poor","1999","no migration background","in school","9","","",""
"Poor","1999","no migration background","inadequately","9","","",""
"Poor","1999","no migration background","general elemantary","296","0.201897327683409","0.182516864370905","0.221277790995913"
"Poor","1999","no migration background","middle vocational","754","0.146523834107005","0.137536881590483","0.155510786623528"
"Poor","1999","no migration background","vocational + Abi","29","","",""
"Poor","1999","no migration background","higher vocational","84","0.135664897099212","0.111206644645767","0.160123149552657"
"Poor","1999","no migration background","higher education","168","0.0988046738130651","0.0848598387776006","0.11274950884853"
"Poor","1999","direct migration background","in school","2","","",""
"Poor","1999","direct migration background","inadequately","69","0.198933072782499","0.156438238660687","0.24142790690431"
"Poor","1999","direct migration background","general elemantary","110","0.208221285881568","0.176052338294785","0.240390233468352"
"Poor","1999","direct migration background","middle vocational","113","0.170421813952323","0.144202229825402","0.196641398079243"
"Poor","1999","direct migration background","vocational + Abi","12","","",""
"Poor","1999","direct migration background","higher vocational","11","","",""
"Poor","1999","direct migration background","higher education","15","","",""
"Poor","1999","indirect migration background","in school","1","","",""
"Poor","1999","indirect migration background","inadequately","1","","",""
"Poor","1999","indirect migration background","general elemantary","8","","",""
"Poor","1999","indirect migration background","middle vocational","14","","",""
"Poor","1999","indirect migration background","vocational + Abi","2","","",""
"Poor","1999","indirect migration background","higher vocational","1","","",""
"Poor","1999","indirect migration background","higher education","","","",""
"Bad ","1999","no migration background","in school","1","","",""
"Bad ","1999","no migration background","inadequately","8","","",""
"Bad ","1999","no migration background","general elemantary","102","0.083661547715973","0.0702937338349394","0.0970293615970066"
"Bad ","1999","no migration background","middle vocational","213","0.0433004656875724","0.0381280112245047","0.0484729201506401"
"Bad ","1999","no migration background","vocational + Abi","6","","",""
"Bad ","1999","no migration background","higher vocational","21","","",""
"Bad ","1999","no migration background","higher education","51","0.036537763772541","0.027769704005758","0.0453058235393239"
"Bad ","1999","direct migration background","in school","1","","",""
"Bad ","1999","direct migration background","inadequately","28","","",""
"Bad ","1999","direct migration background","general elemantary","30","0.0636690093678593","0.0443247937109034","0.0830132250248153"
"Bad ","1999","direct migration background","middle vocational","20","","",""
"Bad ","1999","direct migration background","vocational + Abi","3","","",""
"Bad ","1999","direct migration background","higher vocational","2","","",""
"Bad ","1999","direct migration background","higher education","4","","",""
"Bad ","1999","indirect migration background","in school","1","","",""
"Bad ","1999","indirect migration background","inadequately","","","",""
"Bad ","1999","indirect migration background","general elemantary","","","",""
"Bad ","1999","indirect migration background","middle vocational","3","","",""
"Bad ","1999","indirect migration background","vocational + Abi","1","","",""
"Bad ","1999","indirect migration background","higher vocational","1","","",""
"Bad ","1999","indirect migration background","higher education","","","",""
"Very good","2000","no migration background","in school","129","0.358701913441515","0.30996326970157","0.407440557181461"
"Very good","2000","no migration background","inadequately","8","","",""
"Very good","2000","no migration background","general elemantary","210","0.0793182826942206","0.0686264483139827","0.0900101170744585"
"Very good","2000","no migration background","middle vocational","1046","0.0925107917539554","0.087161179129253","0.0978604043786577"
"Very good","2000","no migration background","vocational + Abi","134","0.164442627968181","0.138868156591145","0.190017099345218"
"Very good","2000","no migration background","higher vocational","157","0.0889106463071252","0.0752108787860176","0.102610413828233"
"Very good","2000","no migration background","higher education","407","0.131286259768664","0.119892706537893","0.142679812999435"
"Very good","2000","direct migration background","in school","30","0.539714349662951","0.412534652774819","0.666894046551082"
"Very good","2000","direct migration background","inadequately","11","","",""
"Very good","2000","direct migration background","general elemantary","67","0.0968644952120823","0.077073701369127","0.116655289055038"
"Very good","2000","direct migration background","middle vocational","151","0.131427318043544","0.112614305562491","0.150240330524597"
"Very good","2000","direct migration background","vocational + Abi","27","","",""
"Very good","2000","direct migration background","higher vocational","19","","",""
"Very good","2000","direct migration background","higher education","75","0.162363402052434","0.126535384372265","0.198191419732603"
"Very good","2000","indirect migration background","in school","30","0.347664393466982","0.233632499170253","0.461696287763712"
"Very good","2000","indirect migration background","inadequately","1","","",""
"Very good","2000","indirect migration background","general elemantary","71","0.226046457271312","0.175302522973068","0.276790391569556"
"Very good","2000","indirect migration background","middle vocational","97","0.284268056915126","0.236876857577029","0.331659256253224"
"Very good","2000","indirect migration background","vocational + Abi","2","","",""
"Very good","2000","indirect migration background","higher vocational","10","","",""
"Very good","2000","indirect migration background","higher education","11","","",""
"Good","2000","no migration background","in school","171","0.46466909549459","0.413986403581248","0.515351787407931"
"Good","2000","no migration background","inadequately","38","0.310285229072865","0.221376022272494","0.399194435873235"
"Good","2000","no migration background","general elemantary","725","0.254044023497474","0.236820503963979","0.271267543030969"
"Good","2000","no migration background","middle vocational","4478","0.375442936833349","0.366502403373244","0.384383470293453"
"Good","2000","no migration background","vocational + Abi","380","0.447177595967836","0.412873643675308","0.481481548260363"
"Good","2000","no migration background","higher vocational","696","0.399383052476682","0.375808175498094","0.422957929455271"
"Good","2000","no migration background","higher education","1594","0.451164505099135","0.434376474189387","0.467952536008884"
"Good","2000","direct migration background","in school","22","","",""
"Good","2000","direct migration background","inadequately","84","0.295908692889428","0.242915630919076","0.34890175485978"
"Good","2000","direct migration background","general elemantary","327","0.365319597552729","0.333100121287052","0.397539073818407"
"Good","2000","direct migration background","middle vocational","516","0.400506276342397","0.373222189616873","0.427790363067921"
"Good","2000","direct migration background","vocational + Abi","129","0.445753507073307","0.387113716412043","0.504393297734571"
"Good","2000","direct migration background","higher vocational","75","0.370801190055329","0.303006560614924","0.438595819495734"
"Good","2000","direct migration background","higher education","160","0.371026785305297","0.32409472784771","0.417958842762883"
"Good","2000","indirect migration background","in school","27","","",""
"Good","2000","indirect migration background","inadequately","7","","",""
"Good","2000","indirect migration background","general elemantary","124","0.496134978546497","0.435477428392765","0.556792528700228"
"Good","2000","indirect migration background","middle vocational","160","0.403579076386507","0.352032571225943","0.455125581547072"
"Good","2000","indirect migration background","vocational + Abi","24","","",""
"Good","2000","indirect migration background","higher vocational","18","","",""
"Good","2000","indirect migration background","higher education","36","0.573353213218702","0.441437485969277","0.705268940468128"
"Satisfactory","2000","no migration background","in school","56","0.136505975179247","0.101617489429556","0.171394460928937"
"Satisfactory","2000","no migration background","inadequately","28","","",""
"Satisfactory","2000","no migration background","general elemantary","868","0.374557678043287","0.355407897709056","0.393707458377517"
"Satisfactory","2000","no migration background","middle vocational","3920","0.358274368756631","0.349421419717926","0.367127317795337"
"Satisfactory","2000","no migration background","vocational + Abi","196","0.243187678865788","0.21358873572718","0.272786622004397"
