"ple0044_h","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","1993","16-34 y.","higher vocational","","","","","1"
"Yes","1993","16-34 y.","higher education","","","","","1"
"Yes","1993","35-65 y.","in school","","","","","1"
"Yes","1993","35-65 y.","inadequately","","","","","1"
"Yes","1993","35-65 y.","general elemantary","","","","","1"
"Yes","1993","35-65 y.","middle vocational","","","","","1"
"Yes","1993","35-65 y.","vocational + Abi","","","","","1"
"Yes","1993","35-65 y.","higher vocational","","","","","1"
"Yes","1993","35-65 y.","higher education","","","","","1"
"Yes","1993","66 and older","in school","","","","","1"
"Yes","1993","66 and older","inadequately","","","","","1"
"Yes","1993","66 and older","general elemantary","","","","","1"
"Yes","1993","66 and older","middle vocational","","","","","1"
"Yes","1993","66 and older","vocational + Abi","","","","","1"
"Yes","1993","66 and older","higher vocational","","","","","1"
"Yes","1993","66 and older","higher education","","","","","1"
"No","1994","16-34 y.","middle vocational","1606","0.68896333832163","0.670610580343888","0.707316096299373","2"
"No","1994","16-34 y.","higher vocational","130","0.618790289818848","0.553869681093513","0.683710898544182","2"
"No","1994","16-34 y.","higher education","246","0.588889043187892","0.541606841793646","0.636171244582139","2"
"No","1994","16-34 y.","in school","232","0.967222680428466","0.944649170402971","0.989796190453962","2"
"No","1994","16-34 y.","general elemantary","656","0.730077798794715","0.701251241596526","0.758904355992905","2"
"No","1994","16-34 y.","vocational + Abi","172","0.648406037362902","0.589219584041276","0.707592490684528","2"
"No","1994","16-34 y.","inadequately","118","0.817921272694434","0.754223552170122","0.881618993218746","2"
"No","1994","66 and older","in school","","","","","2"
"No","1994","66 and older","inadequately","30","1","1","1","2"
"No","1994","66 and older","general elemantary","482","0.992531062740011","0.984876305612523","1.0001858198675","2"
"No","1994","66 and older","higher vocational","88","0.965376299491895","0.928017816309828","1.00273478267396","2"
"No","1994","66 and older","higher education","126","0.973870777311392","0.946449332912961","1.00129222170982","2"
"No","1994","66 and older","middle vocational","740","0.985629873149395","0.977106835398728","0.994152910900063","2"
"No","1994","66 and older","vocational + Abi","22","","","","2"
"No","1994","35-65 y.","in school","","","","","2"
"No","1994","35-65 y.","inadequately","299","0.782588211127506","0.741278048996233","0.823898373258779","2"
"No","1994","35-65 y.","general elemantary","826","0.761116416373158","0.735826029714079","0.786406803032237","2"
"No","1994","35-65 y.","middle vocational","2165","0.655735434443052","0.639658164009138","0.671812704876966","2"
"No","1994","35-65 y.","vocational + Abi","69","0.606448301613663","0.518301841740428","0.694594761486898","2"
"No","1994","35-65 y.","higher vocational","245","0.591128222661766","0.545347710991265","0.636908734332266","2"
"No","1994","35-65 y.","higher education","574","0.548827557645506","0.519367604522263","0.57828751076875","2"
"Yes","1994","35-65 y.","in school","","","","","1"
"Yes","1994","35-65 y.","inadequately","84","0.217411788872494","0.176101626741221","0.258721951003767","1"
"Yes","1994","35-65 y.","general elemantary","266","0.238883583626842","0.213593196967763","0.264173970285921","1"
"Yes","1994","35-65 y.","middle vocational","1190","0.344264565556948","0.328187295123034","0.360341835990862","1"
"Yes","1994","35-65 y.","vocational + Abi","49","0.393551698386337","0.305405238513102","0.481698158259572","1"
"Yes","1994","35-65 y.","higher vocational","198","0.408871777338234","0.363091265667734","0.454652289008735","1"
"Yes","1994","35-65 y.","higher education","522","0.451172442354494","0.42171248923125","0.480632395477737","1"
"Yes","1994","66 and older","in school","","","","","1"
"Yes","1994","66 and older","inadequately","","","","","1"
"Yes","1994","66 and older","general elemantary","4","","","","1"
"Yes","1994","66 and older","middle vocational","9","","","","1"
"Yes","1994","66 and older","vocational + Abi","1","","","","1"
"Yes","1994","66 and older","higher vocational","4","","","","1"
"Yes","1994","66 and older","higher education","4","","","","1"
"Yes","1994","16-34 y.","in school","7","","","","1"
"Yes","1994","16-34 y.","inadequately","23","","","","1"
"Yes","1994","16-34 y.","general elemantary","255","0.269922201205285","0.241095644007095","0.298748758403474","1"
"Yes","1994","16-34 y.","middle vocational","838","0.31103666167837","0.292683903700627","0.329389419656113","1"
"Yes","1994","16-34 y.","vocational + Abi","78","0.351593962637098","0.292407509315472","0.410780415958724","1"
"Yes","1994","16-34 y.","higher vocational","85","0.381209710181152","0.316289101455818","0.446130318906487","1"
"Yes","1994","16-34 y.","higher education","170","0.411110956812108","0.363828755417861","0.458393158206354","1"
"No","1995","16-34 y.","in school","283","0.993760495897496","0.98460240768108","1.00291858411391","2"
"No","1995","16-34 y.","general elemantary","625","0.71065591893547","0.68086457620446","0.74044726166648","2"
"No","1995","16-34 y.","middle vocational","1602","0.672561125527907","0.653894975598659","0.691227275457155","2"
"No","1995","16-34 y.","inadequately","94","0.784143504143306","0.710838142317791","0.857448865968822","2"
"No","1995","16-34 y.","vocational + Abi","184","0.700299442295959","0.644931818855254","0.755667065736665","2"
"No","1995","16-34 y.","higher vocational","121","0.572384411000819","0.506099928867945","0.638668893133694","2"
"No","1995","16-34 y.","higher education","240","0.529336659507494","0.481882443959922","0.576790875055065","2"
"No","1995","66 and older","in school","","","","","2"
"No","1995","66 and older","inadequately","38","1","1","1","2"
"No","1995","66 and older","general elemantary","489","0.988352528296247","0.978910201577805","0.99779485501469","2"
"No","1995","66 and older","higher vocational","77","0.940756842259521","0.889659424052171","0.991854260466872","2"
"No","1995","66 and older","higher education","144","0.968368831169682","0.940360935320433","0.996376727018931","2"
"No","1995","66 and older","middle vocational","738","0.984175920979516","0.975226738179655","0.993125103779378","2"
"No","1995","66 and older","vocational + Abi","21","","","","2"
"No","1995","35-65 y.","in school","1","","","","2"
"No","1995","35-65 y.","inadequately","274","0.768243571666499","0.724473289628086","0.812013853704912","2"
"No","1995","35-65 y.","general elemantary","802","0.778699269824321","0.753626043977283","0.80377249567136","2"
"No","1995","35-65 y.","middle vocational","2171","0.660484699076401","0.644503808542567","0.676465589610234","2"
"No","1995","35-65 y.","vocational + Abi","115","0.621997790730765","0.551357839016586","0.692637742444944","2"
"No","1995","35-65 y.","higher vocational","249","0.608779585765204","0.563283110600696","0.654276060929712","2"
"No","1995","35-65 y.","higher education","601","0.556276702704756","0.527411240788519","0.585142164620993","2"
"Yes","1995","35-65 y.","in school","","","","","1"
"Yes","1995","35-65 y.","inadequately","83","0.231756428333501","0.187986146295088","0.275526710371914","1"
"Yes","1995","35-65 y.","general elemantary","251","0.221300730175679","0.19622750432864","0.246373956022717","1"
"Yes","1995","35-65 y.","middle vocational","1202","0.339515300923599","0.323534410389766","0.355496191457433","1"
"Yes","1995","35-65 y.","vocational + Abi","66","0.378002209269235","0.307362257555056","0.448642160983414","1"
"Yes","1995","35-65 y.","higher vocational","193","0.391220414234796","0.345723939070288","0.436716889399304","1"
"Yes","1995","35-65 y.","higher education","537","0.443723297295244","0.414857835379007","0.472588759211482","1"
"Yes","1995","66 and older","in school","","","","","1"
"Yes","1995","66 and older","inadequately","","","","","1"
"Yes","1995","66 and older","general elemantary","7","","","","1"
"Yes","1995","66 and older","middle vocational","9","","","","1"
"Yes","1995","66 and older","vocational + Abi","2","","","","1"
"Yes","1995","66 and older","higher vocational","5","","","","1"
"Yes","1995","66 and older","higher education","6","","","","1"
"Yes","1995","16-34 y.","in school","1","","","","1"
"Yes","1995","16-34 y.","inadequately","27","","","","1"
"Yes","1995","16-34 y.","general elemantary","265","0.28934408106453","0.25955273833352","0.31913542379554","1"
"Yes","1995","16-34 y.","middle vocational","826","0.327438874472093","0.308772724542845","0.346105024401341","1"
"Yes","1995","16-34 y.","vocational + Abi","79","0.299700557704041","0.244332934263335","0.355068181144746","1"
"Yes","1995","16-34 y.","higher vocational","93","0.427615588999181","0.361331106866306","0.493900071132055","1"
"Yes","1995","16-34 y.","higher education","185","0.470663340492506","0.423209124944935","0.518117556040078","1"
"No","1996","16-34 y.","in school","285","0.982332702764526","0.967170459818743","0.997494945710309","2"
"No","1996","16-34 y.","inadequately","85","0.811213195920917","0.738411763878214","0.884014627963619","2"
"No","1996","16-34 y.","general elemantary","577","0.720744766967149","0.689906197261324","0.751583336672974","2"
"No","1996","16-34 y.","middle vocational","1532","0.677889488065838","0.658683583806882","0.697095392324794","2"
"No","1996","16-34 y.","vocational + Abi","186","0.73261258573931","0.678814219713366","0.786410951765253","2"
"No","1996","16-34 y.","higher vocational","132","0.555021016428974","0.489500634817753","0.620541398040195","2"
"No","1996","16-34 y.","higher education","242","0.617776575269427","0.570911703472118","0.664641447066735","2"
"No","1996","66 and older","higher vocational","77","0.982708333020645","0.954143358019732","1.01127330802156","2"
"No","1996","66 and older","higher education","148","0.948054718775909","0.913342048922538","0.98276738862928","2"
"No","1996","66 and older","in school","","","","","2"
"No","1996","66 and older","inadequately","43","1","1","1","2"
"No","1996","66 and older","general elemantary","476","0.995588443919223","0.989653506279654","1.00152338155879","2"
"No","1996","66 and older","middle vocational","763","0.980537129357907","0.970811164196625","0.990263094519189","2"
"No","1996","66 and older","vocational + Abi","20","","","","2"
"No","1996","35-65 y.","in school","","","","","2"
"No","1996","35-65 y.","inadequately","272","0.839270790717541","0.799583760631375","0.878957820803706","2"
"No","1996","35-65 y.","general elemantary","787","0.777976955602053","0.752521521601547","0.803432389602559","2"
"No","1996","35-65 y.","middle vocational","2180","0.661441238718124","0.645358884207731","0.677523593228516","2"
"No","1996","35-65 y.","vocational + Abi","102","0.624606661318292","0.551384922687855","0.697828399948729","2"
"No","1996","35-65 y.","higher vocational","253","0.579091271898336","0.53311712244517","0.625065421351502","2"
"No","1996","35-65 y.","higher education","613","0.536754808999047","0.507859422316291","0.565650195681803","2"
"Yes","1996","35-65 y.","in school","","","","","1"
"Yes","1996","35-65 y.","inadequately","57","0.160729209282459","0.121042179196294","0.200416239368625","1"
"Yes","1996","35-65 y.","general elemantary","237","0.222023044397947","0.196567610397441","0.247478478398453","1"
"Yes","1996","35-65 y.","middle vocational","1146","0.338558761281876","0.322476406771484","0.354641115792269","1"
"Yes","1996","35-65 y.","vocational + Abi","66","0.375393338681708","0.302171600051271","0.448615077312145","1"
"Yes","1996","35-65 y.","higher vocational","190","0.420908728101664","0.374934578648498","0.46688287755483","1"
"Yes","1996","35-65 y.","higher education","531","0.463245191000953","0.434349804318197","0.492140577683709","1"
"Yes","1996","66 and older","in school","","","","","1"
"Yes","1996","66 and older","inadequately","","","","","1"
"Yes","1996","66 and older","general elemantary","3","","","","1"
"Yes","1996","66 and older","middle vocational","12","","","","1"
"Yes","1996","66 and older","vocational + Abi","6","","","","1"
"Yes","1996","66 and older","higher vocational","3","","","","1"
"Yes","1996","66 and older","higher education","9","","","","1"
"Yes","1996","16-34 y.","in school","5","","","","1"
"Yes","1996","16-34 y.","inadequately","26","","","","1"
"Yes","1996","16-34 y.","general elemantary","236","0.279255233032851","0.248416663327026","0.310093802738676","1"
"Yes","1996","16-34 y.","middle vocational","742","0.322110511934162","0.302904607675206","0.341316416193118","1"
"Yes","1996","16-34 y.","vocational + Abi","74","0.26738741426069","0.213589048234747","0.321185780286634","1"
"Yes","1996","16-34 y.","higher vocational","89","0.444978983571026","0.379458601959805","0.510499365182247","1"
"Yes","1996","16-34 y.","higher education","171","0.382223424730573","0.335358552933265","0.429088296527882","1"
"No","1997","16-34 y.","in school","310","0.984291826797466","0.970538490989242","0.998045162605689","2"
"No","1997","16-34 y.","vocational + Abi","170","0.633457579818528","0.573964190567246","0.69295096906981","2"
"No","1997","16-34 y.","inadequately","73","0.85047959711573","0.777212400638088","0.923746793593372","2"
"No","1997","16-34 y.","general elemantary","592","0.715543010904405","0.684776075209855","0.746309946598955","2"
"No","1997","16-34 y.","middle vocational","1434","0.673216801851082","0.653363029716566","0.693070573985598","2"
"No","1997","16-34 y.","higher vocational","125","0.588937442606921","0.522860972812141","0.655013912401702","2"
"No","1997","16-34 y.","higher education","215","0.568605703917821","0.519004580918832","0.618206826916809","2"
"No","1997","66 and older","higher vocational","80","0.991257129336625","0.971107764819857","1.01140649385339","2"
"No","1997","66 and older","higher education","153","0.918629497262075","0.876657659864013","0.960601334660137","2"
"No","1997","66 and older","in school","","","","","2"
"No","1997","66 and older","inadequately","46","1","1","1","2"
"No","1997","66 and older","general elemantary","472","0.993461847560907","0.986221694752783","1.00070200036903","2"
"No","1997","66 and older","middle vocational","790","0.993301590162769","0.987645697944365","0.998957482381174","2"
"No","1997","66 and older","vocational + Abi","22","","","","2"
"No","1997","35-65 y.","in school","","","","","2"
"No","1997","35-65 y.","inadequately","245","0.763544908780257","0.716696356234607","0.810393461325906","2"
"No","1997","35-65 y.","general elemantary","730","0.785185541292796","0.759178961646089","0.811192120939502","2"
"No","1997","35-65 y.","middle vocational","2141","0.672693483037585","0.656684009245524","0.688702956829647","2"
"No","1997","35-65 y.","vocational + Abi","100","0.594383558572717","0.519689644767237","0.669077472378197","2"
"No","1997","35-65 y.","higher vocational","249","0.576638192810549","0.530783034009558","0.62249335161154","2"
"No","1997","35-65 y.","higher education","637","0.574589387723493","0.546039473249889","0.603139302197097","2"
"Yes","1997","35-65 y.","in school","","","","","1"
"Yes","1997","35-65 y.","inadequately","71","0.236455091219743","0.189606538674094","0.283303643765393","1"
"Yes","1997","35-65 y.","general elemantary","228","0.214814458707204","0.188807879060498","0.240821038353911","1"
"Yes","1997","35-65 y.","middle vocational","1159","0.327306516962415","0.311297043170353","0.343315990754476","1"
"Yes","1997","35-65 y.","vocational + Abi","66","0.405616441427283","0.330922527621803","0.480310355232763","1"
"Yes","1997","35-65 y.","higher vocational","197","0.423361807189451","0.37750664838846","0.469216965990442","1"
"Yes","1997","35-65 y.","higher education","515","0.425410612276507","0.396860697802903","0.453960526750111","1"
"Yes","1997","66 and older","in school","","","","","1"
"Yes","1997","66 and older","inadequately","","","","","1"
"Yes","1997","66 and older","general elemantary","4","","","","1"
"Yes","1997","66 and older","middle vocational","9","","","","1"
"Yes","1997","66 and older","vocational + Abi","3","","","","1"
"Yes","1997","66 and older","higher vocational","2","","","","1"
"Yes","1997","66 and older","higher education","10","","","","1"
"Yes","1997","16-34 y.","general elemantary","234","0.284456989095595","0.253690053401045","0.315223924790145","1"
"Yes","1997","16-34 y.","middle vocational","710","0.326783198148918","0.306929426014402","0.346636970283434","1"
"Yes","1997","16-34 y.","vocational + Abi","82","0.366542420181472","0.30704903093019","0.426035809432755","1"
"Yes","1997","16-34 y.","higher vocational","88","0.411062557393079","0.344986087598298","0.477139027187859","1"
"Yes","1997","16-34 y.","higher education","168","0.431394296082179","0.381793173083191","0.480995419081168","1"
"Yes","1997","16-34 y.","in school","4","","","","1"
"Yes","1997","16-34 y.","inadequately","18","","","","1"
"No","1998","16-34 y.","in school","319","0.975933866601854","0.959323180586119","0.992544552617588","2"
"No","1998","16-34 y.","inadequately","65","0.836402655902342","0.756822484377595","0.915982827427089","2"
"No","1998","16-34 y.","general elemantary","620","0.748029209739544","0.718860468454192","0.777197951024897","2"
"No","1998","16-34 y.","middle vocational","1469","0.676893892313702","0.657334074530607","0.696453710096796","2"
"No","1998","16-34 y.","vocational + Abi","184","0.691594227696454","0.636810233027576","0.746378222365332","2"
"No","1998","16-34 y.","higher vocational","146","0.667366561858331","0.60686935773137","0.727863765985292","2"
"No","1998","16-34 y.","higher education","247","0.568531786127423","0.521444310891439","0.615619261363406","2"
"No","1998","66 and older","higher vocational","82","1","1","1","2"
"No","1998","66 and older","higher education","176","0.974099490858464","0.951086219681681","0.997112762035248","2"
"No","1998","66 and older","in school","","","","","2"
"No","1998","66 and older","inadequately","50","1","1","1","2"
"No","1998","66 and older","general elemantary","560","0.992786794475153","0.985815201483567","0.99975838746674","2"
"No","1998","66 and older","middle vocational","869","0.990268507701009","0.983782567196678","0.996754448205341","2"
"No","1998","66 and older","vocational + Abi","24","","","","2"
"No","1998","35-65 y.","in school","2","","","","2"
"No","1998","35-65 y.","inadequately","229","0.764760865282263","0.716523066570776","0.81299866399375","2"
"No","1998","35-65 y.","general elemantary","799","0.783447971721821","0.758293471859212","0.808602471584431","2"
"No","1998","35-65 y.","middle vocational","2313","0.649527766110138","0.63408734657613","0.664968185644146","2"
"No","1998","35-65 y.","vocational + Abi","108","0.599859536110062","0.529826946491811","0.669892125728313","2"
"No","1998","35-65 y.","higher vocational","276","0.573232397195696","0.529168135731339","0.617296658660053","2"
"No","1998","35-65 y.","higher education","689","0.541614567208796","0.514445332456951","0.568783801960641","2"
"Yes","1998","35-65 y.","in school","","","","","1"
"Yes","1998","35-65 y.","inadequately","68","0.235239134717737","0.18700133600625","0.283476933429224","1"
"Yes","1998","35-65 y.","general elemantary","231","0.216552028278179","0.191397528415569","0.241706528140788","1"
"Yes","1998","35-65 y.","middle vocational","1355","0.350472233889862","0.335031814355854","0.36591265342387","1"
"Yes","1998","35-65 y.","vocational + Abi","80","0.400140463889938","0.330107874271687","0.470173053508189","1"
"Yes","1998","35-65 y.","higher vocational","208","0.426767602804304","0.382703341339947","0.470831864268661","1"
"Yes","1998","35-65 y.","higher education","603","0.458385432791204","0.431216198039359","0.485554667543049","1"
"Yes","1998","66 and older","in school","","","","","1"
"Yes","1998","66 and older","inadequately","","","","","1"
"Yes","1998","66 and older","general elemantary","6","","","","1"
"Yes","1998","66 and older","middle vocational","11","","","","1"
"Yes","1998","66 and older","vocational + Abi","6","","","","1"
"Yes","1998","66 and older","higher vocational","","","","","1"
"Yes","1998","66 and older","higher education","7","","","","1"
"Yes","1998","16-34 y.","general elemantary","231","0.251970790260456","0.222802048975103","0.281139531545809","1"
"Yes","1998","16-34 y.","middle vocational","727","0.323106107686298","0.303546289903204","0.342665925469393","1"
"Yes","1998","16-34 y.","vocational + Abi","89","0.308405772303546","0.253621777634668","0.363189766972424","1"
"Yes","1998","16-34 y.","higher vocational","87","0.332633438141669","0.272136234014708","0.39313064226863","1"
"Yes","1998","16-34 y.","higher education","178","0.431468213872577","0.384380738636593","0.478555689108561","1"
"Yes","1998","16-34 y.","in school","8","","","","1"
"Yes","1998","16-34 y.","inadequately","18","","","","1"
"No","1999","16-34 y.","in school","271","0.877123602171569","0.840340190121784","0.913907014221355","2"
"No","1999","16-34 y.","inadequately","54","0.681867985733213","0.57715630447341","0.786579666993016","2"
"No","1999","16-34 y.","general elemantary","581","0.689420209612931","0.658220659055663","0.720619760170198","2"
"No","1999","16-34 y.","middle vocational","1349","0.620452819735525","0.599795811316425","0.641109828154625","2"
"No","1999","16-34 y.","vocational + Abi","173","0.661206893316843","0.603115208851858","0.719298577781828","2"
"No","1999","16-34 y.","higher vocational","135","0.71465130614383","0.654006539441597","0.775296072846062","2"
"No","1999","16-34 y.","higher education","218","0.574896757361823","0.526389828194704","0.623403686528941","2"
"No","1999","66 and older","in school","","","","","2"
"No","1999","66 and older","inadequately","58","1","1","1","2"
"No","1999","66 and older","general elemantary","547","0.983765912436927","0.973280372017675","0.994251452856178","2"
"No","1999","66 and older","middle vocational","841","0.973914832737499","0.96326840726421","0.984561258210788","2"
"No","1999","66 and older","vocational + Abi","26","","","","2"
"No","1999","66 and older","higher vocational","84","0.993236554064166","0.975812508952563","1.01066059917577","2"
"No","1999","66 and older","higher education","188","0.9547576168176","0.925735152850699","0.983780080784502","2"
"No","1999","35-65 y.","in school","2","","","","2"
"No","1999","35-65 y.","inadequately","221","0.786037594088137","0.737655579822521","0.834419608353753","2"
"No","1999","35-65 y.","general elemantary","720","0.762360470430978","0.735251524698054","0.789469416163901","2"
"No","1999","35-65 y.","middle vocational","2338","0.6490927176072","0.633687739652111","0.664497695562289","2"
"No","1999","35-65 y.","vocational + Abi","116","0.608543089136934","0.5414021020632","0.675684076210669","2"
"No","1999","35-65 y.","higher vocational","284","0.587195425205648","0.543779586108694","0.630611264302603","2"
"No","1999","35-65 y.","higher education","719","0.559934469165097","0.533043556284134","0.58682538204606","2"
"Yes","1999","35-65 y.","in school","","","","","1"
"Yes","1999","35-65 y.","inadequately","55","0.213962405911863","0.165580391646247","0.262344420177479","1"
"Yes","1999","35-65 y.","general elemantary","227","0.237639529569022","0.210530583836099","0.264748475301946","1"
"Yes","1999","35-65 y.","middle vocational","1349","0.3509072823928","0.335502304437711","0.366312260347889","1"
"Yes","1999","35-65 y.","vocational + Abi","87","0.391456910863066","0.324315923789331","0.4585978979368","1"
"Yes","1999","35-65 y.","higher vocational","210","0.412804574794352","0.369388735697397","0.456220413891306","1"
"Yes","1999","35-65 y.","higher education","590","0.440065530834903","0.41317461795394","0.466956443715866","1"
"Yes","1999","66 and older","in school","","","","","1"
"Yes","1999","66 and older","inadequately","","","","","1"
"Yes","1999","66 and older","general elemantary","11","","","","1"
"Yes","1999","66 and older","middle vocational","20","","","","1"
"Yes","1999","66 and older","vocational + Abi","3","","","","1"
"Yes","1999","66 and older","higher vocational","1","","","","1"
"Yes","1999","66 and older","higher education","9","","","","1"
"Yes","1999","16-34 y.","general elemantary","264","0.310579790387069","0.279380239829802","0.341779340944337","1"
"Yes","1999","16-34 y.","middle vocational","771","0.379547180264475","0.358890171845375","0.400204188683575","1"
"Yes","1999","16-34 y.","vocational + Abi","82","0.338793106683157","0.280701422218172","0.396884791148142","1"
"Yes","1999","16-34 y.","higher vocational","78","0.28534869385617","0.224703927153938","0.345993460558403","1"
"Yes","1999","16-34 y.","higher education","181","0.425103242638178","0.376596313471059","0.473610171805296","1"
"Yes","1999","16-34 y.","in school","35","0.122876397828431","0.0860929857786454","0.159659809878217","1"
"Yes","1999","16-34 y.","inadequately","22","","","","1"
"No","2000","16-34 y.","in school","446","0.93662781839915","0.914855312941605","0.958400323856694","2"
"No","2000","16-34 y.","inadequately","65","0.728672160047736","0.637315405664255","0.820028914431217","2"
"No","2000","16-34 y.","general elemantary","860","0.701073875591834","0.675226384436971","0.726921366746697","2"
"No","2000","16-34 y.","middle vocational","2225","0.649722720452561","0.633708544295092","0.665736896610031","2"
"No","2000","16-34 y.","vocational + Abi","324","0.662933332618411","0.621499422416903","0.70436724281992","2"
"No","2000","16-34 y.","higher vocational","257","0.632542682072962","0.585472710480144","0.679612653665779","2"
"No","2000","16-34 y.","higher education","438","0.586714375762802","0.55125937481816","0.622169376707444","2"
"No","2000","66 and older","in school","2","","","","2"
"No","2000","66 and older","inadequately","60","0.953430245257565","0.901397797836856","1.00546269267827","2"
"No","2000","66 and older","general elemantary","918","0.992793263505768","0.987342266331246","0.99824426068029","2"
"No","2000","66 and older","middle vocational","1828","0.976935330684564","0.970126344448615","0.983744316920513","2"
"No","2000","66 and older","vocational + Abi","94","0.937574557386711","0.890157804183687","0.984991310589736","2"
"No","2000","66 and older","higher vocational","234","0.968206354221283","0.946055335728113","0.990357372714453","2"
"No","2000","66 and older","higher education","395","0.928928644365555","0.904326126451824","0.953531162279285","2"
"No","2000","35-65 y.","in school","7","","","","2"
"No","2000","35-65 y.","inadequately","196","0.842838187968647","0.796005432086528","0.889670943850766","2"
"No","2000","35-65 y.","general elemantary","1021","0.756594842175074","0.733470747143878","0.77971893720627","2"
"No","2000","35-65 y.","middle vocational","4655","0.65311569889468","0.642078350474249","0.664153047315111","2"
"No","2000","35-65 y.","vocational + Abi","308","0.647002057863103","0.604730693764509","0.689273421961698","2"
"No","2000","35-65 y.","higher vocational","697","0.602226068738877","0.574323943287022","0.630128194190732","2"
"No","2000","35-65 y.","higher education","1403","0.541282242804174","0.521976006651106","0.560588478957241","2"
"Yes","2000","35-65 y.","in school","","","","","1"
"Yes","2000","35-65 y.","inadequately","36","0.157161812031353","0.110329056149234","0.203994567913472","1"
"Yes","2000","35-65 y.","general elemantary","302","0.243405157824926","0.22028106279373","0.266529252856122","1"
"Yes","2000","35-65 y.","middle vocational","2489","0.34688430110532","0.335846952684889","0.357921649525751","1"
"Yes","2000","35-65 y.","vocational + Abi","183","0.352997942136897","0.310726578038303","0.395269306235491","1"
"Yes","2000","35-65 y.","higher vocational","485","0.397773931261123","0.369871805809268","0.425676056712978","1"
"Yes","2000","35-65 y.","higher education","1156","0.458717757195826","0.439411521042759","0.478023993348894","1"
"Yes","2000","66 and older","in school","","","","","1"
"Yes","2000","66 and older","inadequately","3","","","","1"
"Yes","2000","66 and older","general elemantary","7","","","","1"
"Yes","2000","66 and older","middle vocational","39","0.0230646693154359","0.016255683079487","0.0298736555513847","1"
"Yes","2000","66 and older","vocational + Abi","6","","","","1"
"Yes","2000","66 and older","higher vocational","7","","","","1"
"Yes","2000","66 and older","higher education","24","","","","1"
"Yes","2000","16-34 y.","general elemantary","345","0.298926124408166","0.273078633253303","0.324773615563029","1"
"Yes","2000","16-34 y.","middle vocational","1184","0.350277279547439","0.334263103389969","0.366291455704908","1"
"Yes","2000","16-34 y.","in school","35","0.0633721816008503","0.0415996761433063","0.0851446870583943","1"
"Yes","2000","16-34 y.","inadequately","26","","","","1"
"Yes","2000","16-34 y.","vocational + Abi","176","0.337066667381589","0.29563275718008","0.378500577583098","1"
"Yes","2000","16-34 y.","higher vocational","146","0.367457317927038","0.320387346334221","0.414527289519856","1"
"Yes","2000","16-34 y.","higher education","303","0.413285624237198","0.377830623292556","0.44874062518184","1"
"No","2001","16-34 y.","in school","484","0.894780664328182","0.868901080735564","0.9206602479208","2"
"No","2001","16-34 y.","inadequately","39","0.605893999240713","0.490594241420667","0.72119375706076","2"
"No","2001","16-34 y.","general elemantary","765","0.698735827118619","0.671523416131524","0.725948238105714","2"
"No","2001","16-34 y.","middle vocational","1897","0.640015050808416","0.622620131394529","0.657409970222304","2"
"No","2001","16-34 y.","vocational + Abi","302","0.669324574561949","0.625465819283397","0.713183329840501","2"
"No","2001","16-34 y.","higher vocational","194","0.552059585230754","0.497143962164269","0.60697520829724","2"
"No","2001","16-34 y.","higher education","362","0.576390395253965","0.537305840187219","0.615474950320712","2"
"No","2001","66 and older","in school","","","","","2"
"No","2001","66 and older","inadequately","55","0.988850381984211","0.96134932634479","1.01635143762363","2"
"No","2001","66 and older","general elemantary","814","0.993076634109769","0.987397839466848","0.998755428752691","2"
"No","2001","66 and older","middle vocational","1742","0.969398235028406","0.961417051993199","0.977379418063614","2"
"No","2001","66 and older","vocational + Abi","98","0.942036148244459","0.896908585239341","0.987163711249577","2"
"No","2001","66 and older","higher vocational","223","0.970932003400214","0.949173335263234","0.992690671537195","2"
"No","2001","66 and older","higher education","398","0.927956669258909","0.903258328207585","0.952655010310233","2"
"No","2001","35-65 y.","in school","1","","","","2"
"No","2001","35-65 y.","inadequately","147","0.849489542930887","0.79636003143613","0.902619054425644","2"
"No","2001","35-65 y.","general elemantary","823","0.725008993137952","0.698835714318374","0.75118227195753","2"
"No","2001","35-65 y.","middle vocational","4290","0.651854786229017","0.640328600276086","0.663380972181948","2"
"No","2001","35-65 y.","vocational + Abi","304","0.629450648528378","0.587453470785838","0.671447826270918","2"
"No","2001","35-65 y.","higher vocational","635","0.59423429781357","0.565070056975929","0.62339853865121","2"
"No","2001","35-65 y.","higher education","1364","0.554887853308151","0.535172637592378","0.574603069023924","2"
"Yes","2001","35-65 y.","in school","","","","","1"
"Yes","2001","35-65 y.","inadequately","27","","","","1"
"Yes","2001","35-65 y.","general elemantary","295","0.274991006862048","0.24881772804247","0.301164285681626","1"
"Yes","2001","35-65 y.","middle vocational","2272","0.348145213770983","0.336619027818052","0.359671399723914","1"
"Yes","2001","35-65 y.","vocational + Abi","204","0.370549351471622","0.328552173729082","0.412546529214162","1"
"Yes","2001","35-65 y.","higher vocational","454","0.405765702186431","0.37660146134879","0.434929943024072","1"
"Yes","2001","35-65 y.","higher education","1077","0.445112146691849","0.425396930976076","0.464827362407622","1"
"Yes","2001","66 and older","in school","","","","","1"
"Yes","2001","66 and older","inadequately","1","","","","1"
"Yes","2001","66 and older","general elemantary","5","","","","1"
"Yes","2001","66 and older","middle vocational","47","0.0306017649715936","0.0226205819363864","0.0385829480068007","1"
"Yes","2001","66 and older","vocational + Abi","5","","","","1"
"Yes","2001","66 and older","higher vocational","6","","","","1"
