"ple0044_h","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2003","16-34 y.","indirect migration background","195","0.299132248579698","0.262944614541767","0.33531988261763","1"
"Yes","2003","35-65 y.","no migration background","4092","0.371655937915519","0.362459035567101","0.380852840263937","1"
"No","2004","16-34 y.","no migration background","2900","0.668567427320254","0.654373422927105","0.682761431713403","2"
"No","2004","35-65 y.","indirect migration background","97","0.714556348075968","0.64204042288955","0.787072273262386","2"
"No","2004","66 and older","no migration background","3289","0.968158030620795","0.962269243928587","0.974046817313003","2"
"No","2004","66 and older","direct migration background","350","0.965330438566968","0.946536856126544","0.984124021007392","2"
"No","2004","66 and older","indirect migration background","11","","","","2"
"No","2004","16-34 y.","direct migration background","411","0.659293721678077","0.621744415364347","0.696843027991807","2"
"No","2004","16-34 y.","indirect migration background","435","0.72011300737602","0.684944607400195","0.755281407351845","2"
"No","2004","35-65 y.","no migration background","6164","0.62291339248086","0.6135152497332","0.63231153522852","2"
"No","2004","35-65 y.","direct migration background","1023","0.68774775384576","0.664327502651907","0.711168005039612","2"
"Yes","2004","35-65 y.","direct migration background","481","0.31225224615424","0.288831994960388","0.335672497348093","1"
"Yes","2004","35-65 y.","indirect migration background","52","0.285443651924032","0.212927726737614","0.35795957711045","1"
"Yes","2004","66 and older","no migration background","126","0.0318419693792047","0.0259531826869969","0.0377307560714125","1"
"Yes","2004","66 and older","direct migration background","14","","","","1"
"Yes","2004","66 and older","indirect migration background","1","","","","1"
"Yes","2004","16-34 y.","no migration background","1325","0.331432572679746","0.317238568286597","0.345626577072895","1"
"Yes","2004","16-34 y.","direct migration background","201","0.340706278321923","0.303156972008193","0.378255584635653","1"
"Yes","2004","16-34 y.","indirect migration background","191","0.27988699262398","0.244718592648155","0.315055392599805","1"
"Yes","2004","35-65 y.","no migration background","4052","0.37708660751914","0.36768846477148","0.3864847502668","1"
"No","2005","16-34 y.","no migration background","2763","0.66196134282616","0.64735112219676","0.67657156345556","2"
"No","2005","35-65 y.","indirect migration background","95","0.709647757024557","0.637955584624794","0.781339929424321","2"
"No","2005","66 and older","no migration background","3304","0.970474570916607","0.96479891850406","0.976150223329154","2"
"No","2005","66 and older","direct migration background","360","0.970508055536652","0.953292842073812","0.987723268999491","2"
"No","2005","66 and older","indirect migration background","12","","","","2"
"No","2005","16-34 y.","direct migration background","361","0.686301455326851","0.646071333028309","0.726531577625393","2"
"No","2005","16-34 y.","indirect migration background","473","0.73316636799143","0.699032163583913","0.767300572398946","2"
"No","2005","35-65 y.","no migration background","5861","0.621676219813945","0.612035564241696","0.631316875386195","2"
"No","2005","35-65 y.","direct migration background","944","0.648102932539235","0.623394115272626","0.672811749805845","2"
"Yes","2005","35-65 y.","direct migration background","491","0.351897067460765","0.327188250194155","0.376605884727374","1"
"Yes","2005","35-65 y.","indirect migration background","59","0.290352242975443","0.218660070575679","0.362044415375206","1"
"Yes","2005","66 and older","no migration background","113","0.0295254290833933","0.0238497766708462","0.0352010814959404","1"
"Yes","2005","66 and older","direct migration background","11","","","","1"
"Yes","2005","66 and older","indirect migration background","","","","","1"
"Yes","2005","35-65 y.","no migration background","3860","0.378323780186055","0.368683124613805","0.387964435758304","1"
"Yes","2005","16-34 y.","no migration background","1264","0.33803865717384","0.32342843654444","0.35264887780324","1"
"Yes","2005","16-34 y.","direct migration background","150","0.313698544673149","0.273468422374607","0.353928666971691","1"
"Yes","2005","16-34 y.","indirect migration background","172","0.26683363200857","0.232699427601054","0.300967836416087","1"
"No","2006","35-65 y.","indirect migration background","123","0.751245583408805","0.688268119218166","0.814223047599444","2"
"No","2006","66 and older","no migration background","3901","0.967283961449317","0.961813354907027","0.972754567991607","2"
"No","2006","66 and older","direct migration background","377","0.964648348300437","0.946390853602136","0.982905842998738","2"
"No","2006","66 and older","indirect migration background","12","","","","2"
"No","2006","16-34 y.","no migration background","2623","0.668250640406838","0.65333906797405","0.683162212839627","2"
"No","2006","16-34 y.","direct migration background","354","0.662049623587073","0.621588291375252","0.702510955798894","2"
"No","2006","16-34 y.","indirect migration background","428","0.727473963013436","0.692023288207426","0.762924637819446","2"
"No","2006","35-65 y.","no migration background","6275","0.607385203756588","0.59805183902527","0.616718568487907","2"
"No","2006","35-65 y.","direct migration background","925","0.659888908691995","0.635169937236187","0.684607880147803","2"
"Yes","2006","16-34 y.","no migration background","1207","0.331749359593162","0.316837787160373","0.34666093202595","1"
"Yes","2006","16-34 y.","direct migration background","171","0.337950376412927","0.297489044201106","0.378411708624748","1"
"Yes","2006","16-34 y.","indirect migration background","178","0.272526036986564","0.237075362180554","0.307976711792574","1"
"Yes","2006","35-65 y.","direct migration background","486","0.340111091308005","0.315392119852197","0.364830062763813","1"
"Yes","2006","35-65 y.","indirect migration background","58","0.248754416591195","0.185776952400556","0.311731880781834","1"
"Yes","2006","66 and older","no migration background","161","0.0327160385506833","0.0272454320083932","0.0381866450929733","1"
"Yes","2006","66 and older","direct migration background","16","","","","1"
"Yes","2006","66 and older","indirect migration background","1","","","","1"
"Yes","2006","35-65 y.","no migration background","4241","0.392614796243412","0.383281431512093","0.40194816097473","1"
"No","2007","35-65 y.","indirect migration background","119","0.695540291798815","0.629407374818652","0.761673208778978","2"
"No","2007","66 and older","no migration background","3835","0.963392539925864","0.95756184436185","0.969223235489877","2"
"No","2007","66 and older","direct migration background","367","0.958026938706302","0.937865084217599","0.978188793195005","2"
"No","2007","66 and older","indirect migration background","10","","","","2"
"No","2007","16-34 y.","no migration background","2445","0.668120460720608","0.652636997297672","0.683603924143544","2"
"No","2007","16-34 y.","direct migration background","275","0.604643507360764","0.558538260452384","0.650748754269144","2"
"No","2007","16-34 y.","indirect migration background","398","0.695934090042184","0.658136868222815","0.733731311861553","2"
"No","2007","35-65 y.","no migration background","5803","0.617680212607768","0.60800403468301","0.627356390532525","2"
"No","2007","35-65 y.","direct migration background","820","0.656676657969356","0.630438386214682","0.68291492972403","2"
"Yes","2007","16-34 y.","no migration background","1108","0.331879539279392","0.316396075856456","0.347363002702328","1"
"Yes","2007","16-34 y.","direct migration background","157","0.395356492639236","0.349251245730856","0.441461739547616","1"
"Yes","2007","16-34 y.","indirect migration background","171","0.304065909957816","0.266268688138447","0.341863131777185","1"
"Yes","2007","35-65 y.","direct migration background","438","0.343323342030644","0.31708507027597","0.369561613785318","1"
"Yes","2007","35-65 y.","indirect migration background","67","0.304459708201185","0.238326791221022","0.370592625181348","1"
"Yes","2007","66 and older","no migration background","150","0.0366074600741364","0.0307767645101231","0.0424381556381497","1"
"Yes","2007","66 and older","direct migration background","13","","","","1"
"Yes","2007","66 and older","indirect migration background","1","","","","1"
"Yes","2007","35-65 y.","no migration background","3886","0.382319787392232","0.372643609467475","0.39199596531699","1"
"No","2008","35-65 y.","indirect migration background","127","0.718077941859003","0.653417012758851","0.782738870959155","2"
"No","2008","66 and older","no migration background","3803","0.965131886997999","0.959419031692085","0.970844742303913","2"
"No","2008","66 and older","direct migration background","357","0.940867396766493","0.916994222612125","0.96474057092086","2"
"No","2008","66 and older","indirect migration background","10","","","","2"
"No","2008","16-34 y.","no migration background","2351","0.703563082580674","0.688125940468301","0.719000224693047","2"
"No","2008","16-34 y.","direct migration background","228","0.617212253994952","0.566720625839547","0.667703882150357","2"
"No","2008","16-34 y.","indirect migration background","386","0.666431980985032","0.627206189324459","0.705657772645606","2"
"No","2008","35-65 y.","no migration background","5581","0.619407579732605","0.609435660600643","0.629379498864567","2"
"No","2008","35-65 y.","direct migration background","722","0.652852257409977","0.6250705988795","0.680633915940455","2"
"Yes","2008","16-34 y.","no migration background","1011","0.296436917419326","0.280999775306953","0.311874059531699","1"
"Yes","2008","16-34 y.","direct migration background","128","0.382787746005048","0.332296117849643","0.433279374160453","1"
"Yes","2008","16-34 y.","indirect migration background","169","0.333568019014968","0.294342227354394","0.372793810675541","1"
"Yes","2008","35-65 y.","direct migration background","406","0.347147742590023","0.319366084059545","0.3749294011205","1"
"Yes","2008","35-65 y.","indirect migration background","59","0.281922058140997","0.217261129040845","0.346582987241149","1"
"Yes","2008","66 and older","no migration background","158","0.0348681130020013","0.029155257696087","0.0405809683079155","1"
"Yes","2008","66 and older","direct migration background","18","","","","1"
"Yes","2008","35-65 y.","no migration background","3526","0.380592420267395","0.370620501135433","0.390564339399357","1"
"Yes","2008","66 and older","indirect migration background","1","","","","1"
"No","2009","35-65 y.","indirect migration background","121","0.688742698213659","0.621842491834701","0.755642904592618","2"
"No","2009","66 and older","no migration background","3683","0.959230627293645","0.952985612307491","0.965475642279798","2"
"No","2009","66 and older","direct migration background","328","0.969647854827814","0.951358791792765","0.987936917862862","2"
"No","2009","66 and older","indirect migration background","5","","","","2"
"No","2009","16-34 y.","no migration background","2191","0.702085138157057","0.6860400472815","0.718130229032614","2"
"No","2009","16-34 y.","direct migration background","190","0.65201053723035","0.596997933411259","0.707023141049441","2"
"No","2009","16-34 y.","indirect migration background","353","0.704554939743532","0.664683685545685","0.744426193941379","2"
"No","2009","35-65 y.","no migration background","5300","0.63508846967757","0.624821100660368","0.645355838694772","2"
"No","2009","35-65 y.","direct migration background","632","0.622990767148744","0.592968198225731","0.653013336071756","2"
"Yes","2009","16-34 y.","no migration background","930","0.297914861842943","0.281869770967386","0.3139599527185","1"
"Yes","2009","16-34 y.","direct migration background","98","0.34798946276965","0.292976858950559","0.403002066588741","1"
"Yes","2009","16-34 y.","indirect migration background","150","0.295445060256468","0.255573806058621","0.335316314454315","1"
"Yes","2009","35-65 y.","direct migration background","369","0.377009232851256","0.346986663928244","0.407031801774269","1"
"Yes","2009","35-65 y.","indirect migration background","63","0.311257301786341","0.244357095407382","0.378157508165299","1"
"Yes","2009","66 and older","no migration background","169","0.0407693727063554","0.0345243577202023","0.0470143876925086","1"
"Yes","2009","66 and older","direct migration background","10","","","","1"
"Yes","2009","35-65 y.","no migration background","3145","0.36491153032243","0.354644161305228","0.375178899339632","1"
"Yes","2009","66 and older","indirect migration background","1","","","","1"
"No","2010","35-65 y.","indirect migration background","248","0.687261627988121","0.640587080101694","0.733936175874548","2"
"No","2010","66 and older","no migration background","3572","0.965135833618826","0.959256932536368","0.971014734701284","2"
"No","2010","66 and older","direct migration background","303","0.934862177659197","0.907782520483062","0.961941834835332","2"
"No","2010","66 and older","indirect migration background","6","","","","2"
"No","2010","16-34 y.","no migration background","3446","0.70160541664914","0.688708324998005","0.714502508300275","2"
"No","2010","16-34 y.","direct migration background","671","0.693859604944411","0.66411016789934","0.723609041989482","2"
"No","2010","16-34 y.","indirect migration background","545","0.6956483664752","0.662695751384759","0.72860098156564","2"
"No","2010","35-65 y.","no migration background","7007","0.624115063873487","0.615147732922735","0.633082394824239","2"
"No","2010","35-65 y.","direct migration background","1043","0.647408477977051","0.624178621193322","0.670638334760781","2"
"Yes","2010","16-34 y.","no migration background","1389","0.29839458335086","0.285497491699725","0.311291675001995","1"
"Yes","2010","16-34 y.","direct migration background","251","0.306140395055589","0.276390958010519","0.33588983210066","1"
"Yes","2010","16-34 y.","indirect migration background","204","0.3043516335248","0.27139901843436","0.337304248615241","1"
"Yes","2010","35-65 y.","direct migration background","582","0.352591522022949","0.329361665239219","0.375821378806678","1"
"Yes","2010","35-65 y.","indirect migration background","131","0.312738372011879","0.266063824125452","0.359412919898306","1"
"Yes","2010","66 and older","no migration background","168","0.0348641663811737","0.0289852652987157","0.0407430674636317","1"
"Yes","2010","66 and older","direct migration background","16","","","","1"
"Yes","2010","66 and older","indirect migration background","","","","","1"
"Yes","2010","35-65 y.","no migration background","4200","0.375884936126513","0.366917605175761","0.384852267077265","1"
"No","2011","35-65 y.","indirect migration background","261","0.731701580377593","0.686676688885104","0.776726471870083","2"
"No","2011","66 and older","no migration background","4546","0.982089747726886","0.97827245044294","0.985907045010831","2"
"No","2011","66 and older","direct migration background","401","0.973898197817602","0.958484061048307","0.989312334586896","2"
"No","2011","66 and older","indirect migration background","6","","","","2"
"No","2011","16-34 y.","no migration background","2693","0.763707697890631","0.749676218933103","0.777739176848158","2"
"No","2011","16-34 y.","direct migration background","562","0.734786507348141","0.703626374836489","0.765946639859793","2"
"No","2011","16-34 y.","indirect migration background","450","0.782739827721595","0.749033383148405","0.816446272294785","2"
"No","2011","35-65 y.","no migration background","6179","0.682486931330175","0.67297625608186","0.69199760657849","2"
"No","2011","35-65 y.","direct migration background","1041","0.687772307964412","0.664665396443967","0.710879219484858","2"
"Yes","2011","66 and older","direct migration background","10","","","","1"
"Yes","2011","16-34 y.","no migration background","828","0.23629230210937","0.222260823151842","0.250323781066897","1"
"Yes","2011","16-34 y.","direct migration background","209","0.265213492651859","0.234053360140207","0.296373625163511","1"
"Yes","2011","16-34 y.","indirect migration background","125","0.217260172278405","0.183553727705215","0.250966616851595","1"
"Yes","2011","35-65 y.","direct migration background","504","0.312227692035588","0.289120780515142","0.335334603556033","1"
"Yes","2011","35-65 y.","indirect migration background","111","0.268298419622407","0.223273528129917","0.313323311114896","1"
"Yes","2011","66 and older","no migration background","91","0.0179102522731141","0.0140929549891687","0.0217275495570595","1"
"Yes","2011","66 and older","indirect migration background","","","","","1"
"Yes","2011","35-65 y.","no migration background","3024","0.317513068669825","0.308002393421511","0.32702374391814","1"
"No","2012","35-65 y.","indirect migration background","346","0.669220370269343","0.629277576241497","0.709163164297189","2"
"No","2012","66 and older","no migration background","4602","0.955886606990973","0.950091881579192","0.961681332402754","2"
"No","2012","66 and older","direct migration background","393","0.960815192366009","0.942033490045409","0.979596894686608","2"
"No","2012","66 and older","indirect migration background","6","","","","2"
"No","2012","16-34 y.","no migration background","3487","0.719671878495704","0.706974571218091","0.732369185773316","2"
"No","2012","16-34 y.","direct migration background","524","0.654856621820784","0.621056818016826","0.688656425624742","2"
"No","2012","16-34 y.","indirect migration background","557","0.754725581508174","0.723450276894121","0.786000886122228","2"
"No","2012","35-65 y.","no migration background","8748","0.646903967370442","0.638838592831108","0.654969341909776","2"
"No","2012","35-65 y.","direct migration background","1210","0.656489088887845","0.634843786378902","0.678134391396789","2"
"Yes","2012","66 and older","direct migration background","17","","","","1"
"Yes","2012","16-34 y.","no migration background","1320","0.280328121504296","0.267630814226684","0.293025428781909","1"
"Yes","2012","16-34 y.","direct migration background","236","0.345143378179216","0.311343574375258","0.378943181983174","1"
"Yes","2012","16-34 y.","indirect migration background","170","0.245274418491826","0.213999113877772","0.276549723105879","1"
"Yes","2012","35-65 y.","direct migration background","639","0.343510911112155","0.321865608603211","0.365156213621098","1"
"Yes","2012","35-65 y.","indirect migration background","187","0.330779629730657","0.290836835702811","0.370722423758503","1"
"Yes","2012","66 and older","no migration background","222","0.044113393009027","0.0383186675972462","0.0499081184208078","1"
"Yes","2012","66 and older","indirect migration background","","","","","1"
"Yes","2012","35-65 y.","no migration background","4741","0.353096032629558","0.345030658090224","0.361161407168892","1"
"No","2013","16-34 y.","no migration background","3330","0.735244763208789","0.722353956879362","0.748135569538216","2"
"No","2013","16-34 y.","direct migration background","1358","0.684402437942409","0.663554278459654","0.705250597425163","2"
"No","2013","16-34 y.","indirect migration background","1066","0.763282496890804","0.740839475694942","0.785725518086665","2"
"No","2013","35-65 y.","no migration background","8470","0.662349853312728","0.654170370171215","0.670529336454241","2"
"No","2013","35-65 y.","direct migration background","2564","0.665224761927842","0.650532220565366","0.679917303290318","2"
"No","2013","35-65 y.","indirect migration background","477","0.670147680027386","0.635876901286676","0.704418458768097","2"
"No","2013","66 and older","no migration background","4438","0.961176703206267","0.955618467949328","0.966734938463206","2"
"No","2013","66 and older","direct migration background","429","0.971408942074282","0.955976834387326","0.986841049761237","2"
"No","2013","66 and older","indirect migration background","5","","","","2"
"Yes","2013","66 and older","direct migration background","19","","","","1"
"Yes","2013","66 and older","no migration background","202","0.0388232967937331","0.0332650615367937","0.0443815320506725","1"
"Yes","2013","16-34 y.","no migration background","1170","0.264755236791211","0.251864430461784","0.277646043120638","1"
"Yes","2013","16-34 y.","direct migration background","551","0.315597562057592","0.294749402574837","0.336445721540346","1"
"Yes","2013","16-34 y.","indirect migration background","312","0.236717503109197","0.214274481913335","0.259160524305058","1"
"Yes","2013","35-65 y.","direct migration background","1399","0.334775238072158","0.320082696709682","0.349467779434634","1"
"Yes","2013","35-65 y.","indirect migration background","246","0.329852319972613","0.295581541231903","0.364123098713324","1"
"Yes","2013","66 and older","indirect migration background","","","","","1"
"Yes","2013","35-65 y.","no migration background","4371","0.337650146687272","0.329470663545759","0.345829629828785","1"
"No","2014","16-34 y.","no migration background","2961","0.725776833572494","0.711968873385132","0.739584793759857","2"
"No","2014","16-34 y.","direct migration background","777","0.589498656596634","0.563647306617205","0.615350006576063","2"
"No","2014","16-34 y.","indirect migration background","673","0.621543022203065","0.59271086248992","0.65037518191621","2"
"No","2014","35-65 y.","no migration background","7475","0.650235105203969","0.641506847422885","0.658963362985052","2"
"No","2014","35-65 y.","direct migration background","1701","0.563419125246319","0.546272711439316","0.580565539053323","2"
"No","2014","35-65 y.","indirect migration background","414","0.626745821536994","0.590176953504661","0.663314689569327","2"
"No","2014","66 and older","no migration background","4307","0.952994044420388","0.946840143979125","0.959147944861651","2"
"No","2014","66 and older","direct migration background","358","0.903195473928705","0.875472100147639","0.930918847709772","2"
"No","2014","66 and older","indirect migration background","5","","","","2"
"Yes","2014","66 and older","direct migration background","79","0.0968045260712949","0.0690811522902286","0.124527899852361","1"
"Yes","2014","66 and older","no migration background","237","0.0470059555796118","0.040852055138349","0.0531598560208746","1"
"Yes","2014","16-34 y.","direct migration background","614","0.410501343403366","0.384649993423937","0.436352693382795","1"
"Yes","2014","16-34 y.","indirect migration background","414","0.378456977796935","0.34962481808379","0.40728913751008","1"
"Yes","2014","35-65 y.","direct migration background","1513","0.436580874753681","0.419434460946677","0.453727288560684","1"
"Yes","2014","16-34 y.","no migration background","1049","0.274223166427506","0.260415206240143","0.288031126614868","1"
"Yes","2014","35-65 y.","indirect migration background","258","0.373254178463006","0.336685310430673","0.409823046495339","1"
"Yes","2014","66 and older","indirect migration background","","","","","1"
"Yes","2014","35-65 y.","no migration background","3993","0.349764894796031","0.341036637014948","0.358493152577115","1"
"No","2015","16-34 y.","no migration background","2773","0.727827904533661","0.713508044818313","0.74214776424901","2"
"No","2015","16-34 y.","direct migration background","1284","0.693073450412398","0.672496723376457","0.713650177448339","2"
"No","2015","16-34 y.","indirect migration background","747","0.750450299700582","0.723466126687719","0.777434472713444","2"
"No","2015","35-65 y.","no migration background","7183","0.656749021058496","0.647817225241631","0.665680816875362","2"
"No","2015","35-65 y.","direct migration background","2297","0.668020262817174","0.652438843567868","0.68360168206648","2"
"No","2015","35-65 y.","indirect migration background","462","0.71665758700992","0.682536541091677","0.750778632928162","2"
"No","2015","66 and older","no migration background","4271","0.948304694192967","0.9418449558213","0.954764432564635","2"
"No","2015","66 and older","direct migration background","406","0.946752255922069","0.92562845786198","0.967876053982158","2"
"No","2015","66 and older","indirect migration background","5","","","","2"
"Yes","2015","66 and older","direct migration background","28","","","","1"
"Yes","2015","16-34 y.","no migration background","938","0.272172095466339","0.25785223575099","0.286491955181687","1"
"Yes","2015","16-34 y.","direct migration background","646","0.306926549587602","0.286349822551661","0.327503276623543","1"
"Yes","2015","66 and older","no migration background","242","0.0516953058070328","0.0452355674353651","0.0581550441787005","1"
"Yes","2015","16-34 y.","indirect migration background","241","0.249549700299418","0.222565527286556","0.276533873312281","1"
"Yes","2015","35-65 y.","direct migration background","1212","0.331979737182826","0.31639831793352","0.347561156432132","1"
"Yes","2015","35-65 y.","indirect migration background","208","0.28334241299008","0.249221367071838","0.317463458908323","1"
"Yes","2015","66 and older","indirect migration background","","","","","1"
"Yes","2015","35-65 y.","no migration background","3672","0.343250978941504","0.334319183124638","0.35218277475837","1"
"No","2016","16-34 y.","no migration background","2511","0.726587423163443","0.711446778205472","0.741728068121414","2"
"No","2016","16-34 y.","direct migration background","946","0.688248109882529","0.663746767245369","0.712749452519688","2"
"No","2016","16-34 y.","indirect migration background","666","0.743007068901328","0.714378895767446","0.771635242035209","2"
"No","2016","35-65 y.","no migration background","6646","0.661991025789363","0.652740566695543","0.671241484883184","2"
"No","2016","35-65 y.","direct migration background","2031","0.664391434669557","0.647649719587093","0.681133149752022","2"
"No","2016","35-65 y.","indirect migration background","436","0.679229796498422","0.643346132025774","0.71511346097107","2"
"No","2016","66 and older","no migration background","4103","0.94424452868514","0.937426802836681","0.951062254533599","2"
"No","2016","66 and older","direct migration background","379","0.934040992965144","0.909807523773711","0.958274462156577","2"
"No","2016","66 and older","indirect migration background","3","","","","2"
"Yes","2016","66 and older","direct migration background","24","","","","1"
"Yes","2016","16-34 y.","no migration background","818","0.273412576836557","0.258271931878586","0.288553221794528","1"
"Yes","2016","16-34 y.","direct migration background","427","0.311751890117471","0.287250547480312","0.336253232754631","1"
"Yes","2016","35-65 y.","direct migration background","1025","0.335608565330443","0.318866850247978","0.352350280412907","1"
"Yes","2016","35-65 y.","indirect migration background","214","0.320770203501578","0.28488653902893","0.356653867974226","1"
"Yes","2016","66 and older","no migration background","248","0.05575547131486","0.0489377454664006","0.0625731971633193","1"
"Yes","2016","16-34 y.","indirect migration background","229","0.256992931098672","0.228364757964791","0.285621104232554","1"
"Yes","2016","35-65 y.","no migration background","3399","0.338008974210637","0.328758515116816","0.347259433304457","1"
"Yes","2016","66 and older","indirect migration background","1","","","","1"
"No","2017","16-34 y.","no migration background","3113","0.749540865058038","0.736195197615629","0.762886532500447","2"
"No","2017","16-34 y.","direct migration background","818","0.686925432567162","0.660307304615626","0.713543560518697","2"
"No","2017","16-34 y.","indirect migration background","735","0.769705825150196","0.743059173127024","0.796352477173368","2"
"No","2017","35-65 y.","no migration background","7898","0.679560978088643","0.671029988543467","0.688091967633819","2"
"No","2017","35-65 y.","direct migration background","2012","0.66881821500149","0.652018895098256","0.685617534904724","2"
"No","2017","35-65 y.","indirect migration background","505","0.690928727530326","0.657151065105877","0.724706389954776","2"
"No","2017","66 and older","no migration background","4275","0.943856097472432","0.937175393223028","0.950536801721835","2"
"No","2017","66 and older","direct migration background","404","0.925755609150123","0.901033460248685","0.950477758051561","2"
"No","2017","66 and older","indirect migration background","12","","","","2"
"Yes","2017","66 and older","direct migration background","28","","","","1"
"Yes","2017","35-65 y.","indirect migration background","214","0.309071272469674","0.275293610045224","0.342848934894123","1"
"Yes","2017","16-34 y.","no migration background","936","0.250459134941962","0.237113467499553","0.263804802384371","1"
"Yes","2017","16-34 y.","direct migration background","348","0.313074567432838","0.286456439481303","0.339692695384374","1"
"Yes","2017","16-34 y.","indirect migration background","224","0.230294174849804","0.203647522826632","0.256940826872976","1"
"Yes","2017","35-65 y.","no migration background","3596","0.320439021911357","0.311908032366181","0.328970011456533","1"
"Yes","2017","35-65 y.","direct migration background","1003","0.33118178499851","0.314382465095276","0.347981104901744","1"
"Yes","2017","66 and older","no migration background","286","0.056143902527568","0.0494631982781645","0.0628246067769716","1"
"Yes","2017","66 and older","indirect migration background","4","","","","1"
"No","2018","16-34 y.","no migration background","3060","0.757791724909463","0.744421181586727","0.771162268232198","2"
"No","2018","16-34 y.","direct migration background","723","0.683093321023546","0.655017816017024","0.711168826030068","2"
"No","2018","16-34 y.","indirect migration background","729","0.740785511377789","0.713166334583684","0.768404688171894","2"
"No","2018","35-65 y.","no migration background","7523","0.695595300499188","0.686961541763515","0.704229059234862","2"
"No","2018","35-65 y.","direct migration background","1957","0.691320343314558","0.674455015948093","0.708185670681023","2"
"No","2018","35-65 y.","indirect migration background","499","0.680008370949016","0.645501468738477","0.714515273159555","2"
"No","2018","66 and older","no migration background","4302","0.94283357882016","0.936107017491298","0.949560140149021","2"
"No","2018","66 and older","direct migration background","410","0.901867687837217","0.874164888428092","0.929570487246343","2"
"No","2018","66 and older","indirect migration background","18","","","","2"
"Yes","2018","16-34 y.","direct migration background","332","0.316906678976454","0.288831173969932","0.344982183982976","1"
"Yes","2018","66 and older","direct migration background","33","0.0981323121627825","0.0704295127536571","0.125835111571908","1"
"Yes","2018","16-34 y.","no migration background","884","0.242208275090538","0.228837731767802","0.255578818413273","1"
"Yes","2018","35-65 y.","indirect migration background","203","0.319991629050984","0.285484726840445","0.354498531261523","1"
"Yes","2018","35-65 y.","no migration background","3389","0.304404699500812","0.295770940765138","0.313038458236485","1"
"Yes","2018","16-34 y.","indirect migration background","238","0.259214488622211","0.231595311828106","0.286833665416316","1"
"Yes","2018","66 and older","indirect migration background","2","","","","1"
"Yes","2018","35-65 y.","direct migration background","925","0.308679656685442","0.291814329318977","0.325544984051907","1"
"Yes","2018","66 and older","no migration background","274","0.0571664211798405","0.0504398598509788","0.0638929825087021","1"
"No","2019","16-34 y.","no migration background","2848","0.754668247532554","0.740783158055267","0.768553337009841","2"
"No","2019","16-34 y.","direct migration background","579","0.712682138462055","0.681480912366579","0.743883364557531","2"
"No","2019","16-34 y.","indirect migration background","675","0.776141604504258","0.748395902492789","0.803887306515728","2"
"No","2019","35-65 y.","no migration background","7788","0.705448787110775","0.697150622263848","0.713746951957702","2"
"No","2019","35-65 y.","direct migration background","1741","0.69373390796319","0.675944219628729","0.71152359629765","2"
"No","2019","35-65 y.","indirect migration background","506","0.636151146440421","0.602301207244318","0.670001085636525","2"
"No","2019","66 and older","no migration background","4293","0.933923454443894","0.926867874747811","0.940979034139978","2"
"No","2019","66 and older","direct migration background","392","0.929939829074448","0.905729696135129","0.954149962013767","2"
"No","2019","66 and older","indirect migration background","30","0.827398752009403","0.703952975130977","0.95084452888783","2"
"Yes","2019","66 and older","direct migration background","35","0.0700601709255516","0.0458500379862328","0.0942703038648704","1"
"Yes","2019","16-34 y.","indirect migration background","192","0.223858395495742","0.196112693484272","0.251604097507211","1"
"Yes","2019","66 and older","no migration background","469","0.0660765455561058","0.059020965860022","0.0731321252521895","1"
"Yes","2019","16-34 y.","direct migration background","229","0.287317861537945","0.256116635442469","0.318519087633421","1"
"Yes","2019","35-65 y.","direct migration background","838","0.30626609203681","0.28847640370235","0.324055780371271","1"
"Yes","2019","35-65 y.","indirect migration background","270","0.363848853559579","0.329998914363475","0.397698792755683","1"
"Yes","2019","66 and older","indirect migration background","6","","","","1"
"Yes","2019","16-34 y.","no migration background","841","0.245331752467446","0.231446662990159","0.259216841944733","1"
"Yes","2019","35-65 y.","no migration background","3804","0.294551212889225","0.286253048042298","0.302849377736152","1"
