"ple0044_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","1991","Couple + C. GT 16 ","middle vocational","350","0.294907175843558","0.271297457108554","0.318516894578562","1"
"Yes","1991","Couple + C. GT 16 ","vocational + Abi","16","","","","1"
"Yes","1991","Couple + C. GT 16 ","higher vocational","25","","","","1"
"Yes","1991","Couple + C. GT 16 ","higher education","60","0.344619395814394","0.28535194268228","0.403886848946507","1"
"Yes","1991","Couple + C. LE and GT 16","in school","2","","","","1"
"Yes","1991","Couple + C. LE and GT 16","inadequately","32","0.226048271283549","0.154147434088405","0.297949108478694","1"
"Yes","1991","Couple + C. LE and GT 16","general elemantary","76","0.239828853653022","0.195223892481265","0.28443381482478","1"
"Yes","1991","Couple + C. LE and GT 16","middle vocational","112","0.301030627863831","0.258649135106015","0.343412120621648","1"
"Yes","1991","Couple + C. LE and GT 16","vocational + Abi","6","","","","1"
"Yes","1991","Couple + C. LE and GT 16","higher vocational","17","","","","1"
"Yes","1991","Couple + C. LE and GT 16","higher education","23","","","","1"
"No","1992","(Married) couple without C. ","middle vocational","1295","0.757977772066788","0.738007421967978","0.777948122165597","2"
"No","1992","(Married) couple without C. ","vocational + Abi","67","0.695296712428561","0.60369873547927","0.786894689377851","2"
"No","1992","(Married) couple without C. ","higher education","254","0.64883555313817","0.602116020002716","0.695555086273623","2"
"No","1992","1-pers.-HH","general elemantary","310","0.894538830829169","0.862810828389847","0.926266833268492","2"
"No","1992","(Married) couple without C. ","higher vocational","155","0.717072065944406","0.659112728125732","0.775031403763079","2"
"No","1992","Couple + C. LE and GT 16","vocational + Abi","10","","","","2"
"No","1992","Couple + C. LE and GT 16","higher vocational","26","","","","2"
"No","1992","Couple + C. LE and GT 16","higher education","46","0.467269185483793","0.36948118384508","0.565057187122507","2"
"No","1992","1-pers.-HH","middle vocational","516","0.784907191624282","0.753748302995208","0.816066080253357","2"
"No","1992","1-pers.-HH","vocational + Abi","38","0.806910743869409","0.695245176711176","0.918576311027641","2"
"No","1992","1-pers.-HH","higher vocational","45","0.664601839276261","0.553201977130916","0.776001701421607","2"
"No","1992","1-pers.-HH","higher education","96","0.667150484492766","0.590449673256796","0.743851295728735","2"
"No","1992","(Married) couple without C. ","in school","1","","","","2"
"No","1992","(Married) couple without C. ","inadequately","64","0.856473719182765","0.77712494983068","0.93582248853485","2"
"No","1992","(Married) couple without C. ","general elemantary","546","0.880278103082539","0.855224800835617","0.905331405329461","2"
"No","1992","Couple + C. GT 16 ","inadequately","128","0.823564710824793","0.763938136875199","0.883191284774387","2"
"No","1992","Couple + C. GT 16 ","general elemantary","450","0.743660212150587","0.709209294666766","0.778111129634408","2"
"No","1992","Couple + C. GT 16 ","middle vocational","799","0.606231317366481","0.580187807375045","0.632274827357917","2"
"No","1992","Couple + C. LE and GT 16","middle vocational","239","0.596857898451959","0.549260571904416","0.644455224999503","2"
"No","1992","1-pers.-HH","inadequately","32","0.843758274509185","0.731239334800379","0.956277214217991","2"
"No","1992","Couple + C. GT 16 ","vocational + Abi","54","0.623968120734423","0.51782383207282","0.730112409396027","2"
"No","1992","1-pers.-HH","in school","1","","","","2"
"No","1992","Couple + C. GT 16 ","in school","86","0.871725190146307","0.804125508300633","0.939324871991981","2"
"No","1992","Couple + C. GT 16 ","higher vocational","67","0.568463119767685","0.480933379218228","0.655992860317142","2"
"No","1992","Couple + C. GT 16 ","higher education","113","0.493046706864161","0.430823805740071","0.555269607988252","2"
"No","1992","Couple + C. LE and GT 16","in school","60","0.933059730307369","0.872303633605094","0.993815827009644","2"
"No","1992","Couple + C. LE and GT 16","inadequately","98","0.80748146495935","0.737518093264882","0.877444836653818","2"
"No","1992","Couple + C. LE and GT 16","general elemantary","243","0.697335941907157","0.648717338270755","0.745954545543558","2"
"No","1992","Single parent ","in school","16","","","","2"
"No","1992","Single parent ","inadequately","24","","","","2"
"No","1992","Single parent ","general elemantary","118","0.755802073824696","0.688601452242547","0.823002695406844","2"
"No","1992","Single parent ","middle vocational","194","0.652157989706733","0.598966744340108","0.705349235073358","2"
"No","1992","Single parent ","vocational + Abi","7","","","","2"
"No","1992","Single parent ","higher vocational","12","","","","2"
"No","1992","Single parent ","higher education","44","0.597506627294057","0.483437098664382","0.711576155923731","2"
"No","1992","Couple + C. LE 16 ","in school","","","","","2"
"No","1992","Couple + C. LE 16 ","inadequately","91","0.810700761259422","0.738788923186649","0.882612599332195","2"
"No","1992","Couple + C. LE 16 ","general elemantary","289","0.721244715897682","0.67730361111891","0.765185820676453","2"
"No","1992","Couple + C. LE 16 ","middle vocational","1056","0.617155148353975","0.594503867845518","0.639806428862433","2"
"No","1992","Couple + C. LE 16 ","vocational + Abi","67","0.668244908047667","0.577315135145543","0.759174680949791","2"
"No","1992","Couple + C. LE 16 ","higher vocational","110","0.541145922134502","0.475596918194828","0.606694926074177","2"
"No","1992","Couple + C. LE 16 ","higher education","292","0.506553170024913","0.466975469846365","0.546130870203462","2"
"Yes","1992","1-pers.-HH","in school","","","","","1"
"Yes","1992","1-pers.-HH","inadequately","8","","","","1"
"Yes","1992","1-pers.-HH","general elemantary","50","0.105461169170831","0.0737331667315079","0.137189171610153","1"
"Yes","1992","1-pers.-HH","middle vocational","152","0.215092808375718","0.183933919746643","0.246251697004792","1"
"Yes","1992","1-pers.-HH","vocational + Abi","10","","","","1"
"Yes","1992","1-pers.-HH","higher vocational","24","","","","1"
"Yes","1992","1-pers.-HH","higher education","49","0.332849515507234","0.256148704271265","0.409550326743204","1"
"Yes","1992","(Married) couple without C. ","in school","","","","","1"
"Yes","1992","(Married) couple without C. ","inadequately","11","","","","1"
"Yes","1992","(Married) couple without C. ","general elemantary","99","0.119721896917461","0.0946685946705389","0.144775199164383","1"
"Yes","1992","(Married) couple without C. ","middle vocational","472","0.242022227933212","0.222051877834403","0.261992578032022","1"
"Yes","1992","(Married) couple without C. ","vocational + Abi","30","0.304703287571439","0.213105310622149","0.39630126452073","1"
"Yes","1992","(Married) couple without C. ","higher vocational","77","0.282927934055594","0.224968596236921","0.340887271874268","1"
"Yes","1992","(Married) couple without C. ","higher education","147","0.35116444686183","0.304444913726377","0.397883979997284","1"
"Yes","1992","Single parent ","in school","","","","","1"
"Yes","1992","Single parent ","inadequately","6","","","","1"
"Yes","1992","Single parent ","general elemantary","39","0.244197926175304","0.176997304593156","0.311398547757453","1"
"Yes","1992","Single parent ","middle vocational","114","0.347842010293267","0.294650764926642","0.401033255659892","1"
"Yes","1992","Single parent ","vocational + Abi","7","","","","1"
"Yes","1992","Single parent ","higher vocational","7","","","","1"
"Yes","1992","Single parent ","higher education","27","","","","1"
"Yes","1992","Couple + C. LE 16 ","in school","","","","","1"
"Yes","1992","Couple + C. LE 16 ","inadequately","23","","","","1"
"Yes","1992","Couple + C. LE 16 ","general elemantary","111","0.278755284102319","0.234814179323547","0.32269638888109","1"
"Yes","1992","Couple + C. LE 16 ","middle vocational","713","0.382844851646025","0.360193571137567","0.405496132154482","1"
"Yes","1992","Couple + C. LE 16 ","vocational + Abi","36","0.331755091952333","0.240825319050209","0.422684864854457","1"
"Yes","1992","Couple + C. LE 16 ","higher vocational","112","0.458854077865498","0.393305073925823","0.524403081805172","1"
"Yes","1992","Couple + C. LE 16 ","higher education","321","0.493446829975086","0.453869129796538","0.533024530153635","1"
"Yes","1992","Couple + C. GT 16 ","in school","8","","","","1"
"Yes","1992","Couple + C. GT 16 ","inadequately","29","","","","1"
"Yes","1992","Couple + C. GT 16 ","general elemantary","167","0.256339787849413","0.221888870365592","0.290790705333234","1"
"Yes","1992","Couple + C. GT 16 ","middle vocational","553","0.393768682633519","0.367725172642083","0.419812192624955","1"
"Yes","1992","Couple + C. GT 16 ","vocational + Abi","26","","","","1"
"Yes","1992","Couple + C. GT 16 ","higher vocational","56","0.431536880232315","0.344007139682858","0.519066620781772","1"
"Yes","1992","Couple + C. GT 16 ","higher education","135","0.506953293135839","0.444730392011748","0.569176194259929","1"
"Yes","1992","Couple + C. LE and GT 16","in school","5","","","","1"
"Yes","1992","Couple + C. LE and GT 16","inadequately","24","","","","1"
"Yes","1992","Couple + C. LE and GT 16","general elemantary","100","0.302664058092843","0.254045454456442","0.351282661729245","1"
"Yes","1992","Couple + C. LE and GT 16","middle vocational","169","0.40314210154804","0.355544775000497","0.450739428095584","1"
"Yes","1992","Couple + C. LE and GT 16","vocational + Abi","9","","","","1"
"Yes","1992","Couple + C. LE and GT 16","higher vocational","33","0.516662529156631","0.389150604621826","0.644174453691436","1"
"Yes","1992","Couple + C. LE and GT 16","higher education","54","0.532730814516206","0.434942812877493","0.630518816154919","1"
"No","1993","1-pers.-HH","general elemantary","","","","","2"
"No","1993","1-pers.-HH","middle vocational","","","","","2"
"No","1993","1-pers.-HH","vocational + Abi","","","","","2"
"No","1993","(Married) couple without C. ","middle vocational","","","","","2"
"No","1993","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","1993","(Married) couple without C. ","higher vocational","","","","","2"
"No","1993","(Married) couple without C. ","higher education","","","","","2"
"No","1993","Couple + C. LE and GT 16","higher education","","","","","2"
"No","1993","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","1993","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","1993","1-pers.-HH","inadequately","","","","","2"
"No","1993","1-pers.-HH","higher vocational","","","","","2"
"No","1993","1-pers.-HH","higher education","","","","","2"
"No","1993","(Married) couple without C. ","in school","","","","","2"
"No","1993","(Married) couple without C. ","inadequately","","","","","2"
"No","1993","(Married) couple without C. ","general elemantary","","","","","2"
"No","1993","Couple + C. GT 16 ","inadequately","","","","","2"
"No","1993","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","1993","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","1993","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","1993","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","1993","1-pers.-HH","in school","","","","","2"
"No","1993","Couple + C. GT 16 ","in school","","","","","2"
"No","1993","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","1993","Couple + C. GT 16 ","higher education","","","","","2"
"No","1993","Couple + C. LE and GT 16","in school","","","","","2"
"No","1993","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","1993","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","1993","Single parent ","in school","","","","","2"
"No","1993","Single parent ","inadequately","","","","","2"
"No","1993","Single parent ","general elemantary","","","","","2"
"No","1993","Single parent ","middle vocational","","","","","2"
"No","1993","Single parent ","vocational + Abi","","","","","2"
"No","1993","Single parent ","higher vocational","","","","","2"
"No","1993","Single parent ","higher education","","","","","2"
"No","1993","Couple + C. LE 16 ","in school","","","","","2"
"No","1993","Couple + C. LE 16 ","inadequately","","","","","2"
"No","1993","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","1993","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","1993","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","1993","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","1993","Couple + C. LE 16 ","higher education","","","","","2"
"Yes","1993","1-pers.-HH","in school","","","","","1"
"Yes","1993","1-pers.-HH","inadequately","","","","","1"
"Yes","1993","1-pers.-HH","general elemantary","","","","","1"
"Yes","1993","1-pers.-HH","middle vocational","","","","","1"
"Yes","1993","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","1993","1-pers.-HH","higher vocational","","","","","1"
"Yes","1993","1-pers.-HH","higher education","","","","","1"
"Yes","1993","(Married) couple without C. ","in school","","","","","1"
"Yes","1993","(Married) couple without C. ","inadequately","","","","","1"
"Yes","1993","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","1993","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","1993","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","1993","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","1993","(Married) couple without C. ","higher education","","","","","1"
"Yes","1993","Single parent ","in school","","","","","1"
"Yes","1993","Single parent ","inadequately","","","","","1"
"Yes","1993","Single parent ","general elemantary","","","","","1"
"Yes","1993","Single parent ","middle vocational","","","","","1"
"Yes","1993","Single parent ","vocational + Abi","","","","","1"
"Yes","1993","Single parent ","higher vocational","","","","","1"
"Yes","1993","Single parent ","higher education","","","","","1"
"Yes","1993","Couple + C. LE 16 ","in school","","","","","1"
"Yes","1993","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","1993","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","1993","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","1993","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","1993","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","1993","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","1993","Couple + C. GT 16 ","in school","","","","","1"
"Yes","1993","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","1993","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","1993","Couple + C. GT 16 ","middle vocational","","","","","1"
"Yes","1993","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","1993","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","1993","Couple + C. GT 16 ","higher education","","","","","1"
"Yes","1993","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","1993","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","1993","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","1993","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","1993","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","1993","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","1993","Couple + C. LE and GT 16","higher education","","","","","1"
"No","1994","1-pers.-HH","in school","1","","","","2"
"No","1994","1-pers.-HH","inadequately","27","","","","2"
"No","1994","1-pers.-HH","general elemantary","317","0.902979081287321","0.872361392609436","0.933596769965205","2"
"No","1994","1-pers.-HH","middle vocational","573","0.815844185321377","0.787412977197713","0.844275393445042","2"
"No","1994","1-pers.-HH","vocational + Abi","36","0.643623048667948","0.513451216548934","0.773794880786962","2"
"No","1994","(Married) couple without C. ","middle vocational","1404","0.789976792043826","0.771380505320032","0.808573078767621","2"
"No","1994","(Married) couple without C. ","vocational + Abi","71","0.715546014668881","0.627121459030038","0.803970570307725","2"
"No","1994","(Married) couple without C. ","higher vocational","171","0.74198722684145","0.686631661821905","0.797342791860995","2"
"No","1994","(Married) couple without C. ","higher education","289","0.661464964554026","0.616893246317855","0.706036682790198","2"
"No","1994","Couple + C. LE and GT 16","vocational + Abi","11","","","","2"
"No","1994","Couple + C. LE and GT 16","higher vocational","21","","","","2"
"No","1994","Couple + C. LE and GT 16","higher education","47","0.396930291359179","0.307509182743034","0.486351399975323","2"
"No","1994","1-pers.-HH","higher vocational","55","0.780843045421698","0.686590794045903","0.875095296797494","2"
"No","1994","1-pers.-HH","higher education","112","0.701781528568749","0.631116687024747","0.772446370112752","2"
"No","1994","(Married) couple without C. ","in school","","","","","2"
"No","1994","(Married) couple without C. ","inadequately","62","0.774925443065529","0.682243751475211","0.867607134655847","2"
"No","1994","(Married) couple without C. ","general elemantary","523","0.869799462828298","0.843374156937742","0.896224768718854","2"
"No","1994","Couple + C. GT 16 ","inadequately","131","0.830119532442761","0.771564855700712","0.88867420918481","2"
"No","1994","Couple + C. GT 16 ","general elemantary","358","0.709892001901099","0.670428808347685","0.749355195454513","2"
"No","1994","Couple + C. GT 16 ","middle vocational","753","0.628576649539905","0.6015187693032","0.65563452977661","2"
"No","1994","Couple + C. GT 16 ","vocational + Abi","45","0.684859201504829","0.570141409512036","0.799576993497623","2"
"No","1994","Couple + C. LE and GT 16","middle vocational","280","0.624248479060876","0.579698317368572","0.668798640753179","2"
"No","1994","Couple + C. GT 16 ","in school","91","0.971103907170278","0.93724003805801","1.00496777628255","2"
"No","1994","Couple + C. GT 16 ","higher vocational","62","0.665623226946159","0.575386002893443","0.755860450998876","2"
"No","1994","Couple + C. GT 16 ","higher education","126","0.504182339311979","0.442815633434281","0.565549045189676","2"
"No","1994","Couple + C. LE and GT 16","in school","108","0.96029788322505","0.923973653082599","0.996622113367502","2"
"No","1994","Couple + C. LE and GT 16","inadequately","75","0.813501856396193","0.735585433646522","0.891418279145865","2"
"No","1994","Couple + C. LE and GT 16","general elemantary","210","0.761407844306394","0.711661600870693","0.811154087742095","2"
"No","1994","Single parent ","in school","20","","","","2"
"No","1994","Single parent ","inadequately","20","","","","2"
"No","1994","Single parent ","general elemantary","111","0.821970635390745","0.757914345672513","0.886026925108977","2"
"No","1994","Single parent ","middle vocational","197","0.672324776934145","0.617736387507297","0.726913166360992","2"
"No","1994","Single parent ","vocational + Abi","7","","","","2"
"No","1994","Single parent ","higher vocational","10","","","","2"
"No","1994","Single parent ","higher education","40","0.628736101005298","0.508474271679952","0.748997930330645","2"
"No","1994","Couple + C. LE 16 ","in school","1","","","","2"
"No","1994","Couple + C. LE 16 ","inadequately","63","0.782665431450989","0.694466986331684","0.870863876570294","2"
"No","1994","Couple + C. LE 16 ","general elemantary","263","0.719793830166185","0.673466486755196","0.766121173577175","2"
"No","1994","Couple + C. LE 16 ","middle vocational","1036","0.649120794393984","0.626051263637493","0.672190325150475","2"
"No","1994","Couple + C. LE 16 ","vocational + Abi","75","0.627710116089426","0.540855122629297","0.714565109549556","2"
"No","1994","Couple + C. LE 16 ","higher vocational","122","0.560263681913509","0.494070445030878","0.626456918796139","2"
"No","1994","Couple + C. LE 16 ","higher education","281","0.563156524019464","0.520889882356775","0.605423165682152","2"
"Yes","1994","Single parent ","in school","","","","","1"
"Yes","1994","Single parent ","inadequately","7","","","","1"
"Yes","1994","Single parent ","general elemantary","26","","","","1"
"Yes","1994","Single parent ","middle vocational","87","0.327675223065855","0.273086833639007","0.382263612492703","1"
"Yes","1994","Single parent ","vocational + Abi","3","","","","1"
"Yes","1994","Single parent ","higher vocational","7","","","","1"
"Yes","1994","Single parent ","higher education","22","","","","1"
"Yes","1994","Couple + C. LE 16 ","in school","","","","","1"
"Yes","1994","Couple + C. LE 16 ","inadequately","21","","","","1"
"Yes","1994","Couple + C. LE 16 ","general elemantary","98","0.280206169833815","0.233878826422825","0.326533513244804","1"
"Yes","1994","Couple + C. LE 16 ","middle vocational","608","0.350879205606016","0.327809674849525","0.373948736362507","1"
"Yes","1994","Couple + C. LE 16 ","vocational + Abi","44","0.372289883910574","0.285434890450444","0.459144877370703","1"
"Yes","1994","Couple + C. LE 16 ","higher vocational","94","0.439736318086491","0.373543081203861","0.505929554969122","1"
"Yes","1994","Couple + C. LE 16 ","higher education","248","0.436843475980536","0.394576834317848","0.479110117643224","1"
"Yes","1994","1-pers.-HH","in school","","","","","1"
"Yes","1994","1-pers.-HH","inadequately","8","","","","1"
"Yes","1994","1-pers.-HH","general elemantary","42","0.0970209187126794","0.0664032300347947","0.127638607390564","1"
"Yes","1994","1-pers.-HH","middle vocational","141","0.184155814678623","0.155724606554958","0.212587022802287","1"
"Yes","1994","1-pers.-HH","vocational + Abi","16","","","","1"
"Yes","1994","1-pers.-HH","higher vocational","19","","","","1"
"Yes","1994","1-pers.-HH","higher education","49","0.298218471431251","0.227553629887248","0.368883312975253","1"
"Yes","1994","(Married) couple without C. ","in school","","","","","1"
"Yes","1994","(Married) couple without C. ","inadequately","16","","","","1"
"Yes","1994","(Married) couple without C. ","general elemantary","100","0.130200537171702","0.103775231281146","0.156625843062258","1"
"Yes","1994","(Married) couple without C. ","middle vocational","439","0.210023207956174","0.191426921232379","0.228619494679968","1"
"Yes","1994","(Married) couple without C. ","vocational + Abi","29","","","","1"
"Yes","1994","(Married) couple without C. ","higher vocational","69","0.25801277315855","0.202657208139005","0.313368338178095","1"
"Yes","1994","(Married) couple without C. ","higher education","144","0.338535035445974","0.293963317209802","0.383106753682145","1"
"Yes","1994","Couple + C. GT 16 ","in school","3","","","","1"
"Yes","1994","Couple + C. GT 16 ","inadequately","27","","","","1"
"Yes","1994","Couple + C. GT 16 ","general elemantary","150","0.290107998098901","0.250644804545487","0.329571191652315","1"
"Yes","1994","Couple + C. GT 16 ","middle vocational","472","0.371423350460095","0.34436547022339","0.398481230696799","1"
"Yes","1994","Couple + C. GT 16 ","vocational + Abi","18","","","","1"
"Yes","1994","Couple + C. GT 16 ","higher vocational","43","0.334376773053841","0.244139549001124","0.424613997106557","1"
"Yes","1994","Couple + C. GT 16 ","higher education","129","0.495817660688021","0.434450954810324","0.557184366565719","1"
"Yes","1994","Couple + C. LE and GT 16","in school","3","","","","1"
"Yes","1994","Couple + C. LE and GT 16","inadequately","21","","","","1"
"Yes","1994","Couple + C. LE and GT 16","general elemantary","72","0.238592155693606","0.188845912257905","0.288338399129307","1"
"Yes","1994","Couple + C. LE and GT 16","middle vocational","174","0.375751520939124","0.331201359246821","0.420301682631428","1"
"Yes","1994","Couple + C. LE and GT 16","vocational + Abi","12","","","","1"
"Yes","1994","Couple + C. LE and GT 16","higher vocational","37","0.6395125741106","0.515945233888563","0.763079914332637","1"
"Yes","1994","Couple + C. LE and GT 16","higher education","68","0.603069708640821","0.513648600024677","0.692490817256966","1"
"No","1995","1-pers.-HH","in school","4","","","","2"
"No","1995","1-pers.-HH","inadequately","26","","","","2"
"No","1995","1-pers.-HH","general elemantary","331","0.926473455078499","0.899843313367092","0.953103596789906","2"
"No","1995","1-pers.-HH","middle vocational","574","0.829061678881821","0.801506600480255","0.856616757283387","2"
"No","1995","1-pers.-HH","vocational + Abi","46","0.751989260924567","0.642716094375925","0.861262427473209","2"
"No","1995","Couple + C. GT 16 ","inadequately","120","0.761508891276963","0.694201723516627","0.828816059037299","2"
"No","1995","Couple + C. GT 16 ","general elemantary","354","0.733002474536941","0.694225901260909","0.771779047812973","2"
"No","1995","Couple + C. GT 16 ","middle vocational","750","0.62944195560406","0.602241136258175","0.656642774949945","2"
"No","1995","Couple + C. GT 16 ","vocational + Abi","46","0.713403018760504","0.601747268666984","0.825058768854023","2"
"No","1995","1-pers.-HH","higher vocational","40","0.752123990243777","0.641003010176406","0.863244970311147","2"
"No","1995","1-pers.-HH","higher education","107","0.649262618746258","0.577102925682901","0.721422311809615","2"
"No","1995","(Married) couple without C. ","in school","","","","","2"
"No","1995","(Married) couple without C. ","inadequately","55","0.753411299981271","0.65453565913532","0.852286940827222","2"
"No","1995","(Married) couple without C. ","general elemantary","502","0.884993032689575","0.859074011292052","0.910912054087098","2"
"No","1995","(Married) couple without C. ","middle vocational","1399","0.787322187268026","0.768685662209123","0.805958712326929","2"
"No","1995","(Married) couple without C. ","vocational + Abi","85","0.721325622865918","0.641107652909987","0.80154359282185","2"
"No","1995","(Married) couple without C. ","higher vocational","167","0.72365793391153","0.667776093390968","0.779539774432092","2"
"No","1995","(Married) couple without C. ","higher education","311","0.661850904032727","0.619172193421874","0.70452961464358","2"
"No","1995","Couple + C. GT 16 ","in school","104","0.983684856392419","0.959453546896203","1.00791616588863","2"
"No","1995","Couple + C. GT 16 ","higher vocational","53","0.596659727615101","0.498527506014496","0.694791949215705","2"
"No","1995","Couple + C. GT 16 ","higher education","128","0.55736577875685","0.496040368186753","0.618691189326948","2"
"No","1995","Couple + C. LE and GT 16","in school","133","1","1","1","2"
"No","1995","Couple + C. LE and GT 16","inadequately","65","0.791218269140104","0.704301645359437","0.87813489292077","2"
"No","1995","Couple + C. LE and GT 16","general elemantary","183","0.670251752475908","0.614788698809103","0.725714806142713","2"
"No","1995","Couple + C. LE and GT 16","middle vocational","289","0.621227010719419","0.577419124005679","0.665034897433158","2"
"No","1995","Couple + C. LE and GT 16","vocational + Abi","19","","","","2"
"No","1995","Couple + C. LE and GT 16","higher vocational","30","0.698427299797214","0.572471079877308","0.82438351971712","2"
"No","1995","Couple + C. LE and GT 16","higher education","59","0.440474196090284","0.357944359227476","0.523004032953092","2"
"No","1995","Single parent ","in school","34","1","1","1","2"
"No","1995","Single parent ","inadequately","14","","","","2"
"No","1995","Single parent ","general elemantary","111","0.793254038796566","0.725930745258923","0.860577332334209","2"
"No","1995","Single parent ","middle vocational","197","0.694073595892957","0.640575675076123","0.747571516709791","2"
"No","1995","Single parent ","vocational + Abi","7","","","","2"
"No","1995","Single parent ","higher vocational","12","","","","2"
"No","1995","Single parent ","higher education","38","0.586875187159806","0.465287014819296","0.708463359500317","2"
"No","1995","Couple + C. LE 16 ","in school","2","","","","2"
"No","1995","Couple + C. LE 16 ","inadequately","64","0.728067288596213","0.634568722459319","0.821565854733107","2"
"No","1995","Couple + C. LE 16 ","general elemantary","272","0.727082060220113","0.682115965333671","0.772048155106555","2"
"No","1995","Couple + C. LE 16 ","middle vocational","1042","0.63561499690185","0.612316069439852","0.658913924363849","2"
"No","1995","Couple + C. LE 16 ","vocational + Abi","100","0.632351875417785","0.556930604266509","0.707773146569061","2"
"No","1995","Couple + C. LE 16 ","higher vocational","126","0.569022482432858","0.504459156882976","0.633585807982741","2"
"No","1995","Couple + C. LE 16 ","higher education","279","0.541201095731977","0.498372193905383","0.584029997558572","2"
"Yes","1995","Single parent ","in school","","","","","1"
"Yes","1995","Single parent ","inadequately","7","","","","1"
"Yes","1995","Single parent ","general elemantary","28","","","","1"
"Yes","1995","Single parent ","middle vocational","88","0.305926404107043","0.252428483290209","0.359424324923877","1"
"Yes","1995","Single parent ","vocational + Abi","6","","","","1"
"Yes","1995","Single parent ","higher vocational","9","","","","1"
"Yes","1995","Single parent ","higher education","25","","","","1"
"Yes","1995","Couple + C. LE 16 ","in school","","","","","1"
"Yes","1995","Couple + C. LE 16 ","inadequately","23","","","","1"
"Yes","1995","Couple + C. LE 16 ","general elemantary","105","0.272917939779887","0.227951844893445","0.317884034666329","1"
"Yes","1995","Couple + C. LE 16 ","middle vocational","597","0.36438500309815","0.341086075636151","0.387683930560148","1"
"Yes","1995","Couple + C. LE 16 ","vocational + Abi","57","0.367648124582215","0.292226853430939","0.443069395733491","1"
"Yes","1995","Couple + C. LE 16 ","higher vocational","100","0.430977517567142","0.366414192017259","0.495540843117024","1"
"Yes","1995","Couple + C. LE 16 ","higher education","241","0.458798904268023","0.415970002441428","0.501627806094617","1"
"Yes","1995","1-pers.-HH","in school","","","","","1"
"Yes","1995","1-pers.-HH","inadequately","6","","","","1"
"Yes","1995","1-pers.-HH","general elemantary","38","0.0735265449215006","0.0468964032100935","0.100156686632908","1"
"Yes","1995","1-pers.-HH","middle vocational","143","0.170938321118179","0.143383242716613","0.198493399519745","1"
"Yes","1995","1-pers.-HH","vocational + Abi","14","","","","1"
"Yes","1995","1-pers.-HH","higher vocational","18","","","","1"
"Yes","1995","1-pers.-HH","higher education","61","0.350737381253742","0.278577688190385","0.422897074317099","1"
"Yes","1995","(Married) couple without C. ","in school","","","","","1"
"Yes","1995","(Married) couple without C. ","inadequately","18","","","","1"
"Yes","1995","(Married) couple without C. ","general elemantary","80","0.115006967310425","0.0890879459129022","0.140925988707948","1"
"Yes","1995","(Married) couple without C. ","middle vocational","453","0.212677812731974","0.194041287673071","0.231314337790877","1"
"Yes","1995","(Married) couple without C. ","vocational + Abi","35","0.278674377134082","0.19845640717815","0.358892347090013","1"
"Yes","1995","(Married) couple without C. ","higher vocational","79","0.27634206608847","0.220460225567909","0.332223906609032","1"
"Yes","1995","(Married) couple without C. ","higher education","161","0.338149095967273","0.29547038535642","0.380827806578126","1"
"Yes","1995","Couple + C. GT 16 ","in school","1","","","","1"
"Yes","1995","Couple + C. GT 16 ","inadequately","34","0.238491108723037","0.171183940962701","0.305798276483373","1"
"Yes","1995","Couple + C. GT 16 ","general elemantary","146","0.266997525463059","0.228220952187027","0.305774098739091","1"
"Yes","1995","Couple + C. GT 16 ","middle vocational","461","0.37055804439594","0.343357225050055","0.397758863741825","1"
