"ple0044_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","1993","Single parent ","no migration background","","","","","1"
"Yes","1993","Single parent ","direct migration background","","","","","1"
"Yes","1993","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Yes","1993","Couple + C. LE and GT 16","no migration background","","","","","1"
"Yes","1993","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Yes","1993","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"No","1994","1-pers.-HH","no migration background","978","0.82064405546275","0.798991471129038","0.842296639796462","2"
"No","1994","1-pers.-HH","direct migration background","126","0.798778961797909","0.737791009959315","0.859766913636503","2"
"No","1994","1-pers.-HH","indirect migration background","24","","","","2"
"No","1994","(Married) couple without C. ","no migration background","2128","0.782598881537587","0.767331674859314","0.797866088215861","2"
"No","1994","(Married) couple without C. ","direct migration background","388","0.757770751021548","0.721122719722303","0.794418782320793","2"
"No","1994","(Married) couple without C. ","indirect migration background","49","0.842416501566044","0.748648880939133","0.936184122192956","2"
"No","1994","Single parent ","direct migration background","63","0.766413998724669","0.675388269842773","0.857439727606565","2"
"No","1994","Single parent ","indirect migration background","21","","","","2"
"No","1994","Couple + C. LE 16 ","no migration background","1458","0.633225533686185","0.613904609480672","0.652546457891697","2"
"No","1994","Single parent ","no migration background","335","0.707437995930914","0.666132457787884","0.748743534073943","2"
"No","1994","Couple + C. LE 16 ","direct migration background","386","0.670902531323826","0.631950135635424","0.709854927012228","2"
"No","1994","Couple + C. LE 16 ","indirect migration background","27","","","","2"
"No","1994","Couple + C. GT 16 ","no migration background","1125","0.642636037389035","0.620417077223496","0.664854997554573","2"
"No","1994","Couple + C. GT 16 ","direct migration background","345","0.745022205711213","0.705867821038049","0.784176590384376","2"
"No","1994","Couple + C. LE and GT 16","no migration background","462","0.635964832868895","0.601344251307523","0.670585414430267","2"
"No","1994","Couple + C. LE and GT 16","direct migration background","213","0.741819294983422","0.692047784598393","0.791590805368451","2"
"No","1994","Couple + C. LE and GT 16","indirect migration background","98","0.778562046156665","0.706910448249081","0.850213644064249","2"
"No","1994","Couple + C. GT 16 ","indirect migration background","119","0.710849913884022","0.643870340402162","0.777829487365882","2"
"Yes","1994","1-pers.-HH","no migration background","228","0.17935594453725","0.157703360203538","0.201008528870962","1"
"Yes","1994","1-pers.-HH","direct migration background","40","0.201221038202091","0.140233086363497","0.262208990040685","1"
"Yes","1994","1-pers.-HH","indirect migration background","9","","","","1"
"Yes","1994","(Married) couple without C. ","no migration background","676","0.217401118462413","0.202133911784139","0.232668325140686","1"
"Yes","1994","(Married) couple without C. ","direct migration background","137","0.242229248978452","0.205581217679207","0.278877280277697","1"
"Yes","1994","Single parent ","indirect migration background","5","","","","1"
"Yes","1994","Couple + C. LE 16 ","no migration background","932","0.366774466313815","0.347453542108303","0.386095390519328","1"
"Yes","1994","Couple + C. LE 16 ","direct migration background","173","0.329097468676174","0.290145072987772","0.368049864364576","1"
"Yes","1994","Couple + C. LE 16 ","indirect migration background","20","","","","1"
"Yes","1994","Couple + C. GT 16 ","no migration background","662","0.357363962610965","0.335145002445427","0.379582922776504","1"
"Yes","1994","Couple + C. GT 16 ","direct migration background","131","0.254977794288787","0.215823409615624","0.294132178961951","1"
"Yes","1994","(Married) couple without C. ","indirect migration background","9","","","","1"
"Yes","1994","Single parent ","no migration background","131","0.292562004069086","0.251256465926057","0.333867542212116","1"
"Yes","1994","Single parent ","direct migration background","20","","","","1"
"Yes","1994","Couple + C. GT 16 ","indirect migration background","57","0.289150086115978","0.222170512634118","0.356129659597838","1"
"Yes","1994","Couple + C. LE and GT 16","no migration background","280","0.364035167131105","0.329414585569733","0.398655748692477","1"
"Yes","1994","Couple + C. LE and GT 16","direct migration background","84","0.258180705016578","0.208409194631549","0.307952215401607","1"
"Yes","1994","Couple + C. LE and GT 16","indirect migration background","31","0.221437953843335","0.149786355935751","0.293089551750919","1"
"No","1995","1-pers.-HH","no migration background","965","0.835494405020784","0.814448283537416","0.856540526504151","2"
"No","1995","1-pers.-HH","direct migration background","145","0.797264857504914","0.740098947728902","0.854430767280925","2"
"No","1995","1-pers.-HH","indirect migration background","25","","","","2"
"No","1995","(Married) couple without C. ","no migration background","2097","0.781669304060385","0.766307193064081","0.797031415056689","2"
"No","1995","(Married) couple without C. ","direct migration background","442","0.779288500799487","0.745652583055262","0.812924418543711","2"
"No","1995","(Married) couple without C. ","indirect migration background","40","0.626074225972534","0.506597467955434","0.745550983989634","2"
"No","1995","Single parent ","direct migration background","68","0.68224055666865","0.59098357706304","0.773497536274259","2"
"No","1995","Single parent ","indirect migration background","27","","","","2"
"No","1995","Couple + C. LE 16 ","no migration background","1401","0.622134283624034","0.602271687724372","0.641996879523695","2"
"No","1995","Single parent ","no migration background","327","0.704557002192909","0.662772977407968","0.746341026977849","2"
"No","1995","Couple + C. LE 16 ","direct migration background","495","0.663335903184887","0.628745655860544","0.69792615050923","2"
"No","1995","Couple + C. LE 16 ","indirect migration background","25","","","","2"
"No","1995","Couple + C. GT 16 ","no migration background","1072","0.645066888649273","0.622434073491908","0.667699703806638","2"
"No","1995","Couple + C. GT 16 ","direct migration background","396","0.778282265008323","0.743180760057938","0.813383769958708","2"
"No","1995","Couple + C. LE and GT 16","no migration background","461","0.639682485227041","0.60523134551298","0.674133624941102","2"
"No","1995","Couple + C. LE and GT 16","direct migration background","245","0.720934251072436","0.673257162141357","0.768611340003515","2"
"No","1995","Couple + C. LE and GT 16","indirect migration background","92","0.752937311813357","0.678219164108141","0.827655459518574","2"
"No","1995","Couple + C. GT 16 ","indirect migration background","119","0.678801265037122","0.608193626838325","0.749408903235919","2"
"Yes","1995","1-pers.-HH","no migration background","227","0.164505594979216","0.143459473495849","0.185551716462584","1"
"Yes","1995","1-pers.-HH","direct migration background","45","0.202735142495086","0.145569232719075","0.259901052271098","1"
"Yes","1995","1-pers.-HH","indirect migration background","10","","","","1"
"Yes","1995","(Married) couple without C. ","no migration background","681","0.218330695939615","0.202968584943311","0.233692806935919","1"
"Yes","1995","(Married) couple without C. ","direct migration background","142","0.220711499200513","0.187075581456289","0.254347416944737","1"
"Yes","1995","Single parent ","indirect migration background","5","","","","1"
"Yes","1995","Couple + C. LE 16 ","no migration background","888","0.377865716375966","0.358003120476305","0.397728312275628","1"
"Yes","1995","Couple + C. LE 16 ","direct migration background","222","0.336664096815113","0.30207384949077","0.371254344139456","1"
"Yes","1995","Couple + C. LE 16 ","indirect migration background","25","","","","1"
"Yes","1995","Couple + C. GT 16 ","no migration background","645","0.354933111350727","0.332300296193362","0.377565926508092","1"
"Yes","1995","Couple + C. GT 16 ","direct migration background","142","0.221717734991677","0.186616230041292","0.256819239942063","1"
"Yes","1995","(Married) couple without C. ","indirect migration background","23","","","","1"
"Yes","1995","Single parent ","no migration background","131","0.295442997807092","0.253658973022152","0.337227022592032","1"
"Yes","1995","Single parent ","direct migration background","32","0.31775944333135","0.226502463725741","0.409016422936959","1"
"Yes","1995","Couple + C. GT 16 ","indirect migration background","49","0.321198734962878","0.25059109676408","0.391806373161675","1"
"Yes","1995","Couple + C. LE and GT 16","no migration background","285","0.360317514772959","0.325866375058898","0.39476865448702","1"
"Yes","1995","Couple + C. LE and GT 16","direct migration background","95","0.279065748927564","0.231388659996485","0.326742837858643","1"
"Yes","1995","Couple + C. LE and GT 16","indirect migration background","36","0.247062688186643","0.172344540481426","0.321780835891859","1"
"No","1996","1-pers.-HH","no migration background","985","0.817086829523028","0.795464349650911","0.838709309395146","2"
"No","1996","1-pers.-HH","direct migration background","142","0.828026118529202","0.772745252221456","0.883306984836948","2"
"No","1996","(Married) couple without C. ","direct migration background","449","0.767472852049765","0.733240361147061","0.801705342952468","2"
"No","1996","Single parent ","indirect migration background","28","","","","2"
"No","1996","Couple + C. LE 16 ","no migration background","1360","0.62192794571445","0.601549278146381","0.642306613282518","2"
"No","1996","(Married) couple without C. ","no migration background","2131","0.7841556416575","0.768952452063621","0.79935883125138","2"
"No","1996","Single parent ","direct migration background","84","0.722627923054924","0.642189536821117","0.803066309288731","2"
"No","1996","1-pers.-HH","indirect migration background","27","","","","2"
"No","1996","(Married) couple without C. ","indirect migration background","48","0.723266371451113","0.615332879359149","0.831199863543077","2"
"No","1996","Single parent ","no migration background","340","0.724379520041146","0.68372321326783","0.765035826814462","2"
"No","1996","Couple + C. LE 16 ","direct migration background","454","0.701811154921162","0.666424752925534","0.73719755691679","2"
"No","1996","Couple + C. LE 16 ","indirect migration background","47","0.776333877863755","0.676555816181753","0.876111939545757","2"
"No","1996","Couple + C. GT 16 ","no migration background","1039","0.657856457178988","0.634753885375244","0.680959028982732","2"
"No","1996","Couple + C. GT 16 ","direct migration background","360","0.707794603132246","0.667568766562621","0.748020439701871","2"
"No","1996","Couple + C. GT 16 ","indirect migration background","123","0.80270853115278","0.742887110471541","0.862529951834019","2"
"No","1996","Couple + C. LE and GT 16","no migration background","487","0.645307764380041","0.611405659773926","0.679209868986156","2"
"No","1996","Couple + C. LE and GT 16","direct migration background","214","0.72681162556159","0.676638770340624","0.776984480782557","2"
"No","1996","Couple + C. LE and GT 16","indirect migration background","101","0.772349891694744","0.699708512406467","0.84499127098302","2"
"Yes","1996","1-pers.-HH","no migration background","243","0.182913170476972","0.161290690604854","0.204535650349089","1"
"Yes","1996","1-pers.-HH","direct migration background","37","0.171973881470798","0.116693015163052","0.227254747778544","1"
"Yes","1996","1-pers.-HH","indirect migration background","15","","","","1"
"Yes","1996","(Married) couple without C. ","no migration background","682","0.2158443583425","0.20064116874862","0.231047547936379","1"
"Yes","1996","(Married) couple without C. ","direct migration background","136","0.232527147950235","0.198294657047532","0.266759638852939","1"
"Yes","1996","Single parent ","indirect migration background","6","","","","1"
"Yes","1996","Couple + C. LE 16 ","no migration background","815","0.37807205428555","0.357693386717482","0.398450721853619","1"
"Yes","1996","Couple + C. LE 16 ","direct migration background","188","0.298188845078838","0.26280244308321","0.333575247074466","1"
"Yes","1996","Couple + C. LE 16 ","indirect migration background","20","","","","1"
"Yes","1996","Couple + C. GT 16 ","no migration background","581","0.342143542821011","0.319040971017267","0.365246114624755","1"
"Yes","1996","Couple + C. GT 16 ","direct migration background","131","0.292205396867754","0.251979560298129","0.332431233437379","1"
"Yes","1996","Couple + C. GT 16 ","indirect migration background","47","0.19729146884722","0.137470048165981","0.257112889528459","1"
"Yes","1996","Couple + C. LE and GT 16","no migration background","278","0.354692235619959","0.320790131013844","0.388594340226074","1"
"Yes","1996","Couple + C. LE and GT 16","direct migration background","89","0.27318837443841","0.223015519217443","0.323361229659377","1"
"Yes","1996","Couple + C. LE and GT 16","indirect migration background","27","","","","1"
"Yes","1996","(Married) couple without C. ","indirect migration background","18","","","","1"
"Yes","1996","Single parent ","no migration background","124","0.275620479958854","0.234964173185538","0.31627678673217","1"
"Yes","1996","Single parent ","direct migration background","35","0.277372076945076","0.196933690711269","0.357810463178883","1"
"No","1997","1-pers.-HH","no migration background","958","0.81445071827946","0.792419194007624","0.836482242551295","2"
"No","1997","1-pers.-HH","direct migration background","128","0.824238308469907","0.766162585025439","0.882314031914376","2"
"No","1997","1-pers.-HH","indirect migration background","29","","","","2"
"No","1997","(Married) couple without C. ","no migration background","2174","0.803460165196602","0.788822034361868","0.818098296031336","2"
"No","1997","(Married) couple without C. ","direct migration background","474","0.791720253405819","0.759254891177528","0.82418561563411","2"
"No","1997","Single parent ","direct migration background","79","0.763711553005324","0.683221516133062","0.844201589877587","2"
"No","1997","Single parent ","indirect migration background","24","","","","2"
"No","1997","Couple + C. LE 16 ","no migration background","1260","0.614389821814717","0.593304248196281","0.635475395433152","2"
"No","1997","(Married) couple without C. ","indirect migration background","50","0.793656257297287","0.697471664928201","0.889840849666372","2"
"No","1997","Single parent ","no migration background","317","0.667480981690569","0.624614603267333","0.710347360113805","2"
"No","1997","Couple + C. LE 16 ","direct migration background","410","0.663887336337765","0.626308495854231","0.7014661768213","2"
"No","1997","Couple + C. LE 16 ","indirect migration background","52","0.815331202339193","0.726318814159613","0.904343590518773","2"
"No","1997","Couple + C. GT 16 ","no migration background","1057","0.675867085947651","0.653255793292708","0.698478378602594","2"
"No","1997","Couple + C. GT 16 ","direct migration background","332","0.71990902484352","0.67878423242749","0.761033817259551","2"
"No","1997","Couple + C. GT 16 ","indirect migration background","131","0.684088467864947","0.617280156696006","0.750896779033888","2"
"No","1997","Couple + C. LE and GT 16","no migration background","474","0.640022874339949","0.606031485735269","0.674014262944629","2"
"No","1997","Couple + C. LE and GT 16","direct migration background","188","0.711431775814548","0.657684352297797","0.765179199331298","2"
"No","1997","Couple + C. LE and GT 16","indirect migration background","99","0.840015053571271","0.774696208011768","0.905333899130773","2"
"Yes","1997","1-pers.-HH","no migration background","238","0.18554928172054","0.163517757448705","0.207580805992376","1"
"Yes","1997","1-pers.-HH","direct migration background","37","0.175761691530093","0.117685968085624","0.233837414974561","1"
"Yes","1997","1-pers.-HH","indirect migration background","17","","","","1"
"Yes","1997","(Married) couple without C. ","no migration background","657","0.196539834803398","0.181901703968664","0.211177965638132","1"
"Yes","1997","(Married) couple without C. ","direct migration background","127","0.208279746594181","0.17581438436589","0.240745108822472","1"
"Yes","1997","Single parent ","indirect migration background","7","","","","1"
"Yes","1997","Couple + C. LE 16 ","no migration background","787","0.385610178185283","0.364524604566848","0.406695751803719","1"
"Yes","1997","Couple + C. LE 16 ","direct migration background","197","0.336112663662235","0.2985338231787","0.373691504145769","1"
"Yes","1997","Couple + C. LE 16 ","indirect migration background","21","","","","1"
"Yes","1997","Couple + C. GT 16 ","no migration background","589","0.324132914052349","0.301521621397406","0.346744206707292","1"
"Yes","1997","Couple + C. GT 16 ","direct migration background","126","0.28009097515648","0.238966182740449","0.32121576757251","1"
"Yes","1997","Couple + C. GT 16 ","indirect migration background","55","0.315911532135053","0.249103220966112","0.382719843303994","1"
"Yes","1997","Couple + C. LE and GT 16","no migration background","292","0.359977125660051","0.325985737055371","0.393968514264731","1"
"Yes","1997","Couple + C. LE and GT 16","direct migration background","85","0.288568224185452","0.234820800668702","0.342315647702203","1"
"Yes","1997","Couple + C. LE and GT 16","indirect migration background","22","","","","1"
"Yes","1997","(Married) couple without C. ","indirect migration background","18","","","","1"
"Yes","1997","Single parent ","no migration background","147","0.332519018309431","0.289652639886195","0.375385396732667","1"
"Yes","1997","Single parent ","direct migration background","28","","","","1"
"No","1998","1-pers.-HH","no migration background","1186","0.823406026720025","0.803985298014519","0.842826755425531","2"
"No","1998","1-pers.-HH","direct migration background","143","0.828722781629554","0.774433178570834","0.883012384688274","2"
"No","1998","1-pers.-HH","indirect migration background","33","0.722141813961933","0.595420310556966","0.848863317366901","2"
"No","1998","(Married) couple without C. ","no migration background","2556","0.776360137158299","0.762358231116502","0.790362043200095","2"
"No","1998","(Married) couple without C. ","direct migration background","467","0.775590264695208","0.741926777187161","0.809253752203256","2"
"No","1998","Single parent ","direct migration background","73","0.737313265748274","0.649732786276971","0.824893745219577","2"
"No","1998","Single parent ","indirect migration background","34","0.790881970289216","0.66789049171156","0.913873448866871","2"
"No","1998","Couple + C. LE 16 ","no migration background","1407","0.624785396002292","0.604893908386636","0.644676883617949","2"
"No","1998","(Married) couple without C. ","indirect migration background","52","0.740937251212556","0.644931710690081","0.836942791735031","2"
"No","1998","Single parent ","no migration background","363","0.681966162858074","0.642280071029433","0.721652254686715","2"
"No","1998","Couple + C. LE 16 ","direct migration background","395","0.655049568695743","0.616595307748913","0.693503829642574","2"
"No","1998","Couple + C. LE 16 ","indirect migration background","57","0.760295903240061","0.667896276189597","0.852695530290526","2"
"No","1998","Couple + C. GT 16 ","no migration background","1136","0.646639544939024","0.624593569416562","0.668685520461487","2"
"No","1998","Couple + C. GT 16 ","direct migration background","339","0.751105597075312","0.710751571897968","0.791459622252655","2"
"No","1998","Couple + C. GT 16 ","indirect migration background","138","0.779260453219971","0.71883913512296","0.839681771316982","2"
"No","1998","Couple + C. LE and GT 16","no migration background","506","0.631403913986226","0.598643107470845","0.664164720501608","2"
"No","1998","Couple + C. LE and GT 16","direct migration background","161","0.679553324016009","0.621475290011107","0.737631358020911","2"
"No","1998","Couple + C. LE and GT 16","indirect migration background","83","0.803548067964684","0.728615555252976","0.878480580676391","2"
"Yes","1998","1-pers.-HH","no migration background","295","0.176593973279975","0.157173244574469","0.196014701985481","1"
"Yes","1998","1-pers.-HH","direct migration background","42","0.171277218370446","0.116987615311726","0.225566821429166","1"
"Yes","1998","1-pers.-HH","indirect migration background","15","","","","1"
"Yes","1998","(Married) couple without C. ","no migration background","846","0.223639862841701","0.209637956799905","0.237641768883498","1"
"Yes","1998","(Married) couple without C. ","direct migration background","123","0.224409735304792","0.190746247796744","0.258073222812839","1"
"Yes","1998","Single parent ","indirect migration background","8","","","","1"
"Yes","1998","Couple + C. LE 16 ","no migration background","869","0.375214603997708","0.355323116382051","0.395106091613364","1"
"Yes","1998","Couple + C. LE 16 ","direct migration background","192","0.344950431304257","0.306496170357426","0.383404692251087","1"
"Yes","1998","Couple + C. LE 16 ","indirect migration background","25","","","","1"
"Yes","1998","Couple + C. GT 16 ","no migration background","670","0.353360455060976","0.331314479538513","0.375406430583438","1"
"Yes","1998","Couple + C. GT 16 ","direct migration background","102","0.248894402924688","0.208540377747345","0.289248428102032","1"
"Yes","1998","Couple + C. GT 16 ","indirect migration background","43","0.220739546780029","0.160318228683018","0.28116086487704","1"
"Yes","1998","Couple + C. LE and GT 16","no migration background","327","0.368596086013774","0.335835279498392","0.401356892529155","1"
"Yes","1998","Couple + C. LE and GT 16","direct migration background","87","0.320446675983991","0.26236864197909","0.378524709988893","1"
"Yes","1998","Couple + C. LE and GT 16","indirect migration background","25","","","","1"
"Yes","1998","(Married) couple without C. ","indirect migration background","28","","","","1"
"Yes","1998","Single parent ","no migration background","166","0.318033837141926","0.278347745313285","0.357719928970567","1"
"Yes","1998","Single parent ","direct migration background","24","","","","1"
"No","1999","1-pers.-HH","no migration background","1087","0.790716648803734","0.769475872926509","0.811957424680958","2"
"No","1999","1-pers.-HH","direct migration background","134","0.857770753816891","0.804313549992888","0.911227957640894","2"
"No","1999","1-pers.-HH","indirect migration background","36","0.597016350813273","0.471858265504367","0.722174436122179","2"
"No","1999","(Married) couple without C. ","no migration background","2561","0.78340557512263","0.769491847456787","0.797319302788473","2"
"No","1999","(Married) couple without C. ","direct migration background","442","0.769576873002527","0.734574319168423","0.80457942683663","2"
"No","1999","Single parent ","direct migration background","59","0.596732645127927","0.497033129437009","0.696432160818845","2"
"No","1999","Single parent ","indirect migration background","37","0.837471738712422","0.734171916084102","0.940771561340741","2"
"No","1999","Couple + C. LE 16 ","no migration background","1345","0.608526145983003","0.588399056485851","0.628653235480155","2"
"No","1999","Couple + C. LE 16 ","direct migration background","369","0.670333176019473","0.631081765258105","0.709584586780842","2"
"No","1999","Couple + C. LE 16 ","indirect migration background","65","0.761458175312746","0.676644180511093","0.846272170114399","2"
"No","1999","Couple + C. GT 16 ","no migration background","1082","0.619223469268686","0.596697277798324","0.641749660739048","2"
"No","1999","Couple + C. GT 16 ","direct migration background","310","0.71370718238883","0.670321610792728","0.757092753984932","2"
"No","1999","(Married) couple without C. ","indirect migration background","50","0.592307050163557","0.483945652735035","0.700668447592078","2"
"No","1999","Single parent ","no migration background","368","0.692157340024437","0.652784390903667","0.731530289145208","2"
"No","1999","Couple + C. GT 16 ","indirect migration background","128","0.755817354125393","0.693058115559194","0.818576592691592","2"
"No","1999","Couple + C. LE and GT 16","no migration background","493","0.603577098196835","0.570096985643645","0.637057210750025","2"
"No","1999","Couple + C. LE and GT 16","direct migration background","133","0.61851983893147","0.552187199809192","0.684852478053748","2"
"No","1999","Couple + C. LE and GT 16","indirect migration background","59","0.606928488540361","0.507660056375662","0.70619692070506","2"
"Yes","1999","1-pers.-HH","no migration background","322","0.209283351196266","0.188042575319042","0.230524127073491","1"
"Yes","1999","1-pers.-HH","direct migration background","30","0.142229246183109","0.0887720423591057","0.195686450007112","1"
"Yes","1999","1-pers.-HH","indirect migration background","23","","","","1"
"Yes","1999","(Married) couple without C. ","no migration background","806","0.21659442487737","0.202680697211527","0.230508152543213","1"
"Yes","1999","Single parent ","indirect migration background","12","","","","1"
"Yes","1999","(Married) couple without C. ","direct migration background","114","0.230423126997474","0.19542057316337","0.265425680831577","1"
"Yes","1999","(Married) couple without C. ","indirect migration background","29","","","","1"
"Yes","1999","Single parent ","no migration background","160","0.307842659975563","0.268469710854792","0.347215609096334","1"
"Yes","1999","Single parent ","direct migration background","34","0.403267354872073","0.303567839181155","0.502966870562991","1"
"Yes","1999","Couple + C. LE 16 ","no migration background","914","0.391473854016997","0.371346764519845","0.411600943514149","1"
"Yes","1999","Couple + C. LE 16 ","direct migration background","182","0.329666823980527","0.290415413219158","0.368918234741896","1"
"Yes","1999","Couple + C. LE 16 ","indirect migration background","32","0.238541824687254","0.153727829885601","0.323355819488907","1"
"Yes","1999","Couple + C. GT 16 ","no migration background","703","0.380776530731314","0.358250339260952","0.403302722201676","1"
"Yes","1999","Couple + C. GT 16 ","direct migration background","107","0.28629281761117","0.242907246015068","0.329678389207272","1"
"Yes","1999","Couple + C. GT 16 ","indirect migration background","52","0.244182645874607","0.181423407308408","0.306941884440806","1"
"Yes","1999","Couple + C. LE and GT 16","no migration background","327","0.396422901803165","0.362942789249975","0.429903014356356","1"
"Yes","1999","Couple + C. LE and GT 16","direct migration background","73","0.38148016106853","0.315147521946252","0.447812800190808","1"
"Yes","1999","Couple + C. LE and GT 16","indirect migration background","34","0.393071511459639","0.29380307929494","0.492339943624338","1"
"No","2000","1-pers.-HH","no migration background","2206","0.765036128584714","0.749610569835305","0.780461687334124","2"
"No","2000","1-pers.-HH","direct migration background","215","0.783299689892115","0.735042412157662","0.831556967626568","2"
"No","2000","1-pers.-HH","indirect migration background","55","0.683041791618707","0.584703308408235","0.781380274829179","2"
"No","2000","(Married) couple without C. ","no migration background","5049","0.791519572472458","0.781630466032583","0.801408678912333","2"
"No","2000","(Married) couple without C. ","direct migration background","626","0.785157349322989","0.756661261117759","0.813653437528219","2"
"No","2000","Single parent ","direct migration background","107","0.728655875677965","0.65652966606598","0.80078208528995","2"
"No","2000","Single parent ","indirect migration background","52","0.701419642855802","0.59264861983741","0.810190665874194","2"
"No","2000","Couple + C. LE 16 ","no migration background","2424","0.603743516468077","0.588582052899453","0.618904980036701","2"
"No","2000","Couple + C. LE 16 ","direct migration background","614","0.657667227087015","0.626702150285632","0.688632303888398","2"
"No","2000","Couple + C. LE 16 ","indirect migration background","99","0.674274876989676","0.597463740682143","0.751086013297209","2"
"No","2000","Couple + C. GT 16 ","no migration background","1923","0.640035667893612","0.622936550106171","0.657134785681054","2"
"No","2000","Couple + C. GT 16 ","direct migration background","390","0.691505707666786","0.652728967990862","0.730282447342711","2"
"No","2000","(Married) couple without C. ","indirect migration background","72","0.623516444811266","0.534964901955946","0.712067987666586","2"
"No","2000","Single parent ","no migration background","635","0.676558012081964","0.646669520410123","0.706446503753804","2"
"No","2000","Couple + C. GT 16 ","indirect migration background","168","0.715177715523961","0.657473421848764","0.772882009199158","2"
"No","2000","Couple + C. LE and GT 16","no migration background","826","0.612743813525642","0.587005651894037","0.638481975157247","2"
"No","2000","Couple + C. LE and GT 16","direct migration background","236","0.646417610256346","0.596755519976936","0.696079700535755","2"
"No","2000","Couple + C. LE and GT 16","indirect migration background","92","0.824391056294559","0.757689950235569","0.891092162353549","2"
"Yes","2000","1-pers.-HH","no migration background","696","0.234963871415286","0.219538312665876","0.250389430164695","1"
"Yes","2000","1-pers.-HH","direct migration background","65","0.216700310107885","0.168443032373432","0.264957587842338","1"
"Yes","2000","1-pers.-HH","indirect migration background","31","0.316958208381293","0.218619725170821","0.415296691591765","1"
"Yes","2000","(Married) couple without C. ","no migration background","1433","0.208480427527542","0.198591321087667","0.218369533967417","1"
"Yes","2000","Single parent ","indirect migration background","16","","","","1"
"Yes","2000","(Married) couple without C. ","direct migration background","172","0.214842650677011","0.18634656247178","0.243338738882241","1"
"Yes","2000","(Married) couple without C. ","indirect migration background","43","0.376483555188734","0.287932012333414","0.465035098044054","1"
"Yes","2000","Single parent ","no migration background","306","0.323441987918036","0.293553496246196","0.353330479589877","1"
"Yes","2000","Single parent ","direct migration background","39","0.271344124322035","0.19921791471005","0.34347033393402","1"
"Yes","2000","Couple + C. LE 16 ","no migration background","1574","0.396256483531923","0.381095019963299","0.411417947100547","1"
"Yes","2000","Couple + C. LE 16 ","direct migration background","288","0.342332772912985","0.311367696111602","0.373297849714368","1"
"Yes","2000","Couple + C. LE 16 ","indirect migration background","44","0.325725123010324","0.248913986702791","0.402536259317857","1"
"Yes","2000","Couple + C. GT 16 ","no migration background","1104","0.359964332106388","0.342865214318946","0.377063449893829","1"
"Yes","2000","Couple + C. GT 16 ","direct migration background","155","0.308494292333214","0.269717552657289","0.347271032009138","1"
"Yes","2000","Couple + C. GT 16 ","indirect migration background","67","0.284822284476039","0.227117990800842","0.342526578151236","1"
"Yes","2000","Couple + C. LE and GT 16","no migration background","550","0.387256186474358","0.361518024842753","0.412994348105963","1"
"Yes","2000","Couple + C. LE and GT 16","direct migration background","120","0.353582389743654","0.303920299464245","0.403244480023064","1"
"Yes","2000","Couple + C. LE and GT 16","indirect migration background","33","0.175608943705441","0.108907837646451","0.242310049764431","1"
"No","2001","1-pers.-HH","no migration background","2022","0.773346277094186","0.757287477321864","0.789405076866509","2"
"No","2001","1-pers.-HH","direct migration background","180","0.789654549761432","0.737547163141204","0.841761936381661","2"
"No","2001","1-pers.-HH","indirect migration background","65","0.673419857552701","0.578108542205296","0.768731172900105","2"
"No","2001","(Married) couple without C. ","no migration background","4570","0.779954562641309","0.769398835831499","0.790510289451119","2"
"No","2001","(Married) couple without C. ","direct migration background","565","0.759239303949405","0.728393077224622","0.790085530674188","2"
"No","2001","Single parent ","direct migration background","102","0.693074524563428","0.616946428009592","0.769202621117265","2"
"No","2001","Single parent ","indirect migration background","45","0.772653083892063","0.662881259433631","0.882424908350495","2"
"No","2001","Couple + C. LE 16 ","no migration background","2204","0.600063454394839","0.584166467703706","0.615960441085972","2"
"No","2001","Couple + C. LE 16 ","direct migration background","537","0.671145657436185","0.638590988711328","0.703700326161042","2"
"No","2001","Couple + C. LE 16 ","indirect migration background","107","0.750303277135174","0.681941621299617","0.818664932970731","2"
"No","2001","Couple + C. GT 16 ","no migration background","1818","0.631280642743656","0.613564830384644","0.648996455102668","2"
"No","2001","Couple + C. GT 16 ","direct migration background","325","0.645461811620572","0.602028602440599","0.688895020800546","2"
"No","2001","(Married) couple without C. ","indirect migration background","74","0.698251904915907","0.611278887960111","0.785224921871703","2"
"No","2001","Single parent ","no migration background","598","0.664345289944813","0.633181009670875","0.695509570218752","2"
"No","2001","Couple + C. GT 16 ","indirect migration background","146","0.690284951489311","0.627598988123281","0.752970914855341","2"
"No","2001","Couple + C. LE and GT 16","no migration background","767","0.595134116107889","0.568440554104084","0.621827678111695","2"
"No","2001","Couple + C. LE and GT 16","direct migration background","202","0.67619203542846","0.622521558543002","0.729862512313918","2"
"No","2001","Couple + C. LE and GT 16","indirect migration background","71","0.669862347957569","0.579482473408261","0.760242222506877","2"
"Yes","2001","1-pers.-HH","no migration background","589","0.226653722905814","0.210594923133491","0.242712522678136","1"
"Yes","2001","1-pers.-HH","direct migration background","55","0.210345450238568","0.158238063618339","0.262452836858796","1"
"Yes","2001","1-pers.-HH","indirect migration background","28","","","","1"
"Yes","2001","(Married) couple without C. ","no migration background","1347","0.220045437358691","0.209489710548881","0.230601164168501","1"
"Yes","2001","Single parent ","indirect migration background","11","","","","1"
"Yes","2001","(Married) couple without C. ","direct migration background","173","0.240760696050595","0.209914469325812","0.271606922775378","1"
