"ple0044_h","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2012","Not Employed","no migration background","107","0.0102319024144483","0.00806900574873705","0.0123947990801596","1"
"Yes","2012","Not Employed","direct migration background","15","","","","1"
"Yes","2012","Not Employed","indirect migration background","8","","","","1"
"Yes","2012","Employed","no migration background","6176","0.410640403287439","0.402715762752985","0.418565043821893","1"
"Yes","2012","Employed","direct migration background","877","0.453178776252323","0.430549750402879","0.475807802101766","1"
"Yes","2012","Employed","indirect migration background","349","0.349047795833681","0.318346295550995","0.379749296116367","1"
"No","2013","Not Employed","no migration background","7731","0.98670452709311","0.984180274806561","0.989228779379659","2"
"No","2013","Not Employed","direct migration background","3401","0.790486502519201","0.778743949528697","0.802229055509704","2"
"No","2013","Not Employed","indirect migration background","989","0.822330949286339","0.800969793658592","0.843692104914087","2"
"No","2013","Employed","no migration background","8507","0.611175975251356","0.603121637070084","0.619230313432628","2"
"No","2013","Employed","direct migration background","950","0.589212229989298","0.565866728550202","0.612557731428393","2"
"No","2013","Employed","indirect migration background","559","0.630671108340467","0.598711301393279","0.662630915287654","2"
"Yes","2013","Not Employed","no migration background","178","0.0132954729068901","0.0107712206203411","0.0158197251934391","1"
"Yes","2013","Not Employed","direct migration background","1213","0.209513497480799","0.197770944490296","0.221256050471303","1"
"Yes","2013","Not Employed","indirect migration background","241","0.177669050713661","0.156307895085913","0.199030206341408","1"
"Yes","2013","Employed","no migration background","5565","0.388824024748644","0.380769686567373","0.396878362929916","1"
"Yes","2013","Employed","direct migration background","756","0.410787770010702","0.387442268571607","0.434133271449798","1"
"Yes","2013","Employed","indirect migration background","317","0.369328891659533","0.337369084712346","0.401288698606721","1"
"No","2014","Not Employed","no migration background","7033","0.989277369116658","0.986889078990193","0.991665659243124","2"
"No","2014","Not Employed","direct migration background","1032","0.754776769275029","0.734068400264308","0.77548513828575","2"
"No","2014","Not Employed","indirect migration background","331","0.682615141833051","0.64209927155766","0.723131012108442","2"
"No","2014","Employed","no migration background","7710","0.598035024292865","0.58956701556219","0.606503033023541","2"
"No","2014","Employed","direct migration background","1804","0.548005666816145","0.531237254913347","0.564774078718943","2"
"No","2014","Employed","indirect migration background","761","0.603539063411483","0.576497403551731","0.630580723271235","2"
"Yes","2014","Not Employed","no migration background","111","0.0107226308833418","0.00833434075687608","0.0131109210098075","1"
"Yes","2014","Not Employed","direct migration background","626","0.245223230724971","0.22451486171425","0.265931599735692","1"
"Yes","2014","Not Employed","indirect migration background","176","0.317384858166949","0.276868987891558","0.35790072844234","1"
"Yes","2014","Employed","no migration background","5168","0.401964975707135","0.393496966976459","0.41043298443781","1"
"Yes","2014","Employed","direct migration background","1580","0.451994333183855","0.435225921281057","0.468762745086653","1"
"Yes","2014","Employed","indirect migration background","496","0.396460936588517","0.369419276728765","0.423502596448269","1"
"No","2015","Not Employed","no migration background","6756","0.990188674132003","0.987853006064447","0.992524342199559","2"
"No","2015","Not Employed","direct migration background","2257","0.873903942881183","0.861892349025454","0.885915536736912","2"
"No","2015","Not Employed","indirect migration background","475","0.958319901581913","0.94078443040849","0.975855372755336","2"
"No","2015","Employed","no migration background","7471","0.604459981028336","0.595796910338886","0.613123051717785","2"
"No","2015","Employed","direct migration background","1730","0.593151385566991","0.575391200242888","0.610911570891095","2"
"No","2015","Employed","indirect migration background","739","0.662979255511688","0.635824250486774","0.690134260536602","2"
"Yes","2015","Not Employed","no migration background","85","0.00981132586799706","0.00747565780044073","0.0121469939355534","1"
"Yes","2015","Not Employed","direct migration background","677","0.126096057118817","0.114084463263088","0.138107650974546","1"
"Yes","2015","Not Employed","indirect migration background","24","","","","1"
"Yes","2015","Employed","no migration background","4767","0.395540018971664","0.386876948282215","0.404203089661114","1"
"Yes","2015","Employed","direct migration background","1209","0.406848614433009","0.389088429108905","0.424608799757112","1"
"Yes","2015","Employed","indirect migration background","425","0.337020744488312","0.309865739463398","0.364175749513226","1"
"No","2016","Not Employed","no migration background","6261","0.990775175430261","0.988415953128995","0.993134397731527","2"
"No","2016","Not Employed","direct migration background","1473","0.968341154202836","0.959556340463186","0.977125967942486","2"
"No","2016","Not Employed","indirect migration background","409","0.971596587816467","0.95569028199568","0.987502893637254","2"
"No","2016","Employed","no migration background","6999","0.609006132523269","0.60005520797376","0.617957057072777","2"
"No","2016","Employed","direct migration background","1883","0.577676064882159","0.560839181608789","0.59451294815553","2"
"No","2016","Employed","indirect migration background","696","0.634089445592969","0.606004628502483","0.662174262683456","2"
"Yes","2016","Not Employed","no migration background","47","0.00922482456973888","0.006865602268473","0.0115840468710048","1"
"Yes","2016","Not Employed","direct migration background","53","0.0316588457971639","0.0228740320575143","0.0404436595368134","1"
"Yes","2016","Not Employed","indirect migration background","10","","","","1"
"Yes","2016","Employed","no migration background","4418","0.390993867476731","0.382042942927223","0.39994479202624","1"
"Yes","2016","Employed","direct migration background","1423","0.422323935117841","0.405487051844471","0.439160818391211","1"
"Yes","2016","Employed","indirect migration background","434","0.365910554407031","0.337825737316544","0.393995371497517","1"
"No","2017","Not Employed","no migration background","6686","0.992777657454508","0.99075611353371","0.994799201375305","2"
"No","2017","Not Employed","direct migration background","1377","0.973087524309365","0.964697083959619","0.981477964659112","2"
"No","2017","Not Employed","indirect migration background","436","0.981955196149366","0.969642679249377","0.994267713049355","2"
"No","2017","Employed","no migration background","8600","0.634487596317695","0.626322853950463","0.642652338684927","2"
"No","2017","Employed","direct migration background","1857","0.584974404554151","0.5678597777236","0.602089031384702","2"
"No","2017","Employed","indirect migration background","816","0.659242276635044","0.632914826760996","0.685569726509093","2"
"Yes","2017","Not Employed","no migration background","54","0.00722234254549219","0.00520079862469463","0.00924388646628976","1"
"Yes","2017","Not Employed","direct migration background","52","0.0269124756906346","0.0185220353408879","0.0353029160403814","1"
"Yes","2017","Employed","no migration background","4764","0.365512403682305","0.357347661315073","0.373677146049537","1"
"Yes","2017","Not Employed","indirect migration background","13","","","","1"
"Yes","2017","Employed","direct migration background","1327","0.415025595445849","0.397910968615297","0.4321402222764","1"
"Yes","2017","Employed","indirect migration background","429","0.340757723364956","0.314430273490907","0.367085173239004","1"
"No","2018","Not Employed","no migration background","6496","0.994107403435141","0.992251472673669","0.995963334196613","2"
"No","2018","Not Employed","direct migration background","1321","0.983499722829351","0.976716888897436","0.990282556761266","2"
"No","2018","Not Employed","indirect migration background","391","0.961491068639753","0.94270443662714","0.980277700652367","2"
"No","2018","Employed","no migration background","8389","0.655400281000661","0.647199016082477","0.663601545918845","2"
"No","2018","Employed","direct migration background","1769","0.601383084362938","0.583935356942388","0.618830811783488","2"
"No","2018","Employed","indirect migration background","855","0.652086371261396","0.626053870530677","0.678118871992114","2"
"Yes","2018","Not Employed","no migration background","37","0.00589259656485902","0.00403666580338738","0.00774852732633066","1"
"Yes","2018","Not Employed","direct migration background","34","0.0165002771706494","0.00971744323873455","0.0232831111025642","1"
"Yes","2018","Employed","no migration background","4510","0.344599718999339","0.336398454081155","0.352800983917523","1"
"Yes","2018","Not Employed","indirect migration background","12","","","","1"
"Yes","2018","Employed","indirect migration background","431","0.347913628738604","0.321881128007886","0.373946129469323","1"
"Yes","2018","Employed","direct migration background","1256","0.398616915637062","0.381169188216512","0.416064643057612","1"
"No","2019","Not Employed","no migration background","6341","0.97215710336437","0.968176743637981","0.976137463090758","2"
"No","2019","Not Employed","direct migration background","1083","0.981618439779135","0.973772563861622","0.989464315696647","2"
"No","2019","Not Employed","indirect migration background","374","0.956205026192017","0.93594720637078","0.976462846013255","2"
"No","2019","Employed","no migration background","8588","0.66671606167139","0.658758485653749","0.674673637689031","2"
"No","2019","Employed","direct migration background","1629","0.619519071037223","0.601165218185657","0.637872923888789","2"
"No","2019","Employed","indirect migration background","837","0.668022961818104","0.642294813194279","0.69375111044193","2"
"Yes","2019","Not Employed","no migration background","222","0.0278428966356304","0.0238625369092415","0.0318232563620193","1"
"Yes","2019","Not Employed","direct migration background","43","0.0183815602208653","0.0105356843033531","0.0262274361383776","1"
"Yes","2019","Not Employed","indirect migration background","18","","","","1"
"Yes","2019","Employed","no migration background","4892","0.33328393832861","0.325326362310969","0.341241514346251","1"
"Yes","2019","Employed","direct migration background","1059","0.380480928962777","0.362127076111211","0.398834781814343","1"
"Yes","2019","Employed","indirect migration background","450","0.331977038181896","0.30624888955807","0.357705186805722","1"
