"ple0044_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","1995","Baden-Württemberg","indirect migration background","28","","","","1"
"Yes","1995","Bavaria","no migration background","369","0.279781799367878","0.254180328472049","0.305383270263706","1"
"Yes","1995","Bavaria","direct migration background","106","0.289989710654266","0.244427035128303","0.33555238618023","1"
"Yes","1995","Bavaria","indirect migration background","30","0.44765813924775","0.338007348662621","0.557308929832879","1"
"Yes","1995","Berlin","no migration background","129","0.273033539250779","0.231452629883989","0.31461444861757","1"
"Yes","1995","Berlin","direct migration background","22","","","","1"
"Yes","1995","Berlin","indirect migration background","3","","","","1"
"Yes","1995","Brandenburg","no migration background","203","0.330494700693681","0.29156994280472","0.369419458582642","1"
"Yes","1995","Brandenburg","direct migration background","3","","","","1"
"Yes","1995","Brandenburg","indirect migration background","1","","","","1"
"Yes","1995","Mecklenburg-Western Pomerania","no migration background","135","0.318272489515535","0.272042824336335","0.364502154694735","1"
"Yes","1995","Mecklenburg-Western Pomerania","direct migration background","3","","","","1"
"Yes","1995","Mecklenburg-Western Pomerania","indirect migration background","1","","","","1"
"Yes","1995","Saxony","no migration background","354","0.291493046547481","0.263685634726901","0.31930045836806","1"
"Yes","1995","Bremen","direct migration background","5","","","","1"
"Yes","1995","Bremen","indirect migration background","2","","","","1"
"Yes","1995","North Rhine-Westphalia","no migration background","512","0.272718691705565","0.251529429494694","0.293907953916436","1"
"Yes","1995","North Rhine-Westphalia","direct migration background","193","0.288523542369015","0.253931494075653","0.323115590662376","1"
"Yes","1995","North Rhine-Westphalia","indirect migration background","45","0.284607964326294","0.211163398997908","0.35805252965468","1"
"Yes","1995","Hesse","indirect migration background","22","","","","1"
"Yes","1995","Rhineland-Palatinate,Saarland","no migration background","120","0.214035477337258","0.178084769708432","0.249986184966083","1"
"Yes","1995","Rhineland-Palatinate,Saarland","direct migration background","52","0.291541845263687","0.224207503710569","0.358876186816806","1"
"Yes","1995","Saxony","direct migration background","10","","","","1"
"Yes","1995","Saxony","indirect migration background","1","","","","1"
"Yes","1995","Saxony-Anhalt","no migration background","224","0.300687747412637","0.265244293296959","0.336131201528315","1"
"Yes","1995","Saxony-Anhalt","direct migration background","6","","","","1"
"Yes","1995","Saxony-Anhalt","indirect migration background","1","","","","1"
"Yes","1995","Hesse","no migration background","152","0.232252993489954","0.197464982271064","0.267041004708844","1"
"Yes","1995","Hesse","direct migration background","86","0.229698656564558","0.182949104744045","0.276448208385072","1"
"Yes","1995","Thuringia","no migration background","214","0.300642702352171","0.26434386268924","0.336941542015101","1"
"Yes","1995","Thuringia","direct migration background","5","","","","1"
"Yes","1995","Thuringia","indirect migration background","1","","","","1"
"No","1996","Schleswig-Holstein","no migration background","160","0.713236029231461","0.6558999396529","0.770572118810021","2"
"No","1996","Schleswig-Holstein","direct migration background","21","","","","2"
"No","1996","Schleswig-Holstein","indirect migration background","5","","","","2"
"No","1996","Hamburg","no migration background","69","0.833295291967622","0.754523221258081","0.912067362677162","2"
"No","1996","Hamburg","direct migration background","21","","","","2"
"No","1996","Hamburg","indirect migration background","6","","","","2"
"No","1996","Rhineland-Palatinate,Saarland","direct migration background","102","0.660848471644392","0.587492422309687","0.734204520979096","2"
"No","1996","Rhineland-Palatinate,Saarland","indirect migration background","7","","","","2"
"No","1996","Baden-Württemberg","direct migration background","488","0.794169022322799","0.762137010226876","0.826201034418721","2"
"No","1996","Baden-Württemberg","indirect migration background","102","0.725403650258262","0.648682754807325","0.802124545709198","2"
"No","1996","Bavaria","no migration background","798","0.723139258056234","0.697334561422426","0.748943954690042","2"
"No","1996","Lower Saxony","no migration background","572","0.726581951050814","0.695540544423034","0.757623357678594","2"
"No","1996","Lower Saxony","direct migration background","122","0.659309831477376","0.590073122732078","0.728546540222674","2"
"No","1996","Lower Saxony","indirect migration background","26","","","","2"
"No","1996","Bremen","no migration background","51","0.773717022696061","0.675696708754535","0.871737336637588","2"
"No","1996","Bremen","direct migration background","14","","","","2"
"No","1996","North Rhine-Westphalia","direct migration background","456","0.721011666139642","0.686127736979641","0.755895595299643","2"
"No","1996","North Rhine-Westphalia","indirect migration background","114","0.791089311316692","0.727498941085042","0.854679681548342","2"
"No","1996","Hesse","no migration background","399","0.741337770298386","0.704707806369053","0.777967734227719","2"
"No","1996","Hesse","direct migration background","195","0.747806965210026","0.696849562232524","0.798764368187527","2"
"No","1996","Hesse","indirect migration background","37","0.843563704060745","0.74185040151788","0.94527700660361","2"
"No","1996","Rhineland-Palatinate,Saarland","no migration background","368","0.757103987916219","0.719553361416193","0.794654614416245","2"
"No","1996","Baden-Württemberg","no migration background","654","0.736224983398102","0.707872166848801","0.764577799947403","2"
"No","1996","Bavaria","direct migration background","284","0.746215197993026","0.702111283220159","0.790319112765894","2"
"No","1996","Bavaria","indirect migration background","57","0.728384010351178","0.633826398256793","0.822941622445562","2"
"No","1996","Berlin","no migration background","319","0.764931234743955","0.724805028089564","0.805057441398346","2"
"No","1996","Berlin","direct migration background","60","0.792070799728356","0.702009018364229","0.882132581092483","2"
"No","1996","Bremen","indirect migration background","2","","","","2"
"No","1996","North Rhine-Westphalia","no migration background","1173","0.716711637797556","0.695260524593084","0.738162751002028","2"
"No","1996","Berlin","indirect migration background","13","","","","2"
"No","1996","Brandenburg","no migration background","376","0.703099477399033","0.665156241839922","0.741042712958143","2"
"No","1996","Brandenburg","direct migration background","13","","","","2"
"No","1996","Brandenburg","indirect migration background","2","","","","2"
"No","1996","Mecklenburg-Western Pomerania","no migration background","258","0.722980389355902","0.677194297541499","0.768766481170305","2"
"No","1996","Mecklenburg-Western Pomerania","direct migration background","8","","","","2"
"No","1996","Mecklenburg-Western Pomerania","indirect migration background","1","","","","2"
"No","1996","Saxony","no migration background","680","0.708151849905259","0.680239097168035","0.736064602642483","2"
"No","1996","Saxony-Anhalt","direct migration background","30","0.871130816865356","0.758508395837874","0.983753237892838","2"
"No","1996","Saxony","direct migration background","32","0.823040270047517","0.704772648929284","0.94130789116575","2"
"No","1996","Saxony","indirect migration background","7","","","","2"
"No","1996","Saxony-Anhalt","no migration background","417","0.7365424222973","0.70144100650336","0.771643838091239","2"
"No","1996","Saxony-Anhalt","indirect migration background","2","","","","2"
"No","1996","Thuringia","no migration background","414","0.747303153837248","0.712356694023918","0.782249613650579","2"
"No","1996","Thuringia","direct migration background","22","","","","2"
"No","1996","Thuringia","indirect migration background","4","","","","2"
"Yes","1996","Schleswig-Holstein","no migration background","79","0.286763970768539","0.229427881189979","0.3441000603471","1"
"Yes","1996","Schleswig-Holstein","direct migration background","8","","","","1"
"Yes","1996","Schleswig-Holstein","indirect migration background","1","","","","1"
"Yes","1996","Hamburg","no migration background","17","","","","1"
"Yes","1996","Hamburg","direct migration background","3","","","","1"
"Yes","1996","Hamburg","indirect migration background","2","","","","1"
"Yes","1996","Lower Saxony","no migration background","220","0.273418048949186","0.242376642321406","0.304459455576966","1"
"Yes","1996","Lower Saxony","direct migration background","58","0.340690168522624","0.271453459777326","0.409926877267921","1"
"Yes","1996","Baden-Württemberg","indirect migration background","28","","","","1"
"Yes","1996","Bavaria","no migration background","357","0.276860741943766","0.251056045309958","0.302665438577574","1"
"Yes","1996","Bavaria","direct migration background","90","0.253784802006974","0.209680887234106","0.297888716779841","1"
"Yes","1996","Bavaria","indirect migration background","28","","","","1"
"Yes","1996","Berlin","no migration background","110","0.235068765256045","0.194942558601654","0.275194971910436","1"
"Yes","1996","Berlin","direct migration background","18","","","","1"
"Yes","1996","Berlin","indirect migration background","3","","","","1"
"Yes","1996","Brandenburg","no migration background","181","0.296900522600967","0.258957287041857","0.334843758160078","1"
"Yes","1996","Brandenburg","direct migration background","3","","","","1"
"Yes","1996","Brandenburg","indirect migration background","2","","","","1"
"Yes","1996","Mecklenburg-Western Pomerania","no migration background","109","0.277019610644098","0.231233518829695","0.322805702458501","1"
"Yes","1996","Mecklenburg-Western Pomerania","direct migration background","3","","","","1"
"Yes","1996","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","1996","Lower Saxony","indirect migration background","6","","","","1"
"Yes","1996","Bremen","no migration background","19","","","","1"
"Yes","1996","Rhineland-Palatinate,Saarland","indirect migration background","10","","","","1"
"Yes","1996","Baden-Württemberg","no migration background","274","0.263775016601898","0.235422200052597","0.292127833151199","1"
"Yes","1996","Baden-Württemberg","direct migration background","124","0.205830977677201","0.173798965581279","0.237862989773124","1"
"Yes","1996","Saxony","no migration background","339","0.291848150094741","0.263935397357517","0.319760902831965","1"
"Yes","1996","Saxony","direct migration background","8","","","","1"
"Yes","1996","Saxony","indirect migration background","1","","","","1"
"Yes","1996","Saxony-Anhalt","no migration background","188","0.2634575777027","0.228356161908761","0.29855899349664","1"
"Yes","1996","Saxony-Anhalt","direct migration background","4","","","","1"
"Yes","1996","Bremen","direct migration background","5","","","","1"
"Yes","1996","Bremen","indirect migration background","1","","","","1"
"Yes","1996","North Rhine-Westphalia","no migration background","522","0.283288362202444","0.261837248997972","0.304739475406917","1"
"Yes","1996","North Rhine-Westphalia","direct migration background","179","0.278988333860358","0.244104404700357","0.313872263020359","1"
"Yes","1996","North Rhine-Westphalia","indirect migration background","43","0.208910688683308","0.145320318451658","0.272501058914958","1"
"Yes","1996","Hesse","indirect migration background","12","","","","1"
"Yes","1996","Rhineland-Palatinate,Saarland","no migration background","133","0.242896012083781","0.205345385583755","0.280446638583807","1"
"Yes","1996","Rhineland-Palatinate,Saarland","direct migration background","58","0.339151528355608","0.265795479020904","0.412507577690313","1"
"Yes","1996","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","1996","Thuringia","no migration background","180","0.252696846162752","0.217750386349421","0.287643305976082","1"
"Yes","1996","Thuringia","direct migration background","3","","","","1"
"Yes","1996","Thuringia","indirect migration background","","","","","1"
"Yes","1996","Hesse","no migration background","150","0.258662229701614","0.222032265772281","0.295292193630947","1"
"Yes","1996","Hesse","direct migration background","84","0.252193034789974","0.201235631812473","0.303150437767476","1"
"No","1997","Schleswig-Holstein","no migration background","167","0.726900099463177","0.66993454943966","0.783865649486695","2"
"No","1997","Schleswig-Holstein","direct migration background","17","","","","2"
"No","1997","Schleswig-Holstein","indirect migration background","4","","","","2"
"No","1997","Hamburg","no migration background","67","0.840612303025988","0.763250936231716","0.917973669820259","2"
"No","1997","Hamburg","direct migration background","16","","","","2"
"No","1997","Hamburg","indirect migration background","3","","","","2"
"No","1997","Lower Saxony","no migration background","543","0.720783165285142","0.68919893068506","0.752367399885224","2"
"No","1997","Lower Saxony","direct migration background","135","0.775274010253243","0.714963438863568","0.835584581642919","2"
"No","1997","Lower Saxony","indirect migration background","37","0.818450956581979","0.705825867648361","0.931076045515598","2"
"No","1997","Bremen","no migration background","52","0.773174158166259","0.67507077111879","0.871277545213728","2"
"No","1997","Bremen","direct migration background","13","","","","2"
"No","1997","Rhineland-Palatinate,Saarland","direct migration background","107","0.677666834032722","0.605917991168716","0.749415676896729","2"
"No","1997","Rhineland-Palatinate,Saarland","indirect migration background","14","","","","2"
"No","1997","Baden-Württemberg","direct migration background","481","0.771175377768814","0.737866849770523","0.804483905767104","2"
"No","1997","Baden-Württemberg","indirect migration background","113","0.820702014399309","0.756231803383224","0.885172225415395","2"
"No","1997","Bavaria","no migration background","781","0.725646103567807","0.699790595341595","0.751501611794019","2"
"No","1997","Bremen","indirect migration background","1","","","","2"
"No","1997","North Rhine-Westphalia","no migration background","1157","0.710266356452641","0.688541807359733","0.731990905545549","2"
"No","1997","North Rhine-Westphalia","direct migration background","437","0.766476165546998","0.732338248478506","0.80061408261549","2"
"No","1997","North Rhine-Westphalia","indirect migration background","113","0.727182465278889","0.659220808433644","0.795144122124133","2"
"No","1997","Hesse","no migration background","379","0.78515602713552","0.749440603434048","0.820871450836993","2"
"No","1997","Hesse","direct migration background","186","0.783563361126748","0.733506470656363","0.833620251597133","2"
"No","1997","Hesse","indirect migration background","39","0.807463854066503","0.700296106854834","0.914631601278173","2"
"No","1997","Rhineland-Palatinate,Saarland","no migration background","407","0.794016403027237","0.759155881866039","0.828876924188435","2"
"No","1997","Baden-Württemberg","no migration background","648","0.739255731252456","0.710839390044409","0.767672072460504","2"
"No","1997","Bavaria","direct migration background","235","0.675438445114213","0.625449431596245","0.72542745863218","2"
"No","1997","Bavaria","indirect migration background","55","0.573705090423837","0.467313213681189","0.680096967166484","2"
"No","1997","Berlin","no migration background","293","0.745543858878993","0.703435312734718","0.787652405023269","2"
"No","1997","Berlin","direct migration background","49","0.7389250205398","0.633754626256127","0.844095414823473","2"
"No","1997","Berlin","indirect migration background","12","","","","2"
"No","1997","Brandenburg","no migration background","382","0.742966092909843","0.706543972034193","0.779388213785493","2"
"No","1997","Brandenburg","direct migration background","13","","","","2"
"No","1997","Brandenburg","indirect migration background","3","","","","2"
"No","1997","Mecklenburg-Western Pomerania","no migration background","242","0.697361699485255","0.650102564420459","0.744620834550052","2"
"No","1997","Mecklenburg-Western Pomerania","direct migration background","9","","","","2"
"No","1997","Mecklenburg-Western Pomerania","indirect migration background","2","","","","2"
"No","1997","Saxony","no migration background","668","0.700870151912639","0.672561856578754","0.729178447246525","2"
"No","1997","Saxony-Anhalt","direct migration background","26","","","","2"
"No","1997","Saxony","direct migration background","29","","","","2"
"No","1997","Saxony","indirect migration background","6","","","","2"
"No","1997","Saxony-Anhalt","no migration background","395","0.706374982293307","0.669873400773974","0.74287656381264","2"
"No","1997","Saxony-Anhalt","indirect migration background","3","","","","2"
"No","1997","Thuringia","no migration background","405","0.729680189653412","0.69405426539159","0.765306113915234","2"
"No","1997","Thuringia","direct migration background","20","","","","2"
"No","1997","Thuringia","indirect migration background","2","","","","2"
"Yes","1997","Schleswig-Holstein","no migration background","68","0.273099900536823","0.216134350513305","0.33006545056034","1"
"Yes","1997","Schleswig-Holstein","direct migration background","5","","","","1"
"Yes","1997","Schleswig-Holstein","indirect migration background","2","","","","1"
"Yes","1997","Hamburg","no migration background","19","","","","1"
"Yes","1997","Hamburg","direct migration background","8","","","","1"
"Yes","1997","Hamburg","indirect migration background","3","","","","1"
"Yes","1997","Lower Saxony","no migration background","232","0.279216834714858","0.247632600114776","0.31080106931494","1"
"Yes","1997","Lower Saxony","direct migration background","49","0.224725989746757","0.164415418357081","0.285036561136432","1"
"Yes","1997","Lower Saxony","indirect migration background","8","","","","1"
"Yes","1997","Baden-Württemberg","indirect migration background","23","","","","1"
"Yes","1997","Bavaria","no migration background","363","0.274353896432193","0.248498388205981","0.300209404658405","1"
"Yes","1997","Bavaria","direct migration background","102","0.324561554885787","0.27457254136782","0.374550568403755","1"
"Yes","1997","Bavaria","indirect migration background","28","","","","1"
"Yes","1997","Berlin","no migration background","118","0.254456141121007","0.212347594976731","0.296564687265282","1"
"Yes","1997","Berlin","direct migration background","18","","","","1"
"Yes","1997","Berlin","indirect migration background","3","","","","1"
"Yes","1997","Brandenburg","no migration background","171","0.257033907090157","0.220611786214508","0.293456027965807","1"
"Yes","1997","Brandenburg","direct migration background","2","","","","1"
"Yes","1997","Brandenburg","indirect migration background","1","","","","1"
"Yes","1997","Mecklenburg-Western Pomerania","no migration background","121","0.302638300514745","0.255379165449948","0.349897435579541","1"
"Yes","1997","Mecklenburg-Western Pomerania","direct migration background","3","","","","1"
"Yes","1997","Mecklenburg-Western Pomerania","indirect migration background","1","","","","1"
"Yes","1997","Bremen","no migration background","18","","","","1"
"Yes","1997","Bremen","direct migration background","7","","","","1"
"Yes","1997","Bremen","indirect migration background","2","","","","1"
"Yes","1997","North Rhine-Westphalia","no migration background","518","0.289733643547359","0.268009094454451","0.311458192640267","1"
"Yes","1997","North Rhine-Westphalia","direct migration background","153","0.233523834453002","0.19938591738451","0.267661751521494","1"
"Yes","1997","Hesse","indirect migration background","13","","","","1"
"Yes","1997","Rhineland-Palatinate,Saarland","no migration background","110","0.205983596972763","0.171123075811565","0.240844118133961","1"
"Yes","1997","Rhineland-Palatinate,Saarland","indirect migration background","3","","","","1"
"Yes","1997","Baden-Württemberg","no migration background","269","0.260744268747544","0.232327927539496","0.289160609955591","1"
"Yes","1997","Baden-Württemberg","direct migration background","130","0.228824622231186","0.195516094232896","0.262133150229477","1"
"Yes","1997","Saxony","no migration background","337","0.299129848087361","0.270821552753475","0.327438143421246","1"
"Yes","1997","Saxony","direct migration background","8","","","","1"
"Yes","1997","Saxony","indirect migration background","1","","","","1"
"Yes","1997","Saxony-Anhalt","no migration background","203","0.293625017706693","0.25712343618736","0.330126599226026","1"
"Yes","1997","Saxony-Anhalt","direct migration background","6","","","","1"
"Yes","1997","North Rhine-Westphalia","indirect migration background","52","0.272817534721111","0.204855877875867","0.340779191566356","1"
"Yes","1997","Hesse","no migration background","129","0.21484397286448","0.179128549163007","0.250559396565952","1"
"Yes","1997","Hesse","direct migration background","74","0.216436638873252","0.166379748402867","0.266493529343637","1"
"Yes","1997","Rhineland-Palatinate,Saarland","direct migration background","56","0.322333165967278","0.250584323103272","0.394082008831284","1"
"Yes","1997","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","1997","Thuringia","no migration background","192","0.270319810346588","0.234693886084766","0.30594573460841","1"
"Yes","1997","Thuringia","direct migration background","4","","","","1"
"Yes","1997","Thuringia","indirect migration background","3","","","","1"
"No","1998","Schleswig-Holstein","no migration background","212","0.745775653874323","0.697226516069704","0.794324791678941","2"
"No","1998","Schleswig-Holstein","direct migration background","20","","","","2"
"No","1998","Schleswig-Holstein","indirect migration background","3","","","","2"
"No","1998","Hamburg","no migration background","90","0.805395461820181","0.735144989799649","0.875645933840713","2"
"No","1998","Hamburg","direct migration background","19","","","","2"
"No","1998","Hamburg","indirect migration background","7","","","","2"
"No","1998","Lower Saxony","no migration background","649","0.730352178852276","0.701769217638365","0.758935140066186","2"
"No","1998","Lower Saxony","direct migration background","122","0.710544009312109","0.643352278410142","0.777735740214077","2"
"No","1998","Lower Saxony","indirect migration background","32","0.702865480936503","0.570802274775279","0.834928687097726","2"
"No","1998","Bremen","no migration background","54","0.759061948884038","0.664758874266508","0.853365023501569","2"
"No","1998","Rhineland-Palatinate,Saarland","direct migration background","112","0.716931024606277","0.646238968158459","0.787623081054095","2"
"No","1998","Baden-Württemberg","direct migration background","470","0.82341581201758","0.79222133906674","0.854610284968421","2"
"No","1998","Baden-Württemberg","indirect migration background","119","0.859405966108001","0.802828079889361","0.915983852326642","2"
"No","1998","Bavaria","no migration background","965","0.72948984996963","0.706128476221211","0.752851223718048","2"
"No","1998","Bremen","direct migration background","11","","","","2"
"No","1998","Bremen","indirect migration background","3","","","","2"
"No","1998","North Rhine-Westphalia","no migration background","1349","0.696477561327337","0.676286814182091","0.716668308472582","2"
"No","1998","North Rhine-Westphalia","direct migration background","406","0.692208039911472","0.654707842499079","0.729708237323866","2"
"No","1998","North Rhine-Westphalia","indirect migration background","107","0.81877077104139","0.757931637924924","0.879609904157855","2"
"No","1998","Hesse","direct migration background","188","0.745363189372696","0.691996203879248","0.798730174866145","2"
"No","1998","Hesse","indirect migration background","46","0.764068929707753","0.655730902243192","0.872406957172315","2"
"No","1998","Rhineland-Palatinate,Saarland","no migration background","458","0.793254104566814","0.760741663856801","0.825766545276827","2"
"No","1998","Rhineland-Palatinate,Saarland","indirect migration background","13","","","","2"
"No","1998","Baden-Württemberg","no migration background","754","0.753067591489449","0.726796147667474","0.779339035311424","2"
"No","1998","Bavaria","direct migration background","234","0.69845048391064","0.649306222014457","0.747594745806824","2"
"No","1998","Bavaria","indirect migration background","53","0.630521273398539","0.524087579164085","0.736954967632994","2"
"No","1998","Berlin","no migration background","294","0.696168770275912","0.65324456426312","0.739092976288704","2"
"No","1998","Berlin","direct migration background","35","0.779520713315077","0.662240377791675","0.89680104883848","2"
"No","1998","Hesse","no migration background","445","0.753154786284765","0.718711520658794","0.787598051910737","2"
"No","1998","Berlin","indirect migration background","13","","","","2"
"No","1998","Brandenburg","no migration background","399","0.707576239834827","0.670460926306109","0.744691553363545","2"
"No","1998","Brandenburg","direct migration background","12","","","","2"
"No","1998","Brandenburg","indirect migration background","2","","","","2"
"No","1998","Mecklenburg-Western Pomerania","no migration background","250","0.687255648272011","0.64051915885946","0.733992137684562","2"
"No","1998","Mecklenburg-Western Pomerania","direct migration background","8","","","","2"
"No","1998","Mecklenburg-Western Pomerania","indirect migration background","2","","","","2"
"No","1998","Saxony","no migration background","713","0.690909677929284","0.663550933937964","0.718268421920604","2"
"No","1998","Saxony","direct migration background","28","","","","2"
"No","1998","Saxony","indirect migration background","6","","","","2"
"No","1998","Saxony-Anhalt","no migration background","423","0.722665505468174","0.687426564031453","0.757904446904896","2"
"No","1998","Saxony-Anhalt","direct migration background","25","","","","2"
"No","1998","Saxony-Anhalt","indirect migration background","3","","","","2"
"No","1998","Thuringia","no migration background","460","0.737147563051096","0.703891274487663","0.770403851614529","2"
"No","1998","Thuringia","direct migration background","21","","","","2"
"No","1998","Thuringia","indirect migration background","4","","","","2"
"Yes","1998","Schleswig-Holstein","no migration background","97","0.254224346125677","0.205675208321059","0.302773483930296","1"
"Yes","1998","Schleswig-Holstein","direct migration background","8","","","","1"
"Yes","1998","Schleswig-Holstein","indirect migration background","4","","","","1"
"Yes","1998","Hamburg","no migration background","32","0.194604538179819","0.124354066159287","0.264855010200351","1"
"Yes","1998","Hamburg","direct migration background","2","","","","1"
"Yes","1998","Hamburg","indirect migration background","2","","","","1"
"Yes","1998","Lower Saxony","no migration background","277","0.269647821147724","0.241064859933814","0.298230782361635","1"
"Yes","1998","Lower Saxony","direct migration background","53","0.289455990687891","0.222264259785923","0.356647721589858","1"
"Yes","1998","Lower Saxony","indirect migration background","14","","","","1"
"Yes","1998","Bremen","no migration background","25","","","","1"
"Yes","1998","Bremen","direct migration background","5","","","","1"
"Yes","1998","Bremen","indirect migration background","1","","","","1"
"Yes","1998","Baden-Württemberg","indirect migration background","26","","","","1"
"Yes","1998","Bavaria","no migration background","424","0.27051015003037","0.247148776281952","0.293871523778789","1"
"Yes","1998","Bavaria","direct migration background","101","0.30154951608936","0.252405254193177","0.350693777985543","1"
"Yes","1998","Bavaria","indirect migration background","26","","","","1"
"Yes","1998","Berlin","no migration background","147","0.303831229724088","0.260907023711296","0.34675543573688","1"
"Yes","1998","Berlin","direct migration background","13","","","","1"
"Yes","1998","Berlin","indirect migration background","6","","","","1"
"Yes","1998","Brandenburg","no migration background","178","0.292423760165173","0.255308446636455","0.329539073693891","1"
"Yes","1998","Brandenburg","direct migration background","3","","","","1"
"Yes","1998","Brandenburg","indirect migration background","3","","","","1"
"Yes","1998","Mecklenburg-Western Pomerania","no migration background","128","0.312744351727989","0.266007862315438","0.35948084114054","1"
"Yes","1998","Mecklenburg-Western Pomerania","direct migration background","2","","","","1"
"Yes","1998","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","1998","Saxony","no migration background","383","0.309090322070716","0.281731578079396","0.336449066062036","1"
"Yes","1998","Saxony","direct migration background","6","","","","1"
"Yes","1998","Saxony","indirect migration background","2","","","","1"
"Yes","1998","Saxony-Anhalt","no migration background","197","0.277334494531826","0.242095553095104","0.312573435968547","1"
"Yes","1998","North Rhine-Westphalia","no migration background","643","0.303522438672663","0.283331691527418","0.323713185817909","1"
"Yes","1998","North Rhine-Westphalia","direct migration background","176","0.307791960088528","0.270291762676134","0.345292157500921","1"
"Yes","1998","Hesse","indirect migration background","13","","","","1"
"Yes","1998","Rhineland-Palatinate,Saarland","no migration background","138","0.206745895433186","0.174233454723173","0.239258336143199","1"
"Yes","1998","Rhineland-Palatinate,Saarland","indirect migration background","5","","","","1"
"Yes","1998","Baden-Württemberg","no migration background","281","0.246932408510551","0.220660964688576","0.273203852332526","1"
"Yes","1998","Baden-Württemberg","direct migration background","104","0.17658418798242","0.145389715031579","0.207778660933261","1"
"Yes","1998","Saxony-Anhalt","direct migration background","6","","","","1"
"Yes","1998","Saxony-Anhalt","indirect migration background","2","","","","1"
"Yes","1998","Thuringia","no migration background","213","0.262852436948904","0.229596148385471","0.296108725512337","1"
"Yes","1998","Thuringia","direct migration background","3","","","","1"
"Yes","1998","Thuringia","indirect migration background","","","","","1"
"Yes","1998","North Rhine-Westphalia","indirect migration background","47","0.18122922895861","0.120390095842145","0.242068362075076","1"
"Yes","1998","Hesse","no migration background","157","0.246845213715235","0.212401948089263","0.281288479341206","1"
"Yes","1998","Hesse","direct migration background","68","0.254636810627304","0.201269825133855","0.308003796120752","1"
"Yes","1998","Rhineland-Palatinate,Saarland","direct migration background","44","0.283068975393723","0.212376918945905","0.353761031841541","1"
"No","1999","Schleswig-Holstein","no migration background","181","0.677446903905334","0.623080931594433","0.731812876216235","2"
"No","1999","Schleswig-Holstein","direct migration background","16","","","","2"
"No","1999","Schleswig-Holstein","indirect migration background","","","","","2"
"No","1999","Berlin","direct migration background","28","","","","2"
"No","1999","Hamburg","no migration background","69","0.814038959712557","0.734963778551282","0.893114140873832","2"
"No","1999","Hamburg","direct migration background","17","","","","2"
"No","1999","Hamburg","indirect migration background","7","","","","2"
"No","1999","Lower Saxony","no migration background","612","0.702378513126926","0.672457959908855","0.732299066344998","2"
"No","1999","Lower Saxony","direct migration background","104","0.620808471087301","0.548299457322588","0.693317484852014","2"
"No","1999","Lower Saxony","indirect migration background","33","0.704007470971191","0.576193284627011","0.831821657315371","2"
"No","1999","Bremen","no migration background","47","0.734395263278706","0.629422537099336","0.839367989458075","2"
"No","1999","Rhineland-Palatinate,Saarland","direct migration background","100","0.705323510326528","0.630601766922654","0.780045253730401","2"
"No","1999","Baden-Württemberg","direct migration background","428","0.799776058634625","0.765898828147312","0.833653289121937","2"
"No","1999","Baden-Württemberg","indirect migration background","116","0.777093866148722","0.711572945356695","0.84261478694075","2"
"No","1999","Bavaria","no migration background","899","0.705060443066811","0.680580370388161","0.729540515745462","2"
"No","1999","Bavaria","direct migration background","221","0.716486277359","0.665987791268326","0.766984763449673","2"
"No","1999","Bavaria","indirect migration background","54","0.562522042696089","0.454489787551879","0.670554297840299","2"
"No","1999","Berlin","no migration background","292","0.688501219540457","0.644627269255834","0.732375169825079","2"
"No","1999","Bremen","direct migration background","12","","","","2"
"No","1999","Bremen","indirect migration background","2","","","","2"
"No","1999","North Rhine-Westphalia","no migration background","1304","0.70855017826445","0.688239442708126","0.728860913820773","2"
"No","1999","North Rhine-Westphalia","direct migration background","378","0.676881121390029","0.637326401314152","0.716435841465906","2"
"No","1999","North Rhine-Westphalia","indirect migration background","103","0.721592816151119","0.651482070831297","0.791703561470942","2"
"No","1999","Hesse","direct migration background","155","0.70107928248587","0.640587229291418","0.761571335680322","2"
"No","1999","Hesse","indirect migration background","37","0.77942515160298","0.671784612068077","0.887065691137882","2"
"No","1999","Rhineland-Palatinate,Saarland","no migration background","451","0.775466429842043","0.741710413984584","0.809222445699503","2"
"No","1999","Rhineland-Palatinate,Saarland","indirect migration background","13","","","","2"
"No","1999","Baden-Württemberg","no migration background","691","0.735842902346175","0.708281898808761","0.763403905883588","2"
"No","1999","Hesse","no migration background","427","0.74235081916663","0.707239759229123","0.777461879104138","2"
"No","1999","Berlin","indirect migration background","13","","","","2"
"No","1999","Brandenburg","no migration background","381","0.696349548573156","0.658162059072409","0.734537038073903","2"
"No","1999","Brandenburg","direct migration background","13","","","","2"
"No","1999","Brandenburg","indirect migration background","3","","","","2"
"No","1999","Mecklenburg-Western Pomerania","no migration background","242","0.691279731353127","0.644208375022149","0.738351087684105","2"
"No","1999","Mecklenburg-Western Pomerania","direct migration background","7","","","","2"
"No","1999","Mecklenburg-Western Pomerania","indirect migration background","1","","","","2"
"No","1999","Saxony","no migration background","695","0.681232337773893","0.653336753971001","0.709127921576785","2"
"No","1999","Saxony","direct migration background","22","","","","2"
"No","1999","Saxony","indirect migration background","2","","","","2"
