"ple0044_h","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2010","middle vocational","8215","0.724541994905969","0.716427593777699","0.73265639603424","2"
"No","2010","vocational + Abi","1141","0.677933577901251","0.65571492633538","0.700152229467122","2"
"Yes","2010","general elemantary","510","0.191616712329312","0.176009989662402","0.207223434996223","1"
"Yes","2010","middle vocational","3429","0.275458005094031","0.26734360396576","0.283572406222301","1"
"Yes","2010","in school","24","","","","1"
"Yes","2010","inadequately","61","0.194881619791252","0.152653178444472","0.237110061138033","1"
"Yes","2010","higher vocational","534","0.313719572165201","0.290990901346335","0.336448242984067","1"
"Yes","2010","vocational + Abi","558","0.322066422098749","0.299847770532878","0.34428507366462","1"
"Yes","2010","higher education","1757","0.311564774704631","0.299131366171302","0.32399818323796","1"
"No","2011","in school","438","0.95621572732207","0.937455979238685","0.974975475405455","2"
"No","2011","inadequately","311","0.820969804719423","0.782167350796026","0.859772258642819","2"
"No","2011","general elemantary","2130","0.868803023302412","0.855719630019583","0.881886416585241","2"
"No","2011","middle vocational","7938","0.802461352557858","0.794802080166078","0.810120624949638","2"
"No","2011","vocational + Abi","1022","0.738484295133771","0.715950076565967","0.761018513701576","2"
"No","2011","higher vocational","913","0.805205348628221","0.783063494306636","0.827347202949806","2"
"No","2011","higher education","3036","0.764310924041925","0.751366646223503","0.777255201860346","2"
"Yes","2011","general elemantary","428","0.131196976697588","0.118113583414759","0.144280369980417","1"
"Yes","2011","middle vocational","2442","0.197538647442142","0.189879375050362","0.205197919833922","1"
"Yes","2011","higher education","1094","0.235689075958075","0.222744798139654","0.248633353776497","1"
"Yes","2011","in school","19","","","","1"
"Yes","2011","inadequately","64","0.179030195280577","0.140227741357181","0.217832649203974","1"
"Yes","2011","vocational + Abi","439","0.261515704866229","0.238981486298424","0.284049923434033","1"
"Yes","2011","higher vocational","316","0.194794651371779","0.172652797050195","0.216936505693364","1"
"No","2012","in school","438","0.902584408372559","0.875861995459467","0.929306821285651","2"
"No","2012","inadequately","306","0.82540606643143","0.787287724081322","0.863524408781539","2"
"No","2012","general elemantary","2294","0.799014201211568","0.78439631306802","0.813632089355116","2"
"No","2012","middle vocational","9742","0.740036927080648","0.732618828316238","0.747455025845057","2"
"No","2012","vocational + Abi","1357","0.711270374807115","0.691141099073963","0.731399650540266","2"
"No","2012","higher vocational","1237","0.71128274622301","0.690295386606391","0.732270105839628","2"
"No","2012","higher education","4189","0.705354030516025","0.693893998054027","0.716814062978024","2"
"Yes","2012","general elemantary","593","0.200985798788432","0.186367910644884","0.21560368693198","1"
"Yes","2012","middle vocational","3688","0.259963072919352","0.252544974154943","0.267381171683762","1"
"Yes","2012","higher education","1890","0.294645969483975","0.283185937021976","0.306106001945973","1"
"Yes","2012","in school","35","0.0974155916274412","0.0706931787143494","0.124138004540533","1"
"Yes","2012","inadequately","75","0.17459393356857","0.136475591218461","0.212712275918679","1"
"Yes","2012","higher vocational","554","0.28871725377699","0.267729894160372","0.309704613393609","1"
"Yes","2012","vocational + Abi","590","0.288729625192886","0.268600349459734","0.308858900926037","1"
"No","2013","in school","570","0.916262795667885","0.894494613977503","0.938030977358268","2"
"No","2013","inadequately","486","0.80099348749464","0.769642429263082","0.832344545726199","2"
"No","2013","general elemantary","2923","0.830534319118482","0.818431243677699","0.842637394559264","2"
"No","2013","middle vocational","10210","0.752455813675061","0.745319960803782","0.75959166654634","2"
"No","2013","vocational + Abi","1596","0.709189053178018","0.690804390145578","0.727573716210458","2"
"No","2013","higher vocational","1194","0.71434211546212","0.693000175616054","0.735684055308185","2"
"No","2013","higher education","4739","0.719999804650971","0.709331109762513","0.730668499539428","2"
"Yes","2013","general elemantary","768","0.169465680881519","0.157362605440736","0.181568756322301","1"
"Yes","2013","middle vocational","3842","0.247544186324939","0.24040833345366","0.254680039196218","1"
"Yes","2013","higher education","2065","0.280000195349029","0.269331500460572","0.290668890237487","1"
"Yes","2013","in school","52","0.0837372043321148","0.0619690226417323","0.105505386022497","1"
"Yes","2013","inadequately","137","0.19900651250536","0.167655454273801","0.230357570736918","1"
"Yes","2013","higher vocational","527","0.28565788453788","0.264315944691815","0.306999824383946","1"
"Yes","2013","vocational + Abi","748","0.290810946821982","0.272426283789542","0.309195609854422","1"
"No","2014","in school","355","0.81679828002578","0.780977811285767","0.852618748765793","2"
"No","2014","inadequately","297","0.688213787843987","0.647072891651835","0.729354684036138","2"
"No","2014","general elemantary","2187","0.770981386827763","0.756129457709057","0.78583331594647","2"
"No","2014","middle vocational","8845","0.743135986145191","0.735458418008407","0.750813554281974","2"
"No","2014","vocational + Abi","1281","0.678527274280223","0.658215453763553","0.698839094796893","2"
"No","2014","higher vocational","1083","0.679868968338894","0.65687263196414","0.702865304713649","2"
"No","2014","higher education","4219","0.696418167061402","0.684934887860408","0.707901446262395","2"
"Yes","2014","higher education","1940","0.303581832938598","0.292098553737605","0.315065112139592","1"
"Yes","2014","general elemantary","888","0.229018613172237","0.214166684053531","0.243870542290943","1"
"Yes","2014","middle vocational","3595","0.256864013854809","0.249186445718026","0.264541581991593","1"
"Yes","2014","vocational + Abi","750","0.321472725719777","0.301160905203107","0.341784546236447","1"
"Yes","2014","higher vocational","498","0.320131031661106","0.297134695286351","0.34312736803586","1"
"Yes","2014","inadequately","190","0.311786212156013","0.270645315963862","0.352927108348165","1"
"Yes","2014","in school","93","0.18320171997422","0.147381251234207","0.219022188714233","1"
"No","2015","in school","343","0.940089030692342","0.916101152535256","0.964076908849427","2"
"No","2015","inadequately","424","0.796957097224675","0.7628386827628","0.831075511686551","2"
"No","2015","general elemantary","2273","0.799959576308476","0.785509435072969","0.814409717543983","2"
"No","2015","middle vocational","8902","0.75489828332754","0.747224459027447","0.762572107627632","2"
"No","2015","vocational + Abi","1460","0.697501483159941","0.678089849869904","0.716913116449977","2"
"No","2015","higher vocational","1048","0.705248078048968","0.682274538866871","0.728221617231065","2"
"No","2015","higher education","4472","0.720299718620456","0.709286689364883","0.731312747876029","2"
"Yes","2015","higher education","1909","0.279700281379544","0.268687252123971","0.290713310635117","1"
"Yes","2015","general elemantary","671","0.200040423691524","0.185590282456017","0.214490564927031","1"
"Yes","2015","middle vocational","3168","0.24510171667246","0.237427892372368","0.252775540972553","1"
"Yes","2015","vocational + Abi","691","0.302498516840059","0.283086883550023","0.321910150130096","1"
"Yes","2015","higher vocational","465","0.294751921951032","0.271778382768935","0.317725461133129","1"
"Yes","2015","in school","33","0.0599109693076586","0.0359230911505735","0.0838988474647436","1"
"Yes","2015","inadequately","110","0.203042902775325","0.168924488313449","0.2371613172372","1"
"No","2016","in school","311","0.9380819679119","0.912426661361232","0.963737274462568","2"
"No","2016","inadequately","321","0.814232351026368","0.776448161962553","0.852016540090182","2"
"No","2016","general elemantary","2028","0.806970700931042","0.791723703750011","0.822217698112073","2"
"No","2016","middle vocational","8105","0.752789914077351","0.744700310612509","0.760879517542193","2"
"No","2016","vocational + Abi","1392","0.717939522323057","0.698276550710034","0.73760249393608","2"
"No","2016","higher vocational","980","0.703787040286544","0.67977552163736","0.727798558935728","2"
"No","2016","higher education","4113","0.70521930224582","0.693551510249254","0.716887094242386","2"
"Yes","2016","higher education","1753","0.29478069775418","0.283112905757615","0.306448489750746","1"
"Yes","2016","general elemantary","546","0.193029299068958","0.177782301887927","0.208276296249989","1"
"Yes","2016","middle vocational","2819","0.247210085922649","0.239120482457807","0.255299689387491","1"
"Yes","2016","higher vocational","409","0.296212959713456","0.272201441064272","0.32022447836264","1"
"Yes","2016","vocational + Abi","620","0.282060477676943","0.26239750606392","0.301723449289966","1"
"Yes","2016","inadequately","86","0.185767648973632","0.147983459909818","0.223551838037447","1"
"Yes","2016","in school","28","","","","1"
"No","2017","in school","374","0.916018106345518","0.889170781154567","0.942865431536469","2"
"No","2017","inadequately","371","0.851270592214747","0.818247867718057","0.884293316711438","2"
"No","2017","general elemantary","2174","0.812041131302152","0.797383400270134","0.826698862334169","2"
"No","2017","middle vocational","8998","0.759241072532188","0.751587967778003","0.766894177286373","2"
"No","2017","vocational + Abi","1567","0.735407365084814","0.716987192050047","0.753827538119581","2"
"No","2017","higher vocational","1097","0.717281075639555","0.694724009030208","0.739838142248902","2"
"No","2017","higher education","4683","0.730331648479157","0.71953304184919","0.741130255109124","2"
"Yes","2017","middle vocational","2991","0.240758927467812","0.233105822713627","0.248412032221996","1"
"Yes","2017","higher education","1805","0.269668351520843","0.258869744890876","0.28046695815081","1"
"Yes","2017","higher vocational","434","0.282718924360445","0.260161857751098","0.305275990969792","1"
"Yes","2017","general elemantary","555","0.187958868697848","0.173301137665831","0.202616599729866","1"
"Yes","2017","vocational + Abi","636","0.264592634915186","0.246172461880419","0.283012807949953","1"
"Yes","2017","inadequately","75","0.148729407785253","0.115706683288562","0.181752132281943","1"
"Yes","2017","in school","36","0.0839818936544821","0.0571345684635308","0.110829218845433","1"
"No","2018","in school","319","0.936793922020593","0.91111717531216","0.962470668729026","2"
"No","2018","inadequately","392","0.83294028257829","0.799499460368585","0.866381104787994","2"
"No","2018","general elemantary","2101","0.816524621569756","0.801776839556636","0.831272403582877","2"
"No","2018","middle vocational","8604","0.768428072242453","0.760675674513731","0.776180469971174","2"
"No","2018","vocational + Abi","1507","0.744379801316685","0.72572760667156","0.76303199596181","2"
"No","2018","higher vocational","1037","0.725590560472303","0.702567648078161","0.748613472866445","2"
"No","2018","higher education","4606","0.74878170327452","0.738054870398029","0.759508536151012","2"
"Yes","2018","higher education","1674","0.25121829672548","0.240491463848989","0.261945129601971","1"
"Yes","2018","middle vocational","2770","0.231571927757547","0.223819530028826","0.239324325486269","1"
"Yes","2018","higher vocational","406","0.274409439527697","0.251386527133555","0.297432351921839","1"
"Yes","2018","vocational + Abi","594","0.255620198683315","0.23696800403819","0.27427239332844","1"
"Yes","2018","general elemantary","545","0.183475378430244","0.168727596417123","0.198223160443364","1"
"Yes","2018","inadequately","86","0.16705971742171","0.133618895212006","0.200500539631415","1"
"Yes","2018","in school","26","","","","1"
"No","2019","in school","302","0.956692451907634","0.93473109889359","0.978653804921677","2"
"No","2019","inadequately","326","0.855290179559776","0.820374416911186","0.890205942208366","2"
"No","2019","general elemantary","1889","0.82000086180382","0.804588675547681","0.83541304805996","2"
"No","2019","middle vocational","8253","0.773426000766876","0.765602062813728","0.781249938720024","2"
"No","2019","vocational + Abi","1531","0.746112010571694","0.727684778759464","0.764539242383924","2"
"No","2019","higher vocational","1145","0.724338274502154","0.702718420705069","0.745958128299239","2"
"No","2019","higher education","4860","0.747994025747927","0.737774972661478","0.758213078834376","2"
"Yes","2019","higher education","2074","0.252005974252073","0.241786921165624","0.262225027338522","1"
"Yes","2019","higher vocational","496","0.275661725497846","0.254041871700761","0.297281579294931","1"
"Yes","2019","middle vocational","2744","0.226573999233124","0.218750061279976","0.234397937186272","1"
"Yes","2019","vocational + Abi","612","0.253887989428306","0.235460757616076","0.272315221240536","1"
"Yes","2019","inadequately","64","0.144709820440224","0.109794057791634","0.179625583088814","1"
"Yes","2019","general elemantary","498","0.17999913819618","0.16458695194004","0.195411324452319","1"
"Yes","2019","in school","28","","","","1"
