"ple0044_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","1997","higher vocational","Rural Area","154","0.618676894401882","0.560633813022543","0.676719975781221","2"
"No","1997","higher education","Urban Area","645","0.61949180503063","0.590549372193008","0.648434237868253","2"
"No","1997","higher education","Rural Area","360","0.620281505620044","0.581987499682314","0.658575511557773","2"
"No","1997","inadequately","Rural Area","61","0.863639103349088","0.786486183254246","0.940792023443929","2"
"No","1997","general elemantary","Urban Area","1245","0.845383877651918","0.827557056117303","0.863210699186532","2"
"No","1997","in school","Urban Area","206","0.983209698865068","0.965790536485973","1.00062886124416","2"
"No","1997","general elemantary","Rural Area","549","0.832075727223224","0.803980548484283","0.860170905962165","2"
"No","1997","higher vocational","Urban Area","300","0.663979058099047","0.62136651484216","0.706591601355934","2"
"No","1997","middle vocational","Urban Area","2830","0.750084223407468","0.736614477802023","0.763553969012913","2"
"No","1997","middle vocational","Rural Area","1534","0.702045096962425","0.683243006119147","0.720847187805703","2"
"No","1997","vocational + Abi","Urban Area","230","0.668794809002122","0.618244828955811","0.719344789048432","2"
"No","1997","vocational + Abi","Rural Area","62","0.529997809992345","0.436728507969267","0.623267112015423","2"
"Yes","1997","general elemantary","Urban Area","335","0.154616122348082","0.136789300813468","0.172442943882697","1"
"Yes","1997","general elemantary","Rural Area","131","0.167924272776776","0.139829094037835","0.196019451515717","1"
"Yes","1997","middle vocational","Urban Area","1139","0.249915776592532","0.236446030987087","0.263385522197977","1"
"Yes","1997","middle vocational","Rural Area","739","0.297954903037575","0.279152812194297","0.316756993880853","1"
"Yes","1997","vocational + Abi","Urban Area","103","0.331205190997879","0.280655210951568","0.381755171044189","1"
"Yes","1997","in school","Urban Area","3","","","","1"
"Yes","1997","in school","Rural Area","1","","","","1"
"Yes","1997","inadequately","Urban Area","74","0.202623894095615","0.162049284159985","0.243198504031246","1"
"Yes","1997","inadequately","Rural Area","15","","","","1"
"Yes","1997","vocational + Abi","Rural Area","48","0.470002190007655","0.376732887984577","0.563271492030733","1"
"Yes","1997","higher vocational","Urban Area","172","0.336020941900953","0.293408398644066","0.37863348515784","1"
"Yes","1997","higher vocational","Rural Area","115","0.381323105598118","0.323280024218779","0.439366186977457","1"
"Yes","1997","higher education","Urban Area","436","0.38050819496937","0.351565762131747","0.409450627806992","1"
"Yes","1997","higher education","Rural Area","257","0.379718494379956","0.341424488442227","0.418012500317685","1"
"No","1998","in school","Rural Area","107","0.962159169193724","0.926821095456907","0.99749724293054","2"
"No","1998","inadequately","Rural Area","62","0.888638069277447","0.816963834601734","0.96031230395316","2"
"No","1998","inadequately","Urban Area","282","0.789074676909474","0.746696086553263","0.831453267265686","2"
"No","1998","general elemantary","Urban Area","1374","0.8495798586161","0.832601493559592","0.866558223672608","2"
"No","1998","in school","Urban Area","214","0.981706357700682","0.963876038528102","0.999536676873261","2"
"No","1998","higher vocational","Urban Area","325","0.670966687768408","0.63022790439761","0.711705471139206","2"
"No","1998","higher vocational","Rural Area","179","0.650114256313375","0.595032241758981","0.70519627086777","2"
"No","1998","higher education","Urban Area","708","0.611364930010861","0.583922786164912","0.638807073856809","2"
"No","1998","higher education","Rural Area","404","0.585734204507897","0.548926078832101","0.622542330183693","2"
"No","1998","general elemantary","Rural Area","605","0.853542655440548","0.828137034389104","0.878948276491991","2"
"No","1998","middle vocational","Urban Area","2961","0.724622623066383","0.71117845204003","0.738066794092737","2"
"No","1998","middle vocational","Rural Area","1690","0.717193306648796","0.699549974014121","0.73483663928347","2"
"No","1998","vocational + Abi","Urban Area","244","0.669123692509742","0.621689858419164","0.71655752660032","2"
"No","1998","vocational + Abi","Rural Area","72","0.675123191580838","0.588773709355476","0.7614726738062","2"
"Yes","1998","general elemantary","Urban Area","329","0.1504201413839","0.133441776327392","0.167398506440408","1"
"Yes","1998","general elemantary","Rural Area","139","0.146457344559452","0.121051723508009","0.171862965610896","1"
"Yes","1998","middle vocational","Urban Area","1280","0.275377376933617","0.261933205907263","0.28882154795997","1"
"Yes","1998","middle vocational","Rural Area","813","0.282806693351204","0.26516336071653","0.300450025985879","1"
"Yes","1998","vocational + Abi","Urban Area","134","0.330876307490258","0.28344247339968","0.378310141580836","1"
"Yes","1998","higher education","Rural Area","284","0.414265795492103","0.377457669816306","0.451073921167899","1"
"Yes","1998","in school","Urban Area","3","","","","1"
"Yes","1998","in school","Rural Area","5","","","","1"
"Yes","1998","inadequately","Urban Area","74","0.210925323090526","0.168546732734314","0.253303913446737","1"
"Yes","1998","inadequately","Rural Area","12","","","","1"
"Yes","1998","vocational + Abi","Rural Area","41","0.324876808419162","0.2385273261938","0.411226290644524","1"
"Yes","1998","higher vocational","Urban Area","186","0.329033312231592","0.288294528860794","0.36977209560239","1"
"Yes","1998","higher vocational","Rural Area","109","0.349885743686625","0.29480372913223","0.404967758241019","1"
"Yes","1998","higher education","Urban Area","504","0.388635069989139","0.36119292614319","0.416077213835088","1"
"No","1999","in school","Rural Area","91","0.868433754709464","0.803155269689725","0.933712239729203","2"
"No","1999","inadequately","Rural Area","55","0.86627507699924","0.784777484823733","0.947772669174746","2"
"No","1999","inadequately","Urban Area","278","0.785592841717195","0.74215988149912","0.82902580193527","2"
"No","1999","general elemantary","Urban Area","1282","0.822495073974513","0.804008107305004","0.840982040644023","2"
"No","1999","in school","Urban Area","182","0.881599481230727","0.837372873836304","0.92582608862515","2"
"No","1999","higher vocational","Urban Area","328","0.688987525907208","0.648412605887186","0.729562445927229","2"
"No","1999","higher vocational","Rural Area","175","0.66297997029678","0.608763064863992","0.717196875729567","2"
"No","1999","higher education","Urban Area","723","0.622595151484634","0.595439264858257","0.649751038111011","2"
"No","1999","higher education","Rural Area","402","0.61639028461864","0.579868900677037","0.652911668560242","2"
"No","1999","general elemantary","Rural Area","566","0.830882232298284","0.80328984176969","0.858474622826878","2"
"No","1999","middle vocational","Urban Area","2850","0.702260606063101","0.688425016987875","0.716096195138326","2"
"No","1999","middle vocational","Rural Area","1678","0.705660835109761","0.687695062786719","0.723626607432804","2"
"No","1999","vocational + Abi","Urban Area","253","0.677144718549502","0.629821186362842","0.724468250736163","2"
"No","1999","vocational + Abi","Rural Area","62","0.61272004838093","0.522504242534956","0.702935854226903","2"
"Yes","1999","general elemantary","Urban Area","359","0.177504926025487","0.159017959355977","0.195991892694996","1"
"Yes","1999","general elemantary","Rural Area","143","0.169117767701716","0.141525377173122","0.19671015823031","1"
"Yes","1999","middle vocational","Urban Area","1346","0.297739393936899","0.283903804861674","0.311574983012125","1"
"Yes","1999","middle vocational","Rural Area","794","0.294339164890239","0.276373392567196","0.312304937213282","1"
"Yes","1999","vocational + Abi","Urban Area","122","0.322855281450498","0.275531749263838","0.370178813637158","1"
"Yes","1999","higher education","Rural Area","279","0.38360971538136","0.347088331439758","0.420131099322963","1"
"Yes","1999","in school","Urban Area","23","","","","1"
"Yes","1999","in school","Rural Area","12","","","","1"
"Yes","1999","inadequately","Urban Area","65","0.214407158282805","0.17097419806473","0.25784011850088","1"
"Yes","1999","inadequately","Rural Area","12","","","","1"
"Yes","1999","vocational + Abi","Rural Area","50","0.38727995161907","0.297064145773097","0.477495757465044","1"
"Yes","1999","higher vocational","Urban Area","172","0.311012474092792","0.270437554072771","0.351587394112814","1"
"Yes","1999","higher vocational","Rural Area","117","0.33702002970322","0.282803124270433","0.391236935136008","1"
"Yes","1999","higher education","Urban Area","501","0.377404848515366","0.350248961888989","0.404560735141743","1"
"No","2000","in school","Rural Area","153","0.924084477913376","0.884152036060453","0.964016919766299","2"
"No","2000","inadequately","Rural Area","57","0.762186390895643","0.663846258246419","0.860526523544867","2"
"No","2000","inadequately","Urban Area","264","0.85642283176091","0.817637270793352","0.895208392728468","2"
"No","2000","general elemantary","Urban Area","1896","0.824733227821737","0.809332050378908","0.840134405264567","2"
"No","2000","in school","Urban Area","302","0.943973952682866","0.918816273643552","0.969131631722179","2"
"No","2000","higher vocational","Urban Area","767","0.673978332200211","0.647152989144935","0.700803675255486","2"
"No","2000","higher vocational","Rural Area","421","0.67290537556971","0.636921726498822","0.708889024640598","2"
"No","2000","higher education","Urban Area","1539","0.606046791650449","0.587159379741935","0.624934203558963","2"
"No","2000","higher education","Rural Area","697","0.610248175486075","0.582036786427775","0.638459564544374","2"
"No","2000","general elemantary","Rural Area","903","0.826787391740352","0.804544954661482","0.849029828819221","2"
"No","2000","middle vocational","Urban Area","5550","0.723112150426899","0.713204210395211","0.733020090458588","2"
"No","2000","middle vocational","Rural Area","3158","0.70342982096035","0.690209178857971","0.716650463062728","2"
"No","2000","vocational + Abi","Urban Area","565","0.69047126319503","0.65935600158861","0.721586524801451","2"
"No","2000","vocational + Abi","Rural Area","161","0.682017254642051","0.623464893528739","0.740569615755362","2"
"Yes","2000","general elemantary","Urban Area","445","0.175266772178263","0.159865594735433","0.190667949621092","1"
"Yes","2000","general elemantary","Rural Area","209","0.173212608259648","0.150970171180779","0.195455045338518","1"
"Yes","2000","middle vocational","Urban Area","2285","0.276887849573101","0.266979909541412","0.286795789604789","1"
"Yes","2000","middle vocational","Rural Area","1427","0.29657017903965","0.283349536937272","0.309790821142029","1"
"Yes","2000","vocational + Abi","Urban Area","283","0.30952873680497","0.278413475198549","0.34064399841139","1"
"Yes","2000","higher education","Rural Area","451","0.389751824513925","0.361540435455626","0.417963213572225","1"
"Yes","2000","in school","Urban Area","19","","","","1"
"Yes","2000","in school","Rural Area","16","","","","1"
"Yes","2000","inadequately","Urban Area","50","0.14357716823909","0.104791607271532","0.182362729206648","1"
"Yes","2000","inadequately","Rural Area","15","","","","1"
"Yes","2000","vocational + Abi","Rural Area","82","0.317982745357949","0.259430384244638","0.376535106471261","1"
"Yes","2000","higher vocational","Urban Area","406","0.326021667799789","0.299196324744514","0.352847010855065","1"
"Yes","2000","higher vocational","Rural Area","232","0.32709462443029","0.291110975359402","0.363078273501179","1"
"Yes","2000","higher education","Urban Area","1032","0.393953208349551","0.375065796441037","0.412840620258065","1"
"No","2001","inadequately","Rural Area","45","0.780809534984162","0.676992993551936","0.884626076416388","2"
"No","2001","general elemantary","Urban Area","1633","0.806974837351462","0.789964623097593","0.82398505160533","2"
"No","2001","in school","Rural Area","176","0.914111949631823","0.874581158872821","0.953642740390826","2"
"No","2001","inadequately","Urban Area","196","0.836960806991821","0.79002998275261","0.883891631231032","2"
"No","2001","in school","Urban Area","309","0.8863899700521","0.853048923893215","0.919731016210985","2"
"No","2001","general elemantary","Rural Area","769","0.825989598167167","0.802019970318724","0.849959226015611","2"
"No","2001","higher vocational","Urban Area","680","0.657416686498329","0.628766249540245","0.686067123456413","2"
"No","2001","higher vocational","Rural Area","372","0.653353207283491","0.614589400872612","0.69211701369437","2"
"No","2001","higher education","Urban Area","1485","0.616341198277898","0.59688239402659","0.635800002529206","2"
"No","2001","higher education","Rural Area","639","0.613763152321942","0.584684953803715","0.642841350840168","2"
"No","2001","middle vocational","Urban Area","4997","0.714555562888596","0.704055697593971","0.725055428183221","2"
"No","2001","middle vocational","Rural Area","2932","0.713060707184313","0.699330078964513","0.726791335404114","2"
"No","2001","vocational + Abi","Urban Area","547","0.685625209129392","0.653906506242341","0.717343912016443","2"
"No","2001","vocational + Abi","Rural Area","157","0.698415717128175","0.639103313064656","0.757728121191694","2"
"Yes","2001","general elemantary","Urban Area","435","0.193025162648538","0.17601494839467","0.210035376902407","1"
"Yes","2001","general elemantary","Rural Area","192","0.174010401832833","0.150040773984389","0.197980029681276","1"
"Yes","2001","middle vocational","Urban Area","2110","0.285444437111404","0.274944571816779","0.295944302406029","1"
"Yes","2001","middle vocational","Rural Area","1237","0.286939292815687","0.273208664595886","0.300669921035487","1"
"Yes","2001","vocational + Abi","Urban Area","276","0.314374790870608","0.282656087983557","0.346093493757659","1"
"Yes","2001","higher education","Rural Area","438","0.386236847678058","0.357158649159832","0.415315046196285","1"
"Yes","2001","in school","Urban Area","39","0.1136100299479","0.0802689837890152","0.146951076106785","1"
"Yes","2001","in school","Rural Area","17","","","","1"
"Yes","2001","higher vocational","Rural Area","207","0.346646792716509","0.30788298630563","0.385410599127388","1"
"Yes","2001","higher education","Urban Area","914","0.383658801722102","0.364199997470794","0.40311760597341","1"
"Yes","2001","inadequately","Urban Area","42","0.163039193008179","0.116108368768968","0.20997001724739","1"
"Yes","2001","inadequately","Rural Area","16","","","","1"
"Yes","2001","vocational + Abi","Rural Area","73","0.301584282871825","0.242271878808306","0.360896686935344","1"
"Yes","2001","higher vocational","Urban Area","374","0.342583313501671","0.313932876543587","0.371233750459754","1"
"No","2002","inadequately","Rural Area","51","0.845697461999679","0.754293185752131","0.937101738247228","2"
"No","2002","general elemantary","Urban Area","1544","0.81742154457955","0.800123454949981","0.834719634209119","2"
"No","2002","higher vocational","Urban Area","691","0.661263059459277","0.633256278897245","0.68926984002131","2"
"No","2002","higher vocational","Rural Area","373","0.667445977708535","0.629685571147152","0.705206384269918","2"
"No","2002","in school","Rural Area","168","0.916775448936002","0.87707925792264","0.956471639949365","2"
"No","2002","inadequately","Urban Area","179","0.826011040380632","0.775454774741726","0.876567306019539","2"
"No","2002","higher education","Urban Area","1845","0.613190366494026","0.596247342250136","0.630133390737916","2"
"No","2002","higher education","Rural Area","759","0.639691199888466","0.613129929008666","0.666252470768266","2"
"No","2002","in school","Urban Area","379","0.906044054216716","0.878206655032369","0.933881453401064","2"
"No","2002","general elemantary","Rural Area","730","0.818059724592323","0.792979981749057","0.843139467435588","2"
"No","2002","middle vocational","Urban Area","5009","0.718333582373055","0.707932092526226","0.728735072219885","2"
"No","2002","middle vocational","Rural Area","2851","0.708931443150595","0.694979202059276","0.722883684241913","2"
"No","2002","vocational + Abi","Urban Area","600","0.732423161668515","0.703124108349547","0.761722214987483","2"
"No","2002","vocational + Abi","Rural Area","166","0.650564825907236","0.59272107648799","0.708408575326481","2"
"Yes","2002","general elemantary","Urban Area","372","0.18257845542045","0.165280365790881","0.199876545050019","1"
"Yes","2002","general elemantary","Rural Area","179","0.181940275407677","0.156860532564412","0.207020018250943","1"
"Yes","2002","middle vocational","Urban Area","2175","0.281666417626944","0.271264927780115","0.292067907473774","1"
"Yes","2002","middle vocational","Rural Area","1221","0.291068556849405","0.277116315758087","0.305020797940724","1"
"Yes","2002","vocational + Abi","Urban Area","277","0.267576838331485","0.238277785012517","0.296875891650453","1"
"Yes","2002","higher education","Rural Area","496","0.360308800111534","0.333747529231733","0.386870070991334","1"
"Yes","2002","in school","Urban Area","43","0.0939559457832836","0.0661185465989358","0.121793344967631","1"
"Yes","2002","in school","Rural Area","18","","","","1"
"Yes","2002","higher vocational","Rural Area","225","0.332554022291465","0.294793615730083","0.370314428852848","1"
"Yes","2002","higher education","Urban Area","1329","0.386809633505974","0.369866609262084","0.403752657749864","1"
"Yes","2002","inadequately","Urban Area","37","0.173988959619368","0.123432693980461","0.224545225258274","1"
"Yes","2002","inadequately","Rural Area","9","","","","1"
"Yes","2002","vocational + Abi","Rural Area","95","0.349435174092764","0.291591424673519","0.40727892351201","1"
"Yes","2002","higher vocational","Urban Area","406","0.338736940540723","0.31073015997869","0.366743721102755","1"
"No","2003","inadequately","Rural Area","51","0.885846509332486","0.804704469287227","0.966988549377744","2"
"No","2003","general elemantary","Urban Area","1451","0.819839624059095","0.80215874439596","0.837520503722231","2"
"No","2003","higher vocational","Urban Area","660","0.650188535004242","0.621451501759623","0.67892556824886","2"
"No","2003","higher vocational","Rural Area","371","0.632067875394222","0.593122476467069","0.671013274321374","2"
"No","2003","in school","Rural Area","184","0.957883131828514","0.929472442306361","0.986293821350666","2"
"No","2003","inadequately","Urban Area","165","0.812220548686005","0.758760151665275","0.865680945706734","2"
"No","2003","higher education","Urban Area","1833","0.642765692175301","0.62566981465731","0.659861569693292","2"
"No","2003","higher education","Rural Area","745","0.626527065971299","0.599316458774719","0.653737673167879","2"
"No","2003","in school","Urban Area","378","0.924739702031629","0.899296850495332","0.950182553567927","2"
"No","2003","general elemantary","Rural Area","710","0.816624506227665","0.790939971615199","0.84230904084013","2"
"No","2003","middle vocational","Urban Area","4905","0.729795887400932","0.719355091204772","0.740236683597091","2"
"No","2003","middle vocational","Rural Area","2687","0.699182891402431","0.684767327832769","0.713598454972093","2"
"No","2003","vocational + Abi","Urban Area","605","0.726779723688665","0.697083727305894","0.756475720071436","2"
"No","2003","vocational + Abi","Rural Area","167","0.649160082302071","0.590700122564641","0.707620042039502","2"
"Yes","2003","general elemantary","Urban Area","364","0.180160375940905","0.162479496277769","0.19784125560404","1"
"Yes","2003","general elemantary","Rural Area","162","0.183375493772335","0.15769095915987","0.209060028384801","1"
"Yes","2003","middle vocational","Urban Area","2044","0.270204112599068","0.259763316402909","0.280644908795228","1"
"Yes","2003","middle vocational","Rural Area","1201","0.300817108597569","0.286401545027907","0.315232672167231","1"
"Yes","2003","in school","Urban Area","35","0.0752602979683707","0.0498174464320733","0.100703149504668","1"
"Yes","2003","in school","Rural Area","8","","","","1"
"Yes","2003","inadequately","Urban Area","40","0.187779451313995","0.134319054293266","0.241239848334724","1"
"Yes","2003","inadequately","Rural Area","8","","","","1"
"Yes","2003","vocational + Abi","Urban Area","260","0.273220276311335","0.243524279928564","0.302916272694106","1"
"Yes","2003","higher education","Rural Area","469","0.373472934028701","0.346262326832121","0.400683541225281","1"
"Yes","2003","higher vocational","Rural Area","218","0.367932124605778","0.328986725678626","0.406877523532931","1"
"Yes","2003","higher education","Urban Area","1185","0.357234307824699","0.340138430306708","0.37433018534269","1"
"Yes","2003","vocational + Abi","Rural Area","89","0.350839917697929","0.292379957960498","0.409299877435359","1"
"Yes","2003","higher vocational","Urban Area","398","0.349811464995758","0.32107443175114","0.378548498240377","1"
"No","2004","in school","Rural Area","181","0.926666288948627","0.889983635776967","0.963348942120287","2"
"No","2004","inadequately","Urban Area","157","0.820881591484438","0.766214299869099","0.875548883099777","2"
"No","2004","inadequately","Rural Area","45","0.819985561737515","0.719359413289077","0.920611710185952","2"
"No","2004","general elemantary","Urban Area","1375","0.824945314811574","0.806886244712693","0.843004384910456","2"
"No","2004","higher vocational","Urban Area","664","0.689995984023903","0.661792362909372","0.718199605138435","2"
"No","2004","higher vocational","Rural Area","353","0.61767719199035","0.577783286970175","0.657571097010525","2"
"No","2004","higher education","Urban Area","1801","0.628241813857907","0.610896268423383","0.645587359292431","2"
"No","2004","higher education","Rural Area","732","0.641204116980083","0.614222956548407","0.66818527741176","2"
"No","2004","in school","Urban Area","412","0.944342559526884","0.922921144797235","0.965763974256533","2"
"No","2004","general elemantary","Rural Area","652","0.795539677674573","0.767918538687207","0.823160816661939","2"
"No","2004","middle vocational","Urban Area","4760","0.734315736961072","0.723778650637654","0.744852823284489","2"
"No","2004","middle vocational","Rural Area","2613","0.698775454279371","0.684172930358612","0.71337797820013","2"
"No","2004","vocational + Abi","Urban Area","582","0.677755456248809","0.646683578438839","0.708827334058778","2"
"No","2004","vocational + Abi","Rural Area","170","0.610307675656877","0.551142905842583","0.669472445471171","2"
"Yes","2004","general elemantary","Urban Area","326","0.175054685188426","0.156995615089544","0.193113755287307","1"
"Yes","2004","general elemantary","Rural Area","167","0.204460322325427","0.176839183338062","0.232081461312793","1"
"Yes","2004","middle vocational","Urban Area","1990","0.265684263038929","0.255147176715511","0.276221349362346","1"
"Yes","2004","middle vocational","Rural Area","1179","0.301224545720629","0.286622021799869","0.315827069641388","1"
"Yes","2004","vocational + Abi","Urban Area","287","0.322244543751192","0.291172665941222","0.353316421561161","1"
"Yes","2004","in school","Urban Area","28","","","","1"
"Yes","2004","in school","Rural Area","13","","","","1"
"Yes","2004","inadequately","Urban Area","32","0.179118408515562","0.124451116900223","0.233785700130901","1"
"Yes","2004","inadequately","Rural Area","11","","","","1"
"Yes","2004","higher education","Rural Area","482","0.358795883019917","0.33181472258824","0.385777043451593","1"
"Yes","2004","vocational + Abi","Rural Area","91","0.389692324343123","0.330527554528829","0.448857094157417","1"
"Yes","2004","higher vocational","Rural Area","217","0.38232280800965","0.342428902989475","0.422216713029825","1"
"Yes","2004","higher vocational","Urban Area","369","0.310004015976096","0.281800394861565","0.338207637090628","1"
"Yes","2004","higher education","Urban Area","1181","0.371758186142093","0.354412640707569","0.389103731576617","1"
"No","2005","in school","Rural Area","190","0.95783646344134","0.929844736404484","0.985828190478197","2"
"No","2005","inadequately","Urban Area","147","0.770508238670537","0.709583350722005","0.831433126619069","2"
"No","2005","inadequately","Rural Area","46","0.739241450375278","0.625262908491591","0.853219992258966","2"
"No","2005","general elemantary","Urban Area","1329","0.84236752129002","0.824584540206597","0.860150502373444","2"
"No","2005","higher vocational","Urban Area","613","0.662494351656986","0.632904335658923","0.692084367655049","2"
"No","2005","higher vocational","Rural Area","340","0.657842899279715","0.617901587696307","0.697784210863122","2"
"No","2005","higher education","Urban Area","1798","0.632129733938463","0.61462404270036","0.649635425176566","2"
"No","2005","higher education","Rural Area","686","0.597045563896464","0.568843769923622","0.625247357869307","2"
"No","2005","in school","Urban Area","415","0.910060911081409","0.883568678666685","0.936553143496132","2"
"No","2005","general elemantary","Rural Area","594","0.775175718344685","0.745278631732952","0.805072804956418","2"
"No","2005","middle vocational","Urban Area","4540","0.726439835248389","0.715529358578024","0.737350311918755","2"
"No","2005","middle vocational","Rural Area","2512","0.700454998386863","0.685547819222489","0.715362177551237","2"
"No","2005","vocational + Abi","Urban Area","582","0.682914743295918","0.65170498360241","0.714124502989425","2"
"No","2005","vocational + Abi","Rural Area","166","0.624832130829321","0.565980850911397","0.683683410747246","2"
"Yes","2005","general elemantary","Urban Area","284","0.15763247870998","0.139849497626556","0.175415459793403","1"
"Yes","2005","general elemantary","Rural Area","155","0.224824281655315","0.194927195043582","0.254721368267048","1"
"Yes","2005","middle vocational","Urban Area","1873","0.273560164751611","0.262649688081245","0.284470641421976","1"
"Yes","2005","middle vocational","Rural Area","1115","0.299545001613137","0.284637822448763","0.314452180777511","1"
"Yes","2005","vocational + Abi","Urban Area","272","0.317085256704082","0.285875497010575","0.34829501639759","1"
"Yes","2005","in school","Urban Area","33","0.0899390889185914","0.0634468565038682","0.116431321333315","1"
"Yes","2005","in school","Rural Area","8","","","","1"
"Yes","2005","inadequately","Urban Area","36","0.229491761329463","0.168566873380931","0.290416649277995","1"
"Yes","2005","inadequately","Rural Area","11","","","","1"
"Yes","2005","higher education","Rural Area","476","0.402954436103536","0.374752642130694","0.431156230076378","1"
"Yes","2005","vocational + Abi","Rural Area","94","0.375167869170679","0.316316589252754","0.434019149088603","1"
"Yes","2005","higher vocational","Rural Area","202","0.342157100720285","0.302215789136878","0.382098412303693","1"
"Yes","2005","higher vocational","Urban Area","368","0.337505648343014","0.307915632344951","0.367095664341077","1"
"Yes","2005","higher education","Urban Area","1117","0.367870266061537","0.350364574823434","0.38537595729964","1"
"No","2006","in school","Rural Area","113","0.931024753682227","0.885684419997928","0.976365087366526","2"
"No","2006","inadequately","Urban Area","143","0.805954324718949","0.747362602223695","0.864546047214203","2"
"No","2006","inadequately","Rural Area","51","0.794471686450828","0.695472153545384","0.893471219356273","2"
"No","2006","general elemantary","Urban Area","1342","0.842187491693654","0.824407279793657","0.85996770359365","2"
"No","2006","higher vocational","Urban Area","672","0.684608908944452","0.656189904942626","0.713027912946278","2"
"No","2006","higher vocational","Rural Area","368","0.635925126674856","0.597262802828571","0.67458745052114","2"
"No","2006","higher education","Urban Area","1978","0.638596548132439","0.621917683236307","0.65527541302857","2"
"No","2006","higher education","Rural Area","784","0.638543436662422","0.612255406582406","0.664831466742438","2"
"No","2006","in school","Urban Area","254","0.933410897331919","0.9038912731382","0.962930521525639","2"
"No","2006","general elemantary","Rural Area","655","0.790889293098202","0.763206060042091","0.818572526154314","2"
"No","2006","middle vocational","Urban Area","4939","0.725561803666365","0.715027558154503","0.736096049178228","2"
"No","2006","middle vocational","Rural Area","2695","0.687549475840022","0.673115423484061","0.701983528195984","2"
"No","2006","vocational + Abi","Urban Area","588","0.65463500208859","0.62372458103668","0.685545423140501","2"
"No","2006","vocational + Abi","Rural Area","196","0.631834018709914","0.576227910473113","0.687440126946715","2"
"Yes","2006","general elemantary","Urban Area","273","0.157812508306346","0.140032296406349","0.175592720206343","1"
"Yes","2006","general elemantary","Rural Area","174","0.209110706901798","0.181427473845686","0.236793939957909","1"
"Yes","2006","middle vocational","Urban Area","1954","0.274438196333635","0.263903950821772","0.284972441845497","1"
"Yes","2006","middle vocational","Rural Area","1266","0.312450524159977","0.298016471804016","0.326884576515939","1"
"Yes","2006","vocational + Abi","Urban Area","321","0.34536499791141","0.314454576859499","0.37627541896332","1"
"Yes","2006","in school","Urban Area","20","","","","1"
"Yes","2006","in school","Rural Area","7","","","","1"
"Yes","2006","inadequately","Urban Area","32","0.194045675281051","0.135453952785797","0.252637397776305","1"
"Yes","2006","inadequately","Rural Area","13","","","","1"
"Yes","2006","higher education","Rural Area","499","0.361456563337578","0.335168533257563","0.387744593417594","1"
"Yes","2006","vocational + Abi","Rural Area","93","0.368165981290086","0.312559873053285","0.423772089526887","1"
"Yes","2006","higher vocational","Rural Area","227","0.364074873325144","0.32541254947886","0.402737197171429","1"
"Yes","2006","higher vocational","Urban Area","355","0.315391091055548","0.286972087053722","0.343810095057373","1"
"Yes","2006","higher education","Urban Area","1209","0.361403451867561","0.34472458697143","0.378082316763693","1"
"No","2007","in school","Urban Area","210","0.930242532803721","0.896957401077641","0.963527664529801","2"
"No","2007","in school","Rural Area","108","0.933733564351305","0.888071666705831","0.979395461996779","2"
"No","2007","inadequately","Urban Area","127","0.835724511641949","0.776625860203609","0.89482316308029","2"
"No","2007","inadequately","Rural Area","50","0.768487055184227","0.664331189210826","0.872642921157627","2"
"No","2007","general elemantary","Urban Area","1185","0.828043636913472","0.808547281572554","0.847539992254391","2"
"No","2007","higher vocational","Urban Area","617","0.697807000252485","0.668309642779994","0.727304357724976","2"
"No","2007","higher vocational","Rural Area","355","0.636326356267","0.596660234845201","0.675992477688799","2"
"No","2007","higher education","Urban Area","1943","0.657406148013827","0.640585759855365","0.67422653617229","2"
"No","2007","higher education","Rural Area","761","0.643782515015494","0.616954744222303","0.670610285808685","2"
"No","2007","general elemantary","Rural Area","608","0.824460755324144","0.79684503133258","0.852076479315709","2"
"No","2007","middle vocational","Urban Area","4563","0.719405561850817","0.708406756887351","0.730404366814282","2"
"No","2007","middle vocational","Rural Area","2555","0.690579429833971","0.675684836884365","0.705474022783577","2"
"No","2007","vocational + Abi","Urban Area","573","0.700962524966805","0.670291985329628","0.731633064603983","2"
"No","2007","vocational + Abi","Rural Area","175","0.589848496931309","0.532133539239045","0.647563454623573","2"
"Yes","2007","general elemantary","Urban Area","254","0.171956363086528","0.152460007745609","0.191452718427446","1"
"Yes","2007","general elemantary","Rural Area","121","0.175539244675856","0.147923520684291","0.203154968667421","1"
"Yes","2007","middle vocational","Urban Area","1847","0.280594438149183","0.269595633185717","0.291593243112649","1"
"Yes","2007","middle vocational","Rural Area","1145","0.309420570166029","0.294525977216423","0.324315163115635","1"
"Yes","2007","inadequately","Rural Area","13","","","","1"
"Yes","2007","vocational + Abi","Urban Area","283","0.299037475033195","0.268366935396017","0.329708014670372","1"
"Yes","2007","higher education","Rural Area","463","0.356217484984506","0.329389714191315","0.383045255777697","1"
"Yes","2007","vocational + Abi","Rural Area","104","0.410151503068691","0.352436545376426","0.467866460760955","1"
"Yes","2007","higher vocational","Urban Area","314","0.302192999747515","0.272695642275024","0.331690357220006","1"
"Yes","2007","in school","Urban Area","15","","","","1"
"Yes","2007","in school","Rural Area","6","","","","1"
"Yes","2007","inadequately","Urban Area","24","","","","1"
"Yes","2007","higher vocational","Rural Area","210","0.363673643733","0.324007522311201","0.403339765154799","1"
