"ple0044_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","2010","direct migration background","Urban Area","665","0.280036495273744","0.261516167000904","0.298556823546584","1"
"Yes","2010","direct migration background","Rural Area","184","0.339144357346314","0.30151369170775","0.376775022984877","1"
"Yes","2010","indirect migration background","Urban Area","284","0.317501416097088","0.287663671223901","0.347339160970276","1"
"Yes","2010","indirect migration background","Rural Area","51","0.23735031996909","0.178237863150865","0.296462776787316","1"
"No","2011","no migration background","Urban Area","8421","0.819397003706502","0.812142534093328","0.826651473319675","2"
"No","2011","no migration background","Rural Area","4997","0.802184309788821","0.792543872696659","0.811824746880984","2"
"No","2011","direct migration background","Urban Area","1494","0.765463086652944","0.747053941883305","0.783872231422582","2"
"No","2011","direct migration background","Rural Area","510","0.762473013684156","0.730765385146135","0.794180642222177","2"
"No","2011","indirect migration background","Urban Area","586","0.761796993946957","0.731940558187041","0.791653429706874","2"
"No","2011","indirect migration background","Rural Area","131","0.810403246960751","0.751652137837763","0.869154356083739","2"
"Yes","2011","no migration background","Urban Area","2381","0.180602996293498","0.173348526680324","0.187857465906672","1"
"Yes","2011","no migration background","Rural Area","1562","0.197815690211178","0.188175253119016","0.207456127303341","1"
"Yes","2011","direct migration background","Urban Area","541","0.234536913347056","0.216127768577418","0.252946058116695","1"
"Yes","2011","direct migration background","Rural Area","182","0.237526986315844","0.205819357777823","0.269234614853865","1"
"Yes","2011","indirect migration background","Urban Area","196","0.238203006053043","0.208346570293126","0.268059441812959","1"
"Yes","2011","indirect migration background","Rural Area","40","0.189596753039249","0.130845643916261","0.248347862162238","1"
"No","2012","no migration background","Urban Area","10514","0.755318903966362","0.748269653294255","0.762368154638468","2"
"No","2012","indirect migration background","Urban Area","741","0.720598833787139","0.693142958381338","0.74805470919294","2"
"No","2012","no migration background","Rural Area","6323","0.725854716325056","0.716552012020123","0.735157420629989","2"
"No","2012","direct migration background","Urban Area","1587","0.711168627706739","0.692466672166671","0.729870583246807","2"
"No","2012","direct migration background","Rural Area","540","0.713549333296733","0.681470191362447","0.74562847523102","2"
"No","2012","indirect migration background","Rural Area","168","0.771822705301645","0.718729681698922","0.824915728904368","2"
"Yes","2012","no migration background","Urban Area","3773","0.244681096033638","0.237631845361532","0.251730346705745","1"
"Yes","2012","no migration background","Rural Area","2510","0.274145283674944","0.264842579370011","0.283447987979877","1"
"Yes","2012","direct migration background","Urban Area","669","0.288831372293261","0.270129416753193","0.307533327833329","1"
"Yes","2012","direct migration background","Rural Area","223","0.286450666703267","0.25437152476898","0.318529808637553","1"
"Yes","2012","indirect migration background","Urban Area","285","0.279401166212861","0.25194529080706","0.306857041618662","1"
"Yes","2012","indirect migration background","Rural Area","72","0.228177294698355","0.175084271095632","0.281270318301078","1"
"No","2013","no migration background","Urban Area","10183","0.770648044842332","0.763596286750069","0.777699802934595","2"
"No","2013","no migration background","Rural Area","6055","0.739856742267649","0.730433856768307","0.74927962776699","2"
"No","2013","direct migration background","Urban Area","3322","0.726325105293695","0.713695220618729","0.738954989968661","2"
"No","2013","direct migration background","Rural Area","1029","0.681945769358561","0.658632535417533","0.70525900329959","2"
"No","2013","indirect migration background","Urban Area","1284","0.728526879926055","0.707678919010747","0.749374840841363","2"
"No","2013","indirect migration background","Rural Area","264","0.777842041540991","0.734781129714738","0.820902953367243","2"
"Yes","2013","no migration background","Urban Area","3471","0.229351955157668","0.222300197065405","0.236403713249931","1"
"Yes","2013","no migration background","Rural Area","2272","0.260143257732351","0.25072037223301","0.269566143231693","1"
"Yes","2013","direct migration background","Urban Area","1465","0.273674894706305","0.261045010031339","0.286304779381271","1"
"Yes","2013","direct migration background","Rural Area","504","0.318054230641439","0.29474099670041","0.341367464582467","1"
"Yes","2013","indirect migration background","Urban Area","464","0.271473120073945","0.250625159158637","0.292321080989253","1"
"Yes","2013","indirect migration background","Rural Area","94","0.222157958459009","0.179097046632757","0.265218870285262","1"
"No","2014","no migration background","Urban Area","9199","0.757188111987064","0.749643853413401","0.764732370560728","2"
"No","2014","no migration background","Rural Area","5544","0.738572415596297","0.728701841275909","0.748442989916684","2"
"No","2014","direct migration background","Urban Area","2135","0.624960968034902","0.60953757837745","0.640384357692354","2"
"No","2014","direct migration background","Rural Area","701","0.610159719464258","0.583198124851269","0.637121314077247","2"
"No","2014","indirect migration background","Urban Area","881","0.605022626631042","0.579800201444964","0.63024505181712","2"
"No","2014","indirect migration background","Rural Area","211","0.719866604394853","0.670741438402755","0.76899177038695","2"
"Yes","2014","no migration background","Urban Area","3210","0.242811888012936","0.235267629439272","0.250356146586599","1"
"Yes","2014","no migration background","Rural Area","2069","0.261427584403703","0.251557010083316","0.271298158724091","1"
"Yes","2014","direct migration background","Urban Area","1650","0.375039031965098","0.359615642307646","0.39046242162255","1"
"Yes","2014","direct migration background","Rural Area","556","0.389840280535742","0.362878685922753","0.416801875148731","1"
"Yes","2014","indirect migration background","Urban Area","562","0.394977373368958","0.36975494818288","0.420199798555036","1"
"Yes","2014","indirect migration background","Rural Area","110","0.280133395605147","0.23100822961305","0.329258561597245","1"
"No","2015","no migration background","Urban Area","8903","0.762857704024702","0.755187074024367","0.770528334025037","2"
"No","2015","no migration background","Rural Area","5324","0.737659102712848","0.727545602579948","0.747772602845747","2"
"No","2015","direct migration background","Urban Area","3007","0.727151129792788","0.713959925166889","0.740342334418688","2"
"No","2015","direct migration background","Rural Area","980","0.675640166190814","0.651894221505277","0.699386110876351","2"
"No","2015","indirect migration background","Urban Area","983","0.735897202623932","0.712415270113779","0.759379135134084","2"
"No","2015","indirect migration background","Rural Area","231","0.763088844834805","0.715681115030798","0.810496574638812","2"
"Yes","2015","no migration background","Urban Area","2908","0.237142295975298","0.229471665974963","0.244812925975633","1"
"Yes","2015","no migration background","Rural Area","1944","0.262340897287152","0.252227397154253","0.272454397420051","1"
"Yes","2015","direct migration background","Urban Area","1373","0.272848870207212","0.259657665581312","0.286040074833111","1"
"Yes","2015","direct migration background","Rural Area","513","0.324359833809186","0.300613889123649","0.348105778494723","1"
"Yes","2015","indirect migration background","Urban Area","371","0.264102797376068","0.240620864865916","0.287584729886221","1"
"Yes","2015","indirect migration background","Rural Area","78","0.236911155165195","0.189503425361188","0.284318884969202","1"
"No","2016","no migration background","Urban Area","8292","0.760657142571893","0.752680604529843","0.768633680613942","2"
"No","2016","no migration background","Rural Area","4968","0.740966461532055","0.730501899462272","0.751431023601838","2"
"No","2016","direct migration background","Urban Area","2518","0.712519117799704","0.697716342946417","0.727321892652992","2"
"No","2016","direct migration background","Rural Area","838","0.715888795584969","0.690797148905003","0.740980442264935","2"
"No","2016","indirect migration background","Urban Area","896","0.725526776042265","0.700698937380989","0.750354614703541","2"
"No","2016","indirect migration background","Rural Area","209","0.702912107313873","0.651877389081863","0.753946825545883","2"
"Yes","2016","no migration background","Urban Area","2700","0.239342857428107","0.231366319386058","0.247319395470157","1"
"Yes","2016","no migration background","Rural Area","1765","0.259033538467945","0.248568976398163","0.269498100537728","1"
"Yes","2016","direct migration background","Urban Area","1073","0.287480882200296","0.272678107347008","0.302283657053583","1"
"Yes","2016","direct migration background","Rural Area","403","0.284111204415031","0.259019557735065","0.309202851094997","1"
"Yes","2016","indirect migration background","Urban Area","345","0.274473223957735","0.249645385296459","0.299301062619011","1"
"Yes","2016","indirect migration background","Rural Area","99","0.297087892686127","0.246053174454117","0.348122610918138","1"
"No","2017","no migration background","Urban Area","9380","0.765343476033788","0.757850845329216","0.77283610673836","2"
"No","2017","no migration background","Rural Area","5906","0.77433699590699","0.765069150366933","0.783604841447046","2"
"No","2017","direct migration background","Urban Area","2389","0.709600686802213","0.694346616541886","0.72485475706254","2"
"No","2017","direct migration background","Rural Area","845","0.736367908304929","0.711552433807533","0.761183382802326","2"
"No","2017","indirect migration background","Urban Area","1035","0.746278866331417","0.72341985901904","0.769137873643795","2"
"No","2017","indirect migration background","Rural Area","217","0.735171923833387","0.685407258377317","0.784936589289457","2"
"Yes","2017","no migration background","Urban Area","2909","0.234656523966212","0.227163893261639","0.242149154670784","1"
"Yes","2017","no migration background","Rural Area","1909","0.22566300409301","0.216395158552954","0.234930849633067","1"
"Yes","2017","direct migration background","Rural Area","366","0.263632091695071","0.238816617197674","0.288447566192467","1"
"Yes","2017","direct migration background","Urban Area","1013","0.290399313197787","0.27514524293746","0.305653383458114","1"
"Yes","2017","indirect migration background","Urban Area","357","0.253721133668583","0.230862126356205","0.27658014098096","1"
"Yes","2017","indirect migration background","Rural Area","85","0.264828076166613","0.215063410710543","0.314592741622683","1"
"No","2018","no migration background","Urban Area","9211","0.78592534481569","0.778559390476561","0.79329129915482","2"
"No","2018","no migration background","Rural Area","5674","0.765921583261603","0.75635158166308","0.775491584860125","2"
"No","2018","direct migration background","Urban Area","2313","0.735610683867739","0.720467453961946","0.750753913773531","2"
"No","2018","direct migration background","Rural Area","777","0.693990178308108","0.667025452559649","0.720954904056568","2"
"No","2018","indirect migration background","Urban Area","1014","0.721023978968691","0.697318156159361","0.744729801778021","2"
"No","2018","indirect migration background","Rural Area","232","0.727064308695129","0.677792347898411","0.776336269491846","2"
"Yes","2018","no migration background","Urban Area","2701","0.21407465518431","0.20670870084518","0.221440609523439","1"
"Yes","2018","no migration background","Rural Area","1846","0.234078416738397","0.224508415139875","0.24364841833692","1"
"Yes","2018","direct migration background","Rural Area","345","0.306009821691892","0.279045095943432","0.332974547440352","1"
"Yes","2018","direct migration background","Urban Area","945","0.264389316132261","0.249246086226469","0.279532546038054","1"
"Yes","2018","indirect migration background","Rural Area","82","0.272935691304871","0.223663730508154","0.322207652101589","1"
"Yes","2018","indirect migration background","Urban Area","361","0.278976021031309","0.255270198221978","0.302681843840639","1"
"No","2019","no migration background","Urban Area","8437","0.777020021640184","0.769371398708765","0.784668644571603","2"
"No","2019","no migration background","Rural Area","5512","0.777301869133413","0.767851697045983","0.786752041220844","2"
"No","2019","direct migration background","Urban Area","1900","0.739737109264035","0.723075159977795","0.756399058550276","2"
"No","2019","direct migration background","Rural Area","691","0.72453878655312","0.696539967653882","0.752537605452357","2"
"No","2019","indirect migration background","Urban Area","900","0.712729082637125","0.687674877652743","0.737783287621506","2"
"No","2019","indirect migration background","Rural Area","236","0.780263637781515","0.735107324316774","0.825419951246255","2"
"Yes","2019","no migration background","Urban Area","2940","0.222979978359816","0.215331355428397","0.230628601291235","1"
"Yes","2019","no migration background","Rural Area","1934","0.222698130866587","0.213247958779156","0.232148302954017","1"
"Yes","2019","direct migration background","Urban Area","764","0.260262890735965","0.243600941449724","0.276924840022205","1"
"Yes","2019","direct migration background","Rural Area","287","0.27546121344688","0.247462394547643","0.303460032346118","1"
"Yes","2019","indirect migration background","Urban Area","353","0.287270917362875","0.262216712378494","0.312325122347257","1"
"Yes","2019","indirect migration background","Rural Area","87","0.219736362218485","0.174580048753745","0.264892675683226","1"
