"ple0044_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","1994","no migration background","in school","162","0.972014356735349","0.946924508537537","0.99710420493316","2"
"No","1994","no migration background","general elemantary","1319","0.845432551951967","0.827758397180488","0.863106706723445","2"
"No","1994","no migration background","vocational + Abi","195","0.658420287226223","0.603838628644179","0.713001945808267","2"
"No","1994","no migration background","inadequately","56","0.828678325831528","0.741645920244592","0.915710731418463","2"
"No","1994","indirect migration background","in school","58","0.986881812721823","0.957848835641231","1.01591478980241","2"
"No","1994","indirect migration background","inadequately","15","","","","2"
"No","1994","indirect migration background","general elemantary","124","0.665118744354938","0.596363818680931","0.733873670028944","2"
"No","1994","indirect migration background","higher vocational","8","","","","2"
"No","1994","indirect migration background","higher education","4","","","","2"
"No","1994","indirect migration background","middle vocational","106","0.711391435040522","0.640514131225164","0.78226873885588","2"
"No","1994","indirect migration background","vocational + Abi","10","","","","2"
"No","1994","direct migration background","in school","12","","","","2"
"No","1994","direct migration background","inadequately","376","0.802546032063446","0.766364285833796","0.838727778293096","2"
"No","1994","direct migration background","general elemantary","521","0.772838421660502","0.7418213442985","0.803855499022504","2"
"No","1994","direct migration background","middle vocational","571","0.741833397282769","0.711714373980609","0.771952420584929","2"
"No","1994","direct migration background","vocational + Abi","58","0.698250921627471","0.601797597481091","0.794704245773851","2"
"No","1994","direct migration background","higher vocational","36","0.678608361287074","0.559443290474716","0.797773432099432","2"
"No","1994","direct migration background","higher education","78","0.674357736258403","0.590513536768219","0.758201935748587","2"
"Yes","1994","direct migration background","in school","2","","","","1"
"Yes","1994","direct migration background","inadequately","89","0.197453967936554","0.161272221706904","0.233635714166204","1"
"Yes","1994","direct migration background","general elemantary","180","0.227161578339498","0.196144500977496","0.2581786557015","1"
"Yes","1994","direct migration background","middle vocational","240","0.258166602717231","0.228047579415071","0.288285626019391","1"
"Yes","1994","direct migration background","vocational + Abi","29","","","","1"
"Yes","1994","direct migration background","higher vocational","23","","","","1"
"Yes","1994","direct migration background","higher education","42","0.325642263741597","0.241798064251413","0.409486463231781","1"
"Yes","1994","indirect migration background","in school","1","","","","1"
"Yes","1994","indirect migration background","inadequately","2","","","","1"
"Yes","1994","indirect migration background","general elemantary","57","0.334881255645062","0.266126329971056","0.403636181319069","1"
"Yes","1994","indirect migration background","middle vocational","51","0.288608564959478","0.21773126114412","0.359485868774836","1"
"Yes","1994","indirect migration background","vocational + Abi","4","","","","1"
"Yes","1994","indirect migration background","higher vocational","3","","","","1"
"Yes","1994","indirect migration background","higher education","5","","","","1"
"Yes","1994","no migration background","in school","4","","","","1"
"Yes","1994","no migration background","inadequately","16","","","","1"
"Yes","1994","no migration background","general elemantary","288","0.154567448048033","0.136893293276555","0.172241602819512","1"
"Yes","1994","no migration background","middle vocational","1746","0.276227768329363","0.264495942215206","0.28795959444352","1"
"Yes","1994","no migration background","vocational + Abi","95","0.341579712773777","0.286998054191733","0.396161371355821","1"
"Yes","1994","no migration background","higher vocational","261","0.335024644209852","0.299548632690596","0.370500655729108","1"
"Yes","1994","no migration background","higher education","649","0.400402697003401","0.375713500321697","0.425091893685105","1"
"No","1995","no migration background","in school","193","0.991405783329268","0.978416771887728","1.00439479477081","2"
"No","1995","no migration background","general elemantary","1235","0.848422881138345","0.83042438665164","0.866421375625051","2"
"No","1995","no migration background","middle vocational","3717","0.724365009588833","0.712462600550387","0.736267418627279","2"
"No","1995","no migration background","inadequately","43","0.841522417528474","0.746718250485666","0.936326584571282","2"
"No","1995","no migration background","vocational + Abi","200","0.689288912375972","0.63638918330939","0.742188641442554","2"
"No","1995","no migration background","higher vocational","401","0.654923641675731","0.618899970540671","0.690947312810792","2"
"No","1995","no migration background","higher education","863","0.597631974413702","0.572881925377393","0.62238202345001","2"
"No","1995","indirect migration background","in school","53","1","1","1","2"
"No","1995","indirect migration background","inadequately","14","","","","2"
"No","1995","indirect migration background","general elemantary","106","0.58018295500989","0.50394913726361","0.656416772756171","2"
"No","1995","indirect migration background","higher vocational","7","","","","2"
"No","1995","indirect migration background","higher education","6","","","","2"
"No","1995","indirect migration background","middle vocational","115","0.616106719458725","0.545059830357171","0.687153608560278","2"
"No","1995","indirect migration background","vocational + Abi","8","","","","2"
"No","1995","direct migration background","in school","38","1","1","1","2"
"No","1995","direct migration background","inadequately","349","0.767363511298028","0.728018858499875","0.806708164096182","2"
"No","1995","direct migration background","general elemantary","575","0.808659330733431","0.780563812433005","0.836754849033857","2"
"No","1995","direct migration background","middle vocational","679","0.738450837404517","0.710563223041844","0.766338451767191","2"
"No","1995","direct migration background","vocational + Abi","112","0.690351940921024","0.619155212139748","0.761548669702301","2"
"No","1995","direct migration background","higher vocational","39","0.661084363476123","0.538203314849353","0.783965412102892","2"
"No","1995","direct migration background","higher education","116","0.629509378787555","0.561198922172138","0.697819835402972","2"
"Yes","1995","direct migration background","in school","","","","","1"
"Yes","1995","direct migration background","inadequately","94","0.232636488701972","0.193291835903818","0.271981141500125","1"
"Yes","1995","direct migration background","general elemantary","178","0.191340669266569","0.163245150966143","0.219436187566994","1"
"Yes","1995","direct migration background","middle vocational","275","0.261549162595482","0.233661548232809","0.289436776958156","1"
"Yes","1995","direct migration background","vocational + Abi","50","0.309648059078976","0.238451330297699","0.380844787860252","1"
"Yes","1995","direct migration background","higher vocational","18","","","","1"
"Yes","1995","direct migration background","higher education","76","0.370490621212445","0.302180164597028","0.438801077827862","1"
"Yes","1995","indirect migration background","in school","","","","","1"
"Yes","1995","indirect migration background","inadequately","2","","","","1"
"Yes","1995","indirect migration background","general elemantary","55","0.41981704499011","0.343583227243829","0.496050862736391","1"
"Yes","1995","indirect migration background","middle vocational","65","0.383893280541275","0.312846391439722","0.454940169642829","1"
"Yes","1995","indirect migration background","vocational + Abi","3","","","","1"
"Yes","1995","indirect migration background","higher vocational","5","","","","1"
"Yes","1995","indirect migration background","higher education","7","","","","1"
"Yes","1995","no migration background","in school","1","","","","1"
"Yes","1995","no migration background","inadequately","14","","","","1"
"Yes","1995","no migration background","general elemantary","290","0.151577118861655","0.133578624374949","0.16957561334836","1"
"Yes","1995","no migration background","middle vocational","1697","0.275634990411167","0.263732581372721","0.287537399449613","1"
"Yes","1995","no migration background","vocational + Abi","94","0.310711087624028","0.257811358557446","0.36361081669061","1"
"Yes","1995","no migration background","higher vocational","268","0.345076358324269","0.309052687189208","0.381100029459329","1"
"Yes","1995","no migration background","higher education","645","0.402368025586298","0.377617976549989","0.427118074622607","1"
"No","1996","no migration background","in school","205","0.981267364525243","0.962886409747393","0.999648319303092","2"
"No","1996","no migration background","inadequately","46","0.865162480192733","0.776494895294607","0.953830065090859","2"
"No","1996","no migration background","general elemantary","1181","0.852450364222552","0.834151735446877","0.870748992998228","2"
"No","1996","no migration background","middle vocational","3694","0.726954416038252","0.714940655984089","0.738968176092415","2"
"No","1996","no migration background","vocational + Abi","209","0.714706305076342","0.663946354239415","0.765466255913269","2"
"No","1996","no migration background","higher vocational","415","0.646807929719169","0.610589620509067","0.683026238929272","2"
"No","1996","no migration background","higher education","890","0.605866796582703","0.581332947167025","0.630400645998382","2"
"No","1996","indirect migration background","higher vocational","10","","","","2"
"No","1996","indirect migration background","higher education","5","","","","2"
"No","1996","indirect migration background","in school","51","0.972108763571055","0.927354158211627","1.01686336893048","2"
"No","1996","indirect migration background","inadequately","10","","","","2"
"No","1996","indirect migration background","general elemantary","120","0.726563476389348","0.658553728936703","0.794573223841993","2"
"No","1996","indirect migration background","middle vocational","142","0.771064520210478","0.712394411930811","0.829734628490145","2"
"No","1996","indirect migration background","vocational + Abi","7","","","","2"
"No","1996","direct migration background","in school","29","","","","2"
"No","1996","direct migration background","inadequately","344","0.847932200844371","0.813258621395217","0.882605780293524","2"
"No","1996","direct migration background","general elemantary","539","0.812663558984142","0.78392281621607","0.841404301752214","2"
"No","1996","direct migration background","middle vocational","639","0.727528398394749","0.698359356060733","0.756697440728765","2"
"No","1996","direct migration background","vocational + Abi","92","0.65221957148454","0.57332746437285","0.731111678596229","2"
"No","1996","direct migration background","higher vocational","37","0.561277493736502","0.434656459560929","0.687898527912076","2"
"No","1996","direct migration background","higher education","108","0.645438082282095","0.574358182991617","0.716517981572573","2"
"Yes","1996","direct migration background","in school","","","","","1"
"Yes","1996","direct migration background","inadequately","68","0.152067799155629","0.117394219706476","0.186741378604783","1"
"Yes","1996","direct migration background","general elemantary","169","0.187336441015858","0.158595698247786","0.21607718378393","1"
"Yes","1996","direct migration background","middle vocational","256","0.272471601605251","0.243302559271235","0.301640643939267","1"
"Yes","1996","direct migration background","vocational + Abi","48","0.34778042851546","0.268888321403771","0.42667253562715","1"
"Yes","1996","direct migration background","higher vocational","22","","","","1"
"Yes","1996","direct migration background","higher education","66","0.354561917717905","0.283482018427427","0.425641817008383","1"
"Yes","1996","indirect migration background","in school","1","","","","1"
"Yes","1996","indirect migration background","inadequately","4","","","","1"
"Yes","1996","indirect migration background","general elemantary","45","0.273436523610652","0.205426776158007","0.341446271063297","1"
"Yes","1996","indirect migration background","middle vocational","55","0.228935479789522","0.170265371509855","0.28760558806919","1"
"Yes","1996","indirect migration background","vocational + Abi","3","","","","1"
"Yes","1996","indirect migration background","higher vocational","6","","","","1"
"Yes","1996","indirect migration background","higher education","11","","","","1"
"Yes","1996","no migration background","in school","4","","","","1"
"Yes","1996","no migration background","inadequately","11","","","","1"
"Yes","1996","no migration background","general elemantary","262","0.147549635777448","0.129251007001772","0.165848264553123","1"
"Yes","1996","no migration background","middle vocational","1589","0.273045583961748","0.261031823907585","0.285059344015911","1"
"Yes","1996","no migration background","vocational + Abi","95","0.285293694923658","0.234533744086731","0.336053645760585","1"
"Yes","1996","no migration background","higher vocational","254","0.353192070280831","0.316973761070728","0.389410379490933","1"
"Yes","1996","no migration background","higher education","634","0.394133203417297","0.369599354001618","0.418667052832975","1"
"No","1997","no migration background","in school","219","0.979519325324315","0.960929543472007","0.998109107176623","2"
"No","1997","no migration background","vocational + Abi","194","0.621606472542282","0.566634400072145","0.676578545012419","2"
"No","1997","no migration background","inadequately","40","0.789797567290903","0.683081246880763","0.896513887701043","2"
"No","1997","no migration background","general elemantary","1146","0.853253415553974","0.834744219495348","0.8717626116126","2"
"No","1997","no migration background","middle vocational","3612","0.735273058196042","0.723266642804658","0.747279473587425","2"
"No","1997","no migration background","higher vocational","407","0.645033419181634","0.60890882438368","0.681158013979587","2"
"No","1997","no migration background","higher education","888","0.619941758859557","0.595385722512318","0.644497795206795","2"
"No","1997","indirect migration background","higher vocational","8","","","","2"
"No","1997","indirect migration background","higher education","8","","","","2"
"No","1997","indirect migration background","in school","62","1","1","1","2"
"No","1997","indirect migration background","inadequately","11","","","","2"
"No","1997","indirect migration background","general elemantary","132","0.70303438760641","0.637369533417627","0.768699241795194","2"
"No","1997","indirect migration background","middle vocational","140","0.714930808568615","0.651404389634989","0.778457227502241","2"
"No","1997","indirect migration background","vocational + Abi","12","","","","2"
"No","1997","direct migration background","in school","29","","","","2"
"No","1997","direct migration background","inadequately","313","0.821207172099435","0.782781822881222","0.859632521317648","2"
"No","1997","direct migration background","general elemantary","516","0.822468603341203","0.793534639213296","0.85140256746911","2"
"No","1997","direct migration background","middle vocational","613","0.738905704550267","0.709584104918954","0.768227304181581","2"
"No","1997","direct migration background","vocational + Abi","86","0.678427199916177","0.597825441726675","0.759028958105679","2"
"No","1997","direct migration background","higher vocational","39","0.679880709317034","0.556587536549718","0.803173882084351","2"
"No","1997","direct migration background","higher education","109","0.631558768770417","0.56089243298808","0.702225104552753","2"
"Yes","1997","direct migration background","in school","","","","","1"
"Yes","1997","direct migration background","inadequately","69","0.178792827900565","0.140367478682352","0.217218177118778","1"
"Yes","1997","direct migration background","general elemantary","154","0.177531396658797","0.14859743253089","0.206465360786704","1"
"Yes","1997","direct migration background","middle vocational","249","0.261094295449733","0.231772695818419","0.290415895081046","1"
"Yes","1997","direct migration background","vocational + Abi","43","0.321572800083823","0.240971041894321","0.402174558273325","1"
"Yes","1997","direct migration background","higher vocational","16","","","","1"
"Yes","1997","direct migration background","higher education","70","0.368441231229583","0.297774895447247","0.43910756701192","1"
"Yes","1997","indirect migration background","in school","","","","","1"
"Yes","1997","indirect migration background","inadequately","4","","","","1"
"Yes","1997","indirect migration background","general elemantary","54","0.29696561239359","0.231300758204806","0.362630466582374","1"
"Yes","1997","indirect migration background","middle vocational","54","0.285069191431385","0.221542772497759","0.348595610365011","1"
"Yes","1997","indirect migration background","vocational + Abi","3","","","","1"
"Yes","1997","indirect migration background","higher vocational","4","","","","1"
"Yes","1997","indirect migration background","higher education","10","","","","1"
"Yes","1997","no migration background","general elemantary","258","0.146746584446026","0.1282373883874","0.165255780504651","1"
"Yes","1997","no migration background","middle vocational","1575","0.264726941803958","0.252720526412575","0.276733357195341","1"
"Yes","1997","no migration background","vocational + Abi","105","0.378393527457718","0.323421454987581","0.433365599927855","1"
"Yes","1997","no migration background","higher vocational","267","0.354966580818366","0.318841986020413","0.39109117561632","1"
"Yes","1997","no migration background","higher education","613","0.380058241140443","0.355502204793205","0.404614277487682","1"
"Yes","1997","no migration background","in school","4","","","","1"
"Yes","1997","no migration background","inadequately","16","","","","1"
"No","1998","no migration background","in school","225","0.968959994093458","0.94664391358922","0.991276074597695","2"
"No","1998","no migration background","inadequately","46","0.843123263936279","0.751100075928893","0.935146451943665","2"
"No","1998","no migration background","general elemantary","1357","0.862962992825762","0.846329765110837","0.879596220540687","2"
"No","1998","no migration background","middle vocational","3929","0.722205506699688","0.710616131234733","0.733794882164644","2"
"No","1998","no migration background","vocational + Abi","228","0.698653006345174","0.650023570012223","0.747282442678124","2"
"No","1998","no migration background","higher vocational","454","0.651091374225998","0.616492565096833","0.685690183355163","2"
"No","1998","no migration background","higher education","989","0.597233315412778","0.573884652096356","0.6205819787292","2"
"No","1998","indirect migration background","higher vocational","11","","","","2"
"No","1998","indirect migration background","higher education","10","","","","2"
"No","1998","indirect migration background","in school","66","0.992832624679005","0.972633675196323","1.01303157416169","2"
"No","1998","indirect migration background","inadequately","12","","","","2"
"No","1998","indirect migration background","general elemantary","125","0.722241158126179","0.656443088412812","0.788039227839546","2"
"No","1998","indirect migration background","middle vocational","147","0.7600810440877","0.701337207880275","0.818824880295126","2"
"No","1998","indirect migration background","vocational + Abi","10","","","","2"
"No","1998","direct migration background","in school","30","1","1","1","2"
"No","1998","direct migration background","inadequately","286","0.798208998730997","0.756401357318356","0.840016640143638","2"
"No","1998","direct migration background","general elemantary","497","0.828524067074176","0.799020911323797","0.858027222824556","2"
"No","1998","direct migration background","middle vocational","575","0.714969564168673","0.683746198585143","0.746192929752203","2"
"No","1998","direct migration background","vocational + Abi","78","0.575697820785077","0.491063333597256","0.660332307972898","2"
"No","1998","direct migration background","higher vocational","39","0.78644890191791","0.676118216582946","0.896779587252875","2"
"No","1998","direct migration background","higher education","113","0.658530770227453","0.590198468401814","0.726863072053091","2"
"Yes","1998","direct migration background","in school","","","","","1"
"Yes","1998","direct migration background","inadequately","68","0.201791001269003","0.159983359856362","0.243598642681644","1"
"Yes","1998","direct migration background","general elemantary","130","0.171475932925823","0.141972777175444","0.200979088676203","1"
"Yes","1998","direct migration background","middle vocational","228","0.285030435831327","0.253807070247797","0.316253801414858","1"
"Yes","1998","direct migration background","vocational + Abi","53","0.424302179214923","0.339667692027102","0.508936666402744","1"
"Yes","1998","direct migration background","higher vocational","14","","","","1"
"Yes","1998","direct migration background","higher education","72","0.341469229772547","0.273136927946909","0.409801531598186","1"
"Yes","1998","indirect migration background","in school","1","","","","1"
"Yes","1998","indirect migration background","inadequately","4","","","","1"
"Yes","1998","indirect migration background","general elemantary","53","0.277758841873821","0.211960772160454","0.343556911587188","1"
"Yes","1998","indirect migration background","middle vocational","56","0.2399189559123","0.181175119704874","0.298662792119725","1"
"Yes","1998","indirect migration background","vocational + Abi","8","","","","1"
"Yes","1998","indirect migration background","higher vocational","6","","","","1"
"Yes","1998","indirect migration background","higher education","10","","","","1"
"Yes","1998","no migration background","general elemantary","285","0.137037007174238","0.120403779459313","0.153670234889162","1"
"Yes","1998","no migration background","middle vocational","1809","0.277794493300312","0.266205117835356","0.289383868765267","1"
"Yes","1998","no migration background","vocational + Abi","114","0.301346993654826","0.252717557321876","0.349976429987777","1"
"Yes","1998","no migration background","higher vocational","275","0.348908625774002","0.314309816644837","0.383507434903167","1"
"Yes","1998","no migration background","higher education","706","0.402766684587222","0.3794180212708","0.426115347903644","1"
"Yes","1998","no migration background","in school","7","","","","1"
"Yes","1998","no migration background","inadequately","14","","","","1"
"No","1999","no migration background","in school","194","0.865837683342693","0.821104564816549","0.910570801868837","2"
"No","1999","no migration background","inadequately","48","0.813380863954969","0.718666363000839","0.908095364909099","2"
"No","1999","no migration background","general elemantary","1284","0.837799099344067","0.819673903089472","0.855924295598662","2"
"No","1999","no migration background","middle vocational","3871","0.706045465536203","0.694217632683838","0.717873298388569","2"
"No","1999","no migration background","vocational + Abi","218","0.6474694452153","0.597128882825119","0.697810007605481","2"
"No","1999","no migration background","higher vocational","454","0.674929253094022","0.640786619853431","0.709071886334613","2"
"No","1999","no migration background","higher education","1015","0.623248194740368","0.600267542885939","0.646228846594797","2"
"No","1999","indirect migration background","in school","57","0.889670064014417","0.811684643534048","0.967655484494786","2"
"No","1999","indirect migration background","inadequately","12","","","","2"
"No","1999","indirect migration background","general elemantary","114","0.715498497883085","0.649403556681998","0.781593439084173","2"
"No","1999","indirect migration background","middle vocational","139","0.657612644947997","0.593281855015561","0.721943434880432","2"
"No","1999","indirect migration background","vocational + Abi","15","","","","2"
"No","1999","indirect migration background","higher vocational","11","","","","2"
"No","1999","indirect migration background","higher education","9","","","","2"
"No","1999","direct migration background","in school","22","","","","2"
"No","1999","direct migration background","inadequately","273","0.800186206716012","0.756978779723806","0.843393633708218","2"
"No","1999","direct migration background","general elemantary","450","0.797212661084281","0.764546800025138","0.829878522143425","2"
"No","1999","direct migration background","middle vocational","518","0.687993165736051","0.65505378649239","0.720932544979711","2"
"No","1999","direct migration background","vocational + Abi","82","0.699212005092658","0.617159441297613","0.781264568887702","2"
"No","1999","direct migration background","higher vocational","38","0.720130435118254","0.599267377885268","0.840993492351241","2"
"No","1999","direct migration background","higher education","101","0.634381863473102","0.562198140040225","0.706565586905979","2"
"Yes","1999","direct migration background","in school","1","","","","1"
"Yes","1999","direct migration background","inadequately","56","0.199813793283988","0.156606366291782","0.243021220276194","1"
"Yes","1999","direct migration background","general elemantary","132","0.202787338915719","0.170121477856575","0.235453199974862","1"
"Yes","1999","direct migration background","middle vocational","242","0.312006834263949","0.279067455020289","0.34494621350761","1"
"Yes","1999","direct migration background","vocational + Abi","38","0.300787994907342","0.218735431112298","0.382840558702387","1"
"Yes","1999","direct migration background","higher vocational","15","","","","1"
"Yes","1999","direct migration background","higher education","70","0.365618136526898","0.29343441309402","0.437801859959775","1"
"Yes","1999","indirect migration background","in school","5","","","","1"
"Yes","1999","indirect migration background","inadequately","4","","","","1"
"Yes","1999","indirect migration background","general elemantary","65","0.284501502116915","0.218406560915827","0.350596443318002","1"
"Yes","1999","indirect migration background","middle vocational","70","0.342387355052003","0.278056565119568","0.406718144984438","1"
"Yes","1999","indirect migration background","vocational + Abi","6","","","","1"
"Yes","1999","indirect migration background","higher vocational","5","","","","1"
"Yes","1999","indirect migration background","higher education","17","","","","1"
"Yes","1999","no migration background","general elemantary","305","0.162200900655933","0.144075704401338","0.180326096910528","1"
"Yes","1999","no migration background","middle vocational","1828","0.293954534463797","0.282126701611431","0.305782367316162","1"
"Yes","1999","no migration background","vocational + Abi","128","0.3525305547847","0.302189992394519","0.402871117174881","1"
"Yes","1999","no migration background","higher vocational","269","0.325070746905978","0.290928113665387","0.359213380146569","1"
"Yes","1999","no migration background","higher education","693","0.376751805259632","0.353771153405203","0.399732457114061","1"
"Yes","1999","no migration background","in school","29","","","","1"
"Yes","1999","no migration background","inadequately","17","","","","1"
"No","2000","no migration background","in school","339","0.935698608651837","0.910568999999773","0.960828217303901","2"
"No","2000","no migration background","inadequately","75","0.820498550052837","0.742917249864841","0.898079850240834","2"
"No","2000","no migration background","general elemantary","1966","0.843532177146955","0.828918110607236","0.858146243686673","2"
"No","2000","no migration background","middle vocational","7647","0.719960852472346","0.711525607706291","0.728396097238401","2"
"No","2000","no migration background","vocational + Abi","511","0.677456075064745","0.644651395969711","0.710260754159779","2"
"No","2000","no migration background","higher vocational","1038","0.673807698610176","0.650821638328793","0.69679375889156","2"
"No","2000","no migration background","higher education","1975","0.606555846302011","0.589852970332609","0.623258722271413","2"
"No","2000","indirect migration background","in school","61","0.944064598610274","0.888624964050154","0.999504233170394","2"
"No","2000","indirect migration background","inadequately","11","","","","2"
"No","2000","indirect migration background","general elemantary","185","0.760285458576411","0.707576631432603","0.81299428572022","2"
"No","2000","indirect migration background","middle vocational","223","0.630717761761991","0.578882808093389","0.682552715430593","2"
"No","2000","indirect migration background","vocational + Abi","28","","","","2"
"No","2000","indirect migration background","higher vocational","25","","","","2"
"No","2000","indirect migration background","higher education","29","","","","2"
"No","2000","direct migration background","in school","55","0.941607650218305","0.881261848771937","1.00195345166467","2"
"No","2000","direct migration background","inadequately","235","0.845119634810475","0.802514152661103","0.887725116959847","2"
"No","2000","direct migration background","general elemantary","648","0.775693192384654","0.747264194350347","0.804122190418962","2"
"No","2000","direct migration background","middle vocational","838","0.702052501914786","0.676197145769667","0.727907858059905","2"
"No","2000","direct migration background","vocational + Abi","187","0.715468055579721","0.661449703162335","0.769486407997108","2"
"No","2000","direct migration background","higher vocational","125","0.645986244761211","0.57762800514679","0.714344484375632","2"
"No","2000","direct migration background","higher education","232","0.621367238130157","0.572534423570081","0.670200052690233","2"
"Yes","2000","direct migration background","in school","3","","","","1"
"Yes","2000","direct migration background","inadequately","42","0.154880365189525","0.112274883040153","0.197485847338897","1"
"Yes","2000","direct migration background","general elemantary","179","0.224306807615346","0.195877809581038","0.252735805649653","1"
"Yes","2000","direct migration background","middle vocational","364","0.297947498085214","0.272092141940095","0.323802854230332","1"
"Yes","2000","direct migration background","vocational + Abi","81","0.284531944420278","0.230513592002892","0.338550296837665","1"
"Yes","2000","direct migration background","higher vocational","63","0.354013755238789","0.285655515624368","0.42237199485321","1"
"Yes","2000","direct migration background","higher education","147","0.378632761869843","0.329799947309767","0.427465576429919","1"
"Yes","2000","indirect migration background","in school","5","","","","1"
"Yes","2000","indirect migration background","inadequately","4","","","","1"
"Yes","2000","indirect migration background","general elemantary","67","0.239714541423589","0.18700571427978","0.292423368567397","1"
"Yes","2000","indirect migration background","middle vocational","110","0.369282238238009","0.317447284569407","0.421117191906611","1"
"Yes","2000","indirect migration background","vocational + Abi","15","","","","1"
"Yes","2000","indirect migration background","higher vocational","15","","","","1"
"Yes","2000","indirect migration background","higher education","25","","","","1"
"Yes","2000","no migration background","general elemantary","408","0.156467822853045","0.141853756313327","0.171081889392764","1"
"Yes","2000","no migration background","middle vocational","3238","0.280039147527654","0.271603902761599","0.288474392293709","1"
"Yes","2000","no migration background","in school","27","","","","1"
"Yes","2000","no migration background","inadequately","19","","","","1"
"Yes","2000","no migration background","vocational + Abi","269","0.322543924935255","0.289739245840221","0.355348604030289","1"
"Yes","2000","no migration background","higher vocational","560","0.326192301389824","0.30320624110844","0.349178361671208","1"
"Yes","2000","no migration background","higher education","1311","0.393444153697989","0.376741277728587","0.410147029667391","1"
"No","2001","no migration background","in school","381","0.878450483907027","0.847565375963938","0.909335591850117","2"
"No","2001","no migration background","inadequately","61","0.812226750185029","0.727179341177834","0.897274159192225","2"
"No","2001","no migration background","general elemantary","1649","0.828305128381551","0.811972467242009","0.844637789521094","2"
"No","2001","no migration background","middle vocational","7000","0.718387593844656","0.709537379620151","0.727237808069162","2"
"No","2001","no migration background","vocational + Abi","515","0.699465592214134","0.666933192445955","0.731997991982312","2"
"No","2001","no migration background","higher vocational","928","0.657704362949861","0.633163664765775","0.682245061133947","2"
"No","2001","no migration background","higher education","1861","0.609593689536355","0.592345422922399","0.62684195615031","2"
"No","2001","indirect migration background","in school","62","0.945496878744994","0.890730142563256","1.00026361492673","2"
"No","2001","indirect migration background","inadequately","8","","","","2"
"No","2001","indirect migration background","general elemantary","159","0.750276795704103","0.694091732410182","0.806461858998023","2"
"No","2001","indirect migration background","middle vocational","204","0.667196475984724","0.614138875307346","0.720254076662102","2"
"No","2001","indirect migration background","vocational + Abi","31","0.78739400787691","0.660599074925548","0.914188940828272","2"
"No","2001","indirect migration background","higher vocational","26","","","","2"
"No","2001","indirect migration background","higher education","30","0.508567566937336","0.375228488603395","0.641906645271278","2"
"No","2001","direct migration background","in school","42","0.954946821233659","0.894343817928341","1.01554982453898","2"
"No","2001","direct migration background","inadequately","172","0.851902167997482","0.803279322303954","0.90052501369101","2"
"No","2001","direct migration background","general elemantary","594","0.775265463890579","0.745452117181683","0.805078810599475","2"
"No","2001","direct migration background","middle vocational","725","0.679231981008819","0.651012350240694","0.707451611776945","2"
"No","2001","direct migration background","vocational + Abi","158","0.636891204393968","0.577279835244423","0.696502573543513","2"
"No","2001","direct migration background","higher vocational","98","0.638162453284251","0.563704595148175","0.712620311420328","2"
"No","2001","direct migration background","higher education","233","0.671449841145288","0.622172983425854","0.720726698864723","2"
"Yes","2001","direct migration background","in school","3","","","","1"
"Yes","2001","direct migration background","inadequately","33","0.148097832002518","0.0994749863089904","0.196720677696046","1"
"Yes","2001","direct migration background","general elemantary","159","0.224734536109421","0.194921189400525","0.254547882818317","1"
"Yes","2001","direct migration background","middle vocational","326","0.320768018991181","0.292548388223055","0.348987649759306","1"
"Yes","2001","direct migration background","vocational + Abi","92","0.363108795606032","0.303497426456487","0.422720164755577","1"
"Yes","2001","direct migration background","higher vocational","62","0.361837546715749","0.287379688579672","0.436295404851825","1"
"Yes","2001","direct migration background","higher education","116","0.328550158854712","0.279273301135277","0.377827016574146","1"
"Yes","2001","indirect migration background","in school","4","","","","1"
"Yes","2001","indirect migration background","inadequately","5","","","","1"
"Yes","2001","indirect migration background","general elemantary","69","0.249723204295897","0.193538141001977","0.305908267589818","1"
"Yes","2001","indirect migration background","middle vocational","99","0.332803524015276","0.279745923337898","0.385861124692654","1"
"Yes","2001","indirect migration background","vocational + Abi","9","","","","1"
"Yes","2001","indirect migration background","higher vocational","11","","","","1"
"Yes","2001","indirect migration background","higher education","24","","","","1"
"Yes","2001","no migration background","general elemantary","399","0.171694871618449","0.155362210478906","0.188027532757991","1"
"Yes","2001","no migration background","middle vocational","2922","0.281612406155344","0.272762191930838","0.290462620379849","1"
"Yes","2001","no migration background","higher education","1212","0.390406310463645","0.37315804384969","0.407654577077601","1"
"Yes","2001","no migration background","in school","49","0.121549516092973","0.0906644081498835","0.152434624036062","1"
"Yes","2001","no migration background","inadequately","20","","","","1"
"Yes","2001","no migration background","vocational + Abi","248","0.300534407785866","0.268002008017688","0.333066807554045","1"
"Yes","2001","no migration background","higher vocational","508","0.342295637050139","0.317754938866053","0.366836335234225","1"
"No","2002","indirect migration background","inadequately","7","","","","2"
"No","2002","indirect migration background","higher vocational","20","","","","2"
"No","2002","indirect migration background","higher education","29","","","","2"
"No","2002","indirect migration background","in school","74","0.937895933116995","0.884676298058236","0.991115568175754","2"
"No","2002","indirect migration background","general elemantary","140","0.747296276608612","0.685342267023681","0.809250286193543","2"
"No","2002","indirect migration background","middle vocational","207","0.653895492114999","0.601526253535797","0.706264730694201","2"
"No","2002","indirect migration background","vocational + Abi","28","","","","2"
"No","2002","no migration background","in school","425","0.898196626126411","0.87106000964783","0.925333242604993","2"
"No","2002","no migration background","inadequately","68","0.838878215979618","0.758815158527624","0.918941273431612","2"
"No","2002","no migration background","general elemantary","1583","0.825921736854788","0.809061898314686","0.842781575394891","2"
