"ple0044_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","2013","no migration background","East Germany","1551","0.268764698282005","0.257088907553043","0.280440489010967","1"
"Yes","2013","direct migration background","West Germany","1858","0.284142168576273","0.272625289279281","0.295659047873264","1"
"Yes","2013","direct migration background","East Germany","111","0.257853646311339","0.216458362691235","0.299248929931443","1"
"Yes","2013","indirect migration background","West Germany","534","0.264275801193746","0.244955639084166","0.283595963303326","1"
"Yes","2013","indirect migration background","East Germany","24","","","","1"
"No","2014","no migration background","West Germany","11012","0.755020614099316","0.748122453902591","0.761918774296042","2"
"No","2014","no migration background","East Germany","3731","0.734752807606046","0.722624918288817","0.746880696923274","2"
"No","2014","direct migration background","West Germany","2633","0.62045536335518","0.606580392823369","0.634330333886991","2"
"No","2014","direct migration background","East Germany","203","0.650292079072511","0.599825019958591","0.700759138186431","2"
"No","2014","indirect migration background","West Germany","1030","0.626683361643122","0.603436479072254","0.649930244213989","2"
"No","2014","indirect migration background","East Germany","62","0.582628486337137","0.486457368588719","0.678799604085554","2"
"Yes","2014","no migration background","West Germany","3920","0.244979385900684","0.238081225703959","0.25187754609741","1"
"Yes","2014","no migration background","East Germany","1359","0.265247192393954","0.253119303076726","0.277375081711183","1"
"Yes","2014","direct migration background","West Germany","2066","0.37954463664482","0.365669666113009","0.393419607176631","1"
"Yes","2014","direct migration background","East Germany","140","0.349707920927489","0.299240861813569","0.400174980041409","1"
"Yes","2014","indirect migration background","West Germany","633","0.373316638356878","0.350069755786011","0.396563520927746","1"
"Yes","2014","indirect migration background","East Germany","39","0.417371513662863","0.321200395914446","0.513542631411281","1"
"No","2015","no migration background","West Germany","10675","0.760537021137839","0.753528002451608","0.76754603982407","2"
"No","2015","no migration background","East Germany","3552","0.730389966536609","0.717885632019069","0.742894301054148","2"
"No","2015","direct migration background","West Germany","3690","0.716540889433342","0.704568119889408","0.728513658977276","2"
"No","2015","direct migration background","East Germany","297","0.708189494970184","0.665222095998981","0.751156893941387","2"
"No","2015","indirect migration background","West Germany","1140","0.74421938633101","0.722568778485597","0.765869994176424","2"
"No","2015","indirect migration background","East Germany","74","0.65650182444966","0.564793308699978","0.748210340199342","2"
"Yes","2015","no migration background","West Germany","3566","0.239462978862161","0.23245396017593","0.246471997548392","1"
"Yes","2015","no migration background","East Germany","1286","0.269610033463392","0.257105698945852","0.282114367980931","1"
"Yes","2015","direct migration background","West Germany","1753","0.283459110566658","0.271486341022724","0.295431880110592","1"
"Yes","2015","direct migration background","East Germany","133","0.291810505029816","0.248843106058613","0.334777904001019","1"
"Yes","2015","indirect migration background","West Germany","420","0.25578061366899","0.234130005823576","0.277431221514403","1"
"Yes","2015","indirect migration background","East Germany","29","","","","1"
"No","2016","no migration background","West Germany","9891","0.75778483931034","0.750476783683462","0.765092894937218","2"
"No","2016","no migration background","East Germany","3369","0.739286693881867","0.726492207970092","0.752081179793641","2"
"No","2016","direct migration background","West Germany","3090","0.713503582725138","0.700265707117611","0.726741458332664","2"
"No","2016","direct migration background","East Germany","266","0.707941640973065","0.660372196216471","0.755511085729659","2"
"No","2016","indirect migration background","West Germany","1025","0.720213307910834","0.697044186860399","0.743382428961269","2"
"No","2016","indirect migration background","East Germany","80","0.752233276463747","0.670433152516234","0.834033400411259","2"
"Yes","2016","no migration background","West Germany","3311","0.24221516068966","0.234907105062782","0.249523216316538","1"
"Yes","2016","no migration background","East Germany","1154","0.260713306118133","0.247918820206359","0.273507792029907","1"
"Yes","2016","direct migration background","West Germany","1391","0.286496417274862","0.273258541667336","0.299734292882389","1"
"Yes","2016","direct migration background","East Germany","85","0.292058359026935","0.244488914270341","0.339627803783529","1"
"Yes","2016","indirect migration background","West Germany","417","0.279786692089166","0.256617571038731","0.302955813139601","1"
"Yes","2016","indirect migration background","East Germany","27","","","","1"
"No","2017","no migration background","West Germany","11439","0.768460976377822","0.76171625741056","0.775205695345084","2"
"No","2017","no migration background","East Germany","3847","0.768375357131061","0.756773217711557","0.779977496550566","2"
"No","2017","direct migration background","West Germany","2960","0.714990614589877","0.701409351734886","0.728571877444869","2"
"No","2017","direct migration background","East Germany","274","0.719561488805297","0.673727496214134","0.765395481396461","2"
"No","2017","indirect migration background","West Germany","1172","0.747330989220565","0.725965215326783","0.768696763114347","2"
"No","2017","indirect migration background","East Germany","80","0.693109704919644","0.604893979697273","0.781325430142015","2"
"Yes","2017","no migration background","West Germany","3586","0.231539023622178","0.224794304654916","0.23828374258944","1"
"Yes","2017","no migration background","East Germany","1232","0.231624642868939","0.220022503449434","0.243226782288443","1"
"Yes","2017","direct migration background","East Germany","95","0.280438511194703","0.234604518603539","0.326272503785867","1"
"Yes","2017","direct migration background","West Germany","1284","0.285009385410122","0.271428122555131","0.298590648265114","1"
"Yes","2017","indirect migration background","West Germany","417","0.252669010779435","0.231303236885653","0.274034784673217","1"
"Yes","2017","indirect migration background","East Germany","25","","","","1"
"No","2018","no migration background","West Germany","11049","0.781328247189092","0.774585953313727","0.788070541064457","2"
"No","2018","no migration background","East Germany","3836","0.769705456628767","0.758028546743117","0.781382366514418","2"
"No","2018","direct migration background","West Germany","2840","0.730618871584265","0.716935473544174","0.744302269624357","2"
"No","2018","direct migration background","East Germany","250","0.664724625517487","0.614691601786005","0.71475764924897","2"
"No","2018","indirect migration background","West Germany","1162","0.724248821733704","0.702143295809432","0.746354347657977","2"
"No","2018","indirect migration background","East Germany","84","0.680705385866006","0.596942814647512","0.764467957084501","2"
"Yes","2018","no migration background","West Germany","3389","0.218671752810908","0.211929458935543","0.225414046686273","1"
"Yes","2018","no migration background","East Germany","1158","0.230294543371232","0.218617633485582","0.241971453256883","1"
"Yes","2018","direct migration background","East Germany","92","0.335275374482513","0.28524235075103","0.385308398213995","1"
"Yes","2018","direct migration background","West Germany","1198","0.269381128415734","0.255697730375643","0.283064526455826","1"
"Yes","2018","indirect migration background","East Germany","35","0.319294614133994","0.235532042915499","0.403057185352488","1"
"Yes","2018","indirect migration background","West Germany","408","0.275751178266296","0.253645652342023","0.297856704190568","1"
"No","2019","no migration background","West Germany","11124","0.778504353670034","0.77183811816275","0.785170589177319","2"
"No","2019","no migration background","East Germany","3748","0.787438447042657","0.776173651754068","0.798703242331246","2"
"No","2019","direct migration background","West Germany","2510","0.739739061277352","0.725252212956698","0.754225909598007","2"
"No","2019","direct migration background","East Germany","200","0.69636023121486","0.643161233628587","0.749559228801132","2"
"No","2019","indirect migration background","West Germany","1120","0.727210083172391","0.704979543447796","0.749440622896986","2"
"No","2019","indirect migration background","East Germany","86","0.709263423353958","0.631501666964626","0.78702517974329","2"
"Yes","2019","no migration background","West Germany","3782","0.221495646329966","0.214829410822681","0.22816188183725","1"
"Yes","2019","no migration background","East Germany","1319","0.212561552957343","0.201296757668754","0.223826348245932","1"
"Yes","2019","direct migration background","West Germany","1014","0.260260938722648","0.245774090401993","0.274747787043302","1"
"Yes","2019","direct migration background","East Germany","87","0.30363976878514","0.250440771198868","0.356838766371413","1"
"Yes","2019","indirect migration background","West Germany","422","0.272789916827609","0.250559377103014","0.295020456552204","1"
"Yes","2019","indirect migration background","East Germany","45","0.290736576646042","0.21297482025671","0.368498333035374","1"
