"pli0165","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2017","no migration background","middle vocational","","","","","3"
"Min 1x per month","2017","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","2017","no migration background","higher vocational","","","","","3"
"Min 1x per month","2017","direct migration background","higher vocational","","","","","3"
"Min 1x per month","2017","direct migration background","higher education","16","","","","3"
"Min 1x per month","2017","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","2017","direct migration background","general elemantary","29","","","","3"
"Min 1x per month","2017","direct migration background","middle vocational","26","","","","3"
"Min 1x per month","2017","indirect migration background","inadequately","","","","","3"
"Min 1x per month","2017","direct migration background","inadequately","77","0.0516664008169736","0.0423142472229416","0.0610185544110056","3"
"Min 1x per month","2017","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","2017","no migration background","higher education","","","","","3"
"Min 1x per month","2017","direct migration background","in school","3","","","","3"
"Min 1x per month","2017","direct migration background","vocational + Abi","2","","","","3"
"Min 1x per month","2017","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","2017","indirect migration background","in school","","","","","3"
"Min 1x per month","2017","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","2017","indirect migration background","higher education","","","","","3"
"Min 1x per week","2017","no migration background","in school","","","","","2"
"Min 1x per week","2017","no migration background","inadequately","","","","","2"
"Min 1x per week","2017","no migration background","general elemantary","","","","","2"
"Min 1x per week","2017","no migration background","middle vocational","","","","","2"
"Min 1x per week","2017","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","2017","no migration background","higher vocational","","","","","2"
"Min 1x per week","2017","no migration background","higher education","","","","","2"
"Min 1x per week","2017","direct migration background","in school","3","","","","2"
"Min 1x per week","2017","direct migration background","inadequately","390","0.172042267785515","0.156096383068058","0.187988152502972","2"
"Min 1x per week","2017","direct migration background","general elemantary","171","0.156421378015842","0.134846666983764","0.17799608904792","2"
"Min 1x per week","2017","direct migration background","middle vocational","137","0.13465814544821","0.112306769898238","0.157009520998182","2"
"Min 1x per week","2017","direct migration background","higher vocational","","","","","2"
"Min 1x per week","2017","direct migration background","higher education","133","0.126240386494417","0.104883626096929","0.147597146891905","2"
"Min 1x per week","2017","indirect migration background","in school","","","","","2"
"Min 1x per week","2017","indirect migration background","inadequately","","","","","2"
"Min 1x per week","2017","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","2017","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","2017","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","2017","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","2017","indirect migration background","higher education","","","","","2"
"Min 1x per week","2017","direct migration background","vocational + Abi","25","","","","2"
"Never","2017","no migration background","middle vocational","","","","","5"
"Never","2017","no migration background","vocational + Abi","","","","","5"
"Never","2017","no migration background","inadequately","","","","","5"
"Never","2017","no migration background","general elemantary","","","","","5"
"Never","2017","no migration background","in school","","","","","5"
"Never","2017","direct migration background","general elemantary","134","0.126826259258221","0.10706161163013","0.146590906886311","5"
"Never","2017","direct migration background","middle vocational","80","0.119248384956877","0.0980283026909948","0.14046846722276","5"
"Never","2017","direct migration background","vocational + Abi","11","","","","5"
"Never","2017","direct migration background","higher vocational","","","","","5"
"Never","2017","direct migration background","higher education","67","0.0711604252532047","0.054628255466169","0.0876925950402405","5"
"Never","2017","indirect migration background","in school","","","","","5"
"Never","2017","indirect migration background","inadequately","","","","","5"
"Never","2017","indirect migration background","general elemantary","","","","","5"
"Never","2017","indirect migration background","middle vocational","","","","","5"
"Never","2017","indirect migration background","vocational + Abi","","","","","5"
"Never","2017","indirect migration background","higher vocational","","","","","5"
"Never","2017","indirect migration background","higher education","","","","","5"
"Never","2017","no migration background","higher vocational","","","","","5"
"Never","2017","no migration background","higher education","","","","","5"
"Never","2017","direct migration background","in school","1","","","","5"
"Never","2017","direct migration background","inadequately","502","0.239267414051657","0.221242020925527","0.257292807177787","5"
"Rarely","2017","no migration background","in school","","","","","4"
"Rarely","2017","no migration background","inadequately","","","","","4"
"Rarely","2017","no migration background","general elemantary","","","","","4"
"Rarely","2017","no migration background","middle vocational","","","","","4"
"Rarely","2017","no migration background","vocational + Abi","","","","","4"
"Rarely","2017","no migration background","higher vocational","","","","","4"
"Rarely","2017","no migration background","higher education","","","","","4"
"Rarely","2017","direct migration background","in school","2","","","","4"
"Rarely","2017","direct migration background","inadequately","125","0.0592515965624885","0.049276577574787","0.0692266155501901","4"
"Rarely","2017","direct migration background","general elemantary","52","0.038010682915555","0.0266534609964612","0.0493679048346488","4"
"Rarely","2017","direct migration background","middle vocational","60","0.0662579444538433","0.0499714908916398","0.0825443980160468","4"
"Rarely","2017","direct migration background","vocational + Abi","5","","","","4"
"Rarely","2017","direct migration background","higher vocational","","","","","4"
"Rarely","2017","direct migration background","higher education","48","0.0459985393419059","0.0325279444861437","0.0594691341976682","4"
"Rarely","2017","indirect migration background","in school","","","","","4"
"Rarely","2017","indirect migration background","inadequately","","","","","4"
"Rarely","2017","indirect migration background","general elemantary","","","","","4"
"Rarely","2017","indirect migration background","middle vocational","","","","","4"
"Rarely","2017","indirect migration background","vocational + Abi","","","","","4"
"Rarely","2017","indirect migration background","higher vocational","","","","","4"
"Rarely","2017","indirect migration background","higher education","","","","","4"
"Daily","2018","no migration background","in school","","","","","1"
"Daily","2018","no migration background","inadequately","","","","","1"
"Daily","2018","no migration background","general elemantary","","","","","1"
"Daily","2018","no migration background","middle vocational","","","","","1"
"Daily","2018","no migration background","vocational + Abi","","","","","1"
"Daily","2018","no migration background","higher vocational","","","","","1"
"Daily","2018","no migration background","higher education","","","","","1"
"Daily","2018","direct migration background","in school","4","","","","1"
"Daily","2018","direct migration background","inadequately","818","0.572309258183688","0.546844215980749","0.597774300386628","1"
"Daily","2018","direct migration background","general elemantary","517","0.706864308136131","0.674308348632834","0.739420267639428","1"
"Daily","2018","direct migration background","middle vocational","466","0.690824068254505","0.65556566079302","0.72608247571599","1"
"Daily","2018","direct migration background","vocational + Abi","62","0.702341095872045","0.60626354045411","0.79841865128998","1"
"Daily","2018","direct migration background","higher vocational","","","","","1"
"Daily","2018","direct migration background","higher education","501","0.786031875933052","0.754791682447574","0.817272069418529","1"
"Daily","2018","indirect migration background","in school","","","","","1"
"Daily","2018","indirect migration background","inadequately","","","","","1"
"Daily","2018","indirect migration background","higher vocational","","","","","1"
"Daily","2018","indirect migration background","higher education","","","","","1"
"Daily","2018","indirect migration background","vocational + Abi","","","","","1"
"Daily","2018","indirect migration background","general elemantary","","","","","1"
"Daily","2018","indirect migration background","middle vocational","","","","","1"
"Min 1x per month","2018","no migration background","in school","","","","","3"
"Min 1x per month","2018","no migration background","inadequately","","","","","3"
"Min 1x per month","2018","no migration background","general elemantary","","","","","3"
"Min 1x per month","2018","no migration background","middle vocational","","","","","3"
"Min 1x per month","2018","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","2018","no migration background","higher vocational","","","","","3"
"Min 1x per month","2018","direct migration background","higher vocational","","","","","3"
"Min 1x per month","2018","direct migration background","higher education","11","","","","3"
"Min 1x per month","2018","indirect migration background","higher education","","","","","3"
"Min 1x per month","2018","direct migration background","in school","","","","","3"
"Min 1x per month","2018","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","2018","no migration background","higher education","","","","","3"
"Min 1x per month","2018","direct migration background","inadequately","49","0.0253737445331085","0.0172795166969594","0.0334679723692576","3"
"Min 1x per month","2018","direct migration background","general elemantary","27","","","","3"
"Min 1x per month","2018","direct migration background","middle vocational","15","","","","3"
"Min 1x per month","2018","direct migration background","vocational + Abi","3","","","","3"
"Min 1x per month","2018","indirect migration background","in school","","","","","3"
"Min 1x per month","2018","indirect migration background","inadequately","","","","","3"
"Min 1x per month","2018","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","2018","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","2018","indirect migration background","higher vocational","","","","","3"
"Min 1x per week","2018","no migration background","in school","","","","","2"
"Min 1x per week","2018","no migration background","inadequately","","","","","2"
"Min 1x per week","2018","no migration background","general elemantary","","","","","2"
"Min 1x per week","2018","direct migration background","inadequately","252","0.19285675337534","0.172549236430288","0.213164270320393","2"
"Min 1x per week","2018","direct migration background","general elemantary","112","0.15242415509212","0.126717574837172","0.178130735347068","2"
"Min 1x per week","2018","direct migration background","middle vocational","112","0.154066634351954","0.126524442549218","0.181608826154689","2"
"Min 1x per week","2018","no migration background","middle vocational","","","","","2"
"Min 1x per week","2018","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","2018","no migration background","higher vocational","","","","","2"
"Min 1x per week","2018","no migration background","higher education","","","","","2"
"Min 1x per week","2018","direct migration background","in school","","","","","2"
"Min 1x per week","2018","direct migration background","vocational + Abi","12","","","","2"
"Min 1x per week","2018","direct migration background","higher vocational","","","","","2"
"Min 1x per week","2018","direct migration background","higher education","93","0.138138432421136","0.111854211098121","0.164422653744152","2"
"Min 1x per week","2018","indirect migration background","in school","","","","","2"
"Min 1x per week","2018","indirect migration background","inadequately","","","","","2"
"Min 1x per week","2018","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","2018","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","2018","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","2018","indirect migration background","higher education","","","","","2"
"Min 1x per week","2018","indirect migration background","higher vocational","","","","","2"
"Never","2018","no migration background","in school","","","","","5"
"Never","2018","no migration background","inadequately","","","","","5"
"Never","2018","no migration background","general elemantary","","","","","5"
"Never","2018","no migration background","middle vocational","","","","","5"
"Never","2018","no migration background","vocational + Abi","","","","","5"
"Never","2018","no migration background","higher vocational","","","","","5"
"Never","2018","no migration background","higher education","","","","","5"
"Never","2018","direct migration background","in school","1","","","","5"
"Never","2018","direct migration background","middle vocational","41","0.0601320375199661","0.0419951605875876","0.0782689144523447","5"
"Never","2018","direct migration background","vocational + Abi","6","","","","5"
"Never","2018","direct migration background","higher vocational","","","","","5"
"Never","2018","direct migration background","higher education","30","0.0334857869190708","0.0197815936934314","0.0471899801447102","5"
"Never","2018","indirect migration background","in school","","","","","5"
"Never","2018","indirect migration background","inadequately","","","","","5"
"Never","2018","indirect migration background","general elemantary","","","","","5"
"Never","2018","indirect migration background","middle vocational","","","","","5"
"Never","2018","indirect migration background","vocational + Abi","","","","","5"
"Never","2018","indirect migration background","higher vocational","","","","","5"
"Never","2018","indirect migration background","higher education","","","","","5"
"Never","2018","direct migration background","inadequately","242","0.14908517734124","0.130752564471437","0.167417790211043","5"
"Never","2018","direct migration background","general elemantary","71","0.0889683125418779","0.0686066825787907","0.109329942504965","5"
"Rarely","2018","no migration background","in school","","","","","4"
"Rarely","2018","no migration background","vocational + Abi","","","","","4"
"Rarely","2018","no migration background","higher vocational","","","","","4"
"Rarely","2018","no migration background","higher education","","","","","4"
"Rarely","2018","direct migration background","in school","","","","","4"
"Rarely","2018","direct migration background","inadequately","89","0.0603750665666232","0.0481156396933563","0.07263449343989","4"
"Rarely","2018","direct migration background","higher vocational","","","","","4"
"Rarely","2018","direct migration background","higher education","27","","","","4"
"Rarely","2018","indirect migration background","in school","","","","","4"
"Rarely","2018","indirect migration background","inadequately","","","","","4"
"Rarely","2018","indirect migration background","general elemantary","","","","","4"
"Rarely","2018","indirect migration background","higher education","","","","","4"
"Rarely","2018","direct migration background","general elemantary","24","","","","4"
"Rarely","2018","direct migration background","middle vocational","26","","","","4"
"Rarely","2018","no migration background","inadequately","","","","","4"
"Rarely","2018","no migration background","general elemantary","","","","","4"
"Rarely","2018","no migration background","middle vocational","","","","","4"
"Rarely","2018","direct migration background","vocational + Abi","4","","","","4"
"Rarely","2018","indirect migration background","middle vocational","","","","","4"
"Rarely","2018","indirect migration background","vocational + Abi","","","","","4"
"Rarely","2018","indirect migration background","higher vocational","","","","","4"
"Daily","2019","no migration background","in school","","","","","1"
"Daily","2019","no migration background","inadequately","","","","","1"
"Daily","2019","no migration background","general elemantary","","","","","1"
"Daily","2019","no migration background","middle vocational","","","","","1"
"Daily","2019","no migration background","vocational + Abi","","","","","1"
"Daily","2019","no migration background","higher vocational","","","","","1"
"Daily","2019","no migration background","higher education","","","","","1"
"Daily","2019","direct migration background","in school","","","","","1"
"Daily","2019","direct migration background","inadequately","857","0.622151364959532","0.596411449208643","0.647891280710422","1"
"Daily","2019","direct migration background","general elemantary","507","0.721855239647587","0.688755676675657","0.754954802619516","1"
"Daily","2019","direct migration background","middle vocational","424","0.727643450540182","0.691319890357806","0.763967010722558","1"
"Daily","2019","direct migration background","vocational + Abi","64","0.73137265127131","0.638233358523622","0.824511944018998","1"
"Daily","2019","direct migration background","higher vocational","","","","","1"
"Daily","2019","direct migration background","higher education","465","0.814207098889648","0.782929250592836","0.845484947186461","1"
"Daily","2019","indirect migration background","in school","","","","","1"
"Daily","2019","indirect migration background","inadequately","","","","","1"
"Daily","2019","indirect migration background","higher education","","","","","1"
"Daily","2019","indirect migration background","general elemantary","","","","","1"
"Daily","2019","indirect migration background","higher vocational","","","","","1"
"Daily","2019","indirect migration background","middle vocational","","","","","1"
"Daily","2019","indirect migration background","vocational + Abi","","","","","1"
"Min 1x per month","2019","no migration background","in school","","","","","3"
"Min 1x per month","2019","no migration background","inadequately","","","","","3"
"Min 1x per month","2019","no migration background","general elemantary","","","","","3"
"Min 1x per month","2019","no migration background","middle vocational","","","","","3"
"Min 1x per month","2019","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","2019","no migration background","higher vocational","","","","","3"
"Min 1x per month","2019","direct migration background","middle vocational","11","","","","3"
"Min 1x per month","2019","no migration background","higher education","","","","","3"
"Min 1x per month","2019","direct migration background","in school","","","","","3"
"Min 1x per month","2019","direct migration background","inadequately","21","","","","3"
"Min 1x per month","2019","direct migration background","general elemantary","15","","","","3"
"Min 1x per month","2019","direct migration background","vocational + Abi","2","","","","3"
"Min 1x per month","2019","direct migration background","higher vocational","","","","","3"
"Min 1x per month","2019","direct migration background","higher education","7","","","","3"
"Min 1x per month","2019","indirect migration background","higher education","","","","","3"
"Min 1x per month","2019","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","2019","indirect migration background","in school","","","","","3"
"Min 1x per month","2019","indirect migration background","inadequately","","","","","3"
"Min 1x per month","2019","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","2019","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","2019","indirect migration background","general elemantary","","","","","3"
"Min 1x per week","2019","no migration background","in school","","","","","2"
"Min 1x per week","2019","no migration background","inadequately","","","","","2"
"Min 1x per week","2019","no migration background","general elemantary","","","","","2"
"Min 1x per week","2019","direct migration background","inadequately","234","0.182566549130551","0.162057904048906","0.203075194212197","2"
"Min 1x per week","2019","direct migration background","general elemantary","106","0.139397445768169","0.113812147464643","0.164982744071695","2"
"Min 1x per week","2019","direct migration background","middle vocational","86","0.138566727987835","0.110376376788584","0.166757079187086","2"
"Min 1x per week","2019","no migration background","middle vocational","","","","","2"
"Min 1x per week","2019","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","2019","no migration background","higher vocational","","","","","2"
"Min 1x per week","2019","no migration background","higher education","","","","","2"
"Min 1x per week","2019","direct migration background","in school","","","","","2"
"Min 1x per week","2019","direct migration background","vocational + Abi","14","","","","2"
"Min 1x per week","2019","direct migration background","higher vocational","","","","","2"
"Min 1x per week","2019","direct migration background","higher education","69","0.110669011211594","0.0854400368060269","0.135897985617161","2"
"Min 1x per week","2019","indirect migration background","in school","","","","","2"
"Min 1x per week","2019","indirect migration background","inadequately","","","","","2"
"Min 1x per week","2019","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","2019","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","2019","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","2019","indirect migration background","higher education","","","","","2"
"Min 1x per week","2019","indirect migration background","higher vocational","","","","","2"
"Never","2019","no migration background","in school","","","","","5"
"Never","2019","no migration background","inadequately","","","","","5"
"Never","2019","no migration background","general elemantary","","","","","5"
"Never","2019","no migration background","middle vocational","","","","","5"
"Never","2019","no migration background","vocational + Abi","","","","","5"
"Never","2019","no migration background","higher vocational","","","","","5"
"Never","2019","no migration background","higher education","","","","","5"
"Never","2019","direct migration background","in school","","","","","5"
"Never","2019","direct migration background","inadequately","170","0.113253936759363","0.0964300455537744","0.130077827964951","5"
"Never","2019","direct migration background","general elemantary","47","0.0628045275892345","0.0448831112590469","0.0807259439194222","5"
"Never","2019","direct migration background","middle vocational","30","0.0591673360551858","0.0399161546717974","0.0784185174385743","5"
"Never","2019","direct migration background","vocational + Abi","6","","","","5"
"Never","2019","direct migration background","higher vocational","","","","","5"
"Never","2019","direct migration background","higher education","23","","","","5"
"Never","2019","indirect migration background","in school","","","","","5"
"Never","2019","indirect migration background","inadequately","","","","","5"
"Never","2019","indirect migration background","general elemantary","","","","","5"
"Never","2019","indirect migration background","middle vocational","","","","","5"
"Never","2019","indirect migration background","vocational + Abi","","","","","5"
"Never","2019","indirect migration background","higher vocational","","","","","5"
"Never","2019","indirect migration background","higher education","","","","","5"
"Rarely","2019","no migration background","in school","","","","","4"
"Rarely","2019","no migration background","vocational + Abi","","","","","4"
"Rarely","2019","no migration background","higher vocational","","","","","4"
"Rarely","2019","no migration background","higher education","","","","","4"
"Rarely","2019","direct migration background","in school","","","","","4"
"Rarely","2019","direct migration background","inadequately","81","0.0613038762374924","0.0485686506227513","0.0740391018522335","4"
"Rarely","2019","direct migration background","higher vocational","","","","","4"
"Rarely","2019","direct migration background","higher education","30","0.0427344960558722","0.0264692601525182","0.0589997319592262","4"
"Rarely","2019","indirect migration background","in school","","","","","4"
"Rarely","2019","indirect migration background","inadequately","","","","","4"
"Rarely","2019","indirect migration background","general elemantary","","","","","4"
"Rarely","2019","direct migration background","middle vocational","26","","","","4"
"Rarely","2019","direct migration background","vocational + Abi","1","","","","4"
"Rarely","2019","no migration background","inadequately","","","","","4"
"Rarely","2019","no migration background","general elemantary","","","","","4"
"Rarely","2019","no migration background","middle vocational","","","","","4"
"Rarely","2019","indirect migration background","higher vocational","","","","","4"
"Rarely","2019","indirect migration background","higher education","","","","","4"
"Rarely","2019","direct migration background","general elemantary","29","","","","4"
"Rarely","2019","indirect migration background","middle vocational","","","","","4"
"Rarely","2019","indirect migration background","vocational + Abi","","","","","4"
