"pli0165","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","2018","66 and older","secondary school degree","","","",""
"Min 1x per month","2018","66 and older","college entrance qualification","","","",""
"Min 1x per month","2018","66 and older","Other degree","","","",""
"Min 1x per month","2018","66 and older","no degree/no degree yet","2","","",""
"Rarely","2018","16-34 y.","lower secondary degree","","","",""
"Rarely","2018","16-34 y.","secondary school degree","1","","",""
"Rarely","2018","16-34 y.","college entrance qualification","1","","",""
"Rarely","2018","16-34 y.","Other degree","31","0.0247979636009615","0.0153784156986944","0.0342175115032286"
"Rarely","2018","16-34 y.","no degree/no degree yet","35","0.0357558774408764","0.0224671106625295","0.0490446442192232"
"Rarely","2018","35-65 y.","lower secondary degree","","","",""
"Rarely","2018","35-65 y.","secondary school degree","","","",""
"Rarely","2018","35-65 y.","college entrance qualification","","","",""
"Rarely","2018","35-65 y.","Other degree","44","0.0680779149189754","0.0522187933821261","0.0839370364558247"
"Rarely","2018","35-65 y.","no degree/no degree yet","51","0.108262012255273","0.0845394243204858","0.131984600190059"
"Rarely","2018","66 and older","lower secondary degree","","","",""
"Rarely","2018","66 and older","secondary school degree","","","",""
"Rarely","2018","66 and older","college entrance qualification","","","",""
"Rarely","2018","66 and older","Other degree","","","",""
"Rarely","2018","66 and older","no degree/no degree yet","1","","",""
"Never","2018","16-34 y.","lower secondary degree","1","","",""
"Never","2018","16-34 y.","secondary school degree","","","",""
"Never","2018","16-34 y.","college entrance qualification","","","",""
"Never","2018","16-34 y.","Other degree","44","0.0438248721181878","0.0314253827594312","0.0562243614769444"
"Never","2018","16-34 y.","no degree/no degree yet","100","0.124916397321522","0.101254369668793","0.148578424974251"
"Never","2018","35-65 y.","lower secondary degree","","","",""
"Never","2018","35-65 y.","secondary school degree","","","",""
"Never","2018","35-65 y.","college entrance qualification","1","","",""
"Never","2018","35-65 y.","Other degree","94","0.104082574347572","0.0848556770244891","0.123309471670654"
"Never","2018","35-65 y.","no degree/no degree yet","126","0.187096105242693","0.157320722047316","0.21687148843807"
"Never","2018","66 and older","lower secondary degree","","","",""
"Never","2018","66 and older","secondary school degree","","","",""
"Never","2018","66 and older","college entrance qualification","","","",""
"Never","2018","66 and older","Other degree","1","","",""
"Never","2018","66 and older","no degree/no degree yet","14","","",""
"Daily","2019","16-34 y.","lower secondary degree","46","0.831610038659301","0.736123962869171","0.92709611444943"
"Daily","2019","16-34 y.","secondary school degree","31","0.675030576087324","0.524116342763883","0.825944809410766"
"Daily","2019","16-34 y.","college entrance qualification","15","","",""
"Daily","2019","16-34 y.","Other degree","674","0.79734607045747","0.770354432662831","0.82433770825211"
"Daily","2019","16-34 y.","no degree/no degree yet","419","0.646905295719932","0.608978240083853","0.684832351356011"
"Daily","2019","35-65 y.","lower secondary degree","","","",""
"Daily","2019","35-65 y.","secondary school degree","","","",""
"Daily","2019","35-65 y.","college entrance qualification","1","","",""
"Daily","2019","35-65 y.","Other degree","648","0.670216321481699","0.639886537342518","0.700546105620879"
"Daily","2019","35-65 y.","no degree/no degree yet","407","0.565079738366465","0.528249616216499","0.601909860516431"
"Daily","2019","66 and older","lower secondary degree","","","",""
"Daily","2019","66 and older","secondary school degree","","","",""
"Daily","2019","66 and older","college entrance qualification","","","",""
"Daily","2019","66 and older","Other degree","2","","",""
"Daily","2019","66 and older","no degree/no degree yet","3","","",""
"Min 1x per week","2019","16-34 y.","lower secondary degree","7","","",""
"Min 1x per week","2019","16-34 y.","secondary school degree","4","","",""
"Min 1x per week","2019","16-34 y.","college entrance qualification","2","","",""
"Min 1x per week","2019","16-34 y.","Other degree","103","0.105499884309306","0.0848724845230121","0.1261272840956"
"Min 1x per week","2019","16-34 y.","no degree/no degree yet","101","0.18002495437307","0.14953548640627","0.210514422339869"
"Min 1x per week","2019","35-65 y.","lower secondary degree","","","",""
"Min 1x per week","2019","35-65 y.","secondary school degree","","","",""
"Min 1x per week","2019","35-65 y.","college entrance qualification","2","","",""
"Min 1x per week","2019","35-65 y.","Other degree","144","0.172835642335932","0.148442946479356","0.197228338192508"
"Min 1x per week","2019","35-65 y.","no degree/no degree yet","129","0.202512765146251","0.172656770573914","0.232368759718589"
"Min 1x per week","2019","66 and older","lower secondary degree","","","",""
"Min 1x per week","2019","66 and older","secondary school degree","","","",""
"Min 1x per week","2019","66 and older","college entrance qualification","","","",""
"Min 1x per week","2019","66 and older","Other degree","3","","",""
"Min 1x per week","2019","66 and older","no degree/no degree yet","","","",""
"Min 1x per month","2019","16-34 y.","lower secondary degree","1","","",""
"Min 1x per month","2019","16-34 y.","secondary school degree","","","",""
"Min 1x per month","2019","16-34 y.","college entrance qualification","","","",""
"Min 1x per month","2019","16-34 y.","Other degree","9","","",""
"Min 1x per month","2019","16-34 y.","no degree/no degree yet","9","","",""
"Min 1x per month","2019","35-65 y.","lower secondary degree","","","",""
"Min 1x per month","2019","35-65 y.","secondary school degree","","","",""
"Min 1x per month","2019","35-65 y.","college entrance qualification","","","",""
"Min 1x per month","2019","35-65 y.","Other degree","25","","",""
"Min 1x per month","2019","35-65 y.","no degree/no degree yet","11","","",""
"Min 1x per month","2019","66 and older","lower secondary degree","","","",""
"Min 1x per month","2019","66 and older","secondary school degree","","","",""
"Min 1x per month","2019","66 and older","college entrance qualification","","","",""
"Min 1x per month","2019","66 and older","Other degree","","","",""
"Min 1x per month","2019","66 and older","no degree/no degree yet","1","","",""
"Rarely","2019","16-34 y.","lower secondary degree","2","","",""
"Rarely","2019","16-34 y.","secondary school degree","1","","",""
"Rarely","2019","16-34 y.","college entrance qualification","","","",""
"Rarely","2019","16-34 y.","Other degree","33","0.0419868958904914","0.0285198945748038","0.055453897206179"
"Rarely","2019","16-34 y.","no degree/no degree yet","31","0.0579045691844077","0.0393698060795077","0.0764393322893077"
"Rarely","2019","35-65 y.","lower secondary degree","","","",""
"Rarely","2019","35-65 y.","secondary school degree","","","",""
"Rarely","2019","35-65 y.","college entrance qualification","1","","",""
"Rarely","2019","35-65 y.","Other degree","44","0.0521327050326922","0.0377918138697609","0.0664735961956235"
"Rarely","2019","35-65 y.","no degree/no degree yet","48","0.076817734259289","0.0570335592764246","0.0966019092421533"
"Rarely","2019","66 and older","lower secondary degree","","","",""
"Rarely","2019","66 and older","secondary school degree","","","",""
"Rarely","2019","66 and older","college entrance qualification","","","",""
"Rarely","2019","66 and older","Other degree","3","","",""
"Rarely","2019","66 and older","no degree/no degree yet","2","","",""
"Never","2019","16-34 y.","lower secondary degree","3","","",""
"Never","2019","16-34 y.","secondary school degree","1","","",""
"Never","2019","16-34 y.","college entrance qualification","2","","",""
"Never","2019","16-34 y.","Other degree","33","0.044471421040659","0.0306296826225925","0.0583131594587255"
"Never","2019","16-34 y.","no degree/no degree yet","50","0.0904778906002282","0.0677132374667588","0.113242543733698"
"Never","2019","35-65 y.","lower secondary degree","","","",""
"Never","2019","35-65 y.","secondary school degree","","","",""
"Never","2019","35-65 y.","college entrance qualification","1","","",""
"Never","2019","35-65 y.","Other degree","62","0.0791171870317501","0.0617037362335632","0.0965306378299371"
"Never","2019","35-65 y.","no degree/no degree yet","101","0.139548614451606","0.113805006985938","0.165292221917275"
"Never","2019","66 and older","lower secondary degree","","","",""
"Never","2019","66 and older","secondary school degree","","","",""
"Never","2019","66 and older","college entrance qualification","","","",""
"Never","2019","66 and older","Other degree","2","","",""
"Never","2019","66 and older","no degree/no degree yet","15","","",""
