"pli0165","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Never","2018","lower secondary degree","no migration background","","","",""
"Never","2018","lower secondary degree","direct migration background","1","","",""
"Never","2018","lower secondary degree","indirect migration background","","","",""
"Never","2018","secondary school degree","no migration background","","","",""
"Never","2018","secondary school degree","direct migration background","","","",""
"Never","2018","secondary school degree","indirect migration background","","","",""
"Never","2018","college entrance qualification","no migration background","","","",""
"Never","2018","college entrance qualification","direct migration background","1","","",""
"Never","2018","college entrance qualification","indirect migration background","","","",""
"Never","2018","Other degree","no migration background","","","",""
"Never","2018","Other degree","direct migration background","139","0.0633833907658311","0.0527659753123725","0.0740008062192897"
"Never","2018","Other degree","indirect migration background","","","",""
"Never","2018","no degree/no degree yet","no migration background","","","",""
"Never","2018","no degree/no degree yet","direct migration background","240","0.152006763831849","0.133398419960604","0.170615107703093"
"Never","2018","no degree/no degree yet","indirect migration background","","","",""
"Daily","2019","lower secondary degree","no migration background","","","",""
"Daily","2019","lower secondary degree","direct migration background","46","0.831610038659301","0.736123962869171","0.92709611444943"
"Daily","2019","lower secondary degree","indirect migration background","","","",""
"Daily","2019","secondary school degree","no migration background","","","",""
"Daily","2019","secondary school degree","direct migration background","31","0.675030576087324","0.524116342763883","0.825944809410766"
"Daily","2019","secondary school degree","indirect migration background","","","",""
"Daily","2019","college entrance qualification","no migration background","","","",""
"Daily","2019","college entrance qualification","direct migration background","16","","",""
"Daily","2019","college entrance qualification","indirect migration background","","","",""
"Daily","2019","Other degree","no migration background","","","",""
"Daily","2019","Other degree","direct migration background","1324","0.749947552371485","0.729858475444618","0.770036629298352"
"Daily","2019","Other degree","indirect migration background","","","",""
"Daily","2019","no degree/no degree yet","no migration background","","","",""
"Daily","2019","no degree/no degree yet","direct migration background","829","0.611798177177331","0.585577403371172","0.638018950983489"
"Daily","2019","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","2019","lower secondary degree","no migration background","","","",""
"Min 1x per week","2019","lower secondary degree","direct migration background","7","","",""
"Min 1x per week","2019","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","2019","secondary school degree","no migration background","","","",""
"Min 1x per week","2019","secondary school degree","direct migration background","4","","",""
"Min 1x per week","2019","secondary school degree","indirect migration background","","","",""
"Min 1x per week","2019","college entrance qualification","no migration background","","","",""
"Min 1x per week","2019","college entrance qualification","direct migration background","4","","",""
"Min 1x per week","2019","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","2019","Other degree","no migration background","","","",""
"Min 1x per week","2019","Other degree","direct migration background","250","0.129710011652546","0.11412354324055","0.145296480064542"
"Min 1x per week","2019","Other degree","indirect migration background","","","",""
"Min 1x per week","2019","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","2019","no degree/no degree yet","direct migration background","230","0.185083609558305","0.164188091819236","0.205979127297374"
"Min 1x per week","2019","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","2019","lower secondary degree","no migration background","","","",""
"Min 1x per month","2019","lower secondary degree","direct migration background","1","","",""
"Min 1x per month","2019","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","2019","secondary school degree","no migration background","","","",""
"Min 1x per month","2019","secondary school degree","direct migration background","","","",""
"Min 1x per month","2019","secondary school degree","indirect migration background","","","",""
"Min 1x per month","2019","college entrance qualification","no migration background","","","",""
"Min 1x per month","2019","college entrance qualification","direct migration background","","","",""
"Min 1x per month","2019","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","2019","Other degree","no migration background","","","",""
"Min 1x per month","2019","Other degree","direct migration background","34","0.01585382446108","0.0100591931608201","0.02164845576134"
"Min 1x per month","2019","Other degree","indirect migration background","","","",""
"Min 1x per month","2019","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","2019","no degree/no degree yet","direct migration background","21","","",""
"Min 1x per month","2019","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2019","lower secondary degree","no migration background","","","",""
"Rarely","2019","lower secondary degree","direct migration background","2","","",""
"Rarely","2019","lower secondary degree","indirect migration background","","","",""
"Rarely","2019","secondary school degree","no migration background","","","",""
"Rarely","2019","secondary school degree","direct migration background","1","","",""
"Rarely","2019","secondary school degree","indirect migration background","","","",""
"Rarely","2019","college entrance qualification","no migration background","","","",""
"Rarely","2019","college entrance qualification","direct migration background","1","","",""
"Rarely","2019","college entrance qualification","indirect migration background","","","",""
"Rarely","2019","Other degree","no migration background","","","",""
"Rarely","2019","Other degree","direct migration background","80","0.0475360139402504","0.0376649345823006","0.0574070932982002"
"Rarely","2019","Other degree","indirect migration background","","","",""
"Rarely","2019","no degree/no degree yet","no migration background","","","",""
"Rarely","2019","no degree/no degree yet","direct migration background","81","0.0644707672043559","0.0512571193058827","0.0776844151028291"
"Rarely","2019","no degree/no degree yet","indirect migration background","","","",""
"Never","2019","lower secondary degree","no migration background","","","",""
"Never","2019","lower secondary degree","direct migration background","3","","",""
"Never","2019","lower secondary degree","indirect migration background","","","",""
"Never","2019","secondary school degree","no migration background","","","",""
"Never","2019","secondary school degree","direct migration background","1","","",""
"Never","2019","secondary school degree","indirect migration background","","","",""
"Never","2019","college entrance qualification","no migration background","","","",""
"Never","2019","college entrance qualification","direct migration background","3","","",""
"Never","2019","college entrance qualification","indirect migration background","","","",""
"Never","2019","Other degree","no migration background","","","",""
"Never","2019","Other degree","direct migration background","97","0.0569525975746382","0.046201507245113","0.0677036879041634"
"Never","2019","Other degree","indirect migration background","","","",""
"Never","2019","no degree/no degree yet","no migration background","","","",""
"Never","2019","no degree/no degree yet","direct migration background","166","0.116852579952661","0.0995684157070301","0.134136744198292"
"Never","2019","no degree/no degree yet","indirect migration background","","","",""
