"year","education","pgisced97","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2018","no degree/no degree yet","higher vocational","","","","","","","","",""
"2018","no degree/no degree yet","in school","","","","","","","","",""
"2018","no degree/no degree yet","inadequately","1.54","1","158","1.3","1.78","1","1","1","3"
"2018","no degree/no degree yet","middle vocational","","","","","","","","",""
"2018","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2018","Other degree","general elemantary","1.39","1","77","1.08","1.7","1","1","1","2"
"2018","Other degree","higher education","1.2","1","42","0.87","1.53","1","1","1","1"
"2018","Other degree","higher vocational","","","","","","","","",""
"2018","Other degree","in school","","","","","","","","",""
"2018","Other degree","inadequately","","","","","","","","",""
"2018","Other degree","middle vocational","2.26","1","50","1.71","2.81","1","1","3","6"
"2018","Other degree","vocational + Abi","","","","","","","","",""
"2018","secondary school degree","general elemantary","","","","","","","","",""
"2018","secondary school degree","higher education","","","","","","","","",""
"2018","secondary school degree","higher vocational","","","","","","","","",""
"2018","secondary school degree","in school","","","","","","","","",""
"2018","secondary school degree","inadequately","","","","","","","","",""
"2018","secondary school degree","middle vocational","","","","","","","","",""
"2018","secondary school degree","vocational + Abi","","","","","","","","",""
"2019","college entrance qualification","general elemantary","","","","","","","","",""
"2019","college entrance qualification","higher education","","","","","","","","",""
"2019","college entrance qualification","higher vocational","","","","","","","","",""
"2019","college entrance qualification","in school","","","","","","","","",""
"2019","college entrance qualification","inadequately","","","","","","","","",""
"2019","college entrance qualification","middle vocational","","","","","","","","",""
"2019","college entrance qualification","vocational + Abi","","","","","","","","",""
"2019","lower secondary degree","general elemantary","","","","","","","","",""
"2019","lower secondary degree","higher education","","","","","","","","",""
"2019","lower secondary degree","higher vocational","","","","","","","","",""
"2019","lower secondary degree","in school","","","","","","","","",""
"2019","lower secondary degree","inadequately","","","","","","","","",""
"2019","lower secondary degree","middle vocational","","","","","","","","",""
"2019","lower secondary degree","vocational + Abi","","","","","","","","",""
"2019","no degree/no degree yet","general elemantary","","","","","","","","",""
"2019","no degree/no degree yet","higher education","","","","","","","","",""
"2019","no degree/no degree yet","higher vocational","","","","","","","","",""
"2019","no degree/no degree yet","in school","","","","","","","","",""
"2019","no degree/no degree yet","inadequately","1.95","1","131","1.69","2.21","1","1","3","4"
"2019","no degree/no degree yet","middle vocational","","","","","","","","",""
"2019","no degree/no degree yet","vocational + Abi","","","","","","","","",""
"2019","Other degree","general elemantary","1.81","1","41","1.31","2.31","1","1","2","3"
"2019","Other degree","higher education","","","","","","","","",""
"2019","Other degree","higher vocational","","","","","","","","",""
"2019","Other degree","in school","","","","","","","","",""
"2019","Other degree","inadequately","","","","","","","","",""
"2019","Other degree","middle vocational","","","","","","","","",""
"2019","Other degree","vocational + Abi","","","","","","","","",""
"2019","secondary school degree","general elemantary","","","","","","","","",""
"2019","secondary school degree","higher education","","","","","","","","",""
"2019","secondary school degree","higher vocational","","","","","","","","",""
"2019","secondary school degree","in school","","","","","","","","",""
"2019","secondary school degree","inadequately","","","","","","","","",""
"2019","secondary school degree","middle vocational","","","","","","","","",""
"2019","secondary school degree","vocational + Abi","","","","","","","","",""
