"year","education","sampreg","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2017","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2017","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2017","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2017","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2017","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2017","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2017","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2017","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2017","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2017","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2018","college entrance qualification","Ostdeutschland, neue Bundeslaender","7.83","8","1412","7.76","7.9","6","7","9","9"
"2018","college entrance qualification","Westdeutschland, alte Bundeslaender","7.92","8","6213","7.89","7.95","6","7","9","9"
"2018","lower secondary degree","Ostdeutschland, neue Bundeslaender","6.64","7","971","6.52","6.76","4","5","8","9"
"2018","lower secondary degree","Westdeutschland, alte Bundeslaender","7.29","8","4673","7.24","7.34","5","6","8","9"
"2018","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","7.02","8","129","6.69","7.35","4","6","9","9"
"2018","no degree/no degree yet","Westdeutschland, alte Bundeslaender","7.39","8","753","7.25","7.53","5","6","9","10"
"2018","Other degree","Ostdeutschland, neue Bundeslaender","7.73","8","300","7.55","7.91","6","7","9","10"
"2018","Other degree","Westdeutschland, alte Bundeslaender","7.64","8","2590","7.58","7.7","5","7","9","10"
"2018","secondary school degree","Ostdeutschland, neue Bundeslaender","7.26","8","2466","7.2","7.32","5","7","8","9"
"2018","secondary school degree","Westdeutschland, alte Bundeslaender","7.69","8","4717","7.65","7.73","5","7","9","9"
