"m11104","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"At least once a month","1989","no migration background","middle vocational","","","",""
"At least once a month","1989","no migration background","vocational + Abi","","","",""
"At least once a month","1989","no migration background","higher vocational","","","",""
"At least once a month","1989","no migration background","higher education","","","",""
"At least once a month","1989","direct migration background","in school","","","",""
"At least once a month","1989","direct migration background","inadequately","","","",""
"At least once a month","1989","direct migration background","general elemantary","","","",""
"At least once a month","1989","direct migration background","middle vocational","","","",""
"At least once a month","1989","direct migration background","vocational + Abi","","","",""
"At least once a month","1989","direct migration background","higher vocational","","","",""
"At least once a month","1989","direct migration background","higher education","","","",""
"At least once a month","1989","indirect migration background","in school","","","",""
"At least once a month","1989","indirect migration background","inadequately","","","",""
"At least once a month","1989","indirect migration background","general elemantary","","","",""
"At least once a month","1989","indirect migration background","middle vocational","","","",""
"At least once a month","1989","indirect migration background","vocational + Abi","","","",""
"At least once a month","1989","indirect migration background","higher vocational","","","",""
"At least once a month","1989","indirect migration background","higher education","","","",""
"At lease once a week","1989","no migration background","in school","","","",""
"At lease once a week","1989","no migration background","inadequately","","","",""
"At lease once a week","1989","no migration background","general elemantary","","","",""
"At lease once a week","1989","no migration background","middle vocational","","","",""
"At lease once a week","1989","no migration background","vocational + Abi","","","",""
"At lease once a week","1989","no migration background","higher vocational","","","",""
"At lease once a week","1989","no migration background","higher education","","","",""
"At lease once a week","1989","direct migration background","in school","","","",""
"At lease once a week","1989","direct migration background","inadequately","","","",""
"At lease once a week","1989","direct migration background","general elemantary","","","",""
"At lease once a week","1989","direct migration background","middle vocational","","","",""
"At lease once a week","1989","direct migration background","vocational + Abi","","","",""
"At lease once a week","1989","direct migration background","higher vocational","","","",""
"At lease once a week","1989","direct migration background","higher education","","","",""
"At lease once a week","1989","indirect migration background","in school","","","",""
"At lease once a week","1989","indirect migration background","inadequately","","","",""
"At lease once a week","1989","indirect migration background","general elemantary","","","",""
"At lease once a week","1989","indirect migration background","middle vocational","","","",""
"At lease once a week","1989","indirect migration background","vocational + Abi","","","",""
"At lease once a week","1989","indirect migration background","higher vocational","","","",""
"At lease once a week","1989","indirect migration background","higher education","","","",""
"Almost never or never","1990","no migration background","in school","17","","",""
"Almost never or never","1990","no migration background","inadequately","47","0.6133614113933","0.500876915590722","0.725845907195878"
"Almost never or never","1990","no migration background","general elemantary","1191","0.619625364610183","0.598279216142025","0.640971513078342"
"Almost never or never","1990","no migration background","middle vocational","3086","0.465994088901982","0.453412693473124","0.47857548433084"
"Almost never or never","1990","no migration background","vocational + Abi","78","0.267168579115328","0.214193035092118","0.320144123138537"
"Almost never or never","1990","no migration background","higher vocational","318","0.41058974532065","0.374068582659999","0.447110907981302"
"Almost never or never","1990","no migration background","higher education","650","0.347654779005811","0.3238930536199","0.371416504391722"
"Almost never or never","1990","direct migration background","in school","5","","",""
"Almost never or never","1990","direct migration background","inadequately","450","0.80466349560152","0.771560206476532","0.837766784726508"
"Almost never or never","1990","direct migration background","general elemantary","576","0.686326998093145","0.655388777518626","0.717265218667664"
"Almost never or never","1990","direct migration background","middle vocational","508","0.54762688298961","0.514438813273402","0.580814952705817"
"Almost never or never","1990","direct migration background","vocational + Abi","49","0.45972384751708","0.361552012398793","0.557895682635366"
"Almost never or never","1990","direct migration background","higher vocational","19","","",""
"Almost never or never","1990","direct migration background","higher education","55","0.437721719801023","0.350752056872113","0.524691382729932"
"Almost never or never","1990","indirect migration background","in school","4","","",""
"Almost never or never","1990","indirect migration background","inadequately","11","","",""
"Almost never or never","1990","indirect migration background","general elemantary","39","0.361325119155189","0.273905664783802","0.448744573526575"
"Almost never or never","1990","indirect migration background","middle vocational","29","","",""
"Almost never or never","1990","indirect migration background","vocational + Abi","1","","",""
"Almost never or never","1990","indirect migration background","higher vocational","1","","",""
"Almost never or never","1990","indirect migration background","higher education","","","",""
"Several times a year","1990","no migration background","in school","17","","",""
"Several times a year","1990","no migration background","inadequately","12","","",""
"Several times a year","1990","no migration background","general elemantary","295","0.136498084430405","0.121402703097053","0.151593465763758"
"Several times a year","1990","no migration background","middle vocational","1146","0.199532600803917","0.189452976792648","0.209612224815187"
"Several times a year","1990","no migration background","vocational + Abi","61","0.213964321230016","0.164865337400467","0.263063305059565"
"Several times a year","1990","no migration background","higher vocational","133","0.204839042086547","0.174877401211059","0.234800682962035"
"Several times a year","1990","no migration background","higher education","340","0.219038700879822","0.198401997977535","0.23967540378211"
"Several times a year","1990","direct migration background","in school","2","","",""
"Several times a year","1990","direct migration background","inadequately","48","0.0844040587218433","0.0611924155032203","0.107615701940466"
"Several times a year","1990","direct migration background","general elemantary","118","0.130688656913894","0.108213753170087","0.153163560657701"
"Several times a year","1990","direct migration background","middle vocational","121","0.152929424441487","0.128930236607862","0.176928612275111"
"Several times a year","1990","direct migration background","vocational + Abi","19","","",""
"Several times a year","1990","direct migration background","higher vocational","20","","",""
"Several times a year","1990","direct migration background","higher education","21","","",""
"Several times a year","1990","indirect migration background","in school","5","","",""
"Several times a year","1990","indirect migration background","inadequately","4","","",""
"Several times a year","1990","indirect migration background","general elemantary","17","","",""
"Several times a year","1990","indirect migration background","middle vocational","17","","",""
"Several times a year","1990","indirect migration background","vocational + Abi","3","","",""
"Several times a year","1990","indirect migration background","higher vocational","2","","",""
"Several times a year","1990","indirect migration background","higher education","1","","",""
"At least once a month","1990","no migration background","in school","12","","",""
"At least once a month","1990","no migration background","inadequately","2","","",""
"At least once a month","1990","no migration background","general elemantary","116","0.0547178514148766","0.0447179802767248","0.0647177225530285"
"At least once a month","1990","no migration background","middle vocational","424","0.0805127224375032","0.0736504067273626","0.0873750381476439"
"At least once a month","1990","no migration background","vocational + Abi","21","","",""
"At least once a month","1990","no migration background","higher vocational","63","0.101710216477739","0.0792702490867193","0.124150183868758"
"At least once a month","1990","no migration background","higher education","111","0.0851905640291096","0.0712613634385088","0.0991197646197104"
"At least once a month","1990","direct migration background","in school","3","","",""
"At least once a month","1990","direct migration background","inadequately","20","","",""
"At least once a month","1990","direct migration background","general elemantary","45","0.0380361236665713","0.0252814683400678","0.0507907789930749"
"At least once a month","1990","direct migration background","middle vocational","62","0.0784000768804524","0.060476665248313","0.0963234885125918"
"At least once a month","1990","direct migration background","vocational + Abi","8","","",""
"At least once a month","1990","direct migration background","higher vocational","6","","",""
"At least once a month","1990","direct migration background","higher education","8","","",""
"At least once a month","1990","indirect migration background","in school","4","","",""
"At least once a month","1990","indirect migration background","inadequately","","","",""
"At least once a month","1990","indirect migration background","general elemantary","13","","",""
"At least once a month","1990","indirect migration background","middle vocational","18","","",""
"At least once a month","1990","indirect migration background","vocational + Abi","1","","",""
"At least once a month","1990","indirect migration background","higher vocational","2","","",""
"At least once a month","1990","indirect migration background","higher education","1","","",""
"At lease once a week","1990","no migration background","in school","86","0.695859416363184","0.617379403209538","0.774339429516831"
"At lease once a week","1990","no migration background","inadequately","11","","",""
"At lease once a week","1990","no migration background","general elemantary","385","0.189158699544535","0.171938814494795","0.206378584594275"
"At lease once a week","1990","no migration background","middle vocational","1383","0.253960587856597","0.24298242614796","0.264938749565234"
"At lease once a week","1990","no migration background","vocational + Abi","108","0.430296336987143","0.371018953652559","0.489573720321728"
"At lease once a week","1990","no migration background","higher vocational","183","0.282860996115064","0.249424565708048","0.316297426522079"
"At lease once a week","1990","no migration background","higher education","442","0.348115956085257","0.32434688177397","0.371885030396545"
"At lease once a week","1990","direct migration background","in school","18","","",""
"At lease once a week","1990","direct migration background","inadequately","33","0.0716574556514552","0.0501218489948368","0.0931930623080736"
"At lease once a week","1990","direct migration background","general elemantary","125","0.14494822132639","0.121473855283833","0.168422587368946"
"At lease once a week","1990","direct migration background","middle vocational","173","0.221043615688451","0.193375041592635","0.248712189784267"
"At lease once a week","1990","direct migration background","vocational + Abi","23","","",""
"At lease once a week","1990","direct migration background","higher vocational","13","","",""
"At lease once a week","1990","direct migration background","higher education","41","0.324243412843113","0.242184868356705","0.40630195732952"
"At lease once a week","1990","indirect migration background","in school","21","","",""
"At lease once a week","1990","indirect migration background","inadequately","2","","",""
"At lease once a week","1990","indirect migration background","general elemantary","47","0.319611520525932","0.234750395556781","0.404472645495082"
"At lease once a week","1990","indirect migration background","middle vocational","34","0.251727046344217","0.165799973580344","0.337654119108091"
"At lease once a week","1990","indirect migration background","vocational + Abi","2","","",""
"At lease once a week","1990","indirect migration background","higher vocational","1","","",""
"At lease once a week","1990","indirect migration background","higher education","1","","",""
"Almost never or never","1991","no migration background","in school","","","",""
"Almost never or never","1991","no migration background","inadequately","","","",""
"Almost never or never","1991","no migration background","general elemantary","","","",""
"Almost never or never","1991","no migration background","middle vocational","","","",""
"Almost never or never","1991","no migration background","vocational + Abi","","","",""
"Almost never or never","1991","no migration background","higher vocational","","","",""
"Almost never or never","1991","no migration background","higher education","","","",""
"Almost never or never","1991","direct migration background","in school","","","",""
"Almost never or never","1991","direct migration background","inadequately","","","",""
"Almost never or never","1991","direct migration background","general elemantary","","","",""
"Almost never or never","1991","direct migration background","middle vocational","","","",""
"Almost never or never","1991","direct migration background","vocational + Abi","","","",""
"Almost never or never","1991","direct migration background","higher vocational","","","",""
"Almost never or never","1991","direct migration background","higher education","","","",""
"Almost never or never","1991","indirect migration background","in school","","","",""
"Almost never or never","1991","indirect migration background","inadequately","","","",""
"Almost never or never","1991","indirect migration background","general elemantary","","","",""
"Almost never or never","1991","indirect migration background","middle vocational","","","",""
"Almost never or never","1991","indirect migration background","vocational + Abi","","","",""
"Almost never or never","1991","indirect migration background","higher vocational","","","",""
"Almost never or never","1991","indirect migration background","higher education","","","",""
"Several times a year","1991","no migration background","in school","","","",""
"Several times a year","1991","no migration background","inadequately","","","",""
"Several times a year","1991","no migration background","general elemantary","","","",""
"Several times a year","1991","no migration background","middle vocational","","","",""
"Several times a year","1991","no migration background","vocational + Abi","","","",""
"Several times a year","1991","no migration background","higher vocational","","","",""
"Several times a year","1991","no migration background","higher education","","","",""
"Several times a year","1991","direct migration background","in school","","","",""
"Several times a year","1991","direct migration background","inadequately","","","",""
"Several times a year","1991","direct migration background","general elemantary","","","",""
"Several times a year","1991","direct migration background","middle vocational","","","",""
"Several times a year","1991","direct migration background","vocational + Abi","","","",""
"Several times a year","1991","direct migration background","higher vocational","","","",""
"Several times a year","1991","direct migration background","higher education","","","",""
"Several times a year","1991","indirect migration background","in school","","","",""
"Several times a year","1991","indirect migration background","inadequately","","","",""
"Several times a year","1991","indirect migration background","general elemantary","","","",""
"Several times a year","1991","indirect migration background","middle vocational","","","",""
"Several times a year","1991","indirect migration background","vocational + Abi","","","",""
"Several times a year","1991","indirect migration background","higher vocational","","","",""
"Several times a year","1991","indirect migration background","higher education","","","",""
"At least once a month","1991","no migration background","in school","","","",""
"At least once a month","1991","no migration background","inadequately","","","",""
"At least once a month","1991","no migration background","general elemantary","","","",""
"At least once a month","1991","no migration background","middle vocational","","","",""
"At least once a month","1991","no migration background","vocational + Abi","","","",""
"At least once a month","1991","no migration background","higher vocational","","","",""
"At least once a month","1991","no migration background","higher education","","","",""
"At least once a month","1991","direct migration background","in school","","","",""
"At least once a month","1991","direct migration background","inadequately","","","",""
"At least once a month","1991","direct migration background","general elemantary","","","",""
"At least once a month","1991","direct migration background","middle vocational","","","",""
"At least once a month","1991","direct migration background","vocational + Abi","","","",""
"At least once a month","1991","direct migration background","higher vocational","","","",""
"At least once a month","1991","direct migration background","higher education","","","",""
"At least once a month","1991","indirect migration background","in school","","","",""
"At least once a month","1991","indirect migration background","inadequately","","","",""
"At least once a month","1991","indirect migration background","general elemantary","","","",""
"At least once a month","1991","indirect migration background","middle vocational","","","",""
"At least once a month","1991","indirect migration background","vocational + Abi","","","",""
"At least once a month","1991","indirect migration background","higher vocational","","","",""
"At least once a month","1991","indirect migration background","higher education","","","",""
"At lease once a week","1991","no migration background","in school","","","",""
"At lease once a week","1991","no migration background","inadequately","","","",""
"At lease once a week","1991","no migration background","general elemantary","","","",""
"At lease once a week","1991","no migration background","middle vocational","","","",""
"At lease once a week","1991","no migration background","vocational + Abi","","","",""
"At lease once a week","1991","no migration background","higher vocational","","","",""
"At lease once a week","1991","no migration background","higher education","","","",""
"At lease once a week","1991","direct migration background","in school","","","",""
"At lease once a week","1991","direct migration background","inadequately","","","",""
"At lease once a week","1991","direct migration background","general elemantary","","","",""
"At lease once a week","1991","direct migration background","middle vocational","","","",""
"At lease once a week","1991","direct migration background","vocational + Abi","","","",""
"At lease once a week","1991","direct migration background","higher vocational","","","",""
"At lease once a week","1991","direct migration background","higher education","","","",""
"At lease once a week","1991","indirect migration background","in school","","","",""
"At lease once a week","1991","indirect migration background","inadequately","","","",""
"At lease once a week","1991","indirect migration background","general elemantary","","","",""
"At lease once a week","1991","indirect migration background","middle vocational","","","",""
"At lease once a week","1991","indirect migration background","vocational + Abi","","","",""
"At lease once a week","1991","indirect migration background","higher vocational","","","",""
"At lease once a week","1991","indirect migration background","higher education","","","",""
"Almost never or never","1992","no migration background","in school","24","","",""
"Almost never or never","1992","no migration background","inadequately","60","0.745078821715735","0.654022348959496","0.836135294471974"
"Almost never or never","1992","no migration background","general elemantary","1164","0.693222290915541","0.671762798621528","0.714681783209554"
"Almost never or never","1992","no migration background","middle vocational","3180","0.552191807025239","0.539250713472741","0.565132900577737"
"Almost never or never","1992","no migration background","vocational + Abi","84","0.292291348854947","0.238730994767529","0.345851702942365"
"Almost never or never","1992","no migration background","higher vocational","335","0.459365831956374","0.422208873528123","0.496522790384624"
"Almost never or never","1992","no migration background","higher education","669","0.402987868415375","0.378256199544752","0.427719537285998"
"Almost never or never","1992","direct migration background","in school","1","","",""
"Almost never or never","1992","direct migration background","inadequately","439","0.855210634407582","0.824550241813813","0.88587102700135"
"Almost never or never","1992","direct migration background","general elemantary","572","0.699036730836338","0.667371160390575","0.730702301282101"
"Almost never or never","1992","direct migration background","middle vocational","520","0.655101383442179","0.622744192613265","0.687458574271094"
"Almost never or never","1992","direct migration background","vocational + Abi","60","0.649895271880486","0.55397575889928","0.745814784861692"
"Almost never or never","1992","direct migration background","higher vocational","34","0.419239027954119","0.29641543130806","0.542062624600179"
"Almost never or never","1992","direct migration background","higher education","63","0.469052420613098","0.382935250669119","0.555169590557077"
"Almost never or never","1992","indirect migration background","in school","2","","",""
"Almost never or never","1992","indirect migration background","inadequately","12","","",""
"Almost never or never","1992","indirect migration background","general elemantary","53","0.351626752593335","0.278771709844764","0.424481795341907"
"Almost never or never","1992","indirect migration background","middle vocational","29","","",""
"Almost never or never","1992","indirect migration background","vocational + Abi","1","","",""
"Almost never or never","1992","indirect migration background","higher vocational","3","","",""
"Almost never or never","1992","indirect migration background","higher education","1","","",""
"Several times a year","1992","no migration background","in school","19","","",""
"Several times a year","1992","no migration background","inadequately","10","","",""
"Several times a year","1992","no migration background","general elemantary","229","0.107902697300773","0.0934651457824553","0.12234024881909"
"Several times a year","1992","no migration background","middle vocational","971","0.163337772785145","0.153717256572576","0.172958288997713"
"Several times a year","1992","no migration background","vocational + Abi","66","0.215828774556744","0.167381613835908","0.26427593527758"
"Several times a year","1992","no migration background","higher vocational","138","0.18814352303859","0.159003269018341","0.217283777058839"
"Several times a year","1992","no migration background","higher education","343","0.202529328222213","0.182265701344111","0.222792955100315"
"Several times a year","1992","direct migration background","in school","","","",""
"Several times a year","1992","direct migration background","inadequately","29","","",""
"Several times a year","1992","direct migration background","general elemantary","96","0.123606937448501","0.100884680911229","0.146329193985773"
"Several times a year","1992","direct migration background","middle vocational","124","0.143488419973755","0.119624275371107","0.167352564576403"
"Several times a year","1992","direct migration background","vocational + Abi","14","","",""
"Several times a year","1992","direct migration background","higher vocational","17","","",""
"Several times a year","1992","direct migration background","higher education","18","","",""
"Several times a year","1992","indirect migration background","in school","10","","",""
"Several times a year","1992","indirect migration background","inadequately","4","","",""
"Several times a year","1992","indirect migration background","general elemantary","27","","",""
"Several times a year","1992","indirect migration background","middle vocational","28","","",""
"Several times a year","1992","indirect migration background","vocational + Abi","2","","",""
"Several times a year","1992","indirect migration background","higher vocational","2","","",""
"Several times a year","1992","indirect migration background","higher education","1","","",""
"At least once a month","1992","no migration background","in school","7","","",""
"At least once a month","1992","no migration background","inadequately","4","","",""
"At least once a month","1992","no migration background","general elemantary","85","0.0419825375261451","0.0326501591572687","0.0513149158950216"
"At least once a month","1992","no migration background","middle vocational","327","0.0597349592709647","0.0535673136736685","0.065902604868261"
"At least once a month","1992","no migration background","vocational + Abi","28","","",""
"At least once a month","1992","no migration background","higher vocational","48","0.0785471547996706","0.0584880820177907","0.0986062275815505"
"At least once a month","1992","no migration background","higher education","95","0.0807929142379451","0.0670522041257702","0.0945336243501201"
"At least once a month","1992","direct migration background","in school","2","","",""
"At least once a month","1992","direct migration background","inadequately","11","","",""
"At least once a month","1992","direct migration background","general elemantary","34","0.0339069454662879","0.0214119994550161","0.0464018914775596"
"At least once a month","1992","direct migration background","middle vocational","35","0.0337601516106525","0.0214655208029809","0.046054782418324"
"At least once a month","1992","direct migration background","vocational + Abi","7","","",""
"At least once a month","1992","direct migration background","higher vocational","5","","",""
"At least once a month","1992","direct migration background","higher education","8","","",""
"At least once a month","1992","indirect migration background","in school","3","","",""
"At least once a month","1992","indirect migration background","inadequately","3","","",""
"At least once a month","1992","indirect migration background","general elemantary","22","","",""
"At least once a month","1992","indirect migration background","middle vocational","15","","",""
"At least once a month","1992","indirect migration background","vocational + Abi","2","","",""
"At least once a month","1992","indirect migration background","higher vocational","1","","",""
"At least once a month","1992","indirect migration background","higher education","1","","",""
"At lease once a week","1992","no migration background","in school","74","0.645603628204342","0.56141278422523","0.729794472183454"
"At lease once a week","1992","no migration background","inadequately","14","","",""
"At lease once a week","1992","no migration background","general elemantary","296","0.156892474257541","0.1399680531694","0.173816895345681"
"At lease once a week","1992","no migration background","middle vocational","1194","0.224735460918651","0.213872686966287","0.235598234871015"
"At lease once a week","1992","no migration background","vocational + Abi","99","0.388345975828097","0.330951442398304","0.44574050925789"
"At lease once a week","1992","no migration background","higher vocational","170","0.273943490205366","0.24069095426955","0.307196026141182"
"At lease once a week","1992","no migration background","higher education","404","0.313689889124466","0.290294713068705","0.337085065180228"
"At lease once a week","1992","direct migration background","in school","11","","",""
"At lease once a week","1992","direct migration background","inadequately","27","","",""
"At lease once a week","1992","direct migration background","general elemantary","104","0.143449386248873","0.119249884031983","0.167648888465763"
"At lease once a week","1992","direct migration background","middle vocational","150","0.167650044973413","0.142221258028557","0.193078831918269"
"At lease once a week","1992","direct migration background","vocational + Abi","14","","",""
"At lease once a week","1992","direct migration background","higher vocational","6","","",""
"At lease once a week","1992","direct migration background","higher education","40","0.349954731533791","0.267648830912139","0.432260632155443"
"At lease once a week","1992","indirect migration background","in school","32","0.642840996192139","0.505853241862074","0.779828750522204"
"At lease once a week","1992","indirect migration background","inadequately","6","","",""
"At lease once a week","1992","indirect migration background","general elemantary","63","0.395960772902538","0.321339135887297","0.470582409917778"
"At lease once a week","1992","indirect migration background","middle vocational","48","0.337503916984731","0.252900377195474","0.422107456773988"
"At lease once a week","1992","indirect migration background","vocational + Abi","6","","",""
"At lease once a week","1992","indirect migration background","higher vocational","1","","",""
"At lease once a week","1992","indirect migration background","higher education","","","",""
"Almost never or never","1993","no migration background","in school","","","",""
"Almost never or never","1993","no migration background","inadequately","","","",""
"Almost never or never","1993","no migration background","general elemantary","","","",""
"Almost never or never","1993","no migration background","middle vocational","","","",""
"Almost never or never","1993","no migration background","vocational + Abi","","","",""
"Almost never or never","1993","no migration background","higher vocational","","","",""
"Almost never or never","1993","no migration background","higher education","","","",""
"Almost never or never","1993","direct migration background","in school","","","",""
"Almost never or never","1993","direct migration background","inadequately","","","",""
"Almost never or never","1993","direct migration background","general elemantary","","","",""
"Almost never or never","1993","direct migration background","middle vocational","","","",""
"Almost never or never","1993","direct migration background","vocational + Abi","","","",""
"Almost never or never","1993","direct migration background","higher vocational","","","",""
"Almost never or never","1993","direct migration background","higher education","","","",""
"Almost never or never","1993","indirect migration background","in school","","","",""
"Almost never or never","1993","indirect migration background","inadequately","","","",""
"Almost never or never","1993","indirect migration background","general elemantary","","","",""
"Almost never or never","1993","indirect migration background","middle vocational","","","",""
"Almost never or never","1993","indirect migration background","vocational + Abi","","","",""
"Almost never or never","1993","indirect migration background","higher vocational","","","",""
"Almost never or never","1993","indirect migration background","higher education","","","",""
"Several times a year","1993","no migration background","in school","","","",""
"Several times a year","1993","no migration background","inadequately","","","",""
"Several times a year","1993","no migration background","general elemantary","","","",""
"Several times a year","1993","no migration background","middle vocational","","","",""
"Several times a year","1993","no migration background","vocational + Abi","","","",""
"Several times a year","1993","no migration background","higher vocational","","","",""
"Several times a year","1993","no migration background","higher education","","","",""
"Several times a year","1993","direct migration background","in school","","","",""
"Several times a year","1993","direct migration background","inadequately","","","",""
"Several times a year","1993","direct migration background","general elemantary","","","",""
"Several times a year","1993","direct migration background","middle vocational","","","",""
"Several times a year","1993","direct migration background","vocational + Abi","","","",""
"Several times a year","1993","direct migration background","higher vocational","","","",""
"Several times a year","1993","direct migration background","higher education","","","",""
"Several times a year","1993","indirect migration background","in school","","","",""
"Several times a year","1993","indirect migration background","inadequately","","","",""
"Several times a year","1993","indirect migration background","general elemantary","","","",""
"Several times a year","1993","indirect migration background","middle vocational","","","",""
"Several times a year","1993","indirect migration background","vocational + Abi","","","",""
"Several times a year","1993","indirect migration background","higher vocational","","","",""
"Several times a year","1993","indirect migration background","higher education","","","",""
"At least once a month","1993","no migration background","in school","","","",""
"At least once a month","1993","no migration background","inadequately","","","",""
"At least once a month","1993","no migration background","general elemantary","","","",""
"At least once a month","1993","no migration background","middle vocational","","","",""
"At least once a month","1993","no migration background","vocational + Abi","","","",""
"At least once a month","1993","no migration background","higher vocational","","","",""
"At least once a month","1993","no migration background","higher education","","","",""
"At least once a month","1993","direct migration background","in school","","","",""
"At least once a month","1993","direct migration background","inadequately","","","",""
"At least once a month","1993","direct migration background","general elemantary","","","",""
"At least once a month","1993","direct migration background","middle vocational","","","",""
"At least once a month","1993","direct migration background","vocational + Abi","","","",""
"At least once a month","1993","direct migration background","higher vocational","","","",""
"At least once a month","1993","direct migration background","higher education","","","",""
"At least once a month","1993","indirect migration background","in school","","","",""
"At least once a month","1993","indirect migration background","inadequately","","","",""
"At least once a month","1993","indirect migration background","general elemantary","","","",""
"At least once a month","1993","indirect migration background","middle vocational","","","",""
"At least once a month","1993","indirect migration background","vocational + Abi","","","",""
"At least once a month","1993","indirect migration background","higher vocational","","","",""
"At least once a month","1993","indirect migration background","higher education","","","",""
"At lease once a week","1993","no migration background","in school","","","",""
"At lease once a week","1993","no migration background","inadequately","","","",""
"At lease once a week","1993","no migration background","general elemantary","","","",""
"At lease once a week","1993","no migration background","middle vocational","","","",""
"At lease once a week","1993","no migration background","vocational + Abi","","","",""
"At lease once a week","1993","no migration background","higher vocational","","","",""
"At lease once a week","1993","no migration background","higher education","","","",""
"At lease once a week","1993","direct migration background","in school","","","",""
"At lease once a week","1993","direct migration background","inadequately","","","",""
"At lease once a week","1993","direct migration background","general elemantary","","","",""
"At lease once a week","1993","direct migration background","middle vocational","","","",""
"At lease once a week","1993","direct migration background","vocational + Abi","","","",""
"At lease once a week","1993","direct migration background","higher vocational","","","",""
"At lease once a week","1993","direct migration background","higher education","","","",""
"At lease once a week","1993","indirect migration background","in school","","","",""
"At lease once a week","1993","indirect migration background","inadequately","","","",""
"At lease once a week","1993","indirect migration background","general elemantary","","","",""
"At lease once a week","1993","indirect migration background","middle vocational","","","",""
"At lease once a week","1993","indirect migration background","vocational + Abi","","","",""
"At lease once a week","1993","indirect migration background","higher vocational","","","",""
"At lease once a week","1993","indirect migration background","higher education","","","",""
"Almost never or never","1994","no migration background","in school","31","0.131161196697039","0.0799621181265099","0.182360275267567"
"Almost never or never","1994","no migration background","inadequately","54","0.815711633382899","0.725526239763754","0.905897027002043"
"Almost never or never","1994","no migration background","general elemantary","1046","0.699658982574207","0.676983904257489","0.722334060890925"
"Almost never or never","1994","no migration background","middle vocational","3060","0.547637296340386","0.534521432191761","0.56075316048901"
"Almost never or never","1994","no migration background","vocational + Abi","88","0.267965072023153","0.217078101931471","0.318852042114835"
"Almost never or never","1994","no migration background","higher vocational","325","0.471436195208318","0.433778271076209","0.509094119340427"
"Almost never or never","1994","no migration background","higher education","663","0.38771382073257","0.363048876146741","0.412378765318399"
"Almost never or never","1994","direct migration background","in school","1","","",""
"Almost never or never","1994","direct migration background","inadequately","387","0.842966606678483","0.80993297472247","0.876000238634497"
"Almost never or never","1994","direct migration background","general elemantary","500","0.719914672467414","0.686649884253271","0.753179460681558"
"Almost never or never","1994","direct migration background","middle vocational","503","0.632544566009627","0.599384302113974","0.66570482990528"
"Almost never or never","1994","direct migration background","vocational + Abi","60","0.719806038797647","0.625437855777953","0.81417422181734"
"Almost never or never","1994","direct migration background","higher vocational","28","","",""
"Almost never or never","1994","direct migration background","higher education","51","0.370417486077795","0.285074545275523","0.455760426880067"
"Almost never or never","1994","indirect migration background","in school","6","","",""
"Almost never or never","1994","indirect migration background","inadequately","9","","",""
"Almost never or never","1994","indirect migration background","general elemantary","51","0.259163442260097","0.19515166123827","0.323175223281923"
"Almost never or never","1994","indirect migration background","middle vocational","42","0.329268510843833","0.255991289059614","0.402545732628053"
"Almost never or never","1994","indirect migration background","vocational + Abi","3","","",""
"Almost never or never","1994","indirect migration background","higher vocational","4","","",""
"Almost never or never","1994","indirect migration background","higher education","1","","",""
"Several times a year","1994","no migration background","in school","33","0.138659936686063","0.0862452881274004","0.191074585244726"
"Several times a year","1994","no migration background","inadequately","12","","",""
"Several times a year","1994","no migration background","general elemantary","210","0.115416677444184","0.0996114073314338","0.131221947556934"
"Several times a year","1994","no migration background","middle vocational","1017","0.180882317604715","0.170739042305694","0.191025592903736"
"Several times a year","1994","no migration background","vocational + Abi","66","0.243348317575708","0.194046404508453","0.292650230642963"
"Several times a year","1994","no migration background","higher vocational","147","0.207896023278206","0.177282706008201","0.23850934054821"
"Several times a year","1994","no migration background","higher education","305","0.185619353699517","0.165937199735646","0.205301507663388"
"Several times a year","1994","direct migration background","in school","4","","",""
"Several times a year","1994","direct migration background","inadequately","42","0.066616805228262","0.0439767739806122","0.0892568364759117"
"Several times a year","1994","direct migration background","general elemantary","90","0.102042682995356","0.0796184368300647","0.124466929160648"
"Several times a year","1994","direct migration background","middle vocational","139","0.151872886225705","0.127187457553208","0.176558314898202"
"Several times a year","1994","direct migration background","vocational + Abi","12","","",""
"Several times a year","1994","direct migration background","higher vocational","17","","",""
"Several times a year","1994","direct migration background","higher education","33","0.245144314438823","0.169122468085779","0.321166160791867"
"Several times a year","1994","indirect migration background","in school","11","","",""
"Several times a year","1994","indirect migration background","inadequately","4","","",""
"Several times a year","1994","indirect migration background","general elemantary","43","0.285490297243913","0.219510408300283","0.351470186187542"
"Several times a year","1994","indirect migration background","middle vocational","40","0.272442697722515","0.203021718471949","0.34186367697308"
"Several times a year","1994","indirect migration background","vocational + Abi","6","","",""
"Several times a year","1994","indirect migration background","higher vocational","3","","",""
"Several times a year","1994","indirect migration background","higher education","3","","",""
"At least once a month","1994","no migration background","in school","14","","",""
"At least once a month","1994","no migration background","inadequately","1","","",""
"At least once a month","1994","no migration background","general elemantary","71","0.0396246497267142","0.0299752236096194","0.049274075843809"
"At least once a month","1994","no migration background","middle vocational","320","0.057728735631083","0.051582757626244","0.0638747136359221"
"At least once a month","1994","no migration background","vocational + Abi","24","","",""
"At least once a month","1994","no migration background","higher vocational","52","0.0861837093130771","0.0650128618227624","0.107354556803392"
"At least once a month","1994","no migration background","higher education","117","0.0839305114361443","0.0698936045655401","0.0979674183067485"
"At least once a month","1994","direct migration background","in school","","","",""
