"ple0011","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2017","Hesse","Urban Area","1321","0.920869953192127","0.90693725198725","0.934802654397004","2"
"No","2017","Hesse","Rural Area","315","0.853430662737698","0.816587903901402","0.890273421573995","2"
"No","2017","Rhineland-Palatinate,Saarland","Urban Area","1036","0.922403308640032","0.90674900726683","0.938057610013234","2"
"No","2017","Brandenburg","Urban Area","84","0.947046260127461","0.900780388142237","0.993312132112684","2"
"No","2017","Brandenburg","Rural Area","876","0.923833606342247","0.90699212783142","0.940675084853074","2"
"No","2017","Mecklenburg-Western Pomerania","Urban Area","77","0.980415951214397","0.950051913445401","1.01077998898339","2"
"No","2017","Mecklenburg-Western Pomerania","Rural Area","461","0.923644231792787","0.90041314544267","0.946875318142903","2"
"No","2017","Saxony","Urban Area","810","0.896575621374882","0.876513290957306","0.916637951792459","2"
"No","2017","Saxony","Rural Area","726","0.939393729748231","0.9226380531385","0.956149406357962","2"
"No","2017","Saxony-Anhalt","Urban Area","163","0.873163420343678","0.824814984909946","0.92151185577741","2"
"No","2017","Saxony-Anhalt","Rural Area","686","0.892921322457317","0.870732371329145","0.915110273585488","2"
"No","2017","Thuringia","Urban Area","267","0.904331518499896","0.870766618539856","0.937896418459935","2"
"No","2017","Thuringia","Rural Area","640","0.923673754454964","0.903961878666109","0.94338563024382","2"
"No","2017","Rhineland-Palatinate,Saarland","Rural Area","372","0.85931576275371","0.825701291108345","0.892930234399075","2"
"No","2017","Baden-Württemberg","Urban Area","2463","0.901659479259673","0.890442097733026","0.91287686078632","2"
"No","2017","Baden-Württemberg","Rural Area","313","0.93047702006186","0.903362198158507","0.957591841965214","2"
"No","2017","Bavaria","Urban Area","1778","0.914766042791562","0.902318216835439","0.927213868747685","2"
"No","2017","Bavaria","Rural Area","2090","0.892019793136455","0.879349929249053","0.904689657023858","2"
"No","2017","Berlin","Urban Area","892","0.890788940437065","0.871418515847071","0.910159365027059","2"
"No","2017","Berlin","Rural Area","","","","","2"
"Yes","2017","Schleswig-Holstein","Urban Area","16","","","","1"
"Yes","2017","Hesse","Urban Area","121","0.0791300468078727","0.0651973456029957","0.0930627480127497","1"
"Yes","2017","Hesse","Rural Area","39","0.146569337262302","0.109726578426005","0.183412096098598","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Urban Area","86","0.0775966913599684","0.0619423899867665","0.0932509927331704","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Rural Area","39","0.14068423724629","0.107069765600925","0.174298708891655","1"
"Yes","2017","Baden-Württemberg","Urban Area","244","0.0983405207403268","0.0871231392136798","0.109557902266974","1"
"Yes","2017","Baden-Württemberg","Rural Area","25","","","","1"
"Yes","2017","Bavaria","Urban Area","155","0.0852339572084381","0.0727861312523155","0.0976817831645607","1"
"Yes","2017","Schleswig-Holstein","Rural Area","66","0.0981291782301299","0.0754332801551318","0.120825076305128","1"
"Yes","2017","Bavaria","Rural Area","215","0.107980206863545","0.0953103429761423","0.120650070750947","1"
"Yes","2017","Berlin","Urban Area","104","0.109211059562935","0.0898406349729408","0.128581484152929","1"
"Yes","2017","Berlin","Rural Area","","","","","1"
"Yes","2017","Brandenburg","Urban Area","6","","","","1"
"Yes","2017","Hamburg","Urban Area","41","0.114385083780038","0.0855492626361945","0.143220904923882","1"
"Yes","2017","Hamburg","Rural Area","","","","","1"
"Yes","2017","Lower Saxony","Urban Area","96","0.0823682636669018","0.0662600561470345","0.0984764711867692","1"
"Yes","2017","Lower Saxony","Rural Area","127","0.110831166623327","0.0954009296091538","0.126261403637501","1"
"Yes","2017","Bremen","Urban Area","21","","","","1"
"Yes","2017","Bremen","Rural Area","","","","","1"
"Yes","2017","North Rhine-Westphalia","Urban Area","552","0.101300539050328","0.0932818812457342","0.109319196854922","1"
"Yes","2017","North Rhine-Westphalia","Rural Area","12","","","","1"
"Yes","2017","Mecklenburg-Western Pomerania","Rural Area","41","0.0763557682072132","0.0531246818570965","0.0995868545573299","1"
"Yes","2017","Saxony","Urban Area","75","0.103424378625118","0.0833620482075414","0.123486709042694","1"
"Yes","2017","Thuringia","Urban Area","28","","","","1"
"Yes","2017","Thuringia","Rural Area","57","0.0763262455450358","0.05661436975618","0.0960381213338915","1"
"Yes","2017","Brandenburg","Rural Area","77","0.0761663936577527","0.0593249151469259","0.0930078721685796","1"
"Yes","2017","Mecklenburg-Western Pomerania","Urban Area","3","","","","1"
"Yes","2017","Saxony","Rural Area","53","0.0606062702517691","0.0438505936420381","0.0773619468615001","1"
"Yes","2017","Saxony-Anhalt","Urban Area","19","","","","1"
"Yes","2017","Saxony-Anhalt","Rural Area","60","0.107078677542683","0.0848897264145117","0.129267628670855","1"
"No","2018","Brandenburg","Urban Area","","","","","2"
"No","2018","Brandenburg","Rural Area","","","","","2"
"No","2018","Mecklenburg-Western Pomerania","Urban Area","","","","","2"
"No","2018","Mecklenburg-Western Pomerania","Rural Area","","","","","2"
"No","2018","Saxony","Urban Area","","","","","2"
"No","2018","Saxony","Rural Area","","","","","2"
"No","2018","Saxony-Anhalt","Urban Area","","","","","2"
"No","2018","Saxony-Anhalt","Rural Area","","","","","2"
"No","2018","Thuringia","Urban Area","","","","","2"
"No","2018","Thuringia","Rural Area","","","","","2"
"No","2018","Schleswig-Holstein","Urban Area","","","","","2"
"No","2018","Schleswig-Holstein","Rural Area","","","","","2"
"No","2018","Hamburg","Urban Area","","","","","2"
"No","2018","Hamburg","Rural Area","","","","","2"
"No","2018","Lower Saxony","Urban Area","","","","","2"
"No","2018","Lower Saxony","Rural Area","","","","","2"
"No","2018","Bremen","Urban Area","","","","","2"
"No","2018","Bremen","Rural Area","","","","","2"
"No","2018","North Rhine-Westphalia","Urban Area","","","","","2"
"No","2018","North Rhine-Westphalia","Rural Area","","","","","2"
"No","2018","Hesse","Urban Area","","","","","2"
"No","2018","Hesse","Rural Area","","","","","2"
"No","2018","Rhineland-Palatinate,Saarland","Urban Area","","","","","2"
"No","2018","Rhineland-Palatinate,Saarland","Rural Area","","","","","2"
"No","2018","Baden-Württemberg","Urban Area","","","","","2"
"No","2018","Baden-Württemberg","Rural Area","","","","","2"
"No","2018","Bavaria","Urban Area","","","","","2"
"No","2018","Bavaria","Rural Area","","","","","2"
"No","2018","Berlin","Urban Area","","","","","2"
"No","2018","Berlin","Rural Area","","","","","2"
"Yes","2018","Schleswig-Holstein","Urban Area","","","","","1"
"Yes","2018","Schleswig-Holstein","Rural Area","","","","","1"
"Yes","2018","Hesse","Urban Area","","","","","1"
"Yes","2018","Hesse","Rural Area","","","","","1"
"Yes","2018","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Yes","2018","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Yes","2018","Baden-Württemberg","Urban Area","","","","","1"
"Yes","2018","Baden-Württemberg","Rural Area","","","","","1"
"Yes","2018","Bavaria","Urban Area","","","","","1"
"Yes","2018","Bavaria","Rural Area","","","","","1"
"Yes","2018","Berlin","Urban Area","","","","","1"
"Yes","2018","Hamburg","Urban Area","","","","","1"
"Yes","2018","Berlin","Rural Area","","","","","1"
"Yes","2018","Brandenburg","Urban Area","","","","","1"
"Yes","2018","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Yes","2018","Saxony","Urban Area","","","","","1"
"Yes","2018","Thuringia","Rural Area","","","","","1"
"Yes","2018","Hamburg","Rural Area","","","","","1"
"Yes","2018","Brandenburg","Rural Area","","","","","1"
"Yes","2018","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Yes","2018","North Rhine-Westphalia","Rural Area","","","","","1"
"Yes","2018","Saxony","Rural Area","","","","","1"
"Yes","2018","Saxony-Anhalt","Urban Area","","","","","1"
"Yes","2018","Saxony-Anhalt","Rural Area","","","","","1"
"Yes","2018","Thuringia","Urban Area","","","","","1"
"Yes","2018","Lower Saxony","Urban Area","","","","","1"
"Yes","2018","Lower Saxony","Rural Area","","","","","1"
"Yes","2018","Bremen","Urban Area","","","","","1"
"Yes","2018","Bremen","Rural Area","","","","","1"
"Yes","2018","North Rhine-Westphalia","Urban Area","","","","","1"
"No","2019","Schleswig-Holstein","Urban Area","320","0.954398836534038","0.93225648130656","0.976541191761515","2"
"No","2019","Schleswig-Holstein","Rural Area","554","0.918880910195011","0.897107784948803","0.94065403544122","2"
"No","2019","Hamburg","Urban Area","471","0.918663117535803","0.894985662960593","0.942340572111013","2"
"No","2019","Hamburg","Rural Area","","","","","2"
"No","2019","Lower Saxony","Urban Area","939","0.903660739304805","0.885641608398111","0.921679870211499","2"
"No","2019","Lower Saxony","Rural Area","1322","0.897015694081955","0.88132285055174","0.91270853761217","2"
"No","2019","Bremen","Urban Area","199","0.894259017500022","0.853250454597172","0.935267580402872","2"
"No","2019","Bremen","Rural Area","","","","","2"
"No","2019","North Rhine-Westphalia","Urban Area","4689","0.897082194893141","0.888833872928553","0.905330516857728","2"
"No","2019","North Rhine-Westphalia","Rural Area","93","0.918747964909732","0.865197479757289","0.972298450062174","2"
"No","2019","Hesse","Urban Area","1210","0.901122021765975","0.885073789878202","0.917170253653748","2"
"No","2019","Hesse","Rural Area","292","0.82743311458715","0.786908393276789","0.867957835897512","2"
"No","2019","Rhineland-Palatinate,Saarland","Urban Area","995","0.917425961827029","0.901056271897898","0.93379565175616","2"
"No","2019","Rhineland-Palatinate,Saarland","Rural Area","329","0.878967558623442","0.845597852742458","0.912337264504425","2"
"No","2019","Baden-Württemberg","Urban Area","2258","0.893166934345659","0.881031514485414","0.905302354205904","2"
"No","2019","Baden-Württemberg","Rural Area","252","0.859351638216544","0.818410397464213","0.900292878968875","2"
"No","2019","Bavaria","Urban Area","1582","0.91475969544576","0.901593744612752","0.927925646278768","2"
"No","2019","Bavaria","Rural Area","1981","0.902048288810393","0.88951857494328","0.914578002677506","2"
"No","2019","Berlin","Urban Area","","","","","2"
"No","2019","Berlin","Rural Area","","","","","2"
"No","2019","Brandenburg","Urban Area","86","0.885119282874465","0.820996736775886","0.949241828973043","2"
"No","2019","Brandenburg","Rural Area","918","0.90906023430753","0.891310532119527","0.926809936495534","2"
"No","2019","Mecklenburg-Western Pomerania","Urban Area","92","0.967422676349577","0.931723999368482","1.00312135333067","2"
"No","2019","Mecklenburg-Western Pomerania","Rural Area","465","0.9018215761024","0.875971755192853","0.927671397011947","2"
"No","2019","Saxony","Urban Area","789","0.895281179941351","0.874805251331575","0.915757108551127","2"
"No","2019","Saxony","Rural Area","710","0.932878786685883","0.915100157550777","0.95065741582099","2"
"No","2019","Saxony-Anhalt","Urban Area","175","0.880323140390992","0.834411413541773","0.926234867240212","2"
"No","2019","Saxony-Anhalt","Rural Area","633","0.922825745317393","0.902913528217262","0.942737962417524","2"
"No","2019","Thuringia","Urban Area","270","0.952034726019772","0.927482467053127","0.976586984986417","2"
"No","2019","Thuringia","Rural Area","575","0.902617779771921","0.879429953009112","0.925805606534731","2"
"Yes","2019","Schleswig-Holstein","Urban Area","21","","","","1"
"Yes","2019","Schleswig-Holstein","Rural Area","50","0.0811190898049886","0.0593459645587805","0.102892215051197","1"
"Yes","2019","Hesse","Urban Area","119","0.098877978234025","0.0828297463462516","0.114926210121799","1"
"Yes","2019","Hesse","Rural Area","42","0.17256688541285","0.132042164102488","0.213091606723211","1"
"Yes","2019","Rhineland-Palatinate,Saarland","Urban Area","91","0.0825740381729712","0.0662043482438401","0.0989437281021023","1"
"Yes","2019","Rhineland-Palatinate,Saarland","Rural Area","38","0.121032441376558","0.0876627354955748","0.154402147257542","1"
"Yes","2019","Baden-Württemberg","Urban Area","231","0.106833065654341","0.0946976457940962","0.118968485514586","1"
"Yes","2019","Baden-Württemberg","Rural Area","25","","","","1"
"Yes","2019","Bavaria","Urban Area","146","0.0852403045542401","0.0720743537212322","0.098406255387248","1"
"Yes","2019","Bavaria","Rural Area","181","0.0979517111896071","0.0854219973224938","0.11048142505672","1"
"Yes","2019","Berlin","Urban Area","","","","","1"
"Yes","2019","Hamburg","Urban Area","41","0.0813368824641975","0.0576594278889876","0.105014337039407","1"
"Yes","2019","Berlin","Rural Area","","","","","1"
"Yes","2019","Brandenburg","Urban Area","9","","","","1"
"Yes","2019","Hamburg","Rural Area","","","","","1"
"Yes","2019","Mecklenburg-Western Pomerania","Urban Area","3","","","","1"
"Yes","2019","North Rhine-Westphalia","Rural Area","7","","","","1"
"Yes","2019","Thuringia","Urban Area","21","","","","1"
"Yes","2019","Thuringia","Rural Area","53","0.0973822202280787","0.0741943934652693","0.120570046990888","1"
"Yes","2019","Lower Saxony","Urban Area","91","0.0963392606951951","0.0783201297885007","0.114358391601889","1"
"Yes","2019","Lower Saxony","Rural Area","119","0.102984305918045","0.0872914623878303","0.11867714944826","1"
"Yes","2019","Bremen","Urban Area","17","","","","1"
"Yes","2019","Brandenburg","Rural Area","90","0.0909397656924696","0.0731900635044657","0.108689467880473","1"
"Yes","2019","North Rhine-Westphalia","Urban Area","524","0.102917805106859","0.0946694831422716","0.111166127071447","1"
"Yes","2019","Saxony-Anhalt","Urban Area","17","","","","1"
"Yes","2019","Mecklenburg-Western Pomerania","Rural Area","44","0.0981784238976003","0.0723286029880532","0.124028244807147","1"
"Yes","2019","Saxony","Urban Area","70","0.104718820058649","0.0842428914488734","0.125194748668425","1"
"Yes","2019","Saxony","Rural Area","51","0.0671212133141166","0.0493425841790102","0.0848998424492231","1"
"Yes","2019","Saxony-Anhalt","Rural Area","57","0.0771742546826071","0.0572620375824762","0.097086471782738","1"
"Yes","2019","Bremen","Rural Area","","","","","1"
