"plb0050","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2013","Part Time","vocational + Abi","","","","","2"
"No","2013","Part Time","higher vocational","","","","","2"
"No","2013","Part Time","higher education","","","","","2"
"No","2013","Not Working","in school","","","","","2"
"No","2013","Not Working","inadequately","","","","","2"
"No","2013","Not Working","general elemantary","","","","","2"
"No","2013","Not Working","middle vocational","","","","","2"
"No","2013","Not Working","vocational + Abi","","","","","2"
"No","2013","Not Working","higher vocational","","","","","2"
"No","2013","Not Working","higher education","","","","","2"
"No","2013","Full Time","higher vocational","","","","","2"
"No","2013","Full Time","higher education","","","","","2"
"No","2013","Part Time","in school","","","","","2"
"No","2013","Part Time","inadequately","","","","","2"
"No","2013","Part Time","general elemantary","","","","","2"
"No","2013","Full Time","in school","","","","","2"
"No","2013","Full Time","inadequately","","","","","2"
"No","2013","Full Time","general elemantary","","","","","2"
"No","2013","Full Time","middle vocational","","","","","2"
"No","2013","Full Time","vocational + Abi","","","","","2"
"Yes","2013","Not Working","general elemantary","","","","","1"
"Yes","2013","Not Working","middle vocational","","","","","1"
"Yes","2013","Not Working","vocational + Abi","","","","","1"
"Yes","2013","Not Working","higher vocational","","","","","1"
"Yes","2013","Not Working","higher education","","","","","1"
"Yes","2013","Part Time","vocational + Abi","","","","","1"
"Yes","2013","Part Time","higher vocational","","","","","1"
"Yes","2013","Part Time","higher education","","","","","1"
"Yes","2013","Not Working","in school","","","","","1"
"Yes","2013","Not Working","inadequately","","","","","1"
"Yes","2013","Full Time","higher education","","","","","1"
"Yes","2013","Part Time","in school","","","","","1"
"Yes","2013","Part Time","inadequately","","","","","1"
"Yes","2013","Part Time","general elemantary","","","","","1"
"Yes","2013","Part Time","middle vocational","","","","","1"
"Yes","2013","Full Time","vocational + Abi","","","","","1"
"Yes","2013","Full Time","higher vocational","","","","","1"
"Yes","2013","Full Time","inadequately","","","","","1"
"Yes","2013","Full Time","middle vocational","","","","","1"
"Yes","2013","Full Time","general elemantary","","","","","1"
"Yes","2013","Full Time","in school","","","","","1"
"No","2014","Full Time","higher vocational","","","","","2"
"No","2014","Full Time","higher education","","","","","2"
"No","2014","Part Time","in school","","","","","2"
"No","2014","Part Time","inadequately","","","","","2"
"No","2014","Part Time","general elemantary","","","","","2"
"No","2014","Part Time","middle vocational","","","","","2"
"No","2014","Part Time","vocational + Abi","","","","","2"
"No","2014","Part Time","higher vocational","","","","","2"
"No","2014","Part Time","higher education","","","","","2"
"No","2014","Not Working","in school","","","","","2"
"No","2014","Not Working","inadequately","","","","","2"
"No","2014","Not Working","general elemantary","","","","","2"
"No","2014","Not Working","middle vocational","","","","","2"
"No","2014","Not Working","vocational + Abi","","","","","2"
"No","2014","Not Working","higher vocational","","","","","2"
"No","2014","Not Working","higher education","","","","","2"
"No","2014","Full Time","in school","","","","","2"
"No","2014","Full Time","inadequately","","","","","2"
"No","2014","Full Time","general elemantary","","","","","2"
"No","2014","Full Time","middle vocational","","","","","2"
"No","2014","Full Time","vocational + Abi","","","","","2"
"Yes","2014","Not Working","general elemantary","","","","","1"
"Yes","2014","Not Working","middle vocational","","","","","1"
"Yes","2014","Not Working","vocational + Abi","","","","","1"
"Yes","2014","Not Working","higher vocational","","","","","1"
"Yes","2014","Not Working","higher education","","","","","1"
"Yes","2014","Part Time","vocational + Abi","","","","","1"
"Yes","2014","Part Time","higher vocational","","","","","1"
"Yes","2014","Part Time","higher education","","","","","1"
"Yes","2014","Not Working","in school","","","","","1"
"Yes","2014","Not Working","inadequately","","","","","1"
"Yes","2014","Full Time","higher education","","","","","1"
"Yes","2014","Part Time","inadequately","","","","","1"
"Yes","2014","Part Time","middle vocational","","","","","1"
"Yes","2014","Part Time","in school","","","","","1"
"Yes","2014","Part Time","general elemantary","","","","","1"
"Yes","2014","Full Time","inadequately","","","","","1"
"Yes","2014","Full Time","general elemantary","","","","","1"
"Yes","2014","Full Time","vocational + Abi","","","","","1"
"Yes","2014","Full Time","middle vocational","","","","","1"
"Yes","2014","Full Time","higher vocational","","","","","1"
"Yes","2014","Full Time","in school","","","","","1"
"No","2015","Full Time","higher vocational","","","","","2"
"No","2015","Full Time","higher education","","","","","2"
"No","2015","Part Time","in school","","","","","2"
"No","2015","Part Time","inadequately","","","","","2"
"No","2015","Part Time","general elemantary","","","","","2"
"No","2015","Part Time","middle vocational","","","","","2"
"No","2015","Part Time","vocational + Abi","","","","","2"
"No","2015","Part Time","higher vocational","","","","","2"
"No","2015","Part Time","higher education","","","","","2"
"No","2015","Not Working","in school","","","","","2"
"No","2015","Not Working","inadequately","","","","","2"
"No","2015","Not Working","general elemantary","","","","","2"
"No","2015","Not Working","middle vocational","","","","","2"
"No","2015","Not Working","vocational + Abi","","","","","2"
"No","2015","Not Working","higher vocational","","","","","2"
"No","2015","Not Working","higher education","","","","","2"
"No","2015","Full Time","in school","","","","","2"
"No","2015","Full Time","inadequately","","","","","2"
"No","2015","Full Time","general elemantary","","","","","2"
"No","2015","Full Time","middle vocational","","","","","2"
"No","2015","Full Time","vocational + Abi","","","","","2"
"Yes","2015","Not Working","general elemantary","","","","","1"
"Yes","2015","Not Working","middle vocational","","","","","1"
"Yes","2015","Not Working","vocational + Abi","","","","","1"
"Yes","2015","Not Working","higher vocational","","","","","1"
"Yes","2015","Not Working","higher education","","","","","1"
"Yes","2015","Part Time","vocational + Abi","","","","","1"
"Yes","2015","Part Time","higher vocational","","","","","1"
"Yes","2015","Part Time","higher education","","","","","1"
"Yes","2015","Not Working","in school","","","","","1"
"Yes","2015","Not Working","inadequately","","","","","1"
"Yes","2015","Part Time","in school","","","","","1"
"Yes","2015","Part Time","inadequately","","","","","1"
"Yes","2015","Part Time","middle vocational","","","","","1"
"Yes","2015","Full Time","higher education","","","","","1"
"Yes","2015","Part Time","general elemantary","","","","","1"
"Yes","2015","Full Time","inadequately","","","","","1"
"Yes","2015","Full Time","middle vocational","","","","","1"
"Yes","2015","Full Time","vocational + Abi","","","","","1"
"Yes","2015","Full Time","general elemantary","","","","","1"
"Yes","2015","Full Time","higher vocational","","","","","1"
"Yes","2015","Full Time","in school","","","","","1"
"No","2016","Full Time","higher vocational","266","0.395335842072288","0.357633177855327","0.433038506289248","2"
"No","2016","Full Time","higher education","812","0.314827257073046","0.296704441641508","0.332950072504583","2"
"No","2016","Part Time","in school","26","","","","2"
"No","2016","Part Time","inadequately","49","0.595082183254696","0.483240383201918","0.706923983307474","2"
"No","2016","Part Time","general elemantary","339","0.620167116391435","0.57816800942295","0.662166223359919","2"
"No","2016","Part Time","middle vocational","1432","0.586356419143206","0.566791331819495","0.605921506466916","2"
"No","2016","Part Time","vocational + Abi","321","0.560610512651938","0.520184188046846","0.601036837257031","2"
"No","2016","Part Time","higher vocational","108","0.517757773954925","0.451729083731606","0.583786464178244","2"
"No","2016","Part Time","higher education","501","0.419810150938047","0.391662985025091","0.447957316851003","2"
"No","2016","Not Working","in school","13","","","","2"
"No","2016","Not Working","inadequately","5","","","","2"
"No","2016","Not Working","general elemantary","38","0.683725707201338","0.558531839260099","0.808919575142577","2"
"No","2016","Not Working","middle vocational","99","0.705756889780282","0.630539328380535","0.780974451180029","2"
"No","2016","Not Working","vocational + Abi","17","","","","2"
"No","2016","Not Working","higher vocational","4","","","","2"
"No","2016","Not Working","higher education","23","","","","2"
"No","2016","Full Time","in school","","","","","2"
"No","2016","Full Time","inadequately","33","0.479221970622391","0.357775163932671","0.600668777312112","2"
"No","2016","Full Time","general elemantary","310","0.514475403346625","0.4738009223132","0.55514988438005","2"
"No","2016","Full Time","middle vocational","1686","0.451368435902136","0.435180153710408","0.467556718093865","2"
"No","2016","Full Time","vocational + Abi","372","0.406796403905176","0.373772450087647","0.439820357722706","2"
"Yes","2016","Not Working","general elemantary","15","","","","1"
"Yes","2016","Part Time","vocational + Abi","258","0.439389487348062","0.398963162742969","0.479815811953154","1"
"Yes","2016","Part Time","higher vocational","112","0.482242226045075","0.416213535821756","0.548270916268394","1"
"Yes","2016","Part Time","higher education","680","0.580189849061953","0.552042683148997","0.60833701497491","1"
"Yes","2016","Not Working","in school","1","","","","1"
"Yes","2016","Not Working","inadequately","3","","","","1"
"Yes","2016","Not Working","middle vocational","42","0.294243110219718","0.219025548819971","0.369460671619465","1"
"Yes","2016","Not Working","vocational + Abi","11","","","","1"
"Yes","2016","Not Working","higher vocational","3","","","","1"
"Yes","2016","Not Working","higher education","30","0.500068482653632","0.365457604798478","0.634679360508787","1"
"Yes","2016","Full Time","higher education","1711","0.685172742926954","0.667049927495417","0.703295558358492","1"
"Yes","2016","Part Time","in school","12","","","","1"
"Yes","2016","Part Time","inadequately","25","","","","1"
"Yes","2016","Part Time","general elemantary","174","0.379832883608565","0.337833776640081","0.42183199057705","1"
"Yes","2016","Part Time","middle vocational","1002","0.413643580856794","0.394078493533083","0.433208668180505","1"
"Yes","2016","Full Time","general elemantary","270","0.485524596653375","0.44485011561995","0.5261990776868","1"
"Yes","2016","Full Time","inadequately","32","0.520778029377609","0.399331222687888","0.642224836067329","1"
"Yes","2016","Full Time","vocational + Abi","478","0.593203596094824","0.560179642277294","0.626227549912353","1"
"Yes","2016","Full Time","higher vocational","380","0.604664157927712","0.566961493710752","0.642366822144672","1"
"Yes","2016","Full Time","middle vocational","1944","0.548631564097864","0.532443281906135","0.564819846289592","1"
"Yes","2016","Full Time","in school","","","","","1"
"No","2017","Full Time","in school","","","","","2"
"No","2017","Full Time","inadequately","","","","","2"
"No","2017","Full Time","general elemantary","","","","","2"
"No","2017","Full Time","middle vocational","","","","","2"
"No","2017","Full Time","vocational + Abi","","","","","2"
"No","2017","Full Time","higher vocational","","","","","2"
"No","2017","Full Time","higher education","","","","","2"
"No","2017","Part Time","in school","","","","","2"
"No","2017","Part Time","inadequately","","","","","2"
"No","2017","Part Time","general elemantary","","","","","2"
"No","2017","Part Time","middle vocational","","","","","2"
"No","2017","Part Time","vocational + Abi","","","","","2"
"No","2017","Part Time","higher vocational","","","","","2"
"No","2017","Part Time","higher education","","","","","2"
"No","2017","Not Working","in school","","","","","2"
"No","2017","Not Working","inadequately","","","","","2"
"No","2017","Not Working","general elemantary","","","","","2"
"No","2017","Not Working","middle vocational","","","","","2"
"No","2017","Not Working","vocational + Abi","","","","","2"
"No","2017","Not Working","higher vocational","","","","","2"
"No","2017","Not Working","higher education","","","","","2"
"Yes","2017","Not Working","general elemantary","","","","","1"
"Yes","2017","Part Time","vocational + Abi","","","","","1"
"Yes","2017","Part Time","higher vocational","","","","","1"
"Yes","2017","Part Time","higher education","","","","","1"
"Yes","2017","Not Working","in school","","","","","1"
"Yes","2017","Not Working","inadequately","","","","","1"
"Yes","2017","Not Working","middle vocational","","","","","1"
"Yes","2017","Not Working","vocational + Abi","","","","","1"
"Yes","2017","Not Working","higher vocational","","","","","1"
"Yes","2017","Not Working","higher education","","","","","1"
"Yes","2017","Full Time","higher education","","","","","1"
"Yes","2017","Part Time","inadequately","","","","","1"
"Yes","2017","Part Time","middle vocational","","","","","1"
"Yes","2017","Part Time","in school","","","","","1"
"Yes","2017","Part Time","general elemantary","","","","","1"
"Yes","2017","Full Time","inadequately","","","","","1"
"Yes","2017","Full Time","general elemantary","","","","","1"
"Yes","2017","Full Time","vocational + Abi","","","","","1"
"Yes","2017","Full Time","middle vocational","","","","","1"
"Yes","2017","Full Time","higher vocational","","","","","1"
"Yes","2017","Full Time","in school","","","","","1"
"No","2018","Full Time","in school","","","","","2"
"No","2018","Full Time","inadequately","","","","","2"
"No","2018","Full Time","general elemantary","","","","","2"
"No","2018","Full Time","middle vocational","","","","","2"
"No","2018","Full Time","vocational + Abi","","","","","2"
"No","2018","Full Time","higher vocational","","","","","2"
"No","2018","Full Time","higher education","","","","","2"
"No","2018","Part Time","in school","","","","","2"
"No","2018","Part Time","inadequately","","","","","2"
"No","2018","Part Time","general elemantary","","","","","2"
"No","2018","Part Time","middle vocational","","","","","2"
"No","2018","Part Time","vocational + Abi","","","","","2"
"No","2018","Part Time","higher vocational","","","","","2"
"No","2018","Part Time","higher education","","","","","2"
"No","2018","Not Working","in school","","","","","2"
"No","2018","Not Working","inadequately","","","","","2"
"No","2018","Not Working","general elemantary","","","","","2"
"No","2018","Not Working","middle vocational","","","","","2"
"No","2018","Not Working","vocational + Abi","","","","","2"
"No","2018","Not Working","higher vocational","","","","","2"
"No","2018","Not Working","higher education","","","","","2"
"Yes","2018","Not Working","general elemantary","","","","","1"
"Yes","2018","Not Working","in school","","","","","1"
"Yes","2018","Not Working","higher vocational","","","","","1"
"Yes","2018","Part Time","vocational + Abi","","","","","1"
"Yes","2018","Part Time","higher vocational","","","","","1"
"Yes","2018","Part Time","higher education","","","","","1"
"Yes","2018","Not Working","inadequately","","","","","1"
"Yes","2018","Not Working","middle vocational","","","","","1"
"Yes","2018","Not Working","vocational + Abi","","","","","1"
"Yes","2018","Not Working","higher education","","","","","1"
"Yes","2018","Part Time","general elemantary","","","","","1"
"Yes","2018","Part Time","middle vocational","","","","","1"
"Yes","2018","Part Time","in school","","","","","1"
"Yes","2018","Full Time","higher education","","","","","1"
"Yes","2018","Part Time","inadequately","","","","","1"
"Yes","2018","Full Time","vocational + Abi","","","","","1"
"Yes","2018","Full Time","higher vocational","","","","","1"
"Yes","2018","Full Time","inadequately","","","","","1"
"Yes","2018","Full Time","middle vocational","","","","","1"
"Yes","2018","Full Time","general elemantary","","","","","1"
"Yes","2018","Full Time","in school","","","","","1"
"No","2019","Full Time","in school","","","","","2"
"No","2019","Full Time","inadequately","31","0.429036460014495","0.311399193846456","0.546673726182534","2"
"No","2019","Full Time","general elemantary","328","0.524203694442863","0.484109126987913","0.564298261897813","2"
"No","2019","Full Time","middle vocational","1904","0.467538704797021","0.451720559643493","0.483356849950549","2"
"No","2019","Full Time","vocational + Abi","451","0.392182081080304","0.361232856824322","0.423131305336287","2"
"No","2019","Full Time","higher vocational","443","0.40013719227893","0.366986123170537","0.433288261387323","2"
"No","2019","Full Time","higher education","1413","0.338774119719453","0.322349974211943","0.355198265226963","2"
"No","2019","Part Time","in school","25","","","","2"
"No","2019","Part Time","inadequately","48","0.625313063364954","0.512722512664594","0.737903614065314","2"
"No","2019","Part Time","general elemantary","303","0.641951320036254","0.598791362694752","0.685111277377756","2"
"No","2019","Part Time","middle vocational","1419","0.560195905134722","0.540484887417182","0.579906922852262","2"
"No","2019","Part Time","vocational + Abi","334","0.491687334784589","0.452493472840229","0.530881196728949","2"
"No","2019","Part Time","higher vocational","133","0.450003267047395","0.388334399274309","0.511672134820481","2"
"No","2019","Part Time","higher education","613","0.382593927827192","0.356914026018342","0.408273829636042","2"
"No","2019","Not Working","in school","10","","","","2"
"No","2019","Not Working","inadequately","7","","","","2"
"No","2019","Not Working","general elemantary","57","0.819255712121182","0.733305934374315","0.905205489868049","2"
"No","2019","Not Working","middle vocational","156","0.692975001361458","0.633233517847172","0.752716484875745","2"
"No","2019","Not Working","vocational + Abi","32","0.592681000651145","0.449125555259116","0.736236446043174","2"
"No","2019","Not Working","higher vocational","27","","","","2"
"No","2019","Not Working","higher education","80","0.463677873715905","0.380173571601022","0.547182175830788","2"
"Yes","2019","Part Time","vocational + Abi","291","0.508312665215411","0.469118803271051","0.547506527159771","1"
"Yes","2019","Not Working","general elemantary","20","","","","1"
"Yes","2019","Part Time","higher vocational","117","0.549996732952605","0.488327865179519","0.611665600725691","1"
"Yes","2019","Not Working","in school","6","","","","1"
"Yes","2019","Not Working","middle vocational","73","0.307024998638542","0.247283515124255","0.366766482152828","1"
"Yes","2019","Not Working","higher vocational","7","","","","1"
"Yes","2019","Full Time","higher education","1777","0.661225880280547","0.644801734773037","0.677650025788057","1"
"Yes","2019","Part Time","in school","16","","","","1"
"Yes","2019","Part Time","inadequately","23","","","","1"
"Yes","2019","Part Time","general elemantary","171","0.358048679963746","0.314888722622244","0.401208637305248","1"
"Yes","2019","Part Time","middle vocational","1017","0.439804094865278","0.420093077147738","0.459515112582818","1"
"Yes","2019","Part Time","higher education","763","0.617406072172808","0.591726170363958","0.643085973981658","1"
"Yes","2019","Not Working","inadequately","4","","","","1"
"Yes","2019","Not Working","vocational + Abi","13","","","","1"
"Yes","2019","Not Working","higher education","57","0.536322126284094","0.452817824169211","0.619826428398977","1"
"Yes","2019","Full Time","general elemantary","268","0.475796305557137","0.435701738102187","0.515890873012087","1"
"Yes","2019","Full Time","vocational + Abi","505","0.607817918919696","0.576868694663713","0.638767143175678","1"
"Yes","2019","Full Time","inadequately","37","0.570963539985505","0.453326273817466","0.688600806153544","1"
"Yes","2019","Full Time","middle vocational","1918","0.532461295202979","0.516643150049451","0.548279440356507","1"
"Yes","2019","Full Time","higher vocational","396","0.59986280772107","0.566711738612677","0.633013876829463","1"
"Yes","2019","Full Time","in school","1","","","","1"
