"plb0050","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2005","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2005","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","2005","Couple + C. LE and GT 16","higher education","","","","","1"
"No","2006","(Married) couple without C. ","middle vocational","867","0.502652251056087","0.478679175161435","0.526625326950739","2"
"No","2006","(Married) couple without C. ","vocational + Abi","123","0.546336988874371","0.482820120521974","0.609853857226768","2"
"No","2006","(Married) couple without C. ","higher vocational","141","0.462098272591216","0.405492776489277","0.518703768693155","2"
"No","2006","(Married) couple without C. ","higher education","420","0.401196190840779","0.371378768836024","0.431013612845534","2"
"No","2006","1-pers.-HH","inadequately","2","","","","2"
"No","2006","1-pers.-HH","general elemantary","45","0.549694261520497","0.443298876549905","0.65608964649109","2"
"No","2006","1-pers.-HH","middle vocational","376","0.484751775132641","0.448596804156814","0.520906746108468","2"
"No","2006","1-pers.-HH","vocational + Abi","66","0.518220785139299","0.430975038787043","0.605466531491554","2"
"No","2006","1-pers.-HH","higher vocational","58","0.525420917601578","0.436812261235259","0.614029573967897","2"
"No","2006","1-pers.-HH","higher education","164","0.397197824334585","0.349601226559534","0.444794422109636","2"
"No","2006","(Married) couple without C. ","in school","1","","","","2"
"No","2006","(Married) couple without C. ","inadequately","8","","","","2"
"No","2006","(Married) couple without C. ","general elemantary","93","0.592746101799661","0.51995202459397","0.665540179005352","2"
"No","2006","Couple + C. GT 16 ","in school","14","","","","2"
"No","2006","Couple + C. GT 16 ","inadequately","10","","","","2"
"No","2006","Couple + C. GT 16 ","general elemantary","147","0.627336762066122","0.567280670775794","0.687392853356449","2"
"No","2006","Couple + C. GT 16 ","middle vocational","627","0.516682058158625","0.48846688520762","0.54489723110963","2"
"No","2006","Couple + C. GT 16 ","vocational + Abi","55","0.479358342234589","0.389600126209044","0.569116558260133","2"
"No","2006","Couple + C. LE and GT 16","middle vocational","220","0.546920795719367","0.500355205292576","0.593486386146157","2"
"No","2006","Couple + C. LE and GT 16","vocational + Abi","30","0.610726503974812","0.480679002527312","0.740774005422312","2"
"No","2006","Couple + C. LE and GT 16","higher vocational","49","0.706544638371","0.609169233833499","0.8039200429085","2"
"No","2006","Couple + C. LE and GT 16","higher education","90","0.376245974868482","0.314175827836504","0.43831612190046","2"
"No","2006","1-pers.-HH","in school","1","","","","2"
"No","2006","Couple + C. GT 16 ","higher vocational","81","0.502510220717927","0.424300128868164","0.580720312567689","2"
"No","2006","Couple + C. GT 16 ","higher education","218","0.436740613195044","0.395289828636945","0.478191397753143","2"
"No","2006","Couple + C. LE and GT 16","in school","13","","","","2"
"No","2006","Couple + C. LE and GT 16","inadequately","3","","","","2"
"No","2006","Couple + C. LE and GT 16","general elemantary","68","0.49094656831399","0.405339181110418","0.576553955517562","2"
"No","2006","Single parent ","in school","4","","","","2"
"No","2006","Single parent ","inadequately","8","","","","2"
"No","2006","Single parent ","general elemantary","59","0.567704565859003","0.467558087476946","0.66785104424106","2"
"No","2006","Single parent ","middle vocational","180","0.4949628877868","0.442128481114849","0.547797294458751","2"
"No","2006","Single parent ","vocational + Abi","15","","","","2"
"No","2006","Single parent ","higher vocational","19","","","","2"
"No","2006","Single parent ","higher education","45","0.432832310763952","0.341880522419251","0.523784099108653","2"
"No","2006","Couple + C. LE 16 ","in school","","","","","2"
"No","2006","Couple + C. LE 16 ","inadequately","7","","","","2"
"No","2006","Couple + C. LE 16 ","general elemantary","74","0.479390126302492","0.396930895858546","0.561849356746438","2"
"No","2006","Couple + C. LE 16 ","middle vocational","730","0.519303434783106","0.492990498666222","0.545616370899991","2"
"No","2006","Couple + C. LE 16 ","vocational + Abi","113","0.455186804751672","0.393702189265341","0.516671420238004","2"
"No","2006","Couple + C. LE 16 ","higher vocational","172","0.524153862747496","0.470513878244106","0.577793847250887","2"
"No","2006","Couple + C. LE 16 ","higher education","295","0.416175822290595","0.381494416606975","0.450857227974214","2"
"Yes","2006","1-pers.-HH","in school","","","","","1"
"Yes","2006","1-pers.-HH","inadequately","3","","","","1"
"Yes","2006","1-pers.-HH","general elemantary","39","0.450305738479503","0.34391035350891","0.556701123450095","1"
"Yes","2006","1-pers.-HH","middle vocational","358","0.515248224867359","0.479093253891532","0.551403195843186","1"
"Yes","2006","1-pers.-HH","vocational + Abi","60","0.481779214860701","0.394533468508446","0.569024961212957","1"
"Yes","2006","1-pers.-HH","higher vocational","64","0.474579082398422","0.385970426032103","0.563187738764741","1"
"Yes","2006","1-pers.-HH","higher education","242","0.602802175665415","0.555205577890364","0.650398773440466","1"
"Yes","2006","(Married) couple without C. ","in school","1","","","","1"
"Yes","2006","(Married) couple without C. ","inadequately","5","","","","1"
"Yes","2006","(Married) couple without C. ","general elemantary","82","0.407253898200339","0.334459820994648","0.48004797540603","1"
"Yes","2006","(Married) couple without C. ","middle vocational","804","0.497347748943913","0.473374673049261","0.521320824838565","1"
"Yes","2006","(Married) couple without C. ","vocational + Abi","113","0.453663011125629","0.390146142773232","0.517179879478026","1"
"Yes","2006","(Married) couple without C. ","higher vocational","157","0.537901727408784","0.481296231306845","0.594507223510723","1"
"Yes","2006","(Married) couple without C. ","higher education","618","0.598803809159221","0.568986387154466","0.628621231163976","1"
"Yes","2006","Single parent ","in school","2","","","","1"
"Yes","2006","Single parent ","inadequately","3","","","","1"
"Yes","2006","Single parent ","general elemantary","35","0.432295434140997","0.33214895575894","0.532441912523054","1"
"Yes","2006","Single parent ","middle vocational","164","0.5050371122132","0.452202705541249","0.557871518885151","1"
"Yes","2006","Single parent ","vocational + Abi","18","","","","1"
"Yes","2006","Single parent ","higher vocational","23","","","","1"
"Yes","2006","Single parent ","higher education","69","0.567167689236048","0.476215900891347","0.658119477580749","1"
"Yes","2006","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2006","Couple + C. LE 16 ","inadequately","3","","","","1"
"Yes","2006","Couple + C. LE 16 ","general elemantary","67","0.520609873697508","0.438150643253562","0.603069104141454","1"
"Yes","2006","Couple + C. LE 16 ","middle vocational","655","0.480696565216894","0.454383629100009","0.507009501333778","1"
"Yes","2006","Couple + C. LE 16 ","vocational + Abi","139","0.544813195248328","0.483328579761996","0.606297810734659","1"
"Yes","2006","Couple + C. LE 16 ","higher vocational","161","0.475846137252504","0.422206152749113","0.529486121755894","1"
"Yes","2006","Couple + C. LE 16 ","higher education","481","0.583824177709405","0.549142772025786","0.618505583393025","1"
"Yes","2006","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2006","Couple + C. GT 16 ","inadequately","9","","","","1"
"Yes","2006","Couple + C. GT 16 ","general elemantary","102","0.372663237933878","0.312607146643551","0.432719329224206","1"
"Yes","2006","Couple + C. GT 16 ","middle vocational","578","0.483317941841375","0.45510276889037","0.51153311479238","1"
"Yes","2006","Couple + C. GT 16 ","vocational + Abi","64","0.520641657765411","0.430883441739867","0.610399873790956","1"
"Yes","2006","Couple + C. GT 16 ","higher vocational","76","0.497489779282074","0.419279687432311","0.575699871131836","1"
"Yes","2006","Couple + C. GT 16 ","higher education","332","0.563259386804956","0.521808602246857","0.604710171363054","1"
"Yes","2006","Couple + C. LE and GT 16","in school","1","","","","1"
"Yes","2006","Couple + C. LE and GT 16","inadequately","6","","","","1"
"Yes","2006","Couple + C. LE and GT 16","general elemantary","63","0.50905343168601","0.423446044482438","0.594660818889582","1"
"Yes","2006","Couple + C. LE and GT 16","middle vocational","219","0.453079204280633","0.406513613853842","0.499644794707424","1"
"Yes","2006","Couple + C. LE and GT 16","vocational + Abi","24","","","","1"
"Yes","2006","Couple + C. LE and GT 16","higher vocational","35","0.293455361629","0.1960799570915","0.390830766166501","1"
"Yes","2006","Couple + C. LE and GT 16","higher education","144","0.623754025131518","0.56168387809954","0.685824172163496","1"
"No","2007","1-pers.-HH","in school","","","","","2"
"No","2007","1-pers.-HH","inadequately","","","","","2"
"No","2007","1-pers.-HH","general elemantary","","","","","2"
"No","2007","1-pers.-HH","middle vocational","","","","","2"
"No","2007","1-pers.-HH","vocational + Abi","","","","","2"
"No","2007","1-pers.-HH","higher vocational","","","","","2"
"No","2007","1-pers.-HH","higher education","","","","","2"
"No","2007","(Married) couple without C. ","in school","","","","","2"
"No","2007","(Married) couple without C. ","inadequately","","","","","2"
"No","2007","(Married) couple without C. ","general elemantary","","","","","2"
"No","2007","(Married) couple without C. ","middle vocational","","","","","2"
"No","2007","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","2007","(Married) couple without C. ","higher vocational","","","","","2"
"No","2007","(Married) couple without C. ","higher education","","","","","2"
"No","2007","Couple + C. GT 16 ","in school","","","","","2"
"No","2007","Couple + C. GT 16 ","inadequately","","","","","2"
"No","2007","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","2007","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","2007","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","2007","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","2007","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","2007","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","2007","Couple + C. LE and GT 16","higher education","","","","","2"
"No","2007","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","2007","Couple + C. GT 16 ","higher education","","","","","2"
"No","2007","Couple + C. LE and GT 16","in school","","","","","2"
"No","2007","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","2007","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","2007","Single parent ","in school","","","","","2"
"No","2007","Single parent ","inadequately","","","","","2"
"No","2007","Single parent ","general elemantary","","","","","2"
"No","2007","Single parent ","middle vocational","","","","","2"
"No","2007","Single parent ","vocational + Abi","","","","","2"
"No","2007","Single parent ","higher vocational","","","","","2"
"No","2007","Single parent ","higher education","","","","","2"
"No","2007","Couple + C. LE 16 ","in school","","","","","2"
"No","2007","Couple + C. LE 16 ","inadequately","","","","","2"
"No","2007","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","2007","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","2007","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","2007","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","2007","Couple + C. LE 16 ","higher education","","","","","2"
"Yes","2007","1-pers.-HH","in school","","","","","1"
"Yes","2007","1-pers.-HH","inadequately","","","","","1"
"Yes","2007","1-pers.-HH","general elemantary","","","","","1"
"Yes","2007","1-pers.-HH","middle vocational","","","","","1"
"Yes","2007","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","2007","1-pers.-HH","higher vocational","","","","","1"
"Yes","2007","1-pers.-HH","higher education","","","","","1"
"Yes","2007","(Married) couple without C. ","in school","","","","","1"
"Yes","2007","(Married) couple without C. ","inadequately","","","","","1"
"Yes","2007","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","2007","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","2007","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","2007","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","2007","(Married) couple without C. ","higher education","","","","","1"
"Yes","2007","Single parent ","in school","","","","","1"
"Yes","2007","Single parent ","inadequately","","","","","1"
"Yes","2007","Single parent ","general elemantary","","","","","1"
"Yes","2007","Single parent ","middle vocational","","","","","1"
"Yes","2007","Single parent ","vocational + Abi","","","","","1"
"Yes","2007","Single parent ","higher vocational","","","","","1"
"Yes","2007","Single parent ","higher education","","","","","1"
"Yes","2007","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2007","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2007","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","2007","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","2007","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2007","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","2007","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","2007","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2007","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2007","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","2007","Couple + C. GT 16 ","middle vocational","","","","","1"
"Yes","2007","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2007","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","2007","Couple + C. GT 16 ","higher education","","","","","1"
"Yes","2007","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2007","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2007","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2007","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","2007","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2007","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","2007","Couple + C. LE and GT 16","higher education","","","","","1"
"No","2008","1-pers.-HH","in school","","","","","2"
"No","2008","1-pers.-HH","inadequately","","","","","2"
"No","2008","1-pers.-HH","general elemantary","","","","","2"
"No","2008","1-pers.-HH","middle vocational","","","","","2"
"No","2008","1-pers.-HH","vocational + Abi","","","","","2"
"No","2008","1-pers.-HH","higher vocational","","","","","2"
"No","2008","1-pers.-HH","higher education","","","","","2"
"No","2008","(Married) couple without C. ","in school","","","","","2"
"No","2008","(Married) couple without C. ","inadequately","","","","","2"
"No","2008","(Married) couple without C. ","general elemantary","","","","","2"
"No","2008","(Married) couple without C. ","middle vocational","","","","","2"
"No","2008","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","2008","(Married) couple without C. ","higher vocational","","","","","2"
"No","2008","(Married) couple without C. ","higher education","","","","","2"
"No","2008","Couple + C. GT 16 ","in school","","","","","2"
"No","2008","Couple + C. GT 16 ","inadequately","","","","","2"
"No","2008","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","2008","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","2008","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","2008","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","2008","Couple + C. GT 16 ","higher education","","","","","2"
"No","2008","Couple + C. LE and GT 16","in school","","","","","2"
"No","2008","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","2008","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","2008","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","2008","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","2008","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","2008","Couple + C. LE and GT 16","higher education","","","","","2"
"No","2008","Single parent ","in school","","","","","2"
"No","2008","Single parent ","inadequately","","","","","2"
"No","2008","Single parent ","general elemantary","","","","","2"
"No","2008","Single parent ","middle vocational","","","","","2"
"No","2008","Single parent ","vocational + Abi","","","","","2"
"No","2008","Single parent ","higher vocational","","","","","2"
"No","2008","Single parent ","higher education","","","","","2"
"No","2008","Couple + C. LE 16 ","in school","","","","","2"
"No","2008","Couple + C. LE 16 ","inadequately","","","","","2"
"No","2008","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","2008","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","2008","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","2008","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","2008","Couple + C. LE 16 ","higher education","","","","","2"
"Yes","2008","1-pers.-HH","in school","","","","","1"
"Yes","2008","1-pers.-HH","inadequately","","","","","1"
"Yes","2008","1-pers.-HH","general elemantary","","","","","1"
"Yes","2008","1-pers.-HH","middle vocational","","","","","1"
"Yes","2008","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","2008","1-pers.-HH","higher vocational","","","","","1"
"Yes","2008","1-pers.-HH","higher education","","","","","1"
"Yes","2008","(Married) couple without C. ","in school","","","","","1"
"Yes","2008","(Married) couple without C. ","inadequately","","","","","1"
"Yes","2008","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","2008","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","2008","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","2008","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","2008","(Married) couple without C. ","higher education","","","","","1"
"Yes","2008","Single parent ","in school","","","","","1"
"Yes","2008","Single parent ","inadequately","","","","","1"
"Yes","2008","Single parent ","general elemantary","","","","","1"
"Yes","2008","Single parent ","middle vocational","","","","","1"
"Yes","2008","Single parent ","vocational + Abi","","","","","1"
"Yes","2008","Single parent ","higher vocational","","","","","1"
"Yes","2008","Single parent ","higher education","","","","","1"
"Yes","2008","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2008","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2008","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","2008","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","2008","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2008","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","2008","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","2008","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2008","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2008","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","2008","Couple + C. GT 16 ","middle vocational","","","","","1"
"Yes","2008","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2008","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","2008","Couple + C. GT 16 ","higher education","","","","","1"
"Yes","2008","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2008","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2008","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2008","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","2008","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2008","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","2008","Couple + C. LE and GT 16","higher education","","","","","1"
"No","2009","1-pers.-HH","in school","","","","","2"
"No","2009","1-pers.-HH","inadequately","","","","","2"
"No","2009","1-pers.-HH","general elemantary","","","","","2"
"No","2009","1-pers.-HH","middle vocational","","","","","2"
"No","2009","1-pers.-HH","vocational + Abi","","","","","2"
"No","2009","1-pers.-HH","higher vocational","","","","","2"
"No","2009","1-pers.-HH","higher education","","","","","2"
"No","2009","(Married) couple without C. ","in school","","","","","2"
"No","2009","(Married) couple without C. ","inadequately","","","","","2"
"No","2009","(Married) couple without C. ","general elemantary","","","","","2"
"No","2009","(Married) couple without C. ","middle vocational","","","","","2"
"No","2009","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","2009","(Married) couple without C. ","higher vocational","","","","","2"
"No","2009","(Married) couple without C. ","higher education","","","","","2"
"No","2009","Couple + C. GT 16 ","in school","","","","","2"
"No","2009","Couple + C. GT 16 ","inadequately","","","","","2"
"No","2009","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","2009","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","2009","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","2009","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","2009","Couple + C. GT 16 ","higher education","","","","","2"
"No","2009","Couple + C. LE and GT 16","in school","","","","","2"
"No","2009","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","2009","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","2009","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","2009","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","2009","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","2009","Couple + C. LE and GT 16","higher education","","","","","2"
"No","2009","Single parent ","in school","","","","","2"
"No","2009","Single parent ","inadequately","","","","","2"
"No","2009","Single parent ","general elemantary","","","","","2"
"No","2009","Single parent ","middle vocational","","","","","2"
"No","2009","Single parent ","vocational + Abi","","","","","2"
"No","2009","Single parent ","higher vocational","","","","","2"
"No","2009","Single parent ","higher education","","","","","2"
"No","2009","Couple + C. LE 16 ","in school","","","","","2"
"No","2009","Couple + C. LE 16 ","inadequately","","","","","2"
"No","2009","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","2009","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","2009","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","2009","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","2009","Couple + C. LE 16 ","higher education","","","","","2"
"Yes","2009","1-pers.-HH","in school","","","","","1"
"Yes","2009","1-pers.-HH","inadequately","","","","","1"
"Yes","2009","1-pers.-HH","general elemantary","","","","","1"
"Yes","2009","1-pers.-HH","middle vocational","","","","","1"
"Yes","2009","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","2009","1-pers.-HH","higher vocational","","","","","1"
"Yes","2009","1-pers.-HH","higher education","","","","","1"
"Yes","2009","(Married) couple without C. ","in school","","","","","1"
"Yes","2009","(Married) couple without C. ","inadequately","","","","","1"
"Yes","2009","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","2009","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","2009","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","2009","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","2009","(Married) couple without C. ","higher education","","","","","1"
"Yes","2009","Single parent ","in school","","","","","1"
"Yes","2009","Single parent ","inadequately","","","","","1"
"Yes","2009","Single parent ","general elemantary","","","","","1"
"Yes","2009","Single parent ","middle vocational","","","","","1"
"Yes","2009","Single parent ","vocational + Abi","","","","","1"
"Yes","2009","Single parent ","higher vocational","","","","","1"
"Yes","2009","Single parent ","higher education","","","","","1"
"Yes","2009","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2009","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2009","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","2009","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","2009","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2009","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","2009","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","2009","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2009","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2009","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","2009","Couple + C. GT 16 ","middle vocational","","","","","1"
"Yes","2009","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2009","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","2009","Couple + C. GT 16 ","higher education","","","","","1"
"Yes","2009","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2009","Couple + C. LE and GT 16","inadequately","","","","","1"
"Yes","2009","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Yes","2009","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Yes","2009","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Yes","2009","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Yes","2009","Couple + C. LE and GT 16","higher education","","","","","1"
"No","2010","1-pers.-HH","in school","","","","","2"
"No","2010","1-pers.-HH","inadequately","","","","","2"
"No","2010","1-pers.-HH","general elemantary","","","","","2"
"No","2010","1-pers.-HH","middle vocational","","","","","2"
"No","2010","1-pers.-HH","vocational + Abi","","","","","2"
"No","2010","1-pers.-HH","higher vocational","","","","","2"
"No","2010","1-pers.-HH","higher education","","","","","2"
"No","2010","(Married) couple without C. ","in school","","","","","2"
"No","2010","(Married) couple without C. ","inadequately","","","","","2"
"No","2010","(Married) couple without C. ","general elemantary","","","","","2"
"No","2010","(Married) couple without C. ","middle vocational","","","","","2"
"No","2010","(Married) couple without C. ","vocational + Abi","","","","","2"
"No","2010","(Married) couple without C. ","higher vocational","","","","","2"
"No","2010","(Married) couple without C. ","higher education","","","","","2"
"No","2010","Couple + C. GT 16 ","in school","","","","","2"
"No","2010","Couple + C. GT 16 ","inadequately","","","","","2"
"No","2010","Couple + C. GT 16 ","general elemantary","","","","","2"
"No","2010","Couple + C. GT 16 ","middle vocational","","","","","2"
"No","2010","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"No","2010","Couple + C. GT 16 ","higher vocational","","","","","2"
"No","2010","Couple + C. GT 16 ","higher education","","","","","2"
"No","2010","Couple + C. LE and GT 16","in school","","","","","2"
"No","2010","Couple + C. LE and GT 16","inadequately","","","","","2"
"No","2010","Couple + C. LE and GT 16","general elemantary","","","","","2"
"No","2010","Couple + C. LE and GT 16","middle vocational","","","","","2"
"No","2010","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"No","2010","Couple + C. LE and GT 16","higher vocational","","","","","2"
"No","2010","Couple + C. LE and GT 16","higher education","","","","","2"
"No","2010","Single parent ","in school","","","","","2"
"No","2010","Single parent ","inadequately","","","","","2"
"No","2010","Single parent ","general elemantary","","","","","2"
"No","2010","Single parent ","middle vocational","","","","","2"
"No","2010","Single parent ","vocational + Abi","","","","","2"
"No","2010","Single parent ","higher vocational","","","","","2"
"No","2010","Single parent ","higher education","","","","","2"
"No","2010","Couple + C. LE 16 ","in school","","","","","2"
"No","2010","Couple + C. LE 16 ","inadequately","","","","","2"
"No","2010","Couple + C. LE 16 ","general elemantary","","","","","2"
"No","2010","Couple + C. LE 16 ","middle vocational","","","","","2"
"No","2010","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"No","2010","Couple + C. LE 16 ","higher vocational","","","","","2"
"No","2010","Couple + C. LE 16 ","higher education","","","","","2"
"Yes","2010","Single parent ","in school","","","","","1"
"Yes","2010","Single parent ","inadequately","","","","","1"
"Yes","2010","Single parent ","general elemantary","","","","","1"
"Yes","2010","Single parent ","middle vocational","","","","","1"
"Yes","2010","Single parent ","vocational + Abi","","","","","1"
"Yes","2010","Single parent ","higher vocational","","","","","1"
"Yes","2010","Single parent ","higher education","","","","","1"
"Yes","2010","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2010","Couple + C. LE 16 ","inadequately","","","","","1"
"Yes","2010","Couple + C. LE 16 ","general elemantary","","","","","1"
"Yes","2010","Couple + C. LE 16 ","middle vocational","","","","","1"
"Yes","2010","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Yes","2010","Couple + C. LE 16 ","higher vocational","","","","","1"
"Yes","2010","Couple + C. LE 16 ","higher education","","","","","1"
"Yes","2010","1-pers.-HH","in school","","","","","1"
"Yes","2010","1-pers.-HH","inadequately","","","","","1"
"Yes","2010","1-pers.-HH","general elemantary","","","","","1"
"Yes","2010","1-pers.-HH","middle vocational","","","","","1"
"Yes","2010","1-pers.-HH","vocational + Abi","","","","","1"
"Yes","2010","1-pers.-HH","higher vocational","","","","","1"
"Yes","2010","1-pers.-HH","higher education","","","","","1"
"Yes","2010","(Married) couple without C. ","in school","","","","","1"
"Yes","2010","(Married) couple without C. ","inadequately","","","","","1"
"Yes","2010","(Married) couple without C. ","general elemantary","","","","","1"
"Yes","2010","(Married) couple without C. ","middle vocational","","","","","1"
"Yes","2010","(Married) couple without C. ","vocational + Abi","","","","","1"
"Yes","2010","(Married) couple without C. ","higher vocational","","","","","1"
"Yes","2010","(Married) couple without C. ","higher education","","","","","1"
"Yes","2010","Couple + C. GT 16 ","in school","","","","","1"
"Yes","2010","Couple + C. GT 16 ","inadequately","","","","","1"
"Yes","2010","Couple + C. GT 16 ","general elemantary","","","","","1"
"Yes","2010","Couple + C. GT 16 ","middle vocational","","","","","1"
"Yes","2010","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Yes","2010","Couple + C. GT 16 ","higher vocational","","","","","1"
"Yes","2010","Couple + C. GT 16 ","higher education","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","in school","","","","","1"
"Yes","2010","Couple + C. LE and GT 16","inadequately","","","","","1"
