"plb0050","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","2017","in school","Urban Area","","","","","1"
"Yes","2017","in school","Rural Area","","","","","1"
"Yes","2017","inadequately","Urban Area","","","","","1"
"Yes","2017","inadequately","Rural Area","","","","","1"
"Yes","2017","higher education","Urban Area","","","","","1"
"No","2018","in school","Urban Area","","","","","2"
"No","2018","in school","Rural Area","","","","","2"
"No","2018","inadequately","Urban Area","","","","","2"
"No","2018","inadequately","Rural Area","","","","","2"
"No","2018","general elemantary","Urban Area","","","","","2"
"No","2018","general elemantary","Rural Area","","","","","2"
"No","2018","middle vocational","Urban Area","","","","","2"
"No","2018","middle vocational","Rural Area","","","","","2"
"No","2018","vocational + Abi","Urban Area","","","","","2"
"No","2018","vocational + Abi","Rural Area","","","","","2"
"No","2018","higher vocational","Urban Area","","","","","2"
"No","2018","higher vocational","Rural Area","","","","","2"
"No","2018","higher education","Urban Area","","","","","2"
"No","2018","higher education","Rural Area","","","","","2"
"Yes","2018","middle vocational","Rural Area","","","","","1"
"Yes","2018","vocational + Abi","Urban Area","","","","","1"
"Yes","2018","vocational + Abi","Rural Area","","","","","1"
"Yes","2018","higher education","Rural Area","","","","","1"
"Yes","2018","general elemantary","Urban Area","","","","","1"
"Yes","2018","general elemantary","Rural Area","","","","","1"
"Yes","2018","middle vocational","Urban Area","","","","","1"
"Yes","2018","higher vocational","Urban Area","","","","","1"
"Yes","2018","higher vocational","Rural Area","","","","","1"
"Yes","2018","in school","Rural Area","","","","","1"
"Yes","2018","inadequately","Urban Area","","","","","1"
"Yes","2018","in school","Urban Area","","","","","1"
"Yes","2018","higher education","Urban Area","","","","","1"
"Yes","2018","inadequately","Rural Area","","","","","1"
"No","2019","in school","Urban Area","25","","","","2"
"No","2019","in school","Rural Area","8","","","","2"
"No","2019","inadequately","Urban Area","58","0.545010773449868","0.446419573264197","0.643601973635538","2"
"No","2019","inadequately","Rural Area","24","","","","2"
"No","2019","general elemantary","Urban Area","395","0.579217138546836","0.541863186739108","0.616571090354564","2"
"No","2019","general elemantary","Rural Area","267","0.599703270642064","0.553393450661434","0.646013090622694","2"
"No","2019","middle vocational","Urban Area","1914","0.503999415627458","0.487739013502821","0.520259817752095","2"
"No","2019","middle vocational","Rural Area","1423","0.514221494827139","0.494924701651654","0.533518288002624","2"
"No","2019","vocational + Abi","Urban Area","539","0.42638456871938","0.396903284581736","0.455865852857023","2"
"No","2019","vocational + Abi","Rural Area","235","0.448959411467554","0.403156369242893","0.494762453692214","2"
"No","2019","higher vocational","Urban Area","327","0.417113020029041","0.378079573101692","0.456146466956391","2"
"No","2019","higher vocational","Rural Area","259","0.422767830880698","0.378201865179483","0.467333796581914","2"
"No","2019","higher education","Urban Area","1356","0.335451449902369","0.318793240226195","0.352109659578543","2"
"No","2019","higher education","Rural Area","566","0.394186889518554","0.366765554332819","0.421608224704289","2"
"Yes","2019","general elemantary","Urban Area","276","0.420782861453164","0.383428909645436","0.458136813260892","1"
"Yes","2019","general elemantary","Rural Area","163","0.400296729357936","0.353986909377306","0.446606549338566","1"
"Yes","2019","middle vocational","Urban Area","1718","0.496000584372542","0.479740182247905","0.512260986497179","1"
"Yes","2019","middle vocational","Rural Area","1154","0.485778505172861","0.466481711997376","0.505075298348346","1"
"Yes","2019","in school","Urban Area","14","","","","1"
"Yes","2019","in school","Rural Area","7","","","","1"
"Yes","2019","vocational + Abi","Urban Area","542","0.57361543128062","0.544134147142977","0.603096715418264","1"
"Yes","2019","vocational + Abi","Rural Area","218","0.551040588532446","0.505237546307786","0.596843630757107","1"
"Yes","2019","higher education","Rural Area","654","0.605813110481446","0.578391775295711","0.633234445667181","1"
"Yes","2019","inadequately","Urban Area","40","0.454989226550132","0.356398026364462","0.553580426735803","1"
"Yes","2019","higher vocational","Rural Area","213","0.577232169119302","0.532666203418086","0.621798134820517","1"
"Yes","2019","higher vocational","Urban Area","286","0.582886979970959","0.543853533043609","0.621920426898308","1"
"Yes","2019","inadequately","Rural Area","19","","","","1"
"Yes","2019","higher education","Urban Area","1730","0.664548550097631","0.647890340421457","0.681206759773805","1"
