"plb0050","year","education","migback","n","percent","lower_confidence","upper_confidence"
"No","2016","secondary school degree","indirect migration background","125","0.444200426195643","0.384823113114708","0.503577739276577"
"No","2016","college entrance qualification","no migration background","1417","0.357744670229553","0.342630998789299","0.372858341669807"
"No","2016","college entrance qualification","direct migration background","131","0.51339493196256","0.45453465395884","0.57225520996628"
"No","2016","college entrance qualification","indirect migration background","159","0.384955078127003","0.335104982774176","0.434805173479831"
"No","2016","Other degree","no migration background","30","0.520607408903167","0.38213478555079","0.659080032255545"
"No","2016","Other degree","direct migration background","1053","0.558359684397243","0.535804331051015","0.580915037743471"
"No","2016","Other degree","indirect migration background","20","","",""
"No","2016","no degree/no degree yet","no migration background","55","0.584238830897288","0.477564890752361","0.690912771042215"
"No","2016","no degree/no degree yet","direct migration background","82","0.6387116839998","0.556451091744788","0.720972276254813"
"No","2016","no degree/no degree yet","indirect migration background","19","","",""
"Yes","2017","lower secondary degree","no migration background","","","",""
"Yes","2017","lower secondary degree","direct migration background","","","",""
"Yes","2017","lower secondary degree","indirect migration background","","","",""
"Yes","2017","secondary school degree","no migration background","","","",""
"Yes","2017","secondary school degree","direct migration background","","","",""
"Yes","2017","secondary school degree","indirect migration background","","","",""
"Yes","2017","college entrance qualification","no migration background","","","",""
"Yes","2017","college entrance qualification","direct migration background","","","",""
"Yes","2017","college entrance qualification","indirect migration background","","","",""
"Yes","2017","Other degree","no migration background","","","",""
"Yes","2017","Other degree","direct migration background","","","",""
"Yes","2017","Other degree","indirect migration background","","","",""
"Yes","2017","no degree/no degree yet","no migration background","","","",""
"Yes","2017","no degree/no degree yet","direct migration background","","","",""
"Yes","2017","no degree/no degree yet","indirect migration background","","","",""
"No","2017","lower secondary degree","no migration background","","","",""
"No","2017","lower secondary degree","direct migration background","","","",""
"No","2017","lower secondary degree","indirect migration background","","","",""
"No","2017","secondary school degree","no migration background","","","",""
"No","2017","secondary school degree","direct migration background","","","",""
"No","2017","secondary school degree","indirect migration background","","","",""
"No","2017","college entrance qualification","no migration background","","","",""
"No","2017","college entrance qualification","direct migration background","","","",""
"No","2017","college entrance qualification","indirect migration background","","","",""
"No","2017","Other degree","no migration background","","","",""
"No","2017","Other degree","direct migration background","","","",""
"No","2017","Other degree","indirect migration background","","","",""
"No","2017","no degree/no degree yet","no migration background","","","",""
"No","2017","no degree/no degree yet","direct migration background","","","",""
"No","2017","no degree/no degree yet","indirect migration background","","","",""
"Yes","2018","lower secondary degree","no migration background","","","",""
"Yes","2018","lower secondary degree","direct migration background","","","",""
"Yes","2018","lower secondary degree","indirect migration background","","","",""
"Yes","2018","secondary school degree","no migration background","","","",""
"Yes","2018","secondary school degree","direct migration background","","","",""
"Yes","2018","secondary school degree","indirect migration background","","","",""
"Yes","2018","college entrance qualification","no migration background","","","",""
"Yes","2018","college entrance qualification","direct migration background","","","",""
"Yes","2018","college entrance qualification","indirect migration background","","","",""
"Yes","2018","Other degree","no migration background","","","",""
"Yes","2018","Other degree","direct migration background","","","",""
"Yes","2018","Other degree","indirect migration background","","","",""
"Yes","2018","no degree/no degree yet","no migration background","","","",""
"Yes","2018","no degree/no degree yet","direct migration background","","","",""
"Yes","2018","no degree/no degree yet","indirect migration background","","","",""
"No","2018","lower secondary degree","no migration background","","","",""
"No","2018","lower secondary degree","direct migration background","","","",""
"No","2018","lower secondary degree","indirect migration background","","","",""
"No","2018","secondary school degree","no migration background","","","",""
"No","2018","secondary school degree","direct migration background","","","",""
"No","2018","secondary school degree","indirect migration background","","","",""
"No","2018","college entrance qualification","no migration background","","","",""
"No","2018","college entrance qualification","direct migration background","","","",""
"No","2018","college entrance qualification","indirect migration background","","","",""
"No","2018","Other degree","no migration background","","","",""
"No","2018","Other degree","direct migration background","","","",""
"No","2018","Other degree","indirect migration background","","","",""
"No","2018","no degree/no degree yet","no migration background","","","",""
"No","2018","no degree/no degree yet","direct migration background","","","",""
"No","2018","no degree/no degree yet","indirect migration background","","","",""
"Yes","2019","lower secondary degree","no migration background","795","0.447558811770285","0.425129539779957","0.469988083760613"
"Yes","2019","lower secondary degree","direct migration background","101","0.454153129786369","0.388059985668212","0.520246273904526"
"Yes","2019","lower secondary degree","indirect migration background","93","0.536156103620592","0.466868888958644","0.60544331828254"
"Yes","2019","secondary school degree","no migration background","2055","0.522095268509187","0.507320798311926","0.536869738706449"
"Yes","2019","secondary school degree","direct migration background","86","0.48508838842774","0.415120810909373","0.555055965946108"
"Yes","2019","secondary school degree","indirect migration background","162","0.534293282977396","0.479381623576135","0.589204942378657"
"Yes","2019","college entrance qualification","no migration background","2807","0.627286366089314","0.614102298396383","0.640470433782245"
"Yes","2019","college entrance qualification","direct migration background","140","0.50255117144596","0.445202809657963","0.559899533233957"
"Yes","2019","college entrance qualification","indirect migration background","232","0.588522313915189","0.544267970915021","0.632776656915358"
"Yes","2019","Other degree","no migration background","26","","",""
"Yes","2019","Other degree","direct migration background","681","0.490677608753549","0.4650259797676","0.516329237739497"
"Yes","2019","Other degree","indirect migration background","16","","",""
"Yes","2019","no degree/no degree yet","no migration background","37","0.401019419053942","0.311052108415162","0.490986729692721"
"Yes","2019","no degree/no degree yet","direct migration background","45","0.550490742373965","0.453954067623648","0.647027417124281"
"Yes","2019","no degree/no degree yet","indirect migration background","10","","",""
"No","2019","lower secondary degree","no migration background","1093","0.552441188229715","0.530011916239387","0.574870460220043"
"No","2019","lower secondary degree","direct migration background","117","0.545846870213631","0.479753726095474","0.611940014331788"
"No","2019","lower secondary degree","indirect migration background","106","0.463843896379408","0.39455668171746","0.533131111041356"
"No","2019","secondary school degree","no migration background","2336","0.477904731490813","0.463130261293551","0.492679201688074"
"No","2019","secondary school degree","direct migration background","110","0.51491161157226","0.444944034053892","0.584879189090627"
"No","2019","secondary school degree","indirect migration background","155","0.465706717022604","0.410795057621343","0.520618376423865"
"No","2019","college entrance qualification","no migration background","2360","0.372713633910686","0.359529566217755","0.385897701603617"
"No","2019","college entrance qualification","direct migration background","152","0.49744882855404","0.440100466766043","0.554797190342037"
"No","2019","college entrance qualification","indirect migration background","243","0.411477686084811","0.367223343084643","0.455732029084979"
"No","2019","Other degree","no migration background","38","0.423493034314153","0.302437814891282","0.544548253737024"
"No","2019","Other degree","direct migration background","778","0.509322391246451","0.483670762260503","0.5349740202324"
"No","2019","Other degree","indirect migration background","16","","",""
"No","2019","no degree/no degree yet","no migration background","77","0.598980580946058","0.509013270307279","0.688947891584838"
"No","2019","no degree/no degree yet","direct migration background","57","0.449509257626035","0.352972582875719","0.546045932376352"
"No","2019","no degree/no degree yet","indirect migration background","16","","",""
