"plb0050","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","2005","Thuringia","no migration background","","","","","1"
"Yes","2005","Thuringia","direct migration background","","","","","1"
"Yes","2005","Thuringia","indirect migration background","","","","","1"
"No","2006","Schleswig-Holstein","indirect migration background","5","","","","2"
"No","2006","Hamburg","no migration background","78","0.560254419149229","0.477739196054813","0.642769642243645","2"
"No","2006","Hamburg","indirect migration background","1","","","","2"
"No","2006","Lower Saxony","no migration background","461","0.486511728634599","0.454542863735098","0.5184805935341","2"
"No","2006","Lower Saxony","direct migration background","56","0.485472669421821","0.392074499744522","0.578870839099119","2"
"No","2006","Lower Saxony","indirect migration background","12","","","","2"
"No","2006","Bremen","no migration background","28","","","","2"
"No","2006","Berlin","direct migration background","19","","","","2"
"No","2006","Berlin","indirect migration background","9","","","","2"
"No","2006","Brandenburg","no migration background","238","0.520657001978625","0.475777950942367","0.565536053014883","2"
"No","2006","Schleswig-Holstein","no migration background","164","0.502724224822018","0.448696870606315","0.556751579037722","2"
"No","2006","Schleswig-Holstein","direct migration background","17","","","","2"
"No","2006","Hamburg","direct migration background","6","","","","2"
"No","2006","Brandenburg","direct migration background","3","","","","2"
"No","2006","Brandenburg","indirect migration background","1","","","","2"
"No","2006","Bremen","direct migration background","2","","","","2"
"No","2006","Bremen","indirect migration background","1","","","","2"
"No","2006","North Rhine-Westphalia","direct migration background","168","0.521843048588202","0.46920918750484","0.574476909671564","2"
"No","2006","North Rhine-Westphalia","indirect migration background","66","0.443386466068858","0.358957714446053","0.527815217691664","2"
"No","2006","Bavaria","direct migration background","91","0.509308171793818","0.437848025436994","0.580768318150642","2"
"No","2006","Bavaria","indirect migration background","46","0.567513449309264","0.45962375467008","0.675403143948448","2"
"No","2006","Berlin","no migration background","181","0.506267191512979","0.45708716900924","0.555447214016717","2"
"No","2006","North Rhine-Westphalia","no migration background","898","0.455407869010762","0.433576667412458","0.477239070609066","2"
"No","2006","Hesse","no migration background","317","0.439967836270421","0.403481501376499","0.476454171164343","2"
"No","2006","Hesse","direct migration background","58","0.544817903341369","0.454966397775224","0.634669408907513","2"
"No","2006","Hesse","indirect migration background","24","","","","2"
"No","2006","Rhineland-Palatinate,Saarland","no migration background","301","0.54286193967757","0.503067881268769","0.58265599808637","2"
"No","2006","Rhineland-Palatinate,Saarland","direct migration background","59","0.582937672833153","0.487249216681114","0.678626128985192","2"
"No","2006","Baden-Württemberg","direct migration background","107","0.435704511756262","0.376559853537316","0.494849169975208","2"
"No","2006","Baden-Württemberg","indirect migration background","55","0.434929047360572","0.345100193502244","0.5247579012189","2"
"No","2006","Bavaria","no migration background","753","0.491913057572642","0.467112592110815","0.516713523034468","2"
"No","2006","Mecklenburg-Western Pomerania","no migration background","140","0.545820940320741","0.486650842255364","0.604991038386118","2"
"No","2006","Mecklenburg-Western Pomerania","direct migration background","2","","","","2"
"No","2006","Mecklenburg-Western Pomerania","indirect migration background","1","","","","2"
"No","2006","Saxony","no migration background","454","0.519678365411833","0.485586206069892","0.553770524753774","2"
"No","2006","Rhineland-Palatinate,Saarland","indirect migration background","16","","","","2"
"No","2006","Baden-Württemberg","no migration background","569","0.467834632086328","0.439304837432205","0.496364426740451","2"
"No","2006","Saxony","direct migration background","4","","","","2"
"No","2006","Saxony","indirect migration background","2","","","","2"
"No","2006","Saxony-Anhalt","no migration background","246","0.609510457788309","0.564334812109325","0.654686103467292","2"
"No","2006","Saxony-Anhalt","direct migration background","3","","","","2"
"No","2006","Saxony-Anhalt","indirect migration background","1","","","","2"
"No","2006","Thuringia","no migration background","272","0.64359845506298","0.600482679196067","0.686714230929893","2"
"No","2006","Thuringia","direct migration background","1","","","","2"
"No","2006","Thuringia","indirect migration background","3","","","","2"
"Yes","2006","Schleswig-Holstein","no migration background","165","0.497275775177982","0.443248420962278","0.551303129393685","1"
"Yes","2006","Schleswig-Holstein","direct migration background","10","","","","1"
"Yes","2006","Schleswig-Holstein","indirect migration background","4","","","","1"
"Yes","2006","Hamburg","no migration background","61","0.439745580850771","0.357230357756355","0.522260803945187","1"
"Yes","2006","Hesse","indirect migration background","33","0.521007833206504","0.391320668603452","0.650694997809555","1"
"Yes","2006","Rhineland-Palatinate,Saarland","no migration background","301","0.45713806032243","0.41734400191363","0.49693211873123","1"
"Yes","2006","Hamburg","direct migration background","6","","","","1"
"Yes","2006","Hamburg","indirect migration background","2","","","","1"
"Yes","2006","Lower Saxony","no migration background","478","0.513488271365401","0.4815194064659","0.545457136264902","1"
"Yes","2006","Lower Saxony","direct migration background","54","0.514527330578179","0.421129160900881","0.607925500255478","1"
"Yes","2006","Lower Saxony","indirect migration background","13","","","","1"
"Yes","2006","Bremen","no migration background","39","0.477925519452819","0.358318399614053","0.597532639291585","1"
"Yes","2006","Bremen","direct migration background","4","","","","1"
"Yes","2006","Bremen","indirect migration background","2","","","","1"
"Yes","2006","North Rhine-Westphalia","no migration background","1101","0.544592130989238","0.522760929390934","0.566423332587542","1"
"Yes","2006","North Rhine-Westphalia","direct migration background","178","0.478156951411798","0.425523090328436","0.53079081249516","1"
"Yes","2006","North Rhine-Westphalia","indirect migration background","67","0.556613533931142","0.472184782308336","0.641042285553947","1"
"Yes","2006","Hesse","no migration background","394","0.560032163729579","0.523545828835657","0.596518498623501","1"
"Yes","2006","Hesse","direct migration background","60","0.455182096658631","0.365330591092487","0.545033602224776","1"
"Yes","2006","Rhineland-Palatinate,Saarland","direct migration background","43","0.417062327166847","0.321373871014808","0.512750783318886","1"
"Yes","2006","Rhineland-Palatinate,Saarland","indirect migration background","10","","","","1"
"Yes","2006","Baden-Württemberg","no migration background","606","0.532165367913672","0.503635573259549","0.560695162567795","1"
"Yes","2006","Baden-Württemberg","direct migration background","163","0.564295488243738","0.505150830024792","0.623440146462684","1"
"Yes","2006","Baden-Württemberg","indirect migration background","62","0.565070952639428","0.475242098781101","0.654899806497756","1"
"Yes","2006","Bavaria","no migration background","808","0.508086942427358","0.483286476965531","0.532887407889185","1"
"Yes","2006","Bavaria","direct migration background","97","0.490691828206182","0.419231681849358","0.562151974563006","1"
"Yes","2006","Bavaria","indirect migration background","35","0.432486550690736","0.324596856051552","0.540376245329919","1"
"Yes","2006","Berlin","no migration background","216","0.493732808487021","0.444552785983283","0.54291283099076","1"
"Yes","2006","Berlin","direct migration background","11","","","","1"
"Yes","2006","Berlin","indirect migration background","7","","","","1"
"Yes","2006","Brandenburg","no migration background","238","0.479342998021375","0.434463946985117","0.524222049057633","1"
"Yes","2006","Brandenburg","direct migration background","1","","","","1"
"Yes","2006","Brandenburg","indirect migration background","1","","","","1"
"Yes","2006","Mecklenburg-Western Pomerania","no migration background","132","0.454179059679259","0.395008961613882","0.513349157744636","1"
"Yes","2006","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2006","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2006","Saxony","no migration background","371","0.480321634588167","0.446229475246226","0.514413793930109","1"
"Yes","2006","Saxony","direct migration background","4","","","","1"
"Yes","2006","Saxony","indirect migration background","","","","","1"
"Yes","2006","Saxony-Anhalt","no migration background","202","0.390489542211691","0.345313896532708","0.435665187890675","1"
"Yes","2006","Saxony-Anhalt","direct migration background","3","","","","1"
"Yes","2006","Saxony-Anhalt","indirect migration background","1","","","","1"
"Yes","2006","Thuringia","no migration background","202","0.35640154493702","0.313285769070107","0.399517320803933","1"
"Yes","2006","Thuringia","direct migration background","1","","","","1"
"Yes","2006","Thuringia","indirect migration background","3","","","","1"
"No","2007","Schleswig-Holstein","no migration background","","","","","2"
"No","2007","Schleswig-Holstein","direct migration background","","","","","2"
"No","2007","Schleswig-Holstein","indirect migration background","","","","","2"
"No","2007","Hamburg","direct migration background","","","","","2"
"No","2007","Hamburg","indirect migration background","","","","","2"
"No","2007","Lower Saxony","no migration background","","","","","2"
"No","2007","Lower Saxony","direct migration background","","","","","2"
"No","2007","Lower Saxony","indirect migration background","","","","","2"
"No","2007","Bremen","no migration background","","","","","2"
"No","2007","Berlin","direct migration background","","","","","2"
"No","2007","Brandenburg","indirect migration background","","","","","2"
"No","2007","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"No","2007","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","2007","Saxony","no migration background","","","","","2"
"No","2007","Hamburg","no migration background","","","","","2"
"No","2007","Berlin","indirect migration background","","","","","2"
"No","2007","Brandenburg","no migration background","","","","","2"
"No","2007","Brandenburg","direct migration background","","","","","2"
"No","2007","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","2007","Bremen","direct migration background","","","","","2"
"No","2007","Bremen","indirect migration background","","","","","2"
"No","2007","North Rhine-Westphalia","no migration background","","","","","2"
"No","2007","North Rhine-Westphalia","direct migration background","","","","","2"
"No","2007","North Rhine-Westphalia","indirect migration background","","","","","2"
"No","2007","Bavaria","direct migration background","","","","","2"
"No","2007","Bavaria","indirect migration background","","","","","2"
"No","2007","Berlin","no migration background","","","","","2"
"No","2007","Hesse","no migration background","","","","","2"
"No","2007","Hesse","direct migration background","","","","","2"
"No","2007","Hesse","indirect migration background","","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"No","2007","Baden-Württemberg","direct migration background","","","","","2"
"No","2007","Baden-Württemberg","indirect migration background","","","","","2"
"No","2007","Bavaria","no migration background","","","","","2"
"No","2007","Saxony","direct migration background","","","","","2"
"No","2007","Saxony","indirect migration background","","","","","2"
"No","2007","Saxony-Anhalt","no migration background","","","","","2"
"No","2007","Saxony-Anhalt","direct migration background","","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"No","2007","Baden-Württemberg","no migration background","","","","","2"
"No","2007","Saxony-Anhalt","indirect migration background","","","","","2"
"No","2007","Thuringia","no migration background","","","","","2"
"No","2007","Thuringia","direct migration background","","","","","2"
"No","2007","Thuringia","indirect migration background","","","","","2"
"Yes","2007","Schleswig-Holstein","no migration background","","","","","1"
"Yes","2007","Schleswig-Holstein","direct migration background","","","","","1"
"Yes","2007","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","2007","Hamburg","no migration background","","","","","1"
"Yes","2007","Hesse","indirect migration background","","","","","1"
"Yes","2007","Hamburg","direct migration background","","","","","1"
"Yes","2007","Hamburg","indirect migration background","","","","","1"
"Yes","2007","Lower Saxony","no migration background","","","","","1"
"Yes","2007","Lower Saxony","direct migration background","","","","","1"
"Yes","2007","Lower Saxony","indirect migration background","","","","","1"
"Yes","2007","Bremen","no migration background","","","","","1"
"Yes","2007","Bremen","direct migration background","","","","","1"
"Yes","2007","Bremen","indirect migration background","","","","","1"
"Yes","2007","North Rhine-Westphalia","no migration background","","","","","1"
"Yes","2007","North Rhine-Westphalia","direct migration background","","","","","1"
"Yes","2007","North Rhine-Westphalia","indirect migration background","","","","","1"
"Yes","2007","Hesse","no migration background","","","","","1"
"Yes","2007","Hesse","direct migration background","","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Yes","2007","Baden-Württemberg","no migration background","","","","","1"
"Yes","2007","Baden-Württemberg","direct migration background","","","","","1"
"Yes","2007","Baden-Württemberg","indirect migration background","","","","","1"
"Yes","2007","Bavaria","no migration background","","","","","1"
"Yes","2007","Bavaria","direct migration background","","","","","1"
"Yes","2007","Bavaria","indirect migration background","","","","","1"
"Yes","2007","Berlin","no migration background","","","","","1"
"Yes","2007","Berlin","direct migration background","","","","","1"
"Yes","2007","Berlin","indirect migration background","","","","","1"
"Yes","2007","Brandenburg","no migration background","","","","","1"
"Yes","2007","Brandenburg","direct migration background","","","","","1"
"Yes","2007","Brandenburg","indirect migration background","","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2007","Saxony","no migration background","","","","","1"
"Yes","2007","Saxony","direct migration background","","","","","1"
"Yes","2007","Saxony","indirect migration background","","","","","1"
"Yes","2007","Saxony-Anhalt","no migration background","","","","","1"
"Yes","2007","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","2007","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2007","Thuringia","no migration background","","","","","1"
"Yes","2007","Thuringia","direct migration background","","","","","1"
"Yes","2007","Thuringia","indirect migration background","","","","","1"
"No","2008","Schleswig-Holstein","no migration background","","","","","2"
"No","2008","Schleswig-Holstein","direct migration background","","","","","2"
"No","2008","Schleswig-Holstein","indirect migration background","","","","","2"
"No","2008","Hamburg","no migration background","","","","","2"
"No","2008","Hamburg","direct migration background","","","","","2"
"No","2008","Hamburg","indirect migration background","","","","","2"
"No","2008","Lower Saxony","no migration background","","","","","2"
"No","2008","Lower Saxony","direct migration background","","","","","2"
"No","2008","Lower Saxony","indirect migration background","","","","","2"
"No","2008","Bremen","no migration background","","","","","2"
"No","2008","Bremen","direct migration background","","","","","2"
"No","2008","North Rhine-Westphalia","direct migration background","","","","","2"
"No","2008","Berlin","direct migration background","","","","","2"
"No","2008","Berlin","indirect migration background","","","","","2"
"No","2008","Brandenburg","no migration background","","","","","2"
"No","2008","Brandenburg","direct migration background","","","","","2"
"No","2008","Brandenburg","indirect migration background","","","","","2"
"No","2008","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"No","2008","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","2008","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","2008","Saxony","no migration background","","","","","2"
"No","2008","Bremen","indirect migration background","","","","","2"
"No","2008","North Rhine-Westphalia","no migration background","","","","","2"
"No","2008","North Rhine-Westphalia","indirect migration background","","","","","2"
"No","2008","Hesse","no migration background","","","","","2"
"No","2008","Hesse","direct migration background","","","","","2"
"No","2008","Hesse","indirect migration background","","","","","2"
"No","2008","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"No","2008","Baden-Württemberg","direct migration background","","","","","2"
"No","2008","Baden-Württemberg","indirect migration background","","","","","2"
"No","2008","Bavaria","direct migration background","","","","","2"
"No","2008","Bavaria","indirect migration background","","","","","2"
"No","2008","Berlin","no migration background","","","","","2"
"No","2008","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"No","2008","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"No","2008","Baden-Württemberg","no migration background","","","","","2"
"No","2008","Bavaria","no migration background","","","","","2"
"No","2008","Saxony","direct migration background","","","","","2"
"No","2008","Saxony","indirect migration background","","","","","2"
"No","2008","Saxony-Anhalt","no migration background","","","","","2"
"No","2008","Saxony-Anhalt","direct migration background","","","","","2"
"No","2008","Saxony-Anhalt","indirect migration background","","","","","2"
"No","2008","Thuringia","no migration background","","","","","2"
"No","2008","Thuringia","direct migration background","","","","","2"
"No","2008","Thuringia","indirect migration background","","","","","2"
"Yes","2008","Schleswig-Holstein","no migration background","","","","","1"
"Yes","2008","Schleswig-Holstein","direct migration background","","","","","1"
"Yes","2008","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","2008","Hamburg","no migration background","","","","","1"
"Yes","2008","Hesse","indirect migration background","","","","","1"
"Yes","2008","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Yes","2008","Baden-Württemberg","no migration background","","","","","1"
"Yes","2008","Baden-Württemberg","direct migration background","","","","","1"
"Yes","2008","Hamburg","direct migration background","","","","","1"
"Yes","2008","Hamburg","indirect migration background","","","","","1"
"Yes","2008","Lower Saxony","no migration background","","","","","1"
"Yes","2008","Lower Saxony","direct migration background","","","","","1"
"Yes","2008","Lower Saxony","indirect migration background","","","","","1"
"Yes","2008","Bremen","no migration background","","","","","1"
"Yes","2008","Bremen","direct migration background","","","","","1"
"Yes","2008","Bremen","indirect migration background","","","","","1"
"Yes","2008","North Rhine-Westphalia","no migration background","","","","","1"
"Yes","2008","North Rhine-Westphalia","direct migration background","","","","","1"
"Yes","2008","North Rhine-Westphalia","indirect migration background","","","","","1"
"Yes","2008","Hesse","no migration background","","","","","1"
"Yes","2008","Hesse","direct migration background","","","","","1"
"Yes","2008","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Yes","2008","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Yes","2008","Baden-Württemberg","indirect migration background","","","","","1"
"Yes","2008","Bavaria","no migration background","","","","","1"
"Yes","2008","Bavaria","direct migration background","","","","","1"
"Yes","2008","Bavaria","indirect migration background","","","","","1"
"Yes","2008","Berlin","no migration background","","","","","1"
"Yes","2008","Berlin","direct migration background","","","","","1"
"Yes","2008","Berlin","indirect migration background","","","","","1"
"Yes","2008","Brandenburg","no migration background","","","","","1"
"Yes","2008","Brandenburg","direct migration background","","","","","1"
"Yes","2008","Brandenburg","indirect migration background","","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2008","Saxony","no migration background","","","","","1"
"Yes","2008","Saxony","direct migration background","","","","","1"
"Yes","2008","Saxony","indirect migration background","","","","","1"
"Yes","2008","Saxony-Anhalt","no migration background","","","","","1"
"Yes","2008","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","2008","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2008","Thuringia","no migration background","","","","","1"
"Yes","2008","Thuringia","direct migration background","","","","","1"
"Yes","2008","Thuringia","indirect migration background","","","","","1"
"No","2009","Schleswig-Holstein","no migration background","","","","","2"
"No","2009","Schleswig-Holstein","direct migration background","","","","","2"
"No","2009","Hamburg","direct migration background","","","","","2"
"No","2009","Hamburg","indirect migration background","","","","","2"
"No","2009","Lower Saxony","no migration background","","","","","2"
"No","2009","Lower Saxony","direct migration background","","","","","2"
"No","2009","Lower Saxony","indirect migration background","","","","","2"
"No","2009","Bremen","no migration background","","","","","2"
"No","2009","North Rhine-Westphalia","direct migration background","","","","","2"
"No","2009","Schleswig-Holstein","indirect migration background","","","","","2"
"No","2009","Hamburg","no migration background","","","","","2"
"No","2009","Bremen","direct migration background","","","","","2"
"No","2009","Bremen","indirect migration background","","","","","2"
"No","2009","North Rhine-Westphalia","no migration background","","","","","2"
"No","2009","North Rhine-Westphalia","indirect migration background","","","","","2"
"No","2009","Hesse","no migration background","","","","","2"
"No","2009","Hesse","direct migration background","","","","","2"
"No","2009","Hesse","indirect migration background","","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"No","2009","Berlin","direct migration background","","","","","2"
"No","2009","Berlin","indirect migration background","","","","","2"
"No","2009","Brandenburg","no migration background","","","","","2"
"No","2009","Brandenburg","direct migration background","","","","","2"
"No","2009","Brandenburg","indirect migration background","","","","","2"
"No","2009","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"No","2009","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","2009","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","2009","Saxony","no migration background","","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"No","2009","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"No","2009","Baden-Württemberg","no migration background","","","","","2"
"No","2009","Baden-Württemberg","direct migration background","","","","","2"
"No","2009","Baden-Württemberg","indirect migration background","","","","","2"
"No","2009","Bavaria","direct migration background","","","","","2"
"No","2009","Bavaria","indirect migration background","","","","","2"
"No","2009","Berlin","no migration background","","","","","2"
"No","2009","Bavaria","no migration background","","","","","2"
"No","2009","Saxony","direct migration background","","","","","2"
"No","2009","Saxony","indirect migration background","","","","","2"
"No","2009","Saxony-Anhalt","no migration background","","","","","2"
"No","2009","Saxony-Anhalt","direct migration background","","","","","2"
"No","2009","Saxony-Anhalt","indirect migration background","","","","","2"
"No","2009","Thuringia","no migration background","","","","","2"
"No","2009","Thuringia","direct migration background","","","","","2"
"No","2009","Thuringia","indirect migration background","","","","","2"
"Yes","2009","Schleswig-Holstein","no migration background","","","","","1"
"Yes","2009","Schleswig-Holstein","direct migration background","","","","","1"
"Yes","2009","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","2009","Hamburg","no migration background","","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Yes","2009","Baden-Württemberg","no migration background","","","","","1"
"Yes","2009","Hesse","indirect migration background","","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Yes","2009","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Yes","2009","Baden-Württemberg","direct migration background","","","","","1"
"Yes","2009","Baden-Württemberg","indirect migration background","","","","","1"
"Yes","2009","Bavaria","no migration background","","","","","1"
"Yes","2009","Bavaria","direct migration background","","","","","1"
"Yes","2009","Bavaria","indirect migration background","","","","","1"
"Yes","2009","Hamburg","direct migration background","","","","","1"
"Yes","2009","Hamburg","indirect migration background","","","","","1"
"Yes","2009","Lower Saxony","no migration background","","","","","1"
"Yes","2009","Lower Saxony","direct migration background","","","","","1"
"Yes","2009","Lower Saxony","indirect migration background","","","","","1"
"Yes","2009","Bremen","no migration background","","","","","1"
"Yes","2009","Bremen","direct migration background","","","","","1"
"Yes","2009","Bremen","indirect migration background","","","","","1"
"Yes","2009","North Rhine-Westphalia","no migration background","","","","","1"
"Yes","2009","North Rhine-Westphalia","direct migration background","","","","","1"
"Yes","2009","North Rhine-Westphalia","indirect migration background","","","","","1"
"Yes","2009","Hesse","no migration background","","","","","1"
"Yes","2009","Hesse","direct migration background","","","","","1"
"Yes","2009","Berlin","no migration background","","","","","1"
"Yes","2009","Berlin","direct migration background","","","","","1"
"Yes","2009","Berlin","indirect migration background","","","","","1"
"Yes","2009","Brandenburg","no migration background","","","","","1"
"Yes","2009","Brandenburg","direct migration background","","","","","1"
"Yes","2009","Brandenburg","indirect migration background","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2009","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2009","Saxony","no migration background","","","","","1"
"Yes","2009","Saxony","direct migration background","","","","","1"
"Yes","2009","Saxony","indirect migration background","","","","","1"
"Yes","2009","Saxony-Anhalt","no migration background","","","","","1"
"Yes","2009","Saxony-Anhalt","direct migration background","","","","","1"
"Yes","2009","Saxony-Anhalt","indirect migration background","","","","","1"
"Yes","2009","Thuringia","no migration background","","","","","1"
"Yes","2009","Thuringia","direct migration background","","","","","1"
"Yes","2009","Thuringia","indirect migration background","","","","","1"
"No","2010","Schleswig-Holstein","no migration background","","","","","2"
"No","2010","Schleswig-Holstein","direct migration background","","","","","2"
"No","2010","Schleswig-Holstein","indirect migration background","","","","","2"
"No","2010","Hamburg","no migration background","","","","","2"
"No","2010","Hamburg","direct migration background","","","","","2"
"No","2010","Hamburg","indirect migration background","","","","","2"
"No","2010","Lower Saxony","no migration background","","","","","2"
"No","2010","Lower Saxony","direct migration background","","","","","2"
"No","2010","Lower Saxony","indirect migration background","","","","","2"
"No","2010","Bremen","no migration background","","","","","2"
"No","2010","Bremen","direct migration background","","","","","2"
"No","2010","Bremen","indirect migration background","","","","","2"
"No","2010","North Rhine-Westphalia","no migration background","","","","","2"
"No","2010","North Rhine-Westphalia","direct migration background","","","","","2"
"No","2010","North Rhine-Westphalia","indirect migration background","","","","","2"
"No","2010","Hesse","no migration background","","","","","2"
"No","2010","Hesse","direct migration background","","","","","2"
"No","2010","Hesse","indirect migration background","","","","","2"
"No","2010","Berlin","direct migration background","","","","","2"
"No","2010","Berlin","indirect migration background","","","","","2"
"No","2010","Brandenburg","no migration background","","","","","2"
"No","2010","Brandenburg","direct migration background","","","","","2"
"No","2010","Brandenburg","indirect migration background","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","no migration background","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"No","2010","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"No","2010","Saxony","no migration background","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","no migration background","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"No","2010","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"No","2010","Baden-Württemberg","no migration background","","","","","2"
"No","2010","Baden-Württemberg","direct migration background","","","","","2"
"No","2010","Bavaria","direct migration background","","","","","2"
"No","2010","Bavaria","indirect migration background","","","","","2"
"No","2010","Berlin","no migration background","","","","","2"
"No","2010","Baden-Württemberg","indirect migration background","","","","","2"
"No","2010","Bavaria","no migration background","","","","","2"
"No","2010","Saxony","direct migration background","","","","","2"
"No","2010","Saxony","indirect migration background","","","","","2"
"No","2010","Saxony-Anhalt","no migration background","","","","","2"
"No","2010","Saxony-Anhalt","direct migration background","","","","","2"
"No","2010","Saxony-Anhalt","indirect migration background","","","","","2"
"No","2010","Thuringia","no migration background","","","","","2"
"No","2010","Thuringia","direct migration background","","","","","2"
"No","2010","Thuringia","indirect migration background","","","","","2"
"Yes","2010","Schleswig-Holstein","no migration background","","","","","1"
"Yes","2010","Schleswig-Holstein","direct migration background","","","","","1"
"Yes","2010","Schleswig-Holstein","indirect migration background","","","","","1"
"Yes","2010","Hamburg","no migration background","","","","","1"
"Yes","2010","Hamburg","direct migration background","","","","","1"
"Yes","2010","Hamburg","indirect migration background","","","","","1"
"Yes","2010","Lower Saxony","no migration background","","","","","1"
"Yes","2010","Lower Saxony","direct migration background","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Yes","2010","Baden-Württemberg","no migration background","","","","","1"
"Yes","2010","Hesse","indirect migration background","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Yes","2010","Baden-Württemberg","direct migration background","","","","","1"
"Yes","2010","Baden-Württemberg","indirect migration background","","","","","1"
"Yes","2010","Bavaria","no migration background","","","","","1"
"Yes","2010","Bavaria","direct migration background","","","","","1"
"Yes","2010","Bavaria","indirect migration background","","","","","1"
"Yes","2010","Lower Saxony","indirect migration background","","","","","1"
"Yes","2010","Bremen","no migration background","","","","","1"
"Yes","2010","Bremen","direct migration background","","","","","1"
"Yes","2010","Bremen","indirect migration background","","","","","1"
"Yes","2010","North Rhine-Westphalia","no migration background","","","","","1"
"Yes","2010","North Rhine-Westphalia","direct migration background","","","","","1"
"Yes","2010","North Rhine-Westphalia","indirect migration background","","","","","1"
"Yes","2010","Hesse","no migration background","","","","","1"
"Yes","2010","Hesse","direct migration background","","","","","1"
"Yes","2010","Berlin","no migration background","","","","","1"
"Yes","2010","Berlin","direct migration background","","","","","1"
"Yes","2010","Berlin","indirect migration background","","","","","1"
"Yes","2010","Brandenburg","no migration background","","","","","1"
"Yes","2010","Brandenburg","direct migration background","","","","","1"
"Yes","2010","Brandenburg","indirect migration background","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Yes","2010","Saxony","no migration background","","","","","1"
"Yes","2010","Saxony","direct migration background","","","","","1"
"Yes","2010","Saxony","indirect migration background","","","","","1"
"Yes","2010","Saxony-Anhalt","no migration background","","","","","1"
