"pli0081","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Daily","1994","Couple + C. GT 16 ","higher vocational","","","","","1"
"Daily","1994","Couple + C. GT 16 ","higher education","","","","","1"
"Daily","1994","Couple + C. LE and GT 16","in school","","","","","1"
"Daily","1994","Couple + C. LE and GT 16","inadequately","","","","","1"
"Daily","1994","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Daily","1994","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Daily","1994","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","1994","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Daily","1994","Couple + C. LE and GT 16","higher education","","","","","1"
"Min 1x per month","1994","Couple + C. LE and GT 16","middle vocational","","","","","3"
"Min 1x per month","1994","Couple + C. LE and GT 16","vocational + Abi","","","","","3"
"Min 1x per month","1994","Couple + C. LE 16 ","middle vocational","","","","","3"
"Min 1x per month","1994","Couple + C. LE 16 ","vocational + Abi","","","","","3"
"Min 1x per month","1994","Couple + C. LE 16 ","higher vocational","","","","","3"
"Min 1x per month","1994","1-pers.-HH","in school","","","","","3"
"Min 1x per month","1994","1-pers.-HH","inadequately","","","","","3"
"Min 1x per month","1994","1-pers.-HH","general elemantary","","","","","3"
"Min 1x per month","1994","1-pers.-HH","middle vocational","","","","","3"
"Min 1x per month","1994","1-pers.-HH","vocational + Abi","","","","","3"
"Min 1x per month","1994","1-pers.-HH","higher vocational","","","","","3"
"Min 1x per month","1994","1-pers.-HH","higher education","","","","","3"
"Min 1x per month","1994","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","1994","(Married) couple without C. ","inadequately","","","","","3"
"Min 1x per month","1994","(Married) couple without C. ","general elemantary","","","","","3"
"Min 1x per month","1994","(Married) couple without C. ","middle vocational","","","","","3"
"Min 1x per month","1994","(Married) couple without C. ","vocational + Abi","","","","","3"
"Min 1x per month","1994","(Married) couple without C. ","higher vocational","","","","","3"
"Min 1x per month","1994","(Married) couple without C. ","higher education","","","","","3"
"Min 1x per month","1994","Single parent ","in school","","","","","3"
"Min 1x per month","1994","Single parent ","inadequately","","","","","3"
"Min 1x per month","1994","Single parent ","general elemantary","","","","","3"
"Min 1x per month","1994","Single parent ","middle vocational","","","","","3"
"Min 1x per month","1994","Single parent ","vocational + Abi","","","","","3"
"Min 1x per month","1994","Single parent ","higher vocational","","","","","3"
"Min 1x per month","1994","Single parent ","higher education","","","","","3"
"Min 1x per month","1994","Couple + C. LE 16 ","in school","","","","","3"
"Min 1x per month","1994","Couple + C. LE 16 ","inadequately","","","","","3"
"Min 1x per month","1994","Couple + C. LE 16 ","general elemantary","","","","","3"
"Min 1x per month","1994","Couple + C. LE 16 ","higher education","","","","","3"
"Min 1x per month","1994","Couple + C. GT 16 ","in school","","","","","3"
"Min 1x per month","1994","Couple + C. GT 16 ","inadequately","","","","","3"
"Min 1x per month","1994","Couple + C. GT 16 ","general elemantary","","","","","3"
"Min 1x per month","1994","Couple + C. GT 16 ","middle vocational","","","","","3"
"Min 1x per month","1994","Couple + C. GT 16 ","vocational + Abi","","","","","3"
"Min 1x per month","1994","Couple + C. GT 16 ","higher vocational","","","","","3"
"Min 1x per month","1994","Couple + C. GT 16 ","higher education","","","","","3"
"Min 1x per month","1994","Couple + C. LE and GT 16","in school","","","","","3"
"Min 1x per month","1994","Couple + C. LE and GT 16","inadequately","","","","","3"
"Min 1x per month","1994","Couple + C. LE and GT 16","general elemantary","","","","","3"
"Min 1x per month","1994","Couple + C. LE and GT 16","higher vocational","","","","","3"
"Min 1x per month","1994","Couple + C. LE and GT 16","higher education","","","","","3"
"Min 1x per week","1994","Couple + C. LE and GT 16","middle vocational","","","","","2"
"Min 1x per week","1994","(Married) couple without C. ","vocational + Abi","","","","","2"
"Min 1x per week","1994","(Married) couple without C. ","higher vocational","","","","","2"
"Min 1x per week","1994","Couple + C. LE 16 ","middle vocational","","","","","2"
"Min 1x per week","1994","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"Min 1x per week","1994","1-pers.-HH","in school","","","","","2"
"Min 1x per week","1994","1-pers.-HH","inadequately","","","","","2"
"Min 1x per week","1994","1-pers.-HH","general elemantary","","","","","2"
"Min 1x per week","1994","1-pers.-HH","middle vocational","","","","","2"
"Min 1x per week","1994","1-pers.-HH","vocational + Abi","","","","","2"
"Min 1x per week","1994","1-pers.-HH","higher vocational","","","","","2"
"Min 1x per week","1994","1-pers.-HH","higher education","","","","","2"
"Min 1x per week","1994","(Married) couple without C. ","in school","","","","","2"
"Min 1x per week","1994","(Married) couple without C. ","inadequately","","","","","2"
"Min 1x per week","1994","(Married) couple without C. ","general elemantary","","","","","2"
"Min 1x per week","1994","(Married) couple without C. ","middle vocational","","","","","2"
"Min 1x per week","1994","(Married) couple without C. ","higher education","","","","","2"
"Min 1x per week","1994","Single parent ","in school","","","","","2"
"Min 1x per week","1994","Single parent ","inadequately","","","","","2"
"Min 1x per week","1994","Single parent ","general elemantary","","","","","2"
"Min 1x per week","1994","Single parent ","middle vocational","","","","","2"
"Min 1x per week","1994","Single parent ","vocational + Abi","","","","","2"
"Min 1x per week","1994","Single parent ","higher vocational","","","","","2"
"Min 1x per week","1994","Single parent ","higher education","","","","","2"
"Min 1x per week","1994","Couple + C. LE 16 ","in school","","","","","2"
"Min 1x per week","1994","Couple + C. LE 16 ","inadequately","","","","","2"
"Min 1x per week","1994","Couple + C. LE 16 ","general elemantary","","","","","2"
"Min 1x per week","1994","Couple + C. LE 16 ","higher vocational","","","","","2"
"Min 1x per week","1994","Couple + C. LE 16 ","higher education","","","","","2"
"Min 1x per week","1994","Couple + C. GT 16 ","in school","","","","","2"
"Min 1x per week","1994","Couple + C. GT 16 ","inadequately","","","","","2"
"Min 1x per week","1994","Couple + C. GT 16 ","general elemantary","","","","","2"
"Min 1x per week","1994","Couple + C. GT 16 ","middle vocational","","","","","2"
"Min 1x per week","1994","Couple + C. GT 16 ","vocational + Abi","","","","","2"
"Min 1x per week","1994","Couple + C. GT 16 ","higher vocational","","","","","2"
"Min 1x per week","1994","Couple + C. GT 16 ","higher education","","","","","2"
"Min 1x per week","1994","Couple + C. LE and GT 16","in school","","","","","2"
"Min 1x per week","1994","Couple + C. LE and GT 16","inadequately","","","","","2"
"Min 1x per week","1994","Couple + C. LE and GT 16","general elemantary","","","","","2"
"Min 1x per week","1994","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"Min 1x per week","1994","Couple + C. LE and GT 16","higher vocational","","","","","2"
"Min 1x per week","1994","Couple + C. LE and GT 16","higher education","","","","","2"
"Never","1994","Couple + C. LE and GT 16","vocational + Abi","","","","","5"
"Never","1994","Couple + C. LE and GT 16","higher vocational","","","","","5"
"Never","1994","Couple + C. LE and GT 16","higher education","","","","","5"
"Never","1994","Couple + C. LE and GT 16","middle vocational","","","","","5"
"Never","1994","1-pers.-HH","in school","","","","","5"
"Never","1994","1-pers.-HH","inadequately","","","","","5"
"Never","1994","1-pers.-HH","general elemantary","","","","","5"
"Never","1994","1-pers.-HH","middle vocational","","","","","5"
"Never","1994","1-pers.-HH","vocational + Abi","","","","","5"
"Never","1994","1-pers.-HH","higher vocational","","","","","5"
"Never","1994","1-pers.-HH","higher education","","","","","5"
"Never","1994","(Married) couple without C. ","in school","","","","","5"
"Never","1994","(Married) couple without C. ","inadequately","","","","","5"
"Never","1994","(Married) couple without C. ","general elemantary","","","","","5"
"Never","1994","(Married) couple without C. ","middle vocational","","","","","5"
"Never","1994","(Married) couple without C. ","vocational + Abi","","","","","5"
"Never","1994","(Married) couple without C. ","higher education","","","","","5"
"Never","1994","Single parent ","in school","","","","","5"
"Never","1994","Single parent ","inadequately","","","","","5"
"Never","1994","Single parent ","general elemantary","","","","","5"
"Never","1994","Single parent ","middle vocational","","","","","5"
"Never","1994","Single parent ","vocational + Abi","","","","","5"
"Never","1994","Single parent ","higher vocational","","","","","5"
"Never","1994","Single parent ","higher education","","","","","5"
"Never","1994","Couple + C. LE 16 ","in school","","","","","5"
"Never","1994","Couple + C. LE 16 ","inadequately","","","","","5"
"Never","1994","Couple + C. LE 16 ","general elemantary","","","","","5"
"Never","1994","Couple + C. LE 16 ","middle vocational","","","","","5"
"Never","1994","Couple + C. LE 16 ","higher vocational","","","","","5"
"Never","1994","Couple + C. LE 16 ","higher education","","","","","5"
"Never","1994","Couple + C. GT 16 ","in school","","","","","5"
"Never","1994","Couple + C. GT 16 ","inadequately","","","","","5"
"Never","1994","Couple + C. GT 16 ","general elemantary","","","","","5"
"Never","1994","Couple + C. GT 16 ","middle vocational","","","","","5"
"Never","1994","Couple + C. GT 16 ","vocational + Abi","","","","","5"
"Never","1994","Couple + C. GT 16 ","higher vocational","","","","","5"
"Never","1994","Couple + C. GT 16 ","higher education","","","","","5"
"Never","1994","Couple + C. LE and GT 16","in school","","","","","5"
"Never","1994","Couple + C. LE and GT 16","inadequately","","","","","5"
"Never","1994","Couple + C. LE and GT 16","general elemantary","","","","","5"
"Never","1994","(Married) couple without C. ","higher vocational","","","","","5"
"Never","1994","Couple + C. LE 16 ","vocational + Abi","","","","","5"
"Rarely","1994","Couple + C. LE and GT 16","middle vocational","","","","","4"
"Rarely","1994","Couple + C. LE and GT 16","vocational + Abi","","","","","4"
"Rarely","1994","Couple + C. LE and GT 16","higher vocational","","","","","4"
"Rarely","1994","1-pers.-HH","in school","","","","","4"
"Rarely","1994","1-pers.-HH","inadequately","","","","","4"
"Rarely","1994","1-pers.-HH","general elemantary","","","","","4"
"Rarely","1994","1-pers.-HH","middle vocational","","","","","4"
"Rarely","1994","1-pers.-HH","vocational + Abi","","","","","4"
"Rarely","1994","1-pers.-HH","higher vocational","","","","","4"
"Rarely","1994","1-pers.-HH","higher education","","","","","4"
"Rarely","1994","(Married) couple without C. ","in school","","","","","4"
"Rarely","1994","(Married) couple without C. ","inadequately","","","","","4"
"Rarely","1994","(Married) couple without C. ","general elemantary","","","","","4"
"Rarely","1994","(Married) couple without C. ","middle vocational","","","","","4"
"Rarely","1994","(Married) couple without C. ","higher education","","","","","4"
"Rarely","1994","Single parent ","in school","","","","","4"
"Rarely","1994","Single parent ","inadequately","","","","","4"
"Rarely","1994","Single parent ","general elemantary","","","","","4"
"Rarely","1994","Single parent ","middle vocational","","","","","4"
"Rarely","1994","Single parent ","vocational + Abi","","","","","4"
"Rarely","1994","Single parent ","higher vocational","","","","","4"
"Rarely","1994","Single parent ","higher education","","","","","4"
"Rarely","1994","Couple + C. LE 16 ","in school","","","","","4"
"Rarely","1994","Couple + C. LE 16 ","inadequately","","","","","4"
"Rarely","1994","Couple + C. LE 16 ","general elemantary","","","","","4"
"Rarely","1994","Couple + C. LE 16 ","middle vocational","","","","","4"
"Rarely","1994","Couple + C. LE 16 ","vocational + Abi","","","","","4"
"Rarely","1994","Couple + C. LE 16 ","higher vocational","","","","","4"
"Rarely","1994","Couple + C. LE 16 ","higher education","","","","","4"
"Rarely","1994","Couple + C. GT 16 ","in school","","","","","4"
"Rarely","1994","Couple + C. GT 16 ","inadequately","","","","","4"
"Rarely","1994","Couple + C. GT 16 ","general elemantary","","","","","4"
"Rarely","1994","Couple + C. GT 16 ","middle vocational","","","","","4"
"Rarely","1994","Couple + C. GT 16 ","vocational + Abi","","","","","4"
"Rarely","1994","Couple + C. GT 16 ","higher vocational","","","","","4"
"Rarely","1994","Couple + C. GT 16 ","higher education","","","","","4"
"Rarely","1994","Couple + C. LE and GT 16","in school","","","","","4"
"Rarely","1994","Couple + C. LE and GT 16","inadequately","","","","","4"
"Rarely","1994","Couple + C. LE and GT 16","general elemantary","","","","","4"
"Rarely","1994","Couple + C. LE and GT 16","higher education","","","","","4"
"Rarely","1994","(Married) couple without C. ","vocational + Abi","","","","","4"
"Rarely","1994","(Married) couple without C. ","higher vocational","","","","","4"
"Daily","1995","(Married) couple without C. ","vocational + Abi","13","","","","1"
"Daily","1995","Couple + C. LE 16 ","middle vocational","135","0.0641947032827525","0.0524988234612431","0.0758905831042619","1"
"Daily","1995","Couple + C. GT 16 ","middle vocational","92","0.0661304431319562","0.0523097088086816","0.0799511774552309","1"
"Daily","1995","1-pers.-HH","in school","","","","","1"
"Daily","1995","1-pers.-HH","inadequately","6","","","","1"
"Daily","1995","1-pers.-HH","general elemantary","51","0.136319638812612","0.101451211735338","0.171188065889886","1"
"Daily","1995","1-pers.-HH","middle vocational","87","0.115491336130859","0.0923693141577823","0.138613358103937","1"
"Daily","1995","1-pers.-HH","vocational + Abi","1","","","","1"
"Daily","1995","1-pers.-HH","higher vocational","7","","","","1"
"Daily","1995","1-pers.-HH","higher education","9","","","","1"
"Daily","1995","(Married) couple without C. ","in school","","","","","1"
"Daily","1995","(Married) couple without C. ","inadequately","15","","","","1"
"Daily","1995","(Married) couple without C. ","general elemantary","58","0.0928733118495987","0.0697255470877167","0.116021076611481","1"
"Daily","1995","(Married) couple without C. ","middle vocational","167","0.0772913213918144","0.0652611877244333","0.0893214550591955","1"
"Daily","1995","(Married) couple without C. ","higher vocational","19","","","","1"
"Daily","1995","(Married) couple without C. ","higher education","25","","","","1"
"Daily","1995","Single parent ","in school","2","","","","1"
"Daily","1995","Single parent ","inadequately","2","","","","1"
"Daily","1995","Single parent ","general elemantary","13","","","","1"
"Daily","1995","Single parent ","middle vocational","24","","","","1"
"Daily","1995","Single parent ","vocational + Abi","","","","","1"
"Daily","1995","Single parent ","higher vocational","2","","","","1"
"Daily","1995","Single parent ","higher education","6","","","","1"
"Daily","1995","Couple + C. LE 16 ","in school","","","","","1"
"Daily","1995","Couple + C. LE 16 ","inadequately","8","","","","1"
"Daily","1995","Couple + C. LE 16 ","general elemantary","53","0.115946986832341","0.0841312358979228","0.147762737766759","1"
"Daily","1995","Couple + C. LE 16 ","vocational + Abi","12","","","","1"
"Daily","1995","Couple + C. LE 16 ","higher vocational","10","","","","1"
"Daily","1995","Couple + C. LE 16 ","higher education","20","","","","1"
"Daily","1995","Couple + C. GT 16 ","in school","4","","","","1"
"Daily","1995","Couple + C. GT 16 ","inadequately","26","","","","1"
"Daily","1995","Couple + C. GT 16 ","general elemantary","45","0.085391732953129","0.0612554742893653","0.109527991616893","1"
"Daily","1995","Couple + C. GT 16 ","vocational + Abi","2","","","","1"
"Daily","1995","Couple + C. GT 16 ","higher vocational","2","","","","1"
"Daily","1995","Couple + C. GT 16 ","higher education","10","","","","1"
"Daily","1995","Couple + C. LE and GT 16","in school","11","","","","1"
"Daily","1995","Couple + C. LE and GT 16","inadequately","10","","","","1"
"Daily","1995","Couple + C. LE and GT 16","general elemantary","19","","","","1"
"Daily","1995","Couple + C. LE and GT 16","middle vocational","26","","","","1"
"Daily","1995","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","1995","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Daily","1995","Couple + C. LE and GT 16","higher education","3","","","","1"
"Min 1x per month","1995","Couple + C. LE and GT 16","middle vocational","161","0.354528826661641","0.311998946517057","0.397058706806225","3"
"Min 1x per month","1995","Couple + C. LE and GT 16","vocational + Abi","8","","","","3"
"Min 1x per month","1995","Couple + C. LE 16 ","middle vocational","508","0.315475414657714","0.293300199869829","0.337650629445598","3"
"Min 1x per month","1995","Couple + C. LE 16 ","vocational + Abi","44","0.275140453388284","0.206371131872004","0.343909774904564","3"
"Min 1x per month","1995","Couple + C. LE 16 ","higher vocational","80","0.379557461167407","0.317644490978608","0.441470431356206","3"
"Min 1x per month","1995","1-pers.-HH","in school","","","","","3"
"Min 1x per month","1995","1-pers.-HH","inadequately","5","","","","3"
"Min 1x per month","1995","1-pers.-HH","general elemantary","78","0.201982990609938","0.161184875938728","0.242781105281149","3"
"Min 1x per month","1995","1-pers.-HH","middle vocational","171","0.251347177860076","0.21996541756819","0.282728938151961","3"
"Min 1x per month","1995","1-pers.-HH","vocational + Abi","18","","","","3"
"Min 1x per month","1995","1-pers.-HH","higher vocational","13","","","","3"
"Min 1x per month","1995","1-pers.-HH","higher education","43","0.271148917630064","0.205095269898701","0.337202565361427","3"
"Min 1x per month","1995","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","1995","(Married) couple without C. ","inadequately","10","","","","3"
"Min 1x per month","1995","(Married) couple without C. ","general elemantary","176","0.305242064659193","0.268516492470125","0.34196763684826","3"
"Min 1x per month","1995","(Married) couple without C. ","middle vocational","523","0.285430505400777","0.265086090074412","0.305774920727142","3"
"Min 1x per month","1995","(Married) couple without C. ","vocational + Abi","41","0.387702963809611","0.301246231947625","0.474159695671597","3"
"Min 1x per month","1995","(Married) couple without C. ","higher vocational","67","0.292140169267504","0.235657177821865","0.348623160713143","3"
"Min 1x per month","1995","(Married) couple without C. ","higher education","160","0.323247715603189","0.281665028167528","0.364830403038851","3"
"Min 1x per month","1995","Single parent ","in school","10","","","","3"
"Min 1x per month","1995","Single parent ","inadequately","3","","","","3"
"Min 1x per month","1995","Single parent ","general elemantary","41","0.28251444583477","0.20846346261123","0.35656542905831","3"
"Min 1x per month","1995","Single parent ","middle vocational","71","0.246696515665575","0.197586651671508","0.295806379659643","3"
"Min 1x per month","1995","Single parent ","vocational + Abi","5","","","","3"
"Min 1x per month","1995","Single parent ","higher vocational","8","","","","3"
"Min 1x per month","1995","Single parent ","higher education","20","","","","3"
"Min 1x per month","1995","Couple + C. LE 16 ","in school","1","","","","3"
"Min 1x per month","1995","Couple + C. LE 16 ","inadequately","17","","","","3"
"Min 1x per month","1995","Couple + C. LE 16 ","general elemantary","82","0.228686573381493","0.186950741951653","0.270422404811333","3"
"Min 1x per month","1995","Couple + C. LE 16 ","higher education","221","0.394260238910967","0.352537067242896","0.435983410579039","3"
"Min 1x per month","1995","Couple + C. GT 16 ","in school","41","0.382738738850694","0.289323625946517","0.476153851754871","3"
"Min 1x per month","1995","Couple + C. GT 16 ","inadequately","21","","","","3"
"Min 1x per month","1995","Couple + C. GT 16 ","general elemantary","130","0.284191740461567","0.245238054831139","0.323145426091996","3"
"Min 1x per month","1995","Couple + C. GT 16 ","middle vocational","403","0.336730056352606","0.310447149653638","0.363012963051573","3"
"Min 1x per month","1995","Couple + C. GT 16 ","vocational + Abi","15","","","","3"
"Min 1x per month","1995","Couple + C. GT 16 ","higher vocational","49","0.411889285569136","0.316839909166759","0.506938661971514","3"
"Min 1x per month","1995","Couple + C. GT 16 ","higher education","105","0.391737740437518","0.332289178782371","0.451186302092665","3"
"Min 1x per month","1995","Couple + C. LE and GT 16","in school","45","0.35921791358852","0.2779854048464","0.44045042233064","3"
"Min 1x per month","1995","Couple + C. LE and GT 16","inadequately","24","","","","3"
"Min 1x per month","1995","Couple + C. LE and GT 16","general elemantary","75","0.320768043240736","0.266192315719825","0.375343770761648","3"
"Min 1x per month","1995","Couple + C. LE and GT 16","higher vocational","21","","","","3"
"Min 1x per month","1995","Couple + C. LE and GT 16","higher education","55","0.397502526989942","0.316725828906232","0.478279225073653","3"
"Min 1x per week","1995","Couple + C. LE and GT 16","middle vocational","161","0.305850724773932","0.264885895365302","0.346815554182561","2"
"Min 1x per week","1995","(Married) couple without C. ","vocational + Abi","43","0.275365159612058","0.196100011311903","0.354630307912214","2"
"Min 1x per week","1995","(Married) couple without C. ","higher vocational","108","0.404891489509792","0.343921541854498","0.465861437165087","2"
"Min 1x per week","1995","Couple + C. LE 16 ","middle vocational","744","0.431469304545657","0.407835019948503","0.455103589142811","2"
"Min 1x per week","1995","Couple + C. LE 16 ","vocational + Abi","69","0.379863470767576","0.305124346144442","0.454602595390711","2"
"Min 1x per week","1995","1-pers.-HH","in school","3","","","","2"
"Min 1x per week","1995","1-pers.-HH","inadequately","7","","","","2"
"Min 1x per week","1995","1-pers.-HH","general elemantary","154","0.404907811958948","0.355025471344577","0.454790152573319","2"
"Min 1x per week","1995","1-pers.-HH","middle vocational","294","0.363201039638283","0.32840940969156","0.397992669585005","2"
"Min 1x per week","1995","1-pers.-HH","vocational + Abi","27","","","","2"
"Min 1x per week","1995","1-pers.-HH","higher vocational","21","","","","2"
"Min 1x per week","1995","1-pers.-HH","higher education","57","0.298951519196696","0.230929757505919","0.366973280887473","2"
"Min 1x per week","1995","(Married) couple without C. ","in school","","","","","2"
"Min 1x per week","1995","(Married) couple without C. ","inadequately","31","0.434213453544201","0.322779063362044","0.545647843726359","2"
"Min 1x per week","1995","(Married) couple without C. ","general elemantary","264","0.418327664822122","0.378988320307342","0.457667009336903","2"
"Min 1x per week","1995","(Married) couple without C. ","middle vocational","864","0.440631953938358","0.418267432729204","0.462996475147512","2"
"Min 1x per week","1995","(Married) couple without C. ","higher education","193","0.361704867296224","0.3189861799572","0.404423554635247","2"
"Min 1x per week","1995","Single parent ","in school","11","","","","2"
"Min 1x per week","1995","Single parent ","inadequately","11","","","","2"
"Min 1x per week","1995","Single parent ","general elemantary","58","0.441675500018729","0.359998662015138","0.52335233802232","2"
"Min 1x per week","1995","Single parent ","middle vocational","121","0.410749679567012","0.354704177266436","0.466795181867589","2"
"Min 1x per week","1995","Single parent ","vocational + Abi","2","","","","2"
"Min 1x per week","1995","Single parent ","higher vocational","6","","","","2"
"Min 1x per week","1995","Single parent ","higher education","25","","","","2"
"Min 1x per week","1995","Couple + C. LE 16 ","in school","","","","","2"
"Min 1x per week","1995","Couple + C. LE 16 ","inadequately","51","0.44137599654278","0.339354533587786","0.543397459497774","2"
"Min 1x per week","1995","Couple + C. LE 16 ","general elemantary","188","0.460006174372194","0.410478319562391","0.509534029181997","2"
"Min 1x per week","1995","Couple + C. LE 16 ","higher vocational","100","0.38406209001715","0.322009305070244","0.446114874964057","2"
"Min 1x per week","1995","Couple + C. LE 16 ","higher education","172","0.330513507513364","0.290352157830265","0.370674857196462","2"
"Min 1x per week","1995","Couple + C. GT 16 ","in school","32","0.300506740127736","0.212391648516296","0.388621831739176","2"
"Min 1x per week","1995","Couple + C. GT 16 ","inadequately","84","0.415157382453753","0.338324799029965","0.491989965877542","2"
"Min 1x per week","1995","Couple + C. GT 16 ","general elemantary","203","0.331394006444528","0.290740132709776","0.37204788017928","2"
"Min 1x per week","1995","Couple + C. GT 16 ","middle vocational","431","0.314095395973131","0.288281715060228","0.339909076886035","2"
"Min 1x per week","1995","Couple + C. GT 16 ","vocational + Abi","24","","","","2"
"Min 1x per week","1995","Couple + C. GT 16 ","higher vocational","35","0.366734582089102","0.273667028692378","0.459802135485825","2"
"Min 1x per week","1995","Couple + C. GT 16 ","higher education","84","0.349386254101674","0.291321480963496","0.407451027239851","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","in school","40","0.268756426206112","0.193696842432658","0.343816009979566","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","inadequately","23","","","","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","general elemantary","106","0.342914385188913","0.287413646570104","0.398415123807722","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","vocational + Abi","15","","","","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","higher vocational","16","","","","2"
"Min 1x per week","1995","Couple + C. LE and GT 16","higher education","43","0.290753561693482","0.215798729157103","0.365708394229862","2"
"Never","1995","Couple + C. LE and GT 16","middle vocational","12","","","","5"
"Never","1995","Couple + C. LE and GT 16","vocational + Abi","1","","","","5"
"Never","1995","Couple + C. LE and GT 16","higher education","2","","","","5"
"Never","1995","Couple + C. LE and GT 16","higher vocational","2","","","","5"
"Never","1995","1-pers.-HH","in school","","","","","5"
"Never","1995","1-pers.-HH","inadequately","7","","","","5"
"Never","1995","1-pers.-HH","general elemantary","20","","","","5"
"Never","1995","1-pers.-HH","middle vocational","33","0.0446698162679911","0.0297252300840487","0.0596144024519334","5"
"Never","1995","1-pers.-HH","vocational + Abi","3","","","","5"
"Never","1995","1-pers.-HH","higher vocational","2","","","","5"
"Never","1995","1-pers.-HH","higher education","16","","","","5"
"Never","1995","(Married) couple without C. ","in school","","","","","5"
"Never","1995","(Married) couple without C. ","inadequately","8","","","","5"
"Never","1995","(Married) couple without C. ","general elemantary","19","","","","5"
"Never","1995","(Married) couple without C. ","middle vocational","36","0.0212791230420013","0.0147781394026081","0.0277801066813945","5"
"Never","1995","(Married) couple without C. ","vocational + Abi","4","","","","5"
"Never","1995","(Married) couple without C. ","higher education","4","","","","5"
"Never","1995","Single parent ","in school","2","","","","5"
"Never","1995","Single parent ","inadequately","1","","","","5"
"Never","1995","Single parent ","general elemantary","5","","","","5"
"Never","1995","Single parent ","middle vocational","8","","","","5"
"Never","1995","Single parent ","vocational + Abi","2","","","","5"
"Never","1995","Single parent ","higher vocational","1","","","","5"
"Never","1995","Single parent ","higher education","","","","","5"
"Never","1995","Couple + C. LE 16 ","in school","","","","","5"
"Never","1995","Couple + C. LE 16 ","inadequately","3","","","","5"
"Never","1995","Couple + C. LE 16 ","general elemantary","18","","","","5"
"Never","1995","Couple + C. LE 16 ","middle vocational","33","0.0192846460784957","0.0127221678824224","0.025847124274569","5"
"Never","1995","Couple + C. LE 16 ","vocational + Abi","1","","","","5"
"Never","1995","Couple + C. LE 16 ","higher vocational","1","","","","5"
"Never","1995","Couple + C. LE 16 ","higher education","9","","","","5"
"Never","1995","Couple + C. GT 16 ","in school","3","","","","5"
"Never","1995","Couple + C. GT 16 ","inadequately","10","","","","5"
"Never","1995","Couple + C. GT 16 ","general elemantary","20","","","","5"
"Never","1995","Couple + C. GT 16 ","middle vocational","28","","","","5"
"Never","1995","Couple + C. GT 16 ","vocational + Abi","3","","","","5"
"Never","1995","Couple + C. GT 16 ","higher vocational","1","","","","5"
"Never","1995","Couple + C. GT 16 ","higher education","3","","","","5"
"Never","1995","Couple + C. LE and GT 16","in school","6","","","","5"
"Never","1995","Couple + C. LE and GT 16","inadequately","15","","","","5"
"Never","1995","Couple + C. LE and GT 16","general elemantary","21","","","","5"
"Never","1995","(Married) couple without C. ","higher vocational","3","","","","5"
"Rarely","1995","Couple + C. LE and GT 16","higher vocational","14","","","","4"
"Rarely","1995","Couple + C. LE and GT 16","vocational + Abi","6","","","","4"
"Rarely","1995","Couple + C. LE and GT 16","middle vocational","126","0.268717513192733","0.2293062342324","0.308128792153066","4"
"Rarely","1995","Couple + C. LE 16 ","middle vocational","267","0.169575931435381","0.151668940269823","0.18748292260094","4"
"Rarely","1995","Couple + C. LE 16 ","vocational + Abi","36","0.261572542754118","0.193895623737608","0.329249461770628","4"
"Rarely","1995","Couple + C. LE 16 ","higher vocational","45","0.20359377636535","0.152219979858215","0.254967572872485","4"
"Rarely","1995","Couple + C. LE 16 ","higher education","105","0.225191880215742","0.189529015295279","0.260854745136205","4"
"Rarely","1995","1-pers.-HH","in school","1","","","","4"
"Rarely","1995","1-pers.-HH","inadequately","6","","","","4"
"Rarely","1995","1-pers.-HH","general elemantary","69","0.20301947527547","0.162143387219768","0.243895563331171","4"
"Rarely","1995","1-pers.-HH","middle vocational","149","0.225290630102791","0.195067389380298","0.255513870825284","4"
"Rarely","1995","1-pers.-HH","vocational + Abi","13","","","","4"
"Rarely","1995","1-pers.-HH","higher vocational","17","","","","4"
"Rarely","1995","1-pers.-HH","higher education","49","0.309831208716545","0.2411221963373","0.378540221095789","4"
"Rarely","1995","(Married) couple without C. ","in school","","","","","4"
"Rarely","1995","(Married) couple without C. ","inadequately","12","","","","4"
"Rarely","1995","(Married) couple without C. ","general elemantary","87","0.15744287744695","0.128396578153192","0.186489176740708","4"
"Rarely","1995","(Married) couple without C. ","middle vocational","303","0.17536709622705","0.15823631498235","0.192497877471749","4"
"Rarely","1995","(Married) couple without C. ","higher education","104","0.249057657904578","0.210608821357825","0.287506494451332","4"
"Rarely","1995","Single parent ","in school","9","","","","4"
"Rarely","1995","Single parent ","inadequately","5","","","","4"
"Rarely","1995","Single parent ","general elemantary","25","","","","4"
