"pli0081","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1997","no migration background","higher vocational","","","","","2"
"Min 1x per week","1997","no migration background","higher education","","","","","2"
"Min 1x per week","1997","direct migration background","general elemantary","","","","","2"
"Min 1x per week","1997","direct migration background","middle vocational","","","","","2"
"Min 1x per week","1997","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","1997","direct migration background","higher vocational","","","","","2"
"Min 1x per week","1997","direct migration background","higher education","","","","","2"
"Min 1x per week","1997","no migration background","in school","","","","","2"
"Min 1x per week","1997","no migration background","inadequately","","","","","2"
"Min 1x per week","1997","no migration background","general elemantary","","","","","2"
"Min 1x per week","1997","no migration background","middle vocational","","","","","2"
"Never","1997","indirect migration background","higher vocational","","","","","5"
"Never","1997","indirect migration background","vocational + Abi","","","","","5"
"Never","1997","indirect migration background","in school","","","","","5"
"Never","1997","indirect migration background","inadequately","","","","","5"
"Never","1997","indirect migration background","general elemantary","","","","","5"
"Never","1997","indirect migration background","middle vocational","","","","","5"
"Never","1997","indirect migration background","higher education","","","","","5"
"Never","1997","direct migration background","in school","","","","","5"
"Never","1997","direct migration background","inadequately","","","","","5"
"Never","1997","direct migration background","general elemantary","","","","","5"
"Never","1997","direct migration background","middle vocational","","","","","5"
"Never","1997","direct migration background","vocational + Abi","","","","","5"
"Never","1997","direct migration background","higher vocational","","","","","5"
"Never","1997","direct migration background","higher education","","","","","5"
"Never","1997","no migration background","in school","","","","","5"
"Never","1997","no migration background","inadequately","","","","","5"
"Never","1997","no migration background","general elemantary","","","","","5"
"Never","1997","no migration background","middle vocational","","","","","5"
"Never","1997","no migration background","vocational + Abi","","","","","5"
"Never","1997","no migration background","higher vocational","","","","","5"
"Never","1997","no migration background","higher education","","","","","5"
"Rarely","1997","indirect migration background","in school","","","","","4"
"Rarely","1997","indirect migration background","inadequately","","","","","4"
"Rarely","1997","indirect migration background","general elemantary","","","","","4"
"Rarely","1997","indirect migration background","middle vocational","","","","","4"
"Rarely","1997","indirect migration background","vocational + Abi","","","","","4"
"Rarely","1997","indirect migration background","higher vocational","","","","","4"
"Rarely","1997","indirect migration background","higher education","","","","","4"
"Rarely","1997","no migration background","in school","","","","","4"
"Rarely","1997","no migration background","inadequately","","","","","4"
"Rarely","1997","no migration background","general elemantary","","","","","4"
"Rarely","1997","no migration background","middle vocational","","","","","4"
"Rarely","1997","no migration background","vocational + Abi","","","","","4"
"Rarely","1997","no migration background","higher vocational","","","","","4"
"Rarely","1997","no migration background","higher education","","","","","4"
"Rarely","1997","direct migration background","in school","","","","","4"
"Rarely","1997","direct migration background","vocational + Abi","","","","","4"
"Rarely","1997","direct migration background","higher vocational","","","","","4"
"Rarely","1997","direct migration background","higher education","","","","","4"
"Rarely","1997","direct migration background","inadequately","","","","","4"
"Rarely","1997","direct migration background","general elemantary","","","","","4"
"Rarely","1997","direct migration background","middle vocational","","","","","4"
"Daily","1998","indirect migration background","in school","5","","","","1"
"Daily","1998","indirect migration background","inadequately","6","","","","1"
"Daily","1998","indirect migration background","general elemantary","46","0.200899271817211","0.144662455053013","0.257136088581409","1"
"Daily","1998","indirect migration background","middle vocational","33","0.136601710334225","0.0901531664158385","0.183050254252611","1"
"Daily","1998","indirect migration background","vocational + Abi","3","","","","1"
"Daily","1998","indirect migration background","higher vocational","1","","","","1"
"Daily","1998","indirect migration background","higher education","3","","","","1"
"Daily","1998","no migration background","general elemantary","178","0.107178711955854","0.092452204048359","0.12190521986335","1"
"Daily","1998","no migration background","middle vocational","470","0.0759607942187803","0.0692301508850606","0.0826914375525","1"
"Daily","1998","no migration background","vocational + Abi","18","","","","1"
"Daily","1998","no migration background","higher vocational","43","0.0531932417730104","0.0371427986723051","0.0692436848737158","1"
"Daily","1998","no migration background","higher education","78","0.0424924359351881","0.0330687961288879","0.0519160757414882","1"
"Daily","1998","direct migration background","in school","3","","","","1"
"Daily","1998","direct migration background","inadequately","78","0.193987149229927","0.153309837659878","0.234664460799975","1"
"Daily","1998","direct migration background","general elemantary","88","0.117415713296592","0.092743936759145","0.142087489834038","1"
"Daily","1998","direct migration background","middle vocational","104","0.100922362985794","0.0806122640237921","0.121232461947797","1"
"Daily","1998","direct migration background","vocational + Abi","10","","","","1"
"Daily","1998","direct migration background","higher vocational","2","","","","1"
"Daily","1998","direct migration background","higher education","9","","","","1"
"Daily","1998","no migration background","in school","7","","","","1"
"Daily","1998","no migration background","inadequately","8","","","","1"
"Min 1x per month","1998","indirect migration background","in school","13","","","","3"
"Min 1x per month","1998","indirect migration background","inadequately","2","","","","3"
"Min 1x per month","1998","indirect migration background","general elemantary","32","0.155396579698171","0.104548104863712","0.20624505453263","3"
"Min 1x per month","1998","indirect migration background","middle vocational","51","0.251876783910803","0.193165837738433","0.310587730083173","3"
"Min 1x per month","1998","indirect migration background","vocational + Abi","6","","","","3"
"Min 1x per month","1998","indirect migration background","higher vocational","3","","","","3"
"Min 1x per month","1998","indirect migration background","higher education","7","","","","3"
"Min 1x per month","1998","no migration background","in school","92","0.391611642166889","0.329468649710214","0.453754634623565","3"
"Min 1x per month","1998","no migration background","inadequately","21","","","","3"
"Min 1x per month","1998","no migration background","general elemantary","461","0.266883659973764","0.245825972209702","0.287941347737826","3"
"Min 1x per month","1998","no migration background","middle vocational","1844","0.300295913749953","0.288650670996333","0.311941156503574","3"
"Min 1x per month","1998","no migration background","vocational + Abi","127","0.366207587143607","0.316021464118145","0.41639371016907","3"
"Min 1x per month","1998","no migration background","higher vocational","262","0.331897223682478","0.298218814395106","0.365575632969849","3"
"Min 1x per month","1998","no migration background","higher education","692","0.383690595351852","0.360971986634587","0.406409204069117","3"
"Min 1x per month","1998","direct migration background","in school","8","","","","3"
"Min 1x per month","1998","direct migration background","inadequately","54","0.150971070430682","0.114140971118204","0.187801169743159","3"
"Min 1x per month","1998","direct migration background","general elemantary","109","0.204234791685926","0.173337774535626","0.235131808836225","3"
"Min 1x per month","1998","direct migration background","middle vocational","163","0.201538135095598","0.174490740083008","0.228585530108188","3"
"Min 1x per month","1998","direct migration background","vocational + Abi","28","","","","3"
"Min 1x per month","1998","direct migration background","higher vocational","14","","","","3"
"Min 1x per month","1998","direct migration background","higher education","47","0.252485422820396","0.191034916667294","0.313935928973497","3"
"Min 1x per week","1998","indirect migration background","middle vocational","89","0.313144410915593","0.250419003003241","0.375869818827946","2"
"Min 1x per week","1998","indirect migration background","vocational + Abi","6","","","","2"
"Min 1x per week","1998","indirect migration background","general elemantary","74","0.372102683574422","0.304259456156625","0.43994591099222","2"
"Min 1x per week","1998","indirect migration background","in school","32","0.542671969083776","0.423384920047546","0.661959018120005","2"
"Min 1x per week","1998","indirect migration background","inadequately","6","","","","2"
"Min 1x per week","1998","indirect migration background","higher vocational","10","","","","2"
"Min 1x per week","1998","indirect migration background","higher education","7","","","","2"
"Min 1x per week","1998","direct migration background","in school","15","","","","2"
"Min 1x per week","1998","direct migration background","inadequately","180","0.48432264360682","0.432912218327887","0.535733068885753","2"
"Min 1x per week","1998","no migration background","middle vocational","2491","0.40797282200664","0.395487404540208","0.420458239473072","2"
"Min 1x per week","1998","no migration background","vocational + Abi","146","0.403287140523869","0.352185323141811","0.454388957905927","2"
"Min 1x per week","1998","no migration background","higher vocational","291","0.390189539062686","0.355302559685668","0.425076518439705","2"
"Min 1x per week","1998","no migration background","higher education","571","0.302239659299215","0.280785049351528","0.323694269246902","2"
"Min 1x per week","1998","direct migration background","general elemantary","347","0.49885784319743","0.460537614871677","0.537178071523183","2"
"Min 1x per week","1998","direct migration background","middle vocational","399","0.437759485288197","0.404309295377876","0.471209675198518","2"
"Min 1x per week","1998","direct migration background","vocational + Abi","70","0.431308211997164","0.348975384005038","0.513641039989289","2"
"Min 1x per week","1998","direct migration background","higher vocational","26","","","","2"
"Min 1x per week","1998","direct migration background","higher education","88","0.410429760258867","0.340849720078336","0.480009800439398","2"
"Min 1x per week","1998","no migration background","in school","67","0.241800109993972","0.187287870582403","0.296312349405541","2"
"Min 1x per week","1998","no migration background","inadequately","21","","","","2"
"Min 1x per week","1998","no migration background","general elemantary","699","0.412370331465128","0.388935663588605","0.435804999341651","2"
"Never","1998","indirect migration background","higher vocational","","","","","5"
"Never","1998","indirect migration background","middle vocational","3","","","","5"
"Never","1998","indirect migration background","vocational + Abi","","","","","5"
"Never","1998","indirect migration background","in school","2","","","","5"
"Never","1998","indirect migration background","inadequately","1","","","","5"
"Never","1998","indirect migration background","general elemantary","7","","","","5"
"Never","1998","indirect migration background","higher education","","","","","5"
"Never","1998","direct migration background","middle vocational","30","0.0476396896045961","0.0332780229537587","0.0620013562554336","5"
"Never","1998","direct migration background","vocational + Abi","5","","","","5"
"Never","1998","direct migration background","higher vocational","2","","","","5"
"Never","1998","direct migration background","higher education","9","","","","5"
"Never","1998","direct migration background","in school","","","","","5"
"Never","1998","direct migration background","inadequately","15","","","","5"
"Never","1998","direct migration background","general elemantary","16","","","","5"
"Never","1998","no migration background","in school","6","","","","5"
"Never","1998","no migration background","inadequately","1","","","","5"
"Never","1998","no migration background","general elemantary","41","0.0276196072278754","0.0198178921536769","0.035421322302074","5"
"Never","1998","no migration background","middle vocational","71","0.0163975659409725","0.013171181458992","0.019623950422953","5"
"Never","1998","no migration background","vocational + Abi","2","","","","5"
"Never","1998","no migration background","higher vocational","7","","","","5"
"Never","1998","no migration background","higher education","22","","","","5"
"Rarely","1998","indirect migration background","in school","15","","","","4"
"Rarely","1998","indirect migration background","inadequately","2","","","","4"
"Rarely","1998","indirect migration background","general elemantary","36","0.24858645038562","0.187925526163563","0.309247374607678","4"
"Rarely","1998","indirect migration background","middle vocational","34","0.286685618160391","0.225523588759176","0.347847647561606","4"
"Rarely","1998","indirect migration background","vocational + Abi","4","","","","4"
"Rarely","1998","indirect migration background","higher vocational","3","","","","4"
"Rarely","1998","indirect migration background","higher education","7","","","","4"
"Rarely","1998","no migration background","vocational + Abi","61","0.169486638490289","0.130403673370804","0.208569603609774","4"
"Rarely","1998","no migration background","higher vocational","148","0.205812905364333","0.176897729568413","0.234728081160253","4"
"Rarely","1998","no migration background","higher education","397","0.252424379974531","0.232129570850776","0.272719189098286","4"
"Rarely","1998","direct migration background","in school","4","","","","4"
"Rarely","1998","direct migration background","middle vocational","149","0.212140327025814","0.184575467139898","0.23970518691173","4"
"Rarely","1998","direct migration background","vocational + Abi","26","","","","4"
"Rarely","1998","direct migration background","higher vocational","10","","","","4"
"Rarely","1998","direct migration background","higher education","39","0.240258324182457","0.179825947622751","0.300690700742162","4"
"Rarely","1998","no migration background","general elemantary","316","0.185947689377378","0.167425821177421","0.204469557577336","4"
"Rarely","1998","no migration background","middle vocational","1076","0.199372904083654","0.189222932200445","0.209522875966863","4"
"Rarely","1998","direct migration background","inadequately","36","0.133361794718968","0.0983890748204522","0.168334514617484","4"
"Rarely","1998","no migration background","in school","65","0.311005112255177","0.252071144418504","0.369939080091849","4"
"Rarely","1998","no migration background","inadequately","14","","","","4"
"Rarely","1998","direct migration background","general elemantary","94","0.157246755241312","0.129347007290892","0.185146503191732","4"
"Daily","1999","indirect migration background","in school","","","","","1"
"Daily","1999","indirect migration background","inadequately","","","","","1"
"Daily","1999","indirect migration background","general elemantary","","","","","1"
"Daily","1999","indirect migration background","middle vocational","","","","","1"
"Daily","1999","indirect migration background","vocational + Abi","","","","","1"
"Daily","1999","indirect migration background","higher vocational","","","","","1"
"Daily","1999","indirect migration background","higher education","","","","","1"
"Daily","1999","no migration background","inadequately","","","","","1"
"Daily","1999","no migration background","general elemantary","","","","","1"
"Daily","1999","no migration background","middle vocational","","","","","1"
"Daily","1999","no migration background","vocational + Abi","","","","","1"
"Daily","1999","no migration background","higher vocational","","","","","1"
"Daily","1999","no migration background","higher education","","","","","1"
"Daily","1999","direct migration background","in school","","","","","1"
"Daily","1999","no migration background","in school","","","","","1"
"Daily","1999","direct migration background","inadequately","","","","","1"
"Daily","1999","direct migration background","general elemantary","","","","","1"
"Daily","1999","direct migration background","middle vocational","","","","","1"
"Daily","1999","direct migration background","vocational + Abi","","","","","1"
"Daily","1999","direct migration background","higher vocational","","","","","1"
"Daily","1999","direct migration background","higher education","","","","","1"
"Min 1x per month","1999","indirect migration background","higher education","","","","","3"
"Min 1x per month","1999","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","1999","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","1999","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","1999","direct migration background","middle vocational","","","","","3"
"Min 1x per month","1999","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","1999","indirect migration background","in school","","","","","3"
"Min 1x per month","1999","indirect migration background","inadequately","","","","","3"
"Min 1x per month","1999","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","1999","no migration background","in school","","","","","3"
"Min 1x per month","1999","no migration background","inadequately","","","","","3"
"Min 1x per month","1999","no migration background","general elemantary","","","","","3"
"Min 1x per month","1999","no migration background","middle vocational","","","","","3"
"Min 1x per month","1999","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","1999","no migration background","higher vocational","","","","","3"
"Min 1x per month","1999","no migration background","higher education","","","","","3"
"Min 1x per month","1999","direct migration background","in school","","","","","3"
"Min 1x per month","1999","direct migration background","inadequately","","","","","3"
"Min 1x per month","1999","direct migration background","general elemantary","","","","","3"
"Min 1x per month","1999","direct migration background","higher vocational","","","","","3"
"Min 1x per month","1999","direct migration background","higher education","","","","","3"
"Min 1x per week","1999","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","1999","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","1999","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","1999","indirect migration background","in school","","","","","2"
"Min 1x per week","1999","indirect migration background","inadequately","","","","","2"
"Min 1x per week","1999","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","1999","indirect migration background","higher education","","","","","2"
"Min 1x per week","1999","direct migration background","in school","","","","","2"
"Min 1x per week","1999","direct migration background","inadequately","","","","","2"
"Min 1x per week","1999","direct migration background","general elemantary","","","","","2"
"Min 1x per week","1999","direct migration background","middle vocational","","","","","2"
"Min 1x per week","1999","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","1999","direct migration background","higher vocational","","","","","2"
"Min 1x per week","1999","direct migration background","higher education","","","","","2"
"Min 1x per week","1999","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","1999","no migration background","higher vocational","","","","","2"
"Min 1x per week","1999","no migration background","higher education","","","","","2"
"Min 1x per week","1999","no migration background","in school","","","","","2"
"Min 1x per week","1999","no migration background","inadequately","","","","","2"
"Min 1x per week","1999","no migration background","general elemantary","","","","","2"
"Min 1x per week","1999","no migration background","middle vocational","","","","","2"
"Never","1999","indirect migration background","higher education","","","","","5"
"Never","1999","indirect migration background","higher vocational","","","","","5"
"Never","1999","indirect migration background","vocational + Abi","","","","","5"
"Never","1999","direct migration background","vocational + Abi","","","","","5"
"Never","1999","indirect migration background","in school","","","","","5"
"Never","1999","indirect migration background","inadequately","","","","","5"
"Never","1999","indirect migration background","general elemantary","","","","","5"
"Never","1999","indirect migration background","middle vocational","","","","","5"
"Never","1999","direct migration background","in school","","","","","5"
"Never","1999","direct migration background","inadequately","","","","","5"
"Never","1999","direct migration background","general elemantary","","","","","5"
"Never","1999","direct migration background","middle vocational","","","","","5"
"Never","1999","direct migration background","higher vocational","","","","","5"
"Never","1999","direct migration background","higher education","","","","","5"
"Never","1999","no migration background","in school","","","","","5"
"Never","1999","no migration background","inadequately","","","","","5"
"Never","1999","no migration background","general elemantary","","","","","5"
"Never","1999","no migration background","middle vocational","","","","","5"
"Never","1999","no migration background","vocational + Abi","","","","","5"
"Never","1999","no migration background","higher vocational","","","","","5"
"Never","1999","no migration background","higher education","","","","","5"
"Rarely","1999","indirect migration background","in school","","","","","4"
"Rarely","1999","indirect migration background","vocational + Abi","","","","","4"
"Rarely","1999","indirect migration background","general elemantary","","","","","4"
"Rarely","1999","indirect migration background","inadequately","","","","","4"
"Rarely","1999","indirect migration background","middle vocational","","","","","4"
"Rarely","1999","indirect migration background","higher vocational","","","","","4"
"Rarely","1999","indirect migration background","higher education","","","","","4"
"Rarely","1999","no migration background","in school","","","","","4"
"Rarely","1999","no migration background","inadequately","","","","","4"
"Rarely","1999","no migration background","general elemantary","","","","","4"
"Rarely","1999","no migration background","middle vocational","","","","","4"
"Rarely","1999","no migration background","vocational + Abi","","","","","4"
"Rarely","1999","no migration background","higher vocational","","","","","4"
"Rarely","1999","no migration background","higher education","","","","","4"
"Rarely","1999","direct migration background","in school","","","","","4"
"Rarely","1999","direct migration background","inadequately","","","","","4"
"Rarely","1999","direct migration background","vocational + Abi","","","","","4"
"Rarely","1999","direct migration background","higher vocational","","","","","4"
"Rarely","1999","direct migration background","higher education","","","","","4"
"Rarely","1999","direct migration background","general elemantary","","","","","4"
"Rarely","1999","direct migration background","middle vocational","","","","","4"
"Daily","2000","indirect migration background","vocational + Abi","","","","","1"
"Daily","2000","indirect migration background","higher vocational","","","","","1"
"Daily","2000","indirect migration background","higher education","","","","","1"
"Daily","2000","indirect migration background","in school","","","","","1"
"Daily","2000","indirect migration background","inadequately","","","","","1"
"Daily","2000","indirect migration background","general elemantary","","","","","1"
"Daily","2000","indirect migration background","middle vocational","","","","","1"
"Daily","2000","no migration background","inadequately","","","","","1"
"Daily","2000","no migration background","general elemantary","","","","","1"
"Daily","2000","no migration background","middle vocational","","","","","1"
"Daily","2000","no migration background","vocational + Abi","","","","","1"
"Daily","2000","no migration background","higher vocational","","","","","1"
"Daily","2000","no migration background","higher education","","","","","1"
"Daily","2000","direct migration background","in school","","","","","1"
"Daily","2000","direct migration background","vocational + Abi","","","","","1"
"Daily","2000","direct migration background","higher vocational","","","","","1"
"Daily","2000","direct migration background","higher education","","","","","1"
"Daily","2000","no migration background","in school","","","","","1"
"Daily","2000","direct migration background","inadequately","","","","","1"
"Daily","2000","direct migration background","general elemantary","","","","","1"
"Daily","2000","direct migration background","middle vocational","","","","","1"
"Min 1x per month","2000","indirect migration background","in school","","","","","3"
"Min 1x per month","2000","indirect migration background","inadequately","","","","","3"
"Min 1x per month","2000","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","2000","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","2000","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","2000","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","2000","indirect migration background","higher education","","","","","3"
"Min 1x per month","2000","no migration background","in school","","","","","3"
"Min 1x per month","2000","no migration background","inadequately","","","","","3"
"Min 1x per month","2000","no migration background","general elemantary","","","","","3"
"Min 1x per month","2000","no migration background","middle vocational","","","","","3"
"Min 1x per month","2000","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","2000","no migration background","higher vocational","","","","","3"
"Min 1x per month","2000","no migration background","higher education","","","","","3"
"Min 1x per month","2000","direct migration background","in school","","","","","3"
"Min 1x per month","2000","direct migration background","inadequately","","","","","3"
"Min 1x per month","2000","direct migration background","general elemantary","","","","","3"
"Min 1x per month","2000","direct migration background","middle vocational","","","","","3"
"Min 1x per month","2000","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","2000","direct migration background","higher vocational","","","","","3"
"Min 1x per month","2000","direct migration background","higher education","","","","","3"
"Min 1x per week","2000","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","2000","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","2000","indirect migration background","in school","","","","","2"
"Min 1x per week","2000","indirect migration background","inadequately","","","","","2"
"Min 1x per week","2000","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","2000","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","2000","indirect migration background","higher education","","","","","2"
"Min 1x per week","2000","direct migration background","in school","","","","","2"
"Min 1x per week","2000","direct migration background","inadequately","","","","","2"
"Min 1x per week","2000","direct migration background","general elemantary","","","","","2"
"Min 1x per week","2000","direct migration background","middle vocational","","","","","2"
"Min 1x per week","2000","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","2000","direct migration background","higher vocational","","","","","2"
"Min 1x per week","2000","direct migration background","higher education","","","","","2"
"Min 1x per week","2000","no migration background","in school","","","","","2"
"Min 1x per week","2000","no migration background","inadequately","","","","","2"
"Min 1x per week","2000","no migration background","general elemantary","","","","","2"
"Min 1x per week","2000","no migration background","middle vocational","","","","","2"
"Min 1x per week","2000","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","2000","no migration background","higher vocational","","","","","2"
"Min 1x per week","2000","no migration background","higher education","","","","","2"
"Never","2000","indirect migration background","middle vocational","","","","","5"
"Never","2000","indirect migration background","vocational + Abi","","","","","5"
"Never","2000","indirect migration background","higher vocational","","","","","5"
"Never","2000","indirect migration background","higher education","","","","","5"
"Never","2000","direct migration background","middle vocational","","","","","5"
"Never","2000","direct migration background","vocational + Abi","","","","","5"
"Never","2000","indirect migration background","in school","","","","","5"
"Never","2000","indirect migration background","inadequately","","","","","5"
"Never","2000","indirect migration background","general elemantary","","","","","5"
"Never","2000","direct migration background","in school","","","","","5"
"Never","2000","direct migration background","inadequately","","","","","5"
"Never","2000","direct migration background","general elemantary","","","","","5"
"Never","2000","direct migration background","higher vocational","","","","","5"
"Never","2000","direct migration background","higher education","","","","","5"
"Never","2000","no migration background","in school","","","","","5"
"Never","2000","no migration background","inadequately","","","","","5"
"Never","2000","no migration background","general elemantary","","","","","5"
"Never","2000","no migration background","middle vocational","","","","","5"
"Never","2000","no migration background","vocational + Abi","","","","","5"
"Never","2000","no migration background","higher vocational","","","","","5"
"Never","2000","no migration background","higher education","","","","","5"
"Rarely","2000","indirect migration background","middle vocational","","","","","4"
"Rarely","2000","indirect migration background","vocational + Abi","","","","","4"
"Rarely","2000","indirect migration background","general elemantary","","","","","4"
"Rarely","2000","indirect migration background","in school","","","","","4"
"Rarely","2000","indirect migration background","inadequately","","","","","4"
"Rarely","2000","indirect migration background","higher vocational","","","","","4"
"Rarely","2000","indirect migration background","higher education","","","","","4"
"Rarely","2000","no migration background","in school","","","","","4"
"Rarely","2000","no migration background","inadequately","","","","","4"
"Rarely","2000","no migration background","general elemantary","","","","","4"
"Rarely","2000","no migration background","middle vocational","","","","","4"
"Rarely","2000","no migration background","vocational + Abi","","","","","4"
"Rarely","2000","no migration background","higher vocational","","","","","4"
"Rarely","2000","no migration background","higher education","","","","","4"
"Rarely","2000","direct migration background","in school","","","","","4"
"Rarely","2000","direct migration background","vocational + Abi","","","","","4"
"Rarely","2000","direct migration background","higher vocational","","","","","4"
"Rarely","2000","direct migration background","higher education","","","","","4"
"Rarely","2000","direct migration background","inadequately","","","","","4"
"Rarely","2000","direct migration background","general elemantary","","","","","4"
"Rarely","2000","direct migration background","middle vocational","","","","","4"
"Daily","2001","indirect migration background","in school","","","","","1"
"Daily","2001","indirect migration background","inadequately","","","","","1"
"Daily","2001","indirect migration background","general elemantary","","","","","1"
"Daily","2001","indirect migration background","middle vocational","","","","","1"
"Daily","2001","indirect migration background","vocational + Abi","","","","","1"
"Daily","2001","indirect migration background","higher vocational","","","","","1"
"Daily","2001","indirect migration background","higher education","","","","","1"
"Daily","2001","no migration background","general elemantary","","","","","1"
"Daily","2001","no migration background","middle vocational","","","","","1"
"Daily","2001","no migration background","vocational + Abi","","","","","1"
"Daily","2001","no migration background","higher vocational","","","","","1"
"Daily","2001","no migration background","higher education","","","","","1"
"Daily","2001","direct migration background","in school","","","","","1"
"Daily","2001","direct migration background","inadequately","","","","","1"
"Daily","2001","no migration background","in school","","","","","1"
"Daily","2001","no migration background","inadequately","","","","","1"
"Daily","2001","direct migration background","general elemantary","","","","","1"
"Daily","2001","direct migration background","middle vocational","","","","","1"
"Daily","2001","direct migration background","vocational + Abi","","","","","1"
"Daily","2001","direct migration background","higher vocational","","","","","1"
"Daily","2001","direct migration background","higher education","","","","","1"
"Min 1x per month","2001","indirect migration background","in school","","","","","3"
"Min 1x per month","2001","indirect migration background","inadequately","","","","","3"
"Min 1x per month","2001","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","2001","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","2001","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","2001","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","2001","indirect migration background","higher education","","","","","3"
"Min 1x per month","2001","no migration background","in school","","","","","3"
"Min 1x per month","2001","no migration background","inadequately","","","","","3"
"Min 1x per month","2001","no migration background","general elemantary","","","","","3"
"Min 1x per month","2001","no migration background","middle vocational","","","","","3"
"Min 1x per month","2001","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","2001","no migration background","higher vocational","","","","","3"
"Min 1x per month","2001","no migration background","higher education","","","","","3"
"Min 1x per month","2001","direct migration background","in school","","","","","3"
"Min 1x per month","2001","direct migration background","inadequately","","","","","3"
"Min 1x per month","2001","direct migration background","general elemantary","","","","","3"
"Min 1x per month","2001","direct migration background","middle vocational","","","","","3"
"Min 1x per month","2001","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","2001","direct migration background","higher vocational","","","","","3"
"Min 1x per month","2001","direct migration background","higher education","","","","","3"
"Min 1x per week","2001","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","2001","indirect migration background","higher education","","","","","2"
"Min 1x per week","2001","indirect migration background","in school","","","","","2"
"Min 1x per week","2001","indirect migration background","inadequately","","","","","2"
"Min 1x per week","2001","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","2001","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","2001","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","2001","direct migration background","in school","","","","","2"
"Min 1x per week","2001","direct migration background","inadequately","","","","","2"
"Min 1x per week","2001","direct migration background","general elemantary","","","","","2"
"Min 1x per week","2001","direct migration background","middle vocational","","","","","2"
"Min 1x per week","2001","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","2001","direct migration background","higher vocational","","","","","2"
"Min 1x per week","2001","direct migration background","higher education","","","","","2"
"Min 1x per week","2001","no migration background","in school","","","","","2"
"Min 1x per week","2001","no migration background","inadequately","","","","","2"
"Min 1x per week","2001","no migration background","general elemantary","","","","","2"
"Min 1x per week","2001","no migration background","middle vocational","","","","","2"
"Min 1x per week","2001","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","2001","no migration background","higher vocational","","","","","2"
"Min 1x per week","2001","no migration background","higher education","","","","","2"
"Never","2001","indirect migration background","higher vocational","","","","","5"
"Never","2001","indirect migration background","vocational + Abi","","","","","5"
"Never","2001","indirect migration background","middle vocational","","","","","5"
"Never","2001","indirect migration background","general elemantary","","","","","5"
"Never","2001","indirect migration background","higher education","","","","","5"
"Never","2001","indirect migration background","in school","","","","","5"
"Never","2001","indirect migration background","inadequately","","","","","5"
"Never","2001","direct migration background","middle vocational","","","","","5"
"Never","2001","direct migration background","vocational + Abi","","","","","5"
"Never","2001","direct migration background","higher vocational","","","","","5"
"Never","2001","direct migration background","higher education","","","","","5"
"Never","2001","direct migration background","in school","","","","","5"
"Never","2001","direct migration background","inadequately","","","","","5"
"Never","2001","direct migration background","general elemantary","","","","","5"
"Never","2001","no migration background","in school","","","","","5"
"Never","2001","no migration background","inadequately","","","","","5"
"Never","2001","no migration background","general elemantary","","","","","5"
"Never","2001","no migration background","middle vocational","","","","","5"
"Never","2001","no migration background","vocational + Abi","","","","","5"
"Never","2001","no migration background","higher vocational","","","","","5"
"Never","2001","no migration background","higher education","","","","","5"
"Rarely","2001","indirect migration background","in school","","","","","4"
"Rarely","2001","indirect migration background","inadequately","","","","","4"
"Rarely","2001","indirect migration background","general elemantary","","","","","4"
"Rarely","2001","indirect migration background","middle vocational","","","","","4"
"Rarely","2001","indirect migration background","vocational + Abi","","","","","4"
