"pli0081","year","education","n","percent","lower_confidence","upper_confidence"
"Daily","2010","college entrance qualification","","","",""
"Daily","2010","Other degree","","","",""
"Daily","2010","no degree/no degree yet","","","",""
"Min 1x per week","2010","lower secondary degree","","","",""
"Min 1x per week","2010","secondary school degree","","","",""
"Min 1x per week","2010","college entrance qualification","","","",""
"Min 1x per week","2010","Other degree","","","",""
"Min 1x per week","2010","no degree/no degree yet","","","",""
"Min 1x per month","2010","lower secondary degree","","","",""
"Min 1x per month","2010","secondary school degree","","","",""
"Min 1x per month","2010","college entrance qualification","","","",""
"Min 1x per month","2010","Other degree","","","",""
"Min 1x per month","2010","no degree/no degree yet","","","",""
"Rarely","2010","lower secondary degree","","","",""
"Rarely","2010","secondary school degree","","","",""
"Rarely","2010","college entrance qualification","","","",""
"Rarely","2010","Other degree","","","",""
"Rarely","2010","no degree/no degree yet","","","",""
"Never","2010","lower secondary degree","","","",""
"Never","2010","secondary school degree","","","",""
"Never","2010","college entrance qualification","","","",""
"Never","2010","Other degree","","","",""
"Never","2010","no degree/no degree yet","","","",""
"Daily","2011","lower secondary degree","","","",""
"Daily","2011","secondary school degree","","","",""
"Daily","2011","college entrance qualification","","","",""
"Daily","2011","Other degree","","","",""
"Daily","2011","no degree/no degree yet","","","",""
"Min 1x per week","2011","lower secondary degree","","","",""
"Min 1x per week","2011","secondary school degree","","","",""
"Min 1x per week","2011","college entrance qualification","","","",""
"Min 1x per week","2011","Other degree","","","",""
"Min 1x per week","2011","no degree/no degree yet","","","",""
"Min 1x per month","2011","lower secondary degree","","","",""
"Min 1x per month","2011","secondary school degree","","","",""
"Min 1x per month","2011","college entrance qualification","","","",""
"Min 1x per month","2011","Other degree","","","",""
"Min 1x per month","2011","no degree/no degree yet","","","",""
"Rarely","2011","lower secondary degree","","","",""
"Rarely","2011","secondary school degree","","","",""
"Rarely","2011","college entrance qualification","","","",""
"Rarely","2011","Other degree","","","",""
"Rarely","2011","no degree/no degree yet","","","",""
"Never","2011","lower secondary degree","","","",""
"Never","2011","secondary school degree","","","",""
"Never","2011","college entrance qualification","","","",""
"Never","2011","Other degree","","","",""
"Never","2011","no degree/no degree yet","","","",""
"Daily","2012","lower secondary degree","","","",""
"Daily","2012","secondary school degree","","","",""
"Daily","2012","college entrance qualification","","","",""
"Daily","2012","Other degree","","","",""
"Daily","2012","no degree/no degree yet","","","",""
"Min 1x per week","2012","lower secondary degree","","","",""
"Min 1x per week","2012","secondary school degree","","","",""
"Min 1x per week","2012","college entrance qualification","","","",""
"Min 1x per week","2012","Other degree","","","",""
"Min 1x per week","2012","no degree/no degree yet","","","",""
"Min 1x per month","2012","lower secondary degree","","","",""
"Min 1x per month","2012","secondary school degree","","","",""
"Min 1x per month","2012","college entrance qualification","","","",""
"Min 1x per month","2012","Other degree","","","",""
"Min 1x per month","2012","no degree/no degree yet","","","",""
"Rarely","2012","lower secondary degree","","","",""
"Rarely","2012","secondary school degree","","","",""
"Rarely","2012","college entrance qualification","","","",""
"Rarely","2012","Other degree","","","",""
"Rarely","2012","no degree/no degree yet","","","",""
"Never","2012","lower secondary degree","","","",""
"Never","2012","secondary school degree","","","",""
"Never","2012","college entrance qualification","","","",""
"Never","2012","Other degree","","","",""
"Never","2012","no degree/no degree yet","","","",""
"Daily","2013","lower secondary degree","697","0.0992621022184772","0.0923166736934516","0.106207530743503"
"Daily","2013","secondary school degree","663","0.0751575527368153","0.0693331241189911","0.0809819813546394"
"Daily","2013","college entrance qualification","400","0.0472262496843798","0.0423883209975779","0.0520641783711818"
"Daily","2013","Other degree","146","0.0925835328276536","0.0784298153209356","0.106737250334371"
"Daily","2013","no degree/no degree yet","69","0.0721657899208528","0.0543896784865583","0.0899419013551473"
"Min 1x per week","2013","lower secondary degree","2780","0.36876426389893","0.357557549685797","0.379970978112063"
"Min 1x per week","2013","secondary school degree","3155","0.37949062009323","0.368770298019312","0.390210942167148"
"Min 1x per week","2013","college entrance qualification","2596","0.324187572531171","0.313512173696604","0.334862971365739"
"Min 1x per week","2013","Other degree","610","0.405183832018563","0.381211087507621","0.429156576529504"
"Min 1x per week","2013","no degree/no degree yet","264","0.309414620700982","0.277659410340551","0.341169831061413"
"Min 1x per month","2013","lower secondary degree","1921","0.270470815663309","0.260152955569997","0.280788675756621"
"Min 1x per month","2013","secondary school degree","2335","0.304447799322824","0.294281698350646","0.314613900295003"
"Min 1x per month","2013","college entrance qualification","2687","0.371028338277226","0.360010613456169","0.382046063098283"
"Min 1x per month","2013","Other degree","360","0.202363221189122","0.182744590214469","0.221981852163775"
"Min 1x per month","2013","no degree/no degree yet","251","0.303966202831038","0.272367904016689","0.335564501645388"
"Rarely","2013","lower secondary degree","1455","0.21937500510384","0.209762803022149","0.228987207185531"
"Rarely","2013","secondary school degree","1561","0.215871216960747","0.206782047457021","0.224960386464474"
"Rarely","2013","college entrance qualification","1604","0.237993597052724","0.228281013049123","0.247706181056324"
"Rarely","2013","Other degree","393","0.222632093392706","0.20231752922786","0.242946657557551"
"Rarely","2013","no degree/no degree yet","194","0.259711700454787","0.229589819409489","0.289833581500086"
"Never","2013","lower secondary degree","267","0.0421278131154441","0.0374617959371563","0.0467938302937318"
"Never","2013","secondary school degree","157","0.0250328108863826","0.0215815090359933","0.028484112736772"
"Never","2013","college entrance qualification","98","0.0195642424544988","0.0164055020884258","0.0227229828205717"
"Never","2013","Other degree","102","0.0772373205719561","0.0642008829422125","0.0902737582016996"
"Never","2013","no degree/no degree yet","36","0.0547416860923394","0.0391148798817555","0.0703684923029232"
"Daily","2014","lower secondary degree","","","",""
"Daily","2014","secondary school degree","","","",""
"Daily","2014","college entrance qualification","","","",""
"Daily","2014","Other degree","","","",""
"Daily","2014","no degree/no degree yet","","","",""
"Min 1x per week","2014","lower secondary degree","","","",""
"Min 1x per week","2014","secondary school degree","","","",""
"Min 1x per week","2014","college entrance qualification","","","",""
"Min 1x per week","2014","Other degree","","","",""
"Min 1x per week","2014","no degree/no degree yet","","","",""
"Min 1x per month","2014","lower secondary degree","","","",""
"Min 1x per month","2014","secondary school degree","","","",""
"Min 1x per month","2014","college entrance qualification","","","",""
"Min 1x per month","2014","Other degree","","","",""
"Min 1x per month","2014","no degree/no degree yet","","","",""
"Rarely","2014","lower secondary degree","","","",""
"Rarely","2014","secondary school degree","","","",""
"Rarely","2014","college entrance qualification","","","",""
"Rarely","2014","Other degree","","","",""
"Rarely","2014","no degree/no degree yet","","","",""
"Never","2014","lower secondary degree","","","",""
"Never","2014","secondary school degree","","","",""
"Never","2014","college entrance qualification","","","",""
"Never","2014","Other degree","","","",""
"Never","2014","no degree/no degree yet","","","",""
"Daily","2015","lower secondary degree","","","",""
"Daily","2015","secondary school degree","","","",""
"Daily","2015","college entrance qualification","","","",""
"Daily","2015","Other degree","","","",""
"Daily","2015","no degree/no degree yet","","","",""
"Min 1x per week","2015","lower secondary degree","","","",""
"Min 1x per week","2015","secondary school degree","","","",""
"Min 1x per week","2015","college entrance qualification","","","",""
"Min 1x per week","2015","Other degree","","","",""
"Min 1x per week","2015","no degree/no degree yet","","","",""
"Min 1x per month","2015","lower secondary degree","","","",""
"Min 1x per month","2015","secondary school degree","","","",""
"Min 1x per month","2015","college entrance qualification","","","",""
"Min 1x per month","2015","Other degree","","","",""
"Min 1x per month","2015","no degree/no degree yet","","","",""
"Rarely","2015","lower secondary degree","","","",""
"Rarely","2015","secondary school degree","","","",""
"Rarely","2015","college entrance qualification","","","",""
"Rarely","2015","Other degree","","","",""
"Rarely","2015","no degree/no degree yet","","","",""
"Never","2015","lower secondary degree","","","",""
"Never","2015","secondary school degree","","","",""
"Never","2015","college entrance qualification","","","",""
"Never","2015","Other degree","","","",""
"Never","2015","no degree/no degree yet","","","",""
"Daily","2016","lower secondary degree","","","",""
"Daily","2016","secondary school degree","","","",""
"Daily","2016","college entrance qualification","","","",""
"Daily","2016","Other degree","","","",""
"Daily","2016","no degree/no degree yet","","","",""
"Min 1x per week","2016","lower secondary degree","","","",""
"Min 1x per week","2016","secondary school degree","","","",""
"Min 1x per week","2016","college entrance qualification","","","",""
"Min 1x per week","2016","Other degree","","","",""
"Min 1x per week","2016","no degree/no degree yet","","","",""
"Min 1x per month","2016","lower secondary degree","","","",""
"Min 1x per month","2016","secondary school degree","","","",""
"Min 1x per month","2016","college entrance qualification","","","",""
"Min 1x per month","2016","Other degree","","","",""
"Min 1x per month","2016","no degree/no degree yet","","","",""
"Rarely","2016","lower secondary degree","","","",""
"Rarely","2016","secondary school degree","","","",""
"Rarely","2016","college entrance qualification","","","",""
"Rarely","2016","Other degree","","","",""
"Rarely","2016","no degree/no degree yet","","","",""
"Never","2016","lower secondary degree","","","",""
"Never","2016","secondary school degree","","","",""
"Never","2016","college entrance qualification","","","",""
"Never","2016","Other degree","","","",""
"Never","2016","no degree/no degree yet","","","",""
"Daily","2017","lower secondary degree","","","",""
"Daily","2017","secondary school degree","","","",""
"Daily","2017","college entrance qualification","","","",""
"Daily","2017","Other degree","","","",""
"Daily","2017","no degree/no degree yet","","","",""
"Min 1x per week","2017","lower secondary degree","","","",""
"Min 1x per week","2017","secondary school degree","","","",""
"Min 1x per week","2017","college entrance qualification","","","",""
"Min 1x per week","2017","Other degree","","","",""
"Min 1x per week","2017","no degree/no degree yet","","","",""
"Min 1x per month","2017","lower secondary degree","","","",""
"Min 1x per month","2017","secondary school degree","","","",""
"Min 1x per month","2017","college entrance qualification","","","",""
"Min 1x per month","2017","Other degree","","","",""
"Min 1x per month","2017","no degree/no degree yet","","","",""
"Rarely","2017","lower secondary degree","","","",""
"Rarely","2017","secondary school degree","","","",""
"Rarely","2017","college entrance qualification","","","",""
"Rarely","2017","Other degree","","","",""
"Rarely","2017","no degree/no degree yet","","","",""
"Never","2017","lower secondary degree","","","",""
"Never","2017","secondary school degree","","","",""
"Never","2017","college entrance qualification","","","",""
"Never","2017","Other degree","","","",""
"Never","2017","no degree/no degree yet","","","",""
"Daily","2018","lower secondary degree","","","",""
"Daily","2018","secondary school degree","","","",""
"Daily","2018","college entrance qualification","","","",""
"Daily","2018","Other degree","","","",""
"Daily","2018","no degree/no degree yet","","","",""
"Min 1x per week","2018","lower secondary degree","","","",""
"Min 1x per week","2018","secondary school degree","","","",""
"Min 1x per week","2018","college entrance qualification","","","",""
"Min 1x per week","2018","Other degree","","","",""
"Min 1x per week","2018","no degree/no degree yet","","","",""
"Min 1x per month","2018","lower secondary degree","","","",""
"Min 1x per month","2018","secondary school degree","","","",""
"Min 1x per month","2018","college entrance qualification","","","",""
"Min 1x per month","2018","Other degree","","","",""
"Min 1x per month","2018","no degree/no degree yet","","","",""
"Rarely","2018","lower secondary degree","","","",""
"Rarely","2018","secondary school degree","","","",""
"Rarely","2018","college entrance qualification","","","",""
"Rarely","2018","Other degree","","","",""
"Rarely","2018","no degree/no degree yet","","","",""
"Never","2018","lower secondary degree","","","",""
"Never","2018","secondary school degree","","","",""
"Never","2018","college entrance qualification","","","",""
"Never","2018","Other degree","","","",""
"Never","2018","no degree/no degree yet","","","",""
"Daily","2019","lower secondary degree","457","0.0912651004267163","0.0835177427710967","0.0990124580823359"
"Daily","2019","secondary school degree","573","0.0675370665396028","0.0618274918258648","0.0732466412533408"
"Daily","2019","college entrance qualification","418","0.0427843339170213","0.0384945272589948","0.0470741405750478"
"Daily","2019","Other degree","172","0.0759365385462946","0.0656811980279233","0.0861918790646659"
"Daily","2019","no degree/no degree yet","68","0.0756634755157262","0.057116172200526","0.0942107788309264"
"Min 1x per week","2019","lower secondary degree","2064","0.373780701620356","0.360765398262411","0.386796004978302"
"Min 1x per week","2019","secondary school degree","2893","0.381925404491475","0.370871222877722","0.392979586105227"
"Min 1x per week","2019","college entrance qualification","3016","0.338048101334764","0.328020596060313","0.348075606609216"
"Min 1x per week","2019","Other degree","828","0.327636790437412","0.309466072362767","0.345807508512057"
"Min 1x per week","2019","no degree/no degree yet","263","0.397067324821857","0.362751925323152","0.431382724320561"
"Min 1x per month","2019","lower secondary degree","1404","0.259113730277032","0.247326721133531","0.270900739420532"
"Min 1x per month","2019","secondary school degree","2300","0.303178865705183","0.292721386872076","0.31363634453829"
"Min 1x per month","2019","college entrance qualification","3056","0.364074905358649","0.353875172747264","0.374274637970033"
"Min 1x per month","2019","Other degree","614","0.227862637251422","0.211623698953266","0.244101575549578"
"Min 1x per month","2019","no degree/no degree yet","207","0.236846423171554","0.207029559384213","0.266663286958895"
"Rarely","2019","lower secondary degree","1136","0.229502764241041","0.218190171911518","0.240815356570564"
"Rarely","2019","secondary school degree","1459","0.217054929885122","0.207675696355934","0.226434163414311"
"Rarely","2019","college entrance qualification","1915","0.237562152636698","0.228540600117997","0.246583705155399"
"Rarely","2019","Other degree","738","0.283736445353856","0.266283538270613","0.301189352437099"
"Rarely","2019","no degree/no degree yet","186","0.216599957673271","0.187710223007986","0.245489692338557"
"Never","2019","lower secondary degree","247","0.0463377034348546","0.040682513531695","0.0519928933380143"
"Never","2019","secondary school degree","196","0.0303037333786176","0.0264035699545743","0.0342038968026609"
"Never","2019","college entrance qualification","144","0.0175305067528674","0.0147485703040852","0.0203124432016496"
"Never","2019","Other degree","211","0.0848275884110156","0.0740407590657122","0.095614417756319"
"Never","2019","no degree/no degree yet","57","0.0738228188175922","0.0554842717393929","0.0921613658957915"
