"pli0081","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Daily","1996","35-65 y.","higher vocational","","","","","1"
"Daily","1996","35-65 y.","higher education","","","","","1"
"Daily","1996","66 and older","in school","","","","","1"
"Daily","1996","66 and older","inadequately","","","","","1"
"Daily","1996","16-34 y.","in school","","","","","1"
"Daily","1996","16-34 y.","inadequately","","","","","1"
"Daily","1996","16-34 y.","general elemantary","","","","","1"
"Daily","1996","16-34 y.","middle vocational","","","","","1"
"Daily","1996","16-34 y.","vocational + Abi","","","","","1"
"Daily","1996","16-34 y.","higher vocational","","","","","1"
"Daily","1996","16-34 y.","higher education","","","","","1"
"Daily","1996","35-65 y.","in school","","","","","1"
"Daily","1996","35-65 y.","inadequately","","","","","1"
"Daily","1996","66 and older","general elemantary","","","","","1"
"Daily","1996","66 and older","middle vocational","","","","","1"
"Daily","1996","66 and older","vocational + Abi","","","","","1"
"Daily","1996","66 and older","higher vocational","","","","","1"
"Daily","1996","66 and older","higher education","","","","","1"
"Min 1x per month","1996","16-34 y.","in school","","","","","3"
"Min 1x per month","1996","16-34 y.","inadequately","","","","","3"
"Min 1x per month","1996","16-34 y.","general elemantary","","","","","3"
"Min 1x per month","1996","16-34 y.","middle vocational","","","","","3"
"Min 1x per month","1996","16-34 y.","vocational + Abi","","","","","3"
"Min 1x per month","1996","16-34 y.","higher vocational","","","","","3"
"Min 1x per month","1996","16-34 y.","higher education","","","","","3"
"Min 1x per month","1996","35-65 y.","in school","","","","","3"
"Min 1x per month","1996","35-65 y.","inadequately","","","","","3"
"Min 1x per month","1996","35-65 y.","general elemantary","","","","","3"
"Min 1x per month","1996","35-65 y.","middle vocational","","","","","3"
"Min 1x per month","1996","35-65 y.","vocational + Abi","","","","","3"
"Min 1x per month","1996","35-65 y.","higher vocational","","","","","3"
"Min 1x per month","1996","35-65 y.","higher education","","","","","3"
"Min 1x per month","1996","66 and older","in school","","","","","3"
"Min 1x per month","1996","66 and older","inadequately","","","","","3"
"Min 1x per month","1996","66 and older","general elemantary","","","","","3"
"Min 1x per month","1996","66 and older","middle vocational","","","","","3"
"Min 1x per month","1996","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","1996","66 and older","higher vocational","","","","","3"
"Min 1x per month","1996","66 and older","higher education","","","","","3"
"Min 1x per week","1996","66 and older","in school","","","","","2"
"Min 1x per week","1996","66 and older","inadequately","","","","","2"
"Min 1x per week","1996","66 and older","general elemantary","","","","","2"
"Min 1x per week","1996","66 and older","middle vocational","","","","","2"
"Min 1x per week","1996","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","1996","66 and older","higher vocational","","","","","2"
"Min 1x per week","1996","66 and older","higher education","","","","","2"
"Min 1x per week","1996","35-65 y.","in school","","","","","2"
"Min 1x per week","1996","35-65 y.","inadequately","","","","","2"
"Min 1x per week","1996","35-65 y.","general elemantary","","","","","2"
"Min 1x per week","1996","35-65 y.","middle vocational","","","","","2"
"Min 1x per week","1996","35-65 y.","vocational + Abi","","","","","2"
"Min 1x per week","1996","35-65 y.","higher vocational","","","","","2"
"Min 1x per week","1996","35-65 y.","higher education","","","","","2"
"Min 1x per week","1996","16-34 y.","vocational + Abi","","","","","2"
"Min 1x per week","1996","16-34 y.","higher vocational","","","","","2"
"Min 1x per week","1996","16-34 y.","higher education","","","","","2"
"Min 1x per week","1996","16-34 y.","in school","","","","","2"
"Min 1x per week","1996","16-34 y.","inadequately","","","","","2"
"Min 1x per week","1996","16-34 y.","middle vocational","","","","","2"
"Min 1x per week","1996","16-34 y.","general elemantary","","","","","2"
"Never","1996","66 and older","higher vocational","","","","","5"
"Never","1996","66 and older","vocational + Abi","","","","","5"
"Never","1996","66 and older","middle vocational","","","","","5"
"Never","1996","66 and older","general elemantary","","","","","5"
"Never","1996","66 and older","higher education","","","","","5"
"Never","1996","66 and older","in school","","","","","5"
"Never","1996","66 and older","inadequately","","","","","5"
"Never","1996","35-65 y.","in school","","","","","5"
"Never","1996","35-65 y.","inadequately","","","","","5"
"Never","1996","35-65 y.","general elemantary","","","","","5"
"Never","1996","35-65 y.","middle vocational","","","","","5"
"Never","1996","35-65 y.","vocational + Abi","","","","","5"
"Never","1996","35-65 y.","higher vocational","","","","","5"
"Never","1996","35-65 y.","higher education","","","","","5"
"Never","1996","16-34 y.","in school","","","","","5"
"Never","1996","16-34 y.","inadequately","","","","","5"
"Never","1996","16-34 y.","general elemantary","","","","","5"
"Never","1996","16-34 y.","middle vocational","","","","","5"
"Never","1996","16-34 y.","vocational + Abi","","","","","5"
"Never","1996","16-34 y.","higher vocational","","","","","5"
"Never","1996","16-34 y.","higher education","","","","","5"
"Rarely","1996","66 and older","in school","","","","","4"
"Rarely","1996","66 and older","inadequately","","","","","4"
"Rarely","1996","66 and older","general elemantary","","","","","4"
"Rarely","1996","66 and older","middle vocational","","","","","4"
"Rarely","1996","66 and older","vocational + Abi","","","","","4"
"Rarely","1996","66 and older","higher vocational","","","","","4"
"Rarely","1996","66 and older","higher education","","","","","4"
"Rarely","1996","35-65 y.","vocational + Abi","","","","","4"
"Rarely","1996","35-65 y.","higher vocational","","","","","4"
"Rarely","1996","35-65 y.","higher education","","","","","4"
"Rarely","1996","16-34 y.","in school","","","","","4"
"Rarely","1996","16-34 y.","inadequately","","","","","4"
"Rarely","1996","16-34 y.","general elemantary","","","","","4"
"Rarely","1996","16-34 y.","middle vocational","","","","","4"
"Rarely","1996","16-34 y.","vocational + Abi","","","","","4"
"Rarely","1996","16-34 y.","higher vocational","","","","","4"
"Rarely","1996","16-34 y.","higher education","","","","","4"
"Rarely","1996","35-65 y.","in school","","","","","4"
"Rarely","1996","35-65 y.","inadequately","","","","","4"
"Rarely","1996","35-65 y.","general elemantary","","","","","4"
"Rarely","1996","35-65 y.","middle vocational","","","","","4"
"Daily","1997","66 and older","in school","","","","","1"
"Daily","1997","66 and older","inadequately","","","","","1"
"Daily","1997","66 and older","general elemantary","","","","","1"
"Daily","1997","66 and older","middle vocational","","","","","1"
"Daily","1997","66 and older","vocational + Abi","","","","","1"
"Daily","1997","66 and older","higher vocational","","","","","1"
"Daily","1997","66 and older","higher education","","","","","1"
"Daily","1997","16-34 y.","general elemantary","","","","","1"
"Daily","1997","16-34 y.","middle vocational","","","","","1"
"Daily","1997","16-34 y.","vocational + Abi","","","","","1"
"Daily","1997","16-34 y.","higher vocational","","","","","1"
"Daily","1997","16-34 y.","higher education","","","","","1"
"Daily","1997","35-65 y.","in school","","","","","1"
"Daily","1997","35-65 y.","inadequately","","","","","1"
"Daily","1997","35-65 y.","general elemantary","","","","","1"
"Daily","1997","35-65 y.","middle vocational","","","","","1"
"Daily","1997","35-65 y.","vocational + Abi","","","","","1"
"Daily","1997","35-65 y.","higher vocational","","","","","1"
"Daily","1997","35-65 y.","higher education","","","","","1"
"Daily","1997","16-34 y.","in school","","","","","1"
"Daily","1997","16-34 y.","inadequately","","","","","1"
"Min 1x per month","1997","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","1997","66 and older","higher vocational","","","","","3"
"Min 1x per month","1997","66 and older","higher education","","","","","3"
"Min 1x per month","1997","66 and older","middle vocational","","","","","3"
"Min 1x per month","1997","66 and older","in school","","","","","3"
"Min 1x per month","1997","66 and older","inadequately","","","","","3"
"Min 1x per month","1997","66 and older","general elemantary","","","","","3"
"Min 1x per month","1997","16-34 y.","in school","","","","","3"
"Min 1x per month","1997","16-34 y.","inadequately","","","","","3"
"Min 1x per month","1997","16-34 y.","general elemantary","","","","","3"
"Min 1x per month","1997","16-34 y.","middle vocational","","","","","3"
"Min 1x per month","1997","16-34 y.","vocational + Abi","","","","","3"
"Min 1x per month","1997","16-34 y.","higher vocational","","","","","3"
"Min 1x per month","1997","16-34 y.","higher education","","","","","3"
"Min 1x per month","1997","35-65 y.","in school","","","","","3"
"Min 1x per month","1997","35-65 y.","inadequately","","","","","3"
"Min 1x per month","1997","35-65 y.","general elemantary","","","","","3"
"Min 1x per month","1997","35-65 y.","middle vocational","","","","","3"
"Min 1x per month","1997","35-65 y.","vocational + Abi","","","","","3"
"Min 1x per month","1997","35-65 y.","higher vocational","","","","","3"
"Min 1x per month","1997","35-65 y.","higher education","","","","","3"
"Min 1x per week","1997","66 and older","in school","","","","","2"
"Min 1x per week","1997","66 and older","inadequately","","","","","2"
"Min 1x per week","1997","66 and older","middle vocational","","","","","2"
"Min 1x per week","1997","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","1997","66 and older","general elemantary","","","","","2"
"Min 1x per week","1997","66 and older","higher vocational","","","","","2"
"Min 1x per week","1997","66 and older","higher education","","","","","2"
"Min 1x per week","1997","35-65 y.","in school","","","","","2"
"Min 1x per week","1997","35-65 y.","inadequately","","","","","2"
"Min 1x per week","1997","16-34 y.","vocational + Abi","","","","","2"
"Min 1x per week","1997","16-34 y.","higher vocational","","","","","2"
"Min 1x per week","1997","16-34 y.","higher education","","","","","2"
"Min 1x per week","1997","35-65 y.","general elemantary","","","","","2"
"Min 1x per week","1997","35-65 y.","middle vocational","","","","","2"
"Min 1x per week","1997","35-65 y.","vocational + Abi","","","","","2"
"Min 1x per week","1997","35-65 y.","higher vocational","","","","","2"
"Min 1x per week","1997","35-65 y.","higher education","","","","","2"
"Min 1x per week","1997","16-34 y.","in school","","","","","2"
"Min 1x per week","1997","16-34 y.","inadequately","","","","","2"
"Min 1x per week","1997","16-34 y.","general elemantary","","","","","2"
"Min 1x per week","1997","16-34 y.","middle vocational","","","","","2"
"Never","1997","66 and older","higher vocational","","","","","5"
"Never","1997","66 and older","vocational + Abi","","","","","5"
"Never","1997","66 and older","in school","","","","","5"
"Never","1997","66 and older","inadequately","","","","","5"
"Never","1997","66 and older","general elemantary","","","","","5"
"Never","1997","66 and older","middle vocational","","","","","5"
"Never","1997","66 and older","higher education","","","","","5"
"Never","1997","35-65 y.","in school","","","","","5"
"Never","1997","35-65 y.","inadequately","","","","","5"
"Never","1997","35-65 y.","general elemantary","","","","","5"
"Never","1997","35-65 y.","middle vocational","","","","","5"
"Never","1997","35-65 y.","vocational + Abi","","","","","5"
"Never","1997","35-65 y.","higher vocational","","","","","5"
"Never","1997","35-65 y.","higher education","","","","","5"
"Never","1997","16-34 y.","in school","","","","","5"
"Never","1997","16-34 y.","inadequately","","","","","5"
"Never","1997","16-34 y.","general elemantary","","","","","5"
"Never","1997","16-34 y.","middle vocational","","","","","5"
"Never","1997","16-34 y.","vocational + Abi","","","","","5"
"Never","1997","16-34 y.","higher vocational","","","","","5"
"Never","1997","16-34 y.","higher education","","","","","5"
"Rarely","1997","66 and older","in school","","","","","4"
"Rarely","1997","66 and older","inadequately","","","","","4"
"Rarely","1997","66 and older","general elemantary","","","","","4"
"Rarely","1997","66 and older","middle vocational","","","","","4"
"Rarely","1997","66 and older","vocational + Abi","","","","","4"
"Rarely","1997","66 and older","higher vocational","","","","","4"
"Rarely","1997","66 and older","higher education","","","","","4"
"Rarely","1997","16-34 y.","in school","","","","","4"
"Rarely","1997","16-34 y.","inadequately","","","","","4"
"Rarely","1997","16-34 y.","general elemantary","","","","","4"
"Rarely","1997","16-34 y.","middle vocational","","","","","4"
"Rarely","1997","16-34 y.","vocational + Abi","","","","","4"
"Rarely","1997","16-34 y.","higher vocational","","","","","4"
"Rarely","1997","16-34 y.","higher education","","","","","4"
"Rarely","1997","35-65 y.","in school","","","","","4"
"Rarely","1997","35-65 y.","vocational + Abi","","","","","4"
"Rarely","1997","35-65 y.","higher vocational","","","","","4"
"Rarely","1997","35-65 y.","higher education","","","","","4"
"Rarely","1997","35-65 y.","inadequately","","","","","4"
"Rarely","1997","35-65 y.","general elemantary","","","","","4"
"Rarely","1997","35-65 y.","middle vocational","","","","","4"
"Daily","1998","66 and older","in school","","","","","1"
"Daily","1998","66 and older","inadequately","12","","","","1"
"Daily","1998","66 and older","general elemantary","79","0.133993995213332","0.105930420173818","0.162057570252846","1"
"Daily","1998","66 and older","middle vocational","92","0.0980643258706535","0.0784037171764223","0.117724934564885","1"
"Daily","1998","66 and older","vocational + Abi","5","","","","1"
"Daily","1998","66 and older","higher vocational","7","","","","1"
"Daily","1998","66 and older","higher education","18","","","","1"
"Daily","1998","16-34 y.","general elemantary","111","0.107706642000236","0.0875757056528481","0.127837578347624","1"
"Daily","1998","16-34 y.","middle vocational","247","0.0978688702418095","0.0857095721271851","0.110028168356434","1"
"Daily","1998","16-34 y.","vocational + Abi","19","","","","1"
"Daily","1998","16-34 y.","higher vocational","14","","","","1"
"Daily","1998","16-34 y.","higher education","21","","","","1"
"Daily","1998","35-65 y.","in school","","","","","1"
"Daily","1998","35-65 y.","inadequately","58","0.147021878369836","0.107408778144056","0.186634978595616","1"
"Daily","1998","35-65 y.","general elemantary","122","0.0988103537400133","0.0809053174704186","0.116715390009608","1"
"Daily","1998","35-65 y.","middle vocational","268","0.0647537916198115","0.0569641475052217","0.0725434357344014","1"
"Daily","1998","35-65 y.","vocational + Abi","7","","","","1"
"Daily","1998","35-65 y.","higher vocational","25","","","","1"
"Daily","1998","35-65 y.","higher education","51","0.0330287399370828","0.0234779402888935","0.0425795395852721","1"
"Daily","1998","16-34 y.","in school","15","","","","1"
"Daily","1998","16-34 y.","inadequately","22","","","","1"
"Min 1x per month","1998","66 and older","in school","","","","","3"
"Min 1x per month","1998","66 and older","inadequately","7","","","","3"
"Min 1x per month","1998","66 and older","general elemantary","143","0.250417174859299","0.21472428228766","0.286110067430938","3"
"Min 1x per month","1998","66 and older","middle vocational","255","0.274000267017578","0.244515521958175","0.303485012076981","3"
"Min 1x per month","1998","66 and older","vocational + Abi","6","","","","3"
"Min 1x per month","1998","66 and older","higher vocational","22","","","","3"
"Min 1x per month","1998","66 and older","higher education","47","0.291458664753265","0.226326071651301","0.35659125785523","3"
"Min 1x per month","1998","16-34 y.","in school","113","0.345520698872071","0.294368531276843","0.3966728664673","3"
"Min 1x per month","1998","16-34 y.","inadequately","15","","","","3"
"Min 1x per month","1998","16-34 y.","general elemantary","209","0.254076630770635","0.225807114958277","0.282346146582994","3"
"Min 1x per month","1998","16-34 y.","middle vocational","604","0.272876692773416","0.254648708780294","0.291104676766538","3"
"Min 1x per month","1998","16-34 y.","vocational + Abi","91","0.354492632634522","0.298562076249451","0.410423189019594","3"
"Min 1x per month","1998","16-34 y.","higher vocational","76","0.293483116641193","0.23634761940453","0.350618613877855","3"
"Min 1x per month","1998","16-34 y.","higher education","161","0.388671831462597","0.343331431892142","0.434012231033052","3"
"Min 1x per month","1998","35-65 y.","in school","","","","","3"
"Min 1x per month","1998","35-65 y.","inadequately","55","0.219317608890133","0.173031268346896","0.26560394943337","3"
"Min 1x per month","1998","35-65 y.","general elemantary","250","0.247953522652967","0.222043167655096","0.273863877650838","3"
"Min 1x per month","1998","35-65 y.","middle vocational","1199","0.30283612627698","0.288291809831674","0.317380442722286","3"
"Min 1x per month","1998","35-65 y.","vocational + Abi","64","0.303774338605127","0.240038508224241","0.367510168986012","3"
"Min 1x per month","1998","35-65 y.","higher vocational","181","0.369075646762856","0.326778660014925","0.411372633510787","3"
"Min 1x per month","1998","35-65 y.","higher education","538","0.373961367767489","0.348103013234495","0.399819722300484","3"
"Min 1x per week","1998","66 and older","middle vocational","378","0.420614021669409","0.387979329766028","0.45324871357279","2"
"Min 1x per week","1998","66 and older","vocational + Abi","12","","","","2"
"Min 1x per week","1998","66 and older","general elemantary","238","0.418715242807956","0.378071496830017","0.459358988785896","2"
"Min 1x per week","1998","66 and older","in school","","","","","2"
"Min 1x per week","1998","66 and older","inadequately","26","","","","2"
"Min 1x per week","1998","66 and older","higher vocational","27","","","","2"
"Min 1x per week","1998","66 and older","higher education","72","0.350665822533764","0.28227337612706","0.419058268940468","2"
"Min 1x per week","1998","35-65 y.","in school","1","","","","2"
"Min 1x per week","1998","35-65 y.","inadequately","140","0.42745394694151","0.372115268729619","0.482792625153401","2"
"Min 1x per week","1998","16-34 y.","middle vocational","1082","0.457794594451131","0.437406875604906","0.478182313297356","2"
"Min 1x per week","1998","16-34 y.","vocational + Abi","125","0.41000126806442","0.352495279964066","0.467507256164773","2"
"Min 1x per week","1998","16-34 y.","higher vocational","126","0.547091009896834","0.484632957501249","0.609549062292419","2"
"Min 1x per week","1998","16-34 y.","higher education","171","0.343929786778989","0.299745620824603","0.388113952733375","2"
"Min 1x per week","1998","35-65 y.","general elemantary","489","0.45011563020929","0.420264304991275","0.479966955427305","2"
"Min 1x per week","1998","35-65 y.","middle vocational","1519","0.381524203567738","0.366148165759086","0.39690024137639","2"
"Min 1x per week","1998","35-65 y.","vocational + Abi","85","0.407790201904633","0.339683589253014","0.475896814556252","2"
"Min 1x per week","1998","35-65 y.","higher vocational","174","0.347588377997101","0.305847982788058","0.389328773206143","2"
"Min 1x per week","1998","35-65 y.","higher education","423","0.299468940746637","0.274990906407637","0.323946975085637","2"
"Min 1x per week","1998","16-34 y.","in school","113","0.303694446074218","0.254229515527656","0.353159376620779","2"
"Min 1x per week","1998","16-34 y.","inadequately","41","0.351900763302764","0.252122115440949","0.451679411164579","2"
"Min 1x per week","1998","16-34 y.","general elemantary","393","0.399176804672256","0.367375503005248","0.430978106339265","2"
"Never","1998","66 and older","higher vocational","6","","","","5"
"Never","1998","66 and older","middle vocational","18","","","","5"
"Never","1998","66 and older","vocational + Abi","","","","","5"
"Never","1998","66 and older","in school","","","","","5"
"Never","1998","66 and older","inadequately","","","","","5"
"Never","1998","66 and older","general elemantary","18","","","","5"
"Never","1998","66 and older","higher education","8","","","","5"
"Never","1998","35-65 y.","middle vocational","68","0.0231972150428604","0.018432428981874","0.0279620011038469","5"
"Never","1998","35-65 y.","vocational + Abi","6","","","","5"
"Never","1998","35-65 y.","higher vocational","2","","","","5"
"Never","1998","35-65 y.","higher education","19","","","","5"
"Never","1998","35-65 y.","in school","","","","","5"
"Never","1998","35-65 y.","inadequately","15","","","","5"
"Never","1998","35-65 y.","general elemantary","25","","","","5"
"Never","1998","16-34 y.","in school","8","","","","5"
"Never","1998","16-34 y.","inadequately","2","","","","5"
"Never","1998","16-34 y.","general elemantary","21","","","","5"
"Never","1998","16-34 y.","middle vocational","18","","","","5"
"Never","1998","16-34 y.","vocational + Abi","1","","","","5"
"Never","1998","16-34 y.","higher vocational","1","","","","5"
"Never","1998","16-34 y.","higher education","4","","","","5"
"Rarely","1998","66 and older","in school","","","","","4"
"Rarely","1998","66 and older","inadequately","5","","","","4"
"Rarely","1998","66 and older","general elemantary","88","0.156989347557777","0.127019019351745","0.186959675763809","4"
"Rarely","1998","66 and older","middle vocational","136","0.183032063989727","0.15746859733805","0.208595530641403","4"
"Rarely","1998","66 and older","vocational + Abi","8","","","","4"
"Rarely","1998","66 and older","higher vocational","16","","","","4"
"Rarely","1998","66 and older","higher education","42","0.212083958662924","0.153494272790437","0.270673644535411","4"
"Rarely","1998","16-34 y.","vocational + Abi","45","0.17062304199455","0.126639545173338","0.214606538815762","4"
"Rarely","1998","16-34 y.","higher vocational","27","","","","4"
"Rarely","1998","16-34 y.","higher education","87","0.204251733338589","0.166752073175745","0.241751393501432","4"
"Rarely","1998","35-65 y.","in school","1","","","","4"
"Rarely","1998","35-65 y.","middle vocational","780","0.22768866349261","0.214415056783586","0.240962270201634","4"
"Rarely","1998","35-65 y.","vocational + Abi","38","0.239568327552726","0.180415175393723","0.298721479711728","4"
"Rarely","1998","35-65 y.","higher vocational","118","0.235223962444996","0.198047248003398","0.272400676886595","4"
"Rarely","1998","35-65 y.","higher education","314","0.275421865964247","0.251547669194461","0.299296062734033","4"
"Rarely","1998","16-34 y.","general elemantary","177","0.218839225961406","0.191990622474295","0.245687829448517","4"
"Rarely","1998","16-34 y.","middle vocational","343","0.163409081586349","0.148278833408952","0.178539329763745","4"
"Rarely","1998","35-65 y.","inadequately","39","0.166968698757531","0.125250351502907","0.208687046012154","4"
"Rarely","1998","16-34 y.","in school","83","0.276468414121185","0.228358945798561","0.324577882443809","4"
"Rarely","1998","16-34 y.","inadequately","8","","","","4"
"Rarely","1998","35-65 y.","general elemantary","181","0.184550011764428","0.161273302328069","0.207826721200787","4"
"Daily","1999","66 and older","in school","","","","","1"
"Daily","1999","66 and older","inadequately","","","","","1"
"Daily","1999","66 and older","general elemantary","","","","","1"
"Daily","1999","66 and older","middle vocational","","","","","1"
"Daily","1999","66 and older","vocational + Abi","","","","","1"
"Daily","1999","66 and older","higher vocational","","","","","1"
"Daily","1999","66 and older","higher education","","","","","1"
"Daily","1999","16-34 y.","inadequately","","","","","1"
"Daily","1999","16-34 y.","general elemantary","","","","","1"
"Daily","1999","16-34 y.","middle vocational","","","","","1"
"Daily","1999","16-34 y.","vocational + Abi","","","","","1"
"Daily","1999","16-34 y.","higher vocational","","","","","1"
"Daily","1999","16-34 y.","higher education","","","","","1"
"Daily","1999","35-65 y.","in school","","","","","1"
"Daily","1999","16-34 y.","in school","","","","","1"
"Daily","1999","35-65 y.","inadequately","","","","","1"
"Daily","1999","35-65 y.","general elemantary","","","","","1"
"Daily","1999","35-65 y.","middle vocational","","","","","1"
"Daily","1999","35-65 y.","vocational + Abi","","","","","1"
"Daily","1999","35-65 y.","higher vocational","","","","","1"
"Daily","1999","35-65 y.","higher education","","","","","1"
"Min 1x per month","1999","66 and older","higher education","","","","","3"
"Min 1x per month","1999","66 and older","higher vocational","","","","","3"
"Min 1x per month","1999","66 and older","middle vocational","","","","","3"
"Min 1x per month","1999","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","1999","35-65 y.","middle vocational","","","","","3"
"Min 1x per month","1999","35-65 y.","vocational + Abi","","","","","3"
"Min 1x per month","1999","66 and older","in school","","","","","3"
"Min 1x per month","1999","66 and older","inadequately","","","","","3"
"Min 1x per month","1999","66 and older","general elemantary","","","","","3"
"Min 1x per month","1999","16-34 y.","in school","","","","","3"
"Min 1x per month","1999","16-34 y.","inadequately","","","","","3"
"Min 1x per month","1999","16-34 y.","general elemantary","","","","","3"
"Min 1x per month","1999","16-34 y.","middle vocational","","","","","3"
"Min 1x per month","1999","16-34 y.","vocational + Abi","","","","","3"
"Min 1x per month","1999","16-34 y.","higher vocational","","","","","3"
"Min 1x per month","1999","16-34 y.","higher education","","","","","3"
"Min 1x per month","1999","35-65 y.","in school","","","","","3"
"Min 1x per month","1999","35-65 y.","inadequately","","","","","3"
"Min 1x per month","1999","35-65 y.","general elemantary","","","","","3"
"Min 1x per month","1999","35-65 y.","higher vocational","","","","","3"
"Min 1x per month","1999","35-65 y.","higher education","","","","","3"
"Min 1x per week","1999","66 and older","general elemantary","","","","","2"
"Min 1x per week","1999","66 and older","middle vocational","","","","","2"
"Min 1x per week","1999","66 and older","higher vocational","","","","","2"
"Min 1x per week","1999","66 and older","in school","","","","","2"
"Min 1x per week","1999","66 and older","inadequately","","","","","2"
"Min 1x per week","1999","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","1999","66 and older","higher education","","","","","2"
"Min 1x per week","1999","35-65 y.","in school","","","","","2"
"Min 1x per week","1999","35-65 y.","inadequately","","","","","2"
"Min 1x per week","1999","35-65 y.","general elemantary","","","","","2"
"Min 1x per week","1999","35-65 y.","middle vocational","","","","","2"
"Min 1x per week","1999","35-65 y.","vocational + Abi","","","","","2"
"Min 1x per week","1999","35-65 y.","higher vocational","","","","","2"
"Min 1x per week","1999","35-65 y.","higher education","","","","","2"
"Min 1x per week","1999","16-34 y.","vocational + Abi","","","","","2"
"Min 1x per week","1999","16-34 y.","higher vocational","","","","","2"
"Min 1x per week","1999","16-34 y.","higher education","","","","","2"
"Min 1x per week","1999","16-34 y.","in school","","","","","2"
"Min 1x per week","1999","16-34 y.","inadequately","","","","","2"
"Min 1x per week","1999","16-34 y.","general elemantary","","","","","2"
"Min 1x per week","1999","16-34 y.","middle vocational","","","","","2"
"Never","1999","66 and older","higher education","","","","","5"
"Never","1999","66 and older","higher vocational","","","","","5"
"Never","1999","66 and older","vocational + Abi","","","","","5"
"Never","1999","35-65 y.","vocational + Abi","","","","","5"
"Never","1999","66 and older","in school","","","","","5"
"Never","1999","66 and older","inadequately","","","","","5"
"Never","1999","66 and older","general elemantary","","","","","5"
"Never","1999","66 and older","middle vocational","","","","","5"
"Never","1999","35-65 y.","in school","","","","","5"
"Never","1999","35-65 y.","inadequately","","","","","5"
"Never","1999","35-65 y.","general elemantary","","","","","5"
"Never","1999","35-65 y.","middle vocational","","","","","5"
"Never","1999","35-65 y.","higher vocational","","","","","5"
"Never","1999","35-65 y.","higher education","","","","","5"
"Never","1999","16-34 y.","in school","","","","","5"
"Never","1999","16-34 y.","inadequately","","","","","5"
"Never","1999","16-34 y.","general elemantary","","","","","5"
"Never","1999","16-34 y.","middle vocational","","","","","5"
"Never","1999","16-34 y.","vocational + Abi","","","","","5"
"Never","1999","16-34 y.","higher vocational","","","","","5"
"Never","1999","16-34 y.","higher education","","","","","5"
"Rarely","1999","66 and older","in school","","","","","4"
"Rarely","1999","66 and older","vocational + Abi","","","","","4"
"Rarely","1999","66 and older","general elemantary","","","","","4"
"Rarely","1999","66 and older","inadequately","","","","","4"
"Rarely","1999","66 and older","middle vocational","","","","","4"
"Rarely","1999","66 and older","higher vocational","","","","","4"
"Rarely","1999","66 and older","higher education","","","","","4"
"Rarely","1999","16-34 y.","in school","","","","","4"
"Rarely","1999","16-34 y.","inadequately","","","","","4"
"Rarely","1999","16-34 y.","general elemantary","","","","","4"
"Rarely","1999","16-34 y.","middle vocational","","","","","4"
"Rarely","1999","16-34 y.","vocational + Abi","","","","","4"
"Rarely","1999","16-34 y.","higher vocational","","","","","4"
"Rarely","1999","16-34 y.","higher education","","","","","4"
"Rarely","1999","35-65 y.","in school","","","","","4"
"Rarely","1999","35-65 y.","inadequately","","","","","4"
"Rarely","1999","35-65 y.","vocational + Abi","","","","","4"
"Rarely","1999","35-65 y.","higher vocational","","","","","4"
"Rarely","1999","35-65 y.","higher education","","","","","4"
"Rarely","1999","35-65 y.","general elemantary","","","","","4"
"Rarely","1999","35-65 y.","middle vocational","","","","","4"
"Daily","2000","66 and older","vocational + Abi","","","","","1"
"Daily","2000","66 and older","higher vocational","","","","","1"
"Daily","2000","66 and older","higher education","","","","","1"
"Daily","2000","66 and older","in school","","","","","1"
"Daily","2000","66 and older","inadequately","","","","","1"
"Daily","2000","66 and older","general elemantary","","","","","1"
"Daily","2000","66 and older","middle vocational","","","","","1"
"Daily","2000","16-34 y.","inadequately","","","","","1"
"Daily","2000","16-34 y.","general elemantary","","","","","1"
"Daily","2000","16-34 y.","middle vocational","","","","","1"
"Daily","2000","16-34 y.","vocational + Abi","","","","","1"
"Daily","2000","16-34 y.","higher vocational","","","","","1"
"Daily","2000","16-34 y.","higher education","","","","","1"
"Daily","2000","35-65 y.","in school","","","","","1"
"Daily","2000","35-65 y.","vocational + Abi","","","","","1"
"Daily","2000","35-65 y.","higher vocational","","","","","1"
"Daily","2000","35-65 y.","higher education","","","","","1"
"Daily","2000","16-34 y.","in school","","","","","1"
"Daily","2000","35-65 y.","inadequately","","","","","1"
"Daily","2000","35-65 y.","general elemantary","","","","","1"
"Daily","2000","35-65 y.","middle vocational","","","","","1"
"Min 1x per month","2000","66 and older","in school","","","","","3"
"Min 1x per month","2000","66 and older","inadequately","","","","","3"
"Min 1x per month","2000","66 and older","general elemantary","","","","","3"
"Min 1x per month","2000","66 and older","middle vocational","","","","","3"
"Min 1x per month","2000","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","2000","66 and older","higher vocational","","","","","3"
"Min 1x per month","2000","66 and older","higher education","","","","","3"
"Min 1x per month","2000","16-34 y.","in school","","","","","3"
"Min 1x per month","2000","16-34 y.","inadequately","","","","","3"
"Min 1x per month","2000","16-34 y.","general elemantary","","","","","3"
