"pli0081","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Never","1998","no migration background","(0) in school","6","","",""
"Never","1998","no migration background","(1a) inadequately completed","2","","",""
"Never","1998","no migration background","(1b) general elementary school","35","0.0306780883675768","0.0212860173259873","0.0400701594091663"
"Never","1998","no migration background","(1c) basic vocational qualification","46","0.0189771338175472","0.0144314192050098","0.0235228484300846"
"Never","1998","no migration background","(2b) intermediate general qualification","7","","",""
"Never","1998","no migration background","(2a) intermediate vocational","27","","",""
"Never","1998","no migration background","(2c_gen) general maturity certificate","2","","",""
"Never","1998","no migration background","(2c_voc) vocational maturity certificate","2","","",""
"Never","1998","no migration background","(3a) lower tertiary education","13","","",""
"Never","1998","no migration background","(3b) higher tertiary education","9","","",""
"Never","1998","direct migration background","(0) in school","","","",""
"Never","1998","direct migration background","(1a) inadequately completed","18","","",""
"Never","1998","direct migration background","(1b) general elementary school","16","","",""
"Never","1998","direct migration background","(1c) basic vocational qualification","19","","",""
"Never","1998","direct migration background","(2b) intermediate general qualification","","","",""
"Never","1998","direct migration background","(2a) intermediate vocational","1","","",""
"Never","1998","direct migration background","(2c_gen) general maturity certificate","8","","",""
"Never","1998","direct migration background","(2c_voc) vocational maturity certificate","6","","",""
"Never","1998","direct migration background","(3a) lower tertiary education","1","","",""
"Never","1998","direct migration background","(3b) higher tertiary education","8","","",""
"Never","1998","indirect migration background","(0) in school","2","","",""
"Never","1998","indirect migration background","(1a) inadequately completed","1","","",""
"Never","1998","indirect migration background","(1b) general elementary school","2","","",""
"Never","1998","indirect migration background","(1c) basic vocational qualification","1","","",""
"Never","1998","indirect migration background","(2b) intermediate general qualification","5","","",""
"Never","1998","indirect migration background","(2a) intermediate vocational","1","","",""
"Never","1998","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Never","1998","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1998","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1998","indirect migration background","(3b) higher tertiary education","","","",""
"Daily","1999","no migration background","(0) in school","","","",""
"Daily","1999","no migration background","(1a) inadequately completed","","","",""
"Daily","1999","no migration background","(1b) general elementary school","","","",""
"Daily","1999","no migration background","(1c) basic vocational qualification","","","",""
"Daily","1999","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1999","no migration background","(2a) intermediate vocational","","","",""
"Daily","1999","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1999","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1999","no migration background","(3a) lower tertiary education","","","",""
"Daily","1999","no migration background","(3b) higher tertiary education","","","",""
"Daily","1999","direct migration background","(0) in school","","","",""
"Daily","1999","direct migration background","(1a) inadequately completed","","","",""
"Daily","1999","direct migration background","(1b) general elementary school","","","",""
"Daily","1999","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1999","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1999","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1999","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1999","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1999","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1999","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1999","indirect migration background","(0) in school","","","",""
"Daily","1999","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1999","indirect migration background","(1b) general elementary school","","","",""
"Daily","1999","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1999","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1999","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1999","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1999","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1999","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1999","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1999","no migration background","(0) in school","","","",""
"Min 1x per week","1999","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1999","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","1999","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1999","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1999","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1999","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1999","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1999","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1999","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1999","direct migration background","(0) in school","","","",""
"Min 1x per week","1999","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1999","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","1999","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1999","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1999","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1999","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1999","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1999","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1999","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1999","indirect migration background","(0) in school","","","",""
"Min 1x per week","1999","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1999","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","1999","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1999","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1999","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1999","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1999","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1999","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1999","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1999","no migration background","(0) in school","","","",""
"Min 1x per month","1999","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1999","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","1999","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1999","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1999","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1999","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1999","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1999","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1999","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1999","direct migration background","(0) in school","","","",""
"Min 1x per month","1999","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1999","direct migration background","(1b) general elementary school","","","",""
"Min 1x per month","1999","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1999","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1999","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1999","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1999","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1999","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1999","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1999","indirect migration background","(0) in school","","","",""
"Min 1x per month","1999","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1999","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","1999","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1999","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1999","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1999","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1999","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1999","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1999","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1999","no migration background","(0) in school","","","",""
"Rarely","1999","no migration background","(1a) inadequately completed","","","",""
"Rarely","1999","no migration background","(1b) general elementary school","","","",""
"Rarely","1999","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","1999","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","1999","no migration background","(2a) intermediate vocational","","","",""
"Rarely","1999","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1999","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1999","no migration background","(3a) lower tertiary education","","","",""
"Rarely","1999","no migration background","(3b) higher tertiary education","","","",""
"Rarely","1999","direct migration background","(0) in school","","","",""
"Rarely","1999","direct migration background","(1a) inadequately completed","","","",""
"Rarely","1999","direct migration background","(1b) general elementary school","","","",""
"Rarely","1999","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","1999","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","1999","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","1999","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1999","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1999","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","1999","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","1999","indirect migration background","(0) in school","","","",""
"Rarely","1999","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","1999","indirect migration background","(1b) general elementary school","","","",""
"Rarely","1999","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","1999","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","1999","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","1999","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1999","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1999","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1999","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1999","no migration background","(0) in school","","","",""
"Never","1999","no migration background","(1a) inadequately completed","","","",""
"Never","1999","no migration background","(1b) general elementary school","","","",""
"Never","1999","no migration background","(1c) basic vocational qualification","","","",""
"Never","1999","no migration background","(2b) intermediate general qualification","","","",""
"Never","1999","no migration background","(2a) intermediate vocational","","","",""
"Never","1999","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","1999","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1999","no migration background","(3a) lower tertiary education","","","",""
"Never","1999","no migration background","(3b) higher tertiary education","","","",""
"Never","1999","direct migration background","(0) in school","","","",""
"Never","1999","direct migration background","(1a) inadequately completed","","","",""
"Never","1999","direct migration background","(1b) general elementary school","","","",""
"Never","1999","direct migration background","(1c) basic vocational qualification","","","",""
"Never","1999","direct migration background","(2b) intermediate general qualification","","","",""
"Never","1999","direct migration background","(2a) intermediate vocational","","","",""
"Never","1999","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","1999","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1999","direct migration background","(3a) lower tertiary education","","","",""
"Never","1999","direct migration background","(3b) higher tertiary education","","","",""
"Never","1999","indirect migration background","(0) in school","","","",""
"Never","1999","indirect migration background","(1a) inadequately completed","","","",""
"Never","1999","indirect migration background","(1b) general elementary school","","","",""
"Never","1999","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","1999","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","1999","indirect migration background","(2a) intermediate vocational","","","",""
"Never","1999","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","1999","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1999","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1999","indirect migration background","(3b) higher tertiary education","","","",""
"Daily","2000","no migration background","(0) in school","","","",""
"Daily","2000","no migration background","(1a) inadequately completed","","","",""
"Daily","2000","no migration background","(1b) general elementary school","","","",""
"Daily","2000","no migration background","(1c) basic vocational qualification","","","",""
"Daily","2000","no migration background","(2b) intermediate general qualification","","","",""
"Daily","2000","no migration background","(2a) intermediate vocational","","","",""
"Daily","2000","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","2000","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","2000","no migration background","(3a) lower tertiary education","","","",""
"Daily","2000","no migration background","(3b) higher tertiary education","","","",""
"Daily","2000","direct migration background","(0) in school","","","",""
"Daily","2000","direct migration background","(1a) inadequately completed","","","",""
"Daily","2000","direct migration background","(1b) general elementary school","","","",""
"Daily","2000","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","2000","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","2000","direct migration background","(2a) intermediate vocational","","","",""
"Daily","2000","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","2000","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","2000","direct migration background","(3a) lower tertiary education","","","",""
"Daily","2000","direct migration background","(3b) higher tertiary education","","","",""
"Daily","2000","indirect migration background","(0) in school","","","",""
"Daily","2000","indirect migration background","(1a) inadequately completed","","","",""
"Daily","2000","indirect migration background","(1b) general elementary school","","","",""
"Daily","2000","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","2000","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","2000","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","2000","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","2000","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","2000","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","2000","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","2000","no migration background","(0) in school","","","",""
"Min 1x per week","2000","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","2000","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","2000","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","2000","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","2000","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","2000","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2000","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2000","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","2000","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","2000","direct migration background","(0) in school","","","",""
"Min 1x per week","2000","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","2000","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","2000","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","2000","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","2000","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","2000","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2000","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2000","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","2000","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","2000","indirect migration background","(0) in school","","","",""
"Min 1x per week","2000","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","2000","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","2000","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","2000","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","2000","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","2000","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2000","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2000","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","2000","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","2000","no migration background","(0) in school","","","",""
"Min 1x per month","2000","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","2000","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","2000","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","2000","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","2000","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","2000","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","2000","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","2000","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","2000","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","2000","direct migration background","(0) in school","","","",""
"Min 1x per month","2000","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per month","2000","direct migration background","(1b) general elementary school","","","",""
"Min 1x per month","2000","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","2000","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","2000","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","2000","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","2000","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","2000","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","2000","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","2000","indirect migration background","(0) in school","","","",""
"Min 1x per month","2000","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","2000","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","2000","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","2000","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","2000","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","2000","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","2000","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","2000","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","2000","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2000","no migration background","(0) in school","","","",""
"Rarely","2000","no migration background","(1a) inadequately completed","","","",""
"Rarely","2000","no migration background","(1b) general elementary school","","","",""
"Rarely","2000","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","2000","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","2000","no migration background","(2a) intermediate vocational","","","",""
"Rarely","2000","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2000","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2000","no migration background","(3a) lower tertiary education","","","",""
"Rarely","2000","no migration background","(3b) higher tertiary education","","","",""
"Rarely","2000","direct migration background","(0) in school","","","",""
"Rarely","2000","direct migration background","(1a) inadequately completed","","","",""
"Rarely","2000","direct migration background","(1b) general elementary school","","","",""
"Rarely","2000","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","2000","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","2000","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","2000","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2000","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2000","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","2000","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","2000","indirect migration background","(0) in school","","","",""
"Rarely","2000","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","2000","indirect migration background","(1b) general elementary school","","","",""
"Rarely","2000","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","2000","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","2000","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","2000","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","2000","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2000","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","2000","indirect migration background","(3b) higher tertiary education","","","",""
"Never","2000","no migration background","(0) in school","","","",""
"Never","2000","no migration background","(1a) inadequately completed","","","",""
"Never","2000","no migration background","(1b) general elementary school","","","",""
"Never","2000","no migration background","(1c) basic vocational qualification","","","",""
"Never","2000","no migration background","(2b) intermediate general qualification","","","",""
"Never","2000","no migration background","(2a) intermediate vocational","","","",""
"Never","2000","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","2000","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2000","no migration background","(3a) lower tertiary education","","","",""
"Never","2000","no migration background","(3b) higher tertiary education","","","",""
"Never","2000","direct migration background","(0) in school","","","",""
"Never","2000","direct migration background","(1a) inadequately completed","","","",""
"Never","2000","direct migration background","(1b) general elementary school","","","",""
"Never","2000","direct migration background","(1c) basic vocational qualification","","","",""
"Never","2000","direct migration background","(2b) intermediate general qualification","","","",""
"Never","2000","direct migration background","(2a) intermediate vocational","","","",""
"Never","2000","direct migration background","(2c_gen) general maturity certificate","","","",""
"Never","2000","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2000","direct migration background","(3a) lower tertiary education","","","",""
"Never","2000","direct migration background","(3b) higher tertiary education","","","",""
"Never","2000","indirect migration background","(0) in school","","","",""
"Never","2000","indirect migration background","(1a) inadequately completed","","","",""
"Never","2000","indirect migration background","(1b) general elementary school","","","",""
"Never","2000","indirect migration background","(1c) basic vocational qualification","","","",""
"Never","2000","indirect migration background","(2b) intermediate general qualification","","","",""
"Never","2000","indirect migration background","(2a) intermediate vocational","","","",""
"Never","2000","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","2000","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","2000","indirect migration background","(3a) lower tertiary education","","","",""
"Never","2000","indirect migration background","(3b) higher tertiary education","","","",""
"Daily","2001","no migration background","(0) in school","","","",""
"Daily","2001","no migration background","(1a) inadequately completed","","","",""
"Daily","2001","no migration background","(1b) general elementary school","","","",""
"Daily","2001","no migration background","(1c) basic vocational qualification","","","",""
"Daily","2001","no migration background","(2b) intermediate general qualification","","","",""
"Daily","2001","no migration background","(2a) intermediate vocational","","","",""
"Daily","2001","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","2001","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","2001","no migration background","(3a) lower tertiary education","","","",""
"Daily","2001","no migration background","(3b) higher tertiary education","","","",""
"Daily","2001","direct migration background","(0) in school","","","",""
"Daily","2001","direct migration background","(1a) inadequately completed","","","",""
"Daily","2001","direct migration background","(1b) general elementary school","","","",""
"Daily","2001","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","2001","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","2001","direct migration background","(2a) intermediate vocational","","","",""
"Daily","2001","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","2001","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","2001","direct migration background","(3a) lower tertiary education","","","",""
"Daily","2001","direct migration background","(3b) higher tertiary education","","","",""
"Daily","2001","indirect migration background","(0) in school","","","",""
"Daily","2001","indirect migration background","(1a) inadequately completed","","","",""
"Daily","2001","indirect migration background","(1b) general elementary school","","","",""
"Daily","2001","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","2001","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","2001","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","2001","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","2001","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","2001","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","2001","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","2001","no migration background","(0) in school","","","",""
"Min 1x per week","2001","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","2001","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","2001","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","2001","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","2001","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","2001","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2001","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2001","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","2001","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","2001","direct migration background","(0) in school","","","",""
"Min 1x per week","2001","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","2001","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","2001","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","2001","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","2001","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","2001","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2001","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2001","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","2001","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","2001","indirect migration background","(0) in school","","","",""
"Min 1x per week","2001","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","2001","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","2001","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","2001","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","2001","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","2001","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","2001","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","2001","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","2001","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","2001","no migration background","(0) in school","","","",""
"Min 1x per month","2001","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","2001","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","2001","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","2001","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","2001","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","2001","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","2001","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","2001","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","2001","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","2001","direct migration background","(0) in school","","","",""
"Min 1x per month","2001","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per month","2001","direct migration background","(1b) general elementary school","","","",""
"Min 1x per month","2001","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","2001","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","2001","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","2001","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","2001","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","2001","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","2001","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","2001","indirect migration background","(0) in school","","","",""
"Min 1x per month","2001","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","2001","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","2001","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","2001","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","2001","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","2001","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","2001","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","2001","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","2001","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","2001","no migration background","(0) in school","","","",""
"Rarely","2001","no migration background","(1a) inadequately completed","","","",""
"Rarely","2001","no migration background","(1b) general elementary school","","","",""
"Rarely","2001","no migration background","(1c) basic vocational qualification","","","",""
