"pli0081","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2004","direct migration background","Female","","","","","4"
"Rarely","2004","indirect migration background","Female","","","","","4"
"Rarely","2004","indirect migration background","Male","","","","","4"
"Daily","2005","no migration background","Male","","","","","1"
"Daily","2005","no migration background","Female","","","","","1"
"Daily","2005","direct migration background","Male","","","","","1"
"Daily","2005","direct migration background","Female","","","","","1"
"Daily","2005","indirect migration background","Male","","","","","1"
"Daily","2005","indirect migration background","Female","","","","","1"
"Min 1x per month","2005","no migration background","Male","","","","","3"
"Min 1x per month","2005","no migration background","Female","","","","","3"
"Min 1x per month","2005","direct migration background","Male","","","","","3"
"Min 1x per month","2005","direct migration background","Female","","","","","3"
"Min 1x per month","2005","indirect migration background","Male","","","","","3"
"Min 1x per month","2005","indirect migration background","Female","","","","","3"
"Min 1x per week","2005","no migration background","Female","","","","","2"
"Min 1x per week","2005","no migration background","Male","","","","","2"
"Min 1x per week","2005","direct migration background","Male","","","","","2"
"Min 1x per week","2005","direct migration background","Female","","","","","2"
"Min 1x per week","2005","indirect migration background","Male","","","","","2"
"Min 1x per week","2005","indirect migration background","Female","","","","","2"
"Never","2005","no migration background","Male","","","","","5"
"Never","2005","direct migration background","Male","","","","","5"
"Never","2005","no migration background","Female","","","","","5"
"Never","2005","direct migration background","Female","","","","","5"
"Never","2005","indirect migration background","Male","","","","","5"
"Never","2005","indirect migration background","Female","","","","","5"
"Rarely","2005","no migration background","Male","","","","","4"
"Rarely","2005","no migration background","Female","","","","","4"
"Rarely","2005","direct migration background","Male","","","","","4"
"Rarely","2005","indirect migration background","Male","","","","","4"
"Rarely","2005","direct migration background","Female","","","","","4"
"Rarely","2005","indirect migration background","Female","","","","","4"
"Daily","2006","no migration background","Male","","","","","1"
"Daily","2006","no migration background","Female","","","","","1"
"Daily","2006","direct migration background","Male","","","","","1"
"Daily","2006","direct migration background","Female","","","","","1"
"Daily","2006","indirect migration background","Male","","","","","1"
"Daily","2006","indirect migration background","Female","","","","","1"
"Min 1x per month","2006","no migration background","Male","","","","","3"
"Min 1x per month","2006","no migration background","Female","","","","","3"
"Min 1x per month","2006","direct migration background","Male","","","","","3"
"Min 1x per month","2006","direct migration background","Female","","","","","3"
"Min 1x per month","2006","indirect migration background","Male","","","","","3"
"Min 1x per month","2006","indirect migration background","Female","","","","","3"
"Min 1x per week","2006","no migration background","Female","","","","","2"
"Min 1x per week","2006","no migration background","Male","","","","","2"
"Min 1x per week","2006","direct migration background","Male","","","","","2"
"Min 1x per week","2006","direct migration background","Female","","","","","2"
"Min 1x per week","2006","indirect migration background","Male","","","","","2"
"Min 1x per week","2006","indirect migration background","Female","","","","","2"
"Never","2006","no migration background","Male","","","","","5"
"Never","2006","no migration background","Female","","","","","5"
"Never","2006","direct migration background","Male","","","","","5"
"Never","2006","direct migration background","Female","","","","","5"
"Never","2006","indirect migration background","Male","","","","","5"
"Never","2006","indirect migration background","Female","","","","","5"
"Rarely","2006","no migration background","Female","","","","","4"
"Rarely","2006","no migration background","Male","","","","","4"
"Rarely","2006","direct migration background","Male","","","","","4"
"Rarely","2006","direct migration background","Female","","","","","4"
"Rarely","2006","indirect migration background","Female","","","","","4"
"Rarely","2006","indirect migration background","Male","","","","","4"
"Daily","2007","no migration background","Male","","","","","1"
"Daily","2007","no migration background","Female","","","","","1"
"Daily","2007","direct migration background","Male","","","","","1"
"Daily","2007","direct migration background","Female","","","","","1"
"Daily","2007","indirect migration background","Male","","","","","1"
"Daily","2007","indirect migration background","Female","","","","","1"
"Min 1x per month","2007","no migration background","Male","","","","","3"
"Min 1x per month","2007","no migration background","Female","","","","","3"
"Min 1x per month","2007","direct migration background","Male","","","","","3"
"Min 1x per month","2007","direct migration background","Female","","","","","3"
"Min 1x per month","2007","indirect migration background","Male","","","","","3"
"Min 1x per month","2007","indirect migration background","Female","","","","","3"
"Min 1x per week","2007","no migration background","Male","","","","","2"
"Min 1x per week","2007","no migration background","Female","","","","","2"
"Min 1x per week","2007","direct migration background","Male","","","","","2"
"Min 1x per week","2007","direct migration background","Female","","","","","2"
"Min 1x per week","2007","indirect migration background","Male","","","","","2"
"Min 1x per week","2007","indirect migration background","Female","","","","","2"
"Never","2007","no migration background","Female","","","","","5"
"Never","2007","no migration background","Male","","","","","5"
"Never","2007","direct migration background","Male","","","","","5"
"Never","2007","direct migration background","Female","","","","","5"
"Never","2007","indirect migration background","Male","","","","","5"
"Never","2007","indirect migration background","Female","","","","","5"
"Rarely","2007","no migration background","Female","","","","","4"
"Rarely","2007","no migration background","Male","","","","","4"
"Rarely","2007","direct migration background","Male","","","","","4"
"Rarely","2007","direct migration background","Female","","","","","4"
"Rarely","2007","indirect migration background","Male","","","","","4"
"Rarely","2007","indirect migration background","Female","","","","","4"
"Daily","2008","no migration background","Male","490","0.0602404154849815","0.0550158155149425","0.0654650154550206","1"
"Daily","2008","no migration background","Female","808","0.0915797174812842","0.0855213323267049","0.0976381026358635","1"
"Daily","2008","direct migration background","Male","81","0.0783350849929805","0.0605921760369682","0.0960779939489928","1"
"Daily","2008","direct migration background","Female","116","0.0887297767631949","0.0713473736308818","0.106112179895508","1"
"Daily","2008","indirect migration background","Female","41","0.10774510741946","0.0772837113690173","0.138206503469903","1"
"Daily","2008","indirect migration background","Male","24","","","","1"
"Min 1x per month","2008","no migration background","Male","2654","0.326803336033369","0.316503865471905","0.337102806594833","3"
"Min 1x per month","2008","no migration background","Female","2620","0.290170354297723","0.280637621815847","0.299703086779599","3"
"Min 1x per month","2008","direct migration background","Male","213","0.236632232650932","0.2085673005005","0.264697164801364","3"
"Min 1x per month","2008","direct migration background","Female","236","0.234539775372111","0.208638502908764","0.260441047835457","3"
"Min 1x per month","2008","indirect migration background","Male","100","0.313782063308308","0.266372137932545","0.36119198868407","3"
"Min 1x per month","2008","indirect migration background","Female","90","0.224018419604822","0.183057082421652","0.264979756787993","3"
"Min 1x per week","2008","no migration background","Male","2788","0.342663490939978","0.332242033074916","0.35308494880504","2"
"Min 1x per week","2008","direct migration background","Male","385","0.399707253852455","0.367361840949443","0.432052666755467","2"
"Min 1x per week","2008","no migration background","Female","3368","0.37627733229757","0.366101648319284","0.386453016275855","2"
"Min 1x per week","2008","direct migration background","Female","469","0.464265831924036","0.433779191547464","0.494752472300609","2"
"Min 1x per week","2008","indirect migration background","Male","173","0.415882574100219","0.365525600138281","0.466239548062157","2"
"Min 1x per week","2008","indirect migration background","Female","179","0.444941892948203","0.396118559353136","0.493765226543269","2"
"Never","2008","no migration background","Female","155","0.0241414641600761","0.0209175085423655","0.0273654197777868","5"
"Never","2008","no migration background","Male","182","0.0289863866565047","0.0253024650295298","0.0326703082834797","5"
"Never","2008","direct migration background","Male","40","0.0568123487872564","0.0415268166606811","0.0720978809138316","5"
"Never","2008","direct migration background","Female","33","0.0395478270447204","0.0276340157071369","0.0514616383823039","5"
"Never","2008","indirect migration background","Male","8","","","","5"
"Never","2008","indirect migration background","Female","8","","","","5"
"Rarely","2008","no migration background","Male","1853","0.241306370885167","0.231910905537447","0.250701836232887","4"
"Rarely","2008","no migration background","Female","1756","0.217831131763347","0.209161032776494","0.2265012307502","4"
"Rarely","2008","direct migration background","Male","162","0.228513079716376","0.200787543625398","0.256238615807354","4"
"Rarely","2008","direct migration background","Female","174","0.172916788895938","0.149799083906932","0.196034493884943","4"
"Rarely","2008","indirect migration background","Female","80","0.197376883436585","0.158273842689575","0.236479924183595","4"
"Rarely","2008","indirect migration background","Male","63","0.194812648204347","0.154347491293226","0.235277805115468","4"
"Daily","2009","no migration background","Male","","","","","1"
"Daily","2009","no migration background","Female","","","","","1"
"Daily","2009","direct migration background","Male","","","","","1"
"Daily","2009","direct migration background","Female","","","","","1"
"Daily","2009","indirect migration background","Male","","","","","1"
"Daily","2009","indirect migration background","Female","","","","","1"
"Min 1x per month","2009","no migration background","Male","","","","","3"
"Min 1x per month","2009","no migration background","Female","","","","","3"
"Min 1x per month","2009","direct migration background","Male","","","","","3"
"Min 1x per month","2009","direct migration background","Female","","","","","3"
"Min 1x per month","2009","indirect migration background","Male","","","","","3"
"Min 1x per month","2009","indirect migration background","Female","","","","","3"
"Min 1x per week","2009","no migration background","Male","","","","","2"
"Min 1x per week","2009","no migration background","Female","","","","","2"
"Min 1x per week","2009","direct migration background","Male","","","","","2"
"Min 1x per week","2009","direct migration background","Female","","","","","2"
"Min 1x per week","2009","indirect migration background","Male","","","","","2"
"Min 1x per week","2009","indirect migration background","Female","","","","","2"
"Never","2009","no migration background","Male","","","","","5"
"Never","2009","no migration background","Female","","","","","5"
"Never","2009","direct migration background","Male","","","","","5"
"Never","2009","direct migration background","Female","","","","","5"
"Never","2009","indirect migration background","Male","","","","","5"
"Never","2009","indirect migration background","Female","","","","","5"
"Rarely","2009","no migration background","Male","","","","","4"
"Rarely","2009","no migration background","Female","","","","","4"
"Rarely","2009","direct migration background","Male","","","","","4"
"Rarely","2009","direct migration background","Female","","","","","4"
"Rarely","2009","indirect migration background","Male","","","","","4"
"Rarely","2009","indirect migration background","Female","","","","","4"
"Daily","2010","no migration background","Male","","","","","1"
"Daily","2010","no migration background","Female","","","","","1"
"Daily","2010","direct migration background","Male","","","","","1"
"Daily","2010","direct migration background","Female","","","","","1"
"Daily","2010","indirect migration background","Female","","","","","1"
"Daily","2010","indirect migration background","Male","","","","","1"
"Min 1x per month","2010","no migration background","Female","","","","","3"
"Min 1x per month","2010","no migration background","Male","","","","","3"
"Min 1x per month","2010","direct migration background","Male","","","","","3"
"Min 1x per month","2010","direct migration background","Female","","","","","3"
"Min 1x per month","2010","indirect migration background","Male","","","","","3"
"Min 1x per month","2010","indirect migration background","Female","","","","","3"
"Min 1x per week","2010","no migration background","Male","","","","","2"
"Min 1x per week","2010","no migration background","Female","","","","","2"
"Min 1x per week","2010","direct migration background","Male","","","","","2"
"Min 1x per week","2010","direct migration background","Female","","","","","2"
"Min 1x per week","2010","indirect migration background","Male","","","","","2"
"Min 1x per week","2010","indirect migration background","Female","","","","","2"
"Never","2010","no migration background","Female","","","","","5"
"Never","2010","no migration background","Male","","","","","5"
"Never","2010","direct migration background","Male","","","","","5"
"Never","2010","direct migration background","Female","","","","","5"
"Never","2010","indirect migration background","Male","","","","","5"
"Never","2010","indirect migration background","Female","","","","","5"
"Rarely","2010","no migration background","Female","","","","","4"
"Rarely","2010","no migration background","Male","","","","","4"
"Rarely","2010","direct migration background","Male","","","","","4"
"Rarely","2010","direct migration background","Female","","","","","4"
"Rarely","2010","indirect migration background","Male","","","","","4"
"Rarely","2010","indirect migration background","Female","","","","","4"
"Daily","2011","no migration background","Male","","","","","1"
"Daily","2011","no migration background","Female","","","","","1"
"Daily","2011","direct migration background","Male","","","","","1"
"Daily","2011","direct migration background","Female","","","","","1"
"Daily","2011","indirect migration background","Male","","","","","1"
"Daily","2011","indirect migration background","Female","","","","","1"
"Min 1x per month","2011","no migration background","Female","","","","","3"
"Min 1x per month","2011","no migration background","Male","","","","","3"
"Min 1x per month","2011","direct migration background","Male","","","","","3"
"Min 1x per month","2011","direct migration background","Female","","","","","3"
"Min 1x per month","2011","indirect migration background","Male","","","","","3"
"Min 1x per month","2011","indirect migration background","Female","","","","","3"
"Min 1x per week","2011","no migration background","Female","","","","","2"
"Min 1x per week","2011","no migration background","Male","","","","","2"
"Min 1x per week","2011","direct migration background","Male","","","","","2"
"Min 1x per week","2011","direct migration background","Female","","","","","2"
"Min 1x per week","2011","indirect migration background","Male","","","","","2"
"Min 1x per week","2011","indirect migration background","Female","","","","","2"
"Never","2011","no migration background","Female","","","","","5"
"Never","2011","no migration background","Male","","","","","5"
"Never","2011","direct migration background","Male","","","","","5"
"Never","2011","direct migration background","Female","","","","","5"
"Never","2011","indirect migration background","Male","","","","","5"
"Never","2011","indirect migration background","Female","","","","","5"
"Rarely","2011","no migration background","Male","","","","","4"
"Rarely","2011","no migration background","Female","","","","","4"
"Rarely","2011","direct migration background","Male","","","","","4"
"Rarely","2011","direct migration background","Female","","","","","4"
"Rarely","2011","indirect migration background","Male","","","","","4"
"Rarely","2011","indirect migration background","Female","","","","","4"
"Daily","2012","no migration background","Male","","","","","1"
"Daily","2012","no migration background","Female","","","","","1"
"Daily","2012","direct migration background","Male","","","","","1"
"Daily","2012","direct migration background","Female","","","","","1"
"Daily","2012","indirect migration background","Male","","","","","1"
"Daily","2012","indirect migration background","Female","","","","","1"
"Min 1x per month","2012","no migration background","Male","","","","","3"
"Min 1x per month","2012","no migration background","Female","","","","","3"
"Min 1x per month","2012","direct migration background","Male","","","","","3"
"Min 1x per month","2012","direct migration background","Female","","","","","3"
"Min 1x per month","2012","indirect migration background","Male","","","","","3"
"Min 1x per month","2012","indirect migration background","Female","","","","","3"
"Min 1x per week","2012","no migration background","Male","","","","","2"
"Min 1x per week","2012","no migration background","Female","","","","","2"
"Min 1x per week","2012","direct migration background","Male","","","","","2"
"Min 1x per week","2012","indirect migration background","Male","","","","","2"
"Min 1x per week","2012","direct migration background","Female","","","","","2"
"Min 1x per week","2012","indirect migration background","Female","","","","","2"
"Never","2012","no migration background","Male","","","","","5"
"Never","2012","no migration background","Female","","","","","5"
"Never","2012","direct migration background","Male","","","","","5"
"Never","2012","direct migration background","Female","","","","","5"
"Never","2012","indirect migration background","Male","","","","","5"
"Never","2012","indirect migration background","Female","","","","","5"
"Rarely","2012","no migration background","Female","","","","","4"
"Rarely","2012","no migration background","Male","","","","","4"
"Rarely","2012","direct migration background","Male","","","","","4"
"Rarely","2012","direct migration background","Female","","","","","4"
"Rarely","2012","indirect migration background","Male","","","","","4"
"Rarely","2012","indirect migration background","Female","","","","","4"
"Daily","2013","no migration background","Male","622","0.0628361972371394","0.0580463425996266","0.0676260518746523","1"
"Daily","2013","no migration background","Female","1093","0.089254046710606","0.0841170032286545","0.0943910901925575","1"
"Daily","2013","direct migration background","Male","89","0.0729925371864439","0.0580168341987552","0.0879682401741325","1"
"Daily","2013","direct migration background","Female","129","0.0837379772215652","0.06972971699911","0.0977462374440205","1"
"Daily","2013","indirect migration background","Male","32","0.0545964599267682","0.0352544763523615","0.0739384435011749","1"
"Daily","2013","indirect migration background","Female","76","0.106812036397755","0.0831034411924829","0.130520631603028","1"
"Min 1x per month","2013","no migration background","Male","3268","0.330298277396012","0.321014953657471","0.339581601134552","3"
"Min 1x per month","2013","no migration background","Female","3507","0.289659990994444","0.281487055835347","0.297832926153541","3"
"Min 1x per month","2013","direct migration background","Male","301","0.276189860773339","0.250449029384499","0.301930692162179","3"
"Min 1x per month","2013","direct migration background","Female","343","0.239517919651921","0.217934183536261","0.261101655767582","3"
"Min 1x per month","2013","indirect migration background","Male","167","0.339891511632202","0.299565248992454","0.38021777427195","3"
"Min 1x per month","2013","indirect migration background","Female","171","0.293074183058388","0.258136025751173","0.328012340365604","3"
"Min 1x per week","2013","no migration background","Male","3461","0.329861245717061","0.320581039049677","0.339141452384445","2"
"Min 1x per week","2013","no migration background","Female","4654","0.380567037664423","0.371818944496788","0.389315130832057","2"
"Min 1x per week","2013","direct migration background","Male","471","0.368114442811871","0.340348206464051","0.39588067915969","2"
"Min 1x per week","2013","direct migration background","Female","642","0.428606726996429","0.403579647231897","0.453633806760961","2"
"Min 1x per week","2013","indirect migration background","Female","273","0.39325985264349","0.355765534027277","0.430754171259703","2"
"Min 1x per week","2013","indirect migration background","Male","204","0.348021452516499","0.307467814819679","0.388575090213318","2"
"Never","2013","no migration background","Male","270","0.0341133169282185","0.0305304168436767","0.0376962170127602","5"
"Never","2013","no migration background","Female","257","0.0266527280865716","0.0237506746763392","0.029554781496804","5"
"Never","2013","direct migration background","Male","58","0.0778394204461037","0.0624149789912731","0.0932638619009342","5"
"Never","2013","direct migration background","Female","66","0.0498207831727411","0.0388175285415041","0.0608240378039781","5"
"Never","2013","indirect migration background","Male","12","","","","5"
"Never","2013","indirect migration background","Female","15","","","","5"
"Rarely","2013","no migration background","Male","2239","0.24289096272157","0.234426594914056","0.251355330529083","4"
"Rarely","2013","direct migration background","Male","240","0.204863738782243","0.181627828019107","0.22809964954538","4"
"Rarely","2013","no migration background","Female","2322","0.213866196543956","0.20647831425365","0.221254078834262","4"
"Rarely","2013","direct migration background","Female","322","0.198316592957343","0.178151784620918","0.218481401293769","4"
"Rarely","2013","indirect migration background","Male","115","0.231322980285938","0.195423224475432","0.267222736096444","4"
"Rarely","2013","indirect migration background","Female","117","0.181943028580256","0.152329935073695","0.211556122086817","4"
"Daily","2014","no migration background","Male","","","","","1"
"Daily","2014","no migration background","Female","","","","","1"
"Daily","2014","direct migration background","Male","","","","","1"
"Daily","2014","direct migration background","Female","","","","","1"
"Daily","2014","indirect migration background","Male","","","","","1"
"Daily","2014","indirect migration background","Female","","","","","1"
"Min 1x per month","2014","no migration background","Male","","","","","3"
"Min 1x per month","2014","no migration background","Female","","","","","3"
"Min 1x per month","2014","direct migration background","Male","","","","","3"
"Min 1x per month","2014","direct migration background","Female","","","","","3"
"Min 1x per month","2014","indirect migration background","Male","","","","","3"
"Min 1x per month","2014","indirect migration background","Female","","","","","3"
"Min 1x per week","2014","no migration background","Male","","","","","2"
"Min 1x per week","2014","no migration background","Female","","","","","2"
"Min 1x per week","2014","direct migration background","Male","","","","","2"
"Min 1x per week","2014","direct migration background","Female","","","","","2"
"Min 1x per week","2014","indirect migration background","Female","","","","","2"
"Min 1x per week","2014","indirect migration background","Male","","","","","2"
"Never","2014","no migration background","Male","","","","","5"
"Never","2014","no migration background","Female","","","","","5"
"Never","2014","direct migration background","Male","","","","","5"
"Never","2014","direct migration background","Female","","","","","5"
"Never","2014","indirect migration background","Male","","","","","5"
"Never","2014","indirect migration background","Female","","","","","5"
"Rarely","2014","no migration background","Male","","","","","4"
"Rarely","2014","no migration background","Female","","","","","4"
"Rarely","2014","direct migration background","Male","","","","","4"
"Rarely","2014","direct migration background","Female","","","","","4"
"Rarely","2014","indirect migration background","Male","","","","","4"
"Rarely","2014","indirect migration background","Female","","","","","4"
"Daily","2015","no migration background","Male","","","","","1"
"Daily","2015","no migration background","Female","","","","","1"
"Daily","2015","direct migration background","Male","","","","","1"
"Daily","2015","direct migration background","Female","","","","","1"
"Daily","2015","indirect migration background","Male","","","","","1"
"Daily","2015","indirect migration background","Female","","","","","1"
"Min 1x per month","2015","no migration background","Female","","","","","3"
"Min 1x per month","2015","no migration background","Male","","","","","3"
"Min 1x per month","2015","direct migration background","Male","","","","","3"
"Min 1x per month","2015","direct migration background","Female","","","","","3"
"Min 1x per month","2015","indirect migration background","Female","","","","","3"
"Min 1x per month","2015","indirect migration background","Male","","","","","3"
"Min 1x per week","2015","no migration background","Male","","","","","2"
"Min 1x per week","2015","no migration background","Female","","","","","2"
"Min 1x per week","2015","direct migration background","Female","","","","","2"
"Min 1x per week","2015","direct migration background","Male","","","","","2"
"Min 1x per week","2015","indirect migration background","Female","","","","","2"
"Min 1x per week","2015","indirect migration background","Male","","","","","2"
"Never","2015","no migration background","Male","","","","","5"
"Never","2015","no migration background","Female","","","","","5"
"Never","2015","direct migration background","Male","","","","","5"
"Never","2015","direct migration background","Female","","","","","5"
"Never","2015","indirect migration background","Male","","","","","5"
"Never","2015","indirect migration background","Female","","","","","5"
"Rarely","2015","no migration background","Female","","","","","4"
"Rarely","2015","no migration background","Male","","","","","4"
"Rarely","2015","direct migration background","Male","","","","","4"
"Rarely","2015","direct migration background","Female","","","","","4"
"Rarely","2015","indirect migration background","Male","","","","","4"
"Rarely","2015","indirect migration background","Female","","","","","4"
"Daily","2016","no migration background","Male","","","","","1"
"Daily","2016","no migration background","Female","","","","","1"
"Daily","2016","direct migration background","Male","","","","","1"
"Daily","2016","direct migration background","Female","","","","","1"
"Daily","2016","indirect migration background","Male","","","","","1"
"Daily","2016","indirect migration background","Female","","","","","1"
"Min 1x per month","2016","no migration background","Male","","","","","3"
"Min 1x per month","2016","no migration background","Female","","","","","3"
"Min 1x per month","2016","direct migration background","Male","","","","","3"
"Min 1x per month","2016","direct migration background","Female","","","","","3"
"Min 1x per month","2016","indirect migration background","Male","","","","","3"
"Min 1x per month","2016","indirect migration background","Female","","","","","3"
"Min 1x per week","2016","no migration background","Male","","","","","2"
"Min 1x per week","2016","no migration background","Female","","","","","2"
"Min 1x per week","2016","direct migration background","Male","","","","","2"
"Min 1x per week","2016","direct migration background","Female","","","","","2"
"Min 1x per week","2016","indirect migration background","Male","","","","","2"
"Min 1x per week","2016","indirect migration background","Female","","","","","2"
"Never","2016","no migration background","Male","","","","","5"
"Never","2016","no migration background","Female","","","","","5"
"Never","2016","direct migration background","Male","","","","","5"
"Never","2016","direct migration background","Female","","","","","5"
"Never","2016","indirect migration background","Male","","","","","5"
"Never","2016","indirect migration background","Female","","","","","5"
"Rarely","2016","no migration background","Male","","","","","4"
"Rarely","2016","no migration background","Female","","","","","4"
"Rarely","2016","direct migration background","Male","","","","","4"
"Rarely","2016","direct migration background","Female","","","","","4"
"Rarely","2016","indirect migration background","Male","","","","","4"
"Rarely","2016","indirect migration background","Female","","","","","4"
"Daily","2017","no migration background","Male","","","","","1"
"Daily","2017","no migration background","Female","","","","","1"
"Daily","2017","direct migration background","Male","","","","","1"
"Daily","2017","direct migration background","Female","","","","","1"
"Daily","2017","indirect migration background","Male","","","","","1"
"Daily","2017","indirect migration background","Female","","","","","1"
"Min 1x per month","2017","no migration background","Male","","","","","3"
"Min 1x per month","2017","no migration background","Female","","","","","3"
"Min 1x per month","2017","direct migration background","Male","","","","","3"
"Min 1x per month","2017","direct migration background","Female","","","","","3"
"Min 1x per month","2017","indirect migration background","Female","","","","","3"
"Min 1x per month","2017","indirect migration background","Male","","","","","3"
"Min 1x per week","2017","no migration background","Male","","","","","2"
"Min 1x per week","2017","no migration background","Female","","","","","2"
"Min 1x per week","2017","direct migration background","Male","","","","","2"
"Min 1x per week","2017","direct migration background","Female","","","","","2"
"Min 1x per week","2017","indirect migration background","Male","","","","","2"
"Min 1x per week","2017","indirect migration background","Female","","","","","2"
"Never","2017","no migration background","Male","","","","","5"
"Never","2017","no migration background","Female","","","","","5"
"Never","2017","direct migration background","Male","","","","","5"
"Never","2017","direct migration background","Female","","","","","5"
"Never","2017","indirect migration background","Male","","","","","5"
"Never","2017","indirect migration background","Female","","","","","5"
"Rarely","2017","no migration background","Male","","","","","4"
"Rarely","2017","direct migration background","Male","","","","","4"
"Rarely","2017","no migration background","Female","","","","","4"
"Rarely","2017","indirect migration background","Male","","","","","4"
"Rarely","2017","direct migration background","Female","","","","","4"
"Rarely","2017","indirect migration background","Female","","","","","4"
"Daily","2018","no migration background","Male","","","","","1"
"Daily","2018","no migration background","Female","","","","","1"
"Daily","2018","direct migration background","Male","","","","","1"
"Daily","2018","direct migration background","Female","","","","","1"
"Daily","2018","indirect migration background","Male","","","","","1"
"Daily","2018","indirect migration background","Female","","","","","1"
"Min 1x per month","2018","no migration background","Male","","","","","3"
"Min 1x per month","2018","no migration background","Female","","","","","3"
"Min 1x per month","2018","direct migration background","Male","","","","","3"
"Min 1x per month","2018","direct migration background","Female","","","","","3"
"Min 1x per month","2018","indirect migration background","Female","","","","","3"
"Min 1x per month","2018","indirect migration background","Male","","","","","3"
"Min 1x per week","2018","no migration background","Male","","","","","2"
"Min 1x per week","2018","no migration background","Female","","","","","2"
"Min 1x per week","2018","direct migration background","Male","","","","","2"
"Min 1x per week","2018","direct migration background","Female","","","","","2"
"Min 1x per week","2018","indirect migration background","Female","","","","","2"
"Min 1x per week","2018","indirect migration background","Male","","","","","2"
"Never","2018","no migration background","Male","","","","","5"
"Never","2018","no migration background","Female","","","","","5"
"Never","2018","direct migration background","Male","","","","","5"
"Never","2018","direct migration background","Female","","","","","5"
"Never","2018","indirect migration background","Male","","","","","5"
"Never","2018","indirect migration background","Female","","","","","5"
"Rarely","2018","no migration background","Male","","","","","4"
"Rarely","2018","no migration background","Female","","","","","4"
"Rarely","2018","direct migration background","Male","","","","","4"
"Rarely","2018","direct migration background","Female","","","","","4"
"Rarely","2018","indirect migration background","Male","","","","","4"
"Rarely","2018","indirect migration background","Female","","","","","4"
"Daily","2019","no migration background","Male","572","0.0561605908059969","0.0515953289123006","0.0607258526996932","1"
"Daily","2019","no migration background","Female","786","0.075284010747783","0.0702295853412516","0.0803384361543144","1"
"Daily","2019","direct migration background","Male","139","0.0814931395809197","0.0686527979794085","0.0943334811824308","1"
"Daily","2019","direct migration background","Female","169","0.0804534019406156","0.0688505953818589","0.0920562084993723","1"
"Daily","2019","indirect migration background","Male","38","0.0547324436681177","0.0389805914572024","0.070484295879033","1"
"Daily","2019","indirect migration background","Female","84","0.0768033229160502","0.0594452704288779","0.0941613754032224","1"
"Min 1x per month","2019","no migration background","Male","3223","0.324750911474598","0.315465353586656","0.334036469362541","3"
"Min 1x per month","2019","no migration background","Female","3286","0.307102092981693","0.298265349526211","0.315938836437174","3"
"Min 1x per month","2019","direct migration background","Male","402","0.239416045560798","0.219388623194424","0.259443467927172","3"
"Min 1x per month","2019","direct migration background","Female","503","0.232571966850484","0.214550029032066","0.250593904668902","3"
"Min 1x per month","2019","indirect migration background","Female","246","0.292201953848462","0.262556362804306","0.321847544892618","3"
"Min 1x per month","2019","indirect migration background","Male","244","0.27077243340779","0.239999733915704","0.301545132899876","3"
"Min 1x per week","2019","no migration background","Male","3332","0.323431948385367","0.3141562202637","0.332707676507035","2"
"Min 1x per week","2019","direct migration background","Male","633","0.344834028938427","0.322526288888001","0.367141768988853","2"
"Min 1x per week","2019","no migration background","Female","4100","0.38844624629446","0.379109425642427","0.397783066946494","2"
"Min 1x per week","2019","indirect migration background","Female","375","0.425708653063503","0.393476727528791","0.457940578598215","2"
"Min 1x per week","2019","direct migration background","Female","740","0.36245105151045","0.341944840438804","0.382957262582096","2"
"Min 1x per week","2019","indirect migration background","Male","301","0.398085838111452","0.364186792002827","0.431984884220077","2"
"Never","2019","no migration background","Male","321","0.0360503024542689","0.0323538727528213","0.0397467321557165","5"
"Never","2019","no migration background","Female","268","0.0295461304343296","0.0263023310470421","0.032789929821617","5"
"Never","2019","direct migration background","Male","121","0.065555170007637","0.0539392086796909","0.0771711313355831","5"
"Never","2019","direct migration background","Female","139","0.0648512586291603","0.0543460779603042","0.0753564392980164","5"
"Never","2019","indirect migration background","Male","31","0.0353849011699421","0.0225905621529742","0.0481792401869101","5"
"Never","2019","indirect migration background","Female","28","","","","5"
"Rarely","2019","no migration background","Male","2322","0.259606246879769","0.25091284510626","0.268299648653277","4"
"Rarely","2019","no migration background","Female","2028","0.199621519541735","0.191964361440162","0.207278677643308","4"
"Rarely","2019","direct migration background","Male","449","0.268701615912218","0.247897115242984","0.289506116581453","4"
"Rarely","2019","direct migration background","Female","560","0.25967232106929","0.240968566384591","0.27837607575399","4"
"Rarely","2019","indirect migration background","Female","171","0.173657283788731","0.148963338625783","0.19835122895168","4"
"Rarely","2019","indirect migration background","Male","187","0.241024383642698","0.211404985113469","0.270643782171928","4"
