"pli0081","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1996","middle vocational","Urban Area","","","",""
"Min 1x per month","1996","middle vocational","Rural Area","","","",""
"Min 1x per month","1996","vocational + Abi","Urban Area","","","",""
"Min 1x per month","1996","vocational + Abi","Rural Area","","","",""
"Min 1x per month","1996","higher vocational","Urban Area","","","",""
"Min 1x per month","1996","higher vocational","Rural Area","","","",""
"Min 1x per month","1996","higher education","Urban Area","","","",""
"Min 1x per month","1996","higher education","Rural Area","","","",""
"Rarely","1996","in school","Urban Area","","","",""
"Rarely","1996","in school","Rural Area","","","",""
"Rarely","1996","inadequately","Urban Area","","","",""
"Rarely","1996","inadequately","Rural Area","","","",""
"Rarely","1996","general elemantary","Urban Area","","","",""
"Rarely","1996","general elemantary","Rural Area","","","",""
"Rarely","1996","middle vocational","Urban Area","","","",""
"Rarely","1996","middle vocational","Rural Area","","","",""
"Rarely","1996","vocational + Abi","Urban Area","","","",""
"Rarely","1996","vocational + Abi","Rural Area","","","",""
"Rarely","1996","higher vocational","Urban Area","","","",""
"Rarely","1996","higher vocational","Rural Area","","","",""
"Rarely","1996","higher education","Urban Area","","","",""
"Rarely","1996","higher education","Rural Area","","","",""
"Never","1996","in school","Urban Area","","","",""
"Never","1996","in school","Rural Area","","","",""
"Never","1996","inadequately","Urban Area","","","",""
"Never","1996","inadequately","Rural Area","","","",""
"Never","1996","general elemantary","Urban Area","","","",""
"Never","1996","general elemantary","Rural Area","","","",""
"Never","1996","middle vocational","Urban Area","","","",""
"Never","1996","middle vocational","Rural Area","","","",""
"Never","1996","vocational + Abi","Urban Area","","","",""
"Never","1996","vocational + Abi","Rural Area","","","",""
"Never","1996","higher vocational","Urban Area","","","",""
"Never","1996","higher vocational","Rural Area","","","",""
"Never","1996","higher education","Urban Area","","","",""
"Never","1996","higher education","Rural Area","","","",""
"Daily","1997","in school","Urban Area","","","",""
"Daily","1997","in school","Rural Area","","","",""
"Daily","1997","inadequately","Urban Area","","","",""
"Daily","1997","inadequately","Rural Area","","","",""
"Daily","1997","general elemantary","Urban Area","","","",""
"Daily","1997","general elemantary","Rural Area","","","",""
"Daily","1997","middle vocational","Urban Area","","","",""
"Daily","1997","middle vocational","Rural Area","","","",""
"Daily","1997","vocational + Abi","Urban Area","","","",""
"Daily","1997","vocational + Abi","Rural Area","","","",""
"Daily","1997","higher vocational","Urban Area","","","",""
"Daily","1997","higher vocational","Rural Area","","","",""
"Daily","1997","higher education","Urban Area","","","",""
"Daily","1997","higher education","Rural Area","","","",""
"Min 1x per week","1997","in school","Urban Area","","","",""
"Min 1x per week","1997","in school","Rural Area","","","",""
"Min 1x per week","1997","inadequately","Urban Area","","","",""
"Min 1x per week","1997","inadequately","Rural Area","","","",""
"Min 1x per week","1997","general elemantary","Urban Area","","","",""
"Min 1x per week","1997","general elemantary","Rural Area","","","",""
"Min 1x per week","1997","middle vocational","Urban Area","","","",""
"Min 1x per week","1997","middle vocational","Rural Area","","","",""
"Min 1x per week","1997","vocational + Abi","Urban Area","","","",""
"Min 1x per week","1997","vocational + Abi","Rural Area","","","",""
"Min 1x per week","1997","higher vocational","Urban Area","","","",""
"Min 1x per week","1997","higher vocational","Rural Area","","","",""
"Min 1x per week","1997","higher education","Urban Area","","","",""
"Min 1x per week","1997","higher education","Rural Area","","","",""
"Min 1x per month","1997","in school","Urban Area","","","",""
"Min 1x per month","1997","in school","Rural Area","","","",""
"Min 1x per month","1997","inadequately","Urban Area","","","",""
"Min 1x per month","1997","inadequately","Rural Area","","","",""
"Min 1x per month","1997","general elemantary","Urban Area","","","",""
"Min 1x per month","1997","general elemantary","Rural Area","","","",""
"Min 1x per month","1997","middle vocational","Urban Area","","","",""
"Min 1x per month","1997","middle vocational","Rural Area","","","",""
"Min 1x per month","1997","vocational + Abi","Urban Area","","","",""
"Min 1x per month","1997","vocational + Abi","Rural Area","","","",""
"Min 1x per month","1997","higher vocational","Urban Area","","","",""
"Min 1x per month","1997","higher vocational","Rural Area","","","",""
"Min 1x per month","1997","higher education","Urban Area","","","",""
"Min 1x per month","1997","higher education","Rural Area","","","",""
"Rarely","1997","in school","Urban Area","","","",""
"Rarely","1997","in school","Rural Area","","","",""
"Rarely","1997","inadequately","Urban Area","","","",""
"Rarely","1997","inadequately","Rural Area","","","",""
"Rarely","1997","general elemantary","Urban Area","","","",""
"Rarely","1997","general elemantary","Rural Area","","","",""
"Rarely","1997","middle vocational","Urban Area","","","",""
"Rarely","1997","middle vocational","Rural Area","","","",""
"Rarely","1997","vocational + Abi","Urban Area","","","",""
"Rarely","1997","vocational + Abi","Rural Area","","","",""
"Rarely","1997","higher vocational","Urban Area","","","",""
"Rarely","1997","higher vocational","Rural Area","","","",""
"Rarely","1997","higher education","Urban Area","","","",""
"Rarely","1997","higher education","Rural Area","","","",""
"Never","1997","in school","Urban Area","","","",""
"Never","1997","in school","Rural Area","","","",""
"Never","1997","inadequately","Urban Area","","","",""
"Never","1997","inadequately","Rural Area","","","",""
"Never","1997","general elemantary","Urban Area","","","",""
"Never","1997","general elemantary","Rural Area","","","",""
"Never","1997","middle vocational","Urban Area","","","",""
"Never","1997","middle vocational","Rural Area","","","",""
"Never","1997","vocational + Abi","Urban Area","","","",""
"Never","1997","vocational + Abi","Rural Area","","","",""
"Never","1997","higher vocational","Urban Area","","","",""
"Never","1997","higher vocational","Rural Area","","","",""
"Never","1997","higher education","Urban Area","","","",""
"Never","1997","higher education","Rural Area","","","",""
"Daily","1998","in school","Urban Area","12","","",""
"Daily","1998","in school","Rural Area","3","","",""
"Daily","1998","inadequately","Urban Area","83","0.199662312708236","0.158875516723125","0.240449108693347"
"Daily","1998","inadequately","Rural Area","9","","",""
"Daily","1998","general elemantary","Urban Area","237","0.115014119887616","0.100180466453592","0.129847773321641"
"Daily","1998","general elemantary","Rural Area","75","0.10926855787529","0.0871899642441555","0.131347151506424"
"Daily","1998","middle vocational","Urban Area","384","0.0799025165646432","0.0719027322559796","0.0879023008733068"
"Daily","1998","middle vocational","Rural Area","223","0.0791481269680782","0.0687590177016964","0.08953723623446"
"Daily","1998","vocational + Abi","Urban Area","23","","",""
"Daily","1998","vocational + Abi","Rural Area","8","","",""
"Daily","1998","higher vocational","Urban Area","28","","",""
"Daily","1998","higher vocational","Rural Area","18","","",""
"Daily","1998","higher education","Urban Area","38","0.0282086658377074","0.0190847638278231","0.0373325678475917"
"Daily","1998","higher education","Rural Area","52","0.074263140401291","0.0549903888004293","0.0935358920021527"
"Min 1x per week","1998","in school","Urban Area","81","0.32256137706248","0.260650466341117","0.384472287783842"
"Min 1x per week","1998","in school","Rural Area","33","0.25797866351532","0.178013788680363","0.337943538350277"
"Min 1x per week","1998","inadequately","Urban Area","173","0.453859410894037","0.403061271239185","0.504657550548889"
"Min 1x per week","1998","inadequately","Rural Area","34","0.282300270927893","0.181103108859872","0.383497432995914"
"Min 1x per week","1998","general elemantary","Urban Area","790","0.431654313199446","0.408625121032049","0.454683505366843"
"Min 1x per week","1998","general elemantary","Rural Area","330","0.412630425729569","0.377789735022185","0.447471116436954"
"Min 1x per week","1998","middle vocational","Urban Area","1907","0.409734776538602","0.395225153186592","0.424244399890613"
"Min 1x per week","1998","middle vocational","Rural Area","1072","0.407300691415995","0.388393026846688","0.426208355985303"
"Min 1x per week","1998","vocational + Abi","Urban Area","176","0.411102085060866","0.362456137882583","0.45974803223915"
"Min 1x per week","1998","vocational + Abi","Rural Area","46","0.384636275805213","0.297225358808518","0.472047192801909"
"Min 1x per week","1998","higher vocational","Urban Area","222","0.420798119372916","0.378487525285638","0.463108713460194"
"Min 1x per week","1998","higher vocational","Rural Area","105","0.322810746193601","0.269814938244246","0.375806554142956"
"Min 1x per week","1998","higher education","Urban Area","422","0.311250883046416","0.285736289641","0.336765476451832"
"Min 1x per week","1998","higher education","Rural Area","244","0.324320665773982","0.289911755390089","0.358729576157875"
"Min 1x per month","1998","in school","Urban Area","63","0.291997199570195","0.231778293138644","0.352216106001747"
"Min 1x per month","1998","in school","Rural Area","50","0.468532844525708","0.377330205248445","0.559735483802971"
"Min 1x per month","1998","inadequately","Urban Area","58","0.171352752631957","0.132905501304111","0.209800003959803"
"Min 1x per month","1998","inadequately","Rural Area","19","","",""
"Min 1x per month","1998","general elemantary","Urban Area","401","0.24149943490206","0.221600016162513","0.261398853641607"
"Min 1x per month","1998","general elemantary","Rural Area","201","0.272414003630682","0.240906986475184","0.303921020786179"
"Min 1x per month","1998","middle vocational","Urban Area","1246","0.280098504934657","0.266849811211452","0.293347198657862"
"Min 1x per month","1998","middle vocational","Rural Area","812","0.30974646971688","0.291952591821596","0.327540347612164"
"Min 1x per month","1998","vocational + Abi","Urban Area","115","0.311920940852164","0.266118011723767","0.357723869980561"
"Min 1x per month","1998","vocational + Abi","Rural Area","46","0.405827808576026","0.317600775928852","0.4940548412232"
"Min 1x per month","1998","higher vocational","Urban Area","172","0.323255419570289","0.28317035871631","0.363340480424268"
"Min 1x per month","1998","higher vocational","Rural Area","107","0.342075424102171","0.288302768063063","0.395848080141278"
"Min 1x per month","1998","higher education","Urban Area","475","0.36465401141723","0.338129434089248","0.391178588745211"
"Min 1x per month","1998","higher education","Rural Area","271","0.370045021877226","0.334555893765714","0.405534149988738"
"Rarely","1998","in school","Urban Area","57","0.305297010976121","0.244303042142619","0.366290979809623"
"Rarely","1998","in school","Rural Area","27","","",""
"Rarely","1998","inadequately","Urban Area","40","0.145852426654991","0.109839518516147","0.181865334793835"
"Rarely","1998","inadequately","Rural Area","12","","",""
"Rarely","1998","general elemantary","Urban Area","302","0.183383074618224","0.165390505050972","0.201375644185476"
"Rarely","1998","general elemantary","Rural Area","144","0.184266438117394","0.156828738639852","0.211704137594936"
"Rarely","1998","middle vocational","Urban Area","796","0.208448709041646","0.196464199570141","0.220433218513151"
"Rarely","1998","middle vocational","Rural Area","463","0.189617413496217","0.174532345766763","0.204702481225672"
"Rarely","1998","vocational + Abi","Urban Area","74","0.216108940246809","0.175416284128189","0.256801596365429"
"Rarely","1998","vocational + Abi","Rural Area","17","","",""
"Rarely","1998","higher vocational","Urban Area","94","0.188115711428767","0.154622495462963","0.221608927394571"
"Rarely","1998","higher vocational","Rural Area","67","0.247690371412336","0.198761480769995","0.296619262054677"
"Rarely","1998","higher education","Urban Area","306","0.26945589793463","0.245006402853571","0.293905393015688"
"Rarely","1998","higher education","Rural Area","137","0.212985818898476","0.182891819106176","0.243079818690777"
"Never","1998","in school","Urban Area","6","","",""
"Never","1998","in school","Rural Area","2","","",""
"Never","1998","inadequately","Urban Area","15","","",""
"Never","1998","inadequately","Rural Area","2","","",""
"Never","1998","general elemantary","Urban Area","47","0.0284490573926537","0.0207192066776644","0.0361789081076431"
"Never","1998","general elemantary","Rural Area","17","","",""
"Never","1998","middle vocational","Urban Area","80","0.0218154929204514","0.0175055250518846","0.0261254607890182"
"Never","1998","middle vocational","Rural Area","24","","",""
"Never","1998","vocational + Abi","Urban Area","5","","",""
"Never","1998","vocational + Abi","Rural Area","2","","",""
"Never","1998","higher vocational","Urban Area","7","","",""
"Never","1998","higher vocational","Rural Area","2","","",""
"Never","1998","higher education","Urban Area","24","","",""
"Never","1998","higher education","Rural Area","7","","",""
"Daily","1999","in school","Urban Area","","","",""
"Daily","1999","in school","Rural Area","","","",""
"Daily","1999","inadequately","Urban Area","","","",""
"Daily","1999","inadequately","Rural Area","","","",""
"Daily","1999","general elemantary","Urban Area","","","",""
"Daily","1999","general elemantary","Rural Area","","","",""
"Daily","1999","middle vocational","Urban Area","","","",""
"Daily","1999","middle vocational","Rural Area","","","",""
"Daily","1999","vocational + Abi","Urban Area","","","",""
"Daily","1999","vocational + Abi","Rural Area","","","",""
"Daily","1999","higher vocational","Urban Area","","","",""
"Daily","1999","higher vocational","Rural Area","","","",""
"Daily","1999","higher education","Urban Area","","","",""
"Daily","1999","higher education","Rural Area","","","",""
"Min 1x per week","1999","in school","Urban Area","","","",""
"Min 1x per week","1999","in school","Rural Area","","","",""
"Min 1x per week","1999","inadequately","Urban Area","","","",""
"Min 1x per week","1999","inadequately","Rural Area","","","",""
"Min 1x per week","1999","general elemantary","Urban Area","","","",""
"Min 1x per week","1999","general elemantary","Rural Area","","","",""
"Min 1x per week","1999","middle vocational","Urban Area","","","",""
"Min 1x per week","1999","middle vocational","Rural Area","","","",""
"Min 1x per week","1999","vocational + Abi","Urban Area","","","",""
"Min 1x per week","1999","vocational + Abi","Rural Area","","","",""
"Min 1x per week","1999","higher vocational","Urban Area","","","",""
"Min 1x per week","1999","higher vocational","Rural Area","","","",""
"Min 1x per week","1999","higher education","Urban Area","","","",""
"Min 1x per week","1999","higher education","Rural Area","","","",""
"Min 1x per month","1999","in school","Urban Area","","","",""
"Min 1x per month","1999","in school","Rural Area","","","",""
"Min 1x per month","1999","inadequately","Urban Area","","","",""
"Min 1x per month","1999","inadequately","Rural Area","","","",""
"Min 1x per month","1999","general elemantary","Urban Area","","","",""
"Min 1x per month","1999","general elemantary","Rural Area","","","",""
"Min 1x per month","1999","middle vocational","Urban Area","","","",""
"Min 1x per month","1999","middle vocational","Rural Area","","","",""
"Min 1x per month","1999","vocational + Abi","Urban Area","","","",""
"Min 1x per month","1999","vocational + Abi","Rural Area","","","",""
"Min 1x per month","1999","higher vocational","Urban Area","","","",""
"Min 1x per month","1999","higher vocational","Rural Area","","","",""
"Min 1x per month","1999","higher education","Urban Area","","","",""
"Min 1x per month","1999","higher education","Rural Area","","","",""
"Rarely","1999","in school","Urban Area","","","",""
"Rarely","1999","in school","Rural Area","","","",""
"Rarely","1999","inadequately","Urban Area","","","",""
"Rarely","1999","inadequately","Rural Area","","","",""
"Rarely","1999","general elemantary","Urban Area","","","",""
"Rarely","1999","general elemantary","Rural Area","","","",""
"Rarely","1999","middle vocational","Urban Area","","","",""
"Rarely","1999","middle vocational","Rural Area","","","",""
"Rarely","1999","vocational + Abi","Urban Area","","","",""
"Rarely","1999","vocational + Abi","Rural Area","","","",""
"Rarely","1999","higher vocational","Urban Area","","","",""
"Rarely","1999","higher vocational","Rural Area","","","",""
"Rarely","1999","higher education","Urban Area","","","",""
"Rarely","1999","higher education","Rural Area","","","",""
"Never","1999","in school","Urban Area","","","",""
"Never","1999","in school","Rural Area","","","",""
"Never","1999","inadequately","Urban Area","","","",""
"Never","1999","inadequately","Rural Area","","","",""
"Never","1999","general elemantary","Urban Area","","","",""
"Never","1999","general elemantary","Rural Area","","","",""
"Never","1999","middle vocational","Urban Area","","","",""
"Never","1999","middle vocational","Rural Area","","","",""
"Never","1999","vocational + Abi","Urban Area","","","",""
"Never","1999","vocational + Abi","Rural Area","","","",""
"Never","1999","higher vocational","Urban Area","","","",""
"Never","1999","higher vocational","Rural Area","","","",""
"Never","1999","higher education","Urban Area","","","",""
"Never","1999","higher education","Rural Area","","","",""
"Daily","2000","in school","Urban Area","","","",""
"Daily","2000","in school","Rural Area","","","",""
"Daily","2000","inadequately","Urban Area","","","",""
"Daily","2000","inadequately","Rural Area","","","",""
"Daily","2000","general elemantary","Urban Area","","","",""
"Daily","2000","general elemantary","Rural Area","","","",""
"Daily","2000","middle vocational","Urban Area","","","",""
"Daily","2000","middle vocational","Rural Area","","","",""
"Daily","2000","vocational + Abi","Urban Area","","","",""
"Daily","2000","vocational + Abi","Rural Area","","","",""
"Daily","2000","higher vocational","Urban Area","","","",""
"Daily","2000","higher vocational","Rural Area","","","",""
"Daily","2000","higher education","Urban Area","","","",""
"Daily","2000","higher education","Rural Area","","","",""
"Min 1x per week","2000","in school","Urban Area","","","",""
"Min 1x per week","2000","in school","Rural Area","","","",""
"Min 1x per week","2000","inadequately","Urban Area","","","",""
"Min 1x per week","2000","inadequately","Rural Area","","","",""
"Min 1x per week","2000","general elemantary","Urban Area","","","",""
"Min 1x per week","2000","general elemantary","Rural Area","","","",""
"Min 1x per week","2000","middle vocational","Urban Area","","","",""
"Min 1x per week","2000","middle vocational","Rural Area","","","",""
"Min 1x per week","2000","vocational + Abi","Urban Area","","","",""
"Min 1x per week","2000","vocational + Abi","Rural Area","","","",""
"Min 1x per week","2000","higher vocational","Urban Area","","","",""
"Min 1x per week","2000","higher vocational","Rural Area","","","",""
"Min 1x per week","2000","higher education","Urban Area","","","",""
"Min 1x per week","2000","higher education","Rural Area","","","",""
"Min 1x per month","2000","in school","Urban Area","","","",""
"Min 1x per month","2000","in school","Rural Area","","","",""
"Min 1x per month","2000","inadequately","Urban Area","","","",""
"Min 1x per month","2000","inadequately","Rural Area","","","",""
"Min 1x per month","2000","general elemantary","Urban Area","","","",""
"Min 1x per month","2000","general elemantary","Rural Area","","","",""
"Min 1x per month","2000","middle vocational","Urban Area","","","",""
"Min 1x per month","2000","middle vocational","Rural Area","","","",""
"Min 1x per month","2000","vocational + Abi","Urban Area","","","",""
"Min 1x per month","2000","vocational + Abi","Rural Area","","","",""
"Min 1x per month","2000","higher vocational","Urban Area","","","",""
"Min 1x per month","2000","higher vocational","Rural Area","","","",""
"Min 1x per month","2000","higher education","Urban Area","","","",""
"Min 1x per month","2000","higher education","Rural Area","","","",""
"Rarely","2000","in school","Urban Area","","","",""
"Rarely","2000","in school","Rural Area","","","",""
"Rarely","2000","inadequately","Urban Area","","","",""
"Rarely","2000","inadequately","Rural Area","","","",""
"Rarely","2000","general elemantary","Urban Area","","","",""
"Rarely","2000","general elemantary","Rural Area","","","",""
"Rarely","2000","middle vocational","Urban Area","","","",""
"Rarely","2000","middle vocational","Rural Area","","","",""
"Rarely","2000","vocational + Abi","Urban Area","","","",""
"Rarely","2000","vocational + Abi","Rural Area","","","",""
"Rarely","2000","higher vocational","Urban Area","","","",""
"Rarely","2000","higher vocational","Rural Area","","","",""
"Rarely","2000","higher education","Urban Area","","","",""
"Rarely","2000","higher education","Rural Area","","","",""
"Never","2000","in school","Urban Area","","","",""
"Never","2000","in school","Rural Area","","","",""
"Never","2000","inadequately","Urban Area","","","",""
"Never","2000","inadequately","Rural Area","","","",""
"Never","2000","general elemantary","Urban Area","","","",""
"Never","2000","general elemantary","Rural Area","","","",""
"Never","2000","middle vocational","Urban Area","","","",""
"Never","2000","middle vocational","Rural Area","","","",""
"Never","2000","vocational + Abi","Urban Area","","","",""
"Never","2000","vocational + Abi","Rural Area","","","",""
"Never","2000","higher vocational","Urban Area","","","",""
"Never","2000","higher vocational","Rural Area","","","",""
"Never","2000","higher education","Urban Area","","","",""
"Never","2000","higher education","Rural Area","","","",""
"Daily","2001","in school","Urban Area","","","",""
"Daily","2001","in school","Rural Area","","","",""
"Daily","2001","inadequately","Urban Area","","","",""
"Daily","2001","inadequately","Rural Area","","","",""
"Daily","2001","general elemantary","Urban Area","","","",""
"Daily","2001","general elemantary","Rural Area","","","",""
"Daily","2001","middle vocational","Urban Area","","","",""
"Daily","2001","middle vocational","Rural Area","","","",""
"Daily","2001","vocational + Abi","Urban Area","","","",""
"Daily","2001","vocational + Abi","Rural Area","","","",""
"Daily","2001","higher vocational","Urban Area","","","",""
"Daily","2001","higher vocational","Rural Area","","","",""
"Daily","2001","higher education","Urban Area","","","",""
"Daily","2001","higher education","Rural Area","","","",""
"Min 1x per week","2001","in school","Urban Area","","","",""
"Min 1x per week","2001","in school","Rural Area","","","",""
"Min 1x per week","2001","inadequately","Urban Area","","","",""
"Min 1x per week","2001","inadequately","Rural Area","","","",""
"Min 1x per week","2001","general elemantary","Urban Area","","","",""
"Min 1x per week","2001","general elemantary","Rural Area","","","",""
"Min 1x per week","2001","middle vocational","Urban Area","","","",""
"Min 1x per week","2001","middle vocational","Rural Area","","","",""
"Min 1x per week","2001","vocational + Abi","Urban Area","","","",""
"Min 1x per week","2001","vocational + Abi","Rural Area","","","",""
"Min 1x per week","2001","higher vocational","Urban Area","","","",""
"Min 1x per week","2001","higher vocational","Rural Area","","","",""
"Min 1x per week","2001","higher education","Urban Area","","","",""
"Min 1x per week","2001","higher education","Rural Area","","","",""
"Min 1x per month","2001","in school","Urban Area","","","",""
"Min 1x per month","2001","in school","Rural Area","","","",""
"Min 1x per month","2001","inadequately","Urban Area","","","",""
"Min 1x per month","2001","inadequately","Rural Area","","","",""
"Min 1x per month","2001","general elemantary","Urban Area","","","",""
"Min 1x per month","2001","general elemantary","Rural Area","","","",""
"Min 1x per month","2001","middle vocational","Urban Area","","","",""
"Min 1x per month","2001","middle vocational","Rural Area","","","",""
"Min 1x per month","2001","vocational + Abi","Urban Area","","","",""
"Min 1x per month","2001","vocational + Abi","Rural Area","","","",""
"Min 1x per month","2001","higher vocational","Urban Area","","","",""
"Min 1x per month","2001","higher vocational","Rural Area","","","",""
"Min 1x per month","2001","higher education","Urban Area","","","",""
"Min 1x per month","2001","higher education","Rural Area","","","",""
"Rarely","2001","in school","Urban Area","","","",""
"Rarely","2001","in school","Rural Area","","","",""
"Rarely","2001","inadequately","Urban Area","","","",""
"Rarely","2001","inadequately","Rural Area","","","",""
"Rarely","2001","general elemantary","Urban Area","","","",""
"Rarely","2001","general elemantary","Rural Area","","","",""
"Rarely","2001","middle vocational","Urban Area","","","",""
"Rarely","2001","middle vocational","Rural Area","","","",""
"Rarely","2001","vocational + Abi","Urban Area","","","",""
"Rarely","2001","vocational + Abi","Rural Area","","","",""
"Rarely","2001","higher vocational","Urban Area","","","",""
"Rarely","2001","higher vocational","Rural Area","","","",""
"Rarely","2001","higher education","Urban Area","","","",""
"Rarely","2001","higher education","Rural Area","","","",""
"Never","2001","in school","Urban Area","","","",""
"Never","2001","in school","Rural Area","","","",""
"Never","2001","inadequately","Urban Area","","","",""
"Never","2001","inadequately","Rural Area","","","",""
"Never","2001","general elemantary","Urban Area","","","",""
"Never","2001","general elemantary","Rural Area","","","",""
"Never","2001","middle vocational","Urban Area","","","",""
"Never","2001","middle vocational","Rural Area","","","",""
"Never","2001","vocational + Abi","Urban Area","","","",""
"Never","2001","vocational + Abi","Rural Area","","","",""
"Never","2001","higher vocational","Urban Area","","","",""
"Never","2001","higher vocational","Rural Area","","","",""
"Never","2001","higher education","Urban Area","","","",""
"Never","2001","higher education","Rural Area","","","",""
"Daily","2002","in school","Urban Area","","","",""
"Daily","2002","in school","Rural Area","","","",""
"Daily","2002","inadequately","Urban Area","","","",""
"Daily","2002","inadequately","Rural Area","","","",""
"Daily","2002","general elemantary","Urban Area","","","",""
"Daily","2002","general elemantary","Rural Area","","","",""
"Daily","2002","middle vocational","Urban Area","","","",""
"Daily","2002","middle vocational","Rural Area","","","",""
"Daily","2002","vocational + Abi","Urban Area","","","",""
"Daily","2002","vocational + Abi","Rural Area","","","",""
"Daily","2002","higher vocational","Urban Area","","","",""
"Daily","2002","higher vocational","Rural Area","","","",""
"Daily","2002","higher education","Urban Area","","","",""
"Daily","2002","higher education","Rural Area","","","",""
"Min 1x per week","2002","in school","Urban Area","","","",""
"Min 1x per week","2002","in school","Rural Area","","","",""
"Min 1x per week","2002","inadequately","Urban Area","","","",""
"Min 1x per week","2002","inadequately","Rural Area","","","",""
"Min 1x per week","2002","general elemantary","Urban Area","","","",""
"Min 1x per week","2002","general elemantary","Rural Area","","","",""
"Min 1x per week","2002","middle vocational","Urban Area","","","",""
"Min 1x per week","2002","middle vocational","Rural Area","","","",""
"Min 1x per week","2002","vocational + Abi","Urban Area","","","",""
"Min 1x per week","2002","vocational + Abi","Rural Area","","","",""
"Min 1x per week","2002","higher vocational","Urban Area","","","",""
"Min 1x per week","2002","higher vocational","Rural Area","","","",""
"Min 1x per week","2002","higher education","Urban Area","","","",""
"Min 1x per week","2002","higher education","Rural Area","","","",""
"Min 1x per month","2002","in school","Urban Area","","","",""
"Min 1x per month","2002","in school","Rural Area","","","",""
"Min 1x per month","2002","inadequately","Urban Area","","","",""
"Min 1x per month","2002","inadequately","Rural Area","","","",""
"Min 1x per month","2002","general elemantary","Urban Area","","","",""
"Min 1x per month","2002","general elemantary","Rural Area","","","",""
"Min 1x per month","2002","middle vocational","Urban Area","","","",""
"Min 1x per month","2002","middle vocational","Rural Area","","","",""
"Min 1x per month","2002","vocational + Abi","Urban Area","","","",""
"Min 1x per month","2002","vocational + Abi","Rural Area","","","",""
"Min 1x per month","2002","higher vocational","Urban Area","","","",""
"Min 1x per month","2002","higher vocational","Rural Area","","","",""
"Min 1x per month","2002","higher education","Urban Area","","","",""
"Min 1x per month","2002","higher education","Rural Area","","","",""
"Rarely","2002","in school","Urban Area","","","",""
"Rarely","2002","in school","Rural Area","","","",""
"Rarely","2002","inadequately","Urban Area","","","",""
"Rarely","2002","inadequately","Rural Area","","","",""
"Rarely","2002","general elemantary","Urban Area","","","",""
"Rarely","2002","general elemantary","Rural Area","","","",""
"Rarely","2002","middle vocational","Urban Area","","","",""
"Rarely","2002","middle vocational","Rural Area","","","",""
"Rarely","2002","vocational + Abi","Urban Area","","","",""
"Rarely","2002","vocational + Abi","Rural Area","","","",""
"Rarely","2002","higher vocational","Urban Area","","","",""
"Rarely","2002","higher vocational","Rural Area","","","",""
"Rarely","2002","higher education","Urban Area","","","",""
"Rarely","2002","higher education","Rural Area","","","",""
"Never","2002","in school","Urban Area","","","",""
"Never","2002","in school","Rural Area","","","",""
"Never","2002","inadequately","Urban Area","","","",""
"Never","2002","inadequately","Rural Area","","","",""
"Never","2002","general elemantary","Urban Area","","","",""
"Never","2002","general elemantary","Rural Area","","","",""
"Never","2002","middle vocational","Urban Area","","","",""
"Never","2002","middle vocational","Rural Area","","","",""
"Never","2002","vocational + Abi","Urban Area","","","",""
"Never","2002","vocational + Abi","Rural Area","","","",""
"Never","2002","higher vocational","Urban Area","","","",""
"Never","2002","higher vocational","Rural Area","","","",""
"Never","2002","higher education","Urban Area","","","",""
"Never","2002","higher education","Rural Area","","","",""
"Daily","2003","in school","Urban Area","24","","",""
"Daily","2003","in school","Rural Area","17","","",""
"Daily","2003","inadequately","Urban Area","31","0.104631319115687","0.0631352701137912","0.146127368117583"
"Daily","2003","inadequately","Rural Area","10","","",""
"Daily","2003","general elemantary","Urban Area","215","0.11027716201629","0.0960420208384221","0.124512303194157"
"Daily","2003","general elemantary","Rural Area","85","0.105563765124504","0.0853874725351363","0.125740057713873"
"Daily","2003","middle vocational","Urban Area","515","0.0692463988661626","0.0633523915483455","0.0751404061839798"
"Daily","2003","middle vocational","Rural Area","292","0.0741887018462262","0.0660476198983505","0.0823297837941019"
"Daily","2003","vocational + Abi","Urban Area","36","0.0546072010265226","0.039679800320331","0.0695346017327143"
"Daily","2003","vocational + Abi","Rural Area","22","","",""
"Daily","2003","higher vocational","Urban Area","81","0.0701003112485408","0.0548733151107918","0.0853273073862899"
"Daily","2003","higher vocational","Rural Area","52","0.0863189191467702","0.0638666020089805","0.10877123628456"
"Daily","2003","higher education","Urban Area","124","0.0358535712328339","0.0293054728323961","0.0424016696332718"
"Daily","2003","higher education","Rural Area","74","0.0627744414326797","0.0493494872237103","0.076199395641649"
"Min 1x per week","2003","in school","Urban Area","126","0.277509375356804","0.234737136741373","0.320281613972236"
"Min 1x per week","2003","in school","Rural Area","54","0.255634274400544","0.193770824952125","0.317497723848963"
"Min 1x per week","2003","inadequately","Urban Area","98","0.507759680664326","0.439981072559292","0.575538288769361"
"Min 1x per week","2003","inadequately","Rural Area","16","","",""
"Min 1x per week","2003","general elemantary","Urban Area","841","0.442038286529752","0.419468691737504","0.464607881322"
"Min 1x per week","2003","general elemantary","Rural Area","321","0.34318604264037","0.312011848628021","0.374360236652719"
"Min 1x per week","2003","middle vocational","Urban Area","2969","0.406144393558419","0.394742542242363","0.417546244874475"
"Min 1x per week","2003","middle vocational","Rural Area","1625","0.404248258703179","0.389003914669148","0.419492602737211"
"Min 1x per week","2003","vocational + Abi","Urban Area","368","0.400339198013786","0.368149272204216","0.432529123823357"
