"plh0204_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"10 Very willing to take risks","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"10 Very willing to take risks","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"10 Very willing to take risks","2005","indirect migration background","(3a) lower tertiary education","","","",""
"10 Very willing to take risks","2005","indirect migration background","(3b) higher tertiary education","","","",""
"0 Not at all Willing to take risks","2006","no migration background","(0) in school","4","","",""
"0 Not at all Willing to take risks","2006","no migration background","(1a) inadequately completed","9","","",""
"0 Not at all Willing to take risks","2006","no migration background","(1b) general elementary school","184","0.155963739412858","0.136493891984455","0.175433586841262"
"0 Not at all Willing to take risks","2006","no migration background","(1c) basic vocational qualification","340","0.0711478947103458","0.0642542251702706","0.0780415642504211"
"0 Not at all Willing to take risks","2006","no migration background","(2b) intermediate general qualification","16","","",""
"0 Not at all Willing to take risks","2006","no migration background","(2a) intermediate vocational","162","0.0346051526719832","0.0294727901583561","0.0397375151856103"
"0 Not at all Willing to take risks","2006","no migration background","(2c_gen) general maturity certificate","3","","",""
"0 Not at all Willing to take risks","2006","no migration background","(2c_voc) vocational maturity certificate","30","0.026883849291198","0.0180196219658971","0.035748076616499"
"0 Not at all Willing to take risks","2006","no migration background","(3a) lower tertiary education","26","","",""
"0 Not at all Willing to take risks","2006","no migration background","(3b) higher tertiary education","49","0.0221240857652183","0.016277125359233","0.0279710461712036"
"0 Not at all Willing to take risks","2006","direct migration background","(0) in school","","","",""
"0 Not at all Willing to take risks","2006","direct migration background","(1a) inadequately completed","28","","",""
"0 Not at all Willing to take risks","2006","direct migration background","(1b) general elementary school","62","0.122674171035492","0.0937446235667029","0.151603718504282"
"0 Not at all Willing to take risks","2006","direct migration background","(1c) basic vocational qualification","69","0.113267760838848","0.0892526586512473","0.137282863026448"
"0 Not at all Willing to take risks","2006","direct migration background","(2b) intermediate general qualification","1","","",""
"0 Not at all Willing to take risks","2006","direct migration background","(2a) intermediate vocational","12","","",""
"0 Not at all Willing to take risks","2006","direct migration background","(2c_gen) general maturity certificate","7","","",""
"0 Not at all Willing to take risks","2006","direct migration background","(2c_voc) vocational maturity certificate","18","","",""
"0 Not at all Willing to take risks","2006","direct migration background","(3a) lower tertiary education","4","","",""
"0 Not at all Willing to take risks","2006","direct migration background","(3b) higher tertiary education","15","","",""
"0 Not at all Willing to take risks","2006","indirect migration background","(0) in school","2","","",""
"0 Not at all Willing to take risks","2006","indirect migration background","(1a) inadequately completed","","","",""
"0 Not at all Willing to take risks","2006","indirect migration background","(1b) general elementary school","6","","",""
"0 Not at all Willing to take risks","2006","indirect migration background","(1c) basic vocational qualification","5","","",""
"0 Not at all Willing to take risks","2006","indirect migration background","(2b) intermediate general qualification","2","","",""
"0 Not at all Willing to take risks","2006","indirect migration background","(2a) intermediate vocational","5","","",""
"0 Not at all Willing to take risks","2006","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"0 Not at all Willing to take risks","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"0 Not at all Willing to take risks","2006","indirect migration background","(3a) lower tertiary education","","","",""
"0 Not at all Willing to take risks","2006","indirect migration background","(3b) higher tertiary education","1","","",""
"1","2006","no migration background","(0) in school","1","","",""
"1","2006","no migration background","(1a) inadequately completed","4","","",""
"1","2006","no migration background","(1b) general elementary school","112","0.08978674978237","0.0744459543661332","0.105127545198607"
"1","2006","no migration background","(1c) basic vocational qualification","278","0.0525943874623584","0.0466084272404505","0.0585803476842662"
"1","2006","no migration background","(2b) intermediate general qualification","14","","",""
"1","2006","no migration background","(2a) intermediate vocational","165","0.0360208294967237","0.0307883789674437","0.0412532800260038"
"1","2006","no migration background","(2c_gen) general maturity certificate","11","","",""
"1","2006","no migration background","(2c_voc) vocational maturity certificate","30","0.0226146627627616","0.0144668547640281","0.0307624707614951"
"1","2006","no migration background","(3a) lower tertiary education","32","0.0222474414195365","0.0152344078448846","0.0292604749941885"
"1","2006","no migration background","(3b) higher tertiary education","44","0.0178195669883246","0.0125606075179334","0.0230785264587158"
"1","2006","direct migration background","(0) in school","","","",""
"1","2006","direct migration background","(1a) inadequately completed","15","","",""
"1","2006","direct migration background","(1b) general elementary school","43","0.0733380670452505","0.0503496002335593","0.0963265338569416"
"1","2006","direct migration background","(1c) basic vocational qualification","43","0.0594861982564121","0.041562578341534","0.0774098181712903"
"1","2006","direct migration background","(2b) intermediate general qualification","2","","",""
"1","2006","direct migration background","(2a) intermediate vocational","5","","",""
"1","2006","direct migration background","(2c_gen) general maturity certificate","9","","",""
"1","2006","direct migration background","(2c_voc) vocational maturity certificate","10","","",""
"1","2006","direct migration background","(3a) lower tertiary education","2","","",""
"1","2006","direct migration background","(3b) higher tertiary education","7","","",""
"1","2006","indirect migration background","(0) in school","","","",""
"1","2006","indirect migration background","(1a) inadequately completed","","","",""
"1","2006","indirect migration background","(1b) general elementary school","4","","",""
"1","2006","indirect migration background","(1c) basic vocational qualification","4","","",""
"1","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"1","2006","indirect migration background","(2a) intermediate vocational","3","","",""
"1","2006","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"1","2006","indirect migration background","(2c_voc) vocational maturity certificate","2","","",""
"1","2006","indirect migration background","(3a) lower tertiary education","","","",""
"1","2006","indirect migration background","(3b) higher tertiary education","1","","",""
"2","2006","no migration background","(0) in school","16","","",""
"2","2006","no migration background","(1a) inadequately completed","11","","",""
"2","2006","no migration background","(1b) general elementary school","174","0.119817858420838","0.102391075192543","0.137244641649133"
"2","2006","no migration background","(1c) basic vocational qualification","523","0.0986350839896172","0.0906392791844683","0.106630888794766"
"2","2006","no migration background","(2b) intermediate general qualification","34","0.0729450132917911","0.0494351711461671","0.0964548554374151"
"2","2006","no migration background","(2a) intermediate vocational","399","0.0841439766570211","0.076348914712786","0.0919390386012562"
"2","2006","no migration background","(2c_gen) general maturity certificate","38","0.0674897720474219","0.0478063058481533","0.0871732382466905"
"2","2006","no migration background","(2c_voc) vocational maturity certificate","115","0.0821634372328387","0.0671134962974561","0.0972133781682213"
"2","2006","no migration background","(3a) lower tertiary education","108","0.060684631218749","0.0493320014679645","0.0720372609695335"
"2","2006","no migration background","(3b) higher tertiary education","190","0.0789688941753917","0.0682482522959427","0.0896895360548407"
"2","2006","direct migration background","(0) in school","2","","",""
"2","2006","direct migration background","(1a) inadequately completed","25","","",""
"2","2006","direct migration background","(1b) general elementary school","66","0.139471384516509","0.108921481846468","0.17002128718655"
"2","2006","direct migration background","(1c) basic vocational qualification","66","0.101983251000782","0.0790512645425969","0.124915237458967"
"2","2006","direct migration background","(2b) intermediate general qualification","6","","",""
"2","2006","direct migration background","(2a) intermediate vocational","16","","",""
"2","2006","direct migration background","(2c_gen) general maturity certificate","9","","",""
"2","2006","direct migration background","(2c_voc) vocational maturity certificate","21","","",""
"2","2006","direct migration background","(3a) lower tertiary education","6","","",""
"2","2006","direct migration background","(3b) higher tertiary education","20","","",""
"2","2006","indirect migration background","(0) in school","1","","",""
"2","2006","indirect migration background","(1a) inadequately completed","","","",""
"2","2006","indirect migration background","(1b) general elementary school","10","","",""
"2","2006","indirect migration background","(1c) basic vocational qualification","15","","",""
"2","2006","indirect migration background","(2b) intermediate general qualification","2","","",""
"2","2006","indirect migration background","(2a) intermediate vocational","11","","",""
"2","2006","indirect migration background","(2c_gen) general maturity certificate","8","","",""
"2","2006","indirect migration background","(2c_voc) vocational maturity certificate","6","","",""
"2","2006","indirect migration background","(3a) lower tertiary education","2","","",""
"2","2006","indirect migration background","(3b) higher tertiary education","2","","",""
"3","2006","no migration background","(0) in school","30","0.115545504010268","0.0800735537621975","0.151017454258338"
"3","2006","no migration background","(1a) inadequately completed","9","","",""
"3","2006","no migration background","(1b) general elementary school","166","0.109592007934449","0.0928289153757052","0.126355100493192"
"3","2006","no migration background","(1c) basic vocational qualification","721","0.135879670937119","0.12669083487018","0.145068507004059"
"3","2006","no migration background","(2b) intermediate general qualification","39","0.0663631568046795","0.0438595738285578","0.0888667397808012"
"3","2006","no migration background","(2a) intermediate vocational","581","0.114381099204245","0.105444032026494","0.123318166381996"
"3","2006","no migration background","(2c_gen) general maturity certificate","66","0.103833359723123","0.0798991751331757","0.12776754431307"
"3","2006","no migration background","(2c_voc) vocational maturity certificate","158","0.111412139688445","0.094168487112159","0.128655792264732"
"3","2006","no migration background","(3a) lower tertiary education","202","0.126271060157916","0.110477076826078","0.142065043489753"
"3","2006","no migration background","(3b) higher tertiary education","301","0.12163958095687","0.108645982310934","0.134633179602807"
"3","2006","direct migration background","(0) in school","1","","",""
"3","2006","direct migration background","(1a) inadequately completed","19","","",""
"3","2006","direct migration background","(1b) general elementary school","78","0.13787802132037","0.107475017352283","0.168281025288456"
"3","2006","direct migration background","(1c) basic vocational qualification","86","0.139469757481258","0.113218015692607","0.165721499269908"
"3","2006","direct migration background","(2b) intermediate general qualification","4","","",""
"3","2006","direct migration background","(2a) intermediate vocational","9","","",""
"3","2006","direct migration background","(2c_gen) general maturity certificate","8","","",""
"3","2006","direct migration background","(2c_voc) vocational maturity certificate","30","0.0872671808956857","0.0546155822632943","0.119918779528077"
"3","2006","direct migration background","(3a) lower tertiary education","8","","",""
"3","2006","direct migration background","(3b) higher tertiary education","23","","",""
"3","2006","indirect migration background","(0) in school","2","","",""
"3","2006","indirect migration background","(1a) inadequately completed","1","","",""
"3","2006","indirect migration background","(1b) general elementary school","10","","",""
"3","2006","indirect migration background","(1c) basic vocational qualification","11","","",""
"3","2006","indirect migration background","(2b) intermediate general qualification","6","","",""
"3","2006","indirect migration background","(2a) intermediate vocational","19","","",""
"3","2006","indirect migration background","(2c_gen) general maturity certificate","10","","",""
"3","2006","indirect migration background","(2c_voc) vocational maturity certificate","5","","",""
"3","2006","indirect migration background","(3a) lower tertiary education","4","","",""
"3","2006","indirect migration background","(3b) higher tertiary education","3","","",""
"4","2006","no migration background","(0) in school","25","","",""
"4","2006","no migration background","(1a) inadequately completed","7","","",""
"4","2006","no migration background","(1b) general elementary school","118","0.0811501926303795","0.0664968326742529","0.0958035525865062"
"4","2006","no migration background","(1c) basic vocational qualification","568","0.099286919959532","0.091267639485937","0.107306200433127"
"4","2006","no migration background","(2b) intermediate general qualification","33","0.0853785431061143","0.0601150019612445","0.110642084250984"
"4","2006","no migration background","(2a) intermediate vocational","495","0.10640225350794","0.0977437886888332","0.115060718327046"
"4","2006","no migration background","(2c_gen) general maturity certificate","76","0.106821449194526","0.0825858271221859","0.131057071266865"
"4","2006","no migration background","(2c_voc) vocational maturity certificate","137","0.111218098881772","0.0939875880377825","0.128448609725762"
"4","2006","no migration background","(3a) lower tertiary education","193","0.126050110074748","0.110267955879636","0.14183226426986"
"4","2006","no migration background","(3b) higher tertiary education","271","0.114886222395197","0.102210020814449","0.127562423975944"
"4","2006","direct migration background","(0) in school","2","","",""
"4","2006","direct migration background","(1a) inadequately completed","12","","",""
"4","2006","direct migration background","(1b) general elementary school","52","0.114044450891556","0.0860141562992859","0.142074745483826"
"4","2006","direct migration background","(1c) basic vocational qualification","76","0.115637885007785","0.0914052764530328","0.139870493562537"
"4","2006","direct migration background","(2b) intermediate general qualification","2","","",""
"4","2006","direct migration background","(2a) intermediate vocational","16","","",""
"4","2006","direct migration background","(2c_gen) general maturity certificate","6","","",""
"4","2006","direct migration background","(2c_voc) vocational maturity certificate","37","0.169295835257714","0.125909449456802","0.212682221058626"
"4","2006","direct migration background","(3a) lower tertiary education","9","","",""
"4","2006","direct migration background","(3b) higher tertiary education","35","0.145478976239538","0.104828965581417","0.186128986897658"
"4","2006","indirect migration background","(0) in school","5","","",""
"4","2006","indirect migration background","(1a) inadequately completed","","","",""
"4","2006","indirect migration background","(1b) general elementary school","8","","",""
"4","2006","indirect migration background","(1c) basic vocational qualification","7","","",""
"4","2006","indirect migration background","(2b) intermediate general qualification","3","","",""
"4","2006","indirect migration background","(2a) intermediate vocational","13","","",""
"4","2006","indirect migration background","(2c_gen) general maturity certificate","5","","",""
"4","2006","indirect migration background","(2c_voc) vocational maturity certificate","9","","",""
"4","2006","indirect migration background","(3a) lower tertiary education","1","","",""
"4","2006","indirect migration background","(3b) higher tertiary education","4","","",""
"5","2006","no migration background","(0) in school","53","0.182916199726062","0.140018877904847","0.225813521547276"
"5","2006","no migration background","(1a) inadequately completed","14","","",""
"5","2006","no migration background","(1b) general elementary school","294","0.225550097289001","0.203122210749214","0.247977983828787"
"5","2006","no migration background","(1c) basic vocational qualification","1349","0.262157023414569","0.250363084565087","0.27395096226405"
"5","2006","no migration background","(2b) intermediate general qualification","117","0.234366899727321","0.196070526236436","0.272663273218205"
"5","2006","no migration background","(2a) intermediate vocational","1269","0.260453345669631","0.248129614675978","0.272777076663285"
"5","2006","no migration background","(2c_gen) general maturity certificate","123","0.190971510599106","0.16013096904878","0.221812052149431"
"5","2006","no migration background","(2c_voc) vocational maturity certificate","288","0.210281780433065","0.18794864393064","0.23261491693549"
"5","2006","no migration background","(3a) lower tertiary education","425","0.24094547637653","0.220610331234671","0.261280621518388"
"5","2006","no migration background","(3b) higher tertiary education","507","0.1959015864607","0.180124413349492","0.211678759571907"
"5","2006","direct migration background","(0) in school","6","","",""
"5","2006","direct migration background","(1a) inadequately completed","23","","",""
"5","2006","direct migration background","(1b) general elementary school","79","0.200725562197289","0.165404486628467","0.236046637766111"
"5","2006","direct migration background","(1c) basic vocational qualification","136","0.188259971390484","0.158637416864727","0.217882525916242"
"5","2006","direct migration background","(2b) intermediate general qualification","11","","",""
"5","2006","direct migration background","(2a) intermediate vocational","38","0.266096608268719","0.195843521019469","0.33634969551797"
"5","2006","direct migration background","(2c_gen) general maturity certificate","22","","",""
"5","2006","direct migration background","(2c_voc) vocational maturity certificate","59","0.214682991342894","0.167179179125911","0.262186803559878"
"5","2006","direct migration background","(3a) lower tertiary education","12","","",""
"5","2006","direct migration background","(3b) higher tertiary education","51","0.18501607710359","0.140246970834517","0.229785183372663"
"5","2006","indirect migration background","(0) in school","14","","",""
"5","2006","indirect migration background","(1a) inadequately completed","3","","",""
"5","2006","indirect migration background","(1b) general elementary school","25","","",""
"5","2006","indirect migration background","(1c) basic vocational qualification","37","0.232864481550751","0.163347390609626","0.302381572491875"
"5","2006","indirect migration background","(2b) intermediate general qualification","18","","",""
"5","2006","indirect migration background","(2a) intermediate vocational","32","0.297418969251358","0.220308428477478","0.374529510025238"
"5","2006","indirect migration background","(2c_gen) general maturity certificate","17","","",""
"5","2006","indirect migration background","(2c_voc) vocational maturity certificate","12","","",""
"5","2006","indirect migration background","(3a) lower tertiary education","7","","",""
"5","2006","indirect migration background","(3b) higher tertiary education","10","","",""
"6","2006","no migration background","(0) in school","51","0.158498562287843","0.117974694595182","0.199022429980505"
"6","2006","no migration background","(1a) inadequately completed","7","","",""
"6","2006","no migration background","(1b) general elementary school","84","0.0686033081813753","0.0550386126208322","0.0821680037419185"
"6","2006","no migration background","(1c) basic vocational qualification","549","0.0972092718844377","0.089265193159225","0.10515335060965"
"6","2006","no migration background","(2b) intermediate general qualification","60","0.120464778439058","0.0910371121130581","0.149892444765057"
"6","2006","no migration background","(2a) intermediate vocational","626","0.123981467041952","0.114727467285001","0.133235466798904"
"6","2006","no migration background","(2c_gen) general maturity certificate","93","0.1532111055266","0.124950042332426","0.181472168720774"
"6","2006","no migration background","(2c_voc) vocational maturity certificate","181","0.149895056246687","0.130331727886159","0.169458384607215"
"6","2006","no migration background","(3a) lower tertiary education","219","0.114026515551991","0.0989130280770496","0.129140003026932"
"6","2006","no migration background","(3b) higher tertiary education","348","0.148034577632553","0.133917390209667","0.162151765055439"
"6","2006","direct migration background","(0) in school","3","","",""
"6","2006","direct migration background","(1a) inadequately completed","11","","",""
"6","2006","direct migration background","(1b) general elementary school","50","0.100997963417821","0.0744261458180695","0.127569781017572"
"6","2006","direct migration background","(1c) basic vocational qualification","58","0.0823213774806359","0.0614939009389428","0.103148854022329"
"6","2006","direct migration background","(2b) intermediate general qualification","3","","",""
"6","2006","direct migration background","(2a) intermediate vocational","21","","",""
"6","2006","direct migration background","(2c_gen) general maturity certificate","18","","",""
"6","2006","direct migration background","(2c_voc) vocational maturity certificate","38","0.136989045394859","0.0972096464718472","0.17676844431787"
"6","2006","direct migration background","(3a) lower tertiary education","16","","",""
"6","2006","direct migration background","(3b) higher tertiary education","41","0.111684659158039","0.0753702056959467","0.147999112620132"
"6","2006","indirect migration background","(0) in school","7","","",""
"6","2006","indirect migration background","(1a) inadequately completed","1","","",""
"6","2006","indirect migration background","(1b) general elementary school","9","","",""
"6","2006","indirect migration background","(1c) basic vocational qualification","12","","",""
"6","2006","indirect migration background","(2b) intermediate general qualification","9","","",""
"6","2006","indirect migration background","(2a) intermediate vocational","17","","",""
"6","2006","indirect migration background","(2c_gen) general maturity certificate","11","","",""
"6","2006","indirect migration background","(2c_voc) vocational maturity certificate","9","","",""
"6","2006","indirect migration background","(3a) lower tertiary education","6","","",""
"6","2006","indirect migration background","(3b) higher tertiary education","10","","",""
"7","2006","no migration background","(0) in school","57","0.177707613370955","0.135290906708606","0.220124320033304"
"7","2006","no migration background","(1a) inadequately completed","10","","",""
"7","2006","no migration background","(1b) general elementary school","87","0.0590068409541827","0.0463619644686707","0.0716517174396947"
"7","2006","no migration background","(1c) basic vocational qualification","512","0.090191052433916","0.0825094296220532","0.0978726752457788"
"7","2006","no migration background","(2b) intermediate general qualification","84","0.16492963489222","0.131378281243647","0.198480988540794"
"7","2006","no migration background","(2a) intermediate vocational","597","0.117150497766263","0.108120038072158","0.126180957460369"
"7","2006","no migration background","(2c_gen) general maturity certificate","125","0.18638128034746","0.155827327244738","0.216935233450183"
"7","2006","no migration background","(2c_voc) vocational maturity certificate","196","0.158900780194925","0.138865314167321","0.178936246222529"
"7","2006","no migration background","(3a) lower tertiary education","266","0.154096741136049","0.136929184936394","0.171264297335703"
"7","2006","no migration background","(3b) higher tertiary education","393","0.17245676701496","0.157439493956788","0.187474040073133"
"7","2006","direct migration background","(0) in school","10","","",""
"7","2006","direct migration background","(1a) inadequately completed","8","","",""
"7","2006","direct migration background","(1b) general elementary school","30","0.0525747727768141","0.0328938348753554","0.0722557106782728"
"7","2006","direct migration background","(1c) basic vocational qualification","58","0.0741627625616083","0.0543066007320572","0.0940189243911594"
"7","2006","direct migration background","(2b) intermediate general qualification","6","","",""
"7","2006","direct migration background","(2a) intermediate vocational","12","","",""
"7","2006","direct migration background","(2c_gen) general maturity certificate","21","","",""
"7","2006","direct migration background","(2c_voc) vocational maturity certificate","36","0.104218316929239","0.0688690624286382","0.13956757142984"
"7","2006","direct migration background","(3a) lower tertiary education","12","","",""
"7","2006","direct migration background","(3b) higher tertiary education","45","0.136821272858767","0.0972001894165411","0.176442356300993"
"7","2006","indirect migration background","(0) in school","10","","",""
"7","2006","indirect migration background","(1a) inadequately completed","3","","",""
"7","2006","indirect migration background","(1b) general elementary school","20","","",""
"7","2006","indirect migration background","(1c) basic vocational qualification","27","","",""
"7","2006","indirect migration background","(2b) intermediate general qualification","10","","",""
"7","2006","indirect migration background","(2a) intermediate vocational","11","","",""
"7","2006","indirect migration background","(2c_gen) general maturity certificate","19","","",""
"7","2006","indirect migration background","(2c_voc) vocational maturity certificate","9","","",""
"7","2006","indirect migration background","(3a) lower tertiary education","5","","",""
"7","2006","indirect migration background","(3b) higher tertiary education","6","","",""
"8","2006","no migration background","(0) in school","55","0.152569034115421","0.112670571908157","0.192467496322684"
"8","2006","no migration background","(1a) inadequately completed","8","","",""
"8","2006","no migration background","(1b) general elementary school","74","0.0601384455672601","0.0473805742324142","0.0728963169021059"
"8","2006","no migration background","(1c) basic vocational qualification","359","0.0646767147429327","0.0580811650275074","0.071272264458358"
"8","2006","no migration background","(2b) intermediate general qualification","50","0.121509642541253","0.0919721902519113","0.151047094830594"
"8","2006","no migration background","(2a) intermediate vocational","426","0.086989186583906","0.0790757514511913","0.0949026217166207"
"8","2006","no migration background","(2c_gen) general maturity certificate","66","0.110973398165807","0.0863287503180459","0.135618046013569"
"8","2006","no migration background","(2c_voc) vocational maturity certificate","101","0.091881713227192","0.0760510696279735","0.10771235682641"
"8","2006","no migration background","(3a) lower tertiary education","176","0.106107436390952","0.0914631917741987","0.120751681007704"
"8","2006","no migration background","(3b) higher tertiary education","249","0.100726232447303","0.0887623298384353","0.112690135056172"
"8","2006","direct migration background","(0) in school","7","","",""
"8","2006","direct migration background","(1a) inadequately completed","3","","",""
"8","2006","direct migration background","(1b) general elementary school","28","","",""
"8","2006","direct migration background","(1c) basic vocational qualification","44","0.0602545916818155","0.0422229523427932","0.0782862310208378"
"8","2006","direct migration background","(2b) intermediate general qualification","4","","",""
"8","2006","direct migration background","(2a) intermediate vocational","14","","",""
"8","2006","direct migration background","(2c_gen) general maturity certificate","10","","",""
"8","2006","direct migration background","(2c_voc) vocational maturity certificate","26","","",""
"8","2006","direct migration background","(3a) lower tertiary education","7","","",""
"8","2006","direct migration background","(3b) higher tertiary education","38","0.153355855630967","0.111812669077134","0.194899042184799"
"8","2006","indirect migration background","(0) in school","10","","",""
"8","2006","indirect migration background","(1a) inadequately completed","","","",""
"8","2006","indirect migration background","(1b) general elementary school","9","","",""
"8","2006","indirect migration background","(1c) basic vocational qualification","17","","",""
"8","2006","indirect migration background","(2b) intermediate general qualification","10","","",""
"8","2006","indirect migration background","(2a) intermediate vocational","19","","",""
"8","2006","indirect migration background","(2c_gen) general maturity certificate","11","","",""
"8","2006","indirect migration background","(2c_voc) vocational maturity certificate","7","","",""
"8","2006","indirect migration background","(3a) lower tertiary education","3","","",""
"8","2006","indirect migration background","(3b) higher tertiary education","4","","",""
"9","2006","no migration background","(0) in school","14","","",""
"9","2006","no migration background","(1a) inadequately completed","4","","",""
"9","2006","no migration background","(1b) general elementary school","15","","",""
"9","2006","no migration background","(1c) basic vocational qualification","77","0.0133402680755293","0.0102637311670235","0.016416804984035"
"9","2006","no migration background","(2b) intermediate general qualification","18","","",""
"9","2006","no migration background","(2a) intermediate vocational","100","0.0218444174819127","0.0177398381484121","0.0259489968154133"
"9","2006","no migration background","(2c_gen) general maturity certificate","18","","",""
"9","2006","no migration background","(2c_voc) vocational maturity certificate","24","","",""
"9","2006","no migration background","(3a) lower tertiary education","33","0.0176820023259809","0.0114152407227154","0.0239487639292463"
"9","2006","no migration background","(3b) higher tertiary education","58","0.0213705880668016","0.0156218439235666","0.0271193322100366"
"9","2006","direct migration background","(0) in school","2","","",""
"9","2006","direct migration background","(1a) inadequately completed","","","",""
"9","2006","direct migration background","(1b) general elementary school","4","","",""
"9","2006","direct migration background","(1c) basic vocational qualification","12","","",""
"9","2006","direct migration background","(2b) intermediate general qualification","4","","",""
"9","2006","direct migration background","(2a) intermediate vocational","8","","",""
"9","2006","direct migration background","(2c_gen) general maturity certificate","3","","",""
"9","2006","direct migration background","(2c_voc) vocational maturity certificate","5","","",""
"9","2006","direct migration background","(3a) lower tertiary education","1","","",""
"9","2006","direct migration background","(3b) higher tertiary education","7","","",""
"9","2006","indirect migration background","(0) in school","3","","",""
"9","2006","indirect migration background","(1a) inadequately completed","","","",""
"9","2006","indirect migration background","(1b) general elementary school","7","","",""
"9","2006","indirect migration background","(1c) basic vocational qualification","3","","",""
"9","2006","indirect migration background","(2b) intermediate general qualification","5","","",""
"9","2006","indirect migration background","(2a) intermediate vocational","3","","",""
"9","2006","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"9","2006","indirect migration background","(2c_voc) vocational maturity certificate","4","","",""
"9","2006","indirect migration background","(3a) lower tertiary education","2","","",""
"9","2006","indirect migration background","(3b) higher tertiary education","5","","",""
"10 Very willing to take risks","2006","no migration background","(0) in school","6","","",""
"10 Very willing to take risks","2006","no migration background","(1a) inadequately completed","1","","",""
"10 Very willing to take risks","2006","no migration background","(1b) general elementary school","26","","",""
"10 Very willing to take risks","2006","no migration background","(1c) basic vocational qualification","66","0.0148817123896426","0.0116348282382534","0.0181285965410318"
"10 Very willing to take risks","2006","no migration background","(2b) intermediate general qualification","5","","",""
"10 Very willing to take risks","2006","no migration background","(2a) intermediate vocational","52","0.0140277739184218","0.0107254385883799","0.0173301092484637"
"10 Very willing to take risks","2006","no migration background","(2c_gen) general maturity certificate","5","","",""
"10 Very willing to take risks","2006","no migration background","(2c_voc) vocational maturity certificate","19","","",""
"10 Very willing to take risks","2006","no migration background","(3a) lower tertiary education","19","","",""
"10 Very willing to take risks","2006","no migration background","(3b) higher tertiary education","21","","",""
"10 Very willing to take risks","2006","direct migration background","(0) in school","1","","",""
"10 Very willing to take risks","2006","direct migration background","(1a) inadequately completed","2","","",""
"10 Very willing to take risks","2006","direct migration background","(1b) general elementary school","2","","",""
"10 Very willing to take risks","2006","direct migration background","(1c) basic vocational qualification","21","","",""
"10 Very willing to take risks","2006","direct migration background","(2b) intermediate general qualification","1","","",""
"10 Very willing to take risks","2006","direct migration background","(2a) intermediate vocational","1","","",""
"10 Very willing to take risks","2006","direct migration background","(2c_gen) general maturity certificate","3","","",""
"10 Very willing to take risks","2006","direct migration background","(2c_voc) vocational maturity certificate","7","","",""
"10 Very willing to take risks","2006","direct migration background","(3a) lower tertiary education","","","",""
"10 Very willing to take risks","2006","direct migration background","(3b) higher tertiary education","7","","",""
"10 Very willing to take risks","2006","indirect migration background","(0) in school","4","","",""
"10 Very willing to take risks","2006","indirect migration background","(1a) inadequately completed","","","",""
"10 Very willing to take risks","2006","indirect migration background","(1b) general elementary school","3","","",""
"10 Very willing to take risks","2006","indirect migration background","(1c) basic vocational qualification","4","","",""
"10 Very willing to take risks","2006","indirect migration background","(2b) intermediate general qualification","2","","",""
"10 Very willing to take risks","2006","indirect migration background","(2a) intermediate vocational","2","","",""
"10 Very willing to take risks","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"10 Very willing to take risks","2006","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"10 Very willing to take risks","2006","indirect migration background","(3a) lower tertiary education","","","",""
"10 Very willing to take risks","2006","indirect migration background","(3b) higher tertiary education","1","","",""
"0 Not at all Willing to take risks","2007","no migration background","(0) in school","","","",""
"0 Not at all Willing to take risks","2007","no migration background","(1a) inadequately completed","","","",""
"0 Not at all Willing to take risks","2007","no migration background","(1b) general elementary school","","","",""
"0 Not at all Willing to take risks","2007","no migration background","(1c) basic vocational qualification","","","",""
"0 Not at all Willing to take risks","2007","no migration background","(2b) intermediate general qualification","","","",""
"0 Not at all Willing to take risks","2007","no migration background","(2a) intermediate vocational","","","",""
"0 Not at all Willing to take risks","2007","no migration background","(2c_gen) general maturity certificate","","","",""
"0 Not at all Willing to take risks","2007","no migration background","(2c_voc) vocational maturity certificate","","","",""
"0 Not at all Willing to take risks","2007","no migration background","(3a) lower tertiary education","","","",""
"0 Not at all Willing to take risks","2007","no migration background","(3b) higher tertiary education","","","",""
"0 Not at all Willing to take risks","2007","direct migration background","(0) in school","","","",""
"0 Not at all Willing to take risks","2007","direct migration background","(1a) inadequately completed","","","",""
"0 Not at all Willing to take risks","2007","direct migration background","(1b) general elementary school","","","",""
"0 Not at all Willing to take risks","2007","direct migration background","(1c) basic vocational qualification","","","",""
"0 Not at all Willing to take risks","2007","direct migration background","(2b) intermediate general qualification","","","",""
"0 Not at all Willing to take risks","2007","direct migration background","(2a) intermediate vocational","","","",""
"0 Not at all Willing to take risks","2007","direct migration background","(2c_gen) general maturity certificate","","","",""
"0 Not at all Willing to take risks","2007","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"0 Not at all Willing to take risks","2007","direct migration background","(3a) lower tertiary education","","","",""
"0 Not at all Willing to take risks","2007","direct migration background","(3b) higher tertiary education","","","",""
"0 Not at all Willing to take risks","2007","indirect migration background","(0) in school","","","",""
