"plh0204_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"5","2009","no migration background","Urban Area","1990","0.205282995107784","0.197317398579614","0.213248591635955","5"
"5","2009","no migration background","Rural Area","1212","0.210880104749226","0.200378981841007","0.221381227657445","5"
"5","2009","direct migration background","Urban Area","235","0.183250531330483","0.162590482448143","0.203910580212823","5"
"5","2009","indirect migration background","Urban Area","141","0.279987621655608","0.243910738876779","0.316064504434437","5"
"5","2009","indirect migration background","Rural Area","36","0.30975579393766","0.226326572347188","0.393185015528133","5"
"5","2009","direct migration background","Rural Area","50","0.154062989008781","0.114196224843636","0.193929753173927","5"
"6","2009","indirect migration background","Rural Area","10","","","","6"
"6","2009","indirect migration background","Urban Area","84","0.157028555799887","0.127794749978924","0.18626236162085","6"
"6","2009","no migration background","Urban Area","938","0.0944085131584134","0.0886420793831645","0.100174946933662","6"
"6","2009","no migration background","Rural Area","503","0.0853853011807493","0.078191522267481","0.0925790800940176","6"
"6","2009","direct migration background","Rural Area","21","","","","6"
"6","2009","direct migration background","Urban Area","98","0.0866460020381787","0.0716229516286718","0.101669052447686","6"
"7","2009","no migration background","Urban Area","758","0.075657242205883","0.070441965700751","0.0808725187110151","7"
"7","2009","no migration background","Rural Area","397","0.0676765724820478","0.0612103756977508","0.0741427692663448","7"
"7","2009","direct migration background","Urban Area","83","0.0532663387523777","0.0412739796157965","0.0652586978889589","7"
"7","2009","direct migration background","Rural Area","25","","","","7"
"7","2009","indirect migration background","Urban Area","54","0.0859360012356916","0.063416151886508","0.108455850584875","7"
"7","2009","indirect migration background","Rural Area","7","","","","7"
"8","2009","direct migration background","Urban Area","48","0.0303192514847522","0.0211625740051443","0.0394759289643601","8"
"8","2009","direct migration background","Rural Area","8","","","","8"
"8","2009","indirect migration background","Urban Area","34","0.0495946530119701","0.0321500346936773","0.0670392713302629","8"
"8","2009","no migration background","Rural Area","181","0.0372266729886733","0.0323532335003967","0.04210011247695","8"
"8","2009","indirect migration background","Rural Area","6","","","","8"
"8","2009","no migration background","Urban Area","324","0.0335759224695578","0.0300234279914699","0.0371284169476457","8"
"9","2009","no migration background","Urban Area","51","0.00619522937671156","0.00464778588754926","0.00774267286587386","9"
"9","2009","direct migration background","Urban Area","11","","","","9"
"9","2009","direct migration background","Rural Area","","","","","9"
"9","2009","no migration background","Rural Area","30","0.00469810244275926","0.00293780889109923","0.0064583959944193","9"
"9","2009","indirect migration background","Rural Area","","","","","9"
"9","2009","indirect migration background","Urban Area","8","","","","9"
"0 Not at all Willing to take risks","2010","no migration background","Urban Area","668","0.0610195259703734","0.056829860618576","0.0652091913221709","0"
"0 Not at all Willing to take risks","2010","no migration background","Rural Area","409","0.0635639171919443","0.0580093006804703","0.0691185337034183","0"
"0 Not at all Willing to take risks","2010","direct migration background","Urban Area","198","0.102589460595374","0.0901267206830404","0.115052200507708","0"
"0 Not at all Willing to take risks","2010","direct migration background","Rural Area","59","0.0789235596061721","0.0575798932703152","0.100267225942029","0"
"0 Not at all Willing to take risks","2010","indirect migration background","Urban Area","47","0.0454855414349544","0.0322216223963443","0.0587494604735644","0"
"0 Not at all Willing to take risks","2010","indirect migration background","Rural Area","11","","","","0"
"1","2010","no migration background","Urban Area","611","0.0561534555406918","0.0521239145472708","0.0601829965341127","1"
"1","2010","no migration background","Rural Area","378","0.0579827285246214","0.0526617875502866","0.0633036694989563","1"
"1","2010","indirect migration background","Urban Area","36","0.0404716130029715","0.027927265019649","0.053015960986294","1"
"1","2010","direct migration background","Urban Area","156","0.0773579152914193","0.0663846574357743","0.0883311731470643","1"
"1","2010","direct migration background","Rural Area","49","0.0965921743056889","0.0732075310450191","0.119976817566359","1"
"1","2010","indirect migration background","Rural Area","11","","","","1"
"10 Very willing to take risks","2010","no migration background","Urban Area","136","0.0103078071784548","0.00853993909629678","0.0120756752606128","10"
"10 Very willing to take risks","2010","indirect migration background","Rural Area","11","","","","10"
"10 Very willing to take risks","2010","no migration background","Rural Area","86","0.0110443229969155","0.00866492195204645","0.0134237240417846","10"
"10 Very willing to take risks","2010","direct migration background","Urban Area","65","0.0191348405387528","0.0135077532293805","0.0247619278481251","10"
"10 Very willing to take risks","2010","indirect migration background","Urban Area","32","0.0335560802160859","0.0220925636381279","0.0450195967940439","10"
"10 Very willing to take risks","2010","direct migration background","Rural Area","8","","","","10"
"2","2010","indirect migration background","Rural Area","19","","","","2"
"2","2010","no migration background","Urban Area","1571","0.136625635511835","0.130614142978286","0.142637128045384","2"
"2","2010","direct migration background","Urban Area","269","0.120569917135076","0.107195135022338","0.133944699247815","2"
"2","2010","direct migration background","Rural Area","74","0.130304557462644","0.103655536791658","0.15695357813363","2"
"2","2010","indirect migration background","Urban Area","97","0.0642399834420146","0.0486326440389376","0.0798473228450916","2"
"2","2010","no migration background","Rural Area","858","0.113227939144883","0.106013667576015","0.120442210713751","2"
"3","2010","no migration background","Urban Area","1893","0.154282633442571","0.147960148760377","0.160605118124766","3"
"3","2010","no migration background","Rural Area","1152","0.171748603102165","0.163161683837453","0.180335522366878","3"
"3","2010","direct migration background","Urban Area","302","0.129960065498829","0.116148556522775","0.143771574474882","3"
"3","2010","direct migration background","Rural Area","80","0.125800849107036","0.0995487019437739","0.152052996270299","3"
"3","2010","indirect migration background","Urban Area","116","0.099278905777556","0.0802432615143752","0.118314550040737","3"
"3","2010","indirect migration background","Rural Area","24","","","","3"
"4","2010","indirect migration background","Rural Area","17","","","","4"
"4","2010","indirect migration background","Urban Area","94","0.0900640522383869","0.0718408340429966","0.108287270433777","4"
"4","2010","no migration background","Urban Area","1291","0.102795225996172","0.0974796675151293","0.108110784477215","4"
"4","2010","no migration background","Rural Area","702","0.089109969580929","0.0826235385227828","0.0955964006390752","4"
"4","2010","direct migration background","Urban Area","219","0.102411253110312","0.089958106088322","0.114864400132302","4"
"4","2010","direct migration background","Rural Area","42","0.0645053276795399","0.0450590579253775","0.0839515974337024","4"
"5","2010","no migration background","Urban Area","2547","0.197749017974905","0.190777474560096","0.204720561389714","5"
"5","2010","no migration background","Rural Area","1647","0.220389254399845","0.210952040461744","0.229826468337947","5"
"5","2010","direct migration background","Urban Area","431","0.173619017301301","0.158060959532354","0.189177075070248","5"
"5","2010","indirect migration background","Rural Area","37","0.22219830420485","0.164438413108792","0.279958195300907","5"
"5","2010","direct migration background","Rural Area","125","0.165708428269659","0.136274442137756","0.195142414401562","5"
"5","2010","indirect migration background","Urban Area","186","0.218395889276884","0.192095657877409","0.24469612067636","5"
"6","2010","no migration background","Urban Area","1388","0.1010948202089","0.0958184162995831","0.106371224118217","6"
"6","2010","indirect migration background","Rural Area","19","","","","6"
"6","2010","indirect migration background","Urban Area","111","0.120067026227044","0.0993760683917958","0.140757984062291","6"
"6","2010","no migration background","Rural Area","752","0.0985764858345766","0.0917897523980668","0.105363219271087","6"
"6","2010","direct migration background","Urban Area","235","0.108062932109874","0.0953111155712234","0.120814748648524","6"
"6","2010","direct migration background","Rural Area","59","0.0917145474456722","0.0688665497295292","0.114562545161815","6"
"7","2010","no migration background","Urban Area","1374","0.10277475196082","0.0974596622204389","0.1080898417012","7"
"7","2010","no migration background","Rural Area","787","0.0979056635093204","0.0911395454709605","0.10467178154768","7"
"7","2010","direct migration background","Rural Area","59","0.118240194526477","0.0926793281220056","0.143801060930949","7"
"7","2010","direct migration background","Urban Area","201","0.0787455074236923","0.0676826000034678","0.0898084148439168","7"
"7","2010","indirect migration background","Urban Area","124","0.183128310659122","0.158507713103068","0.207748908215176","7"
"7","2010","indirect migration background","Rural Area","27","","","","7"
"8","2010","no migration background","Urban Area","886","0.0638454161198306","0.0595662880481072","0.068124544191554","8"
"8","2010","no migration background","Rural Area","526","0.0653158537395894","0.0596904794164584","0.0709412280627204","8"
"8","2010","direct migration background","Urban Area","154","0.0606660236081069","0.0508609839115805","0.0704710633046333","8"
"8","2010","direct migration background","Rural Area","49","0.0829467802961494","0.0611137061228324","0.104779854469466","8"
"8","2010","indirect migration background","Rural Area","14","","","","8"
"8","2010","indirect migration background","Urban Area","85","0.0940400976748117","0.075459702510065","0.112620492839559","8"
"9","2010","no migration background","Urban Area","174","0.0133517100954454","0.0113427733127776","0.0153606468781132","9"
"9","2010","no migration background","Rural Area","114","0.0111352619752099","0.00874619486663525","0.0135243290837846","9"
"9","2010","direct migration background","Urban Area","47","0.026883067387263","0.020239696472079","0.033526438302447","9"
"9","2010","direct migration background","Rural Area","9","","","","9"
"9","2010","indirect migration background","Urban Area","20","","","","9"
"9","2010","indirect migration background","Rural Area","9","","","","9"
"0 Not at all Willing to take risks","2011","direct migration background","Urban Area","120","0.0731844193553811","0.060210577743829","0.0861582609669332","0"
"0 Not at all Willing to take risks","2011","no migration background","Rural Area","308","0.0485796467381907","0.0434078331593089","0.0537514603170724","0"
"0 Not at all Willing to take risks","2011","indirect migration background","Urban Area","19","","","","0"
"0 Not at all Willing to take risks","2011","no migration background","Urban Area","538","0.0525874819635203","0.0484818086153975","0.0566931553116431","0"
"0 Not at all Willing to take risks","2011","direct migration background","Rural Area","35","0.0792133308476278","0.0547188465708579","0.103707815124398","0"
"0 Not at all Willing to take risks","2011","indirect migration background","Rural Area","2","","","","0"
"1","2011","no migration background","Urban Area","566","0.0505124014229417","0.0464841431991958","0.0545406596466875","1"
"1","2011","no migration background","Rural Area","293","0.0493783822119167","0.0441664142359949","0.0545903501878384","1"
"1","2011","indirect migration background","Urban Area","23","","","","1"
"1","2011","direct migration background","Rural Area","49","0.0961410852665308","0.0694052052368153","0.122876965296246","1"
"1","2011","direct migration background","Urban Area","112","0.0668169607773905","0.0543778484380081","0.079256073116773","1"
"1","2011","indirect migration background","Rural Area","6","","","","1"
"10 Very willing to take risks","2011","indirect migration background","Urban Area","16","","","","10"
"10 Very willing to take risks","2011","indirect migration background","Rural Area","","","","","10"
"10 Very willing to take risks","2011","no migration background","Urban Area","100","0.00956138898778405","0.00777141004987251","0.0113513679256956","10"
"10 Very willing to take risks","2011","no migration background","Rural Area","68","0.0105388051506156","0.00808226120484022","0.012995349096391","10"
"10 Very willing to take risks","2011","direct migration background","Urban Area","21","","","","10"
"10 Very willing to take risks","2011","direct migration background","Rural Area","7","","","","10"
"2","2011","indirect migration background","Urban Area","50","0.0824682886991933","0.0614503956850906","0.103486181713296","2"
"2","2011","no migration background","Urban Area","1190","0.106678293943858","0.101000029422679","0.112356558465036","2"
"2","2011","no migration background","Rural Area","730","0.113075656211678","0.105457369502295","0.12069394292106","2"
"2","2011","direct migration background","Urban Area","191","0.115988289451478","0.100036893559254","0.131939685343702","2"
"2","2011","direct migration background","Rural Area","49","0.103887783991983","0.0762149848479903","0.131560583135976","2"
"2","2011","indirect migration background","Rural Area","12","","","","2"
"3","2011","no migration background","Urban Area","1521","0.132583838209541","0.12634602027604","0.138821656143042","3"
"3","2011","no migration background","Rural Area","930","0.13771968903467","0.129429742711605","0.146009635357735","3"
"3","2011","direct migration background","Rural Area","48","0.104581662621232","0.0768273539678247","0.132335971274638","3"
"3","2011","direct migration background","Urban Area","197","0.124802480329447","0.108338787288262","0.141266173370631","3"
"3","2011","indirect migration background","Rural Area","17","","","","3"
"3","2011","indirect migration background","Urban Area","78","0.0968770172761831","0.0742764692151879","0.119477565337178","3"
"4","2011","no migration background","Urban Area","1241","0.107223938445353","0.101532909531304","0.112914967359402","4"
"4","2011","no migration background","Rural Area","712","0.103899071329301","0.0965587721142427","0.111239370544359","4"
"4","2011","indirect migration background","Urban Area","56","0.0694143824621279","0.0499948824332528","0.0888338824910031","4"
"4","2011","indirect migration background","Rural Area","11","","","","4"
"4","2011","direct migration background","Urban Area","137","0.0832045248198301","0.0694459859289039","0.0969630637107562","4"
"4","2011","direct migration background","Rural Area","44","0.0660954370307586","0.0435620415678651","0.0886288324936522","4"
"5","2011","no migration background","Urban Area","2551","0.224638286024587","0.216961707252447","0.232314864796727","5"
"5","2011","no migration background","Rural Area","1572","0.230860413383628","0.220723475535933","0.240997351231322","5"
"5","2011","direct migration background","Urban Area","308","0.216595888188725","0.196075733038776","0.237116043338674","5"
"5","2011","direct migration background","Rural Area","93","0.196116767242435","0.160105077586433","0.232128456898436","5"
"5","2011","indirect migration background","Rural Area","35","0.247833578586496","0.175535816855823","0.32013134031717","5"
"5","2011","indirect migration background","Urban Area","136","0.189815580346153","0.159852047577826","0.21977911311448","5"
"6","2011","no migration background","Urban Area","1321","0.116173108332473","0.110279109349786","0.122067107315159","6"
"6","2011","no migration background","Rural Area","771","0.111530989759207","0.103958330995723","0.119103648522691","6"
"6","2011","direct migration background","Urban Area","139","0.0826860240654891","0.0689665433751719","0.0964055047558063","6"
"6","2011","direct migration background","Rural Area","44","0.0890891490180734","0.0632522734409057","0.114926024595241","6"
"6","2011","indirect migration background","Urban Area","97","0.144540399435556","0.117672759357941","0.171408039513171","6"
"6","2011","indirect migration background","Rural Area","11","","","","6"
"7","2011","no migration background","Urban Area","1361","0.114633023598238","0.108773123940408","0.120492923256067","7"
"7","2011","no migration background","Rural Area","706","0.109673459658839","0.102156280541408","0.117190638776271","7"
"7","2011","direct migration background","Rural Area","60","0.148965641413165","0.11667280048816","0.18125848233817","7"
"7","2011","direct migration background","Urban Area","169","0.112156579445121","0.0964369182665245","0.127876240623717","7"
"7","2011","indirect migration background","Urban Area","84","0.164822269414543","0.136473608984243","0.193170929844842","7"
"7","2011","indirect migration background","Rural Area","17","","","","7"
"8","2011","direct migration background","Urban Area","121","0.0866022710972033","0.0725916555156459","0.100612886678761","8"
"8","2011","direct migration background","Rural Area","30","0.0938031567913166","0.0673602222292523","0.120246091353381","8"
"8","2011","no migration background","Urban Area","802","0.0712127939702883","0.0664822534059596","0.075943334534617","8"
"8","2011","no migration background","Rural Area","453","0.0700050200525456","0.0638669143744757","0.0761431257306154","8"
"8","2011","indirect migration background","Urban Area","77","0.120044260375814","0.0952108561123299","0.144877664639298","8"
"8","2011","indirect migration background","Rural Area","22","","","","8"
"9","2011","no migration background","Urban Area","163","0.0141954451014162","0.0120195218972214","0.016371368305611","9"
"9","2011","direct migration background","Urban Area","33","0.0208507620413124","0.0137329252773623","0.0279685988052625","9"
"9","2011","direct migration background","Rural Area","8","","","","9"
"9","2011","indirect migration background","Urban Area","22","","","","9"
"9","2011","no migration background","Rural Area","95","0.0147388664694095","0.0118399401003571","0.0176377928384619","9"
"9","2011","indirect migration background","Rural Area","4","","","","9"
"0 Not at all Willing to take risks","2012","direct migration background","Urban Area","157","0.0659973984685804","0.0557996563113206","0.0761951406258402","0"
"0 Not at all Willing to take risks","2012","direct migration background","Rural Area","47","0.0573661099330942","0.0409305635483993","0.0738016563177891","0"
"0 Not at all Willing to take risks","2012","indirect migration background","Urban Area","25","","","","0"
"0 Not at all Willing to take risks","2012","indirect migration background","Rural Area","12","","","","0"
"0 Not at all Willing to take risks","2012","no migration background","Urban Area","432","0.0368495561248059","0.0337716830187685","0.0399274292308434","0"
"0 Not at all Willing to take risks","2012","no migration background","Rural Area","309","0.0407038855823686","0.0366091305887137","0.0447986405760236","0"
"1","2012","no migration background","Urban Area","502","0.0369711526974818","0.0338884001892769","0.0400539052056867","1"
"1","2012","indirect migration background","Urban Area","35","0.0300365638547892","0.0196327966093193","0.0404403311002591","1"
"1","2012","no migration background","Rural Area","285","0.0323149004794735","0.0286505071627546","0.0359792937961924","1"
"1","2012","direct migration background","Urban Area","129","0.0607024236954101","0.050894632925991","0.0705102144648291","1"
"1","2012","direct migration background","Rural Area","59","0.0922596519063711","0.0718059629682229","0.112713340844519","1"
"1","2012","indirect migration background","Rural Area","7","","","","1"
"10 Very willing to take risks","2012","no migration background","Urban Area","186","0.010181286459038","0.00854120025881515","0.0118213726592609","10"
"10 Very willing to take risks","2012","direct migration background","Urban Area","35","0.0123510394005959","0.00781455277540552","0.0168875260257863","10"
"10 Very willing to take risks","2012","indirect migration background","Rural Area","9","","","","10"
"10 Very willing to take risks","2012","no migration background","Rural Area","138","0.0146832078033063","0.0121907256415512","0.0171756899650615","10"
"10 Very willing to take risks","2012","indirect migration background","Urban Area","36","0.0290693760319102","0.0188293802860621","0.0393093717777583","10"
"10 Very willing to take risks","2012","direct migration background","Rural Area","24","","","","10"
"2","2012","no migration background","Urban Area","1326","0.0915816348499074","0.0868693160415069","0.096293953658308","2"
"2","2012","no migration background","Rural Area","826","0.0898667703779824","0.0839404422084031","0.0957930985475618","2"
"2","2012","indirect migration background","Urban Area","84","0.0839317362837526","0.0670306412337215","0.100832831333784","2"
"2","2012","indirect migration background","Rural Area","18","","","","2"
"2","2012","direct migration background","Urban Area","248","0.11807856393795","0.104823950803218","0.131333177072681","2"
"2","2012","direct migration background","Rural Area","72","0.105547474331378","0.0838310913946585","0.127263857268098","2"
"3","2012","no migration background","Urban Area","1901","0.128503901762473","0.123036532629403","0.133971270895542","3"
"3","2012","no migration background","Rural Area","1122","0.119667717283954","0.112941893857433","0.126393540710474","3"
"3","2012","direct migration background","Rural Area","79","0.0808922326896257","0.0616204650596578","0.100164000319594","3"
"3","2012","direct migration background","Urban Area","256","0.109145758649927","0.0963379941445802","0.121953523155273","3"
"3","2012","indirect migration background","Urban Area","103","0.0878538611768221","0.070599437395517","0.105108284958127","3"
"3","2012","indirect migration background","Rural Area","29","","","","3"
"4","2012","no migration background","Urban Area","1518","0.10533027629371","0.100314992673483","0.110345559913937","4"
"4","2012","no migration background","Rural Area","974","0.113390979197037","0.106820622163167","0.119961336230908","4"
"4","2012","direct migration background","Urban Area","187","0.079733698818548","0.0686075646965097","0.0908598329405863","4"
"4","2012","direct migration background","Rural Area","52","0.047456772908076","0.0324296316424288","0.0624839141737233","4"
"4","2012","indirect migration background","Urban Area","78","0.0722050314588708","0.0564290074362709","0.0879810554814707","4"
"4","2012","indirect migration background","Rural Area","27","","","","4"
"5","2012","no migration background","Rural Area","2120","0.24198647641948","0.233111490576817","0.250861462262143","5"
"5","2012","no migration background","Urban Area","3293","0.23260832276838","0.225705786724625","0.239510858812135","5"
"5","2012","direct migration background","Urban Area","441","0.189463616456838","0.173367698701623","0.205559534212053","5"
"5","2012","direct migration background","Rural Area","161","0.195700347452699","0.16765959521926","0.223741099686139","5"
"5","2012","indirect migration background","Urban Area","208","0.191217439170611","0.167247470871917","0.215187407469305","5"
"5","2012","indirect migration background","Rural Area","49","0.184599383556499","0.136117310863102","0.233081456249897","5"
"6","2012","direct migration background","Urban Area","236","0.0928313875011898","0.0809118884257511","0.104750886576628","6"
"6","2012","direct migration background","Rural Area","84","0.104224422528664","0.0826286234286324","0.125820221628695","6"
"6","2012","no migration background","Urban Area","1789","0.120527161715037","0.115208024469639","0.125846298960435","6"
"6","2012","no migration background","Rural Area","1075","0.118371057665204","0.11167684773651","0.125065267593897","6"
"6","2012","indirect migration background","Urban Area","147","0.145393304667816","0.123907918147466","0.166878691188167","6"
"6","2012","indirect migration background","Rural Area","20","","","","6"
"7","2012","no migration background","Rural Area","1138","0.123255129797364","0.116443159234356","0.130067100360372","7"
"7","2012","no migration background","Urban Area","1926","0.133015675168583","0.127467571720532","0.138563778616633","7"
"7","2012","direct migration background","Rural Area","94","0.149930413059782","0.124698102043523","0.175162724076041","7"
"7","2012","direct migration background","Urban Area","307","0.136815232354465","0.122700076240132","0.150930388468798","7"
"7","2012","indirect migration background","Urban Area","148","0.136124473849761","0.115222778475578","0.157026169223944","7"
"7","2012","indirect migration background","Rural Area","28","","","","7"
"8","2012","no migration background","Urban Area","1215","0.0860159513745289","0.0814350987213444","0.0905968040277134","8"
"8","2012","direct migration background","Urban Area","215","0.104052131854581","0.0915110951989387","0.116593168510224","8"
"8","2012","direct migration background","Rural Area","73","0.0950415220659369","0.0743135917942543","0.11576945233762","8"
"8","2012","indirect migration background","Urban Area","135","0.158349859515668","0.136098197078484","0.180601521952852","8"
"8","2012","indirect migration background","Rural Area","33","0.118617463418011","0.0782122807588007","0.159022646077222","8"
"8","2012","no migration background","Rural Area","759","0.0837835229262624","0.0780421996439952","0.0895248462085297","8"
"9","2012","no migration background","Urban Area","304","0.018415080786056","0.0162185450730453","0.0206116164990668","9"
"9","2012","direct migration background","Rural Area","24","","","","9"
"9","2012","direct migration background","Urban Area","66","0.0308287488619153","0.0237289705673417","0.037928527156489","9"
"9","2012","no migration background","Rural Area","200","0.0219763524675672","0.0189383639512225","0.0250143409839119","9"
"9","2012","indirect migration background","Urban Area","35","0.0494190898279658","0.0362082709876149","0.0626299086683168","9"
"9","2012","indirect migration background","Rural Area","14","","","","9"
"0 Not at all Willing to take risks","2013","direct migration background","Urban Area","412","0.0986761602157992","0.0895353206706786","0.10781699976092","0"
"0 Not at all Willing to take risks","2013","no migration background","Rural Area","288","0.0532004057960921","0.0476238045470617","0.0587770070451225","0"
"0 Not at all Willing to take risks","2013","direct migration background","Rural Area","163","0.089198962876517","0.0736448625277413","0.104753063225293","0"
"0 Not at all Willing to take risks","2013","indirect migration background","Urban Area","83","0.052898320268858","0.0410931978244928","0.0647034427132233","0"
"0 Not at all Willing to take risks","2013","no migration background","Urban Area","502","0.0539192921556155","0.0496265386907446","0.0582120456204865","0"
"0 Not at all Willing to take risks","2013","indirect migration background","Rural Area","21","","","","0"
"1","2013","no migration background","Urban Area","641","0.0596289506141601","0.0551282723151221","0.0641296289131982","1"
"1","2013","no migration background","Rural Area","366","0.0535045846662589","0.0479129621691241","0.0590962071633937","1"
"1","2013","direct migration background","Urban Area","289","0.0745841625074996","0.066531651849002","0.0826366731659973","1"
"1","2013","direct migration background","Rural Area","119","0.0831439009478132","0.0680771703298771","0.0982106315657493","1"
"1","2013","indirect migration background","Urban Area","58","0.0494899342479923","0.0380509345031975","0.0609289339927871","1"
"1","2013","indirect migration background","Rural Area","7","","","","1"
"10 Very willing to take risks","2013","no migration background","Urban Area","118","0.0109169916360969","0.00894198926038585","0.0128919940118079","10"
"10 Very willing to take risks","2013","no migration background","Rural Area","72","0.0136030109178741","0.0107247743941683","0.0164812474415798","10"
"10 Very willing to take risks","2013","direct migration background","Urban Area","126","0.0240322411545137","0.0193381187742134","0.028726363534814","10"
"10 Very willing to take risks","2013","direct migration background","Rural Area","52","0.0350155698057444","0.0249845754061528","0.045046564205336","10"
"10 Very willing to take risks","2013","indirect migration background","Urban Area","72","0.0444105617966835","0.0335455536633224","0.0552755699300446","10"
"10 Very willing to take risks","2013","indirect migration background","Rural Area","11","","","","10"
"2","2013","no migration background","Rural Area","777","0.122216981927529","0.114078517822421","0.130355446032636","2"
"2","2013","no migration background","Urban Area","1277","0.117404879936333","0.111286680941449","0.123523078931218","2"
"2","2013","direct migration background","Urban Area","517","0.122734914574975","0.112677438211004","0.132792390938946","2"
"2","2013","direct migration background","Rural Area","169","0.125604005351302","0.10751939899466","0.143688611707943","2"
"2","2013","indirect migration background","Urban Area","85","0.049095541204135","0.0376998487624732","0.0604912336457967","2"
"2","2013","indirect migration background","Rural Area","39","0.141361835502296","0.099415276920828","0.183308394083763","2"
"3","2013","no migration background","Urban Area","1550","0.146170888191466","0.13945635716254","0.152885419220393","3"
"3","2013","no migration background","Rural Area","867","0.1381961067493","0.129621085248871","0.146771128249729","3"
"3","2013","direct migration background","Rural Area","140","0.0884182670515076","0.0729257478835194","0.103910786219496","3"
"3","2013","direct migration background","Urban Area","454","0.104513228086208","0.0951364259010867","0.11389003027133","3"
"3","2013","indirect migration background","Urban Area","155","0.121720983231086","0.104476498140113","0.138965468322059","3"
"3","2013","indirect migration background","Rural Area","28","","","","3"
"4","2013","direct migration background","Urban Area","262","0.0610867304862022","0.0537462292723337","0.0684272317000706","4"
"4","2013","direct migration background","Rural Area","70","0.059060305126793","0.0461961290981094","0.0719244811554766","4"
"4","2013","indirect migration background","Urban Area","98","0.0587196865571243","0.0463202313544857","0.071119141759763","4"
"4","2013","no migration background","Rural Area","612","0.0940377608531837","0.0867852351664814","0.101290286539886","4"
"4","2013","no migration background","Urban Area","1008","0.0985361252904547","0.0928714937379246","0.104200756842985","4"
"4","2013","indirect migration background","Rural Area","19","","","","4"
"5","2013","no migration background","Rural Area","1226","0.19759614201953","0.18770221227545","0.20749007176361","5"
"5","2013","direct migration background","Urban Area","772","0.184051874561649","0.172173939877742","0.195929809245557","5"
"5","2013","no migration background","Urban Area","2057","0.192506409010165","0.18501278495293","0.200000033067401","5"
"5","2013","direct migration background","Rural Area","211","0.186403516888158","0.165152250359129","0.207654783417187","5"
"5","2013","indirect migration background","Urban Area","268","0.193603346099636","0.17276409825748","0.214442593941792","5"
"5","2013","indirect migration background","Rural Area","51","0.265354623249695","0.212195555229171","0.318513691270219","5"
"6","2013","direct migration background","Urban Area","337","0.0900127782217391","0.0812405632520086","0.0987849931914696","6"
"6","2013","direct migration background","Rural Area","83","0.0901079833453279","0.0744826317585139","0.105733334932142","6"
"6","2013","indirect migration background","Urban Area","134","0.0956523240260451","0.0801403621627388","0.111164285889351","6"
"6","2013","indirect migration background","Rural Area","26","","","","6"
"6","2013","no migration background","Rural Area","654","0.105265144516538","0.097639570142294","0.112890718890782","6"
"6","2013","no migration background","Urban Area","1137","0.107040796628011","0.101164682284049","0.112916910971974","6"
"7","2013","no migration background","Urban Area","1235","0.110612838013011","0.104651442192258","0.116574233833764","7"
"7","2013","no migration background","Rural Area","755","0.124175804344732","0.115981538529695","0.13237007015977","7"
"7","2013","direct migration background","Urban Area","411","0.116917733022553","0.107069001228302","0.126766464816804","7"
"7","2013","direct migration background","Rural Area","122","0.118765219017649","0.101111196030822","0.136419242004476","7"
"7","2013","indirect migration background","Urban Area","187","0.142637881172658","0.124194062804633","0.161081699540684","7"
"7","2013","indirect migration background","Rural Area","33","0.10810765545355","0.0707216042378394","0.14549370666926","7"
"8","2013","indirect migration background","Urban Area","178","0.141135817576516","0.122773304452229","0.159498330700803","8"
"8","2013","no migration background","Rural Area","462","0.0708784201421982","0.0645020080667936","0.0772548322176028","8"
"8","2013","direct migration background","Urban Area","371","0.0904807410932946","0.0816880146833097","0.0992734675032794","8"
"8","2013","direct migration background","Rural Area","126","0.100001778416568","0.0836306760821318","0.116372880751005","8"
"8","2013","indirect migration background","Rural Area","18","","","","8"
"8","2013","no migration background","Urban Area","871","0.0795744185165556","0.0744306568192534","0.0847181802138578","8"
"9","2013","no migration background","Urban Area","238","0.0236884100081297","0.0207979834354774","0.0265788365807819","9"
"9","2013","direct migration background","Urban Area","138","0.0329094360755659","0.0274413753513446","0.0383774967997873","9"
"9","2013","direct migration background","Rural Area","35","0.0242804911726201","0.015881164662921","0.0326798176823192","9"
"9","2013","no migration background","Rural Area","143","0.0273256380667644","0.0232747338181226","0.0313765423154063","9"
"9","2013","indirect migration background","Urban Area","63","0.0506356038192657","0.0390719330437606","0.0621992745947709","9"
"9","2013","indirect migration background","Rural Area","12","","","","9"
"0 Not at all Willing to take risks","2014","direct migration background","Urban Area","377","0.103701146602603","0.0940331918507215","0.113369101354485","0"
"0 Not at all Willing to take risks","2014","direct migration background","Rural Area","145","0.0816564688549358","0.0665720313021036","0.0967409064077681","0"
"0 Not at all Willing to take risks","2014","indirect migration background","Urban Area","74","0.0405749629527996","0.0304508953878834","0.0506990305177159","0"
"0 Not at all Willing to take risks","2014","indirect migration background","Rural Area","25","","","","0"
"0 Not at all Willing to take risks","2014","no migration background","Urban Area","604","0.0540423336669394","0.0500764559091511","0.0580082114247278","0"
"0 Not at all Willing to take risks","2014","no migration background","Rural Area","300","0.0438931387079423","0.0393091310964659","0.0484771463194186","0"
"1","2014","no migration background","Rural Area","319","0.0476494580084533","0.0428827209830759","0.0524161950338308","1"
"1","2014","no migration background","Urban Area","511","0.0431347209707274","0.0395712328101168","0.0466982091313381","1"
"1","2014","indirect migration background","Urban Area","60","0.0303200179279064","0.0215217053512348","0.0391183305045781","1"
