"ple0081_h","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"No","2014","Not Working","secondary school degree","1550","0.784910085617673","0.76713655959268","0.802683611642666"
"No","2014","Not Working","college entrance qualification","1475","0.858534704371462","0.842088812721549","0.874980596021376"
"No","2014","Not Working","Other degree","786","0.730772525176401","0.704306534022095","0.757238516330707"
"No","2014","Not Working","no degree/no degree yet","485","0.739767678664353","0.706268537119153","0.773266820209553"
"Yes","2015","Full Time","lower secondary degree","","","",""
"Yes","2015","Full Time","secondary school degree","","","",""
"Yes","2015","Full Time","college entrance qualification","","","",""
"Yes","2015","Full Time","Other degree","","","",""
"Yes","2015","Full Time","no degree/no degree yet","","","",""
"Yes","2015","Part Time","lower secondary degree","","","",""
"Yes","2015","Part Time","secondary school degree","","","",""
"Yes","2015","Part Time","college entrance qualification","","","",""
"Yes","2015","Part Time","Other degree","","","",""
"Yes","2015","Part Time","no degree/no degree yet","","","",""
"Yes","2015","Not Working","lower secondary degree","","","",""
"Yes","2015","Not Working","secondary school degree","","","",""
"Yes","2015","Not Working","college entrance qualification","","","",""
"Yes","2015","Not Working","Other degree","","","",""
"Yes","2015","Not Working","no degree/no degree yet","","","",""
"No","2015","Full Time","lower secondary degree","","","",""
"No","2015","Full Time","secondary school degree","","","",""
"No","2015","Full Time","college entrance qualification","","","",""
"No","2015","Full Time","Other degree","","","",""
"No","2015","Full Time","no degree/no degree yet","","","",""
"No","2015","Part Time","lower secondary degree","","","",""
"No","2015","Part Time","secondary school degree","","","",""
"No","2015","Part Time","college entrance qualification","","","",""
"No","2015","Part Time","Other degree","","","",""
"No","2015","Part Time","no degree/no degree yet","","","",""
"No","2015","Not Working","lower secondary degree","","","",""
"No","2015","Not Working","secondary school degree","","","",""
"No","2015","Not Working","college entrance qualification","","","",""
"No","2015","Not Working","Other degree","","","",""
"No","2015","Not Working","no degree/no degree yet","","","",""
"Yes","2016","Full Time","lower secondary degree","699","0.402486598763724","0.378397192457725","0.426576005069723"
"Yes","2016","Full Time","secondary school degree","903","0.329071755577548","0.311695525317086","0.346447985838009"
"Yes","2016","Full Time","college entrance qualification","607","0.220112733399783","0.205515980282938","0.234709486516627"
"Yes","2016","Full Time","Other degree","422","0.299220019101536","0.273985850824594","0.324454187378478"
"Yes","2016","Full Time","no degree/no degree yet","56","0.439143471939689","0.344666870209406","0.533620073669972"
"Yes","2016","Part Time","lower secondary degree","523","0.375926880780625","0.349235425256582","0.402618336304668"
"Yes","2016","Part Time","secondary school degree","580","0.293930360787709","0.273939907886331","0.313920813689087"
"Yes","2016","Part Time","college entrance qualification","320","0.163856542562006","0.148217892963972","0.179495192160041"
"Yes","2016","Part Time","Other degree","276","0.233151834049028","0.207612591357831","0.258691076740224"
"Yes","2016","Part Time","no degree/no degree yet","72","0.355653557712582","0.290122910590902","0.421184204834262"
"Yes","2016","Not Working","lower secondary degree","607","0.186567081438441","0.172613021833441","0.200521141043441"
"Yes","2016","Not Working","secondary school degree","411","0.210666387883614","0.191952518375877","0.229380257391352"
"Yes","2016","Not Working","college entrance qualification","195","0.125124676967181","0.108664033791384","0.141585320142979"
"Yes","2016","Not Working","Other degree","250","0.268306549616872","0.239860605285785","0.296752493947958"
"Yes","2016","Not Working","no degree/no degree yet","139","0.309407196315504","0.269091085391037","0.349723307239971"
"No","2016","Full Time","lower secondary degree","893","0.597513401236276","0.573423994930276","0.621602807542275"
"No","2016","Full Time","secondary school degree","1906","0.670928244422452","0.653552014161991","0.688304474682914"
"No","2016","Full Time","college entrance qualification","2488","0.779887266600217","0.765290513483373","0.794484019717062"
"No","2016","Full Time","Other degree","843","0.700779980898464","0.675545812621522","0.726014149175406"
"No","2016","Full Time","no degree/no degree yet","50","0.560856528060311","0.466379926330028","0.655333129790594"
"No","2016","Part Time","lower secondary degree","742","0.624073119219375","0.597381663695332","0.650764574743419"
"No","2016","Part Time","secondary school degree","1415","0.706069639212291","0.686079186310913","0.726060092113669"
"No","2016","Part Time","college entrance qualification","1832","0.836143457437994","0.820504807839959","0.851782107036028"
"No","2016","Part Time","Other degree","777","0.766848165950972","0.741308923259776","0.792387408642169"
"No","2016","Part Time","no degree/no degree yet","133","0.644346442287418","0.578815795165738","0.709877089409098"
"No","2016","Not Working","lower secondary degree","2387","0.813432918561559","0.799478858956559","0.827386978166559"
"No","2016","Not Working","secondary school degree","1413","0.789333612116385","0.770619742608648","0.808047481624123"
"No","2016","Not Working","college entrance qualification","1357","0.874875323032819","0.858414679857021","0.891335966208616"
"No","2016","Not Working","Other degree","682","0.731693450383128","0.703247506052041","0.760139394714215"
"No","2016","Not Working","no degree/no degree yet","366","0.690592803684496","0.650276692760029","0.730908914608963"
"Yes","2017","Full Time","lower secondary degree","","","",""
"Yes","2017","Full Time","secondary school degree","","","",""
"Yes","2017","Full Time","college entrance qualification","","","",""
"Yes","2017","Full Time","Other degree","","","",""
"Yes","2017","Full Time","no degree/no degree yet","","","",""
"Yes","2017","Part Time","lower secondary degree","","","",""
"Yes","2017","Part Time","secondary school degree","","","",""
"Yes","2017","Part Time","college entrance qualification","","","",""
"Yes","2017","Part Time","Other degree","","","",""
"Yes","2017","Part Time","no degree/no degree yet","","","",""
"Yes","2017","Not Working","lower secondary degree","","","",""
"Yes","2017","Not Working","secondary school degree","","","",""
"Yes","2017","Not Working","college entrance qualification","","","",""
"Yes","2017","Not Working","Other degree","","","",""
"Yes","2017","Not Working","no degree/no degree yet","","","",""
"No","2017","Full Time","lower secondary degree","","","",""
"No","2017","Full Time","secondary school degree","","","",""
"No","2017","Full Time","college entrance qualification","","","",""
"No","2017","Full Time","Other degree","","","",""
"No","2017","Full Time","no degree/no degree yet","","","",""
"No","2017","Part Time","lower secondary degree","","","",""
"No","2017","Part Time","secondary school degree","","","",""
"No","2017","Part Time","college entrance qualification","","","",""
"No","2017","Part Time","Other degree","","","",""
"No","2017","Part Time","no degree/no degree yet","","","",""
"No","2017","Not Working","lower secondary degree","","","",""
"No","2017","Not Working","secondary school degree","","","",""
"No","2017","Not Working","college entrance qualification","","","",""
"No","2017","Not Working","Other degree","","","",""
"No","2017","Not Working","no degree/no degree yet","","","",""
"Yes","2018","Full Time","lower secondary degree","660","0.389035561303941","0.36493515094926","0.413135971658622"
"Yes","2018","Full Time","secondary school degree","987","0.31791678527442","0.301595304393403","0.334238266155438"
"Yes","2018","Full Time","college entrance qualification","646","0.202873853701195","0.189568299340423","0.216179408061967"
"Yes","2018","Full Time","Other degree","348","0.320538987610683","0.293304686013933","0.347773289207433"
"Yes","2018","Full Time","no degree/no degree yet","61","0.530301449112227","0.435737147550514","0.624865750673941"
"Yes","2018","Part Time","lower secondary degree","545","0.397367489548546","0.370745948646333","0.423989030450759"
"Yes","2018","Part Time","secondary school degree","614","0.297950819808344","0.278787069977354","0.317114569639334"
"Yes","2018","Part Time","college entrance qualification","403","0.160252812543377","0.145777077498154","0.174728547588599"
"Yes","2018","Part Time","Other degree","266","0.261914867973517","0.233955999367267","0.289873736579766"
"Yes","2018","Part Time","no degree/no degree yet","79","0.412282054992994","0.346176191718506","0.478387918267483"
"Yes","2018","Not Working","lower secondary degree","616","0.18881372866088","0.174440472062865","0.203186985258896"
"Yes","2018","Not Working","secondary school degree","391","0.172881412749291","0.156006558949337","0.189756266549245"
"Yes","2018","Not Working","college entrance qualification","208","0.136409267224231","0.120016473575753","0.152802060872709"
"Yes","2018","Not Working","Other degree","208","0.22671578454399","0.198567684899783","0.254863884188196"
"Yes","2018","Not Working","no degree/no degree yet","150","0.281732936202694","0.244341471122296","0.319124401283093"
"No","2018","Full Time","lower secondary degree","912","0.610964438696059","0.586864028341378","0.63506484905074"
"No","2018","Full Time","secondary school degree","2140","0.68208321472558","0.665761733844562","0.698404695606597"
"No","2018","Full Time","college entrance qualification","2863","0.797126146298805","0.783820591938033","0.810431700659577"
"No","2018","Full Time","Other degree","780","0.679461012389317","0.652226710792567","0.706695313986067"
"No","2018","Full Time","no degree/no degree yet","46","0.469698550887773","0.375134249326059","0.564262852449486"
"No","2018","Part Time","lower secondary degree","753","0.602632510451454","0.576010969549241","0.629254051353667"
"No","2018","Part Time","secondary school degree","1574","0.702049180191656","0.682885430360666","0.721212930022646"
"No","2018","Part Time","college entrance qualification","2064","0.839747187456623","0.825271452411401","0.854222922501846"
"No","2018","Part Time","Other degree","684","0.738085132026483","0.710126263420234","0.766044000632733"
"No","2018","Part Time","no degree/no degree yet","134","0.587717945007006","0.521612081732517","0.653823808281494"
"No","2018","Not Working","lower secondary degree","2232","0.81118627133912","0.796813014741104","0.825559527937135"
"No","2018","Not Working","secondary school degree","1538","0.827118587250709","0.810243733450755","0.843993441050664"
"No","2018","Not Working","college entrance qualification","1476","0.863590732775769","0.847197939127291","0.879983526424247"
"No","2018","Not Working","Other degree","642","0.77328421545601","0.745136115811804","0.801432315100217"
"No","2018","Not Working","no degree/no degree yet","406","0.718267063797306","0.680875598716907","0.755658528877704"
