"ple0081_h","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","2007","secondary school degree","(Married) couple without C. ","","","",""
"No","2007","secondary school degree","Single parent ","","","",""
"No","2007","secondary school degree","Couple + C. LE 16 ","","","",""
"No","2007","secondary school degree","Couple + C. GT 16 ","","","",""
"No","2007","secondary school degree","Couple + C. LE and GT 16","","","",""
"No","2007","college entrance qualification","1-pers.-HH","","","",""
"No","2007","college entrance qualification","(Married) couple without C. ","","","",""
"No","2007","college entrance qualification","Single parent ","","","",""
"No","2007","college entrance qualification","Couple + C. LE 16 ","","","",""
"No","2007","college entrance qualification","Couple + C. GT 16 ","","","",""
"No","2007","college entrance qualification","Couple + C. LE and GT 16","","","",""
"No","2007","Other degree","1-pers.-HH","","","",""
"No","2007","Other degree","(Married) couple without C. ","","","",""
"No","2007","Other degree","Single parent ","","","",""
"No","2007","Other degree","Couple + C. LE 16 ","","","",""
"No","2007","Other degree","Couple + C. GT 16 ","","","",""
"No","2007","Other degree","Couple + C. LE and GT 16","","","",""
"No","2007","no degree/no degree yet","1-pers.-HH","","","",""
"No","2007","no degree/no degree yet","(Married) couple without C. ","","","",""
"No","2007","no degree/no degree yet","Single parent ","","","",""
"No","2007","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"No","2007","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"No","2007","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2008","lower secondary degree","1-pers.-HH","338","0.295376528261054","0.270045337023108","0.320707719499001"
"Yes","2008","lower secondary degree","(Married) couple without C. ","577","0.205215573462415","0.19042994359721","0.22000120332762"
"Yes","2008","lower secondary degree","Single parent ","163","0.524132782678024","0.469068738453726","0.579196826902323"
"Yes","2008","lower secondary degree","Couple + C. LE 16 ","321","0.47078015990615","0.434346097882585","0.507214221929715"
"Yes","2008","lower secondary degree","Couple + C. GT 16 ","309","0.345593482062671","0.314863609657333","0.376323354468009"
"Yes","2008","lower secondary degree","Couple + C. LE and GT 16","121","0.489596746711543","0.429635805835694","0.549557687587392"
"Yes","2008","secondary school degree","1-pers.-HH","296","0.374826435768941","0.341134426874774","0.408518444663107"
"Yes","2008","secondary school degree","(Married) couple without C. ","513","0.2610863143047","0.241490724245163","0.280681904364236"
"Yes","2008","secondary school degree","Single parent ","163","0.46691074502974","0.414939471550376","0.518882018509105"
"Yes","2008","secondary school degree","Couple + C. LE 16 ","331","0.29130315530332","0.264996924498964","0.317609386107676"
"Yes","2008","secondary school degree","Couple + C. GT 16 ","296","0.300898353504567","0.273063688109814","0.328733018899321"
"Yes","2008","secondary school degree","Couple + C. LE and GT 16","92","0.220432196004627","0.179551902604853","0.261312489404402"
"Yes","2008","college entrance qualification","1-pers.-HH","208","0.24880555941283","0.21926937464922","0.27834174417644"
"Yes","2008","college entrance qualification","(Married) couple without C. ","342","0.191255344631681","0.173081575307637","0.209429113955724"
"Yes","2008","college entrance qualification","Single parent ","78","0.318846165048496","0.258618312986827","0.379074017110166"
"Yes","2008","college entrance qualification","Couple + C. LE 16 ","182","0.166787671206463","0.14474779956193","0.188827542850995"
"Yes","2008","college entrance qualification","Couple + C. GT 16 ","169","0.19489463507005","0.168106976772019","0.221682293368081"
"Yes","2008","college entrance qualification","Couple + C. LE and GT 16","48","0.100888043994401","0.0655475409709923","0.13622854701781"
"Yes","2008","Other degree","1-pers.-HH","31","0.450281573469583","0.34861775627494","0.551945390664225"
"Yes","2008","Other degree","(Married) couple without C. ","71","0.237373142123118","0.192346157054072","0.282400127192164"
"Yes","2008","Other degree","Single parent ","21","","",""
"Yes","2008","Other degree","Couple + C. LE 16 ","58","0.313032528371767","0.246920571809137","0.379144484934398"
"Yes","2008","Other degree","Couple + C. GT 16 ","51","0.332171428883812","0.262189307728736","0.402153550038887"
"Yes","2008","Other degree","Couple + C. LE and GT 16","14","","",""
"Yes","2008","no degree/no degree yet","1-pers.-HH","10","","",""
"Yes","2008","no degree/no degree yet","(Married) couple without C. ","28","","",""
"Yes","2008","no degree/no degree yet","Single parent ","19","","",""
"Yes","2008","no degree/no degree yet","Couple + C. LE 16 ","17","","",""
"Yes","2008","no degree/no degree yet","Couple + C. GT 16 ","29","","",""
"Yes","2008","no degree/no degree yet","Couple + C. LE and GT 16","25","","",""
"No","2008","lower secondary degree","1-pers.-HH","908","0.704623471738946","0.679292280500999","0.729954662976892"
"No","2008","lower secondary degree","(Married) couple without C. ","2289","0.794784426537585","0.779998796672379","0.80957005640279"
"No","2008","lower secondary degree","Single parent ","153","0.475867217321976","0.420803173097677","0.530931261546274"
"No","2008","lower secondary degree","Couple + C. LE 16 ","400","0.52921984009385","0.492785778070285","0.565653902117415"
"No","2008","lower secondary degree","Couple + C. GT 16 ","611","0.654406517937329","0.623676645531991","0.685136390342667"
"No","2008","lower secondary degree","Couple + C. LE and GT 16","146","0.510403253288457","0.450442312412608","0.570364194164306"
"No","2008","secondary school degree","1-pers.-HH","497","0.625173564231059","0.591481555336893","0.658865573125226"
"No","2008","secondary school degree","(Married) couple without C. ","1417","0.7389136856953","0.719318095635764","0.758509275754837"
"No","2008","secondary school degree","Single parent ","191","0.53308925497026","0.481117981490895","0.585060528449624"
"No","2008","secondary school degree","Couple + C. LE 16 ","815","0.70869684469668","0.682390613892324","0.735003075501036"
"No","2008","secondary school degree","Couple + C. GT 16 ","747","0.699101646495433","0.67126698110068","0.726936311890186"
"No","2008","secondary school degree","Couple + C. LE and GT 16","303","0.779567803995373","0.738687510595598","0.820448097395147"
"No","2008","college entrance qualification","1-pers.-HH","615","0.75119444058717","0.72165825582356","0.78073062535078"
"No","2008","college entrance qualification","(Married) couple without C. ","1457","0.808744655368319","0.790570886044276","0.826918424692363"
"No","2008","college entrance qualification","Single parent ","152","0.681153834951504","0.620925982889834","0.741381687013173"
"No","2008","college entrance qualification","Couple + C. LE 16 ","917","0.833212328793537","0.811172457149005","0.85525220043807"
"No","2008","college entrance qualification","Couple + C. GT 16 ","671","0.80510536492995","0.778317706631919","0.831893023227981"
"No","2008","college entrance qualification","Couple + C. LE and GT 16","231","0.899111956005599","0.86377145298219","0.934452459029008"
"No","2008","Other degree","1-pers.-HH","61","0.549718426530417","0.448054609335775","0.651382243725059"
"No","2008","Other degree","(Married) couple without C. ","272","0.762626857876882","0.717599872807836","0.807653842945928"
"No","2008","Other degree","Single parent ","33","0.560118896815523","0.427727740217614","0.692510053413433"
"No","2008","Other degree","Couple + C. LE 16 ","131","0.686967471628233","0.620855515065603","0.753079428190863"
"No","2008","Other degree","Couple + C. GT 16 ","123","0.667828571116188","0.597846449961113","0.737810692271264"
"No","2008","Other degree","Couple + C. LE and GT 16","49","0.766489046336773","0.662020771849555","0.870957320823991"
"No","2008","no degree/no degree yet","1-pers.-HH","23","","",""
"No","2008","no degree/no degree yet","(Married) couple without C. ","52","0.66281829133831","0.559224830183882","0.766411752492739"
"No","2008","no degree/no degree yet","Single parent ","50","0.641669010298297","0.528527684673528","0.754810335923067"
"No","2008","no degree/no degree yet","Couple + C. LE 16 ","11","","",""
"No","2008","no degree/no degree yet","Couple + C. GT 16 ","157","0.829600833370936","0.775567726248039","0.883633940493833"
"No","2008","no degree/no degree yet","Couple + C. LE and GT 16","119","0.802238791458237","0.737182511224878","0.867295071691596"
"Yes","2009","lower secondary degree","1-pers.-HH","","","",""
"Yes","2009","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2009","lower secondary degree","Single parent ","","","",""
"Yes","2009","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2009","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2009","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2009","secondary school degree","1-pers.-HH","","","",""
"Yes","2009","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2009","secondary school degree","Single parent ","","","",""
"Yes","2009","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2009","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2009","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2009","college entrance qualification","1-pers.-HH","","","",""
"Yes","2009","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2009","college entrance qualification","Single parent ","","","",""
"Yes","2009","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2009","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2009","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2009","Other degree","1-pers.-HH","","","",""
"Yes","2009","Other degree","(Married) couple without C. ","","","",""
"Yes","2009","Other degree","Single parent ","","","",""
"Yes","2009","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2009","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2009","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2009","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2009","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2009","no degree/no degree yet","Single parent ","","","",""
"Yes","2009","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2009","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2009","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","2009","lower secondary degree","1-pers.-HH","","","",""
"No","2009","lower secondary degree","(Married) couple without C. ","","","",""
"No","2009","lower secondary degree","Single parent ","","","",""
"No","2009","lower secondary degree","Couple + C. LE 16 ","","","",""
"No","2009","lower secondary degree","Couple + C. GT 16 ","","","",""
"No","2009","lower secondary degree","Couple + C. LE and GT 16","","","",""
"No","2009","secondary school degree","1-pers.-HH","","","",""
"No","2009","secondary school degree","(Married) couple without C. ","","","",""
"No","2009","secondary school degree","Single parent ","","","",""
"No","2009","secondary school degree","Couple + C. LE 16 ","","","",""
"No","2009","secondary school degree","Couple + C. GT 16 ","","","",""
"No","2009","secondary school degree","Couple + C. LE and GT 16","","","",""
"No","2009","college entrance qualification","1-pers.-HH","","","",""
"No","2009","college entrance qualification","(Married) couple without C. ","","","",""
"No","2009","college entrance qualification","Single parent ","","","",""
"No","2009","college entrance qualification","Couple + C. LE 16 ","","","",""
"No","2009","college entrance qualification","Couple + C. GT 16 ","","","",""
"No","2009","college entrance qualification","Couple + C. LE and GT 16","","","",""
"No","2009","Other degree","1-pers.-HH","","","",""
"No","2009","Other degree","(Married) couple without C. ","","","",""
"No","2009","Other degree","Single parent ","","","",""
"No","2009","Other degree","Couple + C. LE 16 ","","","",""
"No","2009","Other degree","Couple + C. GT 16 ","","","",""
"No","2009","Other degree","Couple + C. LE and GT 16","","","",""
"No","2009","no degree/no degree yet","1-pers.-HH","","","",""
"No","2009","no degree/no degree yet","(Married) couple without C. ","","","",""
"No","2009","no degree/no degree yet","Single parent ","","","",""
"No","2009","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"No","2009","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"No","2009","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2010","lower secondary degree","1-pers.-HH","270","0.269839625915321","0.243703560774577","0.295975691056065"
"Yes","2010","lower secondary degree","(Married) couple without C. ","499","0.217423680771975","0.200920819723465","0.233926541820486"
"Yes","2010","lower secondary degree","Single parent ","118","0.448481939751024","0.387198916908033","0.509764962594016"
"Yes","2010","lower secondary degree","Couple + C. LE 16 ","245","0.440180923140416","0.397596350341325","0.482765495939506"
"Yes","2010","lower secondary degree","Couple + C. GT 16 ","243","0.330292963291711","0.296291585693852","0.364294340889571"
"Yes","2010","lower secondary degree","Couple + C. LE and GT 16","100","0.432134062484112","0.369066495410361","0.495201629557864"
"Yes","2010","secondary school degree","1-pers.-HH","249","0.359288398155167","0.324267010552973","0.39430978575736"
"Yes","2010","secondary school degree","(Married) couple without C. ","482","0.28585696923944","0.264943554997226","0.306770383481655"
"Yes","2010","secondary school degree","Single parent ","143","0.488728225990257","0.432902760593277","0.544553691387237"
"Yes","2010","secondary school degree","Couple + C. LE 16 ","276","0.25030010731122","0.222504157976826","0.278096056645614"
"Yes","2010","secondary school degree","Couple + C. GT 16 ","231","0.297200681003878","0.267191799742792","0.327209562264963"
"Yes","2010","secondary school degree","Couple + C. LE and GT 16","80","0.234841974232155","0.188613425451081","0.281070523013229"
"Yes","2010","college entrance qualification","1-pers.-HH","191","0.258995741555945","0.227580207014204","0.290411276097687"
"Yes","2010","college entrance qualification","(Married) couple without C. ","315","0.184537394870967","0.166273515608918","0.202801274133016"
"Yes","2010","college entrance qualification","Single parent ","55","0.242608327384772","0.181975113130831","0.303241541638713"
"Yes","2010","college entrance qualification","Couple + C. LE 16 ","154","0.198861305987663","0.173069415564161","0.224653196411165"
"Yes","2010","college entrance qualification","Couple + C. GT 16 ","137","0.184675275313658","0.157231922762507","0.212118627864809"
"Yes","2010","college entrance qualification","Couple + C. LE and GT 16","45","0.122052474019933","0.0821090021163057","0.16199594592356"
"Yes","2010","Other degree","1-pers.-HH","22","","",""
"Yes","2010","Other degree","(Married) couple without C. ","49","0.220953038876789","0.172006120057876","0.269899957695702"
"Yes","2010","Other degree","Single parent ","19","","",""
"Yes","2010","Other degree","Couple + C. LE 16 ","40","0.312513912741761","0.227797841697045","0.397229983786477"
"Yes","2010","Other degree","Couple + C. GT 16 ","31","0.274529871967032","0.198684891885742","0.350374852048322"
"Yes","2010","Other degree","Couple + C. LE and GT 16","10","","",""
"Yes","2010","no degree/no degree yet","1-pers.-HH","8","","",""
"Yes","2010","no degree/no degree yet","(Married) couple without C. ","21","","",""
"Yes","2010","no degree/no degree yet","Single parent ","11","","",""
"Yes","2010","no degree/no degree yet","Couple + C. LE 16 ","18","","",""
"Yes","2010","no degree/no degree yet","Couple + C. GT 16 ","18","","",""
"Yes","2010","no degree/no degree yet","Couple + C. LE and GT 16","12","","",""
"No","2010","lower secondary degree","1-pers.-HH","838","0.730160374084679","0.704024308943935","0.756296439225423"
"No","2010","lower secondary degree","(Married) couple without C. ","1901","0.782576319228025","0.766073458179515","0.799079180276535"
"No","2010","lower secondary degree","Single parent ","135","0.551518060248976","0.490235037405984","0.612801083091967"
"No","2010","lower secondary degree","Couple + C. LE 16 ","277","0.559819076859584","0.517234504060494","0.602403649658675"
"No","2010","lower secondary degree","Couple + C. GT 16 ","492","0.669707036708288","0.635705659110429","0.703708414306148"
"No","2010","lower secondary degree","Couple + C. LE and GT 16","137","0.567865937515888","0.504798370442136","0.630933504589639"
"No","2010","secondary school degree","1-pers.-HH","472","0.640711601844833","0.60569021424264","0.675732989447027"
"No","2010","secondary school degree","(Married) couple without C. ","1311","0.71414303076056","0.693229616518345","0.735056445002774"
"No","2010","secondary school degree","Single parent ","165","0.511271774009743","0.455446308612763","0.567097239406723"
"No","2010","secondary school degree","Couple + C. LE 16 ","657","0.74969989268878","0.721903943354386","0.777495842023174"
"No","2010","secondary school degree","Couple + C. GT 16 ","660","0.702799318996122","0.672790437735037","0.732808200257208"
"No","2010","secondary school degree","Couple + C. LE and GT 16","243","0.765158025767845","0.718929476986771","0.811386574548919"
"No","2010","college entrance qualification","1-pers.-HH","556","0.741004258444055","0.709588723902313","0.772419792985796"
"No","2010","college entrance qualification","(Married) couple without C. ","1418","0.815462605129033","0.797198725866984","0.833726484391082"
"No","2010","college entrance qualification","Single parent ","137","0.757391672615228","0.696758458361287","0.818024886869169"
"No","2010","college entrance qualification","Couple + C. LE 16 ","766","0.801138694012337","0.775346803588835","0.826930584435839"
"No","2010","college entrance qualification","Couple + C. GT 16 ","631","0.815324724686342","0.787881372135191","0.842768077237493"
"No","2010","college entrance qualification","Couple + C. LE and GT 16","213","0.877947525980067","0.83800405407644","0.917890997883694"
"No","2010","Other degree","1-pers.-HH","59","0.676146591961931","0.57424047603702","0.778052707886843"
"No","2010","Other degree","(Married) couple without C. ","227","0.779046961123211","0.730100042304298","0.827993879942124"
"No","2010","Other degree","Single parent ","21","","",""
"No","2010","Other degree","Couple + C. LE 16 ","75","0.687486087258239","0.602770016213523","0.772202158302955"
"No","2010","Other degree","Couple + C. GT 16 ","102","0.725470128032968","0.649625147951678","0.801315108114258"
"No","2010","Other degree","Couple + C. LE and GT 16","44","0.901944802589777","0.822625935885083","0.981263669294471"
"No","2010","no degree/no degree yet","1-pers.-HH","16","","",""
"No","2010","no degree/no degree yet","(Married) couple without C. ","47","0.654398835835819","0.541366554762353","0.767431116909285"
"No","2010","no degree/no degree yet","Single parent ","39","0.735935093054765","0.613744382626757","0.858125803482773"
"No","2010","no degree/no degree yet","Couple + C. LE 16 ","7","","",""
"No","2010","no degree/no degree yet","Couple + C. GT 16 ","122","0.84704730943272","0.787423946574586","0.906670672290854"
"No","2010","no degree/no degree yet","Couple + C. LE and GT 16","96","0.893438277490024","0.835245497241774","0.951631057738274"
"Yes","2011","lower secondary degree","1-pers.-HH","","","",""
"Yes","2011","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2011","lower secondary degree","Single parent ","","","",""
"Yes","2011","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2011","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2011","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2011","secondary school degree","1-pers.-HH","","","",""
"Yes","2011","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2011","secondary school degree","Single parent ","","","",""
"Yes","2011","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2011","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2011","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2011","college entrance qualification","1-pers.-HH","","","",""
"Yes","2011","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2011","college entrance qualification","Single parent ","","","",""
"Yes","2011","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2011","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2011","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2011","Other degree","1-pers.-HH","","","",""
"Yes","2011","Other degree","(Married) couple without C. ","","","",""
"Yes","2011","Other degree","Single parent ","","","",""
"Yes","2011","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2011","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2011","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2011","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2011","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2011","no degree/no degree yet","Single parent ","","","",""
"Yes","2011","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2011","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2011","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","2011","lower secondary degree","1-pers.-HH","","","",""
"No","2011","lower secondary degree","(Married) couple without C. ","","","",""
"No","2011","lower secondary degree","Single parent ","","","",""
"No","2011","lower secondary degree","Couple + C. LE 16 ","","","",""
"No","2011","lower secondary degree","Couple + C. GT 16 ","","","",""
"No","2011","lower secondary degree","Couple + C. LE and GT 16","","","",""
"No","2011","secondary school degree","1-pers.-HH","","","",""
"No","2011","secondary school degree","(Married) couple without C. ","","","",""
"No","2011","secondary school degree","Single parent ","","","",""
"No","2011","secondary school degree","Couple + C. LE 16 ","","","",""
"No","2011","secondary school degree","Couple + C. GT 16 ","","","",""
"No","2011","secondary school degree","Couple + C. LE and GT 16","","","",""
"No","2011","college entrance qualification","1-pers.-HH","","","",""
"No","2011","college entrance qualification","(Married) couple without C. ","","","",""
"No","2011","college entrance qualification","Single parent ","","","",""
"No","2011","college entrance qualification","Couple + C. LE 16 ","","","",""
"No","2011","college entrance qualification","Couple + C. GT 16 ","","","",""
"No","2011","college entrance qualification","Couple + C. LE and GT 16","","","",""
"No","2011","Other degree","1-pers.-HH","","","",""
"No","2011","Other degree","(Married) couple without C. ","","","",""
"No","2011","Other degree","Single parent ","","","",""
"No","2011","Other degree","Couple + C. LE 16 ","","","",""
"No","2011","Other degree","Couple + C. GT 16 ","","","",""
"No","2011","Other degree","Couple + C. LE and GT 16","","","",""
"No","2011","no degree/no degree yet","1-pers.-HH","","","",""
"No","2011","no degree/no degree yet","(Married) couple without C. ","","","",""
"No","2011","no degree/no degree yet","Single parent ","","","",""
"No","2011","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"No","2011","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"No","2011","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2012","lower secondary degree","1-pers.-HH","366","0.276470894531905","0.252506153169697","0.300435635894113"
"Yes","2012","lower secondary degree","(Married) couple without C. ","618","0.20882059881088","0.194532913237191","0.22310828438457"
"Yes","2012","lower secondary degree","Single parent ","166","0.417052322200147","0.365247697806669","0.468856946593625"
"Yes","2012","lower secondary degree","Couple + C. LE 16 ","264","0.457475578093389","0.417173945068852","0.497777211117925"
"Yes","2012","lower secondary degree","Couple + C. GT 16 ","260","0.359141370732467","0.324760954653901","0.393521786811034"
"Yes","2012","lower secondary degree","Couple + C. LE and GT 16","98","0.372256739767232","0.311725807482896","0.432787672051568"
"Yes","2012","secondary school degree","1-pers.-HH","329","0.353807138461505","0.32359197635833","0.38402230056468"
"Yes","2012","secondary school degree","(Married) couple without C. ","571","0.269758265844862","0.251556197251602","0.287960334438123"
"Yes","2012","secondary school degree","Single parent ","168","0.446097179106157","0.394748607439225","0.497445750773088"
"Yes","2012","secondary school degree","Couple + C. LE 16 ","335","0.295130473670402","0.268078549161794","0.322182398179009"
"Yes","2012","secondary school degree","Couple + C. GT 16 ","252","0.272634830947775","0.244197452388226","0.301072209507324"
"Yes","2012","secondary school degree","Couple + C. LE and GT 16","83","0.288539340427956","0.238662788449339","0.338415892406573"
"Yes","2012","college entrance qualification","1-pers.-HH","272","0.254365716731791","0.227820880875726","0.280910552587855"
"Yes","2012","college entrance qualification","(Married) couple without C. ","340","0.168105779912801","0.152213371311572","0.18399818851403"
"Yes","2012","college entrance qualification","Single parent ","85","0.268352777495628","0.216636477228555","0.320069077762701"
"Yes","2012","college entrance qualification","Couple + C. LE 16 ","187","0.173661346098917","0.151110436415332","0.196212255782502"
"Yes","2012","college entrance qualification","Couple + C. GT 16 ","141","0.182134586908665","0.155604421844825","0.208664751972505"
"Yes","2012","college entrance qualification","Couple + C. LE and GT 16","34","0.158500629812502","0.115569918250559","0.201431341374444"
"Yes","2012","Other degree","1-pers.-HH","52","0.345243991802243","0.274190295005486","0.416297688599001"
"Yes","2012","Other degree","(Married) couple without C. ","79","0.205945811435728","0.1674541448743","0.244437477997156"
"Yes","2012","Other degree","Single parent ","24","","",""
"Yes","2012","Other degree","Couple + C. LE 16 ","59","0.296474605396332","0.234259397403672","0.358689813388991"
"Yes","2012","Other degree","Couple + C. GT 16 ","36","0.263453920141837","0.194328451982395","0.33257938830128"
"Yes","2012","Other degree","Couple + C. LE and GT 16","35","0.382383629956308","0.286168338833786","0.478598921078831"
"Yes","2012","no degree/no degree yet","1-pers.-HH","33","0.541401937291493","0.418359811184981","0.664444063398006"
"Yes","2012","no degree/no degree yet","(Married) couple without C. ","27","","",""
"Yes","2012","no degree/no degree yet","Single parent ","24","","",""
"Yes","2012","no degree/no degree yet","Couple + C. LE 16 ","21","","",""
"Yes","2012","no degree/no degree yet","Couple + C. GT 16 ","25","","",""
"Yes","2012","no degree/no degree yet","Couple + C. LE and GT 16","16","","",""
"No","2012","lower secondary degree","1-pers.-HH","972","0.723529105468095","0.699564364105887","0.747493846830303"
"No","2012","lower secondary degree","(Married) couple without C. ","2491","0.79117940118912","0.77689171561543","0.80546708676281"
"No","2012","lower secondary degree","Single parent ","182","0.582947677799853","0.531143053406375","0.634752302193331"
"No","2012","lower secondary degree","Couple + C. LE 16 ","323","0.542524421906611","0.502222788882075","0.582826054931148"
"No","2012","lower secondary degree","Couple + C. GT 16 ","488","0.640858629267533","0.606478213188966","0.675239045346099"
"No","2012","lower secondary degree","Couple + C. LE and GT 16","147","0.627743260232768","0.567212327948432","0.688274192517104"
"No","2012","secondary school degree","1-pers.-HH","633","0.646192861538495","0.61597769943532","0.67640802364167"
"No","2012","secondary school degree","(Married) couple without C. ","1713","0.730241734155137","0.712039665561877","0.748443802748398"
"No","2012","secondary school degree","Single parent ","192","0.553902820893843","0.502554249226912","0.605251392560775"
"No","2012","secondary school degree","Couple + C. LE 16 ","757","0.704869526329598","0.677817601820991","0.731921450838206"
"No","2012","secondary school degree","Couple + C. GT 16 ","690","0.727365169052225","0.698927790492676","0.755802547611774"
"No","2012","secondary school degree","Couple + C. LE and GT 16","234","0.711460659572044","0.661584107593427","0.761337211550661"
"No","2012","college entrance qualification","1-pers.-HH","762","0.745634283268209","0.719089447412145","0.772179119124274"
"No","2012","college entrance qualification","(Married) couple without C. ","1787","0.831894220087199","0.81600181148597","0.847786628688428"
"No","2012","college entrance qualification","Single parent ","197","0.731647222504372","0.679930922237299","0.783363522771445"
"No","2012","college entrance qualification","Couple + C. LE 16 ","897","0.826338653901083","0.803787744217498","0.848889563584668"
"No","2012","college entrance qualification","Couple + C. GT 16 ","672","0.817865413091335","0.791335248027495","0.844395578155175"
"No","2012","college entrance qualification","Couple + C. LE and GT 16","244","0.841499370187498","0.798568658625556","0.884430081749441"
"No","2012","Other degree","1-pers.-HH","120","0.654756008197757","0.583702311400999","0.725809704994514"
"No","2012","Other degree","(Married) couple without C. ","345","0.794054188564272","0.755562522002844","0.8325458551257"
"No","2012","Other degree","Single parent ","41","0.533643593811132","0.412367266553372","0.654919921068892"
"No","2012","Other degree","Couple + C. LE 16 ","148","0.703525394603668","0.641310186611009","0.765740602596328"
"No","2012","Other degree","Couple + C. GT 16 ","120","0.736546079858163","0.66742061169872","0.805671548017605"
"No","2012","Other degree","Couple + C. LE and GT 16","63","0.617616370043691","0.521401078921169","0.713831661166214"
"No","2012","no degree/no degree yet","1-pers.-HH","30","0.458598062708507","0.335555936601994","0.581640188815019"
"No","2012","no degree/no degree yet","(Married) couple without C. ","61","0.702729168556178","0.607234990703883","0.798223346408474"
"No","2012","no degree/no degree yet","Single parent ","59","0.66800980888964","0.566697295216679","0.769322322562602"
"No","2012","no degree/no degree yet","Couple + C. LE 16 ","23","","",""
"No","2012","no degree/no degree yet","Couple + C. GT 16 ","128","0.854646023349966","0.798797850049241","0.910494196650692"
"No","2012","no degree/no degree yet","Couple + C. LE and GT 16","85","0.823023089991305","0.748592456053597","0.897453723929013"
"Yes","2013","lower secondary degree","1-pers.-HH","","","",""
"Yes","2013","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2013","lower secondary degree","Single parent ","","","",""
"Yes","2013","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2013","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2013","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2013","secondary school degree","1-pers.-HH","","","",""
"Yes","2013","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2013","secondary school degree","Single parent ","","","",""
"Yes","2013","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2013","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2013","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2013","college entrance qualification","1-pers.-HH","","","",""
"Yes","2013","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2013","college entrance qualification","Single parent ","","","",""
"Yes","2013","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2013","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2013","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2013","Other degree","1-pers.-HH","","","",""
"Yes","2013","Other degree","(Married) couple without C. ","","","",""
"Yes","2013","Other degree","Single parent ","","","",""
"Yes","2013","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2013","Other degree","Couple + C. GT 16 ","","","",""
