"ple0081_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2006","Couple + C. LE and GT 16","in school","24","","",""
"Yes","2006","Couple + C. LE and GT 16","inadequately","12","","",""
"Yes","2006","Couple + C. LE and GT 16","general elemantary","99","0.468976620368629","0.403478614620403","0.534474626116856"
"Yes","2006","Couple + C. LE and GT 16","middle vocational","236","0.395784735567009","0.357009642171724","0.434559828962294"
"Yes","2006","Couple + C. LE and GT 16","vocational + Abi","18","","",""
"Yes","2006","Couple + C. LE and GT 16","higher vocational","22","","",""
"Yes","2006","Couple + C. LE and GT 16","higher education","50","0.185839594849946","0.138283559286095","0.233395630413798"
"No","2006","1-pers.-HH","in school","3","","",""
"No","2006","1-pers.-HH","inadequately","16","","",""
"No","2006","1-pers.-HH","general elemantary","372","0.773432851356364","0.736405971079583","0.810459731633146"
"No","2006","1-pers.-HH","middle vocational","1119","0.647818317757733","0.625271281975267","0.6703653535402"
"No","2006","1-pers.-HH","vocational + Abi","131","0.65928801810499","0.591718863728341","0.726857172481638"
"No","2006","1-pers.-HH","higher vocational","164","0.708551178808945","0.649565384572183","0.767536973045707"
"No","2006","1-pers.-HH","higher education","485","0.748953047863212","0.715618375916106","0.782287719810318"
"No","2006","(Married) couple without C. ","in school","3","","",""
"No","2006","(Married) couple without C. ","inadequately","45","0.65173348312803","0.540126864849646","0.763340101406414"
"No","2006","(Married) couple without C. ","general elemantary","598","0.761597930459707","0.731061717179606","0.792134143739809"
"No","2006","(Married) couple without C. ","middle vocational","3160","0.76140566767262","0.748455143487508","0.774356191857732"
"No","2006","(Married) couple without C. ","vocational + Abi","267","0.767197497412729","0.723662229962806","0.810732764862652"
"No","2006","(Married) couple without C. ","higher vocational","518","0.811200088177923","0.780713338547552","0.841686837808295"
"No","2006","(Married) couple without C. ","higher education","1530","0.797432940772754","0.779216698853299","0.815649182692209"
"No","2006","Single parent ","in school","44","0.718685321122915","0.603952500759248","0.833418141486581"
"No","2006","Single parent ","inadequately","11","","",""
"No","2006","Single parent ","general elemantary","99","0.467920461304926","0.400911546188479","0.534929376421374"
"No","2006","Single parent ","middle vocational","309","0.515878572902099","0.475485180802042","0.556271965002155"
"No","2006","Single parent ","vocational + Abi","23","","",""
"No","2006","Single parent ","higher vocational","30","0.548204379703648","0.416679169369994","0.679729590037302"
"No","2006","Single parent ","higher education","106","0.643272823663953","0.566612938972768","0.719932708355139"
"No","2006","Couple + C. LE 16 ","in school","","","",""
"No","2006","Couple + C. LE 16 ","inadequately","11","","",""
"No","2006","Couple + C. LE 16 ","general elemantary","120","0.493684314021804","0.434159396683831","0.553209231359776"
"No","2006","Couple + C. LE 16 ","middle vocational","1218","0.618383006754202","0.59664266255817","0.640123350950234"
"No","2006","Couple + C. LE 16 ","vocational + Abi","276","0.750298487811975","0.705954456717212","0.794642518906738"
"No","2006","Couple + C. LE 16 ","higher vocational","284","0.737056888721558","0.693806704816037","0.78030707262708"
"No","2006","Couple + C. LE 16 ","higher education","792","0.824584657228328","0.800141458997936","0.84902785545872"
"No","2006","Couple + C. GT 16 ","in school","142","0.775308127116045","0.714670353489667","0.835945900742423"
"No","2006","Couple + C. GT 16 ","inadequately","30","0.64929591807593","0.51139697997966","0.787194856172201"
"No","2006","Couple + C. GT 16 ","general elemantary","278","0.603187902971614","0.557370570662723","0.649005235280505"
"No","2006","Couple + C. GT 16 ","middle vocational","1233","0.650388362178082","0.628641632073641","0.672135092282523"
"No","2006","Couple + C. GT 16 ","vocational + Abi","112","0.659827411320206","0.588186964740278","0.731467857900134"
"No","2006","Couple + C. GT 16 ","higher vocational","158","0.733174177207534","0.673635707297113","0.792712647117955"
"No","2006","Couple + C. GT 16 ","higher education","529","0.800043761744258","0.769483329347871","0.830604194140645"
"No","2006","Couple + C. LE and GT 16","in school","112","0.801494965134469","0.734457929839574","0.868532000429365"
"No","2006","Couple + C. LE and GT 16","inadequately","17","","",""
"No","2006","Couple + C. LE and GT 16","general elemantary","124","0.531023379631371","0.465525373883144","0.596521385379597"
"No","2006","Couple + C. LE and GT 16","middle vocational","375","0.604215264432991","0.565440171037706","0.642990357828276"
"No","2006","Couple + C. LE and GT 16","vocational + Abi","50","0.68547433974385","0.575112920469124","0.795835759018576"
"No","2006","Couple + C. LE and GT 16","higher vocational","79","0.668399144206069","0.576584243673219","0.76021404473892"
"No","2006","Couple + C. LE and GT 16","higher education","207","0.814160405150054","0.766604369586202","0.861716440713905"
"Yes","2007","1-pers.-HH","in school","","","",""
"Yes","2007","1-pers.-HH","inadequately","","","",""
"Yes","2007","1-pers.-HH","general elemantary","","","",""
"Yes","2007","1-pers.-HH","middle vocational","","","",""
"Yes","2007","1-pers.-HH","vocational + Abi","","","",""
"Yes","2007","1-pers.-HH","higher vocational","","","",""
"Yes","2007","1-pers.-HH","higher education","","","",""
"Yes","2007","(Married) couple without C. ","in school","","","",""
"Yes","2007","(Married) couple without C. ","inadequately","","","",""
"Yes","2007","(Married) couple without C. ","general elemantary","","","",""
"Yes","2007","(Married) couple without C. ","middle vocational","","","",""
"Yes","2007","(Married) couple without C. ","vocational + Abi","","","",""
"Yes","2007","(Married) couple without C. ","higher vocational","","","",""
"Yes","2007","(Married) couple without C. ","higher education","","","",""
"Yes","2007","Single parent ","in school","","","",""
"Yes","2007","Single parent ","inadequately","","","",""
"Yes","2007","Single parent ","general elemantary","","","",""
"Yes","2007","Single parent ","middle vocational","","","",""
"Yes","2007","Single parent ","vocational + Abi","","","",""
"Yes","2007","Single parent ","higher vocational","","","",""
"Yes","2007","Single parent ","higher education","","","",""
"Yes","2007","Couple + C. LE 16 ","in school","","","",""
"Yes","2007","Couple + C. LE 16 ","inadequately","","","",""
"Yes","2007","Couple + C. LE 16 ","general elemantary","","","",""
"Yes","2007","Couple + C. LE 16 ","middle vocational","","","",""
"Yes","2007","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes","2007","Couple + C. LE 16 ","higher vocational","","","",""
"Yes","2007","Couple + C. LE 16 ","higher education","","","",""
"Yes","2007","Couple + C. GT 16 ","in school","","","",""
"Yes","2007","Couple + C. GT 16 ","inadequately","","","",""
"Yes","2007","Couple + C. GT 16 ","general elemantary","","","",""
"Yes","2007","Couple + C. GT 16 ","middle vocational","","","",""
"Yes","2007","Couple + C. GT 16 ","vocational + Abi","","","",""
"Yes","2007","Couple + C. GT 16 ","higher vocational","","","",""
"Yes","2007","Couple + C. GT 16 ","higher education","","","",""
"Yes","2007","Couple + C. LE and GT 16","in school","","","",""
"Yes","2007","Couple + C. LE and GT 16","inadequately","","","",""
"Yes","2007","Couple + C. LE and GT 16","general elemantary","","","",""
"Yes","2007","Couple + C. LE and GT 16","middle vocational","","","",""
"Yes","2007","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes","2007","Couple + C. LE and GT 16","higher vocational","","","",""
"Yes","2007","Couple + C. LE and GT 16","higher education","","","",""
"No","2007","1-pers.-HH","in school","","","",""
"No","2007","1-pers.-HH","inadequately","","","",""
"No","2007","1-pers.-HH","general elemantary","","","",""
"No","2007","1-pers.-HH","middle vocational","","","",""
"No","2007","1-pers.-HH","vocational + Abi","","","",""
"No","2007","1-pers.-HH","higher vocational","","","",""
"No","2007","1-pers.-HH","higher education","","","",""
"No","2007","(Married) couple without C. ","in school","","","",""
"No","2007","(Married) couple without C. ","inadequately","","","",""
"No","2007","(Married) couple without C. ","general elemantary","","","",""
"No","2007","(Married) couple without C. ","middle vocational","","","",""
"No","2007","(Married) couple without C. ","vocational + Abi","","","",""
"No","2007","(Married) couple without C. ","higher vocational","","","",""
"No","2007","(Married) couple without C. ","higher education","","","",""
"No","2007","Single parent ","in school","","","",""
"No","2007","Single parent ","inadequately","","","",""
"No","2007","Single parent ","general elemantary","","","",""
"No","2007","Single parent ","middle vocational","","","",""
"No","2007","Single parent ","vocational + Abi","","","",""
"No","2007","Single parent ","higher vocational","","","",""
"No","2007","Single parent ","higher education","","","",""
"No","2007","Couple + C. LE 16 ","in school","","","",""
"No","2007","Couple + C. LE 16 ","inadequately","","","",""
"No","2007","Couple + C. LE 16 ","general elemantary","","","",""
"No","2007","Couple + C. LE 16 ","middle vocational","","","",""
"No","2007","Couple + C. LE 16 ","vocational + Abi","","","",""
"No","2007","Couple + C. LE 16 ","higher vocational","","","",""
"No","2007","Couple + C. LE 16 ","higher education","","","",""
"No","2007","Couple + C. GT 16 ","in school","","","",""
"No","2007","Couple + C. GT 16 ","inadequately","","","",""
"No","2007","Couple + C. GT 16 ","general elemantary","","","",""
"No","2007","Couple + C. GT 16 ","middle vocational","","","",""
"No","2007","Couple + C. GT 16 ","vocational + Abi","","","",""
"No","2007","Couple + C. GT 16 ","higher vocational","","","",""
"No","2007","Couple + C. GT 16 ","higher education","","","",""
"No","2007","Couple + C. LE and GT 16","in school","","","",""
"No","2007","Couple + C. LE and GT 16","inadequately","","","",""
"No","2007","Couple + C. LE and GT 16","general elemantary","","","",""
"No","2007","Couple + C. LE and GT 16","middle vocational","","","",""
"No","2007","Couple + C. LE and GT 16","vocational + Abi","","","",""
"No","2007","Couple + C. LE and GT 16","higher vocational","","","",""
"No","2007","Couple + C. LE and GT 16","higher education","","","",""
"Yes","2008","1-pers.-HH","in school","1","","",""
"Yes","2008","1-pers.-HH","inadequately","11","","",""
"Yes","2008","1-pers.-HH","general elemantary","97","0.262590500915623","0.219892073604748","0.305288928226498"
"Yes","2008","1-pers.-HH","middle vocational","539","0.352668921463051","0.329131739898651","0.376206103027451"
"Yes","2008","1-pers.-HH","vocational + Abi","59","0.334819361305069","0.266630370771549","0.403008351838588"
"Yes","2008","1-pers.-HH","higher vocational","53","0.264173791007843","0.201972137869215","0.32637544414647"
"Yes","2008","1-pers.-HH","higher education","135","0.224741094999301","0.191858400736052","0.25762378926255"
"Yes","2008","(Married) couple without C. ","in school","","","",""
"Yes","2008","(Married) couple without C. ","inadequately","20","","",""
"Yes","2008","(Married) couple without C. ","general elemantary","127","0.215185110104922","0.182811398623548","0.247558821586295"
"Yes","2008","(Married) couple without C. ","middle vocational","907","0.237646710081367","0.223985286977172","0.251308133185563"
"Yes","2008","(Married) couple without C. ","vocational + Abi","81","0.246437243077086","0.198620094146754","0.294254392007418"
"Yes","2008","(Married) couple without C. ","higher vocational","109","0.212092506077387","0.177803724973125","0.24638128718165"
"Yes","2008","(Married) couple without C. ","higher education","296","0.164640208040361","0.147445668438387","0.181834747642335"
"Yes","2008","Single parent ","in school","16","","",""
"Yes","2008","Single parent ","inadequately","8","","",""
"Yes","2008","Single parent ","general elemantary","89","0.465478397304702","0.393208915237766","0.537747879371637"
"Yes","2008","Single parent ","middle vocational","251","0.471125929103701","0.428828317872859","0.513423540334544"
"Yes","2008","Single parent ","vocational + Abi","24","","",""
"Yes","2008","Single parent ","higher vocational","11","","",""
"Yes","2008","Single parent ","higher education","50","0.37815294626547","0.300550038192845","0.455755854338094"
"Yes","2008","Couple + C. LE 16 ","in school","1","","",""
"Yes","2008","Couple + C. LE 16 ","inadequately","17","","",""
"Yes","2008","Couple + C. LE 16 ","general elemantary","106","0.443861920261998","0.377295306546328","0.510428533977668"
"Yes","2008","Couple + C. LE 16 ","middle vocational","526","0.357830550520752","0.333896825321006","0.381764275720499"
"Yes","2008","Couple + C. LE 16 ","vocational + Abi","71","0.227269613921368","0.181210114543738","0.273329113298999"
"Yes","2008","Couple + C. LE 16 ","higher vocational","79","0.245496957343093","0.198488747816844","0.292505166869342"
"Yes","2008","Couple + C. LE 16 ","higher education","113","0.162966386946385","0.137030576110467","0.188902197782303"
"Yes","2008","Couple + C. GT 16 ","in school","20","","",""
"Yes","2008","Couple + C. GT 16 ","inadequately","14","","",""
"Yes","2008","Couple + C. GT 16 ","general elemantary","124","0.329668652163146","0.282772411513402","0.37656489281289"
"Yes","2008","Couple + C. GT 16 ","middle vocational","515","0.320912676198885","0.29866912316544","0.34315622923233"
"Yes","2008","Couple + C. GT 16 ","vocational + Abi","45","0.307236287747459","0.233159221071444","0.381313354423475"
"Yes","2008","Couple + C. GT 16 ","higher vocational","50","0.257543822447612","0.196635522605419","0.318452122289806"
"Yes","2008","Couple + C. GT 16 ","higher education","111","0.180207763455764","0.149555096211167","0.210860430700361"
"Yes","2008","Couple + C. LE and GT 16","in school","18","","",""
"Yes","2008","Couple + C. LE and GT 16","inadequately","7","","",""
"Yes","2008","Couple + C. LE and GT 16","general elemantary","48","0.357982601875506","0.280746278523806","0.435218925227206"
"Yes","2008","Couple + C. LE and GT 16","middle vocational","165","0.332224853346434","0.290605366182637","0.373844340510231"
"Yes","2008","Couple + C. LE and GT 16","vocational + Abi","14","","",""
"Yes","2008","Couple + C. LE and GT 16","higher vocational","18","","",""
"Yes","2008","Couple + C. LE and GT 16","higher education","33","0.102095964154477","0.0614350125392437","0.142756915769711"
"No","2008","1-pers.-HH","in school","2","","",""
"No","2008","1-pers.-HH","inadequately","13","","",""
"No","2008","1-pers.-HH","general elemantary","311","0.737409499084377","0.694711071773502","0.780107926395252"
"No","2008","1-pers.-HH","middle vocational","1044","0.647331078536949","0.62379389697255","0.670868260101349"
"No","2008","1-pers.-HH","vocational + Abi","125","0.665180638694931","0.596991648161412","0.733369629228451"
"No","2008","1-pers.-HH","higher vocational","140","0.735826208992157","0.67362455585353","0.798027862130785"
"No","2008","1-pers.-HH","higher education","484","0.775258905000699","0.74237621073745","0.808141599263948"
"No","2008","(Married) couple without C. ","in school","","","",""
"No","2008","(Married) couple without C. ","inadequately","39","0.649742796000885","0.528015952649046","0.771469639352723"
"No","2008","(Married) couple without C. ","general elemantary","492","0.784814889895079","0.752441178413705","0.817188601376452"
"No","2008","(Married) couple without C. ","middle vocational","2822","0.762353289918633","0.748691866814437","0.776014713022828"
"No","2008","(Married) couple without C. ","vocational + Abi","231","0.753562756922914","0.705745607992582","0.801379905853246"
"No","2008","(Married) couple without C. ","higher vocational","437","0.787907493922613","0.75361871281835","0.822196275026875"
"No","2008","(Married) couple without C. ","higher education","1491","0.835359791959639","0.818165252357665","0.852554331561613"
"No","2008","Single parent ","in school","43","0.649188744490942","0.527417614706011","0.770959874275874"
"No","2008","Single parent ","inadequately","11","","",""
"No","2008","Single parent ","general elemantary","94","0.534521602695298","0.462252120628363","0.606791084762234"
"No","2008","Single parent ","middle vocational","284","0.528874070896299","0.486576459665457","0.571171682127141"
"No","2008","Single parent ","vocational + Abi","24","","",""
"No","2008","Single parent ","higher vocational","29","","",""
"No","2008","Single parent ","higher education","100","0.62184705373453","0.544244145661906","0.699449961807155"
"No","2008","Couple + C. LE 16 ","in school","","","",""
"No","2008","Couple + C. LE 16 ","inadequately","10","","",""
"No","2008","Couple + C. LE 16 ","general elemantary","108","0.556138079738002","0.489571466022332","0.622704693453672"
"No","2008","Couple + C. LE 16 ","middle vocational","1015","0.642169449479248","0.618235724279501","0.666103174678994"
"No","2008","Couple + C. LE 16 ","vocational + Abi","247","0.772730386078632","0.726670886701001","0.818789885456262"
"No","2008","Couple + C. LE 16 ","higher vocational","243","0.754503042656907","0.707494833130658","0.801511252183156"
"No","2008","Couple + C. LE 16 ","higher education","666","0.837033613053615","0.811097802217697","0.862969423889533"
"No","2008","Couple + C. GT 16 ","in school","137","0.899894535153608","0.852945900650622","0.946843169656595"
"No","2008","Couple + C. GT 16 ","inadequately","23","","",""
"No","2008","Couple + C. GT 16 ","general elemantary","262","0.670331347836854","0.62343510718711","0.717227588486597"
"No","2008","Couple + C. GT 16 ","middle vocational","1177","0.679087323801115","0.65684377076767","0.70133087683456"
"No","2008","Couple + C. GT 16 ","vocational + Abi","104","0.692763712252541","0.618686645576525","0.766840778928556"
"No","2008","Couple + C. GT 16 ","higher vocational","148","0.742456177552388","0.681547877710194","0.803364477394581"
"No","2008","Couple + C. GT 16 ","higher education","493","0.819792236544236","0.789139569299639","0.850444903788833"
"No","2008","Couple + C. LE and GT 16","in school","113","0.855954059967997","0.795824478305653","0.916083641630342"
"No","2008","Couple + C. LE and GT 16","inadequately","6","","",""
"No","2008","Couple + C. LE and GT 16","general elemantary","100","0.642017398124494","0.564781074772794","0.719253721476194"
"No","2008","Couple + C. LE and GT 16","middle vocational","327","0.667775146653566","0.626155659489769","0.709394633817363"
"No","2008","Couple + C. LE and GT 16","vocational + Abi","55","0.811545776760758","0.719271001979436","0.90382055154208"
"No","2008","Couple + C. LE and GT 16","higher vocational","73","0.799157308880881","0.716843717856833","0.881470899904928"
"No","2008","Couple + C. LE and GT 16","higher education","180","0.897904035845523","0.857243084230289","0.938564987460756"
"Yes","2009","1-pers.-HH","in school","","","",""
"Yes","2009","1-pers.-HH","inadequately","","","",""
"Yes","2009","1-pers.-HH","general elemantary","","","",""
"Yes","2009","1-pers.-HH","middle vocational","","","",""
"Yes","2009","1-pers.-HH","vocational + Abi","","","",""
"Yes","2009","1-pers.-HH","higher vocational","","","",""
"Yes","2009","1-pers.-HH","higher education","","","",""
"Yes","2009","(Married) couple without C. ","in school","","","",""
"Yes","2009","(Married) couple without C. ","inadequately","","","",""
"Yes","2009","(Married) couple without C. ","general elemantary","","","",""
"Yes","2009","(Married) couple without C. ","middle vocational","","","",""
"Yes","2009","(Married) couple without C. ","vocational + Abi","","","",""
"Yes","2009","(Married) couple without C. ","higher vocational","","","",""
"Yes","2009","(Married) couple without C. ","higher education","","","",""
"Yes","2009","Single parent ","in school","","","",""
"Yes","2009","Single parent ","inadequately","","","",""
"Yes","2009","Single parent ","general elemantary","","","",""
"Yes","2009","Single parent ","middle vocational","","","",""
"Yes","2009","Single parent ","vocational + Abi","","","",""
"Yes","2009","Single parent ","higher vocational","","","",""
"Yes","2009","Single parent ","higher education","","","",""
"Yes","2009","Couple + C. LE 16 ","in school","","","",""
"Yes","2009","Couple + C. LE 16 ","inadequately","","","",""
"Yes","2009","Couple + C. LE 16 ","general elemantary","","","",""
"Yes","2009","Couple + C. LE 16 ","middle vocational","","","",""
"Yes","2009","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes","2009","Couple + C. LE 16 ","higher vocational","","","",""
"Yes","2009","Couple + C. LE 16 ","higher education","","","",""
"Yes","2009","Couple + C. GT 16 ","in school","","","",""
"Yes","2009","Couple + C. GT 16 ","inadequately","","","",""
"Yes","2009","Couple + C. GT 16 ","general elemantary","","","",""
"Yes","2009","Couple + C. GT 16 ","middle vocational","","","",""
"Yes","2009","Couple + C. GT 16 ","vocational + Abi","","","",""
"Yes","2009","Couple + C. GT 16 ","higher vocational","","","",""
"Yes","2009","Couple + C. GT 16 ","higher education","","","",""
"Yes","2009","Couple + C. LE and GT 16","in school","","","",""
"Yes","2009","Couple + C. LE and GT 16","inadequately","","","",""
"Yes","2009","Couple + C. LE and GT 16","general elemantary","","","",""
"Yes","2009","Couple + C. LE and GT 16","middle vocational","","","",""
"Yes","2009","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes","2009","Couple + C. LE and GT 16","higher vocational","","","",""
"Yes","2009","Couple + C. LE and GT 16","higher education","","","",""
"No","2009","1-pers.-HH","in school","","","",""
"No","2009","1-pers.-HH","inadequately","","","",""
"No","2009","1-pers.-HH","general elemantary","","","",""
"No","2009","1-pers.-HH","middle vocational","","","",""
"No","2009","1-pers.-HH","vocational + Abi","","","",""
"No","2009","1-pers.-HH","higher vocational","","","",""
"No","2009","1-pers.-HH","higher education","","","",""
"No","2009","(Married) couple without C. ","in school","","","",""
"No","2009","(Married) couple without C. ","inadequately","","","",""
"No","2009","(Married) couple without C. ","general elemantary","","","",""
"No","2009","(Married) couple without C. ","middle vocational","","","",""
"No","2009","(Married) couple without C. ","vocational + Abi","","","",""
"No","2009","(Married) couple without C. ","higher vocational","","","",""
"No","2009","(Married) couple without C. ","higher education","","","",""
"No","2009","Single parent ","in school","","","",""
"No","2009","Single parent ","inadequately","","","",""
"No","2009","Single parent ","general elemantary","","","",""
"No","2009","Single parent ","middle vocational","","","",""
"No","2009","Single parent ","vocational + Abi","","","",""
"No","2009","Single parent ","higher vocational","","","",""
"No","2009","Single parent ","higher education","","","",""
"No","2009","Couple + C. LE 16 ","in school","","","",""
"No","2009","Couple + C. LE 16 ","inadequately","","","",""
"No","2009","Couple + C. LE 16 ","general elemantary","","","",""
"No","2009","Couple + C. LE 16 ","middle vocational","","","",""
"No","2009","Couple + C. LE 16 ","vocational + Abi","","","",""
"No","2009","Couple + C. LE 16 ","higher vocational","","","",""
"No","2009","Couple + C. LE 16 ","higher education","","","",""
"No","2009","Couple + C. GT 16 ","in school","","","",""
"No","2009","Couple + C. GT 16 ","inadequately","","","",""
"No","2009","Couple + C. GT 16 ","general elemantary","","","",""
"No","2009","Couple + C. GT 16 ","middle vocational","","","",""
"No","2009","Couple + C. GT 16 ","vocational + Abi","","","",""
"No","2009","Couple + C. GT 16 ","higher vocational","","","",""
"No","2009","Couple + C. GT 16 ","higher education","","","",""
"No","2009","Couple + C. LE and GT 16","in school","","","",""
"No","2009","Couple + C. LE and GT 16","inadequately","","","",""
"No","2009","Couple + C. LE and GT 16","general elemantary","","","",""
"No","2009","Couple + C. LE and GT 16","middle vocational","","","",""
"No","2009","Couple + C. LE and GT 16","vocational + Abi","","","",""
"No","2009","Couple + C. LE and GT 16","higher vocational","","","",""
"No","2009","Couple + C. LE and GT 16","higher education","","","",""
"Yes","2010","1-pers.-HH","in school","","","",""
"Yes","2010","1-pers.-HH","inadequately","9","","",""
"Yes","2010","1-pers.-HH","general elemantary","80","0.255755333189928","0.211598016766041","0.299912649613815"
"Yes","2010","1-pers.-HH","middle vocational","450","0.334695490135481","0.310160481453858","0.359230498817104"
"Yes","2010","1-pers.-HH","vocational + Abi","41","0.309702013811135","0.230220389713041","0.389183637909229"
"Yes","2010","1-pers.-HH","higher vocational","52","0.270144699371849","0.205634407697875","0.334654991045823"
"Yes","2010","1-pers.-HH","higher education","124","0.208892919105544","0.176201455551014","0.241584382660073"
"Yes","2010","(Married) couple without C. ","in school","1","","",""
"Yes","2010","(Married) couple without C. ","inadequately","14","","",""
"Yes","2010","(Married) couple without C. ","general elemantary","94","0.209103722084704","0.172416254129961","0.245791190039446"
"Yes","2010","(Married) couple without C. ","middle vocational","826","0.260269863896146","0.245265105650917","0.275274622141376"
"Yes","2010","(Married) couple without C. ","vocational + Abi","67","0.219031697278065","0.171593644571439","0.266469749984691"
"Yes","2010","(Married) couple without C. ","higher vocational","96","0.216612625008537","0.180613307666823","0.252611942350251"
"Yes","2010","(Married) couple without C. ","higher education","278","0.166891224315294","0.149197217812835","0.184585230817753"
"Yes","2010","Single parent ","in school","7","","",""
"Yes","2010","Single parent ","inadequately","9","","",""
"Yes","2010","Single parent ","general elemantary","73","0.39005516513957","0.313758323498655","0.466352006780484"
"Yes","2010","Single parent ","middle vocational","189","0.417686297419107","0.370464262453967","0.464908332384246"
"Yes","2010","Single parent ","vocational + Abi","18","","",""
"Yes","2010","Single parent ","higher vocational","12","","",""
"Yes","2010","Single parent ","higher education","44","0.382416355059005","0.302764445061077","0.462068265056934"
"Yes","2010","Couple + C. LE 16 ","in school","","","",""
"Yes","2010","Couple + C. LE 16 ","inadequately","19","","",""
"Yes","2010","Couple + C. LE 16 ","general elemantary","76","0.454942105383715","0.373609210823539","0.536274999943891"
"Yes","2010","Couple + C. LE 16 ","middle vocational","435","0.33244715163947","0.305826455257697","0.359067848021243"
"Yes","2010","Couple + C. LE 16 ","vocational + Abi","54","0.298254155999315","0.243379016537821","0.35312929546081"
"Yes","2010","Couple + C. LE 16 ","higher vocational","59","0.186430077416795","0.136530646290691","0.2363295085429"
"Yes","2010","Couple + C. LE 16 ","higher education","98","0.16603429454781","0.137752284975996","0.194316304119624"
"Yes","2010","Couple + C. GT 16 ","in school","14","","",""
"Yes","2010","Couple + C. GT 16 ","inadequately","5","","",""
"Yes","2010","Couple + C. GT 16 ","general elemantary","90","0.360767362147306","0.306516338870815","0.415018385423796"
"Yes","2010","Couple + C. GT 16 ","middle vocational","406","0.291255388284004","0.267447487545757","0.315063289022251"
"Yes","2010","Couple + C. GT 16 ","vocational + Abi","38","0.287656009502823","0.213463223345721","0.361848795659925"
"Yes","2010","Couple + C. GT 16 ","higher vocational","48","0.286458098175819","0.224111509012726","0.348804687338912"
"Yes","2010","Couple + C. GT 16 ","higher education","86","0.156155907392504","0.125338592015029","0.186973222769979"
"Yes","2010","Couple + C. LE and GT 16","in school","10","","",""
"Yes","2010","Couple + C. LE and GT 16","inadequately","3","","",""
"Yes","2010","Couple + C. LE and GT 16","general elemantary","40","0.275045710515219","0.196765707340605","0.353325713689833"
"Yes","2010","Couple + C. LE and GT 16","middle vocational","143","0.304844906120466","0.262217450591052","0.34747236164988"
"Yes","2010","Couple + C. LE and GT 16","vocational + Abi","15","","",""
"Yes","2010","Couple + C. LE and GT 16","higher vocational","16","","",""
"Yes","2010","Couple + C. LE and GT 16","higher education","23","","",""
"No","2010","1-pers.-HH","in school","","","",""
"No","2010","1-pers.-HH","inadequately","12","","",""
"No","2010","1-pers.-HH","general elemantary","295","0.744244666810072","0.700087350386185","0.788401983233959"
"No","2010","1-pers.-HH","middle vocational","971","0.665304509864519","0.640769501182896","0.689839518546142"
"No","2010","1-pers.-HH","vocational + Abi","89","0.690297986188865","0.610816362090771","0.769779610286959"
"No","2010","1-pers.-HH","higher vocational","130","0.729855300628151","0.665345008954177","0.794365592302125"
"No","2010","1-pers.-HH","higher education","470","0.791107080894456","0.758415617339926","0.823798544448986"
"No","2010","(Married) couple without C. ","in school","3","","",""
"No","2010","(Married) couple without C. ","inadequately","31","0.598303356557154","0.45506753110905","0.741539182005259"
"No","2010","(Married) couple without C. ","general elemantary","378","0.790896277915296","0.754208809960554","0.827583745870039"
"No","2010","(Married) couple without C. ","middle vocational","2459","0.739730136103854","0.724725377858624","0.754734894349083"
"No","2010","(Married) couple without C. ","vocational + Abi","225","0.780968302721935","0.733530250015309","0.828406355428561"
"No","2010","(Married) couple without C. ","higher vocational","407","0.783387374991463","0.747388057649749","0.819386692333178"
"No","2010","(Married) couple without C. ","higher education","1428","0.833108775684706","0.815414769182247","0.850802782187165"
"No","2010","Single parent ","in school","32","0.801788126315789","0.676672823547823","0.926903429083756"
"No","2010","Single parent ","inadequately","10","","",""
"No","2010","Single parent ","general elemantary","84","0.60994483486043","0.533647993219516","0.686241676501345"
"No","2010","Single parent ","middle vocational","230","0.582313702580893","0.535091667615754","0.629535737546033"
"No","2010","Single parent ","vocational + Abi","22","","",""
"No","2010","Single parent ","higher vocational","25","","",""
"No","2010","Single parent ","higher education","99","0.617583644940995","0.537931734943066","0.697235554938923"
"No","2010","Couple + C. LE 16 ","in school","","","",""
"No","2010","Couple + C. LE 16 ","inadequately","6","","",""
"No","2010","Couple + C. LE 16 ","general elemantary","68","0.545057894616285","0.463725000056109","0.626390789176461"
"No","2010","Couple + C. LE 16 ","middle vocational","768","0.66755284836053","0.640932151978757","0.694173544742303"
"No","2010","Couple + C. LE 16 ","vocational + Abi","213","0.701745844000685","0.64687070453919","0.756620983462179"
"No","2010","Couple + C. LE 16 ","higher vocational","175","0.813569922583205","0.7636704914571","0.863469353709309"
"No","2010","Couple + C. LE 16 ","higher education","567","0.83396570545219","0.805683695880376","0.862247715024004"
"No","2010","Couple + C. GT 16 ","in school","109","0.839969657165661","0.775176595502992","0.904762718828331"
"No","2010","Couple + C. GT 16 ","inadequately","16","","",""
"No","2010","Couple + C. GT 16 ","general elemantary","211","0.639232637852694","0.584981614576204","0.693483661129185"
"No","2010","Couple + C. GT 16 ","middle vocational","993","0.708744611715996","0.684936710977749","0.732552512454243"
"No","2010","Couple + C. GT 16 ","vocational + Abi","105","0.712343990497177","0.638151204340075","0.786536776654279"
"No","2010","Couple + C. GT 16 ","higher vocational","154","0.713541901824181","0.651195312661088","0.775888490987274"
