"pli0080","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Never","1996","middle vocational","Male","","","","","5"
"Never","1996","middle vocational","Female","","","","","5"
"Never","1996","vocational + Abi","Male","","","","","5"
"Never","1996","vocational + Abi","Female","","","","","5"
"Never","1996","higher vocational","Male","","","","","5"
"Never","1996","higher vocational","Female","","","","","5"
"Never","1996","higher education","Male","","","","","5"
"Never","1996","higher education","Female","","","","","5"
"Rarely","1996","in school","Male","","","","","4"
"Rarely","1996","in school","Female","","","","","4"
"Rarely","1996","inadequately","Male","","","","","4"
"Rarely","1996","inadequately","Female","","","","","4"
"Rarely","1996","general elemantary","Male","","","","","4"
"Rarely","1996","general elemantary","Female","","","","","4"
"Rarely","1996","middle vocational","Male","","","","","4"
"Rarely","1996","middle vocational","Female","","","","","4"
"Rarely","1996","vocational + Abi","Male","","","","","4"
"Rarely","1996","vocational + Abi","Female","","","","","4"
"Rarely","1996","higher vocational","Male","","","","","4"
"Rarely","1996","higher vocational","Female","","","","","4"
"Rarely","1996","higher education","Male","","","","","4"
"Rarely","1996","higher education","Female","","","","","4"
"Daily","1997","in school","Male","","","","","1"
"Daily","1997","in school","Female","","","","","1"
"Daily","1997","inadequately","Male","","","","","1"
"Daily","1997","inadequately","Female","","","","","1"
"Daily","1997","general elemantary","Male","","","","","1"
"Daily","1997","general elemantary","Female","","","","","1"
"Daily","1997","middle vocational","Male","","","","","1"
"Daily","1997","middle vocational","Female","","","","","1"
"Daily","1997","vocational + Abi","Male","","","","","1"
"Daily","1997","vocational + Abi","Female","","","","","1"
"Daily","1997","higher vocational","Male","","","","","1"
"Daily","1997","higher vocational","Female","","","","","1"
"Daily","1997","higher education","Male","","","","","1"
"Daily","1997","higher education","Female","","","","","1"
"Min 1x per month","1997","vocational + Abi","Female","","","","","3"
"Min 1x per month","1997","higher vocational","Male","","","","","3"
"Min 1x per month","1997","higher vocational","Female","","","","","3"
"Min 1x per month","1997","higher education","Male","","","","","3"
"Min 1x per month","1997","higher education","Female","","","","","3"
"Min 1x per month","1997","in school","Male","","","","","3"
"Min 1x per month","1997","in school","Female","","","","","3"
"Min 1x per month","1997","inadequately","Male","","","","","3"
"Min 1x per month","1997","inadequately","Female","","","","","3"
"Min 1x per month","1997","general elemantary","Male","","","","","3"
"Min 1x per month","1997","general elemantary","Female","","","","","3"
"Min 1x per month","1997","middle vocational","Male","","","","","3"
"Min 1x per month","1997","middle vocational","Female","","","","","3"
"Min 1x per month","1997","vocational + Abi","Male","","","","","3"
"Min 1x per week","1997","vocational + Abi","Female","","","","","2"
"Min 1x per week","1997","higher vocational","Male","","","","","2"
"Min 1x per week","1997","higher vocational","Female","","","","","2"
"Min 1x per week","1997","higher education","Male","","","","","2"
"Min 1x per week","1997","higher education","Female","","","","","2"
"Min 1x per week","1997","in school","Male","","","","","2"
"Min 1x per week","1997","in school","Female","","","","","2"
"Min 1x per week","1997","inadequately","Male","","","","","2"
"Min 1x per week","1997","inadequately","Female","","","","","2"
"Min 1x per week","1997","general elemantary","Male","","","","","2"
"Min 1x per week","1997","general elemantary","Female","","","","","2"
"Min 1x per week","1997","middle vocational","Male","","","","","2"
"Min 1x per week","1997","middle vocational","Female","","","","","2"
"Min 1x per week","1997","vocational + Abi","Male","","","","","2"
"Never","1997","in school","Male","","","","","5"
"Never","1997","in school","Female","","","","","5"
"Never","1997","inadequately","Male","","","","","5"
"Never","1997","inadequately","Female","","","","","5"
"Never","1997","general elemantary","Male","","","","","5"
"Never","1997","general elemantary","Female","","","","","5"
"Never","1997","middle vocational","Male","","","","","5"
"Never","1997","middle vocational","Female","","","","","5"
"Never","1997","vocational + Abi","Male","","","","","5"
"Never","1997","vocational + Abi","Female","","","","","5"
"Never","1997","higher vocational","Male","","","","","5"
"Never","1997","higher vocational","Female","","","","","5"
"Never","1997","higher education","Male","","","","","5"
"Never","1997","higher education","Female","","","","","5"
"Rarely","1997","vocational + Abi","Female","","","","","4"
"Rarely","1997","higher vocational","Male","","","","","4"
"Rarely","1997","higher vocational","Female","","","","","4"
"Rarely","1997","higher education","Male","","","","","4"
"Rarely","1997","higher education","Female","","","","","4"
"Rarely","1997","in school","Male","","","","","4"
"Rarely","1997","in school","Female","","","","","4"
"Rarely","1997","inadequately","Male","","","","","4"
"Rarely","1997","inadequately","Female","","","","","4"
"Rarely","1997","general elemantary","Male","","","","","4"
"Rarely","1997","general elemantary","Female","","","","","4"
"Rarely","1997","middle vocational","Male","","","","","4"
"Rarely","1997","middle vocational","Female","","","","","4"
"Rarely","1997","vocational + Abi","Male","","","","","4"
"Daily","1998","in school","Male","48","0.265524363795546","0.197729752608918","0.333318974982174","1"
"Daily","1998","in school","Female","47","0.276098331045954","0.208894302132558","0.34330235995935","1"
"Daily","1998","inadequately","Male","26","","","","1"
"Daily","1998","inadequately","Female","45","0.155621740248342","0.111728150457443","0.19951533003924","1"
"Daily","1998","general elemantary","Male","165","0.15648213134417","0.133031089029615","0.179933173658726","1"
"Daily","1998","general elemantary","Female","119","0.057425211507207","0.0461203947817159","0.0687300282326981","1"
"Daily","1998","middle vocational","Male","187","0.0515414787115223","0.0442270208674672","0.0588559365555774","1"
"Daily","1998","middle vocational","Female","195","0.049859388963339","0.0426629999982809","0.0570557779283972","1"
"Daily","1998","vocational + Abi","Male","11","","","","1"
"Daily","1998","vocational + Abi","Female","13","","","","1"
"Daily","1998","higher vocational","Male","9","","","","1"
"Daily","1998","higher vocational","Female","12","","","","1"
"Daily","1998","higher education","Male","21","","","","1"
"Daily","1998","higher education","Female","25","","","","1"
"Min 1x per month","1998","vocational + Abi","Female","76","0.278341787900159","0.224583250350555","0.332100325449762","3"
"Min 1x per month","1998","higher vocational","Male","177","0.35426131705512","0.312296234052101","0.39622640005814","3"
"Min 1x per month","1998","higher vocational","Female","95","0.275059210265448","0.226585791038787","0.32353262949211","3"
"Min 1x per month","1998","higher education","Male","423","0.379045480952873","0.350111261508719","0.407979700397027","3"
"Min 1x per month","1998","higher education","Female","317","0.338996366602893","0.307931813593043","0.370060919612744","3"
"Min 1x per month","1998","in school","Male","14","","","","3"
"Min 1x per month","1998","in school","Female","17","","","","3"
"Min 1x per month","1998","inadequately","Male","41","0.257434637762328","0.194260399578037","0.32060887594662","3"
"Min 1x per month","1998","inadequately","Female","48","0.192607124365866","0.144856827556597","0.240357421175136","3"
"Min 1x per month","1998","general elemantary","Male","178","0.211426744741832","0.185070495009473","0.23778299447419","3"
"Min 1x per month","1998","general elemantary","Female","414","0.261780316736089","0.240419609914799","0.28314102355738","3"
"Min 1x per month","1998","middle vocational","Male","1054","0.292973270310948","0.277916686404159","0.308029854217737","3"
"Min 1x per month","1998","middle vocational","Female","1086","0.291441125859374","0.27641626007385","0.306465991644898","3"
"Min 1x per month","1998","vocational + Abi","Male","77","0.272102442009226","0.216030995639016","0.328173888379435","3"
"Min 1x per week","1998","vocational + Abi","Female","138","0.559837163926979","0.500294260409567","0.619380067444391","2"
"Min 1x per week","1998","higher vocational","Male","170","0.357837815983802","0.315778394094195","0.399897237873409","2"
"Min 1x per week","1998","higher vocational","Female","149","0.39941860054465","0.346251941229732","0.452585259859568","2"
"Min 1x per week","1998","higher education","Male","383","0.365638732047529","0.336915676398139","0.394361787696918","2"
"Min 1x per week","1998","higher education","Female","339","0.418544186024664","0.386170311487979","0.450918060561348","2"
"Min 1x per week","1998","in school","Male","91","0.547065314945266","0.470648018489444","0.623482611401088","2"
"Min 1x per week","1998","in school","Female","95","0.579668991310836","0.505468055974068","0.653869926647605","2"
"Min 1x per week","1998","inadequately","Male","86","0.398114885894431","0.327385450870319","0.468844320918543","2"
"Min 1x per week","1998","inadequately","Female","132","0.474145744873182","0.413683249059522","0.534608240686842","2"
"Min 1x per week","1998","general elemantary","Male","428","0.434727552136516","0.402729751933001","0.46672535234003","2"
"Min 1x per week","1998","general elemantary","Female","721","0.421873305166605","0.397876310836002","0.445870299497209","2"
"Min 1x per week","1998","middle vocational","Male","1412","0.39084006648111","0.374697977486504","0.406982155475716","2"
"Min 1x per week","1998","middle vocational","Female","1451","0.417775068926635","0.401468451911422","0.434081685941849","2"
"Min 1x per week","1998","vocational + Abi","Male","122","0.55204580741835","0.489392389372599","0.614699225464102","2"
"Never","1998","in school","Male","1","","","","5"
"Never","1998","in school","Female","1","","","","5"
"Never","1998","inadequately","Male","3","","","","5"
"Never","1998","inadequately","Female","5","","","","5"
"Never","1998","general elemantary","Male","17","","","","5"
"Never","1998","general elemantary","Female","63","0.0437254845114854","0.0337894538999918","0.0536615151229789","5"
"Never","1998","middle vocational","Male","71","0.025990420003297","0.0207268210016407","0.0312540190049533","5"
"Never","1998","middle vocational","Female","67","0.0242898778392293","0.0191998485312792","0.0293799071471794","5"
"Never","1998","vocational + Abi","Male","1","","","","5"
"Never","1998","vocational + Abi","Female","1","","","","5"
"Never","1998","higher vocational","Male","9","","","","5"
"Never","1998","higher vocational","Female","5","","","","5"
"Never","1998","higher education","Male","11","","","","5"
"Never","1998","higher education","Female","11","","","","5"
"Rarely","1998","vocational + Abi","Female","39","0.124094829330532","0.0845492585388779","0.163640400122187","4"
"Rarely","1998","higher vocational","Male","134","0.24916306442988","0.211213004657592","0.287113124202169","4"
"Rarely","1998","higher vocational","Female","65","0.254040944288141","0.206785848761537","0.301296039814745","4"
"Rarely","1998","higher education","Male","242","0.225174173414416","0.20026280721264","0.250085539616192","4"
"Rarely","1998","higher education","Female","200","0.194716231831809","0.168730125290992","0.220702338372627","4"
"Rarely","1998","in school","Male","9","","","","4"
"Rarely","1998","in school","Female","10","","","","4"
"Rarely","1998","inadequately","Male","28","","","","4"
"Rarely","1998","inadequately","Female","32","0.160189136807528","0.115776687993225","0.204601585621832","4"
"Rarely","1998","general elemantary","Male","134","0.174014335771938","0.149542790194981","0.198485881348895","4"
"Rarely","1998","general elemantary","Female","310","0.215195682078613","0.195226890554815","0.23516447360241","4"
"Rarely","1998","middle vocational","Male","786","0.238654764493123","0.224553099132825","0.252756429853421","4"
"Rarely","1998","middle vocational","Female","715","0.216634538411423","0.20301403148682","0.230255045336026","4"
"Rarely","1998","vocational + Abi","Male","31","0.139220523357626","0.0956053110473588","0.182835735667893","4"
"Daily","1999","in school","Male","","","","","1"
"Daily","1999","in school","Female","","","","","1"
"Daily","1999","inadequately","Male","","","","","1"
"Daily","1999","inadequately","Female","","","","","1"
"Daily","1999","general elemantary","Male","","","","","1"
"Daily","1999","general elemantary","Female","","","","","1"
"Daily","1999","middle vocational","Male","","","","","1"
"Daily","1999","middle vocational","Female","","","","","1"
"Daily","1999","vocational + Abi","Male","","","","","1"
"Daily","1999","vocational + Abi","Female","","","","","1"
"Daily","1999","higher vocational","Male","","","","","1"
"Daily","1999","higher vocational","Female","","","","","1"
"Daily","1999","higher education","Male","","","","","1"
"Daily","1999","higher education","Female","","","","","1"
"Min 1x per month","1999","in school","Male","","","","","3"
"Min 1x per month","1999","in school","Female","","","","","3"
"Min 1x per month","1999","inadequately","Male","","","","","3"
"Min 1x per month","1999","inadequately","Female","","","","","3"
"Min 1x per month","1999","general elemantary","Male","","","","","3"
"Min 1x per month","1999","general elemantary","Female","","","","","3"
"Min 1x per month","1999","middle vocational","Male","","","","","3"
"Min 1x per month","1999","middle vocational","Female","","","","","3"
"Min 1x per month","1999","vocational + Abi","Male","","","","","3"
"Min 1x per month","1999","vocational + Abi","Female","","","","","3"
"Min 1x per month","1999","higher vocational","Male","","","","","3"
"Min 1x per month","1999","higher vocational","Female","","","","","3"
"Min 1x per month","1999","higher education","Male","","","","","3"
"Min 1x per month","1999","higher education","Female","","","","","3"
"Min 1x per week","1999","in school","Male","","","","","2"
"Min 1x per week","1999","in school","Female","","","","","2"
"Min 1x per week","1999","inadequately","Male","","","","","2"
"Min 1x per week","1999","inadequately","Female","","","","","2"
"Min 1x per week","1999","general elemantary","Male","","","","","2"
"Min 1x per week","1999","general elemantary","Female","","","","","2"
"Min 1x per week","1999","middle vocational","Male","","","","","2"
"Min 1x per week","1999","middle vocational","Female","","","","","2"
"Min 1x per week","1999","vocational + Abi","Male","","","","","2"
"Min 1x per week","1999","vocational + Abi","Female","","","","","2"
"Min 1x per week","1999","higher vocational","Male","","","","","2"
"Min 1x per week","1999","higher vocational","Female","","","","","2"
"Min 1x per week","1999","higher education","Male","","","","","2"
"Min 1x per week","1999","higher education","Female","","","","","2"
"Never","1999","in school","Male","","","","","5"
"Never","1999","in school","Female","","","","","5"
"Never","1999","inadequately","Male","","","","","5"
"Never","1999","inadequately","Female","","","","","5"
"Never","1999","general elemantary","Male","","","","","5"
"Never","1999","general elemantary","Female","","","","","5"
"Never","1999","middle vocational","Male","","","","","5"
"Never","1999","middle vocational","Female","","","","","5"
"Never","1999","vocational + Abi","Male","","","","","5"
"Never","1999","vocational + Abi","Female","","","","","5"
"Never","1999","higher vocational","Male","","","","","5"
"Never","1999","higher vocational","Female","","","","","5"
"Never","1999","higher education","Male","","","","","5"
"Never","1999","higher education","Female","","","","","5"
"Rarely","1999","in school","Male","","","","","4"
"Rarely","1999","in school","Female","","","","","4"
"Rarely","1999","inadequately","Male","","","","","4"
"Rarely","1999","inadequately","Female","","","","","4"
"Rarely","1999","general elemantary","Male","","","","","4"
"Rarely","1999","general elemantary","Female","","","","","4"
"Rarely","1999","middle vocational","Male","","","","","4"
"Rarely","1999","middle vocational","Female","","","","","4"
"Rarely","1999","vocational + Abi","Male","","","","","4"
"Rarely","1999","vocational + Abi","Female","","","","","4"
"Rarely","1999","higher vocational","Male","","","","","4"
"Rarely","1999","higher vocational","Female","","","","","4"
"Rarely","1999","higher education","Male","","","","","4"
"Rarely","1999","higher education","Female","","","","","4"
"Daily","2000","in school","Male","","","","","1"
"Daily","2000","in school","Female","","","","","1"
"Daily","2000","inadequately","Male","","","","","1"
"Daily","2000","inadequately","Female","","","","","1"
"Daily","2000","general elemantary","Male","","","","","1"
"Daily","2000","general elemantary","Female","","","","","1"
"Daily","2000","middle vocational","Male","","","","","1"
"Daily","2000","middle vocational","Female","","","","","1"
"Daily","2000","vocational + Abi","Male","","","","","1"
"Daily","2000","vocational + Abi","Female","","","","","1"
"Daily","2000","higher vocational","Male","","","","","1"
"Daily","2000","higher vocational","Female","","","","","1"
"Daily","2000","higher education","Male","","","","","1"
"Daily","2000","higher education","Female","","","","","1"
"Min 1x per month","2000","in school","Male","","","","","3"
"Min 1x per month","2000","in school","Female","","","","","3"
"Min 1x per month","2000","inadequately","Male","","","","","3"
"Min 1x per month","2000","inadequately","Female","","","","","3"
"Min 1x per month","2000","general elemantary","Male","","","","","3"
"Min 1x per month","2000","general elemantary","Female","","","","","3"
"Min 1x per month","2000","middle vocational","Male","","","","","3"
"Min 1x per month","2000","middle vocational","Female","","","","","3"
"Min 1x per month","2000","vocational + Abi","Male","","","","","3"
"Min 1x per month","2000","vocational + Abi","Female","","","","","3"
"Min 1x per month","2000","higher vocational","Male","","","","","3"
"Min 1x per month","2000","higher vocational","Female","","","","","3"
"Min 1x per month","2000","higher education","Male","","","","","3"
"Min 1x per month","2000","higher education","Female","","","","","3"
"Min 1x per week","2000","in school","Male","","","","","2"
"Min 1x per week","2000","in school","Female","","","","","2"
"Min 1x per week","2000","inadequately","Male","","","","","2"
"Min 1x per week","2000","inadequately","Female","","","","","2"
"Min 1x per week","2000","general elemantary","Male","","","","","2"
"Min 1x per week","2000","general elemantary","Female","","","","","2"
"Min 1x per week","2000","middle vocational","Male","","","","","2"
"Min 1x per week","2000","middle vocational","Female","","","","","2"
"Min 1x per week","2000","vocational + Abi","Male","","","","","2"
"Min 1x per week","2000","vocational + Abi","Female","","","","","2"
"Min 1x per week","2000","higher vocational","Male","","","","","2"
"Min 1x per week","2000","higher vocational","Female","","","","","2"
"Min 1x per week","2000","higher education","Male","","","","","2"
"Min 1x per week","2000","higher education","Female","","","","","2"
"Never","2000","in school","Male","","","","","5"
"Never","2000","in school","Female","","","","","5"
"Never","2000","inadequately","Male","","","","","5"
"Never","2000","inadequately","Female","","","","","5"
"Never","2000","general elemantary","Male","","","","","5"
"Never","2000","general elemantary","Female","","","","","5"
"Never","2000","middle vocational","Male","","","","","5"
"Never","2000","middle vocational","Female","","","","","5"
"Never","2000","vocational + Abi","Male","","","","","5"
"Never","2000","vocational + Abi","Female","","","","","5"
"Never","2000","higher vocational","Male","","","","","5"
"Never","2000","higher vocational","Female","","","","","5"
"Never","2000","higher education","Male","","","","","5"
"Never","2000","higher education","Female","","","","","5"
"Rarely","2000","in school","Male","","","","","4"
"Rarely","2000","in school","Female","","","","","4"
"Rarely","2000","inadequately","Male","","","","","4"
"Rarely","2000","inadequately","Female","","","","","4"
"Rarely","2000","general elemantary","Male","","","","","4"
"Rarely","2000","general elemantary","Female","","","","","4"
"Rarely","2000","middle vocational","Male","","","","","4"
"Rarely","2000","middle vocational","Female","","","","","4"
"Rarely","2000","vocational + Abi","Male","","","","","4"
"Rarely","2000","vocational + Abi","Female","","","","","4"
"Rarely","2000","higher vocational","Male","","","","","4"
"Rarely","2000","higher vocational","Female","","","","","4"
"Rarely","2000","higher education","Male","","","","","4"
"Rarely","2000","higher education","Female","","","","","4"
"Daily","2001","in school","Male","","","","","1"
"Daily","2001","in school","Female","","","","","1"
"Daily","2001","inadequately","Male","","","","","1"
"Daily","2001","inadequately","Female","","","","","1"
"Daily","2001","general elemantary","Male","","","","","1"
"Daily","2001","general elemantary","Female","","","","","1"
"Daily","2001","middle vocational","Male","","","","","1"
"Daily","2001","middle vocational","Female","","","","","1"
"Daily","2001","vocational + Abi","Male","","","","","1"
"Daily","2001","vocational + Abi","Female","","","","","1"
"Daily","2001","higher vocational","Male","","","","","1"
"Daily","2001","higher vocational","Female","","","","","1"
"Daily","2001","higher education","Male","","","","","1"
"Daily","2001","higher education","Female","","","","","1"
"Min 1x per month","2001","in school","Male","","","","","3"
"Min 1x per month","2001","in school","Female","","","","","3"
"Min 1x per month","2001","inadequately","Male","","","","","3"
"Min 1x per month","2001","inadequately","Female","","","","","3"
"Min 1x per month","2001","general elemantary","Male","","","","","3"
"Min 1x per month","2001","general elemantary","Female","","","","","3"
"Min 1x per month","2001","middle vocational","Male","","","","","3"
"Min 1x per month","2001","middle vocational","Female","","","","","3"
"Min 1x per month","2001","vocational + Abi","Male","","","","","3"
"Min 1x per month","2001","vocational + Abi","Female","","","","","3"
"Min 1x per month","2001","higher vocational","Male","","","","","3"
"Min 1x per month","2001","higher vocational","Female","","","","","3"
"Min 1x per month","2001","higher education","Male","","","","","3"
"Min 1x per month","2001","higher education","Female","","","","","3"
"Min 1x per week","2001","middle vocational","Female","","","","","2"
"Min 1x per week","2001","vocational + Abi","Male","","","","","2"
"Min 1x per week","2001","vocational + Abi","Female","","","","","2"
"Min 1x per week","2001","higher vocational","Male","","","","","2"
"Min 1x per week","2001","higher vocational","Female","","","","","2"
"Min 1x per week","2001","higher education","Male","","","","","2"
"Min 1x per week","2001","higher education","Female","","","","","2"
"Min 1x per week","2001","in school","Male","","","","","2"
"Min 1x per week","2001","in school","Female","","","","","2"
"Min 1x per week","2001","inadequately","Male","","","","","2"
"Min 1x per week","2001","inadequately","Female","","","","","2"
"Min 1x per week","2001","general elemantary","Male","","","","","2"
"Min 1x per week","2001","general elemantary","Female","","","","","2"
"Min 1x per week","2001","middle vocational","Male","","","","","2"
"Never","2001","in school","Male","","","","","5"
"Never","2001","in school","Female","","","","","5"
"Never","2001","inadequately","Male","","","","","5"
"Never","2001","inadequately","Female","","","","","5"
"Never","2001","general elemantary","Male","","","","","5"
"Never","2001","general elemantary","Female","","","","","5"
"Never","2001","middle vocational","Male","","","","","5"
"Never","2001","middle vocational","Female","","","","","5"
"Never","2001","vocational + Abi","Male","","","","","5"
"Never","2001","vocational + Abi","Female","","","","","5"
"Never","2001","higher vocational","Male","","","","","5"
"Never","2001","higher vocational","Female","","","","","5"
"Never","2001","higher education","Male","","","","","5"
"Never","2001","higher education","Female","","","","","5"
"Rarely","2001","in school","Male","","","","","4"
"Rarely","2001","in school","Female","","","","","4"
"Rarely","2001","inadequately","Male","","","","","4"
"Rarely","2001","inadequately","Female","","","","","4"
"Rarely","2001","general elemantary","Male","","","","","4"
"Rarely","2001","general elemantary","Female","","","","","4"
"Rarely","2001","middle vocational","Male","","","","","4"
"Rarely","2001","middle vocational","Female","","","","","4"
"Rarely","2001","vocational + Abi","Male","","","","","4"
"Rarely","2001","vocational + Abi","Female","","","","","4"
"Rarely","2001","higher vocational","Male","","","","","4"
"Rarely","2001","higher vocational","Female","","","","","4"
"Rarely","2001","higher education","Male","","","","","4"
"Rarely","2001","higher education","Female","","","","","4"
"Daily","2002","in school","Male","","","","","1"
"Daily","2002","in school","Female","","","","","1"
"Daily","2002","inadequately","Male","","","","","1"
"Daily","2002","inadequately","Female","","","","","1"
"Daily","2002","general elemantary","Male","","","","","1"
"Daily","2002","general elemantary","Female","","","","","1"
"Daily","2002","middle vocational","Male","","","","","1"
"Daily","2002","middle vocational","Female","","","","","1"
"Daily","2002","vocational + Abi","Male","","","","","1"
"Daily","2002","vocational + Abi","Female","","","","","1"
"Daily","2002","higher vocational","Male","","","","","1"
"Daily","2002","higher vocational","Female","","","","","1"
"Daily","2002","higher education","Male","","","","","1"
"Daily","2002","higher education","Female","","","","","1"
"Min 1x per month","2002","in school","Female","","","","","3"
"Min 1x per month","2002","inadequately","Male","","","","","3"
"Min 1x per month","2002","inadequately","Female","","","","","3"
"Min 1x per month","2002","general elemantary","Male","","","","","3"
"Min 1x per month","2002","general elemantary","Female","","","","","3"
"Min 1x per month","2002","middle vocational","Male","","","","","3"
"Min 1x per month","2002","middle vocational","Female","","","","","3"
"Min 1x per month","2002","vocational + Abi","Male","","","","","3"
"Min 1x per month","2002","vocational + Abi","Female","","","","","3"
"Min 1x per month","2002","in school","Male","","","","","3"
"Min 1x per month","2002","higher vocational","Male","","","","","3"
"Min 1x per month","2002","higher vocational","Female","","","","","3"
"Min 1x per month","2002","higher education","Male","","","","","3"
"Min 1x per month","2002","higher education","Female","","","","","3"
"Min 1x per week","2002","in school","Male","","","","","2"
"Min 1x per week","2002","in school","Female","","","","","2"
"Min 1x per week","2002","inadequately","Male","","","","","2"
"Min 1x per week","2002","inadequately","Female","","","","","2"
"Min 1x per week","2002","general elemantary","Male","","","","","2"
"Min 1x per week","2002","general elemantary","Female","","","","","2"
"Min 1x per week","2002","middle vocational","Male","","","","","2"
"Min 1x per week","2002","middle vocational","Female","","","","","2"
"Min 1x per week","2002","vocational + Abi","Male","","","","","2"
"Min 1x per week","2002","vocational + Abi","Female","","","","","2"
"Min 1x per week","2002","higher vocational","Male","","","","","2"
"Min 1x per week","2002","higher vocational","Female","","","","","2"
"Min 1x per week","2002","higher education","Male","","","","","2"
"Min 1x per week","2002","higher education","Female","","","","","2"
"Never","2002","in school","Male","","","","","5"
"Never","2002","in school","Female","","","","","5"
"Never","2002","inadequately","Male","","","","","5"
"Never","2002","inadequately","Female","","","","","5"
"Never","2002","general elemantary","Male","","","","","5"
"Never","2002","general elemantary","Female","","","","","5"
"Never","2002","middle vocational","Male","","","","","5"
"Never","2002","middle vocational","Female","","","","","5"
"Never","2002","vocational + Abi","Male","","","","","5"
"Never","2002","vocational + Abi","Female","","","","","5"
"Never","2002","higher vocational","Male","","","","","5"
"Never","2002","higher vocational","Female","","","","","5"
"Never","2002","higher education","Male","","","","","5"
"Never","2002","higher education","Female","","","","","5"
"Rarely","2002","in school","Male","","","","","4"
"Rarely","2002","in school","Female","","","","","4"
"Rarely","2002","inadequately","Male","","","","","4"
"Rarely","2002","inadequately","Female","","","","","4"
"Rarely","2002","general elemantary","Male","","","","","4"
"Rarely","2002","general elemantary","Female","","","","","4"
"Rarely","2002","middle vocational","Male","","","","","4"
"Rarely","2002","middle vocational","Female","","","","","4"
"Rarely","2002","vocational + Abi","Male","","","","","4"
"Rarely","2002","vocational + Abi","Female","","","","","4"
"Rarely","2002","higher vocational","Male","","","","","4"
"Rarely","2002","higher vocational","Female","","","","","4"
"Rarely","2002","higher education","Male","","","","","4"
"Rarely","2002","higher education","Female","","","","","4"
"Daily","2003","in school","Male","93","0.306388256951034","0.254135793102908","0.358640720799161","1"
"Daily","2003","in school","Female","77","0.230787596053588","0.184258760349436","0.277316431757739","1"
"Daily","2003","inadequately","Male","8","","","","1"
"Daily","2003","inadequately","Female","14","","","","1"
"Daily","2003","general elemantary","Male","117","0.100502195824801","0.0810205621395104","0.119983829510092","1"
"Daily","2003","general elemantary","Female","124","0.0670181754734407","0.055586543636152","0.0784498073107295","1"
"Daily","2003","middle vocational","Male","186","0.035271708179154","0.0303204134992104","0.0402230028590976","1"
"Daily","2003","middle vocational","Female","238","0.0402441792405535","0.0351889426025116","0.0452994158785954","1"
"Daily","2003","vocational + Abi","Male","11","","","","1"
"Daily","2003","vocational + Abi","Female","25","","","","1"
"Daily","2003","higher vocational","Male","25","","","","1"
"Daily","2003","higher vocational","Female","28","","","","1"
"Daily","2003","higher education","Male","44","0.0214953024451466","0.0157595929439638","0.0272310119463295","1"
"Daily","2003","higher education","Female","48","0.0271933714579521","0.019874245625778","0.0345124972901262","1"
"Min 1x per month","2003","in school","Female","35","0.127845153883292","0.0909701777080215","0.164720130058563","3"
"Min 1x per month","2003","inadequately","Male","25","","","","3"
"Min 1x per month","2003","inadequately","Female","45","0.258482661824397","0.190857001811738","0.326108321837057","3"
"Min 1x per month","2003","general elemantary","Male","172","0.1949014961382","0.169234819436714","0.220568172839685","3"
"Min 1x per month","2003","general elemantary","Female","435","0.219498512204796","0.200576034789701","0.238420989619891","3"
"Min 1x per month","2003","middle vocational","Male","1682","0.299357285166158","0.287064614635424","0.311649955696891","3"
"Min 1x per month","2003","middle vocational","Female","1916","0.322753890435643","0.310727963036246","0.33477981783504","3"
"Min 1x per month","2003","vocational + Abi","Male","149","0.299071273017279","0.258281650178244","0.339860895856314","3"
"Min 1x per month","2003","vocational + Abi","Female","204","0.29739188627106","0.262933424930955","0.331850347611165","3"
"Min 1x per month","2003","higher vocational","Female","263","0.336033856503314","0.301338402111735","0.370729310894894","3"
"Min 1x per month","2003","higher education","Male","1025","0.395496254583835","0.376158564518256","0.414833944649414","3"
"Min 1x per month","2003","higher education","Female","712","0.353645789498881","0.332131155490515","0.375160423507247","3"
"Min 1x per month","2003","higher vocational","Male","367","0.332221025303742","0.302686449556559","0.361755601050925","3"
"Min 1x per month","2003","in school","Male","29","","","","3"
"Min 1x per week","2003","in school","Male","163","0.541944636109566","0.485470584738509","0.598418687480623","2"
"Min 1x per week","2003","in school","Female","190","0.600163826536906","0.546067376889999","0.654260276183813","2"
"Min 1x per week","2003","inadequately","Male","46","0.428504444431024","0.335174650416054","0.521834238445994","2"
"Min 1x per week","2003","inadequately","Female","57","0.331797203357494","0.259065181921487","0.4045292247935","2"
"Min 1x per week","2003","general elemantary","Male","440","0.467931292306576","0.435600790354229","0.500261794258923","2"
"Min 1x per week","2003","general elemantary","Female","791","0.423587240316619","0.400997378975853","0.446177101657385","2"
"Min 1x per week","2003","middle vocational","Male","2075","0.391632568476018","0.378530936399461","0.404734200552575","2"
"Min 1x per week","2003","middle vocational","Female","2408","0.404177943684435","0.391555188237144","0.416800699131726","2"
"Min 1x per week","2003","vocational + Abi","Male","227","0.475398415857176","0.430907732726705","0.519889098987646","2"
"Min 1x per week","2003","vocational + Abi","Female","346","0.47995024971144","0.44228895030786","0.517611549115021","2"
"Min 1x per week","2003","higher vocational","Male","340","0.368056999084239","0.337815918625142","0.398298079543335","2"
"Min 1x per week","2003","higher vocational","Female","287","0.41758992815044","0.381365833471666","0.453814022829215","2"
"Min 1x per week","2003","higher education","Male","901","0.382240526280619","0.363022358432679","0.401458694128559","2"
